"id","value.2005","original-value.2005","value.2006","original-value.2006","value.2007","original-value.2007","value.2008","original-value.2008","value.2009","original-value.2009","value.2010","original-value.2010","value.2011","original-value.2011","value.2012","original-value.2012"
"LV",12.10000038,12.10000038,11.10000038,11.10000038,9.899999619,9.899999619,7.900000095,7.900000095,8.699999809,8.699999809,8.800000191,8.800000191,8.899999619,8.899999619,8.399999619,8.399999619
"LY",,,,,,,,,,,,,,,,
"MA",45.40000153,45.40000153,43.29999924,43.29999924,42.09999847,42.09999847,40.90000153,40.90000153,40.5,40.5,40.20000076,40.20000076,39.79999924,39.79999924,39.20000076,39.20000076
"MC",,,,,,,,,,,,,,,,
"MD",40.70000076,40.70000076,33.59999847,33.59999847,32.79999924,32.79999924,31.10000038,31.10000038,28.20000076,28.20000076,27.5,27.5,27.5,27.5,26.39999962,26.39999962
"ME",8.600000381,8.600000381,8.650000095,,8.699999809,8.699999809,7.599999905,7.599999905,6.5,6.5,6.199999809,6.199999809,5.599999905,5.599999905,5.699999809,5.699999809
"MF",,,,,,,,,,,,,,,,
"MG",80.40000153,80.40000153,,,,,,,,,,,,,,
"MH",,,,,,,,,,,,,,,,
"MK",19.5,19.5,20.10000038,20.10000038,18.20000076,18.20000076,19.70000076,19.70000076,19.3666674267,,19.0333340933,,18.70000076,18.70000076,17.29999924,17.29999924
"ML",,,66,66,,,,,,,,,,,,
"MM",,,,,,,,,,,,,,,,
"MN",39.90000153,39.90000153,38.79999924,38.79999924,41.59999847,41.59999847,40.59999847,40.59999847,40,40,33,33,32.59999847,32.59999847,,
"MO",0.100000001,0.100000001,0.200000003,0.200000003,0.100000001,0.100000001,0.200000003,0.200000003,,,,,,,,
"MP",,,,,,,,,,,,,,,,
"MR",,,,,,,,,,,,,,,,
"MT",1.700000048,1.700000048,1.600000024,1.600000024,1.600000024,1.600000024,1.700000048,1.700000048,1.399999976,1.399999976,1.299999952,1.299999952,1.100000024,1.100000024,1,1
"MU",10,10,9.600000381,9.600000381,9.100000381,9.100000381,8.899999619,8.899999619,9,9,8.699999809,8.699999809,8.399999619,8.399999619,7.800000191,7.800000191
"MV",,,11.5,11.5,,,,,,,,,,,,
"MW",,,,,,,,,,,,,,,,
"MX",14.89999962,14.89999962,14.30000019,14.30000019,13.5,13.5,13.10000038,13.10000038,13.5,13.5,13.10000038,13.10000038,13.39999962,13.39999962,,
"MY",14.60000038,14.60000038,14.60000038,14.60000038,14.80000019,14.80000019,14,14,13.5,13.5,13.30000019,13.30000019,11.5,11.5,12.60000038,12.60000038
"MZ",,,,,,,,,,,,,,,,
"NA",,,,,,,16.29999924,16.29999924,20.79999924,,25.29999924,,29.79999924,29.79999924,27.39999962,27.39999962
"NC",3.099999905,3.099999905,2.900000095,2.900000095,2.900000095,2.900000095,2.700000048,2.700000048,,,,,,,,
"NE",56.90000153,56.90000153,,,,,,,,,,,,,,
"NG",,,,,,,,,,,,,,,,
"NI",28.89999962,28.89999962,29.10000038,29.10000038,29.5,29.5,28.20000076,28.20000076,30.20000076,,32.20000076,32.20000076,,,,
"NL",3.200000048,3.200000048,3.099999905,3.099999905,2.799999952,2.799999952,2.599999905,2.599999905,2.5,2.5,2.799999952,2.799999952,2.5,2.5,,
"NO",3.299999952,3.299999952,3.299999952,3.299999952,2.900000095,2.900000095,2.599999905,2.599999905,2.700000048,2.700000048,2.5,2.5,2.400000095,2.400000095,2.200000048,2.200000048
"NP",,,,,,,,,,,,,,,,
"NZ",7.099999905,7.099999905,7.099999905,7.099999905,7.199999809,7.199999809,6.900000095,6.900000095,6.599999905,6.599999905,,,,,,
"OM",,,,,,,,,,,5.199999809,5.199999809,,,,
"PA",19.29999924,19.29999924,19.5,19.5,18.89999962,18.89999962,17.89999962,17.89999962,17.89999962,17.89999962,17.39999962,17.39999962,17,17,16.70000076,16.70000076
"PE",32.90000153,32.90000153,32,32,28.20000076,28.20000076,27.5,27.5,27.70000076,27.70000076,25.70000076,25.70000076,25.79999924,25.79999924,,
"PF",4.300000191,4.300000191,4.400000095,4.400000095,9.199999809,9.199999809,4,4,3.299999952,3.299999952,3.400000095,3.400000095,3.400000095,3.400000095,,
"PG",,,,,,,,,,,,,,,,
"PH",36,36,35.79999924,35.79999924,35.09999847,35.09999847,35.29999924,35.29999924,35.20000076,35.20000076,33.20000076,33.20000076,33,33,32.20000076,32.20000076
"PK",43,43,43.40000153,43.40000153,43.59999847,43.59999847,44.70000076,44.70000076,44.83333384,,44.96666692,,45.1,45.1,,
"PL",17.39999962,17.39999962,15.80000019,15.80000019,14.69999981,14.69999981,14,14,13.30000019,13.30000019,12.80000019,12.80000019,12.69999981,12.69999981,12.60000038,12.60000038
"PR",2.099999905,2.099999905,1.399999976,1.399999976,1.100000024,1.100000024,1.5,1.5,1.5,1.5,1.600000024,1.600000024,1.600000024,1.600000024,1.600000024,1.600000024
"PS",14.60000038,14.60000038,16.10000038,16.10000038,15.60000038,15.60000038,13.39999962,13.39999962,11.80000019,11.80000019,11.80000019,11.80000019,11.89999962,11.89999962,11.5,11.5
"PT",11.80000019,11.80000019,11.69999981,11.69999981,11.60000038,11.60000038,11.19999981,11.19999981,11.19999981,11.19999981,10.89999962,10.89999962,9.899999619,9.899999619,10.5,10.5
"PW",,,,,,,,,,,,,,,,
"PY",32.40000153,32.40000153,31.20000076,31.20000076,29.5,29.5,26.5,26.5,29.5,29.5,26.79999924,26.79999924,26.39999962,26.39999962,27.20000076,27.20000076
"QA",,,3,3,2.400000095,2.400000095,1.600000024,1.600000024,1.600000024,1.600000024,1.5,,1.399999976,1.399999976,1.399999976,1.399999976
"RO",32.09999847,32.09999847,30.5,30.5,29.5,29.5,28.70000076,28.70000076,29.10000038,29.10000038,30.10000038,30.10000038,28.60000038,28.60000038,29,29
"RS",23.29999924,23.29999924,20.5,20.5,20.79999924,20.79999924,25.10000038,25.10000038,24,24,22.20000076,22.20000076,21.20000076,21.20000076,21,21
"RU",10.19999981,10.19999981,10,10,9,9,8.600000381,8.600000381,9.699999809,9.699999809,,,,,,
"RW",78.80000305,78.80000305,,,,,,,,,,,,,,
"SA",,,4,4,4.300000191,4.300000191,4.300000191,4.300000191,4.099999905,4.099999905,4.200000048,,4.300000191,4.300000191,4.699999809,4.699999809
"SB",,,,,,,,,,,,,,,,
"SC",,,,,,,,,,,,,,,,
"SD",,,,,,,,,,,,,,,,
"SE",2,2,2,2,2.200000048,2.200000048,2.099999905,2.099999905,2.200000048,2.200000048,2.099999905,2.099999905,2,2,2,2
"SG",1.100000024,1.100000024,1.299999952,1.299999952,1.100000024,1.100000024,1.200000048,1.200000048,1.100000024,1.100000024,,,,,,
"SI",8.800000191,8.800000191,9.600000381,9.600000381,10.19999981,10.19999981,8.600000381,8.600000381,9.100000381,9.100000381,8.800000191,8.800000191,8.600000381,8.600000381,8.300000191,8.300000191
"SK",4.699999809,4.699999809,4.400000095,4.400000095,4.199999809,4.199999809,4,4,3.599999905,3.599999905,3.200000048,3.200000048,3,3,3.200000048,3.200000048
"SL",,,,,,,,,,,,,,,,
"SM",0.5,0.5,0.400000006,0.400000006,0.400000006,0.400000006,0.300000012,0.300000012,,,,,,,,
"SN",,,33.70000076,33.70000076,,,,,,,,,,,,
"SO",,,,,,,,,,,,,,,,
"SR",,,,,,,,,,,,,,,,
"SS",,,,,,,,,,,,,,,,
"ST",,,,,,,,,,,,,,,,
"SV",20,20,18.89999962,18.89999962,18,18,18.70000076,18.70000076,20.89999962,20.89999962,20.79999924,20.79999924,21.60000038,21.60000038,21,21
"SX",,,,,,,,,,,,,,,,
"SY",,,19.60000038,19.60000038,19.10000038,19.10000038,16.89999962,16.89999962,15.19999981,15.19999981,14.30000019,14.30000019,14.30000019,14.30000019,,
"SZ",,,,,,,,,,,,,,,,
"TC",1.399999976,1.399999976,1.799999952,1.799999952,1.200000048,1.200000048,,,,,,,,,,
"TD",,,,,,,,,,,,,,,,
"TG",,,54.09999847,54.09999847,,,,,,,,,,,,
"TH",42.59999847,42.59999847,42.09999847,42.09999847,41.70000076,41.70000076,42.5,42.5,39,39,38.20000076,38.20000076,38.70000076,38.70000076,39.59999847,39.59999847
"TJ",,,,,,,,,,,,,,,,
"TL",,,,,,,,,,,50.59999847,50.59999847,,,,
"TM",,,,,,,,,,,,,,,,
"TN",18.70000076,18.70000076,19.29999924,19.29999924,18.29999924,18.29999924,17.70000076,17.70000076,18.10000038,18.10000038,17.60000038,17.60000038,16.20000076,16.20000076,,
"TO",,,,,,,,,,,,,,,,
"TR",29.5,29.5,27.29999924,27.29999924,23.5,23.5,23.70000076,23.70000076,22.89999962,22.89999962,23.70000076,23.70000076,24.20000076,24.20000076,23.60000038,23.60000038
"TT",4.300000191,4.300000191,4.400000095,4.400000095,3.799999952,3.799999952,3.799999952,3.799999952,,,,,,,,
"TV",,,,,,,,,,,,,,,,
"TZ",,,76.5,76.5,,,,,,,,,,,,
"UA",19.39999962,19.39999962,17.60000038,17.60000038,16.70000076,16.70000076,15.80000019,15.80000019,15.60000038,15.60000038,16.19999981,,16.79999924,16.79999924,17.20000076,17.20000076
"UG",71.59999847,71.59999847,70.09999847,,68.59999847,,67.09999847,,65.59999847,65.59999847,,,,,,
"US",1.600000024,1.600000024,1.5,1.5,1.399999976,1.399999976,1.5,1.5,1.5,1.5,1.600000024,1.600000024,,,,
"UY",4.599999905,4.599999905,11.10000038,11.10000038,11,11,10.80000019,10.80000019,11.10000038,11.10000038,11.80000019,11.80000019,10.89999962,10.89999962,,
"UZ",,,,,,,,,,,,,,,,
"VC",,,,,,,,,,,,,,,,
"VE",9.699999809,9.699999809,9.100000381,9.100000381,8.699999809,8.699999809,8.5,8.5,8.800000191,8.800000191,8.699999809,8.699999809,8.199999809,,7.699999809,7.699999809
"VI",,,,,,,,,,,,,,,,
"VN",,,51.70000076,51.70000076,51.040000914,,50.380001068,,49.720001222,,49.060001376,,48.40000153,48.40000153,47.40000153,47.40000153
"VU",,,,,,,,,60.5,60.5,,,,,,
"WS",,,,,,,,,,,,,,,,
"XK",,,,,,,,,,,,,,,4.599999905,4.599999905
"YE",,,,,,,,,,,24.70000076,24.70000076,,,,
"ZA",7.5,7.5,8.5,8.5,8.800000191,8.800000191,5.699999809,5.699999809,5.099999905,5.099999905,4.900000095,4.900000095,4.599999905,4.599999905,,
"ZM",72.19999695,72.19999695,,,,,,,,,,,,,,
"ZW",,,,,,,,,,,,,,,,
