"id","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012"
"DJ",180471,182642,184847,187102,189428,191837,194051,196336
"DM",23349,23376,23388,23394,23409,23442,23435,23442
"DK",766524,758837,751953,746067,739697,732572,728029,723180
"DO",3206548,3188883,3169320,3147733,3123961,3097895,3080851,3061796
"DZ",11312716,11126506,10942205,10756911,10566802,10368695,10246980,10118380
"EC",5013911,5012252,5006866,4997984,4985930,4970905,4966816,4960096
"EG",40893896,41534221,42187489,42852386,43527292,44210368,44826098,45444639
"ER",3929124,4057031,4178661,4297011,4416799,4541257,4665417,4792787
"ES",10170749,10292364,10431924,10546100,10585866,10580408,10550481,10487055
"EE",413139,411453,410224,409496,408860,408272,406922,404445
"ET",64208983,65833511,67471414,69125680,70801071,72500725,74179794,75878287
"FI",896820,893391,890293,887508,884790,881842,878946,876110
"FJ",412303,411842,412204,413060,413931,414471,414587,414388
"FR",11652859,11266871,10866390,10454253,10032706,9605764,9319769,9028170
"FO",29602,29643,29614,29528,29414,29289,29166,29034
"FM",82484,82047,81551,81048,80611,80290,80037,79912
"GA",227694,226591,225335,223903,222265,220392,220809,221089
"GB",12677252,12708755,12745218,12782493,12816322,12858293,12882502,12873181
"GE",2072973,2087977,2081032,2076466,2086903,2104304,2113439,2111545
"GH",11185133,11325449,11465020,11599765,11724750,11836656,11946603,12043540
"GN",6430985,6538887,6661722,6795434,6933980,7072902,7204098,7335227
"GM",673440,684419,695344,706274,717297,728457,742420,756599
"GW",859377,867528,875536,883606,892003,900885,911234,922030
"GQ",368980,379328,389784,400394,411224,422316,433090,444079
"GR",4406497,4404021,4401308,4398446,4395944,4385162,4286575,4247799
"GD",64585,64460,64343,64236,64138,64049,63934,63825
"GL",9760,9559,9350,9140,8968,8887,8728,8559
"GT",6698019,6809160,6920743,7033573,7148821,7267163,7385291,7505699
"GU",10925,10904,10875,10851,10850,10883,10928,11007
"GY",545457,548702,552311,556129,559935,563566,566272,568776
"HK",,,,,,,,
"HN",3542616,3572578,3602125,3631470,3660866,3690416,3721058,3751671
"HR",1936445,1925530,1913761,1902869,1890705,1875930,1805377,1787638
"HT",5178498,5101450,5018941,4932204,4842696,4751262,4684083,4615313
"HU",3392784,3335134,3277681,3219749,3162647,3103507,3047779,2985374
"ID",121361110,121291002,121187275,121035485,120817658,120521157,120228828,119858489
"IN",797623132,805172958,812375088,819303485,826062932,832724944,838995449,845151713
"IE",1644123,1677120,1713590,1736125,1740958,1737510,1729799,1719536
"IR",22758836,22830328,22899960,22971013,23046891,23129484,23319530,23518552
"IQ",9022926,9277765,9530508,9788832,10063288,10361251,10638400,10922952
"IS",20662,20796,20963,20984,20681,20278,20005,19774
"IL",587811,593992,600256,606557,616664,623382,630303,637254
"IT",18995715,19029617,19094618,19165922,19205323,19221620,19188648,18707379
"JM",1268215,1272930,1277645,1282368,1287092,1291811,1293924,1295522
"JO",1018513,1027692,1036223,1044107,1052054,1059682,1068584,1077181
"JP",17916330,16748045,15583943,14410379,13229801,12055539,11330746,10550101
"KZ",6858726,6961872,7072529,7190165,7414004,7551669,7676170,7801027
"KE",28029164,28650926,29283179,29928084,30588661,31266488,31947838,32643797
"KG",3340718,3376681,3408887,3441284,3482931,3524573,3563005,3618035
"KH",10795463,10938657,11076190,11214031,11359793,11518664,11684251,11863177
"KI",51068,51859,52628,53386,54147,54925,55643,56373
"KN",33376,33855,34314,34757,35194,35631,36007,36379
"KR",8980158,8870157,8757200,8664996,8550101,8432867,8362548,8266434
"XK",,,,,,,,
"KW",41862,43756,45912,48208,50475,52592,54532,56312
"LA",4204820,4213644,4228537,4246618,4263848,4277389,4289564,4298268
"LB",535436,543302,546604,547976,551132,558438,558902,559324
"LR",1764017,1814214,1875586,1942829,2008129,2066031,2114009,2155417
"LY",1294332,1307673,1321582,1335010,1346554,1355332,1358885,1359741
"LC",127223,130550,134109,137791,141425,144887,147634,150178
"LI",29622,29888,30147,30401,30651,30901,31143,31385
"LK",16672452,16857496,17014594,17169206,17370598,17546582,17712272,17235745
"LS",1477585,1474904,1472619,1470894,1469863,1469586,1469901,1470945
"LT",1108561,1088612,1073391,1060066,1046046,1022072,995790,979111
"LU",74760,74773,74729,74847,74994,75100,75609,76240
"LV",716416,711134,706604,700453,690200,677175,664998,656841
"MO",,,,,,,,
"MF",,,,,,,,
"MA",13565488,13583204,13600117,13622248,13656974,13708736,13772408,13852056
"MC",,,,,,,,
"MD",2043396,2010671,1979026,1948322,1918958,1890164,1863453,1837595
"MG",13020200,13284242,13548016,13812530,14079149,14348837,14618452,14890819
"MV",197144,196840,196510,196163,195807,195436,195482,195507
"MX",26234584,26222525,26208586,26191789,26169972,26141310,26133187,26119249
"MH",15637,15481,15337,15201,15065,14925,14783,14639
"MK",855769,856746,857337,857654,857822,857935,855955,853975
"ML",8228243,8414576,8606699,8802161,8997895,9191993,9381576,9569473
"MT",25664,24926,24178,23496,22827,22089,21549,21076
"MM",35435327,35388126,35344323,35308128,35282867,35270134,35256982,35257099
"ME",232780,232065,231314,230523,229696,228834,227847,226811
"MN",947590,933996,920647,907333,893794,879822,868727,857139
"MP",5942,5673,5381,5095,4847,4661,4547,4495
"MZ",14707473,15069933,15435155,15803020,16173725,16547479,16908146,17271080
"MR",1876592,1925520,1974585,2023646,2072566,2121256,2165746,2209734
"MU",718849,725315,730787,736536,741314,745767,748515,751423
"MW",10979055,11291204,11622465,11968360,12322457,12680116,13031379,13385592
"MY",8379744,8303251,8219133,8126926,8025901,7915537,7855800,7788932
"NA",1316695,1322129,1328465,1335962,1344766,1354925,1366257,1379052
"NC",86313,88419,90500,91714,92941,95249,97151,99089
"NE",10977885,11366631,11771597,12193781,12634236,13093904,13561128,14048049
"NG",75725346,76816505,77935115,79080919,80253054,81449371,82728277,84029583
"NI",2403951,2420095,2436261,2452854,2470309,2488878,2506357,2524868
"NL",3235903,3156922,3079431,3006748,2937119,2866654,2815788,2761720
"NO",1040703,1034092,1029666,1027206,1024675,1021756,1021624,1021480
"NP",21469416,21680658,21867876,22039216,22205482,22374544,22540925,22711529
"NZ",576596,582480,587362,591789,597065,603018,606156,607955
"OM",708597,711204,708749,708665,720887,751478,803368,871821
"PK",103501291,104973009,106485548,108018156,109537474,111019872,112366651,113678524
"PA",984837,976611,967400,957201,946014,933840,927695,920783
"PE",6921394,6892914,6859781,6824292,6789261,6756495,6739164,6724164
"PH",44598710,45294326,45967322,46629777,47298524,47985528,48585994,49201307
"PW",4439,4236,4030,3823,3614,3405,3273,3142
"PG",5329880,5462574,5597088,5732934,5869474,6006241,6136201,6265945
"PL",14710489,14740150,14771107,14812086,14861118,14912637,15068859,15088875
"PR",90261,81241,72180,63220,54386,45659,41884,38160
"KP",9571769,9615293,9652753,9685921,9717306,9748757,9768277,9787898
"PT",4456038,4402399,4349247,4293630,4235775,4175740,4113056,4040097
"PY",2452297,2463245,2472863,2481281,2488669,2495132,2504034,2512067
"PF",122908,124466,125923,127328,128747,130226,131550,132938
"QA",20948,22350,23840,24836,24809,23534,23451,22748
"RO",10070993,10010237,9862197,9697985,9616305,9558143,9505443,9466257
"RU",38750705,38368980,38056085,37810938,37595365,37516654,37420638,37323173
"RW",7775625,7941955,8136371,8351996,8575804,8798343,9013611,9231734
"SA",4696298,4769924,4814864,4840336,4860059,4883613,4916602,4951506
"SD",21238340,21763109,22292900,22822366,23344937,23856894,24323033,24777161
"SN",6636150,6793710,6955672,7123025,7297112,7478692,7657202,7842005
"SG",,,,,,,,
"SB",385718,393010,400172,407227,414205,421131,427922,434647
"SL",3212069,3296048,3362901,3417158,3466315,3515838,3562946,3609023
"SV",2328940,2306110,2283812,2262180,2241290,2221139,2204487,2188546
"SM",1781,1798,1808,1814,1819,1824,1827,1831
"SO",5489963,5596094,5701911,5809786,5922771,6042940,6166639,6297351
"RS",3390535,3353513,3316322,3278713,3242166,3205826,3166337,3126137
"SS",6660281,6928126,7213434,7515702,7833792,8165678,8506884,8859635
"ST",64903,65403,65995,66625,67226,67748,68417,69009
"SR",164048,163719,163207,162552,161812,161026,160396,159721
"SK",2387514,2395458,2403993,2413899,2424971,2435092,2441074,2448076
"SI",990855,996069,1003713,1007363,1018590,1025131,1027871,1030641
"SE",1415927,1410529,1407544,1404962,1403276,1401467,1397935,1394055
"SZ",862549,874519,888959,905188,922088,938817,954202,969455
"SX",,,,,,,,
"SC",40119,40666,40597,41232,41110,41981,40552,40609
"SY",8396412,8619985,8892843,9172612,9402153,9544776,9648072,9751694
"TC",2736,2660,2550,2412,2257,2090,2010,1922
"TD",7848596,8114632,8376704,8637622,8901860,9172800,9443037,9719560
"TG",3590890,3658580,3727029,3796441,3867112,3939178,4011534,4084936
"TH",44422453,44446111,44379511,44255225,44119364,44004815,43866879,43750320
"TJ",5006988,5115524,5229633,5349376,5474894,5606085,5739695,5877958
"TM",2514076,2529461,2546065,2563751,2582209,2601165,2617596,2634408
"TL",726726,746059,765359,784633,803869,823058,842582,862543
"TO",77583,78044,78517,78978,79402,79772,80019,80212
"TT",1139719,1142024,1144309,1146427,1148215,1149546,1150295,1150476
"TN",3497313,3512153,3526023,3541780,3559486,3576356,3595555,3607186
"TR",22462919,22255384,22030812,21792564,21544870,21289954,20887903,20473673
"TV",5033,5013,4989,4960,4930,4899,4867,4834
"TZ",29431989,30112775,30828750,31577207,32353814,33154789,33958273,34783330
"UG",24919398,25661734,26423035,27204559,28008295,28835431,29672347,30530522
"UA",15172569,14986584,14814158,14651360,14504026,14364410,14221910,14096081
"UY",268506,265398,262524,259814,257160,254483,252273,250060
"US",56943093,56652200,56342887,56019582,55646515,55236384,54889310,54542564
"UZ",16569991,16798424,17064619,17366547,17688278,18221669,18704454,18968738
"VC",57612,57283,56942,56588,56221,55841,55435,55017
"VE",2161858,2123173,2081884,2037935,1991266,1941834,1916125,1888469
"VI",6249,6008,5762,5514,5265,5015,4839,4663
"VN",59915729,60065840,60196357,60310682,60414841,60511105,60578329,60651243
"VU",161011,164431,167872,171318,174761,178195,181570,184914
"PS",894481,910329,926398,945778,965590,985818,1007226,1029119
"WS",141751,143066,144403,145776,147198,148678,150159,151694
"YE",14312049,14567087,14815143,15058024,15298250,15537574,15771168,16003154
"ZA",19410261,19445953,19479974,19512266,19542772,19571432,19607056,19640951
"CD",37193418,37983774,38781317,39585330,40396727,41215948,42016429,42819352
"ZM",7270618,7418339,7573695,7738019,7912736,8098708,8294065,8500543
"ZW",8152572,8103603,8055858,8025565,8032889,8090726,8199513,8356572
