"district_id","district_name","year","budget_type","value","value_ncu"
"d218","Bududa",2016,"actual",18.25887211,65920.64729
"d218","Bududa",2016,"proposed",18.53480092,66916.8428
"d218","Bududa",2017,"actual",17.50922552,68641.15612
"d218","Bududa",2017,"approved",16.85578235,66079.47257
"d218","Bududa",2018,"approved",70483.21,330251572.6
"d201","Bugiri",2014,"actual",29.89995123,72688.00746
"d201","Bugiri",2015,"approved",25.9543934,73274.95192
"d201","Bugiri",2015,"actual",25.9543934,73274.95192
"d201","Bugiri",2016,"proposed",16.87742679,60933.16675
"d201","Bugiri",2016,"actual",15.92108529,57480.45344
"d201","Bugiri",2017,"approved",1.561743266,6122.478873
"d420","Buhweju",2014,"actual",29.42472461,71532.71206
"d420","Buhweju",2015,"approved",27.239422,76902.86985
"d420","Buhweju",2015,"actual",27.239422,76902.86985
"d420","Buhweju",2016,"actual",18.94928752,68413.2783
"d420","Buhweju",2016,"proposed",18.72355323,67598.30189
"d117","Buikwe",2014,"actual",26.09786052,63444.96903
"d117","Buikwe",2015,"actual",26.16983292,73883.185
"d117","Buikwe",2015,"approved",26.16983292,73883.185
"d117","Buikwe",2016,"approved",17.17662216,62013.36231
"d117","Buikwe",2016,"proposed",20.81307422,75142.17292
"d117","Buikwe",2016,"actual",19.60371575,70775.98353
"d117","Buikwe",2017,"actual",8.464908599,33184.85515
"d117","Buikwe",2017,"approved",20.98656807,82273.33034
"d117","Buikwe",2018,"approved",32080.75,150315488.44
"d219","Bukedea",2014,"actual",36.70250504,89225.2947
"d219","Bukedea",2015,"actual",33.16625225,93635.61312
"d219","Bukedea",2015,"approved",33.16625225,93635.61312
"d219","Bukedea",2016,"approved",22.53379285,81354.5438
"d219","Bukedea",2016,"actual",22.58302423,81532.28558
"d219","Bukedea",2016,"proposed",24.42610712,88186.43248
"d219","Bukedea",2017,"approved",20.8079787,81573.20912
"d118","Bukomansimbi",2014,"actual",29.2692291,71154.6961
"d118","Bukomansimbi",2015,"actual",28.28396196,79851.83553
"d118","Bukomansimbi",2015,"approved",28.28396196,79851.83553
"d118","Bukomansimbi",2016,"proposed",20.61009005,74409.33202
"d220","Bukwo",2014,"actual",54.07641094,131461.9723
"d220","Bukwo",2015,"approved",54.56914055,154060.6667
"d220","Bukwo",2016,"actual",40.54078939,146365.8359
"d225","Bulambuli",2014,"actual",28.08604667,68278.33108
"d225","Bulambuli",2015,"approved",27.27611061,77006.44983
"d225","Bulambuli",2015,"actual",27.27611061,77006.44983
"d225","Bulambuli",2016,"approved",17.52045333,63254.70805
"d225","Bulambuli",2016,"actual",18.48668111,66743.11415
"d225","Bulambuli",2016,"proposed",17.59991135,63541.57812
"d225","Bulambuli",2017,"approved",17.77142959,69669.07082
"d416","Buliisa",2014,"actual",42.94981322,104412.757
"d416","Buliisa",2015,"approved",41.60359156,117456.0748
"d416","Buliisa",2015,"actual",41.60359156,117456.0748
"d416","Buliisa",2016,"proposed",21.67334417,78248.03571
"d416","Buliisa",2016,"actual",24.48322246,88392.63799
"d416","Buliisa",2016,"approved",20.3696262,73541.17695
"d416","Buliisa",2017,"approved",18.93924701,74247.24806
"d401","Bundibugyo",2014,"actual",36.35746696,88386.49298
"d401","Bundibugyo",2015,"actual",36.47719799,102983.14
"d401","Bundibugyo",2015,"approved",36.47719799,102983.14
"d401","Bundibugyo",2016,"approved",26.88285708,97056.12314
"d401","Bundibugyo",2016,"actual",25.23131511,91093.50318
"d401","Bundibugyo",2016,"proposed",28.66564174,103492.5732
"d401","Bundibugyo",2017,"approved",23.87994495,93616.19264
"d402","Bushenyi",2014,"actual",43.97790947,106912.1012
"d402","Bushenyi",2015,"approved",43.31352981,122283.6059
"d402","Bushenyi",2015,"actual",43.31352981,122283.6059
"d402","Bushenyi",2016,"proposed",30.02166793,108388.2822
"d402","Bushenyi",2016,"approved",20.58517679,74319.38681
"d402","Bushenyi",2016,"actual",32.47510905,117246.0269
"d402","Bushenyi",2017,"approved",25.21050112,98832.35221
"d402","Bushenyi",2017,"actual",7.938459387,31121.02415
"d402","Bushenyi",2018,"approved",87527.63,410113805.17
"d202","Busia",2014,"actual",41.59241432,101112.8647
"d202","Busia",2015,"actual",34.8818593,98479.14855
"d202","Busia",2015,"approved",34.8818593,98479.14855
"d202","Busia",2016,"approved",5.169713469,18664.39812
"d202","Busia",2016,"actual",22.55253787,81422.21961
"d202","Busia",2016,"proposed",22.73709237,82088.52319
"d202","Busia",2017,"approved",3.344049162,13109.62614
"d202","Busia",2017,"actual",17.56794924,68871.36986
"d202","Busia",2018,"approved",10078.18,47221668.73
"d221","Butaleja",2014,"actual",30.16942138,73343.10043
"d221","Butaleja",2015,"actual",31.80913742,89804.17994
"d221","Butaleja",2015,"approved",31.80913742,89804.17994
"d221","Butaleja",2016,"approved",20.80642349,75118.16154
"d221","Butaleja",2016,"actual",23.92789805,86387.73077
"d221","Butaleja",2016,"proposed",22.22807289,80250.79231
"d221","Butaleja",2017,"approved",21.05312792,82534.26394
"d221","Butaleja",2017,"actual",22.88404987,89712
"d221","Butaleja",2018,"approved",76071.05,356433594.5
"d119","Butambala",2014,"actual",49.75515938,120956.8326
"d119","Butambala",2015,"approved",50.39552038,142277.6205
"d119","Butambala",2015,"actual",50.39552038,142277.6205
"d119","Butambala",2016,"approved",34.74888414,125455.117
"d119","Butambala",2016,"actual",37.69241816,136082.2612
"d119","Butambala",2016,"proposed",35.84121874,129398.8109
"d119","Butambala",2017,"approved",34.74716555,136218.7958
"d119","Butambala",2017,"actual",32.80986789,128624.0366
"d119","Butambala",2018,"approved",127395.97,596918321.9
"d120","Buvuma",2014,"actual",30.11760931,73217.14317
"d120","Buvuma",2015,"actual",30.17749142,85197.68499
"d120","Buvuma",2015,"approved",30.17749142,85197.68499
"d120","Buvuma",2016,"approved",20.95004131,75636.66999
"d120","Buvuma",2016,"actual",20.06706332,72448.82353
"d120","Buvuma",2016,"proposed",22.88325004,82616.2014
"d120","Buvuma",2017,"actual",18.92112731,74176.21368
"d120","Buvuma",2017,"approved",17.41195585,68259.8313
"d120","Buvuma",2018,"approved",62588.46,293260442.33
"d226","Buyende",2014,"actual",16.12936774,39211.15434
"d226","Buyende",2015,"approved",15.77260079,44529.51555
"d226","Buyende",2015,"actual",15.77260079,44529.51555
"d226","Buyende",2016,"actual",11.83148963,42715.64257
"d226","Buyende",2016,"proposed",11.15279168,40265.31555
"d226","Buyende",2017,"actual",10.73851773,42098.0512
"d226","Buyende",2018,"approved",39762.13,186306866.02
"d317","Dokolo",2014,"actual",35.78093728,86984.92569
"d317","Dokolo",2015,"approved",31.43703217,88753.64511
"d317","Dokolo",2015,"actual",31.43703217,88753.64511
"d317","Dokolo",2016,"proposed",21.54717338,77792.5169
"d317","Dokolo",2016,"actual",23.15380208,83592.98492
"d317","Dokolo",2017,"actual",22.31676203,87488.06991
"d317","Dokolo",2018,"approved",72176.94,338187604.4
"d121","Gomba",2014,"actual",27.19480743,66111.69195
"d121","Gomba",2015,"actual",30.03443952,84793.81807
"d121","Gomba",2015,"approved",30.03443952,84793.81807
"d121","Gomba",2016,"approved",22.46263931,81097.65568
"d121","Gomba",2016,"proposed",22.4797757,81159.52381
"d121","Gomba",2016,"actual",23.49951301,84841.11722
"d121","Gomba",2017,"approved",20.10665534,78823.82158
"d121","Gomba",2017,"actual",20.50833419,80398.51718
"d121","Gomba",2018,"approved",73416.29,343994622.65
"d304","Gulu",2014,"actual",39.59025669,96245.53736
"d304","Gulu",2015,"actual",30.74561067,86801.61038
"d304","Gulu",2015,"approved",58.3676007,164784.5538
"d304","Gulu",2016,"proposed",21.21021492,76575.98393
"d304","Gulu",2016,"approved",20.52293892,74094.68723
"d304","Gulu",2016,"actual",35.14014863,126867.7129
"d304","Gulu",2017,"approved",13.71364004,53761.37887
"d304","Gulu",2017,"actual",14.20514015,55688.19945
"d304","Gulu",2018,"approved",66444.12,311326273.59
"d403","Hoima",2014,"actual",24.8821119,60489.4343
"d403","Hoima",2015,"actual",6.999117304,19760.04509
"d403","Hoima",2015,"approved",15.63763012,44148.46372
"d403","Hoima",2016,"proposed",4.286699925,15476.42331
"d403","Hoima",2016,"actual",10.41010241,37583.9584
"d403","Hoima",2016,"approved",6.885159733,24857.73402
"d403","Hoima",2017,"approved",6.487499534,25432.84784
"d403","Hoima",2017,"actual",7.003699973,27456.50073
"d403","Hoima",2018,"approved",21410.5,100319654.78
"d417","Ibanda",2014,"actual",31.34395575,76198.44166
"d417","Ibanda",2015,"approved",31.10543949,87817.48617
"d417","Ibanda",2015,"actual",31.10543949,87817.48617
"d417","Ibanda",2016,"actual",23.10926309,83432.18422
"d417","Ibanda",2016,"proposed",23.08998303,83362.57676
"d417","Ibanda",2016,"approved",21.11873244,76245.70152
"d417","Ibanda",2017,"actual",29.0602192,113924.3447
"d417","Ibanda",2017,"approved",15.72888649,61661.71953
"d417","Ibanda",2018,"approved",55507.56,260082635.02
"d203","Iganga",2015,"actual",33.06727014,93356.16489
"d203","Iganga",2015,"approved",33.06727014,93356.16489
"d203","Iganga",2016,"approved",2.806513744,10132.45515
"d203","Iganga",2016,"actual",24.50454054,88469.6034
"d203","Iganga",2016,"proposed",23.39701241,84471.05571
"d203","Iganga",2017,"approved",2.550404505,9998.31281
"d418","Isingiro",2014,"actual",19.69050567,47868.42668
"d418","Isingiro",2015,"actual",18.11801381,51151.13155
"d418","Isingiro",2015,"approved",18.11801381,51151.13155
"d418","Isingiro",2016,"actual",13.16571694,47532.6503
"d418","Isingiro",2016,"approved",12.62302327,45573.34429
"d418","Isingiro",2016,"proposed",13.50018052,48740.17591
"d418","Isingiro",2017,"approved",11.55607491,45303.10841
"d418","Isingiro",2017,"actual",14.20036379,55669.47477
"d418","Isingiro",2018,"approved",42152.21,197505670.37
"d204","Jinja",2015,"actual",32.55070829,91897.79736
"d204","Jinja",2015,"approved",44.97759443,126981.6258
"d204","Jinja",2016,"proposed",21.08471193,76122.87606
"d204","Jinja",2016,"actual",27.9454018,100892.2657
"d204","Jinja",2016,"approved",13.11135093,47336.37078
"d204","Jinja",2017,"actual",16.0039677,62740.1163
"d204","Jinja",2017,"approved",12.8273705,50286.9496
"d204","Jinja",2018,"approved",63343.85,296799848.89
"d318","Kaabong",2014,"actual",53.41178052,129846.2285
"d318","Kaabong",2015,"actual",45.5316568,128545.8655
"d318","Kaabong",2015,"approved",45.5316568,128545.8655
"d318","Kaabong",2016,"approved",28.20115705,101815.6279
"d318","Kaabong",2016,"proposed",29.77901561,107512.226
"d318","Kaabong",2016,"actual",33.60761072,121334.7374
"d318","Kaabong",2017,"approved",29.53742661,115795.1338
"d404","Kabale",2014,"actual",32.83078607,79812.98712
"d404","Kabale",2015,"approved",42.47846246,119926.0274
"d404","Kabale",2015,"actual",42.47846246,119926.0274
"d404","Kabale",2016,"proposed",36.89269473,133194.9916
"d404","Kabale",2016,"approved",26.40179405,95319.3244
"d404","Kabale",2016,"actual",31.72937362,114553.6721
"d404","Kabale",2017,"approved",24.14806295,94667.29167
"d404","Kabale",2017,"actual",14.62879819,57349.05973
"d404","Kabale",2018,"approved",49828.26,233472074.06
"d405","Kabarole",2014,"actual",33.76465504,82083.26088
"d405","Kabarole",2015,"approved",34.9132808,98567.85834
"d405","Kabarole",2015,"actual",34.9132808,98567.85834
"d405","Kabarole",2016,"actual",24.36679299,87972.28859
"d405","Kabarole",2016,"approved",25.86282193,93373.45443
"d405","Kabarole",2016,"proposed",27.93721294,100862.7011
"d405","Kabarole",2017,"approved",22.77608354,89288.7412
"d405","Kabarole",2017,"actual",26.60693331,104306.7645
"d405","Kabarole",2018,"proposed",16.28568362,69285.12017
"d405","Kabarole",2018,"approved",52008.15,243686025.73
"d213","Kaberamaido",2014,"actual",33.33060648,81028.07102
"d213","Kaberamaido",2015,"approved",28.62035114,80801.53604
"d213","Kaberamaido",2015,"actual",28.62035114,80801.53604
"d213","Kaberamaido",2016,"proposed",21.293348,76876.12218
"d213","Kaberamaido",2016,"actual",20.87562152,75367.9896
"d213","Kaberamaido",2016,"approved",20.16261695,72793.80416
"d213","Kaberamaido",2017,"approved",18.23454854,71484.62917
"d101","Kalangala",2014,"actual",112.2675458,272927.0072
"d101","Kalangala",2015,"actual",98.0424723,276795.4286
"d101","Kalangala",2015,"approved",98.0424723,276795.4286
"d101","Kalangala",2016,"actual",77.1400163,278501.3103
"d101","Kalangala",2016,"approved",78.96483018,285089.5
"d101","Kalangala",2016,"proposed",82.49024081,297817.4138
"d101","Kalangala",2017,"actual",84.65059059,331854.45
"d101","Kalangala",2017,"approved",81.98845428,321418.1167
"d101","Kalangala",2018,"approved",129024.41,604548435.1
"d222","Kaliro",2014,"actual",26.50143409,64426.07293
"d222","Kaliro",2015,"actual",30.28573916,85503.29213
"d222","Kaliro",2015,"approved",30.28573916,85503.29213
"d222","Kaliro",2016,"approved",18.60419024,67167.3615
"d222","Kaliro",2016,"actual",23.05459736,83234.82264
"d222","Kaliro",2016,"proposed",19.47068984,70295.71542
"d222","Kaliro",2017,"approved",16.8469501,66044.84767
"d222","Kaliro",2017,"actual",17.70788786,69419.96915
"d222","Kaliro",2018,"approved",65133.63,305185926.36
"d122","Kalungu",2014,"actual",32.19830716,78275.40495
"d122","Kalungu",2015,"actual",36.17423506,102127.8091
"d122","Kalungu",2015,"approved",36.17423506,102127.8091
"d122","Kalungu",2016,"actual",26.74749242,96567.41139
"d122","Kalungu",2016,"proposed",24.9611421,90118.08808
"d122","Kalungu",2016,"approved",23.46797236,84727.2449
"d122","Kalungu",2017,"approved",24.3627997,95509.12094
"d122","Kalungu",2017,"actual",26.50208176,103895.7166
"d122","Kalungu",2018,"approved",90693.34,424946851.31
"d205","Kamuli",2014,"actual",24.93688642,60622.5934
"d205","Kamuli",2015,"actual",25.00023192,70581.14453
"d205","Kamuli",2015,"approved",25.00023192,70581.14453
"d205","Kamuli",2016,"actual",17.82648736,64359.59345
"d205","Kamuli",2016,"approved",18.37961291,66356.56207
"d205","Kamuli",2016,"proposed",19.71057579,71161.78409
"d205","Kamuli",2017,"actual",19.96390638,78264.20494
"d205","Kamuli",2017,"approved",19.35551749,75879.14705
"d205","Kamuli",2018,"approved",61488.15,288104900.92
"d413","Kamwenge",2014,"actual",20.78339237,50525.27904
"d413","Kamwenge",2015,"approved",18.23808771,51490.12652
"d413","Kamwenge",2015,"actual",18.23808771,51490.12652
"d413","Kamwenge",2016,"actual",12.46787553,45013.20896
"d413","Kamwenge",2016,"proposed",13.64036692,49246.29579
"d413","Kamwenge",2017,"actual",13.80939704,54136.77363
"d413","Kamwenge",2018,"approved",50550.62,236856717.38
"d414","Kanungu",2014,"actual",38.54399952,93702.04328
"d414","Kanungu",2015,"approved",37.33230965,105397.308
"d414","Kanungu",2015,"actual",37.33230965,105397.308
"d414","Kanungu",2016,"actual",27.7786862,100290.3665
"d414","Kanungu",2016,"proposed",29.50967676,106539.8225
"d414","Kanungu",2017,"actual",28.2669657,110814.5648
"d414","Kanungu",2018,"approved",101398.45,475106022.72
"d206","Kapchorwa",2014,"actual",57.87572406,140698.2583
"d206","Kapchorwa",2015,"approved",55.75235579,157401.1431
"d206","Kapchorwa",2015,"actual",55.75235579,157401.1431
"d206","Kapchorwa",2016,"actual",40.22498587,145225.6793
"d206","Kapchorwa",2016,"approved",38.35241039,138465.0543
"d206","Kapchorwa",2016,"proposed",38.75159149,139906.2319
"d206","Kapchorwa",2017,"approved",28.63168541,112244.37
"d206","Kapchorwa",2017,"actual",22.59090388,88562.78414
"d206","Kapchorwa",2018,"approved",43988.26,206108547.57
"d406","Kasese",2014,"actual",32.32374958,78580.36064
"d406","Kasese",2015,"actual",29.44453314,83128.38281
"d406","Kasese",2015,"approved",29.44453314,83128.38281
"d406","Kasese",2016,"proposed",23.68475852,85509.91558
"d406","Kasese",2016,"approved",18.33550317,66197.3111
"d406","Kasese",2016,"actual",22.96098528,82896.85165
"d406","Kasese",2017,"approved",17.50945025,68642.03711
"d406","Kasese",2017,"actual",3.961421692,15529.90248
"d406","Kasese",2018,"approved",63340.92,296786120.27
"d207","Katakwi",2014,"actual",49.48219151,120293.2365
"d207","Katakwi",2015,"approved",41.74753399,117862.4558
"d207","Katakwi",2015,"actual",41.74753399,117862.4558
"d207","Katakwi",2016,"actual",29.05877664,104911.922
"d207","Katakwi",2016,"proposed",31.82996607,114916.8445
"d207","Katakwi",2016,"approved",30.31633484,109452.1285
"d207","Katakwi",2017,"approved",23.14192729,90722.95302
"d112","Kayunga",2014,"actual",24.6540619,59935.0354
"d112","Kayunga",2015,"actual",25.95258432,73269.8445
"d112","Kayunga",2015,"approved",25.95258432,73269.8445
"d112","Kayunga",2016,"approved",17.41002281,62856.01688
"d112","Kayunga",2016,"proposed",18.38545528,66377.65497
"d112","Kayunga",2016,"actual",19.56113133,70622.23951
"d112","Kayunga",2017,"actual",38.80273826,152117.7971
"d112","Kayunga",2017,"approved",17.58468458,68936.97717
"d112","Kayunga",2018,"approved",66959.47,313740964.24
"d407","Kibaale",2014,"actual",17.99752531,43752.72199
"d407","Kibaale",2015,"actual",30.84604411,87085.15605
"d407","Kibaale",2015,"approved",30.84604411,87085.15605
"d407","Kibaale",2016,"proposed",19.71877269,71191.37764
"d407","Kibaale",2016,"actual",21.37402181,77167.38167
"d407","Kibaale",2017,"actual",24.78478966,97163.44189
"d407","Kibaale",2018,"approved",27229.94,127586846.67
"d103","Kiboga",2014,"actual",36.51371184,88766.33068
"d103","Kiboga",2015,"approved",37.05930829,104626.5652
"d103","Kiboga",2015,"actual",37.05930829,104626.5652
"d103","Kiboga",2016,"actual",26.25039811,94772.73432
"d103","Kiboga",2016,"approved",26.22751974,94690.13575
"d103","Kiboga",2016,"proposed",27.86035632,100585.223
"d103","Kiboga",2017,"actual",28.18765943,110503.6616
"d103","Kiboga",2017,"approved",25.62835881,100470.4735
"d103","Kiboga",2018,"approved",95237.98,446240922.71
"d227","Kibuku",2014,"actual",24.60261737,59809.97164
"d227","Kibuku",2015,"approved",23.98472625,67714.14904
"d227","Kibuku",2015,"actual",23.98472625,67714.14904
"d227","Kibuku",2016,"proposed",18.40130996,66434.89569
"d227","Kibuku",2016,"actual",17.71347627,63951.58554
"d227","Kibuku",2017,"actual",17.71333081,69441.30707
"d227","Kibuku",2018,"approved",68937.24,323007875.5
"d419","Kiruhura",2014,"actual",23.46991854,57056.33434
"d419","Kiruhura",2015,"approved",22.7243451,64155.8163
"d419","Kiruhura",2016,"actual",16.10955772,58160.90206
"d419","Kiruhura",2017,"actual",14.80703943,58047.81622
"d419","Kiruhura",2018,"approved",48195.24,225820501.11
"d421","Kiryandongo",2014,"actual",23.14453858,56265.3223
"d421","Kiryandongo",2015,"actual",24.1775726,68258.59662
"d421","Kiryandongo",2015,"approved",24.1775726,68258.59662
"d421","Kiryandongo",2016,"actual",17.4802895,63109.70315
"d421","Kiryandongo",2016,"proposed",17.1118749,61779.603
"d421","Kiryandongo",2016,"approved",14.19768413,51258.39771
"d421","Kiryandongo",2017,"approved",16.20791956,63539.66574
"d421","Kiryandongo",2017,"actual",18.34796433,71929.25139
"d421","Kiryandongo",2018,"approved",51780.45,242619129.33
"d408","Kisoro",2014,"actual",36.32277108,88302.14586
"d408","Kisoro",2015,"actual",40.08579574,113171.0038
"d408","Kisoro",2015,"approved",40.08579574,113171.0038
"d408","Kisoro",2016,"approved",26.86803699,97002.61766
"d408","Kisoro",2016,"proposed",28.21397545,101861.9066
"d408","Kisoro",2016,"actual",29.64843607,107040.7901
"d408","Kisoro",2017,"actual",3.436509879,13472.09852
"d408","Kisoro",2017,"approved",23.53632537,92269.10594
"d408","Kisoro",2018,"approved",91406.46,428288200.28
"d305","Kitgum",2014,"actual",57.61770278,140070.998
"d305","Kitgum",2015,"actual",47.83490636,135048.4448
"d305","Kitgum",2015,"approved",47.83490636,135048.4448
"d305","Kitgum",2016,"proposed",40.42806524,145958.864
"d305","Kitgum",2016,"actual",35.34804179,127618.2768
"d305","Kitgum",2017,"approved",5.261296804,20625.78353
"d319","Koboko",2014,"actual",29.92923204,72759.1903
"d319","Koboko",2015,"approved",33.44356734,94418.53452
"d319","Koboko",2015,"actual",33.44356734,94418.53452
"d319","Koboko",2016,"proposed",19.50980528,70436.93526
"d319","Koboko",2016,"approved",17.34435558,62618.93617
"d319","Koboko",2016,"actual",20.45976531,73866.60933
"d319","Koboko",2017,"approved",18.31631993,71805.19634
"d319","Koboko",2017,"actual",26.85303498,105271.5532
"d319","Koboko",2018,"approved",45036.48,211020019.44
"d325","Kole",2014,"actual",24.44968169,59438.17873
"d325","Kole",2015,"actual",29.23477004,82536.17551
"d325","Kole",2015,"approved",29.23477004,82536.17551
"d325","Kole",2016,"actual",21.15928425,76392.10714
"d325","Kole",2016,"approved",17.91353623,64673.86905
"d325","Kole",2016,"proposed",19.23753173,69453.93651
"d325","Kole",2017,"approved",18.55394232,72736.74383
"d325","Kole",2017,"actual",20.11869844,78871.03395
"d325","Kole",2018,"approved",71807.14,336454893.43
"d306","Kotido",2014,"actual",26.73922548,65004.15355
"d306","Kotido",2015,"approved",22.20972511,62702.93103
"d306","Kotido",2015,"actual",22.20972511,62702.93103
"d306","Kotido",2016,"proposed",16.1934113,58463.64159
"d306","Kotido",2016,"actual",15.73535386,56809.90073
"d306","Kotido",2017,"actual",42.08369324,164980.0761
"d306","Kotido",2018,"approved",39250.88,183911386.07
"d208","Kumi",2014,"actual",34.51209448,83900.3168
"d208","Kumi",2015,"approved",33.68497799,95100.0898
"d208","Kumi",2015,"actual",33.68497799,95100.0898
"d208","Kumi",2016,"actual",23.50648026,84866.27132
"d208","Kumi",2016,"proposed",24.2511789,87554.88298
"d208","Kumi",2017,"actual",5.234411546,20520.38565
"d208","Kumi",2017,"approved",4.519930862,17719.41766
"d208","Kumi",2018,"approved",69269.7,324565628.59
"d228","Kween",2014,"actual",45.81334624,111374.1232
"d228","Kween",2015,"actual",42.60790543,120291.4734
"d228","Kween",2015,"approved",42.60790543,120291.4734
"d228","Kween",2016,"approved",27.46079238,99142.66327
"d228","Kween",2016,"actual",28.84848084,104152.6837
"d228","Kween",2016,"proposed",28.37651663,102448.7347
"d228","Kween",2017,"approved",25.48116947,99893.4493
"d228","Kween",2017,"actual",27.88159384,109303.7972
"d228","Kween",2018,"approved",98573.09,461867698.54
"d123","Kyankwanzi",2014,"actual",21.6533279,52640.128
"d123","Kyankwanzi",2015,"approved",23.47732407,66281.64126
"d123","Kyankwanzi",2015,"actual",23.47732407,66281.64126
"d123","Kyankwanzi",2016,"proposed",18.01433723,65037.79443
"d123","Kyankwanzi",2016,"actual",16.8978874,61007.0364
