"id","value.2000","original-value.2000","value.2001","original-value.2001","value.2002","original-value.2002","value.2003","original-value.2003","value.2004","original-value.2004","value.2005","original-value.2005","value.2006","original-value.2006","value.2007","original-value.2007","value.2008","original-value.2008","value.2009","original-value.2009","value.2010","original-value.2010","value.2011","original-value.2011","value.2012","original-value.2012","value.2013","original-value.2013"
"TH",97.97538757,97.97538757,97.990492246,,98.005596922,,98.020701598,,98.035806274,,98.05091095,98.05091095,97.760243226,,97.469575502,,97.178907778,,96.888240054,,96.59757233,96.59757233,,,,,,
"TJ",99.84706116,99.84706116,99.84898186,,99.85090256,,99.85282326,,99.85474396,,99.85666466,,99.85858536,,99.86050606,,99.86242676,,99.86434746,,99.86626816,,99.86818886,,99.87010956,99.87010956,,
"TL",,,,,,,,,,,,,,,,,,,,,79.52868652,79.52868652,,,,,,
"TM",,,,,,,,,,,,,,,,,,,,,,,,,99.83274841,99.83274841,,
"TN",,,,,,,,,94.33898163,94.33898163,94.99255117,,95.64612071,,96.29969025,96.29969025,96.79425812,96.79425812,96.982990265,,97.17172241,97.17172241,97.30444336,97.30444336,,,,
"TO",,,,,,,,,,,,,99.42475891,99.42475891,99.42721405,,99.42966919,,99.43212433,,99.43457947,,99.43703461,99.43703461,,,,
"TR",,,,,,,,,95.60350037,95.60350037,96.11855316,96.11855316,96.1815033,96.1815033,96.36234283,96.36234283,97.08490753,,97.80747223,97.80747223,98.22458649,98.22458649,98.70935059,98.70935059,99.01602173,99.01602173,,
"TT",,,,,,,,,99.49115753,99.49115753,99.5021438588,,99.5131301875,,99.5241165163,,99.535102845,,99.5460891738,,99.5570755025,,99.5680618313,,99.57904816,99.57904816,,
"TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TZ",,,,,78.3960495,78.3960495,77.9166088113,,77.4371681225,,76.9577274338,,76.478286745,,75.9988460563,,75.5194053675,,75.0399646788,,74.56052399,74.56052399,,,,,,
"UA",,,99.80485535,99.80485535,99.8019055482,,99.7989557464,,99.7960059445,,99.7930561427,,99.7901063409,,99.7871565391,,99.7842067373,,99.7812569355,,99.7783071336,,99.7753573318,,99.77240753,99.77240753,,
"UG",,,,,80.79116058,80.79116058,81.60978317,,82.42840576,,83.24702835,,84.06565094,84.06565094,84.90144539,,85.73723984,,86.57303429,,87.40882874,87.40882874,,,,,,
"US",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UY",,,,,,,,,,,,,98.71251678,98.71251678,98.75914001,98.75914001,98.96813965,98.96813965,99.04943085,99.04943085,98.78419495,98.78419495,98.86222076,98.86222076,98.9552536,98.9552536,,
"UZ",99.8743515,99.8743515,99.8799870792,,99.8856226583,,99.8912582375,,99.8968938167,,99.9025293958,,99.908164975,,99.9138005542,,99.9194361333,,99.9250717125,,99.9307072917,,99.9363428708,,99.94197845,99.94197845,,
"VC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VE",,,97.19933319,97.19933319,97.3992411283,,97.5991490667,,97.799057005,,97.9989649433,,98.1988728817,,98.39878082,98.39878082,98.46603775,,98.53329468,98.53329468,,,,,,,,
"VI",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VN",94.83651733,94.83651733,95.0870903822,,95.3376634344,,95.5882364867,,95.8388095389,,96.0893825911,,96.3399556433,,96.5905286956,,96.8411017478,,97.0916748,97.0916748,,,,,,,,
"VU",,,,,,,,,91.98841858,91.98841858,92.3499174125,,92.711416245,,93.0729150775,,93.43441391,,93.7959127425,,94.157411575,,94.5189104075,,94.88040924,94.88040924,,
"WS",,,,,,,,,99.38381195,99.38381195,99.4017000188,,99.4195880875,,99.4374761563,,99.455364225,,99.4732522938,,99.4911403625,,99.5090284313,,99.5269165,99.5269165,,
"XK",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YE",,,,,,,,,76.9272995,76.9272995,78.2382144938,,79.5491294875,,80.8600444813,,82.170959475,,83.4818744688,,84.7927894625,,86.1037044563,,87.41461945,87.41461945,,
"ZA",,,,,,,,,,,,,,,97.57077789,97.57077789,97.96792984,,98.36508179,98.36508179,98.64412689,98.64412689,98.78965759,98.78965759,98.88204193,98.88204193,,
"ZM",,,,,69.08881378,69.08881378,68.080978392,,67.073143004,,66.065307616,,65.057472228,,64.04963684,64.04963684,,,,,,,,,,,,
"ZW",,,,,,,,,,,,,,,,,,,,,,,90.93070221,90.93070221,,,,
"NA",,,92.3367157,92.3367157,91.463165285,,90.58961487,,89.716064455,,88.84251404,,87.968963625,,87.09541321,87.09541321,,,,,,,,,,,,
