"to_di_id","entity_to_name","year","destination_institution_type","creditor_type","creditor_institution","financing_type","value"
"AL","Albania",2007,"ppg","official","multilateral","concessional",0
"AL","Albania",2007,"ppg","official","multilateral","non-concessional",0
"AL","Albania",2008,"ppg","official","multilateral","concessional",18483512.47
"AL","Albania",2008,"ppg","official","bilateral","concessional",0
"AL","Albania",2008,"ppg","official","bilateral","non-concessional",0
"AL","Albania",2008,"ppg","official","multilateral","non-concessional",0
"AL","Albania",2009,"ppg","official","multilateral","concessional",33587304.15
"AL","Albania",2009,"ppg","official","bilateral","concessional",0
"AL","Albania",2009,"ppg","official","bilateral","non-concessional",196212.6644
"AL","Albania",2009,"ppg","official","multilateral","non-concessional",0
"AL","Albania",2010,"ppg","official","bilateral","concessional",0
"AL","Albania",2010,"ppg","official","bilateral","non-concessional",0
"AL","Albania",2010,"ppg","official","multilateral","concessional",39191754.64
"AL","Albania",2010,"ppg","official","multilateral","non-concessional",0
"AL","Albania",2011,"ppg","official","bilateral","non-concessional",3411280.308
"AL","Albania",2011,"ppg","official","multilateral","concessional",29154348.76
"AL","Albania",2011,"ppg","official","multilateral","non-concessional",0
"AL","Albania",2011,"ppg","official","bilateral","concessional",0
"AL","Albania",2012,"ppg","official","bilateral","concessional",0
"AL","Albania",2012,"ppg","official","multilateral","concessional",63852000
"AL","Albania",2012,"ppg","official","bilateral","non-concessional",4010000
"AL","Albania",2012,"ppg","official","multilateral","non-concessional",0
"AL","Albania",2013,"ppg","official","bilateral","concessional",1411421.755
"AL","Albania",2013,"ppg","official","multilateral","concessional",40188006.63
"AL","Albania",2013,"ppg","official","bilateral","non-concessional",0
"AL","Albania",2013,"ppg","official","multilateral","non-concessional",0
"DZ","Algeria",2000,"ppg","official","bilateral","concessional",277624986.3
"DZ","Algeria",2000,"ppg","official","bilateral","non-concessional",558628654.3
"DZ","Algeria",2000,"ppg","official","multilateral","concessional",985108.7422
"DZ","Algeria",2000,"ppg","official","multilateral","non-concessional",505784564.2
"DZ","Algeria",2001,"ppg","official","multilateral","concessional",0
"DZ","Algeria",2001,"ppg","official","multilateral","non-concessional",471544481
"DZ","Algeria",2001,"ppg","official","bilateral","non-concessional",0
"DZ","Algeria",2001,"ppg","official","bilateral","concessional",136331395.4
"DZ","Algeria",2002,"ppg","official","bilateral","concessional",497581192.7
"DZ","Algeria",2002,"ppg","official","bilateral","non-concessional",0
"DZ","Algeria",2002,"ppg","official","multilateral","concessional",88027954.19
"DZ","Algeria",2002,"ppg","official","multilateral","non-concessional",542781034.8
"DZ","Algeria",2003,"ppg","official","multilateral","concessional",260624175
"DZ","Algeria",2003,"ppg","official","multilateral","non-concessional",486366398.9
"DZ","Algeria",2003,"ppg","official","bilateral","concessional",270954058.4
"DZ","Algeria",2003,"ppg","official","bilateral","non-concessional",0
"DZ","Algeria",2004,"ppg","official","bilateral","concessional",789302106.6
"DZ","Algeria",2004,"ppg","official","multilateral","concessional",232842310.2
"DZ","Algeria",2004,"ppg","official","bilateral","non-concessional",8613701.391
"DZ","Algeria",2004,"ppg","official","multilateral","non-concessional",379495868.6
"DZ","Algeria",2005,"ppg","official","bilateral","concessional",33725548.17
"DZ","Algeria",2005,"ppg","official","bilateral","non-concessional",0
"DZ","Algeria",2005,"ppg","official","multilateral","concessional",85266719.36
"DZ","Algeria",2005,"ppg","official","multilateral","non-concessional",240127371.8
"DZ","Algeria",2006,"ppg","official","bilateral","concessional",111879868
"DZ","Algeria",2006,"ppg","official","bilateral","non-concessional",0
"DZ","Algeria",2006,"ppg","official","multilateral","concessional",51942440.72
"DZ","Algeria",2006,"ppg","official","multilateral","non-concessional",6347730.408
"DZ","Algeria",2007,"ppg","official","bilateral","concessional",84084694.25
"DZ","Algeria",2007,"ppg","official","bilateral","non-concessional",0
"DZ","Algeria",2007,"ppg","official","multilateral","concessional",1222857.629
"DZ","Algeria",2007,"ppg","official","multilateral","non-concessional",1644709.394
"DZ","Algeria",2008,"ppg","official","multilateral","non-concessional",0
"DZ","Algeria",2008,"ppg","official","bilateral","concessional",92668395.49
"DZ","Algeria",2008,"ppg","official","bilateral","non-concessional",0
"DZ","Algeria",2008,"ppg","official","multilateral","concessional",0
"DZ","Algeria",2009,"ppg","official","bilateral","concessional",45908723.45
"DZ","Algeria",2009,"ppg","official","bilateral","non-concessional",0
"DZ","Algeria",2009,"ppg","official","multilateral","concessional",0
"DZ","Algeria",2009,"ppg","official","multilateral","non-concessional",350000
"DZ","Algeria",2010,"ppg","official","multilateral","non-concessional",0
"DZ","Algeria",2010,"ppg","official","bilateral","non-concessional",0
"DZ","Algeria",2010,"ppg","official","multilateral","concessional",0
"DZ","Algeria",2010,"ppg","official","bilateral","concessional",18264057.26
"DZ","Algeria",2011,"ppg","official","bilateral","concessional",11073132.14
"DZ","Algeria",2011,"ppg","official","bilateral","non-concessional",0
"DZ","Algeria",2011,"ppg","official","multilateral","concessional",0
"DZ","Algeria",2011,"ppg","official","multilateral","non-concessional",0
"DZ","Algeria",2012,"ppg","official","multilateral","non-concessional",0
"DZ","Algeria",2012,"ppg","official","bilateral","concessional",23270000
"DZ","Algeria",2012,"ppg","official","bilateral","non-concessional",0
"DZ","Algeria",2012,"ppg","official","multilateral","concessional",0
"DZ","Algeria",2013,"ppg","official","bilateral","concessional",0
"DZ","Algeria",2013,"ppg","official","bilateral","non-concessional",0
"DZ","Algeria",2013,"ppg","official","multilateral","concessional",0
"DZ","Algeria",2013,"ppg","official","multilateral","non-concessional",0
"AO","Angola",2000,"ppg","official","bilateral","non-concessional",0
"AO","Angola",2000,"ppg","official","multilateral","concessional",64177702.94
"AO","Angola",2000,"ppg","official","multilateral","non-concessional",0
"AO","Angola",2000,"ppg","official","bilateral","concessional",0
"AO","Angola",2001,"ppg","official","multilateral","concessional",32268129.9
"AO","Angola",2001,"ppg","official","multilateral","non-concessional",3472394.841
"AO","Angola",2001,"ppg","official","bilateral","concessional",2341267.914
"AO","Angola",2001,"ppg","official","bilateral","non-concessional",0
"AO","Angola",2002,"ppg","official","bilateral","concessional",0
"AO","Angola",2002,"ppg","official","multilateral","non-concessional",284223.0148
"AO","Angola",2002,"ppg","official","bilateral","non-concessional",0
"AO","Angola",2002,"ppg","official","multilateral","concessional",51091138.29
"AO","Angola",2003,"ppg","official","bilateral","concessional",20761641.9
"AO","Angola",2003,"ppg","official","bilateral","non-concessional",462727048.2
"AO","Angola",2003,"ppg","official","multilateral","concessional",7393423.042
"AO","Angola",2003,"ppg","official","multilateral","non-concessional",14978067.55
"AO","Angola",2004,"ppg","official","bilateral","concessional",0
"AO","Angola",2004,"ppg","official","bilateral","non-concessional",1429270457
"AO","Angola",2004,"ppg","official","multilateral","concessional",37018410.86
"AO","Angola",2004,"ppg","official","multilateral","non-concessional",1190742.64
"AO","Angola",2005,"ppg","official","multilateral","non-concessional",0
"AO","Angola",2005,"ppg","official","bilateral","concessional",391793687
"AO","Angola",2005,"ppg","official","bilateral","non-concessional",200607882.1
"AO","Angola",2005,"ppg","official","multilateral","concessional",31017136.14
"AO","Angola",2006,"ppg","official","bilateral","concessional",590030541
"AO","Angola",2006,"ppg","official","multilateral","non-concessional",0
"AO","Angola",2006,"ppg","official","bilateral","non-concessional",224860272.3
"AO","Angola",2006,"ppg","official","multilateral","concessional",11223416.32
"AO","Angola",2007,"ppg","official","multilateral","non-concessional",0
"AO","Angola",2007,"ppg","official","multilateral","concessional",3304654.161
"AO","Angola",2007,"ppg","official","bilateral","concessional",1029901801
"AO","Angola",2007,"ppg","official","bilateral","non-concessional",314261322.2
"AO","Angola",2008,"ppg","official","bilateral","concessional",1147408575
"AO","Angola",2008,"ppg","official","bilateral","non-concessional",0
"AO","Angola",2008,"ppg","official","multilateral","concessional",41545.07224
"AO","Angola",2008,"ppg","official","multilateral","non-concessional",0
"AO","Angola",2009,"ppg","official","bilateral","concessional",1354561773
"AO","Angola",2009,"ppg","official","bilateral","non-concessional",72788734.93
"AO","Angola",2009,"ppg","official","multilateral","non-concessional",0
"AO","Angola",2009,"ppg","official","multilateral","concessional",4736938.074
"AO","Angola",2010,"ppg","official","bilateral","concessional",188147637.2
"AO","Angola",2010,"ppg","official","bilateral","non-concessional",4369220423
"AO","Angola",2010,"ppg","official","multilateral","concessional",2762985.23
"AO","Angola",2010,"ppg","official","multilateral","non-concessional",0
"AO","Angola",2011,"ppg","official","bilateral","non-concessional",2223056733
"AO","Angola",2011,"ppg","official","multilateral","concessional",0
"AO","Angola",2011,"ppg","official","multilateral","non-concessional",0
"AO","Angola",2011,"ppg","official","bilateral","concessional",183426145.6
"AO","Angola",2012,"ppg","official","bilateral","concessional",480334000
"AO","Angola",2012,"ppg","official","multilateral","concessional",0
"AO","Angola",2012,"ppg","official","bilateral","non-concessional",442801000
"AO","Angola",2012,"ppg","official","multilateral","non-concessional",0
"AO","Angola",2013,"ppg","official","multilateral","concessional",0
"AO","Angola",2013,"ppg","official","bilateral","concessional",241365945.9
"AO","Angola",2013,"ppg","official","bilateral","non-concessional",3156451176
"AO","Angola",2013,"ppg","official","multilateral","non-concessional",0
"AG","Antigua & Barbuda",2000,"ppg","official","bilateral","concessional",
"AG","Antigua & Barbuda",2000,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2000,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2000,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2001,"ppg","official","bilateral","concessional",
"AG","Antigua & Barbuda",2001,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2001,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2001,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2002,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2002,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2002,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2002,"ppg","official","bilateral","concessional",
"AG","Antigua & Barbuda",2003,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2003,"ppg","official","bilateral","concessional",
"AG","Antigua & Barbuda",2003,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2003,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2004,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2004,"ppg","official","bilateral","concessional",
"AG","Antigua & Barbuda",2004,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2004,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2005,"ppg","official","bilateral","concessional",
"AG","Antigua & Barbuda",2005,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2005,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2005,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2006,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2006,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2006,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2006,"ppg","official","bilateral","concessional",
"AG","Antigua & Barbuda",2007,"ppg","official","bilateral","concessional",
"AG","Antigua & Barbuda",2007,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2007,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2007,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2008,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2008,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2008,"ppg","official","bilateral","concessional",
"AG","Antigua & Barbuda",2008,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2009,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2009,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2009,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2009,"ppg","official","bilateral","concessional",
"AG","Antigua & Barbuda",2010,"ppg","official","bilateral","concessional",
"AG","Antigua & Barbuda",2010,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2010,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2010,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2011,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2011,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2011,"ppg","official","bilateral","concessional",
"AG","Antigua & Barbuda",2011,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2012,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2012,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2012,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2012,"ppg","official","bilateral","concessional",
"AG","Antigua & Barbuda",2013,"ppg","official","bilateral","non-concessional",
"AG","Antigua & Barbuda",2013,"ppg","official","multilateral","concessional",
"AG","Antigua & Barbuda",2013,"ppg","official","multilateral","non-concessional",
"AG","Antigua & Barbuda",2013,"ppg","official","bilateral","concessional",
"AR","Argentina",2000,"ppg","official","bilateral","concessional",0
"AR","Argentina",2000,"ppg","official","bilateral","non-concessional",0
"AR","Argentina",2000,"ppg","official","multilateral","concessional",0
"AR","Argentina",2000,"ppg","official","multilateral","non-concessional",0
"AR","Argentina",2001,"ppg","official","multilateral","non-concessional",0
"AR","Argentina",2001,"ppg","official","bilateral","concessional",7909631.941
"AR","Argentina",2001,"ppg","official","bilateral","non-concessional",0
"AR","Argentina",2001,"ppg","official","multilateral","concessional",0
"AR","Argentina",2002,"ppg","official","bilateral","non-concessional",2516109504
"AR","Argentina",2002,"ppg","official","multilateral","concessional",8138882.323
"AR","Argentina",2002,"ppg","official","multilateral","non-concessional",1333187231
"AR","Argentina",2002,"ppg","official","bilateral","concessional",819694.6271
"AR","Argentina",2003,"ppg","official","bilateral","non-concessional",0
"AR","Argentina",2003,"ppg","official","multilateral","concessional",5008180.704
"AR","Argentina",2003,"ppg","official","multilateral","non-concessional",5806185522
"AR","Argentina",2003,"ppg","official","bilateral","concessional",0
"AR","Argentina",2004,"ppg","official","bilateral","concessional",27076150.34
"AR","Argentina",2004,"ppg","official","bilateral","non-concessional",0
"AR","Argentina",2004,"ppg","official","multilateral","concessional",4438844.89
"AR","Argentina",2004,"ppg","official","multilateral","non-concessional",1160559679
"AR","Argentina",2005,"ppg","official","bilateral","concessional",0
"AR","Argentina",2005,"ppg","official","bilateral","non-concessional",0
"AR","Argentina",2005,"ppg","official","multilateral","concessional",2681400.914
"AR","Argentina",2005,"ppg","official","multilateral","non-concessional",712124512
"AR","Argentina",2006,"ppg","official","bilateral","concessional",0
"AR","Argentina",2006,"ppg","official","bilateral","non-concessional",0
"AR","Argentina",2006,"ppg","official","multilateral","non-concessional",1369357950
"AR","Argentina",2006,"ppg","official","multilateral","concessional",6329423.584
"AR","Argentina",2007,"ppg","official","bilateral","concessional",0
"AR","Argentina",2007,"ppg","official","bilateral","non-concessional",0
"AR","Argentina",2007,"ppg","official","multilateral","concessional",51481493.89
"AR","Argentina",2007,"ppg","official","multilateral","non-concessional",1917727530
"AR","Argentina",2008,"ppg","official","multilateral","concessional",380520273.9
"AR","Argentina",2008,"ppg","official","multilateral","non-concessional",914809322.4
"AR","Argentina",2008,"ppg","official","bilateral","non-concessional",0
"AR","Argentina",2008,"ppg","official","bilateral","concessional",5826794.104
"AR","Argentina",2009,"ppg","official","bilateral","concessional",22250086.44
"AR","Argentina",2009,"ppg","official","multilateral","concessional",477215515.2
"AR","Argentina",2009,"ppg","official","multilateral","non-concessional",1206327391
"AR","Argentina",2009,"ppg","official","bilateral","non-concessional",631731286.5
"AR","Argentina",2010,"ppg","official","multilateral","non-concessional",986749679.6
"AR","Argentina",2010,"ppg","official","bilateral","concessional",0
"AR","Argentina",2010,"ppg","official","multilateral","concessional",214027371.3
"AR","Argentina",2010,"ppg","official","bilateral","non-concessional",0
"AR","Argentina",2011,"ppg","official","bilateral","concessional",970246.0506
"AR","Argentina",2011,"ppg","official","bilateral","non-concessional",0
"AR","Argentina",2011,"ppg","official","multilateral","concessional",586475141.5
"AR","Argentina",2011,"ppg","official","multilateral","non-concessional",741458869.5
"AR","Argentina",2012,"ppg","official","multilateral","non-concessional",0
"AR","Argentina",2012,"ppg","official","bilateral","concessional",7439000
"AR","Argentina",2012,"ppg","official","bilateral","non-concessional",0
"AR","Argentina",2012,"ppg","official","multilateral","concessional",246673000
"AR","Argentina",2013,"ppg","official","bilateral","non-concessional",0
"AR","Argentina",2013,"ppg","official","bilateral","concessional",164877352.1
"AR","Argentina",2013,"ppg","official","multilateral","concessional",478738423.9
"AR","Argentina",2013,"ppg","official","multilateral","non-concessional",0
"AM","Armenia",2000,"ppg","official","bilateral","concessional",2518333.76
"AM","Armenia",2000,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2000,"ppg","official","multilateral","concessional",34266365.07
"AM","Armenia",2000,"ppg","official","multilateral","non-concessional",0
"AM","Armenia",2001,"ppg","official","multilateral","non-concessional",20382761.12
"AM","Armenia",2001,"ppg","official","bilateral","concessional",6087091.731
"AM","Armenia",2001,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2001,"ppg","official","multilateral","concessional",9983380.613
"AM","Armenia",2002,"ppg","official","bilateral","concessional",10023433.44
"AM","Armenia",2002,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2002,"ppg","official","multilateral","concessional",4899694.895
"AM","Armenia",2002,"ppg","official","multilateral","non-concessional",344884.4456
"AM","Armenia",2003,"ppg","official","bilateral","concessional",5241516.795
"AM","Armenia",2003,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2003,"ppg","official","multilateral","concessional",25427179.89
"AM","Armenia",2003,"ppg","official","multilateral","non-concessional",0
"AM","Armenia",2004,"ppg","official","multilateral","non-concessional",0
"AM","Armenia",2004,"ppg","official","bilateral","concessional",7215542.072
"AM","Armenia",2004,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2004,"ppg","official","multilateral","concessional",14290957.49
"AM","Armenia",2005,"ppg","official","multilateral","concessional",0
"AM","Armenia",2005,"ppg","official","multilateral","non-concessional",0
"AM","Armenia",2005,"ppg","official","bilateral","concessional",5292907.204
"AM","Armenia",2005,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2006,"ppg","official","bilateral","concessional",1650725.237
"AM","Armenia",2006,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2006,"ppg","official","multilateral","concessional",0
"AM","Armenia",2006,"ppg","official","multilateral","non-concessional",0
"AM","Armenia",2007,"ppg","official","bilateral","concessional",0
"AM","Armenia",2007,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2007,"ppg","official","multilateral","concessional",0
"AM","Armenia",2007,"ppg","official","multilateral","non-concessional",0
"AM","Armenia",2008,"ppg","official","multilateral","non-concessional",0
"AM","Armenia",2008,"ppg","official","bilateral","concessional",0
"AM","Armenia",2008,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2008,"ppg","official","multilateral","concessional",0
"AM","Armenia",2009,"ppg","official","bilateral","concessional",491313573.8
"AM","Armenia",2009,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2009,"ppg","official","multilateral","concessional",0
"AM","Armenia",2009,"ppg","official","multilateral","non-concessional",0
"AM","Armenia",2010,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2010,"ppg","official","multilateral","concessional",0
"AM","Armenia",2010,"ppg","official","multilateral","non-concessional",0
"AM","Armenia",2010,"ppg","official","bilateral","concessional",0
"AM","Armenia",2011,"ppg","official","bilateral","concessional",0
"AM","Armenia",2011,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2011,"ppg","official","multilateral","concessional",0
"AM","Armenia",2011,"ppg","official","multilateral","non-concessional",0
"AM","Armenia",2012,"ppg","official","bilateral","concessional",0
"AM","Armenia",2012,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2012,"ppg","official","multilateral","concessional",0
"AM","Armenia",2012,"ppg","official","multilateral","non-concessional",0
"AM","Armenia",2013,"ppg","official","bilateral","concessional",1286982.235
"AM","Armenia",2013,"ppg","official","bilateral","non-concessional",0
"AM","Armenia",2013,"ppg","official","multilateral","concessional",0
"AM","Armenia",2013,"ppg","official","multilateral","non-concessional",0
"AU","Australia",2000,"ppg","official","bilateral","concessional",
"AU","Australia",2000,"ppg","official","bilateral","non-concessional",
"AU","Australia",2000,"ppg","official","multilateral","concessional",
"AU","Australia",2000,"ppg","official","multilateral","non-concessional",
"AU","Australia",2001,"ppg","official","bilateral","concessional",
"AU","Australia",2001,"ppg","official","bilateral","non-concessional",
"AU","Australia",2001,"ppg","official","multilateral","concessional",
"AU","Australia",2001,"ppg","official","multilateral","non-concessional",
"AU","Australia",2002,"ppg","official","bilateral","concessional",
"AU","Australia",2002,"ppg","official","bilateral","non-concessional",
"AU","Australia",2002,"ppg","official","multilateral","non-concessional",
"AU","Australia",2002,"ppg","official","multilateral","concessional",
"AU","Australia",2003,"ppg","official","multilateral","non-concessional",
"AU","Australia",2003,"ppg","official","multilateral","concessional",
"AU","Australia",2003,"ppg","official","bilateral","concessional",
"AU","Australia",2003,"ppg","official","bilateral","non-concessional",
"AU","Australia",2004,"ppg","official","bilateral","concessional",
"AU","Australia",2004,"ppg","official","bilateral","non-concessional",
"AU","Australia",2004,"ppg","official","multilateral","concessional",
"AU","Australia",2004,"ppg","official","multilateral","non-concessional",
"AU","Australia",2005,"ppg","official","bilateral","concessional",
"AU","Australia",2005,"ppg","official","bilateral","non-concessional",
"AU","Australia",2005,"ppg","official","multilateral","concessional",
"AU","Australia",2005,"ppg","official","multilateral","non-concessional",
"AU","Australia",2006,"ppg","official","bilateral","non-concessional",
"AU","Australia",2006,"ppg","official","bilateral","concessional",
"AU","Australia",2006,"ppg","official","multilateral","concessional",
"AU","Australia",2006,"ppg","official","multilateral","non-concessional",
"AU","Australia",2007,"ppg","official","bilateral","concessional",
"AU","Australia",2007,"ppg","official","bilateral","non-concessional",
"AU","Australia",2007,"ppg","official","multilateral","concessional",
