"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"CL",9.2,8.7,8.3,8,7.9,7.7,7.6,7.6,7.6,7.5,7.5,7.4,7.2,7.1
"CN",30.2,28.3,26.2,24.1,22.1,20.3,18.6,17.1,15.8,14.7,13.6,12.6,11.7,10.9
"CI",99.6,97.7,95.7,93.5,91.3,88.8,86.6,84,81.5,79.3,76.9,75.2,73.2,71.3
"CM",92.5,89.8,86.7,83.6,80.7,78,75.5,73.3,70.8,68.7,66,64.3,62.4,60.8
"CG",76.5,75.4,73.2,69.9,65.9,61.6,57.2,52.9,48.8,45.1,42,39.4,37.3,35.6
"CO",21.2,20.6,20,19.5,19,18.4,17.9,17.4,16.9,16.4,15.9,15.4,15,14.5
"KM",72.8,72.5,72.4,72.1,71.4,70.3,69,67.6,66.1,64.5,62.8,61,59.4,57.9
"CV",29,26.5,24.8,23.8,23.3,23.3,23.4,23.6,23.7,23.6,23.3,22.9,22.4,21.9
"CR",11.3,10.6,10,9.4,9.2,9,9,9,8.9,8.8,8.7,8.7,8.6,8.4
"CU",6.5,6.2,6,5.8,5.5,5.3,5.1,5,5,5.2,5.4,5.5,5.3,5
"CW",,,,,,,,,,,,,,
"KY",,,,,,,,,,,,,,
"CY",5.5,5.2,4.8,4.5,4.2,4,3.8,3.5,3.4,3.2,3.1,3,2.9,2.8
"CZ",5.6,5.3,5.1,4.8,4.6,4.4,4.2,3.9,3.7,3.6,3.4,3.2,3.1,2.9
"DE",4.4,4.3,4.2,4.1,4,3.9,3.8,3.7,3.6,3.6,3.5,3.4,3.3,3.2
"DJ",79.7,78.1,76.4,74.6,72.8,70.9,69.1,67.3,65.5,63.8,62.1,60.5,59,57.4
"DM",13.6,13.4,13.1,12.9,12.7,12.4,12.2,12,11.7,11.4,11.1,10.8,10.5,10.2
"DK",4.6,4.5,4.4,4.4,4.2,4,3.9,3.7,3.5,3.5,3.3,3.1,3,2.9
"DO",33.2,32.3,31.5,30.6,29.9,29.1,28.4,27.7,27,26.3,25.6,24.9,24.2,23.6
"DZ",33.9,33.2,32.4,31.3,30.1,28.8,27.6,26.4,25.3,24.4,23.5,22.8,22.2,21.6
"EC",28.3,27.2,26.3,25.5,24.8,24.1,23.4,22.8,22.1,21.5,20.9,20.3,19.7,19.1
"EG",35.9,33.5,31.3,29.3,27.3,25.5,23.9,22.6,21.4,20.6,19.9,19.4,19,18.6
"ER",58.4,55.9,53.6,51.4,49.4,47.4,45.6,43.9,42.2,40.7,39.4,38.2,37.1,36.1
"ES",5.4,5.3,5.2,5.1,5,4.8,4.6,4.4,4.2,4.1,3.9,3.7,3.7,3.6
"EE",8.8,8.2,7.5,6.9,6.3,5.8,5.3,4.9,4.4,4,3.6,3.2,2.9,2.7
"ET",89.8,86.5,82.8,78.7,74.4,69.8,65.3,61.1,57.1,53.6,50.7,48.2,46.2,44.4
"FI",3.5,3.4,3.4,3.3,3.2,3.1,2.9,2.9,2.7,2.6,2.5,2.4,2.2,2.1
"FJ",20.6,20.3,20,19.8,19.6,19.6,19.6,19.7,19.9,20,20.1,20.2,20.2,20
"FR",4.4,4.4,4.2,4,3.9,3.8,3.7,3.6,3.5,3.5,3.5,3.5,3.5,3.5
"FO",,,,,,,,,,,,,,
"FM",41.6,40.9,40,39.1,38.1,37.2,36.3,35.4,34.4,33.4,32.5,31.6,30.7,29.8
"GA",55.5,54.7,53.7,52.7,51.5,50.3,49,47.5,45.9,44.6,43.2,41.6,40,39.1
"GB",5.6,5.5,5.3,5.3,5.2,5.1,5,4.9,4.7,4.6,4.4,4.2,4,3.9
"GE",31.2,29.3,27.5,25.6,23.7,21.8,20.1,18.6,17.1,15.8,14.6,13.5,12.5,11.7
"GH",65.2,63.4,61.6,60.1,58.9,57.9,57.2,56.6,56.1,55.6,55,54.2,53.3,52.3
"GN",103.1,99.2,95.4,91.7,88.3,85.1,82,79.2,76.5,73.9,71.4,69,67,64.9
"GM",63.4,62,60.7,59.4,58.1,56.9,55.8,54.7,53.7,52.7,51.8,51,50.2,49.4
"GW",108.7,106.2,103.7,101.2,98.7,96.1,93.8,91.4,89.1,86.8,84.5,82.2,80.1,77.9
"GQ",98.8,96.4,94.1,91.6,89.3,86.8,84.5,82.2,80.1,77.7,75.6,73.4,71.3,69.3
"GR",6.9,6.4,6,5.5,5.1,4.8,4.5,4.3,4.2,4.1,4,3.9,3.8,3.7
"GD",13.6,13.4,13.2,13,12.8,12.7,12.5,12.3,12,11.8,11.5,11.3,11,10.7
"GL",,,,,,,,,,,,,,
"GT",40,38.6,37.2,35.9,34.6,33.4,32.3,31.2,30.2,29.3,28.4,27.5,26.6,25.8
"GU",,,,,,,,,,,,,,
"GY",38.6,37.9,37.3,36.6,36.1,35.5,35,34.4,33.8,33,32.3,31.5,30.7,29.9
"HK",,,,,,,,,,,,,,
"HN",31.1,29.9,28.8,27.6,26.5,25.5,24.6,23.6,22.7,21.9,21,20.3,19.6,18.9
"HR",7.2,6.9,6.6,6.4,6.1,5.8,5.6,5.3,5.1,4.8,4.5,4.3,4,3.8
"HT",74.8,72.6,70.6,68.7,67,65.5,64,62.6,61.2,59.9,72.7,57.3,56,54.7
"HU",9.7,9.1,8.6,8,7.5,7.2,6.8,6.5,6.2,5.9,5.7,5.5,5.3,5.2
"ID",41,39.4,37.8,36.3,34.8,33.4,32.2,30.9,29.7,28.6,27.4,26.4,25.4,24.5
"IN",66.5,64.3,62.1,60,57.9,55.9,53.9,52,50.1,48.3,46.4,44.7,42.9,41.4
"IE",6,5.8,5.4,5.1,4.7,4.4,4.1,3.9,3.7,3.6,3.5,3.4,3.3,3.2
"IR",28.6,27.1,25.7,24.3,23,21.7,20.5,19.4,18.3,17.3,16.4,15.7,15,14.4
"IQ",35.7,35.2,34.6,34.1,33.6,33,32.5,31.9,31.3,30.7,30.1,29.4,28.8,28
"IS",3.1,3,2.8,2.6,2.6,2.4,2.3,2.2,2.1,1.9,1.9,1.8,1.7,1.6
"IL",5.6,5.4,5.2,4.9,4.8,4.5,4.3,4.1,3.9,3.8,3.6,3.4,3.3,3.2
"IT",4.7,4.4,4.3,4,3.8,3.7,3.7,3.6,3.5,3.5,3.4,3.3,3.1,3
"JM",20.1,19.7,19.3,18.9,18.4,18,17.5,17.1,16.6,16.1,15.7,15.2,14.8,14.3
"JO",23.3,22.7,22.1,21.5,20.8,20.2,19.7,19.1,18.5,18,17.5,17,16.5,16
"JP",3.3,3.1,3,2.9,2.9,2.7,2.7,2.6,2.5,2.4,2.4,2.3,2.2,2.1
"KZ",37.5,35.7,33.9,32,30.3,28.5,26.7,24.9,23,21.1,19.3,17.6,16,14.6
"KE",68.6,67.5,66.2,64.7,63.1,61.3,59.4,57.7,55.5,54,52,50,48.8,47.5
"KG",42,40.3,38.6,37.1,35.7,34.4,33.1,31.7,30.2,28.5,26.7,24.9,23.2,21.6
"KH",81.7,75.9,69.2,62.5,56.8,52.1,48.1,44.7,41.8,39.3,37.3,35.5,33.9,32.5
"KI",53.5,52.5,51.6,50.9,50.4,50.1,49.8,49.6,49.3,48.8,48,47,46.1,45.1
"KN",13.6,12.8,12.1,11.6,11,10.6,10.1,9.7,9.4,9,8.7,8.4,8.2,7.8
"KR",5.2,5.5,5.6,5.4,5.2,4.8,4.5,4.1,3.9,3.7,3.5,3.4,3.3,3.2
"XK",,,,,,,,,,,,,,
"KW",11,10.8,10.6,10.4,10.3,10.1,10,9.9,9.7,9.5,9.2,8.9,8.5,8.1
"LA",83,80.3,77.6,75,72.5,70,67.7,65.4,63.2,61.1,59,57.1,55.4,53.8
"LB",17.1,16.1,15.2,14.2,13.2,12.3,11.4,10.6,9.9,9.4,8.9,8.5,8.1,7.8
"LR",118.9,111.5,104.1,96.8,89.8,83.2,77.1,71.7,67.3,63.5,60.4,57.9,55.6,53.6
"LY",24.4,23.6,22.8,21.9,20.9,19.8,18.6,17.3,16.1,15.1,14.3,13.6,13,12.4
"LC",15.2,15,14.9,14.8,14.7,14.6,14.5,14.3,14.1,13.8,13.6,13.3,13.1,12.7
"LI",,,,,,,,,,,,,,
"LK",14,13.4,13,12.5,12.2,11.8,11.2,10.6,10.1,9.6,9.2,8.9,8.5,8.2
"LS",80.6,81.6,82.4,83.3,84,84.5,84.2,82,82.4,79.5,76.9,72.8,74.2,73
"LT",9.6,9.2,8.9,8.6,8.4,8.1,7.7,7.2,6.7,6.1,5.5,5,4.5,4
"LU",3.9,3.7,3.4,3.2,3,2.8,2.6,2.4,2.2,2,1.9,1.8,1.7,1.6
"LV",14.5,13.6,12.8,12.2,11.5,10.8,10.1,9.6,9.1,8.6,8.2,7.8,7.6,7.4
"MO",,,,,,,,,,,,,,
"MF",,,,,,,,,,,,,,
"MA",42.8,41.1,39.5,37.9,36.5,35.2,33.8,32.6,31.4,30.3,29.2,28.1,27.1,26.1
"MC",4.2,4.1,4,3.8,3.7,3.7,3.6,3.5,3.4,3.3,3.2,3.2,3.1,3
"MD",25.4,23.9,22.5,21.2,20,18.9,18,17.1,16.3,15.6,14.9,14.3,13.8,13.3
"MG",70.5,67,63.7,60.5,57.5,54.5,51.7,49.2,47,45.2,43.6,42.2,40.8,39.6
"MV",35.2,31.5,28,24.8,21.9,19.3,17.2,15.3,13.7,12.4,11.2,10.1,9.2,8.4
"MX",21.6,20.4,19.3,18.2,17.4,16.7,16.2,15.8,15.4,14.9,14.4,13.8,13.1,12.5
"MH",33.5,33.4,33.3,33.1,32.9,32.7,32.5,32.3,32.1,31.9,31.7,31.5,31.1,30.6
"MK",14.2,13.5,12.9,12.6,12.4,12.1,11.6,11,10.4,9.7,8.7,7.5,6.5,5.8
"ML",116.2,112.8,109,104.9,100.8,96.9,93.4,90.3,87.6,85.2,83.1,81.1,79.4,77.6
"MT",6.8,6.5,6.4,6.2,6.1,6,5.9,5.8,5.7,5.6,5.5,5.4,5.4,5.3
"MM",58.9,57.3,55.6,54,52.4,50.8,49.3,47.8,46.3,44.9,43.7,42.4,41,39.8
"ME",12.5,12,11.4,10.8,10.1,9.5,8.8,8.2,7.4,6.9,6.3,5.7,5.3,4.9
"MN",49.4,46.7,44.1,41.6,39.2,37,35,33.2,31.7,30.4,29.3,28.2,27.2,26.4
"MP",,,,,,,,,,,,,,
"MZ",113.8,108.5,103.6,98.9,94.6,90.5,86.6,81.5,78.1,74.3,71.8,67.8,63.6,61.5
"MR",76,75.9,75.8,75.6,75.3,74.8,74,73.2,72.2,71.2,70.2,69.2,68.2,67.1
"MU",16.4,15.1,14.2,13.7,13.7,13.8,14,14,13.9,13.6,13.3,13,12.8,12.5
"MW",103,96.8,90.4,84.3,78.4,73.1,68.1,63.6,59,55.4,52.5,49,45.7,44.2
"MY",8.7,8.1,7.6,7.3,7.1,7,6.9,6.9,7,7.1,7.2,7.3,7.3,7.2
"NA",49.3,49.4,49.3,49,48.3,45.7,43.6,42.3,40.9,39.1,37.5,36.1,35.6,35.2
"NC",,,,,,,,,,,,,,
"NE",101,97.7,94.1,90.2,86.3,82.4,78.7,75.2,71.9,68.8,66.1,63.7,61.6,59.9
"NG",112.5,109.5,106.4,103.3,100.2,97.1,93.9,90.8,87.7,84.7,81.9,79.2,76.6,74.3
"NI",32.6,31.1,29.8,28.6,27.4,26.3,25.3,24.4,23.5,22.8,22,21.3,20.6,20
"NL",5.1,5,4.9,4.7,4.6,4.5,4.3,4.2,4,3.8,3.7,3.6,3.5,3.3
"NO",3.9,3.8,3.6,3.5,3.4,3.2,3.1,3,2.9,2.7,2.6,2.5,2.3,2.3
"NP",60.4,57.3,54.4,51.6,49,46.5,44.1,41.9,39.8,37.9,36.2,34.7,33.4,32.2
"NZ",6.1,5.9,5.8,5.6,5.5,5.4,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.2
"OM",14.2,13.3,12.6,11.9,11.4,11,10.7,10.4,10.2,10.1,10,10,9.9,9.8
"PK",87.9,86.2,84.6,83,81.6,80.1,78.8,77.5,76.1,74.8,73.4,72.1,70.6,69
"PA",21.9,21.4,20.9,20.4,19.9,19.4,18.9,18.4,17.9,17.3,16.8,16.3,15.9,15.4
"PE",30.4,28.4,26.4,24.7,23,21.5,20,18.6,17.4,16.2,15.2,14.3,13.6,12.9
"PH",30.1,29.5,29,28.5,28,27.5,27,26.5,26,25.5,25,24.5,24,23.5
"PW",22.8,22.1,21.4,20.7,20,19.4,18.8,18.2,17.7,17.2,16.6,16.1,15.6,15.1
"PG",58.2,57.7,57.3,56.9,56.4,55.7,55,54.1,53,51.9,50.7,49.5,48.4,47.3
"PL",8.1,7.6,7.3,7,6.7,6.6,6.3,6,5.8,5.3,5,4.7,4.5,4.5
"PR",,,,,,,,,,,,,,
"KP",44.5,39.1,34.1,30.2,27.5,26.2,25.8,25.8,25.8,25.4,24.8,23.8,22.7,21.7
"PT",5.5,5.2,4.7,4.3,4,3.7,3.5,3.3,3.3,3.2,3.1,3.1,3.1,3.1
"PY",27.7,26.9,26.1,25.4,24.6,23.9,23.2,22.5,21.8,21.1,20.5,19.9,19.3,18.7
"PF",,,,,,,,,,,,,,
"QA",10.7,10.2,9.9,9.5,9.2,8.9,8.6,8.4,8.1,7.9,7.7,7.4,7.2,7
"RO",23.3,22.4,21.6,20.7,19.5,18.2,16.8,15.3,14,13,12.1,11.5,10.9,10.5
"RU",19.7,18.8,17.7,16.6,15.4,14.4,13.4,12.4,11.6,10.8,10.2,9.6,9.1,8.6
"RW",108,100.5,91.8,83.1,74.6,67.2,60.7,54.9,50.3,46.6,43.6,40.7,38.8,37.1
"SA",19.3,18.7,18.1,17.6,17.2,16.8,16.4,16,15.6,15.1,14.7,14.2,13.8,13.4
"SD",68.9,67.3,65.8,64.3,62.8,61.4,60.1,58.7,57.5,56.3,55.1,53.8,52.5,51.2
"SN",69.2,67.1,64.7,62,59.4,56.9,54.5,52.4,50.5,48.7,47.2,45.9,44.8,43.9
"SG",3.1,2.9,2.6,2.5,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.2
"SB",28.4,28.5,28.7,28.8,29,29,28.9,28.6,28.1,27.6,27,26.4,25.8,25.1
"SL",141.3,138.5,135.6,132.9,130.1,127.5,124.8,122.2,119.6,116.9,114.4,112,109.6,107.2
"SV",26.8,25.3,24,22.6,21.3,20,18.8,17.7,16.7,15.9,15.2,14.6,14,13.5
"SM",4.9,4.6,4.3,4.1,3.9,3.7,3.6,3.4,3.3,3.2,3.1,3,2.9,2.8
"SO",104.9,104.9,104.9,104.9,104.9,104.8,104.6,103.6,101.8,99.6,97.1,94.8,92.3,89.8
"RS",11.1,10.7,10,9.2,8.3,7.7,7.3,7,7,6.8,6.6,6.4,6.1,5.8
"SS",109.6,104.6,99.8,95.3,90.8,86.6,82.8,79.2,76.1,73.2,70.6,68.3,66.1,64.1
"ST",58.4,56.2,54,51.8,49.7,47.7,45.8,44.1,42.6,41.3,40,38.8,37.7,36.7
"SR",30.4,29.4,28.5,27.7,26.8,25.9,25.2,24.4,23.7,23,22.3,21.6,21,20.3
"SK",10.2,9.8,9.4,9.1,8.7,8.3,8.1,7.7,7.4,7.1,6.8,6.5,6.3,6
"SI",4.5,4.3,4.1,3.8,3.7,3.5,3.3,3.2,3,2.8,2.6,2.6,2.4,2.3
"SE",3.4,3.4,3.3,3.2,3.1,3,2.8,2.7,2.6,2.5,2.5,2.4,2.4,2.4
"SZ",80.1,81.4,82.1,82.4,81.9,80.8,76.3,75.2,74.2,68.4,62.5,58.3,57,55.9
"SX",,,,,,,,,,,,,,
"SC",12.2,12.3,12.3,12.3,12.3,12.3,12.3,12.2,12.2,12.3,12.3,12.3,12.3,12.2
"SY",19.8,19,18.2,17.5,16.7,16.1,15.4,14.8,14.2,13.6,13.1,12.7,12.4,11.9
"TC",,,,,,,,,,,,,,
"TD",105.9,104.8,103.7,102.7,101.7,100.7,99.7,98.5,97.1,95.4,93.7,91.9,90.2,88.5
"TG",76.7,75,73.3,71.6,70,68.4,66.9,65.3,63.6,62,60.5,59,57.4,55.8
"TH",19.1,18.3,17.5,16.7,16,15.2,14.6,14,13.4,12.9,12.5,12,11.6,11.3
"TJ",74.7,70.1,65.5,61.3,57.5,54.3,51.6,49.5,47.7,46.1,44.7,43.4,42.1,40.9
"TM",66.4,64.7,63.1,61.5,60,58.4,56.9,55.3,53.8,52.4,51,49.5,48.1,46.6
"TL",83.8,79.9,76,72.3,68.6,65.1,61.7,58.7,56,53.6,51.5,49.6,47.9,46.2
"TO",15.4,15,14.6,14.2,13.8,13.4,13,12.6,12.3,11.9,11.5,11.1,10.8,10.4
"TT",25.3,25.2,25,24.6,24.2,23.7,23.2,22.7,22.1,21.4,20.8,20.2,19.6,19
"TN",25.6,24.2,23,21.8,20.6,19.5,18.5,17.5,16.6,15.7,14.9,14.2,13.6,13.1
"TR",33.7,31.9,30.3,28.7,27.1,25.7,24.4,23,21.8,20.6,19.5,18.5,17.4,16.5
"TV",34.2,33.2,32.3,31.5,30.8,30.1,29.5,28.8,28,27.3,26.6,25.8,25.1,24.4
"TZ",80.4,75.5,70.5,65.8,61.3,57.2,53.5,49.9,46.8,44.1,41.4,39.2,37.7,36.4
"UG",89.1,85.4,81.4,77,72.5,68.2,64.3,60.5,57,54,51.3,48.8,45.4,43.8
"UA",15.8,15.1,14.3,13.6,13,12.5,12,11.6,11.1,10.6,10.1,9.6,9.1,8.6
"UY",14.6,14.2,13.7,13.3,12.8,12.4,11.9,11.5,11.2,11,10.6,10.3,10,9.5
"US",7.1,7,6.9,6.8,6.9,6.8,6.7,6.6,6.5,6.4,6.3,6.1,6.1,5.9
"UZ",53.2,51.8,50.4,49.1,47.8,46.5,45.1,43.9,42.6,41.3,40.2,39,37.8,36.7
"VC",19.3,19.4,19.4,19.4,19.4,19.4,19.4,19.3,19.1,18.8,18.5,18.1,17.7,17.2
"VE",18.2,17.6,17.2,16.8,16.4,15.8,15.2,14.7,14.3,14,13.7,13.5,13.2,12.9
"VI",,,,,,,,,,,,,,
"VN",27,26.3,25.6,24.9,24.3,23.6,23,22.4,21.8,21.2,20.6,20,19.5,19
"VU",19.6,19.1,18.7,18.3,18,17.7,17.4,17.1,16.7,16.3,15.9,15.4,15,14.6
"PS",25.2,24.6,24.1,23.6,23.1,22.6,22.2,21.7,21.2,20.7,20.2,19.7,19.1,18.6
"WS",18.5,18,17.5,17.1,16.8,16.6,16.4,16.2,16.1,16.1,16,15.9,15.7,15.5
"YE",69.2,66.5,63.8,61.1,58.5,56.1,53.8,51.6,49.5,47.5,45.5,43.7,42,40.4
"ZA",51.7,52.6,53.2,53.1,52.4,51.4,49.9,47,45.5,40,35.2,34.4,33.5,32.8
"CD",114.6,114.2,112.9,110.6,107.8,104.9,102.1,99.5,97.1,94.7,92.4,90.2,88.1,86.1
"ZM",99.5,95.4,90.6,85.6,80.8,76.4,72.9,69.8,67.3,64.8,63.5,59.3,57.1,55.8
"ZW",61,60.1,59.1,57.9,57.5,57.1,57,57.6,58.3,59.1,58.7,57.9,55,55
