id-from,parent,id-to,region,year,value-1,value-2,value-3
afdf,African Development Bank and Fund,BJ,south-of-sahara,2014,52173573.14,389.54,17.24
afdf,African Development Bank and Fund,CD,south-of-sahara,2014,101484385.19,108.16,38.05
afdf,African Development Bank and Fund,CF,south-of-sahara,2014,24556348.55,42.11,47.3
afdf,African Development Bank and Fund,CG,south-of-sahara,2014,5745333.67,3606.24,14.41
afdf,African Development Bank and Fund,CI,south-of-sahara,2014,57007578.01,593.45,8.88
afdf,African Development Bank and Fund,CM,south-of-sahara,2014,69142118.95,528.50,7.65
afdf,African Development Bank and Fund,CV,south-of-sahara,2014,4170319.78,1652.21,1.54
afdf,African Development Bank and Fund,DJ,south-of-sahara,2014,1317464.44,1007.06,7.51
afdf,African Development Bank and Fund,ER,south-of-sahara,2014,5388726.75,,
afdf,African Development Bank and Fund,ET,south-of-sahara,2014,175074184.85,197.43,5.58
afdf,African Development Bank and Fund,GH,south-of-sahara,2014,104040068.09,563.93,3.74
afdf,African Development Bank and Fund,GM,south-of-sahara,2014,16552504.41,318.68,17.39
afdf,African Development Bank and Fund,GN,south-of-sahara,2014,44565958.90,295.61,10.45
afdf,African Development Bank and Fund,GW,south-of-sahara,2014,7766106.20,278.39,30.73
afdf,African Development Bank and Fund,KE,south-of-sahara,2014,233696399.74,522.41,8.26
afdf,African Development Bank and Fund,KM,south-of-sahara,2014,8796303.96,351.99,3.88
afdf,African Development Bank and Fund,LR,south-of-sahara,2014,11966143.22,222.89,19.81
afdf,African Development Bank and Fund,LS,south-of-sahara,2014,802365.56,1373.95,29.16
afdf,African Development Bank and Fund,MG,south-of-sahara,2014,32649344.42,159.49,39.45
afdf,African Development Bank and Fund,ML,south-of-sahara,2014,15314285.94,350.28,16.67
afdf,African Development Bank and Fund,MR,south-of-sahara,2014,6012788.85,901.83,1.4
afdf,African Development Bank and Fund,MW,south-of-sahara,2014,38761190.75,160.39,32.64
afdf,African Development Bank and Fund,MZ,south-of-sahara,2014,85496508.40,342.64,25.25
afdf,African Development Bank and Fund,NE,south-of-sahara,2014,26993162.48,271.35,13.69
afdf,African Development Bank and Fund,NG,south-of-sahara,2014,33194160.54,537.24,19.6
afdf,African Development Bank and Fund,RW,south-of-sahara,2014,62366587.52,388.71,23.77
afdf,African Development Bank and Fund,SD,south-of-sahara,2014,3902864.59,282.48,2.43
afdf,African Development Bank and Fund,SL,south-of-sahara,2014,59137313.77,241.24,8.06
afdf,African Development Bank and Fund,SN,south-of-sahara,2014,21228017.32,557.91,12.48
afdf,African Development Bank and Fund,SO,south-of-sahara,2014,901423.04,,
afdf,African Development Bank and Fund,SS,south-of-sahara,2014,2852855.34,567.37,37.87
afdf,African Development Bank and Fund,ST,south-of-sahara,2014,3595786.42,905.77,7.07
afdf,African Development Bank and Fund,TD,south-of-sahara,2014,11985954.72,473.67,13.65
afdf,African Development Bank and Fund,TG,south-of-sahara,2014,21079431.11,334.14,21.5
afdf,African Development Bank and Fund,TZ,south-of-sahara,2014,181800187.54,356.50,13
afdf,African Development Bank and Fund,UG,south-of-sahara,2014,121295880.59,232.23,10.3
afdf,African Development Bank and Fund,ZM,south-of-sahara,2014,30430456.93,681.73,28.32
afdf,African Development Bank and Fund,ZW,south-of-sahara,2014,8271299.33,554.67,3.93
arab-fund-afesd,Arab Fund,DJ,south-of-sahara,2014,17315246.98,1007.06,7.51
arab-fund-afesd,Arab Fund,EG,north-of-sahara,2014,171676513.39,2359.05,
arab-fund-afesd,Arab Fund,JO,middle-east,2014,47874478.63,3067.95,
arab-fund-afesd,Arab Fund,LB,middle-east,2014,41524894.36,3620.12,
arab-fund-afesd,Arab Fund,MA,north-of-sahara,2014,70528923.62,2083.56,0.24
arab-fund-afesd,Arab Fund,MR,south-of-sahara,2014,86774349.85,901.83,1.4
arab-fund-afesd,Arab Fund,PS,middle-east,2014,49528.74,,0.02
arab-fund-afesd,Arab Fund,SD,south-of-sahara,2014,127675182.11,282.48,2.43
arab-fund-afesd,Arab Fund,TN,north-of-sahara,2014,42763112.82,2460.67,0.17
arab-fund-afesd,Arab Fund,YE,middle-east,2014,263948553.21,811.58,
asdb-special-funds,Asian Development Bank,AF,south-central-asia,2014,105327815.29,433.28,
asdb-special-funds,Asian Development Bank,AM,south-central-asia,2014,78869563.19,1647.92,0.41
asdb-special-funds,Asian Development Bank,AZ,south-central-asia,2014,1763223.09,7407.71,0.13
asdb-special-funds,Asian Development Bank,BD,south-central-asia,2014,450077552.50,327.29,1.85
asdb-special-funds,Asian Development Bank,BT,south-central-asia,2014,75759158.41,1734.16,0.23
asdb-special-funds,Asian Development Bank,CK,oceania,2014,445758.65,,
asdb-special-funds,Asian Development Bank,CN,far-east-asia,2014,23436999.06,2761.38,0.35
asdb-special-funds,Asian Development Bank,FJ,oceania,2014,237737.94,2231.33,0.75
asdb-special-funds,Asian Development Bank,FM,oceania,2014,2615117.39,1948.21,6.35
asdb-special-funds,Asian Development Bank,GE,south-central-asia,2014,116640179.17,2031.02,2.89
asdb-special-funds,Asian Development Bank,ID,far-east-asia,2014,7875069.42,1602.39,1.25
asdb-special-funds,Asian Development Bank,IN,south-central-asia,2014,5220329.04,1057.37,3.22
asdb-special-funds,Asian Development Bank,KG,south-central-asia,2014,64843024.44,924.82,0.23
asdb-special-funds,Asian Development Bank,KH,far-east-asia,2014,100592867.89,574.33,0.22
asdb-special-funds,Asian Development Bank,KI,oceania,2014,7320347.55,1276.46,4.25
asdb-special-funds,Asian Development Bank,KZ,south-central-asia,2014,267455.19,5875.46,0.01
asdb-special-funds,Asian Development Bank,LA,far-east-asia,2014,79662023.00,924.30,3.22
asdb-special-funds,Asian Development Bank,LK,south-central-asia,2014,134183258.34,1220.64,0.27
asdb-special-funds,Asian Development Bank,MH,oceania,2014,148586.22,1946.20,
asdb-special-funds,Asian Development Bank,MM,south-central-asia,2014,2090112.76,832.08,
asdb-special-funds,Asian Development Bank,MN,far-east-asia,2014,60910442.61,3062.96,0.03
asdb-special-funds,Asian Development Bank,MV,south-central-asia,2014,2258510.48,4501.61,1
asdb-special-funds,Asian Development Bank,NP,south-central-asia,2014,151874923.74,453.94,1.62
asdb-special-funds,Asian Development Bank,NR,oceania,2014,2238698.98,,
asdb-special-funds,Asian Development Bank,PG,oceania,2014,56542007.87,649.71,11.92
asdb-special-funds,Asian Development Bank,PH,far-east-asia,2014,3397671.46,1258.07,2.36
asdb-special-funds,Asian Development Bank,PK,south-central-asia,2014,522339981.97,644.36,1.02
asdb-special-funds,Asian Development Bank,PW,oceania,2014,178303.46,5143.72,
asdb-special-funds,Asian Development Bank,SB,oceania,2014,7270818.81,805.45,11.24
asdb-special-funds,Asian Development Bank,TH,far-east-asia,2014,435852.90,3128.24,0
asdb-special-funds,Asian Development Bank,TJ,south-central-asia,2014,85258770.45,601.13,4.06
asdb-special-funds,Asian Development Bank,TL,far-east-asia,2014,18077989.55,3856.61,4.24
asdb-special-funds,Asian Development Bank,TO,oceania,2014,2456625.43,1446.72,0.21
asdb-special-funds,Asian Development Bank,TV,oceania,2014,59434.49,3838.36,0.42
asdb-special-funds,Asian Development Bank,UZ,south-central-asia,2014,95481502.08,1352.40,6.36
asdb-special-funds,Asian Development Bank,VN,far-east-asia,2014,444233161.35,1074.58,0.62
asdb-special-funds,Asian Development Bank,VU,oceania,2014,574533.37,591.62,3.45
asdb-special-funds,Asian Development Bank,WS,oceania,2014,7845352.18,1960.35,0.14
badea,Arab Bank for Economic Development in Africa,BF,south-of-sahara,2014,3922676.09,441.73,11.07
badea,Arab Bank for Economic Development in Africa,BI,south-of-sahara,2014,3952393.33,201.19,30.6
badea,Arab Bank for Economic Development in Africa,BJ,south-of-sahara,2014,7686860.22,389.54,17.24
badea,Arab Bank for Economic Development in Africa,CD,south-of-sahara,2014,3615597.91,108.16,38.05
badea,Arab Bank for Economic Development in Africa,CG,south-of-sahara,2014,406135.66,3606.24,14.41
badea,Arab Bank for Economic Development in Africa,CI,south-of-sahara,2014,7320347.55,593.45,8.88
badea,Arab Bank for Economic Development in Africa,CM,south-of-sahara,2014,4378340.48,528.50,7.65
badea,Arab Bank for Economic Development in Africa,CV,south-of-sahara,2014,7716577.46,1652.21,1.54
badea,Arab Bank for Economic Development in Africa,ER,south-of-sahara,2014,99057.48,,
badea,Arab Bank for Economic Development in Africa,ET,south-of-sahara,2014,3853335.86,197.43,5.58
badea,Arab Bank for Economic Development in Africa,GH,south-of-sahara,2014,2179264.49,563.93,3.74
badea,Arab Bank for Economic Development in Africa,GM,south-of-sahara,2014,4239660.02,318.68,17.39
badea,Arab Bank for Economic Development in Africa,GN,south-of-sahara,2014,6230715.30,295.61,10.45
badea,Arab Bank for Economic Development in Africa,KE,south-of-sahara,2014,1020292.01,522.41,8.26
badea,Arab Bank for Economic Development in Africa,LS,south-of-sahara,2014,7092515.35,1373.95,29.16
badea,Arab Bank for Economic Development in Africa,MG,south-of-sahara,2014,3833524.36,159.49,39.45
badea,Arab Bank for Economic Development in Africa,ML,south-of-sahara,2014,6785437.17,350.28,16.67
badea,Arab Bank for Economic Development in Africa,MU,south-of-sahara,2014,1733505.85,3890.83,0.09
badea,Arab Bank for Economic Development in Africa,MW,south-of-sahara,2014,3229273.75,160.39,32.64
badea,Arab Bank for Economic Development in Africa,MZ,south-of-sahara,2014,10064239.66,342.64,25.25
badea,Arab Bank for Economic Development in Africa,NE,south-of-sahara,2014,3358048.47,271.35,13.69
badea,Arab Bank for Economic Development in Africa,NG,south-of-sahara,2014,1723600.10,537.24,19.6
badea,Arab Bank for Economic Development in Africa,RW,south-of-sahara,2014,2228793.23,388.71,23.77
badea,Arab Bank for Economic Development in Africa,SC,south-of-sahara,2014,2189170.24,8471.93,0.43
badea,Arab Bank for Economic Development in Africa,SL,south-of-sahara,2014,2377379.45,241.24,8.06
badea,Arab Bank for Economic Development in Africa,SN,south-of-sahara,2014,8251487.83,557.91,12.48
badea,Arab Bank for Economic Development in Africa,ST,south-of-sahara,2014,307078.18,905.77,7.07
badea,Arab Bank for Economic Development in Africa,SZ,south-of-sahara,2014,1525485.15,2273.54,16.01
badea,Arab Bank for Economic Development in Africa,TD,south-of-sahara,2014,1683977.11,473.67,13.65
badea,Arab Bank for Economic Development in Africa,TG,south-of-sahara,2014,1693882.86,334.14,21.5
badea,Arab Bank for Economic Development in Africa,TZ,south-of-sahara,2014,3774089.87,356.50,13
badea,Arab Bank for Economic Development in Africa,UG,south-of-sahara,2014,3585880.67,232.23,10.3
cardb,Caribbean Development Bank,AG,north-central-america,2014,624062.11,4677.35,
cardb,Caribbean Development Bank,BZ,north-central-america,2014,7379782.04,2139.17,5.58
cardb,Caribbean Development Bank,DM,north-central-america,2014,4804287.63,3029.52,
cardb,Caribbean Development Bank,GD,north-central-america,2014,8984513.16,2880.58,
cardb,Caribbean Development Bank,GY,south-america,2014,12560488.08,1919.19,2.3
cardb,Caribbean Development Bank,HT,north-central-america,2014,30113473.01,314.84,28.21
cardb,Caribbean Development Bank,JM,north-central-america,2014,25021918.69,1953.97,0.41
cardb,Caribbean Development Bank,LC,north-central-america,2014,9063759.15,3247.59,10.24
cardb,Caribbean Development Bank,MS,north-central-america,2014,1069820.75,,
cardb,Caribbean Development Bank,SR,south-america,2014,39622.99,3957.95,14.23
cardb,Caribbean Development Bank,VC,north-central-america,2014,4081168.05,3004.52,
ceb,Council of Europe Development Bank,BA,europe,2014,19712437.92,4449.80,0.02
ceb,Council of Europe Development Bank,MD,europe,2014,4170319.78,1718.87,0
ceb,Council of Europe Development Bank,TR,europe,2014,52569803.04,3873.55,0.06
cif,Climate Investment Funds,BD,south-central-asia,2014,1634448.37,327.29,1.85
cif,Climate Investment Funds,BF,south-of-sahara,2014,723119.58,441.73,11.07
cif,Climate Investment Funds,BO,south-america,2014,445758.65,2042.52,3.24
cif,Climate Investment Funds,BR,south-america,2014,9905.75,4975.42,1.72
cif,Climate Investment Funds,CD,south-of-sahara,2014,554721.87,108.16,38.05
cif,Climate Investment Funds,CL,south-america,2014,257549.44,4463.21,0.45
cif,Climate Investment Funds,CO,south-america,2014,475475.89,3442.74,2.31
cif,Climate Investment Funds,EG,north-of-sahara,2014,6983552.13,2359.05,
cif,Climate Investment Funds,GD,north-central-america,2014,534910.38,2880.58,
cif,Climate Investment Funds,HN,north-central-america,2014,287266.68,833.08,6.01
cif,Climate Investment Funds,ID,far-east-asia,2014,14155313.46,1602.39,1.25
cif,Climate Investment Funds,IN,south-central-asia,2014,99196157.47,1057.37,3.22
cif,Climate Investment Funds,KE,south-of-sahara,2014,8489225.78,522.41,8.26
cif,Climate Investment Funds,KH,far-east-asia,2014,1446239.16,574.33,0.22
cif,Climate Investment Funds,KZ,south-central-asia,2014,406135.66,5875.46,0.01
cif,Climate Investment Funds,MA,north-of-sahara,2014,146347516.52,2083.56,0.24
cif,Climate Investment Funds,MV,south-central-asia,2014,475475.89,4501.61,1
cif,Climate Investment Funds,MX,north-central-america,2014,17869968.85,3841.95,0.81
cif,Climate Investment Funds,MZ,south-of-sahara,2014,2605211.65,342.64,25.25
cif,Climate Investment Funds,NE,south-of-sahara,2014,5279763.52,271.35,13.69
cif,Climate Investment Funds,NP,south-central-asia,2014,1277841.45,453.94,1.62
cif,Climate Investment Funds,PG,oceania,2014,287266.68,649.71,11.92
cif,Climate Investment Funds,PH,far-east-asia,2014,1446239.16,1258.07,2.36
cif,Climate Investment Funds,SB,oceania,2014,217926.45,805.45,11.24
cif,Climate Investment Funds,TJ,south-central-asia,2014,2218887.48,601.13,4.06
cif,Climate Investment Funds,TO,oceania,2014,257549.44,1446.72,0.21
cif,Climate Investment Funds,TR,europe,2014,1386804.68,3873.55,0.06
cif,Climate Investment Funds,UA,europe,2014,455664.39,2955.98,0
cif,Climate Investment Funds,VC,north-central-america,2014,277360.94,3004.52,
cif,Climate Investment Funds,VN,far-east-asia,2014,713213.83,1074.58,0.62
cif,Climate Investment Funds,ZA,south-of-sahara,2014,27973831.50,2780.81,4.75
cif,Climate Investment Funds,ZM,south-of-sahara,2014,1267935.71,681.73,28.32
EU,EU Institutions,AF,south-central-asia,2014,340292477.78,433.28,
EU,EU Institutions,AG,north-central-america,2014,995561.72,4677.35,
EU,EU Institutions,AL,europe,2014,115617901.20,2947.39,0.2
EU,EU Institutions,AM,south-central-asia,2014,75122243.00,1647.92,0.41
EU,EU Institutions,AO,south-of-sahara,2014,58899327.72,2683.79,8.56
EU,EU Institutions,AR,south-america,2014,9301390.94,,0.97
EU,EU Institutions,AZ,south-central-asia,2014,11482145.18,7407.71,0.13
EU,EU Institutions,BA,europe,2014,366489973.35,4449.80,0.02
EU,EU Institutions,BD,south-central-asia,2014,93137169.38,327.29,1.85
EU,EU Institutions,BF,south-of-sahara,2014,189033466.97,441.73,11.07
EU,EU Institutions,BI,south-of-sahara,2014,90216855.00,201.19,30.6
EU,EU Institutions,BJ,south-of-sahara,2014,71026217.64,389.54,17.24
EU,EU Institutions,BO,south-america,2014,34067173.94,2042.52,3.24
EU,EU Institutions,BR,south-america,2014,17341737.03,4975.42,1.72
EU,EU Institutions,BT,south-central-asia,2014,4494250.05,1734.16,0.23
EU,EU Institutions,BW,south-of-sahara,2014,38684684.02,4621.15,3.83
EU,EU Institutions,BY,europe,2014,26188014.03,5112.34,0
EU,EU Institutions,BZ,north-central-america,2014,18071815.62,2139.17,5.58
EU,EU Institutions,CD,south-of-sahara,2014,225167616.67,108.16,38.05
EU,EU Institutions,CF,south-of-sahara,2014,156284227.12,42.11,47.3
EU,EU Institutions,CG,south-of-sahara,2014,28510991.38,3606.24,14.41
EU,EU Institutions,CI,south-of-sahara,2014,127384492.59,593.45,8.88
EU,EU Institutions,CK,oceania,2014,1261044.85,,
EU,EU Institutions,CL,south-america,2014,41860999.98,4463.21,0.45
EU,EU Institutions,CM,south-of-sahara,2014,124568475.15,528.50,7.65
EU,EU Institutions,CN,far-east-asia,2014,59325997.03,2761.38,0.35
EU,EU Institutions,CO,south-america,2014,62255792.95,3442.74,2.31
EU,EU Institutions,CR,north-central-america,2014,7869678.37,1864.08,0.69
EU,EU Institutions,CU,north-central-america,2014,9253983.24,,
EU,EU Institutions,CV,south-of-sahara,2014,20138791.38,1652.21,1.54
EU,EU Institutions,DJ,south-of-sahara,2014,30047000.89,1007.06,7.51
EU,EU Institutions,DM,north-central-america,2014,4626991.62,3029.52,
EU,EU Institutions,DO,north-central-america,2014,57458133.61,1566.26,0.56
EU,EU Institutions,DZ,north-of-sahara,2014,56481534.97,4882.45,
EU,EU Institutions,EC,south-america,2014,21608430.12,,1.43
EU,EU Institutions,EG,north-of-sahara,2014,329711078.91,2359.05,
EU,EU Institutions,ER,south-of-sahara,2014,11709702.15,,
EU,EU Institutions,ET,south-of-sahara,2014,266895875.09,197.43,5.58
EU,EU Institutions,FJ,oceania,2014,8798869.31,2231.33,0.75
EU,EU Institutions,FM,oceania,2014,493040.09,1948.21,6.35
EU,EU Institutions,GA,south-of-sahara,2014,5584627.18,6935.54,1.48
EU,EU Institutions,GD,north-central-america,2014,7623158.32,2880.58,
EU,EU Institutions,GE,south-central-asia,2014,160588846.37,2031.02,2.89
EU,EU Institutions,GH,south-of-sahara,2014,48962673.59,563.93,3.74
EU,EU Institutions,GM,south-of-sahara,2014,14260236.46,318.68,17.39
EU,EU Institutions,GN,south-of-sahara,2014,51702838.71,295.61,10.45
EU,EU Institutions,GT,north-central-america,2014,19958642.12,762.55,2.72
EU,EU Institutions,GW,south-of-sahara,2014,28359286.74,278.39,30.73
EU,EU Institutions,GY,south-america,2014,20935240.76,1919.19,2.3
EU,EU Institutions,HN,north-central-america,2014,29658257.75,833.08,6.01
EU,EU Institutions,HT,north-central-america,2014,154605994.50,314.84,28.21
EU,EU Institutions,ID,far-east-asia,2014,23618516.64,1602.39,1.25
EU,EU Institutions,IN,south-central-asia,2014,74505942.89,1057.37,3.22
EU,EU Institutions,IQ,middle-east,2014,76449658.63,7870.60,
EU,EU Institutions,IR,middle-east,2014,4807140.88,1358.36,0.03
EU,EU Institutions,JM,north-central-america,2014,66389744.48,1953.97,0.41
EU,EU Institutions,JO,middle-east,2014,199671755.07,3067.95,
EU,EU Institutions,KE,south-of-sahara,2014,198496044.09,522.41,8.26
EU,EU Institutions,KG,south-central-asia,2014,32426867.48,924.82,0.23
EU,EU Institutions,KH,far-east-asia,2014,52252768.04,574.33,0.22
EU,EU Institutions,KI,oceania,2014,6523299.66,1276.46,4.25
EU,EU Institutions,KM,south-of-sahara,2014,11064957.41,351.99,3.88
EU,EU Institutions,KP,far-east-asia,2014,6949968.97,,
EU,EU Institutions,KZ,south-central-asia,2014,11576960.58,5875.46,0.01
EU,EU Institutions,LA,far-east-asia,2014,15710912.11,924.30,3.22
EU,EU Institutions,LB,middle-east,2014,209532556.88,3620.12,
EU,EU Institutions,LC,north-central-america,2014,3735726.84,3247.59,10.24
EU,EU Institutions,LK,south-central-asia,2014,37101266.80,1220.64,0.27
EU,EU Institutions,LR,south-of-sahara,2014,105017539.26,222.89,19.81
EU,EU Institutions,LS,south-of-sahara,2014,16668547.67,1373.95,29.16
EU,EU Institutions,LY,north-of-sahara,2014,36333262.05,17299.26,
EU,EU Institutions,MA,north-of-sahara,2014,538703188.00,2083.56,0.24
EU,EU Institutions,MD,europe,2014,173758705.71,1718.87,0
EU,EU Institutions,ME,europe,2014,89866038.02,6361.95,0
EU,EU Institutions,MG,south-of-sahara,2014,140459536.52,159.49,39.45
EU,EU Institutions,MH,oceania,2014,730078.60,1946.20,
EU,EU Institutions,MK,europe,2014,169340307.97,3694.45,0.39
EU,EU Institutions,ML,south-of-sahara,2014,292789961.38,350.28,16.67
EU,EU Institutions,MM,south-central-asia,2014,66522486.04,832.08,
EU,EU Institutions,MN,far-east-asia,2014,5527737.94,3062.96,0.03
EU,EU Institutions,MR,south-of-sahara,2014,50650387.75,901.83,1.4
EU,EU Institutions,MS,north-central-america,2014,5376033.29,,
EU,EU Institutions,MU,south-of-sahara,2014,9775467.95,3890.83,0.09
EU,EU Institutions,MV,south-central-asia,2014,1024006.34,4501.61,1
EU,EU Institutions,MW,south-of-sahara,2014,75757506.20,160.39,32.64
EU,EU Institutions,MX,north-central-america,2014,63640097.82,3841.95,0.81
EU,EU Institutions,MY,far-east-asia,2014,2806535.90,5036.36,0.01
EU,EU Institutions,MZ,south-of-sahara,2014,109976384.78,342.64,25.25
EU,EU Institutions,NA,south-of-sahara,2014,27904172.81,2211.27,5.14
EU,EU Institutions,NE,south-of-sahara,2014,247600940.78,271.35,13.69
EU,EU Institutions,NG,south-of-sahara,2014,116300572.09,537.24,19.6
EU,EU Institutions,NI,north-central-america,2014,32891462.95,764.14,1.57
EU,EU Institutions,NP,south-central-asia,2014,33327613.80,453.94,1.62
EU,EU Institutions,NR,oceania,2014,1071414.04,,
EU,EU Institutions,NU,oceania,2014,739560.14,,
EU,EU Institutions,PA,north-central-america,2014,11197698.98,3285.76,1.21
EU,EU Institutions,PE,south-america,2014,31820048.91,2540.46,0.79
EU,EU Institutions,PG,oceania,2014,13653417.89,649.71,11.92
EU,EU Institutions,PH,far-east-asia,2014,76857364.86,1258.07,2.36
EU,EU Institutions,PK,south-central-asia,2014,151685680.12,644.36,1.02
EU,EU Institutions,PS,middle-east,2014,458271282.49,,0.02
EU,EU Institutions,PW,oceania,2014,9481.54,5143.72,
EU,EU Institutions,PY,south-america,2014,14231791.84,1463.83,0.85
EU,EU Institutions,RS,europe,2014,442854298.12,4965.47,0.04
EU,EU Institutions,RW,south-of-sahara,2014,89382479.47,388.71,23.77
EU,EU Institutions,SB,oceania,2014,6020778.03,805.45,11.24
EU,EU Institutions,SC,south-of-sahara,2014,2351421.97,8471.93,0.43
EU,EU Institutions,SD,south-of-sahara,2014,96408300.75,282.48,2.43
EU,EU Institutions,SH,south-of-sahara,2014,6286261.15,,
EU,EU Institutions,SL,south-of-sahara,2014,73690530.43,241.24,8.06
EU,EU Institutions,SN,south-of-sahara,2014,88756697.81,557.91,12.48
EU,EU Institutions,SO,south-of-sahara,2014,178233992.68,,
EU,EU Institutions,SR,south-america,2014,94815.40,3957.95,14.23
EU,EU Institutions,SS,south-of-sahara,2014,213960436.15,567.37,37.87
EU,EU Institutions,ST,south-of-sahara,2014,6134556.51,905.77,7.07
EU,EU Institutions,SV,north-central-america,2014,17171069.30,1468.02,0.64
EU,EU Institutions,SY,middle-east,2014,183894472.18,,
EU,EU Institutions,SZ,south-of-sahara,2014,23428885.83,2273.54,16.01
EU,EU Institutions,TD,south-of-sahara,2014,136809143.55,473.67,13.65
EU,EU Institutions,TG,south-of-sahara,2014,34825697.15,334.14,21.5
EU,EU Institutions,TH,far-east-asia,2014,14279199.54,3128.24,0
EU,EU Institutions,TJ,south-central-asia,2014,20062939.06,601.13,4.06
EU,EU Institutions,TL,far-east-asia,2014,21513614.71,3856.61,4.24
EU,EU Institutions,TM,south-central-asia,2014,4304619.25,,0.31
EU,EU Institutions,TN,north-of-sahara,2014,497856712.82,2460.67,0.17
EU,EU Institutions,TO,oceania,2014,4977808.61,1446.72,0.21
EU,EU Institutions,TR,europe,2014,3066842103.85,3873.55,0.06
EU,EU Institutions,TV,oceania,2014,1526527.97,3838.36,0.42
EU,EU Institutions,TZ,south-of-sahara,2014,100295732.24,356.50,13
EU,EU Institutions,UA,europe,2014,465107472.97,2955.98,0
EU,EU Institutions,UG,south-of-sahara,2014,145835569.82,232.23,10.3
EU,EU Institutions,UY,south-america,2014,8656646.20,5888.98,0.09
EU,EU Institutions,UZ,south-central-asia,2014,7262859.79,1352.40,6.36
EU,EU Institutions,VC,north-central-america,2014,4096025.37,3004.52,
EU,EU Institutions,VE,south-america,2014,6589670.44,,6.35
EU,EU Institutions,VN,far-east-asia,2014,43340120.25,1074.58,0.62
EU,EU Institutions,VU,oceania,2014,1232600.23,591.62,3.45
EU,EU Institutions,WF,oceania,2014,587855.49,,
EU,EU Institutions,WS,oceania,2014,8201532.27,1960.35,0.14
EU,EU Institutions,XK,europe,2014,242111129.01,2237.88,0.19
EU,EU Institutions,YE,middle-east,2014,67565455.47,811.58,
