id-from,parent,year,id-to,rank,total-value,purpose-code,purpose-name,purpose-value
afdf,African Development Bank and Fund,2014,TZ,2,181799025.69,31110,Agricultural policy & administrative management,5711168.74
afdf,African Development Bank and Fund,2014,TZ,2,181799025.69,15110,Public sector policy and administrative management,2515534.91
afdf,African Development Bank and Fund,2014,TZ,2,181799025.69,31320,Fishery development,1121320.73
afdf,African Development Bank and Fund,2014,TZ,2,181799025.69,11330,Vocational training,981579.36
afdf,African Development Bank and Fund,2014,TZ,2,181799025.69,43010,Multisector aid,23020.07
afdf,African Development Bank and Fund,2014,ET,3,175073475.60,51010,General budget support-related aid,82617006.60
afdf,African Development Bank and Fund,2014,ET,3,175073475.60,21020,Road transport,51138501.75
afdf,African Development Bank and Fund,2014,ET,3,175073475.60,23630,Electric power transmission and distribution,39359547.44
afdf,African Development Bank and Fund,2014,ET,3,175073475.60,31110,Agricultural policy & administrative management,1958419.81
afdf,African Development Bank and Fund,2014,UG,4,121299126.01,23630,Electric power transmission and distribution,25492041.51
afdf,African Development Bank and Fund,2014,UG,4,121299126.01,43040,Rural development,21889503.34
afdf,African Development Bank and Fund,2014,UG,4,121299126.01,12110,Health policy & administrative management,16858057.10
afdf,African Development Bank and Fund,2014,UG,4,121299126.01,11320,Secondary education,16853143.85
afdf,African Development Bank and Fund,2014,UG,4,121299126.01,14010,Water resources policy/administrative management,16309813.59
afdf,African Development Bank and Fund,2014,UG,4,121299126.01,21020,Road transport,12260895.68
afdf,African Development Bank and Fund,2014,UG,4,121299126.01,31191,Agricultural services,10226693.93
afdf,African Development Bank and Fund,2014,UG,4,121299126.01,11420,Higher education,1326131.97
afdf,African Development Bank and Fund,2014,UG,4,121299126.01,43010,Multisector aid,82845.04
afdf,African Development Bank and Fund,2014,GH,5,104045081.99,21020,Road transport,69925386.23
afdf,African Development Bank and Fund,2014,GH,5,104045081.99,14010,Water resources policy/administrative management,13903509.36
afdf,African Development Bank and Fund,2014,GH,5,104045081.99,31110,Agricultural policy & administrative management,10315185.93
afdf,African Development Bank and Fund,2014,GH,5,104045081.99,23110,Energy policy and administrative management,4890903.49
afdf,African Development Bank and Fund,2014,GH,5,104045081.99,31191,Agricultural services,2131568.32
afdf,African Development Bank and Fund,2014,GH,5,104045081.99,11330,Vocational training,2131088.88
afdf,African Development Bank and Fund,2014,GH,5,104045081.99,15170,Women's equality organisations and institutions,522993.76
afdf,African Development Bank and Fund,2014,GH,5,104045081.99,15110,Public sector policy and administrative management,194419.12
afdf,African Development Bank and Fund,2014,GH,5,104045081.99,43010,Multisector aid,30026.90
afdf,African Development Bank and Fund,2014,CD,6,101485292.85,21050,Air transport,28870995.07
afdf,African Development Bank and Fund,2014,CD,6,101485292.85,14010,Water resources policy/administrative management,21949719.39
afdf,African Development Bank and Fund,2014,CD,6,101485292.85,23630,Electric power transmission and distribution,13470033.84
afdf,African Development Bank and Fund,2014,CD,6,101485292.85,21020,Road transport,11562384.95
afdf,African Development Bank and Fund,2014,CD,6,101485292.85,43010,Multisector aid,11478896.33
afdf,African Development Bank and Fund,2014,CD,6,101485292.85,43040,Rural development,5664998.05
afdf,African Development Bank and Fund,2014,CD,6,101485292.85,23220,Hydro-electric power plants,3216435.90
afdf,African Development Bank and Fund,2014,CD,6,101485292.85,15110,Public sector policy and administrative management,3131305.81
afdf,African Development Bank and Fund,2014,CD,6,101485292.85,31320,Fishery development,2103574.68
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,16010,Social/welfare services,46744728.11
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,41050,Flood prevention/control,7107809.83
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,14010,Water resources policy/administrative management,6134610.73
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,73010,Reconstruction relief and rehabilitation,4017444.38
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,23630,Electric power transmission and distribution,2968247.39
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,14020,Water supply and sanitation - large systems,2231398.44
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,31163,Livestock,733373.02
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,32110,Industrial policy & admin. mgmt,608247.58
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,16061,Culture and recreation,347569.90
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,23110,Energy policy and administrative management,129076.85
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,15110,Public sector policy and administrative management,30197.37
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,21050,Air transport,3475.70
arab-fund-afesd,Arab Fund,2014,EG,2,171674159.68,23310,"Energy generation, non-renewable sources, unspecified",120801544.15
arab-fund-afesd,Arab Fund,2014,EG,2,171674159.68,21050,Air transport,41965581.26
arab-fund-afesd,Arab Fund,2014,EG,2,171674159.68,23110,Energy policy and administrative management,6457049.06
arab-fund-afesd,Arab Fund,2014,EG,2,171674159.68,32162,Forest industries,564079.83
arab-fund-afesd,Arab Fund,2014,EG,2,171674159.68,12110,Health policy & administrative management,528306.21
arab-fund-afesd,Arab Fund,2014,EG,2,171674159.68,12191,Medical services,504336.29
arab-fund-afesd,Arab Fund,2014,EG,2,171674159.68,16061,Culture and recreation,338104.96
arab-fund-afesd,Arab Fund,2014,EG,2,171674159.68,31110,Agricultural policy & administrative management,270802.34
arab-fund-afesd,Arab Fund,2014,EG,2,171674159.68,21030,Rail transport,115754.61
arab-fund-afesd,Arab Fund,2014,EG,2,171674159.68,14010,Water resources policy/administrative management,86892.53
arab-fund-afesd,Arab Fund,2014,EG,2,171674159.68,21010,Transport policy & administrative management,41708.45
arab-fund-afesd,Arab Fund,2014,SD,3,127678790.08,31140,Agricultural water resources,83889498.95
arab-fund-afesd,Arab Fund,2014,SD,3,127678790.08,23310,"Energy generation, non-renewable sources, unspecified",15664949.41
arab-fund-afesd,Arab Fund,2014,SD,3,127678790.08,31110,Agricultural policy & administrative management,9501768.53
arab-fund-afesd,Arab Fund,2014,SD,3,127678790.08,14020,Water supply and sanitation - large systems,5505505.61
arab-fund-afesd,Arab Fund,2014,SD,3,127678790.08,23630,Electric power transmission and distribution,5488130.93
arab-fund-afesd,Arab Fund,2014,SD,3,127678790.08,21020,Road transport,3075992.21
arab-fund-afesd,Arab Fund,2014,SD,3,127678790.08,73010,Reconstruction relief and rehabilitation,2605132.40
arab-fund-afesd,Arab Fund,2014,SD,3,127678790.08,32110,Industrial policy & admin. mgmt,1143509.61
arab-fund-afesd,Arab Fund,2014,SD,3,127678790.08,11110,Education policy & administrative management,456115.11
arab-fund-afesd,Arab Fund,2014,SD,3,127678790.08,23110,Energy policy and administrative management,269105.49
arab-fund-afesd,Arab Fund,2014,SD,3,127678790.08,11120,Education facilities and training,79081.84
arab-fund-afesd,Arab Fund,2014,MR,4,86778634.55,23310,"Energy generation, non-renewable sources, unspecified",46115646.76
arab-fund-afesd,Arab Fund,2014,MR,4,86778634.55,21020,Road transport,27190434.23
arab-fund-afesd,Arab Fund,2014,MR,4,86778634.55,14020,Water supply and sanitation - large systems,10726014.93
arab-fund-afesd,Arab Fund,2014,MR,4,86778634.55,23630,Electric power transmission and distribution,1550166.31
arab-fund-afesd,Arab Fund,2014,MR,4,86778634.55,23110,Energy policy and administrative management,1196372.32
arab-fund-afesd,Arab Fund,2014,MA,5,70525338.73,14020,Water supply and sanitation - large systems,22251399.93
arab-fund-afesd,Arab Fund,2014,MA,5,70525338.73,21040,Water transport,19703720.87
arab-fund-afesd,Arab Fund,2014,MA,5,70525338.73,21020,Road transport,18296048.74
arab-fund-afesd,Arab Fund,2014,MA,5,70525338.73,31140,Agricultural water resources,9954404.73
arab-fund-afesd,Arab Fund,2014,MA,5,70525338.73,23630,Electric power transmission and distribution,319764.47
arab-fund-afesd,Arab Fund,2014,JO,6,47873776.71,14020,Water supply and sanitation - large systems,40630900.63
arab-fund-afesd,Arab Fund,2014,JO,6,47873776.71,23310,"Energy generation, non-renewable sources, unspecified",4660911.84
arab-fund-afesd,Arab Fund,2014,JO,6,47873776.71,31110,Agricultural policy & administrative management,1296434.54
arab-fund-afesd,Arab Fund,2014,JO,6,47873776.71,11110,Education policy & administrative management,695139.81
arab-fund-afesd,Arab Fund,2014,JO,6,47873776.71,12110,Health policy & administrative management,525054.16
arab-fund-afesd,Arab Fund,2014,JO,6,47873776.71,23110,Energy policy and administrative management,65335.74
arab-fund-afesd,Arab Fund,2014,TN,7,42759342.69,21020,Road transport,14882950.07
arab-fund-afesd,Arab Fund,2014,TN,7,42759342.69,31110,Agricultural policy & administrative management,10427087.20
arab-fund-afesd,Arab Fund,2014,TN,7,42759342.69,23310,"Energy generation, non-renewable sources, unspecified",7705631.61
arab-fund-afesd,Arab Fund,2014,TN,7,42759342.69,31140,Agricultural water resources,5408191.54
arab-fund-afesd,Arab Fund,2014,TN,7,42759342.69,14020,Water supply and sanitation - large systems,2485124.27
arab-fund-afesd,Arab Fund,2014,TN,7,42759342.69,16010,Social/welfare services,1654438.17
arab-fund-afesd,Arab Fund,2014,TN,7,42759342.69,23110,Energy policy and administrative management,195919.84
arab-fund-afesd,Arab Fund,2014,LB,8,41524352.81,31140,Agricultural water resources,17757340.50
arab-fund-afesd,Arab Fund,2014,LB,8,41524352.81,14020,Water supply and sanitation - large systems,9464333.71
arab-fund-afesd,Arab Fund,2014,LB,8,41524352.81,21010,Transport policy & administrative management,5356057.59
arab-fund-afesd,Arab Fund,2014,LB,8,41524352.81,21020,Road transport,4222978.74
arab-fund-afesd,Arab Fund,2014,LB,8,41524352.81,16010,Social/welfare services,1522354.93
arab-fund-afesd,Arab Fund,2014,LB,8,41524352.81,12110,Health policy & administrative management,957172.59
arab-fund-afesd,Arab Fund,2014,LB,8,41524352.81,11120,Education facilities and training,741090.59
arab-fund-afesd,Arab Fund,2014,LB,8,41524352.81,11110,Education policy & administrative management,538733.99
arab-fund-afesd,Arab Fund,2014,LB,8,41524352.81,23630,Electric power transmission and distribution,305861.65
arab-fund-afesd,Arab Fund,2014,LB,8,41524352.81,23110,Energy policy and administrative management,286469.77
arab-fund-afesd,Arab Fund,2014,LB,8,41524352.81,43010,Multisector aid,202448.62
arab-fund-afesd,Arab Fund,2014,LB,8,41524352.81,12191,Medical services,169510.13
arab-fund-afesd,Arab Fund,2014,DJ,9,17312468.42,14020,Water supply and sanitation - large systems,8883890.58
arab-fund-afesd,Arab Fund,2014,DJ,9,17312468.42,21040,Water transport,7139092.18
arab-fund-afesd,Arab Fund,2014,DJ,9,17312468.42,11110,Education policy & administrative management,1160884.29
arab-fund-afesd,Arab Fund,2014,DJ,9,17312468.42,23310,"Energy generation, non-renewable sources, unspecified",128601.37
arab-fund-afesd,Arab Fund,2014,PS,10,52135.54,11110,Education policy & administrative management,52135.54
arab-fund-afesd,Arab Fund,2014,other,11,6425346.38,31110,Agricultural policy & administrative management,4299047.94
arab-fund-afesd,Arab Fund,2014,other,11,6425346.38,12240,Basic nutrition,1066155.62
arab-fund-afesd,Arab Fund,2014,other,11,6425346.38,12110,Health policy & administrative management,347569.90
arab-fund-afesd,Arab Fund,2014,other,11,6425346.38,23630,Electric power transmission and distribution,337924.68
arab-fund-afesd,Arab Fund,2014,other,11,6425346.38,23110,Energy policy and administrative management,231021.06
arab-fund-afesd,Arab Fund,2014,other,11,6425346.38,12181,Medical education/training,86892.53
arab-fund-afesd,Arab Fund,2014,other,11,6425346.38,41010,Environmental policy and admin. mgmt,52135.54
arab-fund-afesd,Arab Fund,2014,other,11,6425346.38,11110,Education policy & administrative management,4599.11
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,23310,"Energy generation, non-renewable sources, unspecified",154672108.77
arab-fund-afesd,Arab Fund,2014,YE,1,263948822.13,21020,Road transport,38220534.05
asdb-special-funds,Asian Development Bank,2014,KH,8,100590123.09,15110,Public sector policy and administrative management,1774488.20
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,23110,Energy policy and administrative management,395811660.45
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,16010,Social/welfare services,66650575.76
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,31140,Agricultural water resources,42555445.75
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,14031,Basic drinking water supply,4184772.27
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,23630,Electric power transmission and distribution,2505097.22
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,24040,Informal/semi-formal financial intermediaries,2390643.24
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,43030,Urban development and management,1986770.85
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,14050,Waste management/disposal,1868610.34
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,11330,Vocational training,1099389.41
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,21020,Road transport,833796.70
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,14022,Sanitation - large systems,685781.85
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,99810,Sectors not specified,479522.39
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,21010,Transport policy & administrative management,427335.34
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,14015,Water resources protection,185598.65
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,23220,Hydro-electric power plants,167276.18
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,33210,Tourism policy and admin. management,148666.45
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,23310,"Energy generation, non-renewable sources, unspecified",147785.83
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,15111,Public finance management,87691.72
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,14010,Water resources policy/administrative management,75853.26
asdb-special-funds,Asian Development Bank,2014,PK,1,522338509.84,15110,Public sector policy and administrative management,46236.17
asdb-special-funds,Asian Development Bank,2014,BD,2,450074763.78,24030,Formal sector financial intermediaries,143288883.62
asdb-special-funds,Asian Development Bank,2014,BD,2,450074763.78,16010,Social/welfare services,51399042.72
asdb-special-funds,Asian Development Bank,2014,BD,2,450074763.78,11110,Education policy & administrative management,37852175.23
asdb-special-funds,Asian Development Bank,2014,BD,2,450074763.78,14031,Basic drinking water supply,29408727.89
asdb-special-funds,Asian Development Bank,2014,BD,2,450074763.78,41050,Flood prevention/control,26218288.02
asdb-special-funds,Asian Development Bank,2014,BD,2,450074763.78,11320,Secondary education,20823489.36
asdb-special-funds,Asian Development Bank,2014,BD,2,450074763.78,31110,Agricultural policy & administrative management,18141775.63
asdb-special-funds,Asian Development Bank,2014,BD,2,450074763.78,23630,Electric power transmission and distribution,16326376.60
asdb-special-funds,Asian Development Bank,2014,BD,2,450074763.78,43030,Urban development and management,14604161.96
