id,year,destination-institution-type,creditor-type,creditor-institution,financing-type,value
TN,2006,ppg,private,private,other-private,1651071.118
TO,2006,png,private,private,bonds,0
TO,2006,png,private,private,commercial-banking,0
TO,2006,ppg,official,bilateral,concessional,0
TO,2006,ppg,official,bilateral,non-concessional,0
TO,2006,ppg,official,multilateral,concessional,4181622.011
TO,2006,ppg,official,multilateral,non-concessional,0
TO,2006,ppg,private,private,bonds,0
TO,2006,ppg,private,private,commercial-banking,0
TO,2006,ppg,private,private,other-private,0
TR,2006,png,private,private,bonds,2110439090
TR,2006,png,private,private,commercial-banking,56655928274
TR,2006,ppg,official,bilateral,concessional,380110271.9
TR,2006,ppg,official,bilateral,non-concessional,65056874.39
TR,2006,ppg,official,multilateral,concessional,20139328.46
TR,2006,ppg,official,multilateral,non-concessional,2439566799
TR,2006,ppg,private,private,bonds,6732300100
TR,2006,ppg,private,private,commercial-banking,2132501920
TR,2006,ppg,private,private,other-private,527924.1441
TT,2006,png,private,private,bonds,
TT,2006,png,private,private,commercial-banking,
TT,2006,ppg,official,bilateral,concessional,
TT,2006,ppg,official,bilateral,non-concessional,
TT,2006,ppg,official,multilateral,concessional,
TT,2006,ppg,official,multilateral,non-concessional,
TT,2006,ppg,private,private,bonds,
TT,2006,ppg,private,private,commercial-banking,
TT,2006,ppg,private,private,other-private,
TV,2006,png,private,private,bonds,
TV,2006,png,private,private,commercial-banking,
TV,2006,ppg,official,bilateral,concessional,
TV,2006,ppg,official,bilateral,non-concessional,
TV,2006,ppg,official,multilateral,concessional,
TV,2006,ppg,official,multilateral,non-concessional,
TV,2006,ppg,private,private,bonds,
TV,2006,ppg,private,private,commercial-banking,
TV,2006,ppg,private,private,other-private,
TW,2006,png,private,private,bonds,
TW,2006,png,private,private,commercial-banking,
TW,2006,ppg,official,bilateral,concessional,
TW,2006,ppg,official,bilateral,non-concessional,
TW,2006,ppg,official,multilateral,concessional,
TW,2006,ppg,official,multilateral,non-concessional,
TW,2006,ppg,private,private,bonds,
TW,2006,ppg,private,private,commercial-banking,
TW,2006,ppg,private,private,other-private,
TZ,2006,png,private,private,bonds,0
TZ,2006,png,private,private,commercial-banking,0
TZ,2006,ppg,official,bilateral,concessional,87771215.8
TZ,2006,ppg,official,bilateral,non-concessional,7952.812559
TZ,2006,ppg,official,multilateral,concessional,625330977
TZ,2006,ppg,official,multilateral,non-concessional,29192123.97
TZ,2006,ppg,private,private,bonds,0
TZ,2006,ppg,private,private,commercial-banking,17448470.75
TZ,2006,ppg,private,private,other-private,0
UA,2006,png,private,private,bonds,1526481191
UA,2006,png,private,private,commercial-banking,23146593513
UA,2006,ppg,official,bilateral,concessional,0
UA,2006,ppg,official,bilateral,non-concessional,0
UA,2006,ppg,official,multilateral,concessional,0
UA,2006,ppg,official,multilateral,non-concessional,505350180.7
UA,2006,ppg,private,private,bonds,3038160507
UA,2006,ppg,private,private,commercial-banking,0
UA,2006,ppg,private,private,other-private,0
UG,2006,png,private,private,bonds,0
UG,2006,png,private,private,commercial-banking,0
UG,2006,ppg,official,bilateral,concessional,0
UG,2006,ppg,official,bilateral,non-concessional,0
UG,2006,ppg,official,multilateral,concessional,294565920.7
UG,2006,ppg,official,multilateral,non-concessional,42887112.68
UG,2006,ppg,private,private,bonds,0
UG,2006,ppg,private,private,commercial-banking,0
UG,2006,ppg,private,private,other-private,0
US,2006,png,private,private,bonds,
US,2006,png,private,private,commercial-banking,
US,2006,ppg,official,bilateral,concessional,
US,2006,ppg,official,bilateral,non-concessional,
US,2006,ppg,official,multilateral,concessional,
US,2006,ppg,official,multilateral,non-concessional,
US,2006,ppg,private,private,bonds,
US,2006,ppg,private,private,commercial-banking,
US,2006,ppg,private,private,other-private,
UY,2006,png,private,private,bonds,
UY,2006,png,private,private,commercial-banking,
UY,2006,ppg,official,bilateral,concessional,
UY,2006,ppg,official,bilateral,non-concessional,
UY,2006,ppg,official,multilateral,concessional,
UY,2006,ppg,official,multilateral,non-concessional,
UY,2006,ppg,private,private,bonds,
UY,2006,ppg,private,private,commercial-banking,
UY,2006,ppg,private,private,other-private,
UZ,2006,png,private,private,bonds,0
UZ,2006,png,private,private,commercial-banking,321528759.7
UZ,2006,ppg,official,bilateral,concessional,81404022.64
UZ,2006,ppg,official,bilateral,non-concessional,2152673.162
UZ,2006,ppg,official,multilateral,concessional,49989650.98
UZ,2006,ppg,official,multilateral,non-concessional,176513703.1
UZ,2006,ppg,private,private,bonds,0
UZ,2006,ppg,private,private,commercial-banking,17617110.74
UZ,2006,ppg,private,private,other-private,13758787.61
VC,2006,png,private,private,bonds,0
VC,2006,png,private,private,commercial-banking,0
VC,2006,ppg,official,bilateral,concessional,494824.6576
VC,2006,ppg,official,bilateral,non-concessional,0
VC,2006,ppg,official,multilateral,concessional,2926955.945
VC,2006,ppg,official,multilateral,non-concessional,12636187.47
VC,2006,ppg,private,private,bonds,0
VC,2006,ppg,private,private,commercial-banking,0
VC,2006,ppg,private,private,other-private,0
VE,2006,png,private,private,bonds,
VE,2006,png,private,private,commercial-banking,
VE,2006,ppg,official,bilateral,concessional,
VE,2006,ppg,official,bilateral,non-concessional,
VE,2006,ppg,official,multilateral,concessional,
VE,2006,ppg,official,multilateral,non-concessional,
VE,2006,ppg,private,private,bonds,
VE,2006,ppg,private,private,commercial-banking,
VE,2006,ppg,private,private,other-private,
VN,2006,png,private,private,bonds,0
VN,2006,png,private,private,commercial-banking,0
VN,2006,ppg,official,bilateral,concessional,1021746289
VN,2006,ppg,official,bilateral,non-concessional,9090134.124
VN,2006,ppg,official,multilateral,concessional,862248087.1
VN,2006,ppg,official,multilateral,non-concessional,44569273.22
VN,2006,ppg,private,private,bonds,0
VN,2006,ppg,private,private,commercial-banking,128354942.8
VN,2006,ppg,private,private,other-private,0
VU,2006,png,private,private,bonds,0
VU,2006,png,private,private,commercial-banking,0
VU,2006,ppg,official,bilateral,concessional,0
VU,2006,ppg,official,bilateral,non-concessional,0
VU,2006,ppg,official,multilateral,concessional,0
VU,2006,ppg,official,multilateral,non-concessional,0
VU,2006,ppg,private,private,bonds,0
VU,2006,ppg,private,private,commercial-banking,0
VU,2006,ppg,private,private,other-private,0
WS,2006,png,private,private,bonds,0
WS,2006,png,private,private,commercial-banking,0
WS,2006,ppg,official,bilateral,concessional,0
WS,2006,ppg,official,bilateral,non-concessional,0
WS,2006,ppg,official,multilateral,concessional,10476161.49
WS,2006,ppg,official,multilateral,non-concessional,0
WS,2006,ppg,private,private,bonds,0
WS,2006,ppg,private,private,commercial-banking,0
WS,2006,ppg,private,private,other-private,0
XK,2006,png,private,private,bonds,
XK,2006,png,private,private,commercial-banking,
XK,2006,ppg,official,bilateral,concessional,
XK,2006,ppg,official,bilateral,non-concessional,
XK,2006,ppg,official,multilateral,concessional,
XK,2006,ppg,official,multilateral,non-concessional,
XK,2006,ppg,private,private,bonds,
XK,2006,ppg,private,private,commercial-banking,
XK,2006,ppg,private,private,other-private,
YE,2006,png,private,private,bonds,
YE,2006,png,private,private,commercial-banking,
YE,2006,ppg,official,bilateral,concessional,
YE,2006,ppg,official,bilateral,non-concessional,
YE,2006,ppg,official,multilateral,concessional,
YE,2006,ppg,official,multilateral,non-concessional,
YE,2006,ppg,private,private,bonds,
YE,2006,ppg,private,private,commercial-banking,
YE,2006,ppg,private,private,other-private,
ZA,2006,png,private,private,bonds,0
ZA,2006,png,private,private,commercial-banking,3480756161
ZA,2006,ppg,official,bilateral,concessional,0
ZA,2006,ppg,official,bilateral,non-concessional,0
ZA,2006,ppg,official,multilateral,concessional,0
ZA,2006,ppg,official,multilateral,non-concessional,60693356.35
ZA,2006,ppg,private,private,bonds,2330989854
ZA,2006,ppg,private,private,commercial-banking,186335982.9
ZA,2006,ppg,private,private,other-private,0
ZM,2006,png,private,private,bonds,0
ZM,2006,png,private,private,commercial-banking,314616506.3
ZM,2006,ppg,official,bilateral,concessional,68798905.04
ZM,2006,ppg,official,bilateral,non-concessional,0
ZM,2006,ppg,official,multilateral,concessional,128268792.2
ZM,2006,ppg,official,multilateral,non-concessional,4010045.099
ZM,2006,ppg,private,private,bonds,0
ZM,2006,ppg,private,private,commercial-banking,0
ZM,2006,ppg,private,private,other-private,0
ZW,2006,png,private,private,bonds,0
ZW,2006,png,private,private,commercial-banking,33223614.25
ZW,2006,ppg,official,bilateral,concessional,2177333.291
ZW,2006,ppg,official,bilateral,non-concessional,40075984.69
ZW,2006,ppg,official,multilateral,concessional,3089005.087
ZW,2006,ppg,official,multilateral,non-concessional,0
ZW,2006,ppg,private,private,bonds,0
ZW,2006,ppg,private,private,commercial-banking,0
ZW,2006,ppg,private,private,other-private,9901823.604
AE,2007,png,private,private,bonds,
AE,2007,png,private,private,commercial-banking,
AE,2007,ppg,official,bilateral,concessional,
AE,2007,ppg,official,bilateral,non-concessional,
AE,2007,ppg,official,multilateral,concessional,
AE,2007,ppg,official,multilateral,non-concessional,
AE,2007,ppg,private,private,bonds,
AE,2007,ppg,private,private,commercial-banking,
AE,2007,ppg,private,private,other-private,
AF,2007,png,private,private,bonds,0
AF,2007,png,private,private,commercial-banking,0
AF,2007,ppg,official,bilateral,concessional,8661926.469
AF,2007,ppg,official,bilateral,non-concessional,0
AF,2007,ppg,official,multilateral,concessional,176792884.4
AF,2007,ppg,official,multilateral,non-concessional,0
AF,2007,ppg,private,private,bonds,0
AF,2007,ppg,private,private,commercial-banking,0
AF,2007,ppg,private,private,other-private,0
AG,2007,png,private,private,bonds,
AG,2007,png,private,private,commercial-banking,
AG,2007,ppg,official,bilateral,concessional,
AG,2007,ppg,official,bilateral,non-concessional,
AG,2007,ppg,official,multilateral,concessional,
AG,2007,ppg,official,multilateral,non-concessional,
AG,2007,ppg,private,private,bonds,
AG,2007,ppg,private,private,commercial-banking,
AG,2007,ppg,private,private,other-private,
AL,2007,png,private,private,bonds,0
AL,2007,png,private,private,commercial-banking,121545043.1
AL,2007,ppg,official,bilateral,concessional,31186745.88
AL,2007,ppg,official,bilateral,non-concessional,0
AL,2007,ppg,official,multilateral,concessional,60839748.85
AL,2007,ppg,official,multilateral,non-concessional,64562220.66
AL,2007,ppg,private,private,bonds,0
AL,2007,ppg,private,private,commercial-banking,461947.6108
AL,2007,ppg,private,private,other-private,976716.674
AM,2007,png,private,private,bonds,0
AM,2007,png,private,private,commercial-banking,559047562.1
AM,2007,ppg,official,bilateral,concessional,99213269.09
AM,2007,ppg,official,bilateral,non-concessional,0
AM,2007,ppg,official,multilateral,concessional,113510041.2
AM,2007,ppg,official,multilateral,non-concessional,0
AM,2007,ppg,private,private,bonds,0
AM,2007,ppg,private,private,commercial-banking,0
AM,2007,ppg,private,private,other-private,0
AO,2007,png,private,private,bonds,0
AO,2007,png,private,private,commercial-banking,0
AO,2007,ppg,official,bilateral,concessional,1050272913
AO,2007,ppg,official,bilateral,non-concessional,314271654.9
AO,2007,ppg,official,multilateral,concessional,14574669.59
AO,2007,ppg,official,multilateral,non-concessional,0
AO,2007,ppg,private,private,bonds,0
AO,2007,ppg,private,private,commercial-banking,6608027134
AO,2007,ppg,private,private,other-private,193709397
AR,2007,png,private,private,bonds,3323288852
AR,2007,png,private,private,commercial-banking,1779153830
AR,2007,ppg,official,bilateral,concessional,14683949.61
AR,2007,ppg,official,bilateral,non-concessional,0
AR,2007,ppg,official,multilateral,concessional,43839832.99
AR,2007,ppg,official,multilateral,non-concessional,3474801592
AR,2007,ppg,private,private,bonds,5555941580
AR,2007,ppg,private,private,commercial-banking,17791.5383
AR,2007,ppg,private,private,other-private,0
AT,2007,png,private,private,bonds,
AT,2007,png,private,private,commercial-banking,
AT,2007,ppg,official,bilateral,concessional,
AT,2007,ppg,official,bilateral,non-concessional,
AT,2007,ppg,official,multilateral,concessional,
AT,2007,ppg,official,multilateral,non-concessional,
AT,2007,ppg,private,private,bonds,
AT,2007,ppg,private,private,commercial-banking,
AT,2007,ppg,private,private,other-private,
AU,2007,png,private,private,bonds,
AU,2007,png,private,private,commercial-banking,
AU,2007,ppg,official,bilateral,concessional,
AU,2007,ppg,official,bilateral,non-concessional,
AU,2007,ppg,official,multilateral,concessional,
AU,2007,ppg,official,multilateral,non-concessional,
AU,2007,ppg,private,private,bonds,
AU,2007,ppg,private,private,commercial-banking,
AU,2007,ppg,private,private,other-private,
AZ,2007,png,private,private,bonds,0
AZ,2007,png,private,private,commercial-banking,75315968.48
AZ,2007,ppg,official,bilateral,concessional,22806970.74
AZ,2007,ppg,official,bilateral,non-concessional,0
AZ,2007,ppg,official,multilateral,concessional,134750425.4
AZ,2007,ppg,official,multilateral,non-concessional,213388310
AZ,2007,ppg,private,private,bonds,0
AZ,2007,ppg,private,private,commercial-banking,191146193.1
AZ,2007,ppg,private,private,other-private,144432947
BA,2007,png,private,private,bonds,0
BA,2007,png,private,private,commercial-banking,929546682.3
BA,2007,ppg,official,bilateral,concessional,21493196.87
BA,2007,ppg,official,bilateral,non-concessional,0
BA,2007,ppg,official,multilateral,concessional,68864500.99
BA,2007,ppg,official,multilateral,non-concessional,56381831.65
BA,2007,ppg,private,private,bonds,0
BA,2007,ppg,private,private,commercial-banking,13027987.32
BA,2007,ppg,private,private,other-private,0
BB,2007,png,private,private,bonds,
BB,2007,png,private,private,commercial-banking,
BB,2007,ppg,official,bilateral,concessional,
BB,2007,ppg,official,bilateral,non-concessional,
BB,2007,ppg,official,multilateral,concessional,
BB,2007,ppg,official,multilateral,non-concessional,
BB,2007,ppg,private,private,bonds,
BB,2007,ppg,private,private,commercial-banking,
BB,2007,ppg,private,private,other-private,
BD,2007,png,private,private,bonds,0
BD,2007,png,private,private,commercial-banking,0
BD,2007,ppg,official,bilateral,concessional,75640299.7
BD,2007,ppg,official,bilateral,non-concessional,14072234.08
BD,2007,ppg,official,multilateral,concessional,1186202268
BD,2007,ppg,official,multilateral,non-concessional,80791282.62
BD,2007,ppg,private,private,bonds,0
BD,2007,ppg,private,private,commercial-banking,0
BD,2007,ppg,private,private,other-private,0
BE,2007,png,private,private,bonds,
BE,2007,png,private,private,commercial-banking,
BE,2007,ppg,official,bilateral,concessional,
BE,2007,ppg,official,bilateral,non-concessional,
BE,2007,ppg,official,multilateral,concessional,
BE,2007,ppg,official,multilateral,non-concessional,
BE,2007,ppg,private,private,bonds,
BE,2007,ppg,private,private,commercial-banking,
BE,2007,ppg,private,private,other-private,
BF,2007,png,private,private,bonds,0
BF,2007,png,private,private,commercial-banking,0
BF,2007,ppg,official,bilateral,concessional,59231608.76
BF,2007,ppg,official,bilateral,non-concessional,0
BF,2007,ppg,official,multilateral,concessional,197768325.5
BF,2007,ppg,official,multilateral,non-concessional,0
BF,2007,ppg,private,private,bonds,0
BF,2007,ppg,private,private,commercial-banking,0
BF,2007,ppg,private,private,other-private,16212573.98
BG,2007,png,private,private,bonds,0
BG,2007,png,private,private,commercial-banking,15164682682
BG,2007,ppg,official,bilateral,concessional,64302178.11
BG,2007,ppg,official,bilateral,non-concessional,14674080.84
BG,2007,ppg,official,multilateral,concessional,5496528.971
BG,2007,ppg,official,multilateral,non-concessional,335462723.3
BG,2007,ppg,private,private,bonds,0
BG,2007,ppg,private,private,commercial-banking,7873783.566
BG,2007,ppg,private,private,other-private,0
BH,2007,png,private,private,bonds,
BH,2007,png,private,private,commercial-banking,
BH,2007,ppg,official,bilateral,concessional,
BH,2007,ppg,official,bilateral,non-concessional,
BH,2007,ppg,official,multilateral,concessional,
BH,2007,ppg,official,multilateral,non-concessional,
BH,2007,ppg,private,private,bonds,
BH,2007,ppg,private,private,commercial-banking,
BH,2007,ppg,private,private,other-private,
BI,2007,png,private,private,bonds,0
BI,2007,png,private,private,commercial-banking,0
BI,2007,ppg,official,bilateral,concessional,2283100.346
BI,2007,ppg,official,bilateral,non-concessional,0
BI,2007,ppg,official,multilateral,concessional,44378042.58
BI,2007,ppg,official,multilateral,non-concessional,0
BI,2007,ppg,private,private,bonds,0
BI,2007,ppg,private,private,commercial-banking,0
BI,2007,ppg,private,private,other-private,0
BJ,2007,png,private,private,bonds,0
BJ,2007,png,private,private,commercial-banking,0
BJ,2007,ppg,official,bilateral,concessional,23879657.51
BJ,2007,ppg,official,bilateral,non-concessional,0
BJ,2007,ppg,official,multilateral,concessional,156390217.4
BJ,2007,ppg,official,multilateral,non-concessional,0
BJ,2007,ppg,private,private,bonds,0
BJ,2007,ppg,private,private,commercial-banking,0
BJ,2007,ppg,private,private,other-private,0
BN,2007,png,private,private,bonds,
BN,2007,png,private,private,commercial-banking,
BN,2007,ppg,official,bilateral,concessional,
BN,2007,ppg,official,bilateral,non-concessional,
BN,2007,ppg,official,multilateral,concessional,
BN,2007,ppg,official,multilateral,non-concessional,
BN,2007,ppg,private,private,bonds,
BN,2007,ppg,private,private,commercial-banking,
BN,2007,ppg,private,private,other-private,
BO,2007,png,private,private,bonds,0
BO,2007,png,private,private,commercial-banking,967059481.7
BO,2007,ppg,official,bilateral,concessional,140981133.5
BO,2007,ppg,official,bilateral,non-concessional,0
BO,2007,ppg,official,multilateral,concessional,138160206.3
BO,2007,ppg,official,multilateral,non-concessional,223790835.8
BO,2007,ppg,private,private,bonds,16092329.47
BO,2007,ppg,private,private,commercial-banking,24458.90588
BO,2007,ppg,private,private,other-private,538095.9293
BR,2007,png,private,private,bonds,19589081216
BR,2007,png,private,private,commercial-banking,55828902066
BR,2007,ppg,official,bilateral,concessional,77689811.92
BR,2007,ppg,official,bilateral,non-concessional,31369268.99
BR,2007,ppg,official,multilateral,concessional,30152860.79
BR,2007,ppg,official,multilateral,non-concessional,2764125208
BR,2007,ppg,private,private,bonds,4729373980
BR,2007,ppg,private,private,commercial-banking,1134100254
BR,2007,ppg,private,private,other-private,71169020.23
BS,2007,png,private,private,bonds,
BS,2007,png,private,private,commercial-banking,
BS,2007,ppg,official,bilateral,concessional,
BS,2007,ppg,official,bilateral,non-concessional,
BS,2007,ppg,official,multilateral,concessional,
BS,2007,ppg,official,multilateral,non-concessional,
BS,2007,ppg,private,private,bonds,
BS,2007,ppg,private,private,commercial-banking,
BS,2007,ppg,private,private,other-private,
BT,2007,png,private,private,bonds,0
BT,2007,png,private,private,commercial-banking,0
BT,2007,ppg,official,bilateral,concessional,4023587.243
BT,2007,ppg,official,bilateral,non-concessional,7247843.365
BT,2007,ppg,official,multilateral,concessional,23084725.84
BT,2007,ppg,official,multilateral,non-concessional,0
BT,2007,ppg,private,private,bonds,0
BT,2007,ppg,private,private,commercial-banking,0
BT,2007,ppg,private,private,other-private,0
BW,2007,png,private,private,bonds,0
BW,2007,png,private,private,commercial-banking,0
BW,2007,ppg,official,bilateral,concessional,49056847.57
BW,2007,ppg,official,bilateral,non-concessional,0
BW,2007,ppg,official,multilateral,concessional,7323450.266
BW,2007,ppg,official,multilateral,non-concessional,1757304.988
BW,2007,ppg,private,private,bonds,0
BW,2007,ppg,private,private,commercial-banking,0
BW,2007,ppg,private,private,other-private,0
BY,2007,png,private,private,bonds,0
BY,2007,png,private,private,commercial-banking,896669546.7
BY,2007,ppg,official,bilateral,concessional,1664092719
BY,2007,ppg,official,bilateral,non-concessional,83686752.43
BY,2007,ppg,official,multilateral,concessional,0
BY,2007,ppg,official,multilateral,non-concessional,8166170.924
BY,2007,ppg,private,private,bonds,21336101.48
BY,2007,ppg,private,private,commercial-banking,1315501498
BY,2007,ppg,private,private,other-private,5407448.311
BZ,2007,png,private,private,bonds,0
BZ,2007,png,private,private,commercial-banking,0
BZ,2007,ppg,official,bilateral,concessional,28234117.75
BZ,2007,ppg,official,bilateral,non-concessional,0
BZ,2007,ppg,official,multilateral,concessional,8510716.651
BZ,2007,ppg,official,multilateral,non-concessional,30550549.13
BZ,2007,ppg,private,private,bonds,0
BZ,2007,ppg,private,private,commercial-banking,579805021.5
BZ,2007,ppg,private,private,other-private,0
CA,2007,png,private,private,bonds,
CA,2007,png,private,private,commercial-banking,
CA,2007,ppg,official,bilateral,concessional,
CA,2007,ppg,official,bilateral,non-concessional,
CA,2007,ppg,official,multilateral,concessional,
CA,2007,ppg,official,multilateral,non-concessional,
CA,2007,ppg,private,private,bonds,
CA,2007,ppg,private,private,commercial-banking,
CA,2007,ppg,private,private,other-private,
CD,2007,png,private,private,bonds,
CD,2007,png,private,private,commercial-banking,
CD,2007,ppg,official,bilateral,concessional,
CD,2007,ppg,official,bilateral,non-concessional,
CD,2007,ppg,official,multilateral,concessional,
CD,2007,ppg,official,multilateral,non-concessional,
CD,2007,ppg,private,private,bonds,
CD,2007,ppg,private,private,commercial-banking,
CD,2007,ppg,private,private,other-private,
CF,2007,png,private,private,bonds,0
CF,2007,png,private,private,commercial-banking,0
CF,2007,ppg,official,bilateral,concessional,0
CF,2007,ppg,official,bilateral,non-concessional,0
CF,2007,ppg,official,multilateral,concessional,3119789.572
CF,2007,ppg,official,multilateral,non-concessional,0
CF,2007,ppg,private,private,bonds,0
CF,2007,ppg,private,private,commercial-banking,0
CF,2007,ppg,private,private,other-private,0
CG,2007,png,private,private,bonds,
CG,2007,png,private,private,commercial-banking,
CG,2007,ppg,official,bilateral,concessional,
CG,2007,ppg,official,bilateral,non-concessional,
CG,2007,ppg,official,multilateral,concessional,
CG,2007,ppg,official,multilateral,non-concessional,
CG,2007,ppg,private,private,bonds,
CG,2007,ppg,private,private,commercial-banking,
CG,2007,ppg,private,private,other-private,
CH,2007,png,private,private,bonds,
CH,2007,png,private,private,commercial-banking,
CH,2007,ppg,official,bilateral,concessional,
CH,2007,ppg,official,bilateral,non-concessional,
CH,2007,ppg,official,multilateral,concessional,
CH,2007,ppg,official,multilateral,non-concessional,
CH,2007,ppg,private,private,bonds,
CH,2007,ppg,private,private,commercial-banking,
CH,2007,ppg,private,private,other-private,
CI,2007,png,private,private,bonds,
CI,2007,png,private,private,commercial-banking,
CI,2007,ppg,official,bilateral,concessional,
CI,2007,ppg,official,bilateral,non-concessional,
CI,2007,ppg,official,multilateral,concessional,
CI,2007,ppg,official,multilateral,non-concessional,
CI,2007,ppg,private,private,bonds,
CI,2007,ppg,private,private,commercial-banking,
CI,2007,ppg,private,private,other-private,
CL,2007,png,private,private,bonds,
CL,2007,png,private,private,commercial-banking,
CL,2007,ppg,official,bilateral,concessional,
CL,2007,ppg,official,bilateral,non-concessional,
CL,2007,ppg,official,multilateral,concessional,
CL,2007,ppg,official,multilateral,non-concessional,
CL,2007,ppg,private,private,bonds,
CL,2007,ppg,private,private,commercial-banking,
CL,2007,ppg,private,private,other-private,
CM,2007,png,private,private,bonds,0
CM,2007,png,private,private,commercial-banking,89697565.71
CM,2007,ppg,official,bilateral,concessional,84227666.16
CM,2007,ppg,official,bilateral,non-concessional,0
CM,2007,ppg,official,multilateral,concessional,76689529.48
CM,2007,ppg,official,multilateral,non-concessional,14936779.93
CM,2007,ppg,private,private,bonds,0
CM,2007,ppg,private,private,commercial-banking,0
CM,2007,ppg,private,private,other-private,0
CN,2007,png,private,private,bonds,1120082101
CN,2007,png,private,private,commercial-banking,43951113472
CN,2007,ppg,official,bilateral,concessional,1480348941
CN,2007,ppg,official,bilateral,non-concessional,0
CN,2007,ppg,official,multilateral,concessional,21646343.42
CN,2007,ppg,official,multilateral,non-concessional,3648873297
CN,2007,ppg,private,private,bonds,2204403311
CN,2007,ppg,private,private,commercial-banking,325429259.1
CN,2007,ppg,private,private,other-private,3112011892
CO,2007,png,private,private,bonds,689573315.1
CO,2007,png,private,private,commercial-banking,5729780829
CO,2007,ppg,official,bilateral,concessional,0
CO,2007,ppg,official,bilateral,non-concessional,0
CO,2007,ppg,official,multilateral,concessional,53148605.96
CO,2007,ppg,official,multilateral,non-concessional,2272074969
CO,2007,ppg,private,private,bonds,1901729990
CO,2007,ppg,private,private,commercial-banking,2293009180
CO,2007,ppg,private,private,other-private,0
CR,2007,png,private,private,bonds,0
CR,2007,png,private,private,commercial-banking,723446126.8
CR,2007,ppg,official,bilateral,concessional,23583556.09
CR,2007,ppg,official,bilateral,non-concessional,0
CR,2007,ppg,official,multilateral,concessional,2213852.489
CR,2007,ppg,official,multilateral,non-concessional,147613686.3
CR,2007,ppg,private,private,bonds,0
CR,2007,ppg,private,private,commercial-banking,0
CR,2007,ppg,private,private,other-private,0
CV,2007,png,private,private,bonds,0
CV,2007,png,private,private,commercial-banking,0
CV,2007,ppg,official,bilateral,concessional,17158352.97
CV,2007,ppg,official,bilateral,non-concessional,0
CV,2007,ppg,official,multilateral,concessional,35100149.96
CV,2007,ppg,official,multilateral,non-concessional,474814.5561
CV,2007,ppg,private,private,bonds,0
CV,2007,ppg,private,private,commercial-banking,0
CV,2007,ppg,private,private,other-private,0
CY,2007,png,private,private,bonds,
CY,2007,png,private,private,commercial-banking,
CY,2007,ppg,official,bilateral,concessional,
CY,2007,ppg,official,bilateral,non-concessional,
CY,2007,ppg,official,multilateral,concessional,
CY,2007,ppg,official,multilateral,non-concessional,
CY,2007,ppg,private,private,bonds,
CY,2007,ppg,private,private,commercial-banking,
CY,2007,ppg,private,private,other-private,
CZ,2007,png,private,private,bonds,
CZ,2007,png,private,private,commercial-banking,
CZ,2007,ppg,official,bilateral,concessional,
CZ,2007,ppg,official,bilateral,non-concessional,
CZ,2007,ppg,official,multilateral,concessional,
CZ,2007,ppg,official,multilateral,non-concessional,
CZ,2007,ppg,private,private,bonds,
CZ,2007,ppg,private,private,commercial-banking,
CZ,2007,ppg,private,private,other-private,
DE,2007,png,private,private,bonds,
DE,2007,png,private,private,commercial-banking,
DE,2007,ppg,official,bilateral,concessional,
DE,2007,ppg,official,bilateral,non-concessional,
DE,2007,ppg,official,multilateral,concessional,
DE,2007,ppg,official,multilateral,non-concessional,
DE,2007,ppg,private,private,bonds,
DE,2007,ppg,private,private,commercial-banking,
DE,2007,ppg,private,private,other-private,
DJ,2007,png,private,private,bonds,0
DJ,2007,png,private,private,commercial-banking,0
DJ,2007,ppg,official,bilateral,concessional,11915363.94
DJ,2007,ppg,official,bilateral,non-concessional,0
DJ,2007,ppg,official,multilateral,concessional,37268307.75
DJ,2007,ppg,official,multilateral,non-concessional,291515.1266
DJ,2007,ppg,private,private,bonds,0
DJ,2007,ppg,private,private,commercial-banking,0
DJ,2007,ppg,private,private,other-private,0
DK,2007,png,private,private,bonds,
DK,2007,png,private,private,commercial-banking,
DK,2007,ppg,official,bilateral,concessional,
DK,2007,ppg,official,bilateral,non-concessional,
DK,2007,ppg,official,multilateral,concessional,
DK,2007,ppg,official,multilateral,non-concessional,
DK,2007,ppg,private,private,bonds,
DK,2007,ppg,private,private,commercial-banking,
DK,2007,ppg,private,private,other-private,
DM,2007,png,private,private,bonds,0
DM,2007,png,private,private,commercial-banking,0
DM,2007,ppg,official,bilateral,concessional,163382.4522
DM,2007,ppg,official,bilateral,non-concessional,0
DM,2007,ppg,official,multilateral,concessional,5222565.469
DM,2007,ppg,official,multilateral,non-concessional,140690.445
DM,2007,ppg,private,private,bonds,0
DM,2007,ppg,private,private,commercial-banking,339245.5084
DM,2007,ppg,private,private,other-private,0
DO,2007,png,private,private,bonds,494729541
DO,2007,png,private,private,commercial-banking,0
DO,2007,ppg,official,bilateral,concessional,314798228
DO,2007,ppg,official,bilateral,non-concessional,0
DO,2007,ppg,official,multilateral,concessional,3393759.888
DO,2007,ppg,official,multilateral,non-concessional,209684729.9
DO,2007,ppg,private,private,bonds,0
DO,2007,ppg,private,private,commercial-banking,406407916.5
DO,2007,ppg,private,private,other-private,9373624.552
DZ,2007,png,private,private,bonds,0
DZ,2007,png,private,private,commercial-banking,403125316.3
DZ,2007,ppg,official,bilateral,concessional,186683628.1
DZ,2007,ppg,official,bilateral,non-concessional,0
DZ,2007,ppg,official,multilateral,concessional,22572.14972
DZ,2007,ppg,official,multilateral,non-concessional,7963985.53
DZ,2007,ppg,private,private,bonds,0
