"id","value.2000","original-value.2000","value.2001","original-value.2001","value.2002","original-value.2002","value.2003","original-value.2003","value.2004","original-value.2004","value.2005","original-value.2005","value.2006","original-value.2006","value.2007","original-value.2007","value.2008","original-value.2008","value.2009","original-value.2009","value.2010","original-value.2010","value.2011","original-value.2011","value.2012","original-value.2012","value.2013","original-value.2013"
"ER",1.07089,1.07089,1.33971,1.33971,1.2467,1.2467,1.10289,,0.95908,0.95908,1.109148,,1.259216,,1.409284,,1.559352,,1.70942,1.70942,2.03361,2.03361,,,,,,
"ES",58.74018,58.74018,60.77522,60.77522,62.13234,62.13234,64.06026,64.06026,65.79629,65.79629,66.62166,66.62166,67.9969,67.9969,68.99323,68.99323,70.71155,70.71155,73.18191,73.18191,78.08628,78.08628,82.61555,82.61555,84.56586,84.56586,,
"ET",1.19465,1.19465,1.48196,1.48196,1.6595,1.6595,2.31394,2.31394,2.59085,2.59085,2.78515,2.78515,,,,,,,,,,,,,,,,
"FI",82.43907,82.43907,84.43053,84.43053,84.96138,84.96138,87.08364,87.08364,89.6746,89.6746,91.83801,91.83801,93.28768,93.28768,93.95481,93.95481,95.01728,95.01728,91.75254,91.75254,94.05499,94.05499,95.08737,95.08737,93.72182,93.72182,,
"FJ",,,,,,,15.76992,15.76992,15.95203,15.95203,16.14878,16.14878,,,,,,,,,,,,,,,,
"FM",14.12186,14.12186,,,,,,,,,,,,,,,,,,,,,,,,,,
"FO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FR",56.89687,56.89687,55.85262,55.85262,53.70435,53.70435,54.1899,54.1899,54.01327,54.01327,53.91505,53.91505,53.8484,53.8484,53.29764,53.29764,53.18593,53.18593,53.7642,53.7642,56.06344,56.06344,57.0639,57.0639,58.3049,58.3049,,
"GA",,,8.20971,8.20971,8.370155,,8.5306,8.5306,,,,,,,,,,,,,,,,,,,,
"GB",58.08684,58.08684,58.87527,58.87527,62.15572,62.15572,61.65748,61.65748,58.98261,58.98261,58.6846,58.6846,58.91687,58.91687,58.68982,58.68982,57.24696,57.24696,58.99213,58.99213,60.50796,60.50796,61.16683,61.16683,61.88096,61.88096,,
"GD",,,,,,,,,,,,,,,,,,,52.77318,52.77318,,,,,,,,
"GE",37.78849,37.78849,38.91862,38.91862,41.28475,41.28475,42.81473,42.81473,42.23782,42.23782,46.6001,46.6001,37.96023,37.96023,36.83939,36.83939,34.00198,34.00198,25.21715,25.21715,28.26323,28.26323,30.08354,30.08354,27.93352,27.93352,,
"GH",,,,,,,,,,,5.70675,5.70675,5.12059,5.12059,6.35065,6.35065,8.42508,8.42508,8.78976,8.78976,10.434695,,12.07963,12.07963,12.19913,12.19913,,
"GL",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GM",,,,,,,,,1.15164,1.15164,1.98139,,2.81114,,3.64089,,4.47064,4.47064,1.1901,1.1901,2.17309,2.17309,3.4157,3.4157,,,,
"GN",,,,,,,2.15226,2.15226,2.14412,2.14412,2.88524,2.88524,5.03683,5.03683,7.8249,7.8249,8.91926,8.91926,9.03526,9.03526,10.2789,10.2789,10.43145,10.43145,9.93176,9.93176,,
"GQ",3.27874,3.27874,,,,,,,,,,,,,,,,,,,,,,,,,,
"GR",51.08721,51.08721,58.73001,58.73001,66.66192,66.66192,72.91338,72.91338,80.21409,80.21409,90.21032,90.21032,94.97369,94.97369,91.39059,91.39059,97.0387825,,102.686975,,108.3351675,,113.98336,113.98336,,,,
"GT",,,,,9.46136,9.46136,11.144114,,12.826868,,14.509622,,16.192376,,17.87513,17.87513,,,,,,,,,,,,
"GU",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GW",,,,,,,,,,,2.25635,2.25635,2.62239,2.62239,,,,,,,,,,,,,,
"GY",,,,,,,7.29253,7.29253,10.3507,10.3507,10.89407,10.89407,11.19754,11.19754,11.3032,11.3032,10.77931,10.77931,10.36444,10.36444,11.49131,11.49131,12.17107,12.17107,12.91051,12.91051,,
"HK",,,,,,,31.16715,31.16715,31.16317,31.16317,32.11565,32.11565,32.98464,32.98464,41.15414,41.15414,53.86305,53.86305,54.83638,54.83638,57.83573,57.83573,59.89669,59.89669,59.6662,59.6662,,
"HN",14.88747,14.88747,15.42436,15.42436,17.16233,17.16233,17.00513,17.00513,17.06024,17.06024,17.483415,,17.90659,,18.329765,,18.75294,18.75294,19.65587,,20.5588,20.5588,20.478395,,20.39799,20.39799,,
"HR",30.99629,30.99629,33.51016,33.51016,36.40949,36.40949,39.58246,39.58246,42.05788,,44.5333,44.5333,45.89533,45.89533,48.0292,48.0292,50.54026,50.54026,50.43702,50.43702,55.83363,55.83363,58.80533,58.80533,61.63096,61.63096,,
"HT",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HU",35.93188,35.93188,39.68776,39.68776,44.56082,44.56082,52.28572,52.28572,60.15263,60.15263,65.10431,65.10431,67.6163,67.6163,67.35073,67.35073,64.48197,64.48197,61.7145,61.7145,60.37749,60.37749,59.50613,59.50613,59.63108,59.63108,,
"ID",15.06488,15.06488,14.35612,14.35612,15.01006,15.01006,16.29826,16.29826,16.98276,16.98276,17.73973,17.73973,17.91134,17.91134,18.39534,18.39534,21.33734,21.33734,23.74035,23.74035,24.88563,24.88563,27.20455,27.20455,31.51226,31.51226,,
"IE",50.04549,50.04549,51.72226,51.72226,53.35593,53.35593,54.18706,54.18706,56.1747,56.1747,56.37323,56.37323,57.74554,57.74554,60.32063,60.32063,59.0189,59.0189,63.45151,63.45151,70.60624,70.60624,73.47068,73.47068,71.24203,71.24203,,
"IL",49.47153,49.47153,51.78589,51.78589,56.80097,56.80097,56.77512,56.77512,56.50298,56.50298,58.09116,58.09116,57.67434,57.67434,60.50194,60.50194,59.69733,59.69733,62.37535,62.37535,64.11095,,65.84655,65.84655,,,,
"IN",9.52686,9.52686,9.78483,9.78483,10.35687,10.35687,10.88897,10.88897,11.24928,11.24928,11.00422,11.00422,11.82165,11.82165,13.48119,13.48119,15.41577,15.41577,16.39657,16.39657,18.22679,18.22679,23.27124,23.27124,24.7677,24.7677,,
"IQ",11.99745,11.99745,12.350575,,12.7037,12.7037,14.276055,,15.84841,15.84841,15.97636,15.97636,,,,,,,,,,,,,,,,
"IR",19.19052,19.19052,20.24645,20.24645,19.10472,19.10472,19.87151,19.87151,21.72612,21.72612,22.86676,22.86676,25.22786,25.22786,29.90273,29.90273,36.39398,36.39398,36.82046,36.82046,43.08077,43.08077,48.82941,48.82941,55.16453,55.16453,,
"IS",45.48106,45.48106,47.63999,47.63999,54.0475,54.0475,62.16292,62.16292,68.38998,68.38998,70.35714,70.35714,72.66466,72.66466,71.76684,71.76684,74.20909,74.20909,74.46415,74.46415,78.47237,78.47237,80.94236,80.94236,,,,
"IT",48.8116,48.8116,51.89096,51.89096,54.51629,54.51629,57.75019,57.75019,61.53445,61.53445,63.96766,63.96766,65.83808,65.83808,66.26594,66.26594,65.60215,65.60215,65.39041,65.39041,64.26893,64.26893,63.85777,63.85777,62.46929,62.46929,,
"JM",15.38353,15.38353,17.93916,17.93916,19.09413,19.09413,21.63609,21.63609,22.09912,22.09912,20.19018,20.19018,20.13022,20.13022,22.71721,,25.3042,25.3042,25.21812,25.21812,28.93489,28.93489,28.2233,28.2233,30.82267,30.82267,,
"JO",28.28053,28.28053,29.56429,,30.84805,30.84805,34.69397,34.69397,39.41155,39.41155,39.69642,39.69642,39.79666,39.79666,41.1681,41.1681,44.30046,44.30046,45.11951,45.11951,40.43267,40.43267,39.93893,39.93893,46.60965,46.60965,,
"JP",48.73639,48.73639,49.91419,49.91419,50.70765,50.70765,51.83603,51.83603,53.57715,53.57715,54.97135,54.97135,57.1059,57.1059,57.81827,57.81827,57.644,57.644,57.6837,57.6837,58.07908,58.07908,59.92406,59.92406,61.45932,61.45932,,
"KE",2.74735,2.74735,2.81555,2.81555,2.82259,2.82259,2.871785,,2.92098,2.92098,2.96753,2.96753,3.2376775,,3.507825,,3.7779725,,4.04812,4.04812,,,,,,,,
"KG",34.80344,34.80344,40.18546,40.18546,43.275,43.275,40.77013,40.77013,40.68498,40.68498,42.53464,42.53464,43.52689,43.52689,42.82681,42.82681,46.60469,46.60469,44.26985,44.26985,42.13335,42.13335,41.34548,41.34548,,,,
"KH",2.49329,2.49329,2.36669,2.36669,2.45063,2.45063,2.85997,2.85997,2.76059,2.76059,3.32616,3.32616,5.59144,5.59144,7.25094,7.25094,9.08014,9.08014,11.72333,11.72333,14.0676,14.0676,15.83411,15.83411,,,,
"KI",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KM",1.41838,1.41838,1.94163,,2.46488,,2.98813,2.98813,3.00913,3.00913,3.4096533333,,3.8101766667,,4.2107,4.2107,5.83855,,7.4664,7.4664,8.27455,8.27455,10.11311,10.11311,11.42145,11.42145,,
"KN",,,,,,,,,,,,,,,,,18.22618,18.22618,,,,,,,,,,
"KP",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KR",78.82827,78.82827,82.73275,82.73275,85.75135,85.75135,87.76533,87.76533,90.25742,90.25742,93.47805,93.47805,97.50587,97.50587,100.81131,100.81131,101.75924,101.75924,101.56675,101.56675,100.95611,100.95611,100.8,100.8,98.37919,98.37919,,
"KW",,,23.68738,23.68738,23.82139,23.82139,23.08873,23.08873,22.30059,22.30059,,,,,,,,,,,,,,,,,,
"KY",21.25124,21.25124,24.58858,24.58858,22.35085,22.35085,23.27515,23.27515,22.3596333333,,21.4441166667,,20.5286,20.5286,21.47513,21.47513,29.45736,29.45736,,,,,,,,,,
"KZ",28.71358,28.71358,34.61152,34.61152,39.82332,39.82332,45.17211,45.17211,48.30098,48.30098,52.92236,52.92236,52.90643,52.90643,50.79146,50.79146,46.41731,46.41731,40.77455,40.77455,39.49354,39.49354,42.1698,42.1698,44.52599,44.52599,,
"LA",2.68175,2.68175,3.09247,3.09247,4.15078,4.15078,4.9338,4.9338,5.74256,5.74256,7.78892,7.78892,8.96279,8.96279,11.39688,11.39688,13.09264,13.09264,15.99353,15.99353,16.08795,16.08795,17.08848,17.08848,16.72537,16.72537,,
"LB",38.30552,38.30552,43.4013,43.4013,44.86877,44.86877,43.03044,43.03044,43.61014,43.61014,44.21955,44.21955,44.10024,44.10024,46.67227,46.67227,48.29705,48.29705,48.20804,48.20804,47.7966,47.7966,49.73384,49.73384,46.26451,46.26451,,
"LC",,,,,,,,,13.88298,13.88298,13.10703,13.10703,9.55848,9.55848,8.66369,8.66369,15.94777,15.94777,17.6504,17.6504,12.49288,12.49288,16.3404,16.3404,10.17841,10.17841,,
"LI",,,,,,,20.70588,20.70588,24.60685,24.60685,27.212005,,29.81716,29.81716,31.62594,31.62594,36.73095,36.73095,34.44495,34.44495,36.01831,36.01831,43.6751,43.6751,,,,
"LK",,,,,,,,,,,,,,,,,,,,,16.04246,16.04246,15.0175,15.0175,16.96746,16.96746,,
"LR",19.40065,19.40065,18.39047,,17.38029,,16.37011,,15.35993,,14.34975,,13.33957,,12.32939,,11.31921,,10.30903,,9.29885,9.29885,10.468605,,11.63836,11.63836,,
"LS",2.31444,2.31444,2.51627,2.51627,2.47953,2.47953,2.95755,2.95755,3.315495,,3.67344,3.67344,3.8813,3.8813,5.038695,,6.19609,,7.353485,,8.51088,,9.668275,,10.82567,10.82567,,
"LT",50.62501,50.62501,56.60204,56.60204,61.27275,61.27275,68.0175,68.0175,73.13759,73.13759,77.5066,77.5066,78.37997,78.37997,78.43972,78.43972,80.39979,80.39979,83.32141,83.32141,80.75075,80.75075,76.60441,76.60441,73.94864,73.94864,,
"LU",9.81434,9.81434,10.21577,10.21577,11.85194,11.85194,12.19145,12.19145,11.5713666667,,10.9512833333,,10.3312,10.3312,10.453065,,10.57493,10.57493,14.390075,,18.20522,18.20522,,,,,,
"LV",56.63658,56.63658,63.30484,63.30484,67.72078,67.72078,72.40145,72.40145,77.26005,77.26005,78.85541,78.85541,78.95482,78.95482,78.02857,78.02857,77.27155,77.27155,76.74977,76.74977,70.55192,70.55192,67.28473,67.28473,65.13343,65.13343,,
"LY",50.30951,50.30951,54.83807,54.83807,59.23589,59.23589,60.87731,60.87731,,,,,,,,,,,,,,,,,,,,
"MA",9.40778,9.40778,10.27369,10.27369,10.21006,10.21006,10.70623,10.70623,10.87945,10.87945,11.59927,11.59927,12.19448,12.19448,11.76666,11.76666,12.85362,12.85362,13.45325,13.45325,14.3189,14.3189,16.15857,16.15857,,,,
"MC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MD",32.52967,32.52967,31.7273,31.7273,32.20523,32.20523,33.29884,33.29884,34.35557,34.35557,36.09843,36.09843,39.40245,39.40245,41.20459,41.20459,39.9985,39.9985,38.29286,38.29286,38.14536,38.14536,39.44804,39.44804,40.10864,40.10864,,
"ME",,,16.71044,16.71044,15.89396,15.89396,16.84081,16.84081,19.81885,19.81885,22.57,22.57,26.84825,26.84825,34.46343,34.46343,42.70992,42.70992,51.78555,51.78555,55.53195,55.53195,,,,,,
"MF",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MG",2.18513,2.18513,2.0804,2.0804,2.15636,2.15636,2.36969,2.36969,2.74726,2.74726,2.82939,2.82939,2.98939,2.98939,3.33788,3.33788,3.38606,3.38606,3.57722,3.57722,3.73883,3.73883,4.14331,4.14331,4.22516,4.22516,,
"MH",,,,,16.27614,16.27614,18.934701,,21.593262,,24.251823,,26.910384,,29.568945,,32.227506,,34.886067,,37.544628,,40.203189,,42.86175,42.86175,,
"MK",22.63251,22.63251,24.52125,24.52125,26.99358,26.99358,27.44383,27.44383,28.02368,28.02368,29.63007,29.63007,28.98631,28.98631,34.78804,34.78804,39.1127,39.1127,38.98286,38.98286,37.07479,37.07479,40.75877,40.75877,38.45752,38.45752,,
"ML",2.05913,2.05913,2.20563,2.20563,2.21856,2.21856,2.796224,,3.373888,,3.951552,,4.529216,,5.10688,5.10688,5.70298,5.70298,6.29994,6.29994,6.51419,6.51419,6.86006,6.86006,7.47441,7.47441,,
"MM",,,10.33052,10.33052,10.2988633333,,10.2672066667,,10.23555,,10.2038933333,,10.1722366667,,10.14058,10.14058,11.058855,,11.97713,,12.895405,,13.81368,13.81368,,,,
"MN",30.17709,30.17709,34.20376,34.20376,35.79969,35.79969,37.98429,37.98429,40.78909,40.78909,44.65731,44.65731,47.53211,47.53211,46.93434,46.93434,48.46203,48.46203,51.4514,51.4514,53.81167,53.81167,57.57916,57.57916,61.10051,61.10051,,
"MO",26.15347,26.15347,46.3321,46.3321,62.34604,62.34604,75.89115,75.89115,69.01683,69.01683,63.59637,63.59637,62.41726,62.41726,58.73465,58.73465,58.08111,58.08111,62.30263,62.30263,61.79196,61.79196,63.98516,63.98516,,,,
"MP",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MR",,,3.38212,3.38212,2.9743,2.9743,3.16256,3.16256,3.19425,3.19425,2.9267,2.9267,3.30093,3.30093,3.73368,3.73368,3.80494,3.80494,3.86735,3.86735,4.37943,4.37943,4.74853,4.74853,5.14448,5.14448,,
"MT",19.84788,19.84788,23.13591,23.13591,22.77548,22.77548,28.29759,28.29759,25.04696,25.04696,30.22184,30.22184,28.6623,28.6623,31.54155,31.54155,30.71236,30.71236,34.11323,34.11323,36.48112,36.48112,39.59956,39.59956,41.21104,41.21104,,
"MU",11.02747,11.02747,17.10541,17.10541,15.84492,15.84492,16.556,16.556,17.82233,17.82233,21.33586,21.33586,23.53246,23.53246,24.53931,24.53931,27.23933,27.23933,32.19262,32.19262,34.72646,34.72646,36.70732,36.70732,40.32104,40.32104,,
"MV",,,,,,,0.22137,0.22137,2.9998725,,5.778375,,8.5568775,,11.33538,11.33538,13.18124,13.18124,,,,,,,,,,
"MW",0.32616,0.32616,0.37139,0.37139,0.40601,0.40601,0.42258,0.42258,0.50399,0.50399,0.49251,0.49251,0.51503,0.51503,0.50843,0.50843,0.57802,,0.64761,,0.7172,0.7172,0.81415,0.81415,,,,
