"district_id","district_name","year","value","value_ncu"
"d215","Sironko",2015,199386.54,562912000
"d215","Sironko",2016,152092.81,562912000
"d215","Sironko",2017,114621.96,460250000
"d215","Sironko",2018,73969.32,3.2e+08
"d211","Soroti",2013,,
"d211","Soroti",2014,146847.91,343263000
"d211","Soroti",2015,110251.08,311263000
"d211","Soroti",2016,60171.97,222703000
"d211","Soroti",2017,320387.62,1286476000
"d211","Soroti",2018,272871.91,1180476000
"d212","Tororo",2013,,
"d212","Tororo",2014,161362.31,377191000
"d212","Tororo",2015,243345.22,687017000
"d212","Tororo",2016,160822.89,595223000
"d212","Tororo",2017,161873.6,649983000
"d212","Tororo",2018,8819830,41325625316.55
"d212","Tororo",2019,13719830,64284748570.75
"d113","Wakiso",2013,,
"d113","Wakiso",2014,340168.6,795158000
"d113","Wakiso",2015,212302.65,599377000
"d113","Wakiso",2016,161539.98,597877000
"d113","Wakiso",2017,478041.19,1919514000
"d113","Wakiso",2018,,
"d313","Yumbe",2013,,
"d313","Yumbe",2014,742465.31,1735543000
"d313","Yumbe",2015,604634.51,1707016000
"d313","Yumbe",2016,840521.94,3110863000
"d313","Yumbe",2017,707496.56,2840863000
"d313","Yumbe",2018,1054432.7,4561600000
"d330","Zombo",2013,373837.48,835206000
"d330","Zombo",2014,93260.4,2.18e+08
"d330","Zombo",2015,346517.15,978294000
"d330","Zombo",2016,234524.32,8.68e+08
"d330","Zombo",2017,138353,555539000
"d330","Zombo",2018,233648.29,1010790000
