"id","value.2000","original-value.2000","value.2001","original-value.2001","value.2002","original-value.2002","value.2003","original-value.2003","value.2004","original-value.2004","value.2005","original-value.2005","value.2006","original-value.2006","value.2007","original-value.2007","value.2008","original-value.2008","value.2009","original-value.2009","value.2010","original-value.2010","value.2011","original-value.2011","value.2012","original-value.2012","value.2013","original-value.2013"
"NA",87.72093,87.72093,88.17199,88.17199,89.51417,89.51417,89.33287,89.33287,86.8676,86.8676,86.9775,86.9775,85.63679,85.63679,86.87741,86.87741,86.11222,86.11222,85.90799,85.90799,85.64165,85.64165,86.65863,,87.67561,87.67561,,
"NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NE",27.89883,27.89883,31.52249,31.52249,35.09052,35.09052,38.90975,38.90975,42.46452,42.46452,42.75672,42.75672,43.46163,43.46163,44.70873,44.70873,48.80749,48.80749,52.7175,52.7175,55.85196,55.85196,60.79466,60.79466,62.80259,62.80259,,
"NG",64.86935,64.86935,65.18252,,65.49569,,65.80886,,66.12203,66.12203,66.5636,66.5636,67.05246,67.05246,69.99448,69.99448,63.11967,63.11967,64.0761,64.0761,63.90199,63.90199,,,,,,
"NI",78.63251,78.63251,80.584,80.584,85.62832,85.62832,86.254815,,86.88131,86.88131,87.3656,87.3656,90.60356,90.60356,90.82653,90.82653,92.12484,92.12484,91.973075,,91.82131,91.82131,,,,,,
"NL",99.28801,99.28801,99.27607,99.27607,99.26161,99.26161,98.39149,98.39149,97.75731,97.75731,97.79006,97.79006,98.45577,98.45577,99.29219,99.29219,99.37009,99.37009,99.505,99.505,99.67809,99.67809,99.66802,99.66802,98.44991,98.44991,,
"NO",99.71899,99.71899,99.77023,99.77023,99.74167,99.74167,99.85574,99.85574,99.45436,99.45436,98.60261,98.60261,98.63914,98.63914,99.12963,99.12963,99.22759,99.22759,99.00386,99.00386,98.8775,98.8775,99.27304,99.27304,99.43699,99.43699,,
"NP",76.31063,76.31063,79.14671,,81.98279,,84.81887,84.81887,84.90606,84.90606,86.6002357143,,88.2944114286,,89.9885871429,,91.6827628571,,93.3769385714,,95.0711142857,,96.76529,96.76529,97.43277,97.43277,98.47754,98.47754
"NZ",98.81929,98.81929,97.1491,97.1491,96.73924,96.73924,97.88732,97.88732,98.17717,98.17717,98.9042,98.9042,98.95467,98.95467,99.29982,99.29982,99.41763,99.41763,99.33188,99.33188,99.31209,99.31209,99.1423,99.1423,98.41258,98.41258,,
"OM",84.11709,84.11709,85.60375,85.60375,84.32999,84.32999,80.53313,80.53313,82.4487216667,,84.3643133333,,86.279905,,88.1954966667,,90.1110883333,,92.02668,92.02668,94.013715,,96.00075,96.00075,96.3466,96.3466,,
"PA",93.9694,93.9694,95.10059,95.10059,97.09266,97.09266,96.93817,,96.78368,96.78368,95.98195,95.98195,96.45983,96.45983,96.71311,96.71311,94.8432,94.8432,91.70777,91.70777,92.94477,92.94477,91.74421,91.74421,91.2298,91.2298,,
"PE",97.59719,97.59719,97.95915,97.95915,97.91068,97.91068,99.89232,99.89232,97.09084,97.09084,96.94769,96.94769,96.96792,96.96792,96.79883,96.79883,94.81247,94.81247,93.89928,93.89928,94.70826,94.70826,93.73255,93.73255,,,,
"PF",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PG",,,,,,,,,,,,,,,,,,,,,,,,,85.63319,85.63319,,
"PH",,,89.74081,89.74081,89.92111,89.92111,90.27761,90.27761,89.78777,89.78777,89.02945,89.02945,87.31168,87.31168,87.26712,87.26712,87.55453,87.55453,88.21835,88.21835,,,,,,,,
"PK",,,,,56.22407,56.22407,58.04454,58.04454,63.31721,63.31721,65.26311,65.26311,63.0132,63.0132,67.9307,67.9307,69.29392,69.29392,71.54664,71.54664,73.95107,73.95107,71.98469,71.98469,72.46411,72.46411,,
"PL",97.14245,97.14245,97.11329,97.11329,96.6838,96.6838,96.18383,96.18383,95.71398,95.71398,95.28919,95.28919,95.32993,95.32993,95.294,95.294,95.33661,95.33661,95.91671,95.91671,96.30079,96.30079,96.3023,96.3023,96.64836,96.64836,,
"PR",,,,,,,,,,,,,,,,,,,,,87.2505,87.2505,80.39738,80.39738,,,,
"PS",89.61473,89.61473,85.76797,85.76797,84.80855,84.80855,83.62226,83.62226,81.46513,81.46513,79.30659,79.30659,80.06639,80.06639,79.59061,79.59061,83.66226,83.66226,85.05315,85.05315,86.20306,86.20306,86.66884,86.66884,90.37384,90.37384,,
"PT",97.0229,97.0229,97.762245,,98.50159,98.50159,98.171745,,97.8419,97.8419,97.88821,97.88821,97.76372,97.76372,98.1053125,,98.446905,,98.7884975,,99.13009,99.13009,98.876535,,98.62298,98.62298,,
"PW",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PY",97.35727,97.35727,96.98265,96.98265,95.00522,95.00522,94.36396,94.36396,93.80165,93.80165,94.30407,94.30407,92.45296,92.45296,90.00921,90.00921,87.37528,87.37528,84.97933,84.97933,83.49018,83.49018,81.93234,81.93234,,,,
"QA",95.40247,95.40247,90.9399,90.9399,92.10194,92.10194,94.45971,94.45971,93.42623,,92.39275,92.39275,,,,,,,,,,,,,,,,
"RO",85.26007,85.26007,91.37705,91.37705,92.77887,92.77887,96.22117,96.22117,95.53953,95.53953,95.16198,95.16198,92.44143,92.44143,91.80643,91.80643,87.78965,87.78965,88.35382,88.35382,88.35302,88.35302,87.90192,87.90192,85.75557,85.75557,,
"RS",,,,,,,,,,,99.70359,99.70359,99.86248,99.86248,98.34468,98.34468,96.99485,96.99485,94.22315,94.22315,92.74722,92.74722,93.15476,93.15476,91.3701,91.3701,,
"RU",,,,,,,,,,,,,89.9276,89.9276,90.17376,90.17376,92.00991,92.00991,93.42365,93.42365,94.35156,,95.27947,95.27947,96.15993,96.15993,,
"RW",,,,,85.35418,85.35418,90.45215,90.45215,90.1838057143,,89.9154614286,,89.6471171429,,89.3787728571,,89.1104285714,,88.8420842857,,88.57374,88.57374,98.39496,98.39496,98.70905,98.70905,,
"SA",,,,,,,,,,,,,,,,,,,,,91.91023,91.91023,91.69042,91.69042,93.4481,93.4481,96.48658,96.48658
"SB",,,,,,,,,,,75.52366,75.52366,80.03561,80.03561,80.72798,80.72798,,,,,,,,,,,,
"SC",85.18156,85.18156,88.32342,88.32342,94.55387,94.55387,95.24073,95.24073,99.51214,99.51214,97.7586033333,,96.0050666667,,94.25153,94.25153,93.57471,93.57471,93.69388,93.69388,93.76351,,93.83314,93.83314,,,,
"SD",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SE",99.42551,99.42551,99.7246,99.7246,99.52148,99.52148,99.16749,99.16749,96.96117,96.96117,95.46892,95.46892,95.14267,95.14267,96.25885,96.25885,98.41359,98.41359,99.34996,99.34996,99.39628,99.39628,99.47389,99.47389,99.48713,99.48713,,
"SG",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SI",93.23972,93.23972,93.839944,,94.440168,,95.040392,,95.640616,,96.24084,96.24084,95.40652,95.40652,96.44367,96.44367,96.79204,96.79204,96.94665,96.94665,97.16326,97.16326,97.15375,97.15375,97.66707,97.66707,,
"SK",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SL",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SM",,,,,,,,,,,,,,,,,,,91.99763,91.99763,92.20281,92.20281,92.45588,,92.70895,92.70895,,
"SN",57.40095,57.40095,59.63026,,61.85957,,64.08888,64.08888,68.46191,68.46191,70.37307,70.37307,71.42183,71.42183,72.62398,72.62398,74.16419,74.16419,73.80063,73.80063,73.3892,73.3892,73.3096,73.3096,73.34614,73.34614,,
"SO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SR",,,91.06766,91.06766,90.46241,90.46241,90.3319966667,,90.2015833333,,90.07117,90.07117,89.11051,89.11051,84.63104,84.63104,88.73666,88.73666,90.77675,90.77675,91.51002,,92.24329,92.24329,,,,
"SS",,,,,,,,,,,,,,,,,,,,,,,41.30411,41.30411,,,,
"ST",,,,,94.66858,94.66858,97.14781,97.14781,97.62006,97.62006,96.42781,96.42781,96.64447,,96.86113,96.86113,98.5274,98.5274,97.54983,97.54983,98.47309,98.47309,97.7725233333,,97.0719566667,,96.37139,96.37139
"SV",83.00577,83.00577,84.01518,84.01518,86.03739,86.03739,88.34323,88.34323,90.37653,,92.40983,92.40983,92.7887,92.7887,92.48322,92.48322,92.44335,92.44335,92.29074,92.29074,93.01815,93.01815,93.55661,93.55661,93.40233,93.40233,,
"SX",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SY",93.87026,93.87026,94.567,94.567,94.8641,94.8641,91.65736,91.65736,92.45148,92.45148,92.52519,92.52519,89.92416,89.92416,91.0215,91.0215,91.80557,91.80557,92.90726,92.90726,93.09819,93.09819,,,,,,
"SZ",72.09778,72.09778,72.48037,72.48037,72.38299,72.38299,72.5745,72.5745,75.15201,75.15201,76.14411,76.14411,82.15229,82.15229,84.73733,84.73733,,,,,,,,,,,,
"TC",,,,,87.95066,87.95066,72.31559,72.31559,81.46838,81.46838,77.95307,77.95307,,,,,,,,,,,,,,,,
"TD",51.62139,51.62139,52.8479,52.8479,56.25016,56.25016,57.75562,57.75562,58.41829,,59.08096,,59.74363,,60.4063,,61.06897,,61.73164,,62.39431,,63.05698,63.05698,,,,
"TG",83.29333,83.29333,85.45472,85.45472,88.2755,88.2755,86.3035,86.3035,88.75133,88.75133,88.37891,88.37891,90.36021,90.36021,89.03069,89.03069,90.43752,90.43752,,,,,,,,,,
"TH",,,,,,,,,,,,,93.85293,93.85293,94.21941,94.21941,94.63296,94.63296,95.60995,95.60995,,,,,,,,
"TJ",93.67305,93.67305,93.29824,93.29824,95.86068,95.86068,96.94485,96.94485,96.88812,96.88812,97.43046,97.43046,97.28319,97.28319,96.10859,96.10859,97.66174,97.66174,97.29364,97.29364,97.69991,97.69991,97.31381,97.31381,98.38232,98.38232,,
"TL",,,,,,,,,,,,,,,,,70.50015,70.50015,77.29942,77.29942,85.01481,85.01481,91.11958,91.11958,,,,
"TM",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TN",96.27408,96.27408,96.64355,96.64355,97.4057,97.4057,97.37177,97.37177,97.40614,97.40614,97.3546,97.3546,97.3725,97.3725,97.29514,97.29514,98.15158,98.15158,98.79719,98.79719,99.10294,99.10294,99.80001,99.80001,98.86935,98.86935,,
"TO",,,98.64381,98.64381,97.5809,,96.51799,,95.45508,95.45508,98.82868,98.82868,98.69563,98.69563,97.2172,,95.73877,,94.26034,,92.78191,,91.30348,,89.82505,89.82505,,
"TR",95.83562,95.83562,96.37778,96.37778,96.70993,96.70993,97.14768,97.14768,97.47519,97.47519,97.78758,97.78758,98.19209,98.19209,98.6103,98.6103,98.86166,98.86166,96.48663,96.48663,97.14829,97.14829,96.21806,96.21806,94.04068,94.04068,,
"TT",93.85632,93.85632,93.063,93.063,89.87859,89.87859,90.99373,90.99373,91.68451,91.68451,88.70078,88.70078,91.101745,,93.50271,93.50271,94.3281,94.3281,95.16174,95.16174,95.18178,95.18178,,,,,,
"TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TZ",53.00334,53.00334,57.79153,57.79153,72.88328,72.88328,81.48613,81.48613,85.9695,85.9695,90.49106,90.49106,95.99299,95.99299,96.793525,,97.59406,97.59406,,,,,,,,,,
"UA",,,,,91.89082,91.89082,88.13285,88.13285,88.16186,88.16186,90.07267,90.07267,89.14837,89.14837,88.84819,88.84819,89.03739,89.03739,90.12964,90.12964,93.6544,93.6544,96.95903,96.95903,97.92538,97.92538,,
"UG",,,,,,,,,,,,,,,,,,,91.28761,91.28761,88.09892,88.09892,90.91658,90.91658,,,,
"US",95.72964,95.72964,95.85254,95.85254,93.97737,93.97737,93.68899,93.68899,92.31477,92.31477,92.61824,92.61824,93.7433,93.7433,94.82371,94.82371,95.1727,95.1727,93.73208,93.73208,92.55912,92.55912,91.87551,91.87551,91.82453,91.82453,,
"UY",,,,,,,,,,,97.36265,97.36265,99.72568,99.72568,97.79915,97.79915,98.8807,98.8807,99.07448,99.07448,99.53355,99.53355,,,,,,
"UZ",,,,,,,,,,,,,,,90.13673,90.13673,88.51969,88.51969,87.73563,87.73563,88.32274,88.32274,88.54244,88.54244,,,,
"VC",97.04312,97.04312,97.48809,97.48809,98.05008,98.05008,97.92175,97.92175,97.12028,97.12028,96.07571,96.07571,95.74231,,95.40891,95.40891,94.72486,94.72486,94.62802,94.62802,93.94276,93.94276,92.31974,92.31974,94.78603,94.78603,,
"VE",87.2699,87.2699,89.93876,89.93876,93.06624,93.06624,91.76616,91.76616,91.97624,91.97624,91.00602,91.00602,91.06921,91.06921,92.16482,92.16482,90.05838,90.05838,91.90532,91.90532,92.26338,92.26338,92.44694,92.44694,92.27759,92.27759,,
"VI",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VN",95.8121,95.8121,94.08117,94.08117,91.52534,91.52534,91.1157633333,,90.7061866667,,90.29661,90.29661,92.18419,92.18419,95.357495,,98.5308,98.5308,98.5813,98.5813,98.01475,98.01475,99.32474,99.32474,98.05641,98.05641,,
"VU",98.58111,98.58111,98.8263,98.8263,98.40765,98.40765,98.51425,98.51425,96.39713,96.39713,98.91435,98.91435,,,,,,,,,,,,,,,,
"WS",89.34666,89.34666,86.45957,86.45957,88.4446816667,,90.4297933333,,92.414905,,94.4000166667,,96.3851283333,,98.37024,98.37024,98.32449,,98.27874,98.27874,95.36435,95.36435,93.84516,93.84516,94.80324,94.80324,,
"XK",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YE",,,65.84151,65.84151,68.893965,,71.94642,71.94642,74.71457,74.71457,76.86367,76.86367,76.7292433333,,76.5948166667,,76.46039,76.46039,79.107465,,81.75454,81.75454,84.01461,,86.27468,86.27468,,
"ZA",90.19781,90.19781,90.14853,90.14853,89.94712,89.94712,90.77877,90.77877,90.23409,90.23409,89.55526,89.55526,89.76926,89.76926,91.17409,91.17409,90.49907,90.49907,89.11599,89.11599,87.74265,,86.36931,,84.99597,84.99597,,
"ZM",70.67359,70.67359,70.46635,70.46635,72.54633,72.54633,79.209205,,85.87208,85.87208,93.94097,93.94097,92.86218,92.86218,93.74712,93.74712,95.40018,95.40018,90.50065,90.50065,88.31129,88.31129,91.93221,91.93221,93.71627,93.71627,,
"ZW",84.80853,84.80853,86.92252,86.92252,83.75991,83.75991,82.78259,82.78259,,,,,,,,,,,,,,,,,,,,
