"id-from","entity-from-name","id-to","entity-to-name","year","financing-type","value"
"SK","Slovakia","AF","Afghanistan",2000,,0
"TH","Thailand","AF","Afghanistan",2000,,
"TR","Turkey","AF","Afghanistan",2000,,0
"TW","Taiwan","AF","Afghanistan",2000,,
"US","USA","AF","Afghanistan",2000,,0
"AE","UAE","AF","Afghanistan",2001,,
"AT","Austria","AF","Afghanistan",2001,,0
"AU","Australia","AF","Afghanistan",2001,,0
"BE","Belgium","AF","Afghanistan",2001,,0
"BG","Bulgaria","AF","Afghanistan",2001,,
"CA","Canada","AF","Afghanistan",2001,,0
"CH","Switzerland","AF","Afghanistan",2001,,
"CL","Chile","AF","Afghanistan",2001,,0
"CY","Cyprus","AF","Afghanistan",2001,,
"CZ","Czech Republic","AF","Afghanistan",2001,,0
"DE","Germany","AF","Afghanistan",2001,,0
"DK","Denmark","AF","Afghanistan",2001,,0
"EE","Estonia","AF","Afghanistan",2001,,0
"ES","Spain","AF","Afghanistan",2001,,
"FI","Finland","AF","Afghanistan",2001,,0
"FR","France","AF","Afghanistan",2001,,
"GB","UK","AF","Afghanistan",2001,,0
"GR","Greece","AF","Afghanistan",2001,,0
"HR","Croatia","AF","Afghanistan",2001,,
"HU","Hungary","AF","Afghanistan",2001,,0
"IE","Ireland","AF","Afghanistan",2001,,0
"IL","Israel","AF","Afghanistan",2001,,0
"IS","Iceland","AF","Afghanistan",2001,,0
"IT","Italy","AF","Afghanistan",2001,,0
"JP","Japan","AF","Afghanistan",2001,,0
"KR","South Korea","AF","Afghanistan",2001,,0
"KW","Kuwait","AF","Afghanistan",2001,,
"LI","Liechtenstein","AF","Afghanistan",2001,,
"LT","Lithuania","AF","Afghanistan",2001,,
"LU","Luxembourg","AF","Afghanistan",2001,,0
"LV","Latvia","AF","Afghanistan",2001,,
"MT","Malta","AF","Afghanistan",2001,,
"MX","Mexico","AF","Afghanistan",2001,,0
"NL","Netherlands","AF","Afghanistan",2001,,0
"NO","Norway","AF","Afghanistan",2001,,0
"NZ","New Zealand","AF","Afghanistan",2001,,0
"PL","Poland","AF","Afghanistan",2001,,0
"PT","Portugal","AF","Afghanistan",2001,,
"RO","Romania","AF","Afghanistan",2001,,
"RU","Russian Federation","AF","Afghanistan",2001,,
"SA","Saudi Arabia","AF","Afghanistan",2001,,
"SE","Sweden","AF","Afghanistan",2001,,0
"SI","Slovenia","AF","Afghanistan",2001,,
"SK","Slovakia","AF","Afghanistan",2001,,0
"TH","Thailand","AF","Afghanistan",2001,,
"TR","Turkey","AF","Afghanistan",2001,,0
"TW","Taiwan","AF","Afghanistan",2001,,
"US","USA","AF","Afghanistan",2001,,0
"AE","UAE","AF","Afghanistan",2002,,
"AT","Austria","AF","Afghanistan",2002,,0
"AU","Australia","AF","Afghanistan",2002,,0
"BE","Belgium","AF","Afghanistan",2002,,0
"BG","Bulgaria","AF","Afghanistan",2002,,
"CA","Canada","AF","Afghanistan",2002,,0
"CH","Switzerland","AF","Afghanistan",2002,,
"CL","Chile","AF","Afghanistan",2002,,0
"CY","Cyprus","AF","Afghanistan",2002,,
"CZ","Czech Republic","AF","Afghanistan",2002,,0
"DE","Germany","AF","Afghanistan",2002,,0
"DK","Denmark","AF","Afghanistan",2002,,0
"EE","Estonia","AF","Afghanistan",2002,,0
"ES","Spain","AF","Afghanistan",2002,,
"FI","Finland","AF","Afghanistan",2002,,0
"FR","France","AF","Afghanistan",2002,,0
"GB","UK","AF","Afghanistan",2002,,0
"GR","Greece","AF","Afghanistan",2002,,0
"HR","Croatia","AF","Afghanistan",2002,,
"HU","Hungary","AF","Afghanistan",2002,,0
"IE","Ireland","AF","Afghanistan",2002,,0
"IL","Israel","AF","Afghanistan",2002,,0
"IS","Iceland","AF","Afghanistan",2002,,0
"IT","Italy","AF","Afghanistan",2002,,0
"JP","Japan","AF","Afghanistan",2002,,0
"KR","South Korea","AF","Afghanistan",2002,,0
"KW","Kuwait","AF","Afghanistan",2002,,
"LI","Liechtenstein","AF","Afghanistan",2002,,
"LT","Lithuania","AF","Afghanistan",2002,,
"LU","Luxembourg","AF","Afghanistan",2002,,0
"LV","Latvia","AF","Afghanistan",2002,,
"MT","Malta","AF","Afghanistan",2002,,
"MX","Mexico","AF","Afghanistan",2002,,0
"NL","Netherlands","AF","Afghanistan",2002,,0
"NO","Norway","AF","Afghanistan",2002,,0
"NZ","New Zealand","AF","Afghanistan",2002,,0
"PL","Poland","AF","Afghanistan",2002,,0
"PT","Portugal","AF","Afghanistan",2002,,
"RO","Romania","AF","Afghanistan",2002,,
"RU","Russian Federation","AF","Afghanistan",2002,,
"SA","Saudi Arabia","AF","Afghanistan",2002,,
"SE","Sweden","AF","Afghanistan",2002,,0
"SI","Slovenia","AF","Afghanistan",2002,,
"SK","Slovakia","AF","Afghanistan",2002,,0
"TH","Thailand","AF","Afghanistan",2002,,
"TR","Turkey","AF","Afghanistan",2002,,0
"TW","Taiwan","AF","Afghanistan",2002,,
"US","USA","AF","Afghanistan",2002,,0
"AE","UAE","AF","Afghanistan",2003,,
"AT","Austria","AF","Afghanistan",2003,,0
"AU","Australia","AF","Afghanistan",2003,,0
"BE","Belgium","AF","Afghanistan",2003,,0
"BG","Bulgaria","AF","Afghanistan",2003,,
"CA","Canada","AF","Afghanistan",2003,,0
"CH","Switzerland","AF","Afghanistan",2003,,
"CL","Chile","AF","Afghanistan",2003,,0
"CY","Cyprus","AF","Afghanistan",2003,,
"CZ","Czech Republic","AF","Afghanistan",2003,,0
"DE","Germany","AF","Afghanistan",2003,,0
"DK","Denmark","AF","Afghanistan",2003,,0
"EE","Estonia","AF","Afghanistan",2003,,0
"ES","Spain","AF","Afghanistan",2003,,
"FI","Finland","AF","Afghanistan",2003,,0
"FR","France","AF","Afghanistan",2003,,0
"GB","UK","AF","Afghanistan",2003,,
"GR","Greece","AF","Afghanistan",2003,,0
"HR","Croatia","AF","Afghanistan",2003,,
"HU","Hungary","AF","Afghanistan",2003,,0
"IE","Ireland","AF","Afghanistan",2003,,0
"IL","Israel","AF","Afghanistan",2003,,0
"IS","Iceland","AF","Afghanistan",2003,,0
"IT","Italy","AF","Afghanistan",2003,,1511938.575
"JP","Japan","AF","Afghanistan",2003,,0
"KR","South Korea","AF","Afghanistan",2003,,0
"KW","Kuwait","AF","Afghanistan",2003,,
"LI","Liechtenstein","AF","Afghanistan",2003,,
"LT","Lithuania","AF","Afghanistan",2003,,
"LU","Luxembourg","AF","Afghanistan",2003,,0
"LV","Latvia","AF","Afghanistan",2003,,
"MT","Malta","AF","Afghanistan",2003,,
"MX","Mexico","AF","Afghanistan",2003,,0
"NL","Netherlands","AF","Afghanistan",2003,,0
"NO","Norway","AF","Afghanistan",2003,,0
"NZ","New Zealand","AF","Afghanistan",2003,,0
"PL","Poland","AF","Afghanistan",2003,,0
"PT","Portugal","AF","Afghanistan",2003,,
"RO","Romania","AF","Afghanistan",2003,,
"RU","Russian Federation","AF","Afghanistan",2003,,
"SA","Saudi Arabia","AF","Afghanistan",2003,,
"SE","Sweden","AF","Afghanistan",2003,,0
"SI","Slovenia","AF","Afghanistan",2003,,
"SK","Slovakia","AF","Afghanistan",2003,,0
"TH","Thailand","AF","Afghanistan",2003,,
"TR","Turkey","AF","Afghanistan",2003,,0
"TW","Taiwan","AF","Afghanistan",2003,,
"US","USA","AF","Afghanistan",2003,,0
"AE","UAE","AF","Afghanistan",2004,,
"AT","Austria","AF","Afghanistan",2004,,0
"AU","Australia","AF","Afghanistan",2004,,0
"BE","Belgium","AF","Afghanistan",2004,,0
"BG","Bulgaria","AF","Afghanistan",2004,,
"CA","Canada","AF","Afghanistan",2004,,0
"CH","Switzerland","AF","Afghanistan",2004,,
"CL","Chile","AF","Afghanistan",2004,,0
"CY","Cyprus","AF","Afghanistan",2004,,
"CZ","Czech Republic","AF","Afghanistan",2004,,0
"DE","Germany","AF","Afghanistan",2004,,0
"DK","Denmark","AF","Afghanistan",2004,,0
"EE","Estonia","AF","Afghanistan",2004,,0
"ES","Spain","AF","Afghanistan",2004,,
"FI","Finland","AF","Afghanistan",2004,,0
"FR","France","AF","Afghanistan",2004,,1471352.936
"GB","UK","AF","Afghanistan",2004,,
"GR","Greece","AF","Afghanistan",2004,,0
"HR","Croatia","AF","Afghanistan",2004,,
"HU","Hungary","AF","Afghanistan",2004,,0
"IE","Ireland","AF","Afghanistan",2004,,0
"IL","Israel","AF","Afghanistan",2004,,0
"IS","Iceland","AF","Afghanistan",2004,,0
"IT","Italy","AF","Afghanistan",2004,,0
"JP","Japan","AF","Afghanistan",2004,,0
"KR","South Korea","AF","Afghanistan",2004,,0
"KW","Kuwait","AF","Afghanistan",2004,,
"LI","Liechtenstein","AF","Afghanistan",2004,,
"LT","Lithuania","AF","Afghanistan",2004,,
"LU","Luxembourg","AF","Afghanistan",2004,,0
"LV","Latvia","AF","Afghanistan",2004,,
"MT","Malta","AF","Afghanistan",2004,,
"MX","Mexico","AF","Afghanistan",2004,,0
"NL","Netherlands","AF","Afghanistan",2004,,0
"NO","Norway","AF","Afghanistan",2004,,0
"NZ","New Zealand","AF","Afghanistan",2004,,0
"PL","Poland","AF","Afghanistan",2004,,0
"PT","Portugal","AF","Afghanistan",2004,,
"RO","Romania","AF","Afghanistan",2004,,
"RU","Russian Federation","AF","Afghanistan",2004,,
"SA","Saudi Arabia","AF","Afghanistan",2004,,
"SE","Sweden","AF","Afghanistan",2004,,0
"SI","Slovenia","AF","Afghanistan",2004,,
"SK","Slovakia","AF","Afghanistan",2004,,0
"TH","Thailand","AF","Afghanistan",2004,,
"TR","Turkey","AF","Afghanistan",2004,,0
"TW","Taiwan","AF","Afghanistan",2004,,
"US","USA","AF","Afghanistan",2004,,0
"AE","UAE","AF","Afghanistan",2005,,
"AT","Austria","AF","Afghanistan",2005,,0
"AU","Australia","AF","Afghanistan",2005,,0
"BE","Belgium","AF","Afghanistan",2005,,0
"BG","Bulgaria","AF","Afghanistan",2005,,
"CA","Canada","AF","Afghanistan",2005,,0
"CH","Switzerland","AF","Afghanistan",2005,,
"CL","Chile","AF","Afghanistan",2005,,0
"CY","Cyprus","AF","Afghanistan",2005,,
"CZ","Czech Republic","AF","Afghanistan",2005,,0
"DE","Germany","AF","Afghanistan",2005,,0
"DK","Denmark","AF","Afghanistan",2005,,0
"EE","Estonia","AF","Afghanistan",2005,,0
"ES","Spain","AF","Afghanistan",2005,,
"FI","Finland","AF","Afghanistan",2005,,0
"FR","France","AF","Afghanistan",2005,,4333288.525
"GB","UK","AF","Afghanistan",2005,,
"GR","Greece","AF","Afghanistan",2005,,0
"HR","Croatia","AF","Afghanistan",2005,,
"HU","Hungary","AF","Afghanistan",2005,,0
"IE","Ireland","AF","Afghanistan",2005,,0
"IL","Israel","AF","Afghanistan",2005,,0
"IS","Iceland","AF","Afghanistan",2005,,0
"IT","Italy","AF","Afghanistan",2005,,0
"JP","Japan","AF","Afghanistan",2005,,0
"KR","South Korea","AF","Afghanistan",2005,,0
"KW","Kuwait","AF","Afghanistan",2005,,
"LI","Liechtenstein","AF","Afghanistan",2005,,
"LT","Lithuania","AF","Afghanistan",2005,,
"LU","Luxembourg","AF","Afghanistan",2005,,0
"LV","Latvia","AF","Afghanistan",2005,,
"MT","Malta","AF","Afghanistan",2005,,
"MX","Mexico","AF","Afghanistan",2005,,0
"NL","Netherlands","AF","Afghanistan",2005,,0
"NO","Norway","AF","Afghanistan",2005,,0
"NZ","New Zealand","AF","Afghanistan",2005,,0
"PL","Poland","AF","Afghanistan",2005,,0
"PT","Portugal","AF","Afghanistan",2005,,
"RO","Romania","AF","Afghanistan",2005,,
"RU","Russian Federation","AF","Afghanistan",2005,,
"SA","Saudi Arabia","AF","Afghanistan",2005,,
"SE","Sweden","AF","Afghanistan",2005,,0
"SI","Slovenia","AF","Afghanistan",2005,,0
"SK","Slovakia","AF","Afghanistan",2005,,0
"TH","Thailand","AF","Afghanistan",2005,,
"TR","Turkey","AF","Afghanistan",2005,,0
"TW","Taiwan","AF","Afghanistan",2005,,
"US","USA","AF","Afghanistan",2005,,0
"AE","UAE","AF","Afghanistan",2006,,
"AT","Austria","AF","Afghanistan",2006,,0
"AU","Australia","AF","Afghanistan",2006,,0
"BE","Belgium","AF","Afghanistan",2006,,0
"BG","Bulgaria","AF","Afghanistan",2006,,
"CA","Canada","AF","Afghanistan",2006,,0
"CH","Switzerland","AF","Afghanistan",2006,,
"CL","Chile","AF","Afghanistan",2006,,0
"CY","Cyprus","AF","Afghanistan",2006,,
"CZ","Czech Republic","AF","Afghanistan",2006,,0
"DE","Germany","AF","Afghanistan",2006,,
"DK","Denmark","AF","Afghanistan",2006,,0
"EE","Estonia","AF","Afghanistan",2006,,0
"ES","Spain","AF","Afghanistan",2006,,
"FI","Finland","AF","Afghanistan",2006,,0
"FR","France","AF","Afghanistan",2006,,1413784.896
"GB","UK","AF","Afghanistan",2006,,
"GR","Greece","AF","Afghanistan",2006,,0
"HR","Croatia","AF","Afghanistan",2006,,
"HU","Hungary","AF","Afghanistan",2006,,375080.62
"IE","Ireland","AF","Afghanistan",2006,,0
"IL","Israel","AF","Afghanistan",2006,,0
"IS","Iceland","AF","Afghanistan",2006,,0
"IT","Italy","AF","Afghanistan",2006,,4277674.361
"JP","Japan","AF","Afghanistan",2006,,0
"KR","South Korea","AF","Afghanistan",2006,,107310.118
"KW","Kuwait","AF","Afghanistan",2006,,
"LI","Liechtenstein","AF","Afghanistan",2006,,
"LT","Lithuania","AF","Afghanistan",2006,,
"LU","Luxembourg","AF","Afghanistan",2006,,0
"LV","Latvia","AF","Afghanistan",2006,,
"MT","Malta","AF","Afghanistan",2006,,
"MX","Mexico","AF","Afghanistan",2006,,0
"NL","Netherlands","AF","Afghanistan",2006,,0
"NO","Norway","AF","Afghanistan",2006,,0
"NZ","New Zealand","AF","Afghanistan",2006,,0
"PL","Poland","AF","Afghanistan",2006,,0
"PT","Portugal","AF","Afghanistan",2006,,
"RO","Romania","AF","Afghanistan",2006,,
"RU","Russian Federation","AF","Afghanistan",2006,,
"SA","Saudi Arabia","AF","Afghanistan",2006,,
"SE","Sweden","AF","Afghanistan",2006,,0
"SI","Slovenia","AF","Afghanistan",2006,,0
"SK","Slovakia","AF","Afghanistan",2006,,0
"TH","Thailand","AF","Afghanistan",2006,,
"TR","Turkey","AF","Afghanistan",2006,,0
"TW","Taiwan","AF","Afghanistan",2006,,
"US","USA","AF","Afghanistan",2006,,0
"AE","UAE","AF","Afghanistan",2007,,
"AT","Austria","AF","Afghanistan",2007,,0
"AU","Australia","AF","Afghanistan",2007,,0
"BE","Belgium","AF","Afghanistan",2007,,0
"BG","Bulgaria","AF","Afghanistan",2007,,
"CA","Canada","AF","Afghanistan",2007,,0
"CH","Switzerland","AF","Afghanistan",2007,,
"CL","Chile","AF","Afghanistan",2007,,0
"CY","Cyprus","AF","Afghanistan",2007,,
"CZ","Czech Republic","AF","Afghanistan",2007,,0
"DE","Germany","AF","Afghanistan",2007,,0
"DK","Denmark","AF","Afghanistan",2007,,
"EE","Estonia","AF","Afghanistan",2007,,0
"ES","Spain","AF","Afghanistan",2007,,
"FI","Finland","AF","Afghanistan",2007,,0
"FR","France","AF","Afghanistan",2007,,
"GB","UK","AF","Afghanistan",2007,,
"GR","Greece","AF","Afghanistan",2007,,0
"HR","Croatia","AF","Afghanistan",2007,,
"HU","Hungary","AF","Afghanistan",2007,,253590.994
"IE","Ireland","AF","Afghanistan",2007,,0
"IL","Israel","AF","Afghanistan",2007,,0
"IS","Iceland","AF","Afghanistan",2007,,0
"IT","Italy","AF","Afghanistan",2007,,0
"JP","Japan","AF","Afghanistan",2007,,0
"KR","South Korea","AF","Afghanistan",2007,,0
"KW","Kuwait","AF","Afghanistan",2007,,
"LI","Liechtenstein","AF","Afghanistan",2007,,
"LT","Lithuania","AF","Afghanistan",2007,,
"LU","Luxembourg","AF","Afghanistan",2007,,0
"LV","Latvia","AF","Afghanistan",2007,,
"MT","Malta","AF","Afghanistan",2007,,
"MX","Mexico","AF","Afghanistan",2007,,0
"NL","Netherlands","AF","Afghanistan",2007,,0
"NO","Norway","AF","Afghanistan",2007,,0
"NZ","New Zealand","AF","Afghanistan",2007,,0
"PL","Poland","AF","Afghanistan",2007,,0
"PT","Portugal","AF","Afghanistan",2007,,
"RO","Romania","AF","Afghanistan",2007,,
"RU","Russian Federation","AF","Afghanistan",2007,,
"SA","Saudi Arabia","AF","Afghanistan",2007,,
"SE","Sweden","AF","Afghanistan",2007,,0
"SI","Slovenia","AF","Afghanistan",2007,,0
"SK","Slovakia","AF","Afghanistan",2007,,0
"TH","Thailand","AF","Afghanistan",2007,,
"TR","Turkey","AF","Afghanistan",2007,,0
"TW","Taiwan","AF","Afghanistan",2007,,
"US","USA","AF","Afghanistan",2007,,0
"AE","UAE","AF","Afghanistan",2008,,
"AT","Austria","AF","Afghanistan",2008,,0
"AU","Australia","AF","Afghanistan",2008,,0
"BE","Belgium","AF","Afghanistan",2008,,0
"BG","Bulgaria","AF","Afghanistan",2008,,
"CA","Canada","AF","Afghanistan",2008,,0
"CH","Switzerland","AF","Afghanistan",2008,,
"CL","Chile","AF","Afghanistan",2008,,0
"CY","Cyprus","AF","Afghanistan",2008,,
"CZ","Czech Republic","AF","Afghanistan",2008,,0
"DE","Germany","AF","Afghanistan",2008,,0
"DK","Denmark","AF","Afghanistan",2008,,
"EE","Estonia","AF","Afghanistan",2008,,
"ES","Spain","AF","Afghanistan",2008,,
"FI","Finland","AF","Afghanistan",2008,,0
"FR","France","AF","Afghanistan",2008,,
"GB","UK","AF","Afghanistan",2008,,
"GR","Greece","AF","Afghanistan",2008,,0
"HR","Croatia","AF","Afghanistan",2008,,
"HU","Hungary","AF","Afghanistan",2008,,915141.428
"IE","Ireland","AF","Afghanistan",2008,,0
"IL","Israel","AF","Afghanistan",2008,,0
"IS","Iceland","AF","Afghanistan",2008,,0
"IT","Italy","AF","Afghanistan",2008,,0
"JP","Japan","AF","Afghanistan",2008,,0
"KR","South Korea","AF","Afghanistan",2008,,151632.01
"KW","Kuwait","AF","Afghanistan",2008,,
"LI","Liechtenstein","AF","Afghanistan",2008,,
"LT","Lithuania","AF","Afghanistan",2008,,
"LU","Luxembourg","AF","Afghanistan",2008,,0
"LV","Latvia","AF","Afghanistan",2008,,
"MT","Malta","AF","Afghanistan",2008,,
"MX","Mexico","AF","Afghanistan",2008,,0
"NL","Netherlands","AF","Afghanistan",2008,,0
"NO","Norway","AF","Afghanistan",2008,,0
"NZ","New Zealand","AF","Afghanistan",2008,,0
"PL","Poland","AF","Afghanistan",2008,,0
"PT","Portugal","AF","Afghanistan",2008,,
"RO","Romania","AF","Afghanistan",2008,,
"RU","Russian Federation","AF","Afghanistan",2008,,
"SA","Saudi Arabia","AF","Afghanistan",2008,,
"SE","Sweden","AF","Afghanistan",2008,,0
"SI","Slovenia","AF","Afghanistan",2008,,0
"SK","Slovakia","AF","Afghanistan",2008,,0
"TH","Thailand","AF","Afghanistan",2008,,
"TR","Turkey","AF","Afghanistan",2008,,0
"TW","Taiwan","AF","Afghanistan",2008,,
"US","USA","AF","Afghanistan",2008,,0
"AE","UAE","AF","Afghanistan",2009,,
"AT","Austria","AF","Afghanistan",2009,,0
"AU","Australia","AF","Afghanistan",2009,,0
"BE","Belgium","AF","Afghanistan",2009,,0
"BG","Bulgaria","AF","Afghanistan",2009,,
"CA","Canada","AF","Afghanistan",2009,,0
"CH","Switzerland","AF","Afghanistan",2009,,
"CL","Chile","AF","Afghanistan",2009,,0
"CY","Cyprus","AF","Afghanistan",2009,,
"CZ","Czech Republic","AF","Afghanistan",2009,,0
"DE","Germany","AF","Afghanistan",2009,,0
"DK","Denmark","AF","Afghanistan",2009,,
"EE","Estonia","AF","Afghanistan",2009,,0
"ES","Spain","AF","Afghanistan",2009,,
"FI","Finland","AF","Afghanistan",2009,,0
"FR","France","AF","Afghanistan",2009,,
"GB","UK","AF","Afghanistan",2009,,
"GR","Greece","AF","Afghanistan",2009,,0
"HR","Croatia","AF","Afghanistan",2009,,
"HU","Hungary","AF","Afghanistan",2009,,0
"IE","Ireland","AF","Afghanistan",2009,,0
"IL","Israel","AF","Afghanistan",2009,,0
"IS","Iceland","AF","Afghanistan",2009,,0
"IT","Italy","AF","Afghanistan",2009,,0
"JP","Japan","AF","Afghanistan",2009,,0
"KR","South Korea","AF","Afghanistan",2009,,144204.911
"KW","Kuwait","AF","Afghanistan",2009,,
"LI","Liechtenstein","AF","Afghanistan",2009,,
"LT","Lithuania","AF","Afghanistan",2009,,
"LU","Luxembourg","AF","Afghanistan",2009,,0
"LV","Latvia","AF","Afghanistan",2009,,
"MT","Malta","AF","Afghanistan",2009,,
"MX","Mexico","AF","Afghanistan",2009,,0
"NL","Netherlands","AF","Afghanistan",2009,,0
"NO","Norway","AF","Afghanistan",2009,,0
"NZ","New Zealand","AF","Afghanistan",2009,,0
"PL","Poland","AF","Afghanistan",2009,,0
"PT","Portugal","AF","Afghanistan",2009,,
"RO","Romania","AF","Afghanistan",2009,,
"RU","Russian Federation","AF","Afghanistan",2009,,
"SA","Saudi Arabia","AF","Afghanistan",2009,,
"SE","Sweden","AF","Afghanistan",2009,,0
"SI","Slovenia","AF","Afghanistan",2009,,0
"SK","Slovakia","AF","Afghanistan",2009,,0
"TH","Thailand","AF","Afghanistan",2009,,
"TR","Turkey","AF","Afghanistan",2009,,0
"TW","Taiwan","AF","Afghanistan",2009,,
"US","USA","AF","Afghanistan",2009,,0
"AE","UAE","AF","Afghanistan",2010,,
"AT","Austria","AF","Afghanistan",2010,,0
"AU","Australia","AF","Afghanistan",2010,,0
"BE","Belgium","AF","Afghanistan",2010,,0
"BG","Bulgaria","AF","Afghanistan",2010,,
"CA","Canada","AF","Afghanistan",2010,,0
"CH","Switzerland","AF","Afghanistan",2010,,
"CL","Chile","AF","Afghanistan",2010,,0
"CY","Cyprus","AF","Afghanistan",2010,,
"CZ","Czech Republic","AF","Afghanistan",2010,,0
"DE","Germany","AF","Afghanistan",2010,,0
"DK","Denmark","AF","Afghanistan",2010,,0
"EE","Estonia","AF","Afghanistan",2010,,0
"ES","Spain","AF","Afghanistan",2010,,
"FI","Finland","AF","Afghanistan",2010,,0
"FR","France","AF","Afghanistan",2010,,
"GB","UK","AF","Afghanistan",2010,,
"GR","Greece","AF","Afghanistan",2010,,0
"HR","Croatia","AF","Afghanistan",2010,,
"HU","Hungary","AF","Afghanistan",2010,,0
"IE","Ireland","AF","Afghanistan",2010,,0
"IL","Israel","AF","Afghanistan",2010,,0
"IS","Iceland","AF","Afghanistan",2010,,0
"IT","Italy","AF","Afghanistan",2010,,0
"JP","Japan","AF","Afghanistan",2010,,0
"KR","South Korea","AF","Afghanistan",2010,,0
"KW","Kuwait","AF","Afghanistan",2010,,
"LI","Liechtenstein","AF","Afghanistan",2010,,
"LT","Lithuania","AF","Afghanistan",2010,,
"LU","Luxembourg","AF","Afghanistan",2010,,
"LV","Latvia","AF","Afghanistan",2010,,
"MT","Malta","AF","Afghanistan",2010,,
"MX","Mexico","AF","Afghanistan",2010,,0
"NL","Netherlands","AF","Afghanistan",2010,,
"NO","Norway","AF","Afghanistan",2010,,0
"NZ","New Zealand","AF","Afghanistan",2010,,0
"PL","Poland","AF","Afghanistan",2010,,0
"PT","Portugal","AF","Afghanistan",2010,,
"RO","Romania","AF","Afghanistan",2010,,
"RU","Russian Federation","AF","Afghanistan",2010,,
"SA","Saudi Arabia","AF","Afghanistan",2010,,
"SE","Sweden","AF","Afghanistan",2010,,0
"SI","Slovenia","AF","Afghanistan",2010,,0
"SK","Slovakia","AF","Afghanistan",2010,,0
"TH","Thailand","AF","Afghanistan",2010,,
"TR","Turkey","AF","Afghanistan",2010,,0
"TW","Taiwan","AF","Afghanistan",2010,,
"US","USA","AF","Afghanistan",2010,,0
"AE","UAE","AF","Afghanistan",2011,,
"AT","Austria","AF","Afghanistan",2011,,0
"AU","Australia","AF","Afghanistan",2011,,
"BE","Belgium","AF","Afghanistan",2011,,0
"BG","Bulgaria","AF","Afghanistan",2011,,
"CA","Canada","AF","Afghanistan",2011,,0
"CH","Switzerland","AF","Afghanistan",2011,,
"CL","Chile","AF","Afghanistan",2011,,0
"CY","Cyprus","AF","Afghanistan",2011,,
"CZ","Czech Republic","AF","Afghanistan",2011,,0
"DE","Germany","AF","Afghanistan",2011,,1306641.22
"DK","Denmark","AF","Afghanistan",2011,,0
"EE","Estonia","AF","Afghanistan",2011,,0
"ES","Spain","AF","Afghanistan",2011,,
"FI","Finland","AF","Afghanistan",2011,,
"FR","France","AF","Afghanistan",2011,,
"GB","UK","AF","Afghanistan",2011,,
"GR","Greece","AF","Afghanistan",2011,,0
"HR","Croatia","AF","Afghanistan",2011,,
"HU","Hungary","AF","Afghanistan",2011,,4321101.416
"IE","Ireland","AF","Afghanistan",2011,,0
"IL","Israel","AF","Afghanistan",2011,,0
"IS","Iceland","AF","Afghanistan",2011,,0
"IT","Italy","AF","Afghanistan",2011,,0
"JP","Japan","AF","Afghanistan",2011,,0
"KR","South Korea","AF","Afghanistan",2011,,0
"KW","Kuwait","AF","Afghanistan",2011,,
"LI","Liechtenstein","AF","Afghanistan",2011,,
"LT","Lithuania","AF","Afghanistan",2011,,
"LU","Luxembourg","AF","Afghanistan",2011,,
"LV","Latvia","AF","Afghanistan",2011,,
"MT","Malta","AF","Afghanistan",2011,,
"MX","Mexico","AF","Afghanistan",2011,,0
"NL","Netherlands","AF","Afghanistan",2011,,
"NO","Norway","AF","Afghanistan",2011,,0
