"id-from","entity-from-name","id-to","entity-to-name","year","financing-type","value"
"CY","Cyprus","KZ","Kazakhstan",2011,,
"CZ","Czech Republic","KZ","Kazakhstan",2011,,954134.796
"DE","Germany","KZ","Kazakhstan",2011,,372328025.4
"DK","Denmark","KZ","Kazakhstan",2011,,0
"EE","Estonia","KZ","Kazakhstan",2011,,218921.548
"ES","Spain","KZ","Kazakhstan",2011,,
"FI","Finland","KZ","Kazakhstan",2011,,24548731.11
"FR","France","KZ","Kazakhstan",2011,,0
"GB","UK","KZ","Kazakhstan",2011,,1731359750
"GR","Greece","KZ","Kazakhstan",2011,,0
"HR","Croatia","KZ","Kazakhstan",2011,,
"HU","Hungary","KZ","Kazakhstan",2011,,2252087.772
"IE","Ireland","KZ","Kazakhstan",2011,,
"IL","Israel","KZ","Kazakhstan",2011,,0
"IS","Iceland","KZ","Kazakhstan",2011,,0
"IT","Italy","KZ","Kazakhstan",2011,,99750473.35
"JP","Japan","KZ","Kazakhstan",2011,,0
"KR","South Korea","KZ","Kazakhstan",2011,,17475307.97
"KW","Kuwait","KZ","Kazakhstan",2011,,
"LI","Liechtenstein","KZ","Kazakhstan",2011,,
"LT","Lithuania","KZ","Kazakhstan",2011,,
"LU","Luxembourg","KZ","Kazakhstan",2011,,
"LV","Latvia","KZ","Kazakhstan",2011,,
"MT","Malta","KZ","Kazakhstan",2011,,
"MX","Mexico","KZ","Kazakhstan",2011,,0
"NL","Netherlands","KZ","Kazakhstan",2011,,
"NO","Norway","KZ","Kazakhstan",2011,,0
"NZ","New Zealand","KZ","Kazakhstan",2011,,0
"PL","Poland","KZ","Kazakhstan",2011,,66333354.31
"PT","Portugal","KZ","Kazakhstan",2011,,
"RO","Romania","KZ","Kazakhstan",2011,,
"RU","Russian Federation","KZ","Kazakhstan",2011,,
"SA","Saudi Arabia","KZ","Kazakhstan",2011,,
"SE","Sweden","KZ","Kazakhstan",2011,,283928768.3
"SI","Slovenia","KZ","Kazakhstan",2011,,0
"SK","Slovakia","KZ","Kazakhstan",2011,,0
"TH","Thailand","KZ","Kazakhstan",2011,,
"TR","Turkey","KZ","Kazakhstan",2011,,77743437.85
"TW","Taiwan","KZ","Kazakhstan",2011,,
"US","USA","KZ","Kazakhstan",2011,,0
"AE","UAE","KZ","Kazakhstan",2012,,
"AT","Austria","KZ","Kazakhstan",2012,,0
"AU","Australia","KZ","Kazakhstan",2012,,
"BE","Belgium","KZ","Kazakhstan",2012,,7712000
"BG","Bulgaria","KZ","Kazakhstan",2012,,
"CA","Canada","KZ","Kazakhstan",2012,,0
"CH","Switzerland","KZ","Kazakhstan",2012,,
"CL","Chile","KZ","Kazakhstan",2012,,0
"CY","Cyprus","KZ","Kazakhstan",2012,,
"CZ","Czech Republic","KZ","Kazakhstan",2012,,550000
"DE","Germany","KZ","Kazakhstan",2012,,311054000
"DK","Denmark","KZ","Kazakhstan",2012,,518000
"EE","Estonia","KZ","Kazakhstan",2012,,0
"ES","Spain","KZ","Kazakhstan",2012,,
"FI","Finland","KZ","Kazakhstan",2012,,0
"FR","France","KZ","Kazakhstan",2012,,106684000
"GB","UK","KZ","Kazakhstan",2012,,0
"GR","Greece","KZ","Kazakhstan",2012,,0
"HR","Croatia","KZ","Kazakhstan",2012,,
"HU","Hungary","KZ","Kazakhstan",2012,,3710000
"IE","Ireland","KZ","Kazakhstan",2012,,
"IL","Israel","KZ","Kazakhstan",2012,,0
"IS","Iceland","KZ","Kazakhstan",2012,,0
"IT","Italy","KZ","Kazakhstan",2012,,199499000
"JP","Japan","KZ","Kazakhstan",2012,,0
"KR","South Korea","KZ","Kazakhstan",2012,,233838000
"KW","Kuwait","KZ","Kazakhstan",2012,,
"LI","Liechtenstein","KZ","Kazakhstan",2012,,
"LT","Lithuania","KZ","Kazakhstan",2012,,
"LU","Luxembourg","KZ","Kazakhstan",2012,,0
"LV","Latvia","KZ","Kazakhstan",2012,,
"MT","Malta","KZ","Kazakhstan",2012,,
"MX","Mexico","KZ","Kazakhstan",2012,,0
"NL","Netherlands","KZ","Kazakhstan",2012,,686375000
"NO","Norway","KZ","Kazakhstan",2012,,0
"NZ","New Zealand","KZ","Kazakhstan",2012,,0
"PL","Poland","KZ","Kazakhstan",2012,,0
"PT","Portugal","KZ","Kazakhstan",2012,,
"RO","Romania","KZ","Kazakhstan",2012,,
"RU","Russian Federation","KZ","Kazakhstan",2012,,
"SA","Saudi Arabia","KZ","Kazakhstan",2012,,
"SE","Sweden","KZ","Kazakhstan",2012,,227065000
"SI","Slovenia","KZ","Kazakhstan",2012,,1530000
"SK","Slovakia","KZ","Kazakhstan",2012,,
"TH","Thailand","KZ","Kazakhstan",2012,,
"TR","Turkey","KZ","Kazakhstan",2012,,5.5e+07
"TW","Taiwan","KZ","Kazakhstan",2012,,
"US","USA","KZ","Kazakhstan",2012,,3.6e+07
"AE","UAE","KE","Kenya",2000,,
"AT","Austria","KE","Kenya",2000,,0
"AU","Australia","KE","Kenya",2000,,0
"BE","Belgium","KE","Kenya",2000,,0
"BG","Bulgaria","KE","Kenya",2000,,
"CA","Canada","KE","Kenya",2000,,0
"CH","Switzerland","KE","Kenya",2000,,11132209.56
"CL","Chile","KE","Kenya",2000,,0
"CY","Cyprus","KE","Kenya",2000,,
"CZ","Czech Republic","KE","Kenya",2000,,0
"DE","Germany","KE","Kenya",2000,,5849062.792
"DK","Denmark","KE","Kenya",2000,,0
"EE","Estonia","KE","Kenya",2000,,0
"ES","Spain","KE","Kenya",2000,,
"FI","Finland","KE","Kenya",2000,,0
"FR","France","KE","Kenya",2000,,0
"GB","UK","KE","Kenya",2000,,0
"GR","Greece","KE","Kenya",2000,,0
"HR","Croatia","KE","Kenya",2000,,
"HU","Hungary","KE","Kenya",2000,,0
"IE","Ireland","KE","Kenya",2000,,0
"IL","Israel","KE","Kenya",2000,,0
"IS","Iceland","KE","Kenya",2000,,0
"IT","Italy","KE","Kenya",2000,,0
"JP","Japan","KE","Kenya",2000,,0
"KR","South Korea","KE","Kenya",2000,,0
"KW","Kuwait","KE","Kenya",2000,,
"LI","Liechtenstein","KE","Kenya",2000,,
"LT","Lithuania","KE","Kenya",2000,,
"LU","Luxembourg","KE","Kenya",2000,,0
"LV","Latvia","KE","Kenya",2000,,
"MT","Malta","KE","Kenya",2000,,
"MX","Mexico","KE","Kenya",2000,,0
"NL","Netherlands","KE","Kenya",2000,,16183027.8
"NO","Norway","KE","Kenya",2000,,0
"NZ","New Zealand","KE","Kenya",2000,,0
"PL","Poland","KE","Kenya",2000,,0
"PT","Portugal","KE","Kenya",2000,,
"RO","Romania","KE","Kenya",2000,,
"RU","Russian Federation","KE","Kenya",2000,,
"SA","Saudi Arabia","KE","Kenya",2000,,
"SE","Sweden","KE","Kenya",2000,,0
"SI","Slovenia","KE","Kenya",2000,,
"SK","Slovakia","KE","Kenya",2000,,0
"TH","Thailand","KE","Kenya",2000,,
"TR","Turkey","KE","Kenya",2000,,0
"TW","Taiwan","KE","Kenya",2000,,
"US","USA","KE","Kenya",2000,,0
"AE","UAE","KE","Kenya",2001,,
"AT","Austria","KE","Kenya",2001,,0
"AU","Australia","KE","Kenya",2001,,0
"BE","Belgium","KE","Kenya",2001,,0
"BG","Bulgaria","KE","Kenya",2001,,
"CA","Canada","KE","Kenya",2001,,0
"CH","Switzerland","KE","Kenya",2001,,5201090.346
"CL","Chile","KE","Kenya",2001,,0
"CY","Cyprus","KE","Kenya",2001,,
"CZ","Czech Republic","KE","Kenya",2001,,0
"DE","Germany","KE","Kenya",2001,,0
"DK","Denmark","KE","Kenya",2001,,0
"EE","Estonia","KE","Kenya",2001,,0
"ES","Spain","KE","Kenya",2001,,
"FI","Finland","KE","Kenya",2001,,0
"FR","France","KE","Kenya",2001,,53043920.59
"GB","UK","KE","Kenya",2001,,0
"GR","Greece","KE","Kenya",2001,,0
"HR","Croatia","KE","Kenya",2001,,
"HU","Hungary","KE","Kenya",2001,,0
"IE","Ireland","KE","Kenya",2001,,0
"IL","Israel","KE","Kenya",2001,,0
"IS","Iceland","KE","Kenya",2001,,0
"IT","Italy","KE","Kenya",2001,,0
"JP","Japan","KE","Kenya",2001,,0
"KR","South Korea","KE","Kenya",2001,,0
"KW","Kuwait","KE","Kenya",2001,,
"LI","Liechtenstein","KE","Kenya",2001,,
"LT","Lithuania","KE","Kenya",2001,,
"LU","Luxembourg","KE","Kenya",2001,,0
"LV","Latvia","KE","Kenya",2001,,
"MT","Malta","KE","Kenya",2001,,
"MX","Mexico","KE","Kenya",2001,,0
"NL","Netherlands","KE","Kenya",2001,,0
"NO","Norway","KE","Kenya",2001,,0
"NZ","New Zealand","KE","Kenya",2001,,0
"PL","Poland","KE","Kenya",2001,,0
"PT","Portugal","KE","Kenya",2001,,
"RO","Romania","KE","Kenya",2001,,
"RU","Russian Federation","KE","Kenya",2001,,
"SA","Saudi Arabia","KE","Kenya",2001,,
"SE","Sweden","KE","Kenya",2001,,0
"SI","Slovenia","KE","Kenya",2001,,
"SK","Slovakia","KE","Kenya",2001,,0
"TH","Thailand","KE","Kenya",2001,,
"TR","Turkey","KE","Kenya",2001,,0
"TW","Taiwan","KE","Kenya",2001,,
"US","USA","KE","Kenya",2001,,0
"AE","UAE","KE","Kenya",2002,,
"AT","Austria","KE","Kenya",2002,,0
"AU","Australia","KE","Kenya",2002,,0
"BE","Belgium","KE","Kenya",2002,,0
"BG","Bulgaria","KE","Kenya",2002,,
"CA","Canada","KE","Kenya",2002,,0
"CH","Switzerland","KE","Kenya",2002,,0
"CL","Chile","KE","Kenya",2002,,0
"CY","Cyprus","KE","Kenya",2002,,
"CZ","Czech Republic","KE","Kenya",2002,,0
"DE","Germany","KE","Kenya",2002,,0
"DK","Denmark","KE","Kenya",2002,,0
"EE","Estonia","KE","Kenya",2002,,0
"ES","Spain","KE","Kenya",2002,,
"FI","Finland","KE","Kenya",2002,,0
"FR","France","KE","Kenya",2002,,18314281.26
"GB","UK","KE","Kenya",2002,,64362615.1
"GR","Greece","KE","Kenya",2002,,0
"HR","Croatia","KE","Kenya",2002,,
"HU","Hungary","KE","Kenya",2002,,0
"IE","Ireland","KE","Kenya",2002,,0
"IL","Israel","KE","Kenya",2002,,0
"IS","Iceland","KE","Kenya",2002,,0
"IT","Italy","KE","Kenya",2002,,0
"JP","Japan","KE","Kenya",2002,,0
"KR","South Korea","KE","Kenya",2002,,0
"KW","Kuwait","KE","Kenya",2002,,
"LI","Liechtenstein","KE","Kenya",2002,,
"LT","Lithuania","KE","Kenya",2002,,
"LU","Luxembourg","KE","Kenya",2002,,0
"LV","Latvia","KE","Kenya",2002,,
"MT","Malta","KE","Kenya",2002,,
"MX","Mexico","KE","Kenya",2002,,0
"NL","Netherlands","KE","Kenya",2002,,4449480.999
"NO","Norway","KE","Kenya",2002,,0
"NZ","New Zealand","KE","Kenya",2002,,0
"PL","Poland","KE","Kenya",2002,,0
"PT","Portugal","KE","Kenya",2002,,
"RO","Romania","KE","Kenya",2002,,
"RU","Russian Federation","KE","Kenya",2002,,
"SA","Saudi Arabia","KE","Kenya",2002,,
"SE","Sweden","KE","Kenya",2002,,0
"SI","Slovenia","KE","Kenya",2002,,
"SK","Slovakia","KE","Kenya",2002,,0
"TH","Thailand","KE","Kenya",2002,,
"TR","Turkey","KE","Kenya",2002,,0
"TW","Taiwan","KE","Kenya",2002,,
"US","USA","KE","Kenya",2002,,
"AE","UAE","KE","Kenya",2003,,
"AT","Austria","KE","Kenya",2003,,0
"AU","Australia","KE","Kenya",2003,,0
"BE","Belgium","KE","Kenya",2003,,0
"BG","Bulgaria","KE","Kenya",2003,,
"CA","Canada","KE","Kenya",2003,,0
"CH","Switzerland","KE","Kenya",2003,,0
"CL","Chile","KE","Kenya",2003,,0
"CY","Cyprus","KE","Kenya",2003,,
"CZ","Czech Republic","KE","Kenya",2003,,0
"DE","Germany","KE","Kenya",2003,,8460198.554
"DK","Denmark","KE","Kenya",2003,,0
"EE","Estonia","KE","Kenya",2003,,
"ES","Spain","KE","Kenya",2003,,
"FI","Finland","KE","Kenya",2003,,0
"FR","France","KE","Kenya",2003,,2991854.646
"GB","UK","KE","Kenya",2003,,114219230
"GR","Greece","KE","Kenya",2003,,0
"HR","Croatia","KE","Kenya",2003,,
"HU","Hungary","KE","Kenya",2003,,0
"IE","Ireland","KE","Kenya",2003,,0
"IL","Israel","KE","Kenya",2003,,0
"IS","Iceland","KE","Kenya",2003,,0
"IT","Italy","KE","Kenya",2003,,0
"JP","Japan","KE","Kenya",2003,,0
"KR","South Korea","KE","Kenya",2003,,0
"KW","Kuwait","KE","Kenya",2003,,
"LI","Liechtenstein","KE","Kenya",2003,,
"LT","Lithuania","KE","Kenya",2003,,
"LU","Luxembourg","KE","Kenya",2003,,167534.739
"LV","Latvia","KE","Kenya",2003,,
"MT","Malta","KE","Kenya",2003,,
"MX","Mexico","KE","Kenya",2003,,0
"NL","Netherlands","KE","Kenya",2003,,2902417.151
"NO","Norway","KE","Kenya",2003,,0
"NZ","New Zealand","KE","Kenya",2003,,0
"PL","Poland","KE","Kenya",2003,,0
"PT","Portugal","KE","Kenya",2003,,
"RO","Romania","KE","Kenya",2003,,
"RU","Russian Federation","KE","Kenya",2003,,
"SA","Saudi Arabia","KE","Kenya",2003,,
"SE","Sweden","KE","Kenya",2003,,680511.094
"SI","Slovenia","KE","Kenya",2003,,
"SK","Slovakia","KE","Kenya",2003,,0
"TH","Thailand","KE","Kenya",2003,,
"TR","Turkey","KE","Kenya",2003,,0
"TW","Taiwan","KE","Kenya",2003,,
"US","USA","KE","Kenya",2003,,8472397.244
"AE","UAE","KE","Kenya",2004,,
"AT","Austria","KE","Kenya",2004,,0
"AU","Australia","KE","Kenya",2004,,0
"BE","Belgium","KE","Kenya",2004,,0
"BG","Bulgaria","KE","Kenya",2004,,
"CA","Canada","KE","Kenya",2004,,0
"CH","Switzerland","KE","Kenya",2004,,12364214.81
"CL","Chile","KE","Kenya",2004,,0
"CY","Cyprus","KE","Kenya",2004,,
"CZ","Czech Republic","KE","Kenya",2004,,0
"DE","Germany","KE","Kenya",2004,,0
"DK","Denmark","KE","Kenya",2004,,0
"EE","Estonia","KE","Kenya",2004,,0
"ES","Spain","KE","Kenya",2004,,
"FI","Finland","KE","Kenya",2004,,0
"FR","France","KE","Kenya",2004,,5887781.073
"GB","UK","KE","Kenya",2004,,90388773.75
"GR","Greece","KE","Kenya",2004,,0
"HR","Croatia","KE","Kenya",2004,,
"HU","Hungary","KE","Kenya",2004,,0
"IE","Ireland","KE","Kenya",2004,,0
"IL","Israel","KE","Kenya",2004,,0
"IS","Iceland","KE","Kenya",2004,,0
"IT","Italy","KE","Kenya",2004,,0
"JP","Japan","KE","Kenya",2004,,0
"KR","South Korea","KE","Kenya",2004,,0
"KW","Kuwait","KE","Kenya",2004,,
"LI","Liechtenstein","KE","Kenya",2004,,
"LT","Lithuania","KE","Kenya",2004,,
"LU","Luxembourg","KE","Kenya",2004,,0
"LV","Latvia","KE","Kenya",2004,,
"MT","Malta","KE","Kenya",2004,,
"MX","Mexico","KE","Kenya",2004,,0
"NL","Netherlands","KE","Kenya",2004,,11529103.8
"NO","Norway","KE","Kenya",2004,,0
"NZ","New Zealand","KE","Kenya",2004,,0
"PL","Poland","KE","Kenya",2004,,0
"PT","Portugal","KE","Kenya",2004,,
"RO","Romania","KE","Kenya",2004,,
"RU","Russian Federation","KE","Kenya",2004,,
"SA","Saudi Arabia","KE","Kenya",2004,,
"SE","Sweden","KE","Kenya",2004,,
"SI","Slovenia","KE","Kenya",2004,,
"SK","Slovakia","KE","Kenya",2004,,0
"TH","Thailand","KE","Kenya",2004,,
"TR","Turkey","KE","Kenya",2004,,0
"TW","Taiwan","KE","Kenya",2004,,
"US","USA","KE","Kenya",2004,,0
"AE","UAE","KE","Kenya",2005,,
"AT","Austria","KE","Kenya",2005,,0
"AU","Australia","KE","Kenya",2005,,0
"BE","Belgium","KE","Kenya",2005,,
"BG","Bulgaria","KE","Kenya",2005,,
"CA","Canada","KE","Kenya",2005,,0
"CH","Switzerland","KE","Kenya",2005,,14986252.55
"CL","Chile","KE","Kenya",2005,,0
"CY","Cyprus","KE","Kenya",2005,,
"CZ","Czech Republic","KE","Kenya",2005,,0
"DE","Germany","KE","Kenya",2005,,12479116.92
"DK","Denmark","KE","Kenya",2005,,2439086.021
"EE","Estonia","KE","Kenya",2005,,0
"ES","Spain","KE","Kenya",2005,,
"FI","Finland","KE","Kenya",2005,,0
"FR","France","KE","Kenya",2005,,5776555.982
"GB","UK","KE","Kenya",2005,,137718165.4
"GR","Greece","KE","Kenya",2005,,0
"HR","Croatia","KE","Kenya",2005,,
"HU","Hungary","KE","Kenya",2005,,0
"IE","Ireland","KE","Kenya",2005,,0
"IL","Israel","KE","Kenya",2005,,0
"IS","Iceland","KE","Kenya",2005,,0
"IT","Italy","KE","Kenya",2005,,1450205.085
"JP","Japan","KE","Kenya",2005,,0
"KR","South Korea","KE","Kenya",2005,,0
"KW","Kuwait","KE","Kenya",2005,,
"LI","Liechtenstein","KE","Kenya",2005,,
"LT","Lithuania","KE","Kenya",2005,,
"LU","Luxembourg","KE","Kenya",2005,,13595230.85
"LV","Latvia","KE","Kenya",2005,,
"MT","Malta","KE","Kenya",2005,,
"MX","Mexico","KE","Kenya",2005,,0
"NL","Netherlands","KE","Kenya",2005,,16881388.21
"NO","Norway","KE","Kenya",2005,,0
"NZ","New Zealand","KE","Kenya",2005,,0
"PL","Poland","KE","Kenya",2005,,0
"PT","Portugal","KE","Kenya",2005,,
"RO","Romania","KE","Kenya",2005,,
"RU","Russian Federation","KE","Kenya",2005,,
"SA","Saudi Arabia","KE","Kenya",2005,,
"SE","Sweden","KE","Kenya",2005,,0
"SI","Slovenia","KE","Kenya",2005,,0
"SK","Slovakia","KE","Kenya",2005,,0
"TH","Thailand","KE","Kenya",2005,,
"TR","Turkey","KE","Kenya",2005,,0
"TW","Taiwan","KE","Kenya",2005,,
"US","USA","KE","Kenya",2005,,45657601.41
"AE","UAE","KE","Kenya",2006,,
"AT","Austria","KE","Kenya",2006,,0
"AU","Australia","KE","Kenya",2006,,0
"BE","Belgium","KE","Kenya",2006,,2886858.705
"BG","Bulgaria","KE","Kenya",2006,,
"CA","Canada","KE","Kenya",2006,,0
"CH","Switzerland","KE","Kenya",2006,,22107096.64
"CL","Chile","KE","Kenya",2006,,0
"CY","Cyprus","KE","Kenya",2006,,
"CZ","Czech Republic","KE","Kenya",2006,,0
"DE","Germany","KE","Kenya",2006,,0
"DK","Denmark","KE","Kenya",2006,,
"EE","Estonia","KE","Kenya",2006,,0
"ES","Spain","KE","Kenya",2006,,
"FI","Finland","KE","Kenya",2006,,0
"FR","France","KE","Kenya",2006,,7070051.003
"GB","UK","KE","Kenya",2006,,113709808.5
"GR","Greece","KE","Kenya",2006,,0
"HR","Croatia","KE","Kenya",2006,,
"HU","Hungary","KE","Kenya",2006,,0
"IE","Ireland","KE","Kenya",2006,,0
"IL","Israel","KE","Kenya",2006,,0
"IS","Iceland","KE","Kenya",2006,,0
"IT","Italy","KE","Kenya",2006,,5703187.192
"JP","Japan","KE","Kenya",2006,,0
"KR","South Korea","KE","Kenya",2006,,256568.738
"KW","Kuwait","KE","Kenya",2006,,
"LI","Liechtenstein","KE","Kenya",2006,,
"LT","Lithuania","KE","Kenya",2006,,
"LU","Luxembourg","KE","Kenya",2006,,0
"LV","Latvia","KE","Kenya",2006,,
"MT","Malta","KE","Kenya",2006,,
"MX","Mexico","KE","Kenya",2006,,0
"NL","Netherlands","KE","Kenya",2006,,15205576.71
"NO","Norway","KE","Kenya",2006,,
"NZ","New Zealand","KE","Kenya",2006,,0
"PL","Poland","KE","Kenya",2006,,0
"PT","Portugal","KE","Kenya",2006,,
"RO","Romania","KE","Kenya",2006,,
"RU","Russian Federation","KE","Kenya",2006,,
"SA","Saudi Arabia","KE","Kenya",2006,,
"SE","Sweden","KE","Kenya",2006,,2802630.973
"SI","Slovenia","KE","Kenya",2006,,0
"SK","Slovakia","KE","Kenya",2006,,0
"TH","Thailand","KE","Kenya",2006,,
"TR","Turkey","KE","Kenya",2006,,0
"TW","Taiwan","KE","Kenya",2006,,
"US","USA","KE","Kenya",2006,,0
"AE","UAE","KE","Kenya",2007,,
"AT","Austria","KE","Kenya",2007,,0
"AU","Australia","KE","Kenya",2007,,0
"BE","Belgium","KE","Kenya",2007,,2820413.73
"BG","Bulgaria","KE","Kenya",2007,,
"CA","Canada","KE","Kenya",2007,,0
"CH","Switzerland","KE","Kenya",2007,,20244781.66
"CL","Chile","KE","Kenya",2007,,0
"CY","Cyprus","KE","Kenya",2007,,
"CZ","Czech Republic","KE","Kenya",2007,,0
"DE","Germany","KE","Kenya",2007,,2720477.405
"DK","Denmark","KE","Kenya",2007,,
"EE","Estonia","KE","Kenya",2007,,210544.57
"ES","Spain","KE","Kenya",2007,,
"FI","Finland","KE","Kenya",2007,,0
"FR","France","KE","Kenya",2007,,610615999.1
"GB","UK","KE","Kenya",2007,,172102197.5
"GR","Greece","KE","Kenya",2007,,181509.395
"HR","Croatia","KE","Kenya",2007,,
"HU","Hungary","KE","Kenya",2007,,0
"IE","Ireland","KE","Kenya",2007,,0
"IL","Israel","KE","Kenya",2007,,0
"IS","Iceland","KE","Kenya",2007,,0
"IT","Italy","KE","Kenya",2007,,11140779.96
"JP","Japan","KE","Kenya",2007,,0
"KR","South Korea","KE","Kenya",2007,,30796.413
"KW","Kuwait","KE","Kenya",2007,,
"LI","Liechtenstein","KE","Kenya",2007,,
"LT","Lithuania","KE","Kenya",2007,,
"LU","Luxembourg","KE","Kenya",2007,,0
"LV","Latvia","KE","Kenya",2007,,
"MT","Malta","KE","Kenya",2007,,
"MX","Mexico","KE","Kenya",2007,,0
"NL","Netherlands","KE","Kenya",2007,,14930052.14
"NO","Norway","KE","Kenya",2007,,
"NZ","New Zealand","KE","Kenya",2007,,0
"PL","Poland","KE","Kenya",2007,,0
"PT","Portugal","KE","Kenya",2007,,
"RO","Romania","KE","Kenya",2007,,
"RU","Russian Federation","KE","Kenya",2007,,
"SA","Saudi Arabia","KE","Kenya",2007,,
"SE","Sweden","KE","Kenya",2007,,3049771.137
"SI","Slovenia","KE","Kenya",2007,,0
"SK","Slovakia","KE","Kenya",2007,,0
"TH","Thailand","KE","Kenya",2007,,
"TR","Turkey","KE","Kenya",2007,,0
"TW","Taiwan","KE","Kenya",2007,,
"US","USA","KE","Kenya",2007,,2157536.474
"AE","UAE","KE","Kenya",2008,,
"AT","Austria","KE","Kenya",2008,,0
"AU","Australia","KE","Kenya",2008,,0
"BE","Belgium","KE","Kenya",2008,,1399401.55
"BG","Bulgaria","KE","Kenya",2008,,
"CA","Canada","KE","Kenya",2008,,0
"CH","Switzerland","KE","Kenya",2008,,5091651.428
"CL","Chile","KE","Kenya",2008,,0
"CY","Cyprus","KE","Kenya",2008,,
"CZ","Czech Republic","KE","Kenya",2008,,0
"DE","Germany","KE","Kenya",2008,,28729113.46
"DK","Denmark","KE","Kenya",2008,,0
"EE","Estonia","KE","Kenya",2008,,0
"ES","Spain","KE","Kenya",2008,,
"FI","Finland","KE","Kenya",2008,,
"FR","France","KE","Kenya",2008,,0
"GB","UK","KE","Kenya",2008,,117809110.1
"GR","Greece","KE","Kenya",2008,,94262.724
"HR","Croatia","KE","Kenya",2008,,
"HU","Hungary","KE","Kenya",2008,,2575.445
"IE","Ireland","KE","Kenya",2008,,0
"IL","Israel","KE","Kenya",2008,,0
"IS","Iceland","KE","Kenya",2008,,0
"IT","Italy","KE","Kenya",2008,,4130137.565
"JP","Japan","KE","Kenya",2008,,0
"KR","South Korea","KE","Kenya",2008,,0
"KW","Kuwait","KE","Kenya",2008,,
"LI","Liechtenstein","KE","Kenya",2008,,
"LT","Lithuania","KE","Kenya",2008,,
"LU","Luxembourg","KE","Kenya",2008,,0
"LV","Latvia","KE","Kenya",2008,,
"MT","Malta","KE","Kenya",2008,,
"MX","Mexico","KE","Kenya",2008,,0
"NL","Netherlands","KE","Kenya",2008,,0
"NO","Norway","KE","Kenya",2008,,0
"NZ","New Zealand","KE","Kenya",2008,,0
"PL","Poland","KE","Kenya",2008,,0
"PT","Portugal","KE","Kenya",2008,,
"RO","Romania","KE","Kenya",2008,,
"RU","Russian Federation","KE","Kenya",2008,,
"SA","Saudi Arabia","KE","Kenya",2008,,
"SE","Sweden","KE","Kenya",2008,,30238518.37
"SI","Slovenia","KE","Kenya",2008,,0
"SK","Slovakia","KE","Kenya",2008,,0
"TH","Thailand","KE","Kenya",2008,,
"TR","Turkey","KE","Kenya",2008,,0
"TW","Taiwan","KE","Kenya",2008,,
"US","USA","KE","Kenya",2008,,7406727.634
"AE","UAE","KE","Kenya",2009,,
"AT","Austria","KE","Kenya",2009,,0
"AU","Australia","KE","Kenya",2009,,0
"BE","Belgium","KE","Kenya",2009,,210971121.4
"BG","Bulgaria","KE","Kenya",2009,,
"CA","Canada","KE","Kenya",2009,,0
"CH","Switzerland","KE","Kenya",2009,,0
"CL","Chile","KE","Kenya",2009,,0
"CY","Cyprus","KE","Kenya",2009,,
"CZ","Czech Republic","KE","Kenya",2009,,0
"DE","Germany","KE","Kenya",2009,,0
"DK","Denmark","KE","Kenya",2009,,0
"EE","Estonia","KE","Kenya",2009,,0
"ES","Spain","KE","Kenya",2009,,
"FI","Finland","KE","Kenya",2009,,
"FR","France","KE","Kenya",2009,,9320065.789
"GB","UK","KE","Kenya",2009,,195106244.5
"GR","Greece","KE","Kenya",2009,,13099.614
"HR","Croatia","KE","Kenya",2009,,
"HU","Hungary","KE","Kenya",2009,,0
"IE","Ireland","KE","Kenya",2009,,
"IL","Israel","KE","Kenya",2009,,0
"IS","Iceland","KE","Kenya",2009,,0
"IT","Italy","KE","Kenya",2009,,0
"JP","Japan","KE","Kenya",2009,,547928.638
"KR","South Korea","KE","Kenya",2009,,120170.759
"KW","Kuwait","KE","Kenya",2009,,
"LI","Liechtenstein","KE","Kenya",2009,,
"LT","Lithuania","KE","Kenya",2009,,
"LU","Luxembourg","KE","Kenya",2009,,3833988.225
"LV","Latvia","KE","Kenya",2009,,
"MT","Malta","KE","Kenya",2009,,
"MX","Mexico","KE","Kenya",2009,,0
"NL","Netherlands","KE","Kenya",2009,,0
"NO","Norway","KE","Kenya",2009,,0
"NZ","New Zealand","KE","Kenya",2009,,0
"PL","Poland","KE","Kenya",2009,,0
"PT","Portugal","KE","Kenya",2009,,
"RO","Romania","KE","Kenya",2009,,
"RU","Russian Federation","KE","Kenya",2009,,
"SA","Saudi Arabia","KE","Kenya",2009,,
"SE","Sweden","KE","Kenya",2009,,31911132.24
"SI","Slovenia","KE","Kenya",2009,,0
"SK","Slovakia","KE","Kenya",2009,,0
"TH","Thailand","KE","Kenya",2009,,
"TR","Turkey","KE","Kenya",2009,,0
"TW","Taiwan","KE","Kenya",2009,,
"US","USA","KE","Kenya",2009,,65101144.45
"AE","UAE","KE","Kenya",2010,,
"AT","Austria","KE","Kenya",2010,,0
"AU","Australia","KE","Kenya",2010,,0
"BE","Belgium","KE","Kenya",2010,,124353556.6
"BG","Bulgaria","KE","Kenya",2010,,
"CA","Canada","KE","Kenya",2010,,0
"CH","Switzerland","KE","Kenya",2010,,0
"CL","Chile","KE","Kenya",2010,,0
"CY","Cyprus","KE","Kenya",2010,,
"CZ","Czech Republic","KE","Kenya",2010,,0
"DE","Germany","KE","Kenya",2010,,5281170.547
"DK","Denmark","KE","Kenya",2010,,0
"EE","Estonia","KE","Kenya",2010,,0
"ES","Spain","KE","Kenya",2010,,
"FI","Finland","KE","Kenya",2010,,
"FR","France","KE","Kenya",2010,,0
"GB","UK","KE","Kenya",2010,,321472703.1
"GR","Greece","KE","Kenya",2010,,0
