"id","estimate.1980","value.1980","estimate.1981","value.1981","estimate.1982","value.1982","estimate.1983","value.1983","estimate.1984","value.1984","estimate.1985","value.1985","estimate.1986","value.1986","estimate.1987","value.1987","estimate.1988","value.1988","estimate.1989","value.1989","estimate.1990","value.1990","estimate.1991","value.1991","estimate.1992","value.1992","estimate.1993","value.1993","estimate.1994","value.1994","estimate.1995","value.1995","estimate.1996","value.1996","estimate.1997","value.1997","estimate.1998","value.1998","estimate.1999","value.1999","estimate.2000","value.2000","estimate.2001","value.2001","estimate.2002","value.2002","estimate.2003","value.2003","estimate.2004","value.2004","estimate.2005","value.2005","estimate.2006","value.2006","estimate.2007","value.2007","estimate.2008","value.2008","estimate.2009","value.2009","estimate.2010","value.2010","estimate.2011","value.2011","estimate.2012","value.2012","estimate.2013","value.2013","estimate.2014","value.2014","estimate.2015","value.2015","estimate.2016","value.2016","estimate.2017","value.2017","estimate.2018","value.2018","estimate.2019","value.2019"
"KZ",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,2.435e+09,FALSE,2.9884e+10,FALSE,4.235e+11,FALSE,1.0142e+12,FALSE,1.4158e+12,FALSE,1.6721e+12,FALSE,1.7332e+12,FALSE,2.016456e+12,FALSE,2.5999e+12,FALSE,3.25059e+12,FALSE,3.776277e+12,FALSE,4.611975e+12,FALSE,5.870134e+12,FALSE,7.590594e+12,FALSE,1.0213731e+13,FALSE,1.2849794e+13,FALSE,1.6052919e+13,FALSE,1.7007647e+13,FALSE,2.1815517e+13,FALSE,2.7571889e+13,FALSE,3.0346958e+13,FALSE,3.5275153e+13,TRUE,4.0314246e+13,TRUE,4.4762533e+13,TRUE,4.9858451e+13,TRUE,5.5804947e+13,TRUE,6.2199408e+13,TRUE,6.9610487e+13
"KE",FALSE,8.4949e+10,FALSE,9.7555e+10,FALSE,1.13394e+11,FALSE,1.27806e+11,FALSE,1.43593e+11,FALSE,1.6291e+11,FALSE,1.91052e+11,FALSE,2.12393e+11,FALSE,2.37581e+11,FALSE,2.73331e+11,FALSE,3.15698e+11,FALSE,3.58603e+11,FALSE,4.13085e+11,FALSE,5.17394e+11,FALSE,5.98639e+11,FALSE,6.96307e+11,FALSE,7.79885e+11,FALSE,8.73193e+11,FALSE,9.6444e+11,FALSE,1.028055e+12,FALSE,1.097099e+12,FALSE,1.163445e+12,FALSE,1.186066e+12,FALSE,1.301744e+12,FALSE,1.467097e+12,FALSE,1.63067e+12,FALSE,1.869895e+12,FALSE,2.17169e+12,FALSE,2.526655e+12,FALSE,2.853321e+12,FALSE,3.186852e+12,FALSE,3.817715e+12,FALSE,4.25745e+12,FALSE,4.736161e+12,TRUE,5.381819e+12,TRUE,6.125469e+12,TRUE,6.957634e+12,TRUE,7.898661e+12,TRUE,8.936325e+12,TRUE,1.0059619e+13
"KG",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,6.5358e+10,FALSE,7.3883e+10,FALSE,7.5367e+10,FALSE,8.3872e+10,FALSE,9.4351e+10,FALSE,1.00899e+11,FALSE,1.138e+11,FALSE,1.41898e+11,FALSE,1.87992e+11,FALSE,2.01223e+11,FALSE,2.20369e+11,FALSE,2.85989e+11,FALSE,3.10471e+11,FALSE,3.50028e+11,TRUE,3.91211e+11,TRUE,4.44448e+11,TRUE,5.00346e+11,TRUE,5.56063e+11,TRUE,6.1678e+11,TRUE,6.80115e+11
"KH",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,9.201921e+12,FALSE,1.0145329e+13,FALSE,1.1720318e+13,FALSE,1.3376073e+13,FALSE,1.4082638e+13,FALSE,1.5633218e+13,FALSE,1.678054e+13,FALSE,1.8535164e+13,FALSE,2.143834e+13,FALSE,2.5754291e+13,FALSE,2.9849485e+13,FALSE,3.5042181e+13,FALSE,4.1968385e+13,FALSE,4.3107777e+13,FALSE,4.7101583e+13,FALSE,5.2154085e+13,FALSE,5.6775994e+13,FALSE,6.1968237e+13,TRUE,6.8364405e+13,TRUE,7.5613546e+13,TRUE,8.3673854e+13,TRUE,9.2570883e+13,TRUE,1.02364985e+14,TRUE,1.13170546e+14
"KI",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,5.5e+07,FALSE,5.2e+07,FALSE,5.1e+07,FALSE,6.1e+07,FALSE,6.5e+07,FALSE,6.9e+07,FALSE,7.5e+07,FALSE,7.6e+07,FALSE,8.5e+07,FALSE,9.1e+07,FALSE,1.04e+08,FALSE,1.07e+08,FALSE,1.16e+08,FALSE,1.22e+08,FALSE,1.33e+08,FALSE,1.39e+08,FALSE,1.39e+08,FALSE,1.39e+08,FALSE,1.39e+08,FALSE,1.47e+08,FALSE,1.61e+08,FALSE,1.63e+08,FALSE,1.64e+08,TRUE,1.67e+08,TRUE,1.69e+08,TRUE,1.75e+08,TRUE,1.85e+08,TRUE,1.95e+08,TRUE,2.05e+08,TRUE,2.15e+08,TRUE,2.25e+08,TRUE,2.36e+08
"KN",FALSE,1.56e+08,FALSE,1.87e+08,FALSE,2.13e+08,FALSE,2.1e+08,FALSE,2.45e+08,FALSE,2.73e+08,FALSE,3.21e+08,FALSE,3.67e+08,FALSE,4.35e+08,FALSE,4.85e+08,FALSE,5.48e+08,FALSE,5.44e+08,FALSE,6.02e+08,FALSE,6.56e+08,FALSE,7.33e+08,FALSE,7.9e+08,FALSE,8.43e+08,FALSE,9.48e+08,FALSE,9.88e+08,FALSE,1.049e+09,FALSE,1.133e+09,FALSE,1.242e+09,FALSE,1.297e+09,FALSE,1.25e+09,FALSE,1.353e+09,FALSE,1.467e+09,FALSE,1.717e+09,FALSE,1.847e+09,FALSE,1.984e+09,FALSE,1.914e+09,FALSE,1.87e+09,FALSE,1.966e+09,FALSE,1.976e+09,FALSE,2.093e+09,TRUE,2.192e+09,TRUE,2.298e+09,TRUE,2.419e+09,TRUE,2.54e+09,TRUE,2.666e+09,TRUE,2.808e+09
"KP",FALSE,4.11852e+13,FALSE,5.19224e+13,FALSE,5.96848e+13,FALSE,7.0224e+13,FALSE,8.05846e+13,FALSE,9.02471e+13,FALSE,1.055747e+14,FALSE,1.241973e+14,FALSE,1.479825e+14,FALSE,1.670381e+14,FALSE,2.015397e+14,FALSE,2.437102e+14,FALSE,2.780035e+14,FALSE,3.14617e+14,FALSE,3.685459e+14,FALSE,4.313941e+14,FALSE,4.854157e+14,FALSE,5.33184e+14,FALSE,5.276169e+14,FALSE,5.78141e+14,FALSE,6.351845e+14,FALSE,6.881648e+14,FALSE,7.619389e+14,FALSE,8.109154e+14,FALSE,8.760331e+14,FALSE,9.197973e+14,FALSE,9.660546e+14,FALSE,1.0432578e+15,FALSE,1.1044922e+15,FALSE,1.1517078e+15,FALSE,1.265308e+15,FALSE,1.332681e+15,FALSE,1.3774566e+15,TRUE,1.4282947e+15,TRUE,1.502856801e+15,TRUE,1.591483994e+15,TRUE,1.6959668e+15,TRUE,1.806873509e+15,TRUE,1.925306492e+15,TRUE,2.050216338e+15
"KW",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,5.328e+09,FALSE,3.131e+09,FALSE,5.827e+09,FALSE,7.231e+09,FALSE,7.38e+09,FALSE,8.114e+09,FALSE,9.429e+09,FALSE,9.207e+09,FALSE,7.906e+09,FALSE,9.17e+09,FALSE,1.1571e+10,FALSE,1.0696e+10,FALSE,1.1589e+10,FALSE,1.4258e+10,FALSE,1.7517e+10,FALSE,2.3595e+10,FALSE,2.947e+10,FALSE,3.2581e+10,FALSE,3.962e+10,FALSE,3.0496e+10,FALSE,3.3078e+10,FALSE,4.251e+10,FALSE,4.8721e+10,FALSE,4.9863e+10,TRUE,5.0617e+10,TRUE,5.1079e+10,TRUE,5.2249e+10,TRUE,5.4317e+10,TRUE,5.6778e+10,TRUE,5.9536e+10
"LA",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,5.94335e+11,FALSE,7.29227e+11,FALSE,8.54198e+11,FALSE,9.70299e+11,FALSE,1.121907e+12,FALSE,1.407961e+12,FALSE,1.73128e+12,FALSE,2.185586e+12,FALSE,3.792066e+12,FALSE,8.550475e+12,FALSE,1.2836e+13,FALSE,1.4370001e+13,FALSE,1.6975029e+13,FALSE,2.0385741e+13,FALSE,2.4185382e+13,FALSE,2.7998716e+13,FALSE,3.4222639e+13,FALSE,3.9345543e+13,FALSE,4.4777804e+13,FALSE,4.7225303e+13,FALSE,5.3437501e+13,FALSE,6.2026731e+13,FALSE,7.0342817e+13,FALSE,8.019916e+13,TRUE,9.2776571e+13,TRUE,1.0504326e+14,TRUE,1.19567258e+14,TRUE,1.36331512e+14,TRUE,1.58009118e+14,TRUE,1.79754309e+14
"LB",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,2.6001e+13,FALSE,2.6524e+13,FALSE,2.878e+13,FALSE,2.9771e+13,FALSE,3.1593e+13,FALSE,3.2089e+13,FALSE,3.2859e+13,FALSE,3.705e+13,FALSE,4.3465e+13,FALSE,5.2974e+13,FALSE,5.73e+13,FALSE,6.0419e+13,FALSE,6.476581e+13,FALSE,6.786628e+13,TRUE,7.160156e+13,TRUE,7.6603331e+13,TRUE,8.2099618e+13,TRUE,8.741418e+13,TRUE,9.301103e+13,TRUE,9.8969578e+13
"LR",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,5.88e+08,FALSE,6.13e+08,FALSE,6.37e+08,FALSE,5.1e+08,FALSE,5.84e+08,FALSE,6.73e+08,FALSE,7.55e+08,FALSE,9.39e+08,FALSE,1.08e+09,FALSE,1.137e+09,FALSE,1.287e+09,FALSE,1.54e+09,FALSE,1.751e+09,TRUE,1.955e+09,TRUE,2.073e+09,TRUE,2.206e+09,TRUE,2.507e+09,TRUE,2.848e+09,TRUE,3.221e+09,TRUE,3.642e+09
"LY",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,8.672e+09,FALSE,9.515e+09,FALSE,1.0107e+10,FALSE,9.886e+09,FALSE,1.0559e+10,FALSE,1.1314e+10,FALSE,1.2904e+10,FALSE,1.3938e+10,FALSE,1.4005e+10,FALSE,1.6686e+10,FALSE,1.9602e+10,FALSE,2.064e+10,FALSE,2.6012e+10,FALSE,3.3618e+10,FALSE,4.3059e+10,FALSE,6.1932e+10,FALSE,7.2198e+10,FALSE,8.5246e+10,FALSE,1.06625e+11,FALSE,7.9006e+10,FALSE,9.4723e+10,FALSE,4.2479e+10,FALSE,1.0334e+11,TRUE,8.3302e+10,TRUE,6.1716e+10,TRUE,7.806e+10,TRUE,9.7883e+10,TRUE,1.13115e+11,TRUE,1.27694e+11,TRUE,1.41271e+11
"LC",FALSE,4.12e+08,FALSE,4.48e+08,FALSE,4.37e+08,FALSE,4.93e+08,FALSE,6.08e+08,FALSE,7.01e+08,FALSE,8.24e+08,FALSE,9.1e+08,FALSE,1.035e+09,FALSE,1.163e+09,FALSE,1.279e+09,FALSE,1.409e+09,FALSE,1.52e+09,FALSE,1.541e+09,FALSE,1.614e+09,FALSE,1.707e+09,FALSE,1.751e+09,FALSE,1.821e+09,FALSE,1.982e+09,FALSE,2.074e+09,FALSE,2.08e+09,FALSE,1.997e+09,FALSE,2.046e+09,FALSE,2.229e+09,FALSE,2.424e+09,FALSE,2.615e+09,FALSE,2.932e+09,FALSE,3.106e+09,FALSE,3.166e+09,FALSE,3.223e+09,FALSE,3.39e+09,FALSE,3.491e+09,FALSE,3.537e+09,FALSE,3.605e+09,TRUE,3.665e+09,TRUE,3.799e+09,TRUE,3.942e+09,TRUE,4.101e+09,TRUE,4.278e+09,TRUE,4.475e+09
"LK",FALSE,7.2587e+10,FALSE,8.7915e+10,FALSE,1.02635e+11,FALSE,1.25764e+11,FALSE,1.59009e+11,FALSE,1.67934e+11,FALSE,1.85618e+11,FALSE,2.03457e+11,FALSE,2.29581e+11,FALSE,2.60514e+11,FALSE,3.32799e+11,FALSE,3.85091e+11,FALSE,4.39842e+11,FALSE,5.16666e+11,FALSE,5.98908e+11,FALSE,6.90632e+11,FALSE,7.94423e+11,FALSE,9.20749e+11,FALSE,1.052834e+12,FALSE,1.143824e+12,FALSE,1.300689e+12,FALSE,1.455576e+12,FALSE,1.636037e+12,FALSE,1.822468e+12,FALSE,2.090841e+12,FALSE,2.452782e+12,FALSE,2.93868e+12,FALSE,3.578688e+12,FALSE,4.410682e+12,FALSE,4.835293e+12,FALSE,5.604104e+12,FALSE,6.543313e+12,TRUE,7.578554e+12,TRUE,8.67387e+12,TRUE,9.629414e+12,TRUE,1.0805254e+13,TRUE,1.2138636e+13,TRUE,1.3636559e+13,TRUE,1.5319328e+13,TRUE,1.7209753e+13
"LS",FALSE,,FALSE,,FALSE,3.83e+08,FALSE,4.23e+08,FALSE,4.94e+08,FALSE,6.09e+08,FALSE,7.18e+08,FALSE,8.45e+08,FALSE,1.077e+09,FALSE,1.306e+09,FALSE,1.551e+09,FALSE,1.85e+09,FALSE,2.217e+09,FALSE,2.529e+09,FALSE,2.867e+09,FALSE,3.255e+09,FALSE,3.744e+09,FALSE,4.184e+09,FALSE,4.559e+09,FALSE,4.983e+09,FALSE,5.535e+09,FALSE,6.292e+09,FALSE,7.025e+09,FALSE,7.492e+09,FALSE,8.155e+09,FALSE,8.945e+09,FALSE,1.007e+10,FALSE,1.1809e+10,FALSE,1.3723e+10,FALSE,1.4842e+10,FALSE,1.6455e+10,FALSE,1.833e+10,FALSE,1.9893e+10,FALSE,2.2556e+10,TRUE,2.4779e+10,TRUE,2.7662e+10,TRUE,3.0647e+10,TRUE,3.3981e+10,TRUE,3.7677e+10,TRUE,4.1788e+10
"LT",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,4.6003e+10,FALSE,4.8879e+10,FALSE,5.2351e+10,FALSE,5.7232e+10,FALSE,6.2997e+10,FALSE,7.2402e+10,FALSE,8.3227e+10,FALSE,9.9229e+10,FALSE,1.1192e+11,FALSE,9.2032e+10,FALSE,9.5676e+10,FALSE,1.06893e+11,FALSE,1.13735e+11,FALSE,1.19469e+11,TRUE,1.24198e+11,TRUE,1.31072e+11,TRUE,1.39232e+11,TRUE,1.48274e+11,TRUE,1.58054e+11,TRUE,1.68582e+11
"LU",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.5108e+10,FALSE,1.5795e+10,FALSE,1.6419e+10,FALSE,1.7413e+10,FALSE,1.9885e+10,FALSE,2.1998e+10,FALSE,2.2571e+10,FALSE,2.3981e+10,FALSE,2.5822e+10,FALSE,2.7445e+10,FALSE,3.027e+10,FALSE,3.3914e+10,FALSE,3.7497e+10,FALSE,3.7372e+10,FALSE,3.5575e+10,FALSE,3.9303e+10,FALSE,4.173e+10,FALSE,4.2917e+10,FALSE,4.5478e+10,TRUE,4.7196e+10,TRUE,4.9134e+10,TRUE,5.1354e+10,TRUE,5.3296e+10,TRUE,5.5502e+10,TRUE,5.7747e+10
"LV",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,3.733e+09,FALSE,4.439e+09,FALSE,5.19e+09,FALSE,5.807e+09,FALSE,6.106e+09,FALSE,6.71e+09,FALSE,7.345e+09,FALSE,8.114e+09,FALSE,9.064e+09,FALSE,1.0558e+10,FALSE,1.2806e+10,FALSE,1.5832e+10,FALSE,2.0946e+10,FALSE,2.2886e+10,FALSE,1.8598e+10,FALSE,1.819e+10,FALSE,2.0312e+10,FALSE,2.2083e+10,FALSE,2.3315e+10,TRUE,2.4227e+10,TRUE,2.5395e+10,TRUE,2.6757e+10,TRUE,2.842e+10,TRUE,3.0173e+10,TRUE,3.2046e+10
"MA",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,2.37704e+11,FALSE,2.70029e+11,FALSE,2.73576e+11,FALSE,2.80245e+11,FALSE,3.13687e+11,FALSE,3.1755e+11,FALSE,3.60698e+11,FALSE,3.55011e+11,FALSE,3.84385e+11,FALSE,3.89569e+11,FALSE,3.93381e+11,FALSE,4.26402e+11,FALSE,4.45426e+11,FALSE,4.77021e+11,FALSE,5.05015e+11,FALSE,5.27679e+11,FALSE,5.77344e+11,FALSE,6.16254e+11,FALSE,6.88843e+11,FALSE,7.32449e+11,FALSE,7.64031e+11,FALSE,8.02607e+11,FALSE,8.27497e+11,FALSE,8.72791e+11,TRUE,9.19727e+11,TRUE,9.81919e+11,TRUE,1.054256e+12,TRUE,1.134611e+12,TRUE,1.22202e+12,TRUE,1.316131e+12
"MD",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,6.48e+09,FALSE,7.798e+09,FALSE,8.917e+09,FALSE,9.122e+09,FALSE,1.2322e+10,FALSE,1.6345e+10,FALSE,1.9052e+10,FALSE,2.2556e+10,FALSE,2.7619e+10,FALSE,3.2032e+10,FALSE,3.7652e+10,FALSE,4.4754e+10,FALSE,5.343e+10,FALSE,6.2922e+10,FALSE,6.043e+10,FALSE,7.1885e+10,FALSE,8.2349e+10,FALSE,8.8228e+10,FALSE,1.00312e+11,TRUE,1.0804e+11,TRUE,1.1789e+11,TRUE,1.28942e+11,TRUE,1.41212e+11,TRUE,1.54164e+11,TRUE,1.68347e+11
"MG",FALSE,1.708e+11,FALSE,1.95363e+11,FALSE,2.46642e+11,FALSE,3.02305e+11,FALSE,3.39e+11,FALSE,3.7864e+11,FALSE,4.4076e+11,FALSE,5.4864e+11,FALSE,6.8736e+11,FALSE,8.0106e+11,FALSE,9.2078e+11,FALSE,9.8272e+11,FALSE,1.11862e+12,FALSE,1.29018e+12,FALSE,1.82624e+12,FALSE,2.695735e+12,FALSE,3.24489e+12,FALSE,3.610027e+12,FALSE,4.068349e+12,FALSE,4.676786e+12,FALSE,5.248416e+12,FALSE,5.968616e+12,FALSE,6.00837e+12,FALSE,6.77863e+12,FALSE,8.155573e+12,FALSE,1.0093834e+13,FALSE,1.1798888e+13,FALSE,1.3759733e+13,FALSE,1.6080899e+13,FALSE,1.6726272e+13,FALSE,1.819298e+13,FALSE,1.9955471e+13,FALSE,2.1687816e+13,FALSE,2.3493433e+13,TRUE,2.5996256e+13,TRUE,2.8989577e+13,TRUE,3.2045094e+13,TRUE,3.5247984e+13,TRUE,3.8672118e+13,TRUE,4.2447625e+13
"MV",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,2.206e+09,FALSE,2.691e+09,FALSE,3.233e+09,FALSE,3.793e+09,FALSE,4.429e+09,FALSE,5.484e+09,FALSE,6.205e+09,FALSE,7.679e+09,FALSE,8.161e+09,FALSE,8.903e+09,FALSE,9.433e+09,FALSE,9.822e+09,FALSE,1.0601e+10,FALSE,1.1396e+10,FALSE,1.3768e+10,FALSE,1.2704e+10,FALSE,1.6683e+10,FALSE,1.9737e+10,FALSE,2.4213e+10,FALSE,2.5403e+10,FALSE,2.7316e+10,FALSE,3.1584e+10,TRUE,3.2424e+10,TRUE,3.4642e+10,TRUE,3.7035e+10,TRUE,3.9495e+10,TRUE,4.236e+10,TRUE,4.5715e+10,TRUE,4.9477e+10,TRUE,5.3533e+10
"MX",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,8.38258e+11,FALSE,1.078268e+12,FALSE,1.282181e+12,FALSE,1.570147e+12,FALSE,1.779754e+12,FALSE,2.206943e+12,FALSE,3.020033e+12,FALSE,3.805272e+12,FALSE,4.586366e+12,FALSE,5.539866e+12,FALSE,6.464302e+12,FALSE,6.770398e+12,FALSE,7.160499e+12,FALSE,7.695624e+12,FALSE,8.69324e+12,FALSE,9.44135e+12,FALSE,1.0538115e+13,FALSE,1.1403263e+13,FALSE,1.2256863e+13,FALSE,1.209389e+13,FALSE,1.3282061e+13,FALSE,1.4550014e+13,FALSE,1.5615012e+13,FALSE,1.6104402e+13,TRUE,1.7155771e+13,TRUE,1.8344941e+13,TRUE,1.9505609e+13,TRUE,2.0867029e+13,TRUE,2.2318132e+13,TRUE,2.3878568e+13
"MH",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.06e+08,FALSE,1.09e+08,FALSE,1.08e+08,FALSE,1.11e+08,FALSE,1.15e+08,FALSE,1.25e+08,FALSE,1.27e+08,FALSE,1.31e+08,FALSE,1.38e+08,FALSE,1.44e+08,FALSE,1.5e+08,FALSE,1.53e+08,FALSE,1.52e+08,FALSE,1.63e+08,FALSE,1.71e+08,FALSE,1.72e+08,TRUE,1.75e+08,TRUE,1.83e+08,TRUE,1.88e+08,TRUE,1.93e+08,TRUE,1.98e+08,TRUE,2.02e+08,TRUE,2.08e+08
"MK",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.94952e+11,FALSE,2.0911e+11,FALSE,2.36426e+11,FALSE,2.33858e+11,FALSE,2.43809e+11,FALSE,2.58369e+11,FALSE,2.72461e+11,FALSE,2.95052e+11,FALSE,3.20058e+11,FALSE,3.64989e+11,FALSE,4.11728e+11,FALSE,4.10734e+11,FALSE,4.34112e+11,FALSE,4.59788e+11,FALSE,4.58621e+11,FALSE,4.73019e+11,TRUE,4.90838e+11,TRUE,5.22332e+11,TRUE,5.57701e+11,TRUE,5.9292e+11,TRUE,6.28391e+11,TRUE,6.68318e+11
"ML",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.89059e+12,FALSE,2.21205e+12,FALSE,2.222754e+12,FALSE,2.45357e+12,FALSE,2.63205e+12,FALSE,2.89385e+12,FALSE,3.20147e+12,FALSE,3.42455e+12,FALSE,3.912782e+12,FALSE,4.232905e+12,FALSE,4.662751e+12,FALSE,5.031823e+12,FALSE,5.231996e+12,FALSE,5.374692e+12,TRUE,5.772398e+12,TRUE,6.180018e+12,TRUE,6.661302e+12,TRUE,7.154892e+12,TRUE,7.680881e+12,TRUE,8.241667e+12
"MT",FALSE,1.058e+09,FALSE,1.173e+09,FALSE,1.218e+09,FALSE,1.246e+09,FALSE,1.253e+09,FALSE,1.291e+09,FALSE,1.386e+09,FALSE,1.502e+09,FALSE,1.634e+09,FALSE,1.804e+09,FALSE,1.976e+09,FALSE,2.164e+09,FALSE,2.34e+09,FALSE,2.512e+09,FALSE,2.746e+09,FALSE,3.07e+09,FALSE,3.197e+09,FALSE,3.388e+09,FALSE,3.575e+09,FALSE,3.766e+09,FALSE,4.121e+09,FALSE,4.219e+09,FALSE,4.433e+09,FALSE,4.605e+09,FALSE,4.656e+09,FALSE,4.938e+09,FALSE,5.207e+09,FALSE,5.575e+09,FALSE,5.963e+09,FALSE,5.956e+09,FALSE,6.459e+09,FALSE,6.692e+09,FALSE,6.913e+09,FALSE,7.263e+09,TRUE,7.575e+09,TRUE,7.894e+09,TRUE,8.2e+09,TRUE,8.5e+09,TRUE,8.803e+09,TRUE,9.103e+09
"MM",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,1.857707e+12,FALSE,2.527664e+12,FALSE,2.945894e+12,FALSE,4.094994e+12,FALSE,6.491634e+12,FALSE,8.905098e+12,FALSE,1.0477229e+13,FALSE,1.4179124e+13,FALSE,1.9448352e+13,FALSE,2.6930247e+13,FALSE,3.1699306e+13,FALSE,3.4957867e+13,FALSE,3.9846694e+13,FALSE,4.3368386e+13,FALSE,4.7850546e+13,TRUE,5.4756386e+13,TRUE,6.3323111e+13,TRUE,7.3042316e+13,TRUE,8.4267048e+13,TRUE,9.6764694e+13,TRUE,1.10597994e+14,TRUE,1.25935391e+14
"ME",FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,3.24e+08,FALSE,1.295e+09,FALSE,1.36e+09,FALSE,1.51e+09,FALSE,1.67e+09,FALSE,1.815e+09,FALSE,2.149e+09,FALSE,2.68e+09,FALSE,3.086e+09,FALSE,2.981e+09,FALSE,3.104e+09,FALSE,3.234e+09,FALSE,3.149e+09,FALSE,3.336e+09,TRUE,3.405e+09,TRUE,3.569e+09,TRUE,3.734e+09,TRUE,3.914e+09,TRUE,4.103e+09,TRUE,4.288e+09
"MN",FALSE,,FALSE,8.875e+09,FALSE,9.807e+09,FALSE,1.0473e+10,FALSE,1.0752e+10,FALSE,1.1201e+10,FALSE,1.1127e+10,FALSE,1.1605e+10,FALSE,1.2312e+10,FALSE,1.2826e+10,FALSE,1.2508e+10,FALSE,2.2601e+10,FALSE,5.613e+10,FALSE,2.27677e+11,FALSE,3.82103e+11,FALSE,6.51456e+11,FALSE,7.37997e+11,FALSE,9.32926e+11,FALSE,9.45461e+11,FALSE,1.080532e+12,FALSE,1.224062e+12,FALSE,1.391878e+12,FALSE,1.55061e+12,FALSE,1.829072e+12,FALSE,2.361157e+12,FALSE,3.041406e+12,FALSE,4.027559e+12,FALSE,4.956647e+12,FALSE,6.555569e+12,FALSE,6.590637e+12,FALSE,8.414505e+12,FALSE,1.1087724e+13,FALSE,1.4012898e+13,FALSE,1.7550173e+13,TRUE,2.1133151e+13,TRUE,2.4866711e+13,TRUE,2.8259415e+13,TRUE,3.2256576e+13,TRUE,3.6570559e+13,TRUE,4.0983764e+13
