"id","value.2000","original-value.2000","value.2001","original-value.2001","value.2002","original-value.2002","value.2003","original-value.2003","value.2004","original-value.2004","value.2005","original-value.2005","value.2006","original-value.2006","value.2007","original-value.2007","value.2008","original-value.2008","value.2009","original-value.2009","value.2010","original-value.2010","value.2011","original-value.2011","value.2012","original-value.2012","value.2013","original-value.2013"
"TG",53.17760086,53.17760086,53.7960618333,,54.4145228067,,55.03298378,,55.6514447533,,56.2699057267,,56.8883667,56.8883667,56.9567044567,,57.0250422133,,57.09337997,57.09337997,58.751663205,,60.40994644,60.40994644,,,,
"TH",92.64654541,92.64654541,92.8185318,,92.99051819,,93.16250458,,93.33449097,,93.50647736,93.50647736,94.091363528,,94.676249696,,95.261135864,,95.846022032,,96.4309082,96.4309082,,,,,,
"TJ",99.45124817,99.45124817,99.4750976575,,99.498947145,,99.5227966325,,99.54664612,,99.5704956075,,99.594345095,,99.6181945825,,99.64204407,,99.6658935575,,99.689743045,,99.7135925325,,99.73744202,99.73744202,,
"TL",,,37.59999847,37.59999847,39.7666651367,,41.9333318033,,44.09999847,,46.2666651367,,48.4333318033,,50.59999847,50.59999847,53.16965993,,55.73932139,,58.30898285,58.30898285,,,,,,
"TM",,,,,,,,,,,,,,,,,,,,,,,,,99.63047791,99.63047791,,
"TN",,,,,,,,,74.29699707,74.29699707,75.2614644367,,76.2259318033,,77.19039917,77.19039917,77.56113434,77.56113434,78.345855715,,79.13057709,79.13057709,79.65390778,79.65390778,,,,
"TO",,,,,,,,,,,,,99.01845551,99.01845551,99.09187012,,99.16528473,,99.23869934,,99.31211395,,99.38552856,99.38552856,,,,
"TR",,,,,,,,,87.36548615,87.36548615,88.22905731,88.22905731,88.11938477,88.11938477,88.65589905,88.65589905,89.736309055,,90.81671906,90.81671906,92.66059875,92.66059875,94.10609436,94.10609436,94.9197464,94.9197464,,
"TT",,,,,,,,,98.28851318,98.28851318,98.3542280163,,98.4199428525,,98.4856576888,,98.551372525,,98.6170873613,,98.6828021975,,98.7485170338,,98.81423187,98.81423187,,
"TV",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TZ",,,,,69.43090057,69.43090057,69.227125165,,69.02334976,,68.819574355,,68.61579895,,68.412023545,,68.20824814,,68.004472735,,67.80069733,67.80069733,,,,,,
"UA",,,99.43041229,99.43041229,99.4576672618,,99.4849222336,,99.5121772055,,99.5394321773,,99.5666871491,,99.5939421209,,99.6211970927,,99.6484520645,,99.6757070364,,99.7029620082,,99.73021698,99.73021698,,
"UG",,,,,68.14250946,68.14250946,68.95016861,,69.75782776,,70.56548691,,71.37314606,71.37314606,71.83283043,,72.2925148,,72.75219917,,73.21188354,73.21188354,,,,,,
"US",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UY",,,,,,,,,,,,,97.7896347,97.7896347,97.8638916,97.8638916,98.16355896,98.16355896,98.26789856,98.26789856,98.07270813,98.07270813,98.33589935,98.33589935,98.39594269,98.39594269,,
"UZ",98.64258575,98.64258575,98.7121130583,,98.7816403667,,98.851167675,,98.9206949833,,98.9902222917,,99.0597496,,99.1292769083,,99.1988042167,,99.268331525,,99.3378588333,,99.4073861417,,99.47691345,99.47691345,,
"VC",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VE",,,92.97983551,92.97983551,93.3423029583,,93.7047704067,,94.067237855,,94.4297053033,,94.7921727517,,95.1546402,95.1546402,95.333316805,,95.51199341,95.51199341,,,,,,,,
"VI",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VN",90.15612793,90.15612793,90.5299419833,,90.9037560367,,91.27757009,,91.6513841433,,92.0251981967,,92.39901225,,92.7728263033,,93.1466403567,,93.52045441,93.52045441,,,,,,,,
"VU",,,,,,,,,78.08097839,78.08097839,78.74082565,,79.40067291,,80.06052017,,80.72036743,,81.38021469,,82.04006195,,82.69990921,,83.35975647,83.35975647,,
"WS",,,,,,,,,98.54048157,98.54048157,98.5810318013,,98.6215820325,,98.6621322638,,98.702682495,,98.7432327263,,98.7837829575,,98.8243331888,,98.86488342,98.86488342,,
"XK",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YE",,,,,,,,,54.74552155,54.74552155,56.199052815,,57.65258408,,59.106115345,,60.55964661,,62.013177875,,63.46670914,,64.920240405,,66.37377167,66.37377167,,
"ZA",,,,,,,,,,,,,,,88.71724701,88.71724701,90.80605316,,92.89485931,92.89485931,92.87731934,92.87731934,93.10214233,93.10214233,93.7294693,93.7294693,,
"ZM",,,,,69.1492157,69.1492157,67.605030062,,66.060844424,,64.516658786,,62.972473148,,61.42828751,61.42828751,,,,,,,,,,,,
"ZW",,,,,,,,,,,,,,,,,,,,,,,83.5827179,83.5827179,,,,
