id,parent,year,purpose-code,purpose-name,total-purpose-value,bundle,total-bundle-value
ifad,International Fund for Agricultural Development,2014,31193,Agricultural financial services,0.00,cash-loan-equity,0.00
ifad,International Fund for Agricultural Development,2014,31195,Livestock/veterinary services,0.00,mixed-project-aid,0.00
ifad,International Fund for Agricultural Development,2014,31195,Livestock/veterinary services,0.00,cash-loan-equity,0.00
ifad,International Fund for Agricultural Development,2014,31391,Fishery services,0.00,mixed-project-aid,0.00
ifad,International Fund for Agricultural Development,2014,31391,Fishery services,0.00,cash-loan-equity,0.00
ifad,International Fund for Agricultural Development,2014,32130,Small and medium-sized enterprises (SME) development,0.00,mixed-project-aid,0.00
ifad,International Fund for Agricultural Development,2014,32130,Small and medium-sized enterprises (SME) development,0.00,cash-loan-equity,0.00
ifad,International Fund for Agricultural Development,2014,43040,Rural development,0.00,mixed-project-aid,0.00
ifad,International Fund for Agricultural Development,2014,43040,Rural development,0.00,cash-loan-equity,0.00
ifad,International Fund for Agricultural Development,2014,60020,Debt forgiveness,0.00,non-transfer,0.00
ifad,International Fund for Agricultural Development,2014,99810,Sectors not specified,0.00,cash-loan-equity,0.00
imf-concessional-trust-funds,International Monetary Fund,2014,51010,General budget support-related aid,824239425.87,cash-loan-equity,824239425.87
islamic-dev-bank,Islamic Development Bank,2014,31161,Food crop production,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,31310,Fishing policy and admin. management,0.00,cash-loan-equity,0.00
islamic-dev-bank,Islamic Development Bank,2014,32161,Agro-industries,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,33110,Trade policy and admin. management,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,43010,Multisector aid,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,43040,Rural development,0.00,cash-loan-equity,0.00
islamic-dev-bank,Islamic Development Bank,2014,43082,Research/scientific institutions,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,74010,Disaster prevention and preparedness,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,99810,Sectors not specified,243584839.13,cash-loan-equity,243584839.13
islamic-dev-bank,Islamic Development Bank,2014,11110,Education policy & administrative management,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,11110,Education policy & administrative management,0.00,cash-loan-equity,0.00
islamic-dev-bank,Islamic Development Bank,2014,11220,Primary education,0.00,cash-loan-equity,0.00
islamic-dev-bank,Islamic Development Bank,2014,11220,Primary education,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,11330,Vocational training,0.00,cash-loan-equity,0.00
islamic-dev-bank,Islamic Development Bank,2014,12110,Health policy & administrative management,0.00,cash-loan-equity,0.00
islamic-dev-bank,Islamic Development Bank,2014,12110,Health policy & administrative management,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,12191,Medical services,0.00,cash-loan-equity,0.00
islamic-dev-bank,Islamic Development Bank,2014,12191,Medical services,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,12220,Basic health care,0.00,cash-loan-equity,0.00
islamic-dev-bank,Islamic Development Bank,2014,12250,Infectious disease control,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,13020,Reproductive health care,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,14010,Water resources policy/administrative management,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,14021,Water supply - large systems,0.00,cash-loan-equity,0.00
islamic-dev-bank,Islamic Development Bank,2014,14021,Water supply - large systems,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,15110,Public sector policy and administrative management,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,16010,Social/welfare services,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,16020,Employment policy and administrative management,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,21020,Road transport,0.00,cash-loan-equity,0.00
islamic-dev-bank,Islamic Development Bank,2014,21030,Rail transport,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,21050,Air transport,0.00,cash-loan-equity,0.00
islamic-dev-bank,Islamic Development Bank,2014,22010,Communications policy & administrative management,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,22020,Telecommunications,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,23630,Electric power transmission and distribution,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,23630,Electric power transmission and distribution,0.00,cash-loan-equity,0.00
islamic-dev-bank,Islamic Development Bank,2014,24010,Financial policy & administrative management,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,24030,Formal sector financial intermediaries,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,25010,Business support services & institutions,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,31130,Agricultural land resources,0.00,technical-ooperation,0.00
islamic-dev-bank,Islamic Development Bank,2014,31110,Agricultural policy & administrative management,0.00,technical-ooperation,0.00
nordic-dev-fund,Nordic Development Fund,2014,32310,Construction policy and admin. mgmt,0.00,mixed-project-aid,0.00
nordic-dev-fund,Nordic Development Fund,2014,41030,Bio-diversity,0.00,mixed-project-aid,0.00
nordic-dev-fund,Nordic Development Fund,2014,41050,Flood prevention/control,102321.42,mixed-project-aid,102321.42
nordic-dev-fund,Nordic Development Fund,2014,43010,Multisector aid,11424061.08,mixed-project-aid,0.00
nordic-dev-fund,Nordic Development Fund,2014,43010,Multisector aid,11424061.08,cash-loan-equity,8138354.29
nordic-dev-fund,Nordic Development Fund,2014,43010,Multisector aid,11424061.08,cash-grant,3285706.79
nordic-dev-fund,Nordic Development Fund,2014,43030,Urban development and management,5572556.62,mixed-project-aid,5572556.62
nordic-dev-fund,Nordic Development Fund,2014,43082,Research/scientific institutions,122264.66,mixed-project-aid,122264.66
nordic-dev-fund,Nordic Development Fund,2014,60020,Debt forgiveness,913855.74,non-transfer,913855.74
nordic-dev-fund,Nordic Development Fund,2014,74010,Disaster prevention and preparedness,609960.28,mixed-project-aid,609960.28
nordic-dev-fund,Nordic Development Fund,2014,14010,Water resources policy/administrative management,7885698.29,mixed-project-aid,7885698.29
nordic-dev-fund,Nordic Development Fund,2014,14015,Water resources protection,679991.94,mixed-project-aid,679991.94
nordic-dev-fund,Nordic Development Fund,2014,15110,Public sector policy and administrative management,0.00,mixed-project-aid,0.00
nordic-dev-fund,Nordic Development Fund,2014,21010,Transport policy & administrative management,6388035.42,mixed-project-aid,6388035.42
nordic-dev-fund,Nordic Development Fund,2014,21020,Road transport,263381.94,mixed-project-aid,263381.94
nordic-dev-fund,Nordic Development Fund,2014,23210,"Energy generation, renewable sources - multiple technologies",7551775.53,mixed-project-aid,7551775.53
nordic-dev-fund,Nordic Development Fund,2014,23220,Hydro-electric power plants,657141.36,mixed-project-aid,657141.36
nordic-dev-fund,Nordic Development Fund,2014,23230,Solar energy,1339580.02,mixed-project-aid,1339580.02
nordic-dev-fund,Nordic Development Fund,2014,31310,Fishing policy and admin. management,5257128.89,mixed-project-aid,5257128.89
nordic-dev-fund,Nordic Development Fund,2014,31320,Fishery development,0.00,mixed-project-aid,0.00
nordic-dev-fund,Nordic Development Fund,2014,41010,Environmental policy and admin. mgmt,365316.05,mixed-project-aid,365316.05
ofid,OPEC Fund for International Development,2014,16010,Social/welfare services,365838.08,cash-grant,14382.16
ofid,OPEC Fund for International Development,2014,16010,Social/welfare services,365838.08,mixed-project-aid,351455.93
ofid,OPEC Fund for International Development,2014,16020,Employment policy and administrative management,0.00,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,16040,Low-cost housing,2397992.32,cash-loan-equity,1301654.87
ofid,OPEC Fund for International Development,2014,16040,Low-cost housing,2397992.32,cash-grant,105762.68
ofid,OPEC Fund for International Development,2014,16040,Low-cost housing,2397992.32,mixed-project-aid,990574.77
ofid,OPEC Fund for International Development,2014,16050,Multisector aid for basic social services,213963.16,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,16050,Multisector aid for basic social services,213963.16,cash-grant,213963.16
ofid,OPEC Fund for International Development,2014,16050,Multisector aid for basic social services,213963.16,mixed-project-aid,0.00
ofid,OPEC Fund for International Development,2014,16061,Culture and recreation,49528.74,mixed-project-aid,49528.74
ofid,OPEC Fund for International Development,2014,16064,Social mitigation of HIV/AIDS,148586.22,mixed-project-aid,148586.22
ofid,OPEC Fund for International Development,2014,21010,Transport policy & administrative management,4100127.65,cash-loan-equity,4100127.65
ofid,OPEC Fund for International Development,2014,21020,Road transport,127843442.13,cash-loan-equity,127843442.13
ofid,OPEC Fund for International Development,2014,21030,Rail transport,0.00,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,21040,Water transport,1305359.62,cash-loan-equity,1305359.62
ofid,OPEC Fund for International Development,2014,21050,Air transport,863154.17,cash-loan-equity,863154.17
ofid,OPEC Fund for International Development,2014,21061,Storage,1165143.76,cash-loan-equity,1165143.76
ofid,OPEC Fund for International Development,2014,23110,Energy policy and administrative management,42349.05,cash-grant,0.00
ofid,OPEC Fund for International Development,2014,23110,Energy policy and administrative management,42349.05,mixed-project-aid,42349.05
ofid,OPEC Fund for International Development,2014,23181,Energy education/training,108903.79,non-transfer,59434.49
ofid,OPEC Fund for International Development,2014,23181,Energy education/training,108903.79,mixed-project-aid,0.00
ofid,OPEC Fund for International Development,2014,23181,Energy education/training,108903.79,technical-ooperation,49469.30
ofid,OPEC Fund for International Development,2014,23182,Energy research,123821.85,mixed-project-aid,113916.10
ofid,OPEC Fund for International Development,2014,23182,Energy research,123821.85,technical-ooperation,9905.75
ofid,OPEC Fund for International Development,2014,23210,"Energy generation, renewable sources - multiple technologies",843969.70,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,23210,"Energy generation, renewable sources - multiple technologies",843969.70,mixed-project-aid,596326.01
ofid,OPEC Fund for International Development,2014,23210,"Energy generation, renewable sources - multiple technologies",843969.70,cash-grant,247643.69
ofid,OPEC Fund for International Development,2014,23220,Hydro-electric power plants,28961674.27,cash-loan-equity,28699171.96
ofid,OPEC Fund for International Development,2014,23220,Hydro-electric power plants,28961674.27,mixed-project-aid,262502.31
ofid,OPEC Fund for International Development,2014,23230,Solar energy,1815031.14,mixed-project-aid,1567387.45
ofid,OPEC Fund for International Development,2014,23230,Solar energy,1815031.14,technical-ooperation,247643.69
ofid,OPEC Fund for International Development,2014,23270,Biofuel-fired power plants,0.00,mixed-project-aid,0.00
ofid,OPEC Fund for International Development,2014,23310,"Energy generation, non-renewable sources, unspecified",0.00,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,23330,Oil-fired electric power plants,0.00,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,23340,Natural gas-fired electric power plants,34384732.36,cash-loan-equity,34384732.36
ofid,OPEC Fund for International Development,2014,23630,Electric power transmission and distribution,37424132.74,cash-loan-equity,37424132.74
ofid,OPEC Fund for International Development,2014,24030,Formal sector financial intermediaries,0.00,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,24040,Informal/semi-formal financial intermediaries,7239288.82,cash-loan-equity,7239288.82
ofid,OPEC Fund for International Development,2014,31110,Agricultural policy & administrative management,11448774.93,mixed-project-aid,138680.47
ofid,OPEC Fund for International Development,2014,31110,Agricultural policy & administrative management,11448774.93,cash-loan-equity,11308161.86
ofid,OPEC Fund for International Development,2014,31110,Agricultural policy & administrative management,11448774.93,cash-grant,1932.61
ofid,OPEC Fund for International Development,2014,31120,Agricultural development,13484737.93,mixed-project-aid,624062.11
ofid,OPEC Fund for International Development,2014,31120,Agricultural development,13484737.93,cash-loan-equity,12860675.82
ofid,OPEC Fund for International Development,2014,31130,Agricultural land resources,5536870.18,mixed-project-aid,986896.77
ofid,OPEC Fund for International Development,2014,31130,Agricultural land resources,5536870.18,cash-loan-equity,4549973.41
ofid,OPEC Fund for International Development,2014,31140,Agricultural water resources,28156656.94,mixed-project-aid,99057.48
ofid,OPEC Fund for International Development,2014,31140,Agricultural water resources,28156656.94,cash-loan-equity,28057599.46
ofid,OPEC Fund for International Development,2014,31150,Agricultural inputs,1188689.72,cash-loan-equity,1188689.72
ofid,OPEC Fund for International Development,2014,31162,Industrial crops/export crops,39622.99,mixed-project-aid,39622.99
ofid,OPEC Fund for International Development,2014,31162,Industrial crops/export crops,39622.99,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,31163,Livestock,363662.78,mixed-project-aid,45837.86
ofid,OPEC Fund for International Development,2014,31163,Livestock,363662.78,cash-loan-equity,317824.92
ofid,OPEC Fund for International Development,2014,31181,Agricultural education/training,257617.79,mixed-project-aid,178303.46
ofid,OPEC Fund for International Development,2014,11110,Education policy & administrative management,3368409.88,cash-loan-equity,2972179.97
ofid,OPEC Fund for International Development,2014,11110,Education policy & administrative management,3368409.88,mixed-project-aid,396229.91
ofid,OPEC Fund for International Development,2014,11120,Education facilities and training,582715.51,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,11120,Education facilities and training,582715.51,mixed-project-aid,495287.39
ofid,OPEC Fund for International Development,2014,11120,Education facilities and training,582715.51,non-transfer,52758.01
ofid,OPEC Fund for International Development,2014,11120,Education facilities and training,582715.51,technical-ooperation,34670.12
ofid,OPEC Fund for International Development,2014,11130,Teacher training,61410.68,cash-loan-equity,61410.68
ofid,OPEC Fund for International Development,2014,11130,Teacher training,61410.68,mixed-project-aid,0.00
ofid,OPEC Fund for International Development,2014,11182,Educational research,0.00,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,11220,Primary education,2759082.58,cash-loan-equity,2075585.99
ofid,OPEC Fund for International Development,2014,11220,Primary education,2759082.58,mixed-project-aid,683496.59
ofid,OPEC Fund for International Development,2014,11230,Basic life skills for youth & adults,121981.36,mixed-project-aid,22923.88
ofid,OPEC Fund for International Development,2014,11230,Basic life skills for youth & adults,121981.36,non-transfer,49528.74
ofid,OPEC Fund for International Development,2014,11230,Basic life skills for youth & adults,121981.36,technical-ooperation,49528.74
ofid,OPEC Fund for International Development,2014,11320,Secondary education,887130.04,cash-loan-equity,887130.04
ofid,OPEC Fund for International Development,2014,11330,Vocational training,11720183.51,cash-loan-equity,11571597.29
ofid,OPEC Fund for International Development,2014,11330,Vocational training,11720183.51,technical-ooperation,148586.22
ofid,OPEC Fund for International Development,2014,11420,Higher education,1359864.02,cash-loan-equity,1131315.63
ofid,OPEC Fund for International Development,2014,11420,Higher education,1359864.02,mixed-project-aid,144975.57
ofid,OPEC Fund for International Development,2014,11420,Higher education,1359864.02,non-transfer,83572.81
ofid,OPEC Fund for International Development,2014,11430,Advanced technical & managerial training,0.00,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,12110,Health policy & administrative management,148586.22,mixed-project-aid,148586.22
ofid,OPEC Fund for International Development,2014,12181,Medical education/training,49528.74,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,12181,Medical education/training,49528.74,non-transfer,0.00
ofid,OPEC Fund for International Development,2014,12181,Medical education/training,49528.74,technical-ooperation,49528.74
ofid,OPEC Fund for International Development,2014,12191,Medical services,3855292.24,cash-loan-equity,2284681.46
ofid,OPEC Fund for International Development,2014,12191,Medical services,3855292.24,mixed-project-aid,1521082.04
ofid,OPEC Fund for International Development,2014,12191,Medical services,3855292.24,technical-ooperation,49528.74
ofid,OPEC Fund for International Development,2014,12220,Basic health care,0.00,mixed-project-aid,0.00
ofid,OPEC Fund for International Development,2014,12230,Basic health infrastructure,25672944.24,cash-loan-equity,25375771.81
ofid,OPEC Fund for International Development,2014,12230,Basic health infrastructure,25672944.24,mixed-project-aid,297172.43
ofid,OPEC Fund for International Development,2014,12250,Infectious disease control,2778691.00,cash-loan-equity,1837644.97
ofid,OPEC Fund for International Development,2014,12250,Infectious disease control,2778691.00,commodities-food,445758.65
ofid,OPEC Fund for International Development,2014,12250,Infectious disease control,2778691.00,mixed-project-aid,495287.39
ofid,OPEC Fund for International Development,2014,12250,Infectious disease control,2778691.00,technical-ooperation,0.00
ofid,OPEC Fund for International Development,2014,12261,Health education,169146.59,mixed-project-aid,169146.59
ofid,OPEC Fund for International Development,2014,13020,Reproductive health care,495287.39,mixed-project-aid,495287.39
ofid,OPEC Fund for International Development,2014,13040,Std control including hiv/aids,4285919.86,mixed-project-aid,4285919.86
ofid,OPEC Fund for International Development,2014,14010,Water resources policy/administrative management,49528.74,mixed-project-aid,49528.74
ofid,OPEC Fund for International Development,2014,14015,Water resources protection,29717.24,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,14015,Water resources protection,29717.24,mixed-project-aid,29717.24
ofid,OPEC Fund for International Development,2014,14020,Water supply and sanitation - large systems,10620764.38,cash-loan-equity,9630189.61
ofid,OPEC Fund for International Development,2014,14020,Water supply and sanitation - large systems,10620764.38,technical-ooperation,990574.77
ofid,OPEC Fund for International Development,2014,14021,Water supply - large systems,8204603.93,cash-loan-equity,7758845.28
ofid,OPEC Fund for International Development,2014,14021,Water supply - large systems,8204603.93,mixed-project-aid,445758.65
ofid,OPEC Fund for International Development,2014,14022,Sanitation - large systems,181897.26,cash-loan-equity,181897.26
ofid,OPEC Fund for International Development,2014,14030,Basic drinking water supply and basic sanitation,1335702.91,cash-loan-equity,989001.74
ofid,OPEC Fund for International Development,2014,14030,Basic drinking water supply and basic sanitation,1335702.91,mixed-project-aid,346701.17
ofid,OPEC Fund for International Development,2014,14031,Basic drinking water supply,6405997.51,cash-loan-equity,6159275.05
ofid,OPEC Fund for International Development,2014,14031,Basic drinking water supply,6405997.51,mixed-project-aid,246722.46
ofid,OPEC Fund for International Development,2014,14032,Basic sanitation,148586.22,mixed-project-aid,148586.22
ofid,OPEC Fund for International Development,2014,14040,River basins development,2868002.22,cash-loan-equity,2868002.22
ofid,OPEC Fund for International Development,2014,14050,Waste management/disposal,660298.32,cash-loan-equity,387890.26
ofid,OPEC Fund for International Development,2014,14050,Waste management/disposal,660298.32,mixed-project-aid,272408.06
ofid,OPEC Fund for International Development,2014,14081,Education and training in water supply and sanitation,133727.59,mixed-project-aid,19811.50
ofid,OPEC Fund for International Development,2014,14081,Education and training in water supply and sanitation,133727.59,non-transfer,99057.48
ofid,OPEC Fund for International Development,2014,14081,Education and training in water supply and sanitation,133727.59,technical-ooperation,14858.62
ofid,OPEC Fund for International Development,2014,15130,Legal and judicial development,49528.74,technical-ooperation,49528.74
ofid,OPEC Fund for International Development,2014,15250,Removal of land mines and explosive remnants of war,495287.39,mixed-project-aid,495287.39
ofid,OPEC Fund for International Development,2014,16010,Social/welfare services,365838.08,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,41081,Environmental education/training,1793.93,non-transfer,1793.93
ofid,OPEC Fund for International Development,2014,43010,Multisector aid,8889591.34,cash-loan-equity,8376369.60
ofid,OPEC Fund for International Development,2014,43010,Multisector aid,8889591.34,cash-grant,366799.93
ofid,OPEC Fund for International Development,2014,43010,Multisector aid,8889591.34,mixed-project-aid,146421.81
ofid,OPEC Fund for International Development,2014,43030,Urban development and management,1313065.30,cash-loan-equity,1145113.35
ofid,OPEC Fund for International Development,2014,43030,Urban development and management,1313065.30,mixed-project-aid,167951.95
ofid,OPEC Fund for International Development,2014,43040,Rural development,20513380.03,cash-loan-equity,20513380.03
ofid,OPEC Fund for International Development,2014,43081,Multisector education/training,1137569.13,mixed-project-aid,926614.35
ofid,OPEC Fund for International Development,2014,43081,Multisector education/training,1137569.13,non-transfer,210954.78
ofid,OPEC Fund for International Development,2014,43082,Research/scientific institutions,287698.57,technical-ooperation,123304.77
ofid,OPEC Fund for International Development,2014,43082,Research/scientific institutions,287698.57,mixed-project-aid,164393.81
ofid,OPEC Fund for International Development,2014,52010,Food aid/Food security programmes,198114.95,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,52010,Food aid/Food security programmes,198114.95,commodities-food,198114.95
ofid,OPEC Fund for International Development,2014,53040,Import support (commodities),0.00,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,60010,Action relating to debt,0.00,non-transfer,0.00
ofid,OPEC Fund for International Development,2014,60030,Relief of multilateral debt,11114248.92,non-transfer,11114248.92
ofid,OPEC Fund for International Development,2014,72010,Material relief assistance and services ,1089632.25,mixed-project-aid,594344.86
ofid,OPEC Fund for International Development,2014,72010,Material relief assistance and services ,1089632.25,commodities-food,495287.39
ofid,OPEC Fund for International Development,2014,72040,Emergency food aid,495287.39,commodities-food,495287.39
ofid,OPEC Fund for International Development,2014,73010,Reconstruction relief and rehabilitation,0.00,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,99810,Sectors not specified,0.00,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,31181,Agricultural education/training,257617.79,technical-ooperation,79314.33
ofid,OPEC Fund for International Development,2014,31182,Agricultural research,105989.52,mixed-project-aid,105989.52
ofid,OPEC Fund for International Development,2014,31191,Agricultural services,2043323.96,cash-loan-equity,2043323.96
ofid,OPEC Fund for International Development,2014,31193,Agricultural financial services,1227728.28,cash-loan-equity,1227728.28
ofid,OPEC Fund for International Development,2014,31310,Fishing policy and admin. management,99057.48,mixed-project-aid,99057.48
ofid,OPEC Fund for International Development,2014,31320,Fishery development,2306355.24,cash-loan-equity,2306355.24
ofid,OPEC Fund for International Development,2014,31381,Fishery education/training,0.00,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,32120,Industrial development,4852122.49,cash-loan-equity,4852122.49
ofid,OPEC Fund for International Development,2014,32161,Agro-industries,61907.95,mixed-project-aid,61907.95
ofid,OPEC Fund for International Development,2014,32163,Textiles - leather & substitutes,0.00,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,32167,Energy manufacturing,792459.82,mixed-project-aid,495287.39
ofid,OPEC Fund for International Development,2014,32167,Energy manufacturing,792459.82,cash-grant,297172.43
ofid,OPEC Fund for International Development,2014,41010,Environmental policy and admin. mgmt,19811.50,cash-loan-equity,0.00
ofid,OPEC Fund for International Development,2014,41010,Environmental policy and admin. mgmt,19811.50,technical-ooperation,19811.50
ofid,OPEC Fund for International Development,2014,41050,Flood prevention/control,0.00,cash-loan-equity,0.00
osce,Organization for Security and Co-operation in Europe,2014,43010,Multisector aid,57675768.24,cash-grant,11242375.80
osce,Organization for Security and Co-operation in Europe,2014,43010,Multisector aid,57675768.24,mixed-project-aid,46433392.44
osce,Organization for Security and Co-operation in Europe,2014,15210,Security system management and reform,26327782.51,mixed-project-aid,26327782.51
osce,Organization for Security and Co-operation in Europe,2014,15220,"Civilian peace-building, conflict prevention and resolution",797729.67,mixed-project-aid,797729.67
osce,Organization for Security and Co-operation in Europe,2014,16010,Social/welfare services,2984581.97,mixed-project-aid,2984581.97
osce,Organization for Security and Co-operation in Europe,2014,41010,Environmental policy and admin. mgmt,5511150.89,mixed-project-aid,5511150.89
osce,Organization for Security and Co-operation in Europe,2014,15130,Legal and judicial development,19206354.26,mixed-project-aid,19206354.26
osce,Organization for Security and Co-operation in Europe,2014,15150,Democratic participation and civil society,6095991.19,mixed-project-aid,6095991.19
osce,Organization for Security and Co-operation in Europe,2014,15153,Media and free flow of information,1960881.39,mixed-project-aid,1960881.39
osce,Organization for Security and Co-operation in Europe,2014,15160,Human rights,8718819.22,mixed-project-aid,8718819.22
unaids,The Joint United Nations Programme on HIV/AIDS,2014,16010,Social/welfare services,5472007.24,mixed-project-aid,5472007.24
unaids,The Joint United Nations Programme on HIV/AIDS,2014,13040,Std control including hiv/aids,61777407.12,mixed-project-aid,61777407.12
unaids,The Joint United Nations Programme on HIV/AIDS,2014,12110,Health policy & administrative management,21030884.13,mixed-project-aid,21030884.13
unaids,The Joint United Nations Programme on HIV/AIDS,2014,12220,Basic health care,22887249.87,commodities-food,18028460.81
unaids,The Joint United Nations Programme on HIV/AIDS,2014,12220,Basic health care,22887249.87,mixed-project-aid,4858789.06
unaids,The Joint United Nations Programme on HIV/AIDS,2014,16064,Social mitigation of HIV/AIDS,13758330.22,mixed-project-aid,13758330.22
unaids,The Joint United Nations Programme on HIV/AIDS,2014,15110,Public sector policy and administrative management,74133975.88,mixed-project-aid,60095542.51
unaids,The Joint United Nations Programme on HIV/AIDS,2014,15110,Public sector policy and administrative management,74133975.88,cash-grant,14038433.37
unaids,The Joint United Nations Programme on HIV/AIDS,2014,15150,Democratic participation and civil society,10530508.36,mixed-project-aid,10530508.36
unaids,The Joint United Nations Programme on HIV/AIDS,2014,15160,Human rights,15847199.62,mixed-project-aid,15847199.62
unaids,The Joint United Nations Programme on HIV/AIDS,2014,15170,Women's equality organisations and institutions,10984915.81,mixed-project-aid,10984915.81
undp,United Nations Development Programme,2014,41010,Environmental policy and admin. mgmt,35860487.18,cash-grant,599724.32
undp,United Nations Development Programme,2014,11110,Education policy & administrative management,1114913.67,mixed-project-aid,1114913.67
undp,United Nations Development Programme,2014,11120,Education facilities and training,37077.02,mixed-project-aid,37077.02
undp,United Nations Development Programme,2014,11230,Basic life skills for youth & adults,162283.88,mixed-project-aid,162283.88
undp,United Nations Development Programme,2014,11230,Basic life skills for youth & adults,162283.88,technical-ooperation,0.00
undp,United Nations Development Programme,2014,11320,Secondary education,4431.40,mixed-project-aid,4431.40
undp,United Nations Development Programme,2014,11330,Vocational training,145257.77,mixed-project-aid,0.00
undp,United Nations Development Programme,2014,11330,Vocational training,145257.77,technical-ooperation,145257.77
undp,United Nations Development Programme,2014,11420,Higher education,279936.43,mixed-project-aid,279936.43
undp,United Nations Development Programme,2014,12110,Health policy & administrative management,564016.98,mixed-project-aid,554348.12
undp,United Nations Development Programme,2014,12110,Health policy & administrative management,564016.98,technical-ooperation,9668.86
undp,United Nations Development Programme,2014,12191,Medical services,16479.60,mixed-project-aid,16479.60
undp,United Nations Development Programme,2014,12220,Basic health care,43503.77,mixed-project-aid,43503.77
undp,United Nations Development Programme,2014,12240,Basic nutrition,599061.78,technical-ooperation,72914.23
undp,United Nations Development Programme,2014,12240,Basic nutrition,599061.78,mixed-project-aid,526147.55
undp,United Nations Development Programme,2014,12250,Infectious disease control,1622338.69,mixed-project-aid,1622338.69
undp,United Nations Development Programme,2014,12261,Health education,104933.57,mixed-project-aid,104933.57
undp,United Nations Development Programme,2014,12263,Tuberculosis control,5002.40,mixed-project-aid,5002.40
undp,United Nations Development Programme,2014,13010,Population policy and administrative management,26120.25,mixed-project-aid,26120.25
undp,United Nations Development Programme,2014,13020,Reproductive health care,0.00,mixed-project-aid,0.00
undp,United Nations Development Programme,2014,13040,Std control including hiv/aids,6428338.42,cash-grant,6799.96
undp,United Nations Development Programme,2014,13040,Std control including hiv/aids,6428338.42,mixed-project-aid,6421538.46
undp,United Nations Development Programme,2014,14010,Water resources policy/administrative management,1421319.07,mixed-project-aid,1421319.07
undp,United Nations Development Programme,2014,14020,Water supply and sanitation - large systems,267787.13,mixed-project-aid,267787.13
undp,United Nations Development Programme,2014,14022,Sanitation - large systems,107761.66,mixed-project-aid,107761.66
undp,United Nations Development Programme,2014,14050,Waste management/disposal,442294.90,mixed-project-aid,442294.90
undp,United Nations Development Programme,2014,15110,Public sector policy and administrative management,103106300.14,technical-ooperation,3479945.81
undp,United Nations Development Programme,2014,15110,Public sector policy and administrative management,103106300.14,cash-grant,4639331.96
undp,United Nations Development Programme,2014,15110,Public sector policy and administrative management,103106300.14,mixed-project-aid,94987022.37
undp,United Nations Development Programme,2014,15111,Public finance management,2061580.93,cash-grant,47261.91
undp,United Nations Development Programme,2014,15111,Public finance management,2061580.93,mixed-project-aid,2014319.03
