parent,id-to,rank,year,total-value,sector,sector-value
World Food Programme,ET,1,2014,26240830.85,humanitarian,21751704.48
World Food Programme,ET,1,2014,26240830.85,education,3425100.48
World Food Programme,ET,1,2014,26240830.85,health,1064025.89
World Food Programme,KE,8,2014,8852330.87,humanitarian,5801380.39
World Food Programme,KE,8,2014,8852330.87,governance-and-security,9469.89
World Food Programme,KE,8,2014,8852330.87,health,452038.89
World Food Programme,KE,8,2014,8852330.87,education,877946.42
World Food Programme,KE,8,2014,8852330.87,other,1711495.28
World Food Programme,LB,3,2014,20751055.57,humanitarian,20751055.57
World Food Programme,ML,4,2014,16166408.08,education,50915.54
World Food Programme,ML,4,2014,16166408.08,humanitarian,15830504.17
World Food Programme,ML,4,2014,16166408.08,health,284988.36
World Food Programme,NE,2,2014,24647313.03,humanitarian,12686816.08
World Food Programme,NE,2,2014,24647313.03,education,1668088.29
World Food Programme,NE,2,2014,24647313.03,health,3639460.86
World Food Programme,NE,2,2014,24647313.03,agriculture-and-food-security,6652947.80
World Food Programme,other,11,2014,157141096.57,infrastructure,416051.31
World Food Programme,other,11,2014,157141096.57,humanitarian,79889726.43
World Food Programme,other,11,2014,157141096.57,other,29600335.47
World Food Programme,other,11,2014,157141096.57,education,22989328.60
World Food Programme,other,11,2014,157141096.57,health,13106413.65
World Food Programme,other,11,2014,157141096.57,agriculture-and-food-security,8930596.18
World Food Programme,other,11,2014,157141096.57,governance-and-security,1216940.92
World Food Programme,other,11,2014,157141096.57,other-social-services,991704.03
World Food Programme,SS,9,2014,7677737.02,humanitarian,7677737.02
World Food Programme,SY,6,2014,12580051.94,humanitarian,12563984.81
World Food Programme,SY,6,2014,12580051.94,agriculture-and-food-security,16067.12
World Food Programme,YE,10,2014,7526040.40,education,395794.06
World Food Programme,YE,10,2014,7526040.40,health,100751.36
World Food Programme,YE,10,2014,7526040.40,governance-and-security,832.08
World Food Programme,YE,10,2014,7526040.40,humanitarian,5048196.86
World Food Programme,YE,10,2014,7526040.40,agriculture-and-food-security,1980466.04
World Food Programme,ZW,5,2014,14109390.42,agriculture-and-food-security,3310907.02
World Food Programme,ZW,5,2014,14109390.42,humanitarian,10088062.99
World Food Programme,ZW,5,2014,14109390.42,health,710420.41
World Health Organisation,AO,8,2014,2639799.38,humanitarian,83682.47
World Health Organisation,AO,8,2014,2639799.38,health,2556116.91
World Health Organisation,BD,1,2014,5763660.54,health,5399264.93
World Health Organisation,BD,1,2014,5763660.54,humanitarian,364395.61
World Health Organisation,CF,9,2014,2553437.14,humanitarian,1232562.28
World Health Organisation,CF,9,2014,2553437.14,health,1320874.86
World Health Organisation,CN,4,2014,4346918.67,health,4116631.39
World Health Organisation,CN,4,2014,4346918.67,humanitarian,230287.28
World Health Organisation,ID,3,2014,4667894.38,humanitarian,262071.31
World Health Organisation,ID,3,2014,4667894.38,health,4405823.07
World Health Organisation,IN,2,2014,5405590.67,humanitarian,133801.57
World Health Organisation,IN,2,2014,5405590.67,health,5271789.10
World Health Organisation,LK,7,2014,3058816.36,health,2687862.14
World Health Organisation,LK,7,2014,3058816.36,humanitarian,370954.21
World Health Organisation,MM,6,2014,3296874.79,humanitarian,180973.06
World Health Organisation,MM,6,2014,3296874.79,health,3115901.73
World Health Organisation,NP,5,2014,4340069.93,humanitarian,327201.51
World Health Organisation,NP,5,2014,4340069.93,health,4012868.43
World Health Organisation,other,11,2014,428419217.78,health,396660561.37
World Health Organisation,other,11,2014,428419217.78,humanitarian,31758656.41
World Health Organisation,TH,10,2014,2428019.06,health,2320924.78
World Health Organisation,TH,10,2014,2428019.06,humanitarian,107094.28
