di_id,dhs_id,di_region_id,region_name,year,value
UG,UG,120,Southwest,2011,0.583683928
LR,LB,121,Bomi,2013,0.9255695
LR,LB,122,Bong,2013,0.978698181
LR,LB,123,Gbarpolu,2013,0.971458098
LR,LB,124,Grand Bassa,2013,0.877851284
LR,LB,125,Grand Cape Mount,2013,0.959492761
LR,LB,126,Grand Gedeh,2013,0.955152751
LR,LB,127,Grand Kru,2013,0.992890308
LR,LB,128,Lofa,2013,0.966087518
LR,LB,129,Margibi,2013,0.791859842
LR,LB,130,Maryland,2013,0.927170243
LR,LB,131,Montserrado,2013,0.367839963
LR,LB,132,Nimba,2013,0.932595395
LR,LB,133,River Cess,2013,0.982637348
LR,LB,134,River Gee,2013,0.952404012
LR,LB,135,Sinoe,2013,0.951231519
RW,RW,136,City of Kigali,2010,0.146325978
RW,RW,137,South,2010,0.829850575
RW,RW,138,West,2010,0.830494119
RW,RW,139,North,2010,0.838353092
RW,RW,140,East,2010,0.74229187
TZ,TZ,141,Dodoma,2010,0.873337204
TZ,TZ,142,Arusha,2010,0.549877751
TZ,TZ,143,Kilimanjaro,2010,0.391146327
TZ,TZ,144,Tanga,2010,0.640943025
TZ,TZ,145,Morogoro,2010,0.63490823
TZ,TZ,146,Pwani,2010,0.639695489
TZ,TZ,147,Dar es Salaam,2010,0.024037455
TZ,TZ,148,Lindi,2010,0.887869889
TZ,TZ,149,Mtwara,2010,0.817006288
TZ,TZ,150,Ruvuma,2010,0.679703986
TZ,TZ,151,Iringa,2010,0.565234711
TZ,TZ,152,Mbeya,2010,0.566354758
TZ,TZ,153,Singida,2010,0.830588636
TZ,TZ,154,Tabora,2010,0.833445424
TZ,TZ,155,Rukwa,2010,0.756458682
TZ,TZ,156,Kigoma,2010,0.768945814
TZ,TZ,157,Shinyanga,2010,0.801148965
TZ,TZ,158,Kagera,2010,0.792916151
TZ,TZ,159,Mwanza,2010,0.670035368
TZ,TZ,160,Mara,2010,0.694712638
TZ,TZ,161,Manyara,2010,0.753343625
TZ,TZ,162,Unguja North,2010,0.563953756
TZ,TZ,163,Unguja South,2010,0.288203226
TZ,TZ,164,Town West,2010,0.034823415
TZ,TZ,165,Pemba North,2010,0.761900069
TZ,TZ,166,Pemba South,2010,0.523453805
CD,CD,167,Kinshasa,2013,0.091413078
CD,CD,168,Kwango,2013,0.99705715
CD,CD,169,Kwilu,2013,0.978695615
CD,CD,170,Mai-Ndombe,2013,0.995931251
CD,CD,171,Kongo Central,2013,0.823787773
CD,CD,172,Equateur,2013,0.95921701
CD,CD,173,Mongala,2013,0.998108573
CD,CD,174,Nord-Ubangi,2013,0.9860218
CD,CD,175,Sud-Ubangi,2013,1
CD,CD,176,Tshuapa,2013,0.988952989
CD,CD,177,Kasai,2013,0.995273482
CD,CD,178,Kasai-Central,2013,0.950716271
CD,CD,179,Kasai-Oriental,2013,0.792038897
CD,CD,180,Lomami,2013,0.992767996
CD,CD,181,Sankuru,2013,0.991505349
CD,CD,182,Haut-Katanga,2013,0.508012868
CD,CD,183,Haut-Lomami,2013,0.970349252
CD,CD,184,Lualaba,2013,0.875189628
CD,CD,185,Tanganyka,2013,0.999371315
CD,CD,186,Maniema,2013,0.981760324
CD,CD,187,Nord-Kivu,2013,0.86153974
CD,CD,188,Bas-Uele,2013,0.992870554
CD,CD,189,Haut-Uele,2013,0.97315164
CD,CD,190,Ituri,2013,0.986627774
CD,CD,191,Tshopo,2013,0.796364191
CD,CD,192,Sud-Kivu,2013,0.942707941
PK,PK,193,Punjab,2006,0.184329749
PK,PK,194,Sindh,2006,0.304386697
PK,PK,195,NW Frontier Province,2006,0.185380062
PK,PK,196,Balochistan,2006,0.394492726
PK,PK,197,FANA,2006,
PK,PK,198,FATA,2006,
CI,CI,199,Central,2012,0.552677164
CI,CI,200,East Central,2012,0.446226342
CI,CI,201,North Central,2012,0.260847473
CI,CI,202,West Central,2012,0.507090969
CI,CI,203,North,2012,0.323862836
CI,CI,204,Northeast,2012,0.716368875
CI,CI,205,Northwest,2012,0.441625634
CI,CI,206,West,2012,0.685350865
CI,CI,207,South,2012,0.429980424
CI,CI,208,Southwest,2012,0.575763267
CI,CI,209,Abidjan,2012,0
MW,MW,210,Chitipa,2010,0.858172325
MW,MW,211,Karonga,2010,0.81210858
MW,MW,212,Nkhata Bay and Likoma,2010,0.832370585
MW,MW,213,Rumphi,2010,0.743013338
MW,MW,214,Mzimba,2010,0.793422251
MW,MW,215,Kasungu,2010,0.818685908
MW,MW,216,Nkhotakota,2010,0.85494046
MW,MW,217,Ntchisi,2010,0.89031383
MW,MW,218,Dowa,2010,0.928038317
MW,MW,219,Salima,2010,0.86171384
MW,MW,220,Lilongwe,2010,0.714793056
MW,MW,221,Mchinji,2010,0.864064119
MW,MW,222,Dedza,2010,0.951216574
MW,MW,223,Ntcheu,2010,0.91732565
MW,MW,224,Mangochi,2010,0.897332314
MW,MW,225,Machinga,2010,0.89716513
MW,MW,226,Zomba,2010,0.863985994
MW,MW,227,Chiradzulu,2010,0.940601786
MW,MW,228,Blantyre,2010,0.387329002
MW,MW,229,Mwanza,2010,0.833233407
MW,MW,230,Thyolo,2010,0.878788117
MW,MW,231,Mulanje,2010,0.892895893
MW,MW,232,Phalombe,2010,0.925961299
MW,MW,233,Chikhwawa,2010,0.85353452
MW,MW,234,Nsanje,2010,0.902117926
MW,MW,235,Balaka,2010,0.881662287
MW,MW,236,Neno,2010,0.920997562
KH,KH,237,Banteay Mean Chey,2010,0.041263856
KH,KH,238,Kampong Cham,2010,0.094664458
KH,KH,239,Kampong Chhnang,2010,0.156364053
KH,KH,240,Kampong Speu,2010,0.078585444
KH,KH,241,Kampong Thum,2010,0.14447065
KH,KH,242,Kandal,2010,0.038309919
KH,KH,243,Kratie,2010,0.204310766
KH,KH,244,Phnom Penh,2010,0
KH,KH,245,Prey Veng,2010,0.085429785
KH,KH,246,Pursat,2010,0.127273068
KH,KH,247,Siem Reap,2010,0.12236617
KH,KH,248,Svay Rieng,2010,0.066929683
KH,KH,249,Takeo,2010,0.058302014
KH,KH,250,Otdar Mean Chey,2010,0.122570502
KH,KH,251,Battambang/Krong Pailin,2010,0.064371107
KH,KH,252,Kampot/Krong Kep,2010,0.086319735
KH,KH,253,Koh Kong/Krong Preah Sihanouk,2010,0.051900892
KH,KH,254,Preah Vihear/Steung Treng,2010,0.244440886
KH,KH,255,Mondol Kiri/Rattanak Kiri,2010,0.094745069
ID,ID,256,North Sumatera,2003,0.335846687
ID,ID,257,West Sumatera,2003,0.308843679
ID,ID,258,Riau,2003,0.324735189
ID,ID,259,Jambi,2003,0.407516091
ID,ID,260,South Sumatera,2003,0.492495864
ID,ID,261,Bengkulu,2003,0.438429136
ID,ID,262,Lampung,2003,0.406645073
ID,ID,263,Banka Belitung,2003,0.294078694
ID,ID,264,DKI Jakarta,2003,0.009995343
ID,ID,265,West Java,2003,0.187233938
ID,ID,266,Central Java,2003,0.275934403
ID,ID,267,DI Yogyakarta,2003,0.136166257
ID,ID,268,East Java,2003,0.197562172
ID,ID,269,Banten,2003,0.130403296
ID,ID,270,Bali,2003,0.076203263
ID,ID,271,West Nusa Tenggara,2003,0.479073978
ID,ID,272,East Nusa Tenggara,2003,0.868642756
ID,ID,273,West Kalimantan,2003,0.626733946
ID,ID,274,Central Kalimantan,2003,0.519058279
ID,ID,275,South Kalimantan,2003,0.522360279
ID,ID,276,East Kalimantan,2003,0.203575831
ID,ID,277,North Sulawesi,2003,0.284936772
ID,ID,278,Central Sulawesi,2003,0.505190676
ID,ID,279,South Sulawesi,2003,0.30075626
ID,ID,280,Southeast Sulawesi,2003,0.642370567
ID,ID,281,Gorontalo,2003,0.582315726
ID,ID,282,Maluku,2003,
ID,ID,283,Nanggroe Aceh Darussalam,2003,
ID,ID,284,North Maluku,2003,
ID,ID,285,Papua,2003,
TJ,TJ,286,Dushanbe,2012,0.01499532
TJ,TJ,287,GBAO,2012,0.62866596
TJ,TJ,288,Khatlon,2012,0.690516391
TJ,TJ,289,Sughd,2012,0.357986755
TJ,TJ,290,DRS,2012,0.432071251
KM,KM,291,Ngazidja,2012,0.075783766
KM,KM,292,Mwali,2012,0.573753036
KM,KM,293,Ndzuwani,2012,0.364682484
CO,CO,294,Antioquia,2010,0.06591473
CO,CO,295,Atlantico,2010,0.027542627
CO,CO,296,Bogota,2010,0.001168907
CO,CO,297,Bolivar,2010,0.187352596
CO,CO,298,Boyaca,2010,0.15944027
CO,CO,299,Caldas,2010,0.040101228
CO,CO,300,Caqueta,2010,0.147496712
CO,CO,301,Cauca,2010,0.253490562
CO,CO,302,Cesar,2010,0.135026595
CO,CO,303,Cordoba,2010,0.444622679
CO,CO,304,Cundinamarca,2010,0.0911737
CO,CO,305,Choco,2010,0.445840719
CO,CO,306,Huila,2010,0.118258534
CO,CO,307,La Guajira,2010,0.284736046
CO,CO,308,Magdalena,2010,0.1831081
CO,CO,309,Meta,2010,0.076078956
CO,CO,310,Narino,2010,0.247720395
CO,CO,311,Norte de Santander,2010,0.131183579
CO,CO,312,Quindio,2010,0.02574625
CO,CO,313,Risaralda,2010,0.035776984
CO,CO,314,Santander,2010,0.130112754
CO,CO,315,Sucre,2010,0.236904892
CO,CO,316,Tolima,2010,0.135391044
CO,CO,317,Valle,2010,0.027564494
CO,CO,318,Arauca,2010,0.042055134
CO,CO,319,Casanare,2010,0.072016367
CO,CO,320,Putumayo,2010,0.25565056
CO,CO,321,San Andres and Providencia,2010,0.043814932
CO,CO,322,Amazonas,2010,0.545184611
CO,CO,323,Guainia,2010,0.43165664
CO,CO,324,Guaviare,2010,0.081430901
CO,CO,325,Vaupes,2010,0.314282335
CO,CO,326,Vichada,2010,0.338392933
NP,NP,327,Eastern Mountain,2011,0.439805347
NP,NP,328,Central Mountain,2011,0.285797841
NP,NP,329,Far/Mid/Western Mountain,2011,0.669626998
NP,NP,330,Eastern Hill,2011,0.432172171
NP,NP,331,Central Hill,2011,0.215351681
NP,NP,332,Western Hill,2011,0.285359753
NP,NP,333,Mid Western Hill,2011,0.619609755
NP,NP,334,Far Western Hill,2011,0.671522545
NP,NP,335,Eastern Terai,2011,0.067953219
NP,NP,336,Central Terai,2011,0.144369545
NP,NP,337,Western Terai,2011,0.0822224
NP,NP,338,Mid Western Terai,2011,0.237958263
NP,NP,339,Far Western Terai,2011,0.203525979
BD,BD,340,Barisal,2011,0.375909917
BD,BD,341,Chittagong,2011,0.246467844
BD,BD,342,Dhaka,2011,0.275899471
BD,BD,343,Rajshahi,2011,0.331019132
BD,BD,344,Khulna,2011,0.282296075
BD,BD,345,Rangpur,2011,0.487313931
BD,BD,346,Sylhet,2011,0.369267976
MG,MD,347,Analamanga,2008,0.569141544
MG,MD,348,Vakinankaratra,2008,0.904460298
MG,MD,349,Itasy,2008,0.952837231
MG,MD,350,Bongolava,2008,0.96665332
MG,MD,351,Haute Matsiatra,2008,0.879526587
MG,MD,352,Amoron'i Mania,2008,0.889372747
MG,MD,353,Vatovavy Fitovinany,2008,0.985498888
MG,MD,354,Ihorombe,2008,0.973846647
MG,MD,355,Atsimo Atsinanana,2008,0.994180242
MG,MD,356,Atsinanana,2008,0.805022139
MG,MD,357,Analanjirofo,2008,0.975928166
MG,MD,358,Alaotra Mangoro,2008,0.890049295
MG,MD,359,Boeny,2008,0.802373912
MG,MD,360,Sofia,2008,0.946463159
MG,MD,361,Betsiboka,2008,0.940426597
MG,MD,362,Melaky,2008,0.962845042
MG,MD,363,Atsimo Andrefana,2008,0.915116525
MG,MD,364,Androy,2008,0.993157317
MG,MD,365,Anosy,2008,0.945829494
MG,MD,366,Menabe,2008,0.921914496
MG,MD,367,Diana,2008,0.873318675
MG,MD,368,Sava,2008,0.981244623
AM,AM,369,Aragatsotn,2010,0.471711182
AM,AM,370,Yerevan,2010,0.004392617
AM,AM,371,Ararat,2010,0.187977764
AM,AM,372,Armavir,2010,0.178065073
AM,AM,373,Gegharkunik,2010,0.071312624
AM,AM,374,Lori,2010,0.044529866
AM,AM,375,Kotayk,2010,0.034223747
AM,AM,376,Shirak,2010,0.132429344
AM,AM,377,Syunik,2010,0.086276602
AM,AM,378,Vayots Dzor,2010,0.281972527
AM,AM,379,Tavush,2010,0.13719927
JO,JO,380,Ajloun,2012,
JO,JO,381,Amman,2012,
JO,JO,382,Aqaba,2012,
JO,JO,383,Balqa,2012,
JO,JO,384,Irbid,2012,
JO,JO,385,Jarash,2012,
JO,JO,386,Karak,2012,
JO,JO,387,Ma'an,2012,
JO,JO,388,Madaba,2012,
JO,JO,389,Mafraq,2012,
JO,JO,390,Tafiela,2012,
JO,JO,391,Zarqa,2012,
ZM,ZM,392,Central,2013,0.819037307
ZM,ZM,393,Copperbelt,2013,0.440720807
ZM,ZM,394,Eastern,2013,0.913317452
ZM,ZM,395,Luapula,2013,0.944421703
ZM,ZM,396,Lusaka,2013,0.312265401
ZM,ZM,397,Muchinga,2013,0.904433781
ZM,ZM,398,North Western,2013,0.87573336
ZM,ZM,399,Northern,2013,0.936422333
ZM,ZM,400,Southern,2013,0.801891025
ZM,ZM,401,Western,2013,0.925299336
NE,NI,402,Niamey,1998,0.014245014
NE,NI,403,Dosso,1998,0.771780946
NE,NI,404,Maradi,1998,0.638881763
NE,NI,405,Agadez/Tahoua,1998,0.741394962
NE,NI,406,Tillaberi,1998,0.733669173
NE,NI,407,Zinder/Diffa,1998,0.700823629
NA,NM,408,Zambezi,2013,0.585901839
NA,NM,409,Erongo,2013,0.083489171
NA,NM,410,Hardap,2013,0.128920552
NA,NM,411,//Karas,2013,0.114943476
NA,NM,412,Kavango,2013,0.666241641
NA,NM,413,Khomas,2013,0.073139502
NA,NM,414,Kunene,2013,0.422988633
NA,NM,415,Ohangwena,2013,0.665070599
NA,NM,416,Omaheke,2013,0.301300082
NA,NM,417,Omusati,2013,0.483386822
NA,NM,418,Oshana,2013,0.28240536
NA,NM,419,Oshikoto,2013,0.46263512
NA,NM,420,Otjozondjupa,2013,0.16039451
TL,TL,421,Aileu,2009,0.59089769
TL,TL,422,Ainaro,2009,0.709376949
TL,TL,423,Baucau,2009,0.644649851
TL,TL,424,Bobonaro,2009,0.428569087
TL,TL,425,Covalima,2009,0.406571011
TL,TL,426,Dili,2009,0.037964843
TL,TL,427,Ermera,2009,0.488106537
TL,TL,428,Liquica,2009,0.434918255
TL,TL,429,Lautem,2009,0.538642772
TL,TL,430,Manufahi,2009,0.608861056
TL,TL,431,Manatuto,2009,0.39282646
TL,TL,432,Oecusse,2009,0.686037002
TL,TL,433,Viqueque,2009,0.677924782
GA,GA,434,Estuaire,2012,0.18833649
GA,GA,435,Haut Ogooue,2012,0.228665965
GA,GA,436,Liberville/Port Gentil,2012,0.00445688
GA,GA,437,Moyen Ogooue,2012,0.378698116
GA,GA,438,Ngounie,2012,0.446981158
GA,GA,439,Nyanga,2012,0.433403441
GA,GA,440,Ogooue Ivindo,2012,0.563729568
GA,GA,441,Ogooue Lolo,2012,0.411535186
GA,GA,442,Ogooue Maritime,2012,0.289109444
GA,GA,443,Woleu Ntem,2012,0.370556076
DO,DR,444,Region 0,2013,0.021890614
DO,DR,445,Region I,2013,0.061430178
DO,DR,446,Region II,2013,0.03583894
DO,DR,447,Region III,2013,0.037299226
DO,DR,448,Region IV,2013,0.172509409
DO,DR,449,Region V,2013,0.106336603
DO,DR,450,Region VI,2013,0.128633323
DO,DR,451,Region VII,2013,0.173504714
DO,DR,452,Region VIII,2013,0.028631536
MD,MB,453,North,2005,0.004822101
MD,MB,454,Center,2005,0.007179766
MD,MB,455,South,2005,0.005791987
MD,MB,456,Chisinau,2005,0.000185311
GN,GN,457,Boke,2012,0.57978003
GN,GN,458,Conakry,2012,0.000579989
GN,GN,459,Faranah,2012,0.792081259
GN,GN,460,Kankan,2012,0.767196105
GN,GN,461,Kindia,2012,0.548576506
GN,GN,462,Labe,2012,0.677450512
GN,GN,463,Mamou,2012,0.661416596
GN,GN,464,Nzerekore,2012,0.758652342
GH,GH,465,Western,2008,0.155744429
GH,GH,466,Central,2008,0.087629235
GH,GH,467,Greater Accra,2008,0.009410446
GH,GH,468,Volta,2008,0.28444343
GH,GH,469,Eastern,2008,0.193609327
GH,GH,470,Ashanti,2008,0.127093175
GH,GH,471,Brong-Ahafo,2008,0.295469143
GH,GH,472,Northern,2008,0.606804874
GH,GH,473,Upper East,2008,0.764836354
GH,GH,474,Upper West,2008,0.588520112
HT,HT,475,Southeast,2012,0.846872393
HT,HT,476,North,2012,0.59727672
HT,HT,477,Northeast,2012,0.746408205
HT,HT,478,Artibonite,2012,0.754634984
HT,HT,479,Central,2012,0.887812111
HT,HT,480,South,2012,0.747381328
HT,HT,481,Grande-Anse,2012,0.888145527
HT,HT,482,Northwest,2012,0.756368838
HT,HT,483,Nippes,2012,0.832778548
HT,HT,484,West,2012,0.718525112
HT,HT,485,Metropolitan Area,2012,0.259618618
MZ,MZ,486,Niassa,2011,0.902005501
MZ,MZ,487,Cabo Delgado,2011,0.929574381
MZ,MZ,488,Nampula,2011,0.870480003
MZ,MZ,489,Zambezia,2011,0.920243714
MZ,MZ,490,Tete,2011,0.861345225
MZ,MZ,491,Manica,2011,0.692043866
MZ,MZ,492,Sofala,2011,0.687465841
MZ,MZ,493,Inhambane,2011,0.68344024
MZ,MZ,494,Gaza,2011,0.59573552
MZ,MZ,495,Maputo,2011,0.85
MZ,MZ,496,Maputo City,2011,0.007962959
SN,SN,497,Center,2012,0.709469661
SN,SN,498,North,2012,0.731259997
SN,SN,499,South,2012,0.827619122
SN,SN,500,West,2012,0.245395763
MA,MA,501,Laayoune - Boujdour - Sakia El Hamra,2003,0
MA,MA,502,Guelmim - Es-Semara,2003,0
MA,MA,503,Souss - Massa - Draa,2003,0.035561314
MA,MA,504,Gharb - Chrarda - Beni Hssen,2003,0.034509891
MA,MA,505,Chaouia - Ouardigha,2003,0.0480576
MA,MA,506,Marrakech - Tensift - Al Haouz,2003,0.090434237
MA,MA,507,Oriental,2003,0.032111128
MA,MA,508,Grand Casablanca,2003,0
MA,MA,509,Rabat - Sale - Zemmour - Zaer,2003,0.002919758
MA,MA,510,Doukkala - Abda,2003,0.106042832
MA,MA,511,Tadla - Azilal,2003,0.078842849
MA,MA,512,Meknes - Tafilalet,2003,0.02370297
MA,MA,513,Fes - Boulemane,2003,0.012831027
MA,MA,514,Taza - Al Hoceima - Taounate,2003,0.146223435
MA,MA,515,Tanger - Tetouan,2003,0.033478921
MA,MA,516,Oued-Eddahab Lagouira,2003,
PH,PH,517,Ilocos,2008,0.161819513
PH,PH,518,Cagayan Valley,2008,0.233693405
PH,PH,519,Central Luzon,2008,0.077178508
PH,PH,520,Bicol,2008,0.383388892
PH,PH,521,Western Visayas,2008,0.361378619
PH,PH,522,Central Visayas,2008,0.324721676
PH,PH,523,Eastern Visayas,2008,0.467010122
PH,PH,524,Zamboanga Peninsula,2008,0.457286348
PH,PH,525,Northern Mindanao,2008,0.374679768
PH,PH,526,Davao,2008,0.499775114
PH,PH,527,Soccsksargen,2008,0.466036156
PH,PH,528,Caraga,2008,0.417014537
PH,PH,529,National Capital Region,2008,0.024814378
PH,PH,530,Cordillera Administrative Region,2008,0.214689765
PH,PH,531,ARMM,2008,0.620975708
PH,PH,532,Calabrazon,2008,0.074817902
PH,PH,533,Mimaropa,2008,0.439772513
SL,SL,534,Bo,2013,0.540366922
SL,SL,535,Bombali,2013,0.589208383
SL,SL,536,Bonthe,2013,0.687511588
SL,SL,537,Kailahun,2013,0.732067752
SL,SL,538,Kambia,2013,0.620722707
SL,SL,539,Kenema,2013,0.562850479
SL,SL,540,Koinadugu,2013,0.743577314
SL,SL,541,Kono,2013,0.626174568
SL,SL,542,Moyamba,2013,0.795451931
SL,SL,543,Port Loko,2013,0.57864417
SL,SL,544,Pujehun,2013,0.695390977
SL,SL,545,Tonkolili,2013,0.633813139
SL,SL,546,Western Area Rural,2013,0.156011206
SL,SL,547,Western Area Urban,2013,0.012172276
BI,BU,548,Bujumbura Mairie,2010,0.108879955
BI,BU,549,North,2010,0.92634955
BI,BU,550,Central East,2010,0.932674135
BI,BU,551,West,2010,0.912919201
BI,BU,552,South,2010,0.879779593
ZW,ZW,553,Manicaland,2010,0.271899749
ZW,ZW,554,Mashonaland Central,2010,0.446927934
ZW,ZW,555,Mashonaland East,2010,0.274268932
ZW,ZW,556,Mashonaland West,2010,0.316086948
ZW,ZW,557,Matabeleland North,2010,0.674301309
ZW,ZW,558,Matabeleland South,2010,0.394114977
ZW,ZW,559,Midlands,2010,0.436681411
ZW,ZW,560,Masvingo,2010,0.491431847
ZW,ZW,561,Harare,2010,0.002803472
ZW,ZW,562,Bulawayo,2010,0
AL,AL,563,Coastal,2008,0.01921068
AL,AL,564,Central,2008,0.037705975
AL,AL,565,Mountain,2008,0.109346138
AL,AL,566,Tirana,2008,0
KE,KE,567,Nairobi Area,2008,0
KE,KE,568,Central,2008,0.194576406
KE,KE,569,Coast,2008,0.289424445
KE,KE,570,Eastern,2008,0.44335377
KE,KE,571,Nyanza,2008,0.535414657
KE,KE,572,Rift Valley,2008,0.426302145
KE,KE,573,Western,2008,0.612188728
KE,KE,574,North-Eastern,2008,0.801183842
BO,BO,575,Chuquisaca,2008,0.158288898
BO,BO,576,La Paz,2008,0.082148019
BO,BO,577,Cochabamba,2008,0.12312788
BO,BO,578,Oruro,2008,0.132429694
BO,BO,579,Potosi,2008,0.246760307
BO,BO,580,Tarija,2008,0.058592922
BO,BO,581,Santa Cruz,2008,0.039051364
BO,BO,582,Beni,2008,0.10399206
BO,BO,583,Pando,2008,0.095933532
BF,BF,584,Boucle du Mouhoun,2010,0.751199878
BF,BF,585,Cascades,2010,0.509300887
BF,BF,586,Centre,2010,0.120925102
BF,BF,587,Centre-Est,2010,0.707492059
BF,BF,588,Centre-Nord,2010,0.79908133
BF,BF,589,Centre-Ouest,2010,0.713968512
BF,BF,590,Centre-Sud,2010,0.760569905
BF,BF,591,Est,2010,0.889186805
BF,BF,592,Hauts-Bassins,2010,0.443829473
BF,BF,593,Nord,2010,0.718371974
BF,BF,594,Plateau Central,2010,0.684589592
BF,BF,595,Sahel,2010,0.942178743
BF,BF,596,Sud-Ouest,2010,0.809013836
PE,PE,597,Amazonas,2009,0.12112994
PE,PE,598,Ancash,2009,0.04980454
PE,PE,599,Apurimac,2009,0.234457342
