"id","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"ex-yugoslavia",9.878590702,6.887613087,3.506748142,8.989616062,33.90550291,2.000728607,4.941447295,10.93704262
"FJ",17.40930162,27.90745863,19.07402986,38.01595942,33.43846704,31.87222201,23.07032923,23.53342611
"FM",25.26705108,25.41752239,32.10869054,25.13490031,0.403982317,0.448004866,36.78215343,1.156406774
"GA",6.94633188,5.831432739,7.026703427,10.29896879,5.420085487,11.08931997,8.77272553,6.911209783
"GD",16.4379866,33.0014497,11.24577918,4.080802734,3.537337613,2.648461061,6.785004415,6.506627479
"GE",3.029631095,3.37069556,1.732936913,2.39429901,2.088769536,4.355223302,3.978345226,3.811734007
"GH",7.048402606,7.389178979,6.059540022,6.212300508,4.955382594,5.68470027,4.02817005,8.500099613
"GM",5.496488048,15.02998681,11.50265785,4.23331337,5.671522798,2.417206094,4.019084688,4.001080678
"GN",20.36028013,14.11004026,9.710954925,8.444089386,5.62423559,5.512341838,5.365817042,4.486450465
"GQ",27.26983523,35.05998906,10.77900479,30.96209012,29.50859986,37.23228158,41.10230101,27.13289172
"GT",9.008359144,6.200075022,11.68712814,9.148825399,9.460374084,7.736855507,7.986744007,4.282174801
"GW",5.266486295,4.063421641,8.110389406,4.104279848,12.94185185,7.664884987,8.113186259,9.712571828
"GY",7.577151669,13.71254413,7.955626643,3.627632766,0.520387992,0.990328067,2.403964863,2.796364373
"HN",13.19269715,13.22028861,12.47181965,9.009054102,4.998992635,7.39992823,6.83728453,7.56935861
"HR",3.277720902,4.552582097,2.91706548,5.828544576,3.961688348,,,
"HT",5.390837343,6.246420034,5.360743781,6.689196569,3.149165845,7.277715424,5.852105145,5.105798295
"ID",8.470184295,9.867703814,11.86088352,11.97160983,9.846461156,13.02074971,16.52205039,10.54166687
"IN",20.60148558,7.949549562,11.21602246,17.39609927,10.24938184,13.54387855,4.698245835,5.919565833
"IQ",0.936533351,3.231851852,3.798279483,3.114799558,3.875994493,1.822246275,4.217516309,2.639350266
"IR",7.834532013,17.66861509,17.22075148,26.96641655,8.258059391,12.8994241,5.154420995,6.986739772
"JM",5.207587335,4.861440458,5.220940289,2.960225887,2.836179947,11.14946067,14.37937846,7.54755007
"JO",5.264698771,6.913922472,4.930793327,9.919336538,15.80697399,16.06883195,13.73438286,12.32952526
"KE",5.495466952,7.883084366,6.761364208,4.873798508,1.983042856,2.171743197,3.051120287,2.734061628
"KG",4.539755175,6.630803767,6.295057734,7.26707674,3.956168994,5.696851667,5.620218613,4.621057892
"KH",9.639792179,6.547969031,6.124350991,6.295014863,5.348434187,7.908647437,6.697297905,8.510467918
"KI",15.52333893,9.469250237,13.38821052,14.11495252,30.65395994,21.17477199,23.7289266,15.57235891
"KM",10.41314482,32.29357786,23.13984416,4.371826297,7.518346983,13.33477322,3.398851236,4.102032254
"KN",2.199644456,41.79720714,16.85603169,4.676529281,0.500557894,0.298126489,0.082445085,0.816900418
"KP",1.01107064,0.992331356,0.69371746,2.267744165,3.401881351,1.957219404,3.408337567,4.173023771
"KZ",4.618022886,4.517825495,4.201296831,5.916104145,5.607433103,4.783389163,8.735228583,8.796440046
"LA",11.2514868,10.68744717,11.78171718,12.47614959,11.66686073,10.67369637,12.41618365,13.41547355
"LB",3.783726966,5.791798222,5.341480476,10.61717118,17.76482333,19.18070508,13.55858997,17.27555146
"LC",35.51920497,4.111398391,12.66470456,1.925787269,7.571035305,6.847426369,10.88127926,20.46091724
"LK",5.320325936,4.077724793,4.907599034,5.219852078,6.49346655,5.376848073,6.058917787,9.614630587
"LR",0.580528927,0.937137901,2.476097485,6.142895354,9.094128818,6.065173032,6.006700852,6.800709188
"LS",15.59461451,5.808526774,10.87424656,10.612928,2.60618061,6.914617581,1.08299875,0.982113407
"LY",6.167503631,12.68827813,4.585711633,5.792607105,4.902866814,0.498864735,3.203384391,3.627234631
"MA",11.62556592,9.609673373,12.43696134,14.87911555,8.249402169,10.26987063,10.62839627,8.679883947
"MD",3.306345861,3.324796352,3.056701575,2.838949491,0.578307126,0.793078458,0.962646785,2.548399491
"ME",3.069058153,4.14475646,4.694819017,6.730114274,8.378953503,5.419870214,2.198260898,5.029713281
"MG",8.253124157,8.359028576,7.505694999,9.043651567,7.463881285,8.230429289,6.902090559,10.30359565
"MH",23.46490944,26.70701252,26.84002251,25.01643634,1.504210126,2.450126336,27.83908957,1.847973721
"middle-east",2.731018763,4.145709566,3.929166197,3.818538098,5.715588865,11.19826695,15.63587462,4.290282013
"MK",6.575421861,4.788768984,12.38970382,8.949348602,8.456305889,4.671763114,4.212623402,3.532876707
"ML",11.44353554,13.4616056,18.32666608,13.70322817,11.09439782,8.236677235,4.906920214,2.450828583
"MM",6.787060473,9.971329651,5.4993212,7.271764007,5.691898449,7.748551253,10.69559151,1.814937064
"MN",18.45068567,14.28178606,11.10197092,6.63032708,9.576507546,11.86274172,12.91567574,8.819513312
"MR",14.36854637,12.6964162,11.26486966,8.924767407,3.997507547,3.642775434,2.777107611,3.675878019
"MS",1.930222618,2.317521493,2.086898959,2.06670758,2.19416316,2.58562307,2.179585441,4.18027049
"MU",11.0833143,7.83035204,2.764511098,2.657608405,2.822632213,3.307738808,2.543494633,3.288810959
"MV",9.608106652,15.93580005,30.45819599,10.62009519,2.558183846,5.55792775,2.696897874,4.954250601
"MW",7.007002924,8.130224948,6.386877642,9.446828737,9.55748853,8.76344047,7.869510406,5.773573649
"MX",4.18552724,6.691511135,12.60103189,13.47360252,4.292181004,2.936649375,4.916880199,3.146079274
"MY",6.74539909,3.850501517,11.72687618,9.612106307,12.70997562,7.86311069,7.727256605,10.38790533
"MZ",11.70873018,9.115982799,8.946870362,9.937091495,8.852719434,7.779971982,6.759643379,7.362192668
"NA",11.97850031,5.186701487,8.815152056,10.06718716,7.363458321,10.54821698,20.4773411,22.4732905
"NE",8.188014407,11.10783102,8.125553311,8.428942625,2.922643622,2.575105881,2.166407224,3.826471927
"NG",6.325686428,5.096510689,6.960501456,8.075576433,7.433003551,6.823968126,6.762764958,5.361332853
"NI",10.98764229,9.450323428,10.11823282,9.083629226,8.730077671,5.643411953,4.319682788,9.812135594
"north-central-america",1.671514474,0.954796143,0.519172821,2.994001233,4.36065735,1.767432848,2.358817377,2.275750007
"north-of-sahara",16.97099264,11.33013791,1.920662395,13.29835965,16.2631812,5.023005711,26.85282995,10.50484547
"NP",13.30319379,13.57508826,13.42209124,20.94402676,12.14956673,15.19615216,15.52614033,11.94939485
"NR",3.51324832,7.098186334,3.369310258,9.803567625,10.60617443,10.660158,17.26992901,17.1491427
"NU",5.956718458,2.28078258,0.877099754,7.254742981,2.946736052,2.509489487,5.856049358,16.55525089
"oceania",7.539584231,18.18569787,15.16114501,18.43841125,9.354194695,10.83902734,8.621444807,10.44646569
"OM",9.012700609,8.16726222,22.80680106,1.11221646,1.221794627,,,
"PA",9.270909917,9.135862383,6.687752871,6.57033896,2.260970795,2.705997671,4.980367352,6.269512181
"PE",4.949054563,5.577920577,6.467381459,8.458463482,5.10331612,5.046089251,6.027389412,5.683275015
"PG",12.785624,8.294754872,9.761634723,13.0732148,11.63241165,14.00734387,14.24491407,9.621191004
"PH",3.81317334,3.699990022,7.441460553,5.792765189,3.120321478,7.398382884,9.9599763,4.971889855
"PK",9.550412798,21.47768108,7.261906761,18.23746844,14.00596821,12.61568991,14.05410637,14.02434127
"PS",6.124595241,2.987233391,2.500349871,2.945565181,10.81537269,16.3337363,16.4954746,11.99519531
"PW",2.501719346,3.761081578,1.8958837,2.852475707,2.209422672,3.617330364,8.816607943,4.759801664
"PY",10.48632163,7.377781061,6.388697179,12.57507087,21.59741007,23.04048572,8.258469717,12.30173797
"RS",4.672712994,4.421041638,5.193976746,5.042936507,4.650246397,5.709759237,3.275820353,4.234452084
"RW",6.688809146,8.865806505,9.756188697,9.403638853,4.849989495,8.380185076,6.0843628,10.03589057
"SA",59.88841863,57.05543811,,,,,,
"SB",5.053140488,2.781628787,4.414126945,6.830632997,4.322573488,5.253385878,9.108058344,10.77718106
"SC",2.055678791,5.676531327,7.079177273,2.003538781,0.536152264,4.335620988,2.107796391,8.174392069
"SD",1.852373002,1.932001127,2.625789636,3.703752505,3.062603892,2.371133268,2.221397321,1.498355665
"SH",6.362825973,2.620233603,1.303792454,2.322600681,1.960083635,0.825975004,0.26339526,0.701223603
"SL",4.180503808,5.798736748,6.232432676,4.783276304,3.462749191,4.280483,4.470542227,4.024932128
"SN",6.66931568,13.70215631,11.4569624,10.87337516,11.86572639,10.71933978,12.14357536,8.878773948
"SO",3.688362186,1.944978061,2.399033598,4.155739528,7.289796529,2.510386527,5.319101784,3.186486364
"south-america",6.503763825,4.972466108,9.557433201,9.298041039,12.98364625,8.861577087,3.257900426,4.864652509
"south-asia",0.085597749,0.015707524,1.992957083,1.331075413,8.708110364,2.689794857,1.221265264,2.496303144
"south-central-asia",2.678363338,1.407012065,0.221072168,0.297000373,5.55588498,0.104167263,0.714182849,7.761326549
"south-of-sahara",2.28152988,3.422778827,3.13580523,4.714313901,6.898884423,3.93430663,3.859930141,2.651830879
"SR",3.699484217,2.040536105,5.513723249,3.931848449,3.09144509,2.54623705,6.001003399,6.00393227
"ST",14.34398335,12.55025113,6.994929065,18.71310925,6.031971625,8.203862446,9.665294204,7.039694163
"SV",6.201313277,4.218353909,8.995533011,7.513297982,11.5597722,8.237848312,9.053589251,6.469295207
"SY",13.22578966,20.1643922,14.34090529,9.178702031,22.5358876,17.20803554,6.910502605,2.443370271
"SZ",2.408433924,4.539601432,6.181133866,8.292960848,11.56250195,15.2602398,7.718963961,3.901682061
"TC",0,0,,,,,,
"TD",5.019423926,4.690517547,3.046790239,3.088868996,2.03390054,2.525371008,2.781397753,2.132613684
"TG",11.89950606,5.799480651,2.140257217,4.524338341,2.895147689,6.298979374,3.306116889,4.626138393
"TH",3.979214703,6.417342024,7.627795085,8.577039938,3.27776839,2.925688142,3.692177998,2.493929533
"TJ",4.387833418,6.401815999,5.5231991,5.929356956,3.741918309,4.951774938,4.710012415,2.620009195
"TK",1.620787489,1.501744831,0.364565221,2.596192988,2.423590296,2.302937314,150.6493131,0
"TL",5.983405142,7.785029556,8.931888084,13.28776313,10.44095024,13.62332253,0,11.8560161
"TM",12.96210942,10.43721454,6.144354298,9.405158263,6.825158717,6.643779019,12.15244185,9.671331384
"TN",12.78146522,18.15662785,7.948901185,14.25415715,3.261541579,7.05967189,3.656561796,5.67835261
"TO",27.28603764,18.67381835,26.43735277,14.84491603,11.14424692,10.35800168,12.36240122,10.23669983
"TR",9.990462711,8.024750604,3.212173883,2.398762009,1.980202473,3.250260943,1.080148726,0.965953722
"TT",0.820569916,34.91041141,4.208952569,14.64866318,8.843916206,,,
"TV",11.91931232,22.20621828,7.552152355,6.605536444,11.70917145,5.998231001,9.963429545,25.27924194
"TZ",7.724215171,6.413156856,4.712179421,5.727973338,7.853256153,4.077782699,6.670471971,4.681741714
"UA",5.449869384,5.143401603,4.175786127,3.75905073,2.763637589,2.150497087,2.724252851,4.200148271
"UG",6.519475024,5.512905647,7.484323777,5.494200088,9.056327738,4.229850344,6.577962075,6.550428301
"UY",16.38362017,12.03523027,16.48442041,9.450130116,10.7465361,12.48795474,17.81561759,10.24725864
"UZ",8.915215914,13.70061686,10.95934432,14.21266571,20.44487746,18.17511493,11.73582477,7.016019595
"VC",20.45854356,24.48433327,13.23168857,7.074273047,34.23703975,22.89688186,55.33880449,22.01498598
"VE",16.33239543,7.320758041,14.51789701,22.5164622,13.89634118,20.56305483,18.82507845,26.69322356
"VN",7.773580826,9.848815804,6.715716903,8.276309371,5.723476137,4.967940123,3.29671292,4.35698272
"VU",28.12238334,19.62681598,15.96531521,12.54623601,15.17231427,16.48239891,19.12391916,19.78547943
"west-indies",6.420355189,5.131699062,11.57264806,1.128598686,2.619864534,2.177944484,2.736112232,4.744529192
"WF",2.883283984,57.57218235,53.17000921,57.1616041,53.59589116,53.44392352,54.13230394,63.13077673
"WS",23.12845363,15.99196746,15.85243654,14.47812664,15.41283189,13.82148376,16.15777945,11.37300244
"YE",21.60879558,22.97479746,16.97782102,16.09358236,8.737867607,11.50913765,6.631444449,6.239228194
"YT",0,67.74522551,67.20083271,62.71721112,73.27913724,,,
"ZA",12.17686971,7.797103008,6.821729623,6.347454242,9.130810763,7.112855113,6.896714221,2.948719454
"ZM",12.37304063,11.2319709,8.682447363,7.908819529,5.83624462,4.291674043,4.344693889,3.832315172
"ZW",4.373561161,1.03486309,0.947315396,2.843092782,2.56256245,4.388848781,6.335130819,6.550378919
"XK",,,,3.394720364,5.169366838,4.866900746,5.00791776,4.559364429
"SS",,,,,,4.720635189,4.216563587,4.413343272
