"district_id","2012","2013","2014","2015","2016","2017","2018","2019"
"d415",9.753011433,13.53116672,10.87266127,8.498934221,2.87255846,3.628661585,3.537209986,6
"d326",13.49829335,8.010781249,8.753911575,4.250874486,3.272304663,,,4
"d307",4.735529887,5.663659514,,2.854774794,1.823714675,3.911449914,3.130679272,3
"d229",8.194010257,7.676816168,7.069099793,2.636712612,1.748724866,2.689776186,3.001664792,5
"d104",7.798141133,7.068170774,5.182547988,2.044556884,1.412560253,2.005363683,1.876948742,3
"d124",7.746525859,6.89293958,6.238919009,3.207015,2.244501619,2.443385347,2.230836028,4
"d114",11.58149275,9.734074213,9.038159958,3.778379705,2.63314967,4.238095303,4.02776187,6
"d223",10.43856731,11.70005884,10.54033485,4.049975818,1.293524864,,,3
"d320",11.68942068,10.1157088,9.119456667,5.036632209,2.832491831,4.015920452,2.842164699,4
"d105",6.941490781,6.279048421,,3.067347184,1.917900756,2.370924984,0.560140603,5
"d409",9.621804586,3.006093687,,4.305916189,2.633481717,1.157660728,1.213118896,4
"d214",10.31658997,10.59179066,6.672231782,2.772729953,3.101419056,2.527815345,2.532947983,6
"d209",7.447037788,6.24068957,,2.85581087,1.346145687,2.766927252,1.8767036,3
"d410",5.814497365,5.975004083,,1.921288591,1.323113241,1.431484481,0.778702216,4
"d423",8.563846226,10.1836045,8.714667346,3.06610749,3.616933524,3.24367409,3.105129621,4
"d115",10.60371875,7.974851018,6.890348352,4.902306251,1.859484924,1.562022026,2.319087087,4
"d308",7.175135313,6.266040575,18.80122068,18.09061957,22.03517076,37.74429889,,6
"d309",9.315980371,9.34110528,9.152544476,4.900183302,2.983267976,5.516234259,6.322434419,5
"d106",8.96363141,9.791544532,10.50474668,6.750096741,5.646010333,2.681559999,2.690554515,4
"d107",10.23111293,9.890240088,10.19203418,4.005320701,5.372162756,3.198591637,3.417536172,5
"d108",8.186333089,,,1.982032984,0.092346172,0.732629794,2.196983376,4
"d311",7.454383533,6.836562601,7.206964427,3.865964889,2.88920139,2.766153621,5.274409561,5
"d116",13.06465239,11.74493635,7.322550636,4.142892062,1.741315158,,,5
"d109",9.723546916,8.986268993,,4.047276581,4.369618618,,,5
"d230",8.973925504,14.54877061,13.94606017,6.100666457,6.40820266,6.538489433,,6
"d224",7.85159071,6.542705627,6.448143363,2.241428919,1.969376144,3.07872,3.150626561,4
"d327",11.69598191,11.18137435,11.29289464,4.770703096,3.579672182,7.499834621,,5
"d310",7.754304529,6.432767567,7.160111459,4.576313005,3.853477063,0.729007752,1.245217235,3
"d231",8.359972692,7.743055884,7.257892615,5.727946718,5.87266777,5.157185284,4.459499051,6
"d424",17.96507101,15.03703864,15.63922441,6.462080132,6.26960523,,,9
"d411",8.007499353,,,3.028279487,1.744886823,6.212634461,1.206981056,3
"d328",13.73107518,,2.84431179,2.387232164,3.020479842,,,5
"d329",10.08247749,7.844016651,8.537602321,4.314715516,4.504396354,3.538562775,,5
"d321",5.048907098,5.752596891,6.013470803,3.569426195,2.553426251,3.652890358,2.413429742,3
"d312",10.34601107,7.320266085,8.591423981,4.76551139,2.49783322,,,3
"d210",8.4449453,9.481224555,8.306298984,4.119390549,4.219413858,2.258910786,1.936037429,4
"d110",8.280417946,6.765308645,5.942265728,2.430733196,1.684914361,2.608662714,2.054562672,3
"d425",11.63896392,15.31916809,12.47100626,4.258646727,4.51374303,4.778144596,4.525154243,7
"d412",5.868480461,5.866574136,,2.306151648,2.278828874,1.788299065,2.062254736,3
"d111",7.2829719,7.190454412,7.591995424,4.176142328,4.206445922,3.126763102,,5
"d232",10.47240944,7.818548066,7.950355488,2.949371406,2.879517244,2.367801803,6.860244281,5
"d426",7.094408512,7.437396403,,3.419485809,3.142625799,2.466832745,2.559079421,4
"d215",11.12300971,14.68852967,12.10258094,5.782039333,4.941844669,4.899672161,5.482233121,4
"d211",4.591842832,4.019795064,4.377878799,4.46326342,35.40480747,2.538050379,2.794595073,4
"d212",7.946626479,8.234720953,6.714182448,2.74885675,1.607887171,6.053288952,6.746815642,3
"d113",8.125508081,6.092128273,5.164542653,2.488838645,1.638352031,1.731237697,0.504692751,2
"d313",9.007740571,10.10780226,10.34426408,4.113364162,2.048591596,3.896718767,3.708512987,4
"d330",,10.40995131,10.04581844,3.917196468,3.679510062,5.317620657,7.413031755,5
