"id-from","entity-from-name","id-to","entity-to-name","year","value"
"islamic-dev-bank","Islamic Dev Bank","SL","Sierra Leone",2010,1410000
"KW","Kuwait","SL","Sierra Leone",2010,920000
"ofid","OFID","SL","Sierra Leone",2010,1140000
"afdf","AfDF","SL","Sierra Leone",2011,70000
"badea","BADEA","SL","Sierra Leone",2011,280000
"ida","IDA","SL","Sierra Leone",2011,40000
"ifad","IFAD","SL","Sierra Leone",2011,940000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","SL","Sierra Leone",2011,5050000
"islamic-dev-bank","Islamic Dev Bank","SL","Sierra Leone",2011,2230000
"KW","Kuwait","SL","Sierra Leone",2011,9e+05
"ofid","OFID","SL","Sierra Leone",2011,1400000
"afdf","AfDF","SL","Sierra Leone",2012,180000
"badea","BADEA","SL","Sierra Leone",2012,240000
"ida","IDA","SL","Sierra Leone",2012,340000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","SL","Sierra Leone",2012,7080000
"islamic-dev-bank","Islamic Dev Bank","SL","Sierra Leone",2012,2950000
"KW","Kuwait","SL","Sierra Leone",2012,910000
"ofid","OFID","SL","Sierra Leone",2012,3010000
"afdf","AfDF","SL","Sierra Leone",2013,490000
"badea","BADEA","SL","Sierra Leone",2013,290000
"ida","IDA","SL","Sierra Leone",2013,730000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","SL","Sierra Leone",2013,7020000
"KW","Kuwait","SL","Sierra Leone",2013,1160000
"ofid","OFID","SL","Sierra Leone",2013,3350000
"DE","Germany","SI","Slovenia",2000,5920000
"EU","European Union","SI","Slovenia",2000,6320000
"IT","Italy","SI","Slovenia",2000,2680000
"DE","Germany","SI","Slovenia",2001,12630000
"EU","European Union","SI","Slovenia",2001,9680000
"IT","Italy","SI","Slovenia",2001,1960000
"DE","Germany","SI","Slovenia",2002,6140000
"EU","European Union","SI","Slovenia",2002,12240000
"IT","Italy","SI","Slovenia",2002,1850000
"asdb-special-funds","AsDB Special Funds","SB","Solomon Islands",2000,880000
"EU","European Union","SB","Solomon Islands",2000,4e+05
"FR","France","SB","Solomon Islands",2000,330000
"ida","IDA","SB","Solomon Islands",2000,230000
"ifad","IFAD","SB","Solomon Islands",2000,120000
"JP","Japan","SB","Solomon Islands",2000,3470000
"KW","Kuwait","SB","Solomon Islands",2000,270000
"asdb-special-funds","AsDB Special Funds","SB","Solomon Islands",2001,660000
"DE","Germany","SB","Solomon Islands",2001,360000
"EU","European Union","SB","Solomon Islands",2001,380000
"FR","France","SB","Solomon Islands",2001,640000
"ida","IDA","SB","Solomon Islands",2001,190000
"JP","Japan","SB","Solomon Islands",2001,3720000
"EU","European Union","SB","Solomon Islands",2002,380000
"FR","France","SB","Solomon Islands",2002,20000
"ida","IDA","SB","Solomon Islands",2002,470000
"JP","Japan","SB","Solomon Islands",2002,4100000
"asdb-special-funds","AsDB Special Funds","SB","Solomon Islands",2003,2690000
"EU","European Union","SB","Solomon Islands",2003,90000
"FR","France","SB","Solomon Islands",2003,3e+05
"ida","IDA","SB","Solomon Islands",2003,680000
"JP","Japan","SB","Solomon Islands",2003,26830000
"asdb-special-funds","AsDB Special Funds","SB","Solomon Islands",2004,1340000
"EU","European Union","SB","Solomon Islands",2004,90000
"FR","France","SB","Solomon Islands",2004,270000
"ida","IDA","SB","Solomon Islands",2004,1050000
"asdb-special-funds","AsDB Special Funds","SB","Solomon Islands",2005,1360000
"EU","European Union","SB","Solomon Islands",2005,90000
"FR","France","SB","Solomon Islands",2005,720000
"ida","IDA","SB","Solomon Islands",2005,970000
"asdb-special-funds","AsDB Special Funds","SB","Solomon Islands",2006,1450000
"EU","European Union","SB","Solomon Islands",2006,90000
"ida","IDA","SB","Solomon Islands",2006,1020000
"asdb-special-funds","AsDB Special Funds","SB","Solomon Islands",2007,1630000
"EU","European Union","SB","Solomon Islands",2007,90000
"ida","IDA","SB","Solomon Islands",2007,1050000
"ifad","IFAD","SB","Solomon Islands",2007,50000
"KW","Kuwait","SB","Solomon Islands",2007,3400000
"asdb-special-funds","AsDB Special Funds","SB","Solomon Islands",2008,1770000
"ida","IDA","SB","Solomon Islands",2008,1040000
"ifad","IFAD","SB","Solomon Islands",2008,170000
"KW","Kuwait","SB","Solomon Islands",2008,710000
"ofid","OFID","SB","Solomon Islands",2008,1180000
"asdb-special-funds","AsDB Special Funds","SB","Solomon Islands",2009,2970000
"ida","IDA","SB","Solomon Islands",2009,1120000
"ifad","IFAD","SB","Solomon Islands",2009,1e+05
"KW","Kuwait","SB","Solomon Islands",2009,460000
"ofid","OFID","SB","Solomon Islands",2009,250000
"asdb-special-funds","AsDB Special Funds","SB","Solomon Islands",2010,2850000
"ida","IDA","SB","Solomon Islands",2010,1230000
"ifad","IFAD","SB","Solomon Islands",2010,1e+05
"KW","Kuwait","SB","Solomon Islands",2010,460000
"ofid","OFID","SB","Solomon Islands",2010,170000
"asdb-special-funds","AsDB Special Funds","SB","Solomon Islands",2011,2930000
"ida","IDA","SB","Solomon Islands",2011,1230000
"ifad","IFAD","SB","Solomon Islands",2011,1e+05
"KW","Kuwait","SB","Solomon Islands",2011,450000
"ofid","OFID","SB","Solomon Islands",2011,80000
"asdb-special-funds","AsDB Special Funds","SB","Solomon Islands",2012,3090000
"ida","IDA","SB","Solomon Islands",2012,1220000
"ifad","IFAD","SB","Solomon Islands",2012,1e+05
"KW","Kuwait","SB","Solomon Islands",2012,450000
"ofid","OFID","SB","Solomon Islands",2012,80000
"asdb-special-funds","AsDB Special Funds","SB","Solomon Islands",2013,2830000
"ida","IDA","SB","Solomon Islands",2013,1400000
"ifad","IFAD","SB","Solomon Islands",2013,1e+05
"KW","Kuwait","SB","Solomon Islands",2013,440000
"EU","European Union","SO","Somalia",2000,1e+05
"DE","Germany","SO","Somalia",2002,150000
"DE","Germany","SO","Somalia",2004,1430000
"FR","France","ZA","South Africa",2000,5510000
"GB","United Kingdom","ZA","South Africa",2000,6550000
"islamic-dev-bank","Islamic Dev Bank","ZA","South Africa",2000,120000
"SE","Sweden","ZA","South Africa",2000,20000
"afdf","AfDF","ZA","South Africa",2001,460000
"DE","Germany","ZA","South Africa",2001,1e+05
"DK","Denmark","ZA","South Africa",2001,90000
"FR","France","ZA","South Africa",2001,15050000
"GB","United Kingdom","ZA","South Africa",2001,36120000
"islamic-dev-bank","Islamic Dev Bank","ZA","South Africa",2001,130000
"DE","Germany","ZA","South Africa",2002,350000
"DK","Denmark","ZA","South Africa",2002,50000
"FR","France","ZA","South Africa",2002,14740000
"GB","United Kingdom","ZA","South Africa",2002,8e+05
"islamic-dev-bank","Islamic Dev Bank","ZA","South Africa",2002,90000
"JP","Japan","ZA","South Africa",2002,27580000
"SE","Sweden","ZA","South Africa",2002,20000
"DE","Germany","ZA","South Africa",2003,420000
"DK","Denmark","ZA","South Africa",2003,340000
"FR","France","ZA","South Africa",2003,16300000
"GB","United Kingdom","ZA","South Africa",2003,4880000
"islamic-dev-bank","Islamic Dev Bank","ZA","South Africa",2003,80000
"JP","Japan","ZA","South Africa",2003,1870000
"DE","Germany","ZA","South Africa",2004,3090000
"DK","Denmark","ZA","South Africa",2004,190000
"FR","France","ZA","South Africa",2004,23290000
"GB","United Kingdom","ZA","South Africa",2004,9930000
"JP","Japan","ZA","South Africa",2004,1070000
"DE","Germany","ZA","South Africa",2005,210000
"DK","Denmark","ZA","South Africa",2005,2220000
"FR","France","ZA","South Africa",2005,22860000
"GB","United Kingdom","ZA","South Africa",2005,42260000
"JP","Japan","ZA","South Africa",2005,1070000
"afdf","AfDF","ZA","South Africa",2006,2850000
"FR","France","ZA","South Africa",2006,19560000
"GB","United Kingdom","ZA","South Africa",2006,87440000
"JP","Japan","ZA","South Africa",2006,1090000
"DE","Germany","ZA","South Africa",2007,2200000
"FR","France","ZA","South Africa",2007,16420000
"GB","United Kingdom","ZA","South Africa",2007,180340000
"JP","Japan","ZA","South Africa",2007,1100000
"DE","Germany","ZA","South Africa",2008,11860000
"FR","France","ZA","South Africa",2008,22640000
"GB","United Kingdom","ZA","South Africa",2008,3710000
"JP","Japan","ZA","South Africa",2008,1120000
"DE","Germany","ZA","South Africa",2009,10640000
"FR","France","ZA","South Africa",2009,27870000
"GB","United Kingdom","ZA","South Africa",2009,1980000
"JP","Japan","ZA","South Africa",2009,1120000
"DE","Germany","ZA","South Africa",2010,35150000
"FR","France","ZA","South Africa",2010,35880000
"GB","United Kingdom","ZA","South Africa",2010,35550000
"JP","Japan","ZA","South Africa",2010,1140000
"DE","Germany","ZA","South Africa",2011,20650000
"DK","Denmark","ZA","South Africa",2011,20000
"FR","France","ZA","South Africa",2011,40960000
"JP","Japan","ZA","South Africa",2011,1170000
"DE","Germany","ZA","South Africa",2012,20840000
"FR","France","ZA","South Africa",2012,52080000
"GB","United Kingdom","ZA","South Africa",2012,77370000
"JP","Japan","ZA","South Africa",2012,1180000
"NO","Norway","ZA","South Africa",2012,42010000
"DE","Germany","ZA","South Africa",2013,25500000
"EU","European Union","ZA","South Africa",2013,5100000
"FR","France","ZA","South Africa",2013,72750000
"GB","United Kingdom","ZA","South Africa",2013,41730000
"JP","Japan","ZA","South Africa",2013,1180000
"NO","Norway","ZA","South Africa",2013,3710000
"DE","Germany","south-america","South America, regional",2000,540000
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2000,5370000
"DE","Germany","south-america","South America, regional",2001,530000
"EU","European Union","south-america","South America, regional",2001,1710000
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2001,5210000
"DE","Germany","south-america","South America, regional",2002,530000
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2002,3920000
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2003,2970000
"DE","Germany","south-america","South America, regional",2004,520000
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2004,3310000
"DE","Germany","south-america","South America, regional",2005,260000
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2005,3200000
"DE","Germany","south-america","South America, regional",2006,13350000
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2006,5030000
"DE","Germany","south-america","South America, regional",2007,260000
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2007,3860000
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2008,4e+06
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2009,3320000
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2010,70000
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2011,70000
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2012,70000
"NO","Norway","south-america","South America, regional",2012,410000
"idb-specialfund","IDB Sp.Fund","south-america","South America, regional",2013,70000
"DE","Germany","south-asia","South Asia, regional",2006,11520000
"GB","United Kingdom","south-asia","South Asia, regional",2008,16420000
"GB","United Kingdom","south-asia","South Asia, regional",2009,1950000
"GB","United Kingdom","south-asia","South Asia, regional",2010,30000
"GB","United Kingdom","south-asia","South Asia, regional",2011,720000
"NO","Norway","south-asia","South Asia, regional",2013,1980000
"afdf","AfDF","south-of-sahara","South of Sahara, regional",2000,2650000
"DE","Germany","south-of-sahara","South of Sahara, regional",2000,160000
"ida","IDA","south-of-sahara","South of Sahara, regional",2000,1350000
"DE","Germany","south-of-sahara","South of Sahara, regional",2001,160000
"EU","European Union","south-of-sahara","South of Sahara, regional",2001,9480000
"ida","IDA","south-of-sahara","South of Sahara, regional",2001,1360000
"DE","Germany","south-of-sahara","South of Sahara, regional",2002,170000
"EU","European Union","south-of-sahara","South of Sahara, regional",2002,8990000
"ida","IDA","south-of-sahara","South of Sahara, regional",2002,1350000
"afdf","AfDF","south-of-sahara","South of Sahara, regional",2003,3180000
"DE","Germany","south-of-sahara","South of Sahara, regional",2003,70000
"EU","European Union","south-of-sahara","South of Sahara, regional",2003,9120000
"ida","IDA","south-of-sahara","South of Sahara, regional",2003,1680000
"afdf","AfDF","south-of-sahara","South of Sahara, regional",2004,3370000
"EU","European Union","south-of-sahara","South of Sahara, regional",2004,6930000
"ida","IDA","south-of-sahara","South of Sahara, regional",2004,1590000
"afdf","AfDF","south-of-sahara","South of Sahara, regional",2005,3050000
"DE","Germany","south-of-sahara","South of Sahara, regional",2005,160000
"EU","European Union","south-of-sahara","South of Sahara, regional",2005,8430000
"ida","IDA","south-of-sahara","South of Sahara, regional",2005,1520000
"afdf","AfDF","south-of-sahara","South of Sahara, regional",2006,3120000
"DE","Germany","south-of-sahara","South of Sahara, regional",2006,7850000
"EU","European Union","south-of-sahara","South of Sahara, regional",2006,12480000
"FR","France","south-of-sahara","South of Sahara, regional",2006,9770000
"ida","IDA","south-of-sahara","South of Sahara, regional",2006,1520000
"afdf","AfDF","south-of-sahara","South of Sahara, regional",2007,2980000
"DE","Germany","south-of-sahara","South of Sahara, regional",2007,210000
"EU","European Union","south-of-sahara","South of Sahara, regional",2007,2430000
"FR","France","south-of-sahara","South of Sahara, regional",2007,9190000
"ida","IDA","south-of-sahara","South of Sahara, regional",2007,1450000
"afdf","AfDF","south-of-sahara","South of Sahara, regional",2008,720000
"DE","Germany","south-of-sahara","South of Sahara, regional",2008,660000
"FR","France","south-of-sahara","South of Sahara, regional",2008,10970000
"ida","IDA","south-of-sahara","South of Sahara, regional",2008,1380000
"DE","Germany","south-of-sahara","South of Sahara, regional",2009,890000
"FR","France","south-of-sahara","South of Sahara, regional",2009,10890000
"ida","IDA","south-of-sahara","South of Sahara, regional",2009,1450000
"DE","Germany","south-of-sahara","South of Sahara, regional",2010,630000
"GB","United Kingdom","south-of-sahara","South of Sahara, regional",2010,510000
"ida","IDA","south-of-sahara","South of Sahara, regional",2010,2160000
"DE","Germany","south-of-sahara","South of Sahara, regional",2011,710000
"EU","European Union","south-of-sahara","South of Sahara, regional",2011,17380000
"GB","United Kingdom","south-of-sahara","South of Sahara, regional",2011,12490000
"ida","IDA","south-of-sahara","South of Sahara, regional",2011,2350000
"DE","Germany","south-of-sahara","South of Sahara, regional",2012,1020000
"ES","Spain","south-of-sahara","South of Sahara, regional",2012,550000
"EU","European Union","south-of-sahara","South of Sahara, regional",2012,5750000
"GB","United Kingdom","south-of-sahara","South of Sahara, regional",2012,1540000
"ida","IDA","south-of-sahara","South of Sahara, regional",2012,2330000
"NO","Norway","south-of-sahara","South of Sahara, regional",2012,5920000
"SE","Sweden","south-of-sahara","South of Sahara, regional",2012,1e+05
"DE","Germany","south-of-sahara","South of Sahara, regional",2013,410000
"GB","United Kingdom","south-of-sahara","South of Sahara, regional",2013,10000
"ida","IDA","south-of-sahara","South of Sahara, regional",2013,2670000
"NO","Norway","south-of-sahara","South of Sahara, regional",2013,6530000
"SE","Sweden","south-of-sahara","South of Sahara, regional",2013,140000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2000,30380000
"CA","Canada","LK","Sri Lanka",2000,5610000
"DE","Germany","LK","Sri Lanka",2000,21520000
"DK","Denmark","LK","Sri Lanka",2000,1090000
"FR","France","LK","Sri Lanka",2000,5980000
"ida","IDA","LK","Sri Lanka",2000,27830000
"ifad","IFAD","LK","Sri Lanka",2000,2020000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LK","Sri Lanka",2000,129850000
"JP","Japan","LK","Sri Lanka",2000,101770000
"KR","South Korea","LK","Sri Lanka",2000,770000
"KW","Kuwait","LK","Sri Lanka",2000,3720000
"NL","Netherlands","LK","Sri Lanka",2000,6900000
"ofid","OFID","LK","Sri Lanka",2000,2200000
"US","USA","LK","Sri Lanka",2000,28760000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2001,35420000
"CA","Canada","LK","Sri Lanka",2001,5620000
"DE","Germany","LK","Sri Lanka",2001,1.9e+07
"DK","Denmark","LK","Sri Lanka",2001,1910000
"FR","France","LK","Sri Lanka",2001,3290000
"GB","United Kingdom","LK","Sri Lanka",2001,1e+05
"ida","IDA","LK","Sri Lanka",2001,42840000
"ifad","IFAD","LK","Sri Lanka",2001,2270000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LK","Sri Lanka",2001,112560000
"JP","Japan","LK","Sri Lanka",2001,116140000
"KR","South Korea","LK","Sri Lanka",2001,1950000
"KW","Kuwait","LK","Sri Lanka",2001,3880000
"NL","Netherlands","LK","Sri Lanka",2001,6570000
"ofid","OFID","LK","Sri Lanka",2001,1770000
"US","USA","LK","Sri Lanka",2001,29390000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2002,38110000
"CA","Canada","LK","Sri Lanka",2002,5550000
"DE","Germany","LK","Sri Lanka",2002,18240000
"DK","Denmark","LK","Sri Lanka",2002,1110000
"FR","France","LK","Sri Lanka",2002,9090000
"GB","United Kingdom","LK","Sri Lanka",2002,1600000
"ida","IDA","LK","Sri Lanka",2002,48700000
"ifad","IFAD","LK","Sri Lanka",2002,2510000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LK","Sri Lanka",2002,77130000
"IT","Italy","LK","Sri Lanka",2002,740000
"JP","Japan","LK","Sri Lanka",2002,132360000
"KR","South Korea","LK","Sri Lanka",2002,3630000
"KW","Kuwait","LK","Sri Lanka",2002,3770000
"ofid","OFID","LK","Sri Lanka",2002,410000
"SE","Sweden","LK","Sri Lanka",2002,20000
"US","USA","LK","Sri Lanka",2002,31380000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2003,43290000
"CA","Canada","LK","Sri Lanka",2003,5360000
"DE","Germany","LK","Sri Lanka",2003,18160000
"DK","Denmark","LK","Sri Lanka",2003,2100000
"FR","France","LK","Sri Lanka",2003,6580000
"GB","United Kingdom","LK","Sri Lanka",2003,2860000
"ida","IDA","LK","Sri Lanka",2003,47630000
"ifad","IFAD","LK","Sri Lanka",2003,2380000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LK","Sri Lanka",2003,41740000
"IT","Italy","LK","Sri Lanka",2003,1460000
"JP","Japan","LK","Sri Lanka",2003,142150000
"KR","South Korea","LK","Sri Lanka",2003,3500000
"KW","Kuwait","LK","Sri Lanka",2003,3570000
"ofid","OFID","LK","Sri Lanka",2003,720000
"US","USA","LK","Sri Lanka",2003,31320000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2004,44810000
"CA","Canada","LK","Sri Lanka",2004,5200000
"DE","Germany","LK","Sri Lanka",2004,16700000
"DK","Denmark","LK","Sri Lanka",2004,1e+06
"FR","France","LK","Sri Lanka",2004,6550000
"GB","United Kingdom","LK","Sri Lanka",2004,-1270000
"ida","IDA","LK","Sri Lanka",2004,46670000
"ifad","IFAD","LK","Sri Lanka",2004,2060000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LK","Sri Lanka",2004,10090000
"IT","Italy","LK","Sri Lanka",2004,1430000
"JP","Japan","LK","Sri Lanka",2004,161580000
"KR","South Korea","LK","Sri Lanka",2004,3410000
"KW","Kuwait","LK","Sri Lanka",2004,3120000
"NL","Netherlands","LK","Sri Lanka",2004,6440000
"ofid","OFID","LK","Sri Lanka",2004,660000
"US","USA","LK","Sri Lanka",2004,30770000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2005,50940000
"CA","Canada","LK","Sri Lanka",2005,80000
"DE","Germany","LK","Sri Lanka",2005,12440000
"DK","Denmark","LK","Sri Lanka",2005,1580000
"GB","United Kingdom","LK","Sri Lanka",2005,-2300000
"ida","IDA","LK","Sri Lanka",2005,47220000
"ifad","IFAD","LK","Sri Lanka",2005,1930000
"JP","Japan","LK","Sri Lanka",2005,13350000
"KW","Kuwait","LK","Sri Lanka",2005,3060000
"ofid","OFID","LK","Sri Lanka",2005,1380000
"US","USA","LK","Sri Lanka",2005,5920000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2006,55330000
"CA","Canada","LK","Sri Lanka",2006,5600000
"DE","Germany","LK","Sri Lanka",2006,35800000
"DK","Denmark","LK","Sri Lanka",2006,1090000
"FR","France","LK","Sri Lanka",2006,7840000
"GB","United Kingdom","LK","Sri Lanka",2006,16980000
"ida","IDA","LK","Sri Lanka",2006,49930000
"ifad","IFAD","LK","Sri Lanka",2006,2210000
"JP","Japan","LK","Sri Lanka",2006,221210000
"KR","South Korea","LK","Sri Lanka",2006,4230000
"KW","Kuwait","LK","Sri Lanka",2006,4630000
"NL","Netherlands","LK","Sri Lanka",2006,6300000
"nordic-dev-fund","Nordic Dev.Fund","LK","Sri Lanka",2006,130000
"ofid","OFID","LK","Sri Lanka",2006,1340000
"US","USA","LK","Sri Lanka",2006,34110000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2007,55950000
"CA","Canada","LK","Sri Lanka",2007,5990000
"DE","Germany","LK","Sri Lanka",2007,37940000
"DK","Denmark","LK","Sri Lanka",2007,1200000
"FR","France","LK","Sri Lanka",2007,9080000
"GB","United Kingdom","LK","Sri Lanka",2007,250000
"ida","IDA","LK","Sri Lanka",2007,52470000
"ifad","IFAD","LK","Sri Lanka",2007,2440000
"JP","Japan","LK","Sri Lanka",2007,277100000
"KR","South Korea","LK","Sri Lanka",2007,6120000
"KW","Kuwait","LK","Sri Lanka",2007,4530000
"NL","Netherlands","LK","Sri Lanka",2007,6730000
"nordic-dev-fund","Nordic Dev.Fund","LK","Sri Lanka",2007,120000
"ofid","OFID","LK","Sri Lanka",2007,1880000
"US","USA","LK","Sri Lanka",2007,42340000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2008,73660000
"CA","Canada","LK","Sri Lanka",2008,5850000
"DE","Germany","LK","Sri Lanka",2008,38080000
"DK","Denmark","LK","Sri Lanka",2008,1020000
"FR","France","LK","Sri Lanka",2008,9180000
"ida","IDA","LK","Sri Lanka",2008,56100000
"ifad","IFAD","LK","Sri Lanka",2008,2390000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LK","Sri Lanka",2008,6170000
"JP","Japan","LK","Sri Lanka",2008,286860000
"KR","South Korea","LK","Sri Lanka",2008,5950000
"KW","Kuwait","LK","Sri Lanka",2008,4150000
"NL","Netherlands","LK","Sri Lanka",2008,5800000
"nordic-dev-fund","Nordic Dev.Fund","LK","Sri Lanka",2008,160000
"ofid","OFID","LK","Sri Lanka",2008,2070000
"US","USA","LK","Sri Lanka",2008,40470000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2009,87700000
"CA","Canada","LK","Sri Lanka",2009,5980000
"DE","Germany","LK","Sri Lanka",2009,38320000
"DK","Denmark","LK","Sri Lanka",2009,580000
"FR","France","LK","Sri Lanka",2009,9160000
"GB","United Kingdom","LK","Sri Lanka",2009,1630000
"ida","IDA","LK","Sri Lanka",2009,58930000
"ifad","IFAD","LK","Sri Lanka",2009,2850000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LK","Sri Lanka",2009,12420000
"JP","Japan","LK","Sri Lanka",2009,289030000
"KR","South Korea","LK","Sri Lanka",2009,6440000
"KW","Kuwait","LK","Sri Lanka",2009,4e+06
"NL","Netherlands","LK","Sri Lanka",2009,3990000
"nordic-dev-fund","Nordic Dev.Fund","LK","Sri Lanka",2009,480000
"ofid","OFID","LK","Sri Lanka",2009,2430000
"US","USA","LK","Sri Lanka",2009,40460000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2010,94670000
"CA","Canada","LK","Sri Lanka",2010,4550000
"DE","Germany","LK","Sri Lanka",2010,34770000
"DK","Denmark","LK","Sri Lanka",2010,3530000
"ES","Spain","LK","Sri Lanka",2010,1570000
"FR","France","LK","Sri Lanka",2010,6720000
"GB","United Kingdom","LK","Sri Lanka",2010,20160000
"ida","IDA","LK","Sri Lanka",2010,61360000
"ifad","IFAD","LK","Sri Lanka",2010,2790000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LK","Sri Lanka",2010,12160000
"JP","Japan","LK","Sri Lanka",2010,224740000
"KR","South Korea","LK","Sri Lanka",2010,4690000
"KW","Kuwait","LK","Sri Lanka",2010,3970000
"NL","Netherlands","LK","Sri Lanka",2010,1560000
"nordic-dev-fund","Nordic Dev.Fund","LK","Sri Lanka",2010,530000
"ofid","OFID","LK","Sri Lanka",2010,2410000
"US","USA","LK","Sri Lanka",2010,29920000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2011,108510000
"CA","Canada","LK","Sri Lanka",2011,4400000
"DE","Germany","LK","Sri Lanka",2011,24360000
"DK","Denmark","LK","Sri Lanka",2011,1660000
"ES","Spain","LK","Sri Lanka",2011,1570000
"FR","France","LK","Sri Lanka",2011,6280000
"GB","United Kingdom","LK","Sri Lanka",2011,940000
"ida","IDA","LK","Sri Lanka",2011,67390000
"ifad","IFAD","LK","Sri Lanka",2011,2710000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LK","Sri Lanka",2011,11830000
"JP","Japan","LK","Sri Lanka",2011,239860000
"KR","South Korea","LK","Sri Lanka",2011,4330000
"KW","Kuwait","LK","Sri Lanka",2011,3880000
"NL","Netherlands","LK","Sri Lanka",2011,770000
"nordic-dev-fund","Nordic Dev.Fund","LK","Sri Lanka",2011,6e+05
"ofid","OFID","LK","Sri Lanka",2011,2260000
"US","USA","LK","Sri Lanka",2011,29530000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2012,109580000
"CA","Canada","LK","Sri Lanka",2012,4330000
"DE","Germany","LK","Sri Lanka",2012,21700000
"DK","Denmark","LK","Sri Lanka",2012,690000
"FR","France","LK","Sri Lanka",2012,5670000
"ida","IDA","LK","Sri Lanka",2012,70720000
"ifad","IFAD","LK","Sri Lanka",2012,2670000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LK","Sri Lanka",2012,11760000
"JP","Japan","LK","Sri Lanka",2012,251620000
"KR","South Korea","LK","Sri Lanka",2012,5760000
"KW","Kuwait","LK","Sri Lanka",2012,4450000
"nordic-dev-fund","Nordic Dev.Fund","LK","Sri Lanka",2012,590000
"ofid","OFID","LK","Sri Lanka",2012,2320000
"SE","Sweden","LK","Sri Lanka",2012,430000
"US","USA","LK","Sri Lanka",2012,29230000
"asdb-special-funds","AsDB Special Funds","LK","Sri Lanka",2013,114500000
"CA","Canada","LK","Sri Lanka",2013,4280000
"DE","Germany","LK","Sri Lanka",2013,21690000
"DK","Denmark","LK","Sri Lanka",2013,680000
"ES","Spain","LK","Sri Lanka",2013,1560000
"FR","France","LK","Sri Lanka",2013,5550000
"GB","United Kingdom","LK","Sri Lanka",2013,1520000
"ida","IDA","LK","Sri Lanka",2013,74440000
"ifad","IFAD","LK","Sri Lanka",2013,2200000
"imf-concessional-trust-fund","IMF (Concessional Trust Funds)","LK","Sri Lanka",2013,5830000
"JP","Japan","LK","Sri Lanka",2013,261950000
"KR","South Korea","LK","Sri Lanka",2013,5890000
"KW","Kuwait","LK","Sri Lanka",2013,5260000
"nordic-dev-fund","Nordic Dev.Fund","LK","Sri Lanka",2013,580000
"ofid","OFID","LK","Sri Lanka",2013,2160000
"SE","Sweden","LK","Sri Lanka",2013,410000
"US","USA","LK","Sri Lanka",2013,28590000
"SE","Sweden","ex-yugoslavia","States Ex-Yugoslavia unspecified",2002,20000
"JP","Japan","ex-yugoslavia","States Ex-Yugoslavia unspecified",2003,350000
"CH","Switzerland","ex-yugoslavia","States Ex-Yugoslavia unspecified",2006,6040000
"CH","Switzerland","ex-yugoslavia","States Ex-Yugoslavia unspecified",2007,5890000
"DK","Denmark","ex-yugoslavia","States Ex-Yugoslavia unspecified",2007,10000
"US","USA","ex-yugoslavia","States Ex-Yugoslavia unspecified",2007,20000
"CH","Switzerland","ex-yugoslavia","States Ex-Yugoslavia unspecified",2008,6090000
"US","USA","ex-yugoslavia","States Ex-Yugoslavia unspecified",2008,50000
"IT","Italy","ex-yugoslavia","States Ex-Yugoslavia unspecified",2012,450000
"EU","European Union","SD","Sudan",2000,2630000
