country-id,year,gdp-usd-current
BLZ,2011,1493.1
BLZ,2012,
BOL,2005,9549.196
BOL,2006,11451.845
BOL,2007,13120.108
BOL,2008,16674.277
BOL,2009,17339.992
BOL,2010,19649.725
BOL,2011,23948.671
BOL,2012,27035.11
BRA,2005,882186
BRA,2006,1088920
BRA,2007,1366850
BRA,2008,1653540
BRA,2009,1620170
BRA,2010,2143040
BRA,2011,2476650
BRA,2012,2252660
BTN,2005,818.869
BTN,2006,897.672
BTN,2007,1196.091
BTN,2008,1257.481
BTN,2009,1264.686
BTN,2010,1585.319
BTN,2011,1833.738
BTN,2012,1779.561
BWA,2005,9931.223
BWA,2006,10126.99
BWA,2007,10939.028
BWA,2008,11113.042
BWA,2009,10106.837
BWA,2010,13746.713
BWA,2011,15292.425
BWA,2012,14504.339
CAF,2005,1350.301
CAF,2006,1473.722
CAF,2007,1698.126
CAF,2008,1985.37
CAF,2009,1981.728
CAF,2010,1986.015
CAF,2011,2212.697
CAF,2012,2184.181
CHL,2005,124404
CHL,2006,154671
CHL,2007,173081
CHL,2008,179627
CHL,2009,171957
CHL,2010,217556
CHL,2011,251191
CHL,2012,269869
CHN,2005,2256900
CHN,2006,2712950
CHN,2007,3494060
CHN,2008,4521830
CHN,2009,4991260
CHN,2010,5930530
CHN,2011,7321940
CHN,2012,8227100
CIV,2005,16363.437
CIV,2006,17367.303
CIV,2007,19795.705
CIV,2008,23414.253
CIV,2009,23041.634
CIV,2010,22920.78
CIV,2011,24073.813
CIV,2012,24680.373
CMR,2005,16587.921
CMR,2006,17953.103
CMR,2007,20431.779
CMR,2008,23735.537
CMR,2009,22165.009
CMR,2010,22493.302
CMR,2011,25486.923
CMR,2012,25321.59
COG,2005,6087.003
COG,2006,7731.261
COG,2007,8394.689
COG,2008,11859.015
COG,2009,9593.537
COG,2010,12007.88
COG,2011,14425.607
COG,2012,13677.929
COL,2005,146520
COL,2006,162774
COL,2007,207520
COL,2008,244057
COL,2009,234360
COL,2010,287001
COL,2011,336560
COL,2012,369606
COM,2005,387.036
COM,2006,403.179
COM,2007,464.949
COM,2008,530.132
COM,2009,535.2
COM,2010,543.376
COM,2011,610.373
COM,2012,595.9
CRI,2005,19964.894
CRI,2006,22526.464
CRI,2007,26322
CRI,2008,29831.165
CRI,2009,29382.59
CRI,2010,36298.328
CRI,2011,41032.245
CRI,2012,45103.964
CUB,2005,42644.2
CUB,2006,52742.1
CUB,2007,58603.5
CUB,2008,60806.2
CUB,2009,62078.61
CUB,2010,64328.22
CUB,2011,68233.9
CUB,2012,
DJI,2005,708.633
DJI,2006,768.874
DJI,2007,847.919
DJI,2008,
DJI,2009,
DJI,2010,
DJI,2011,
DJI,2012,
DMA,2005,361.616
DMA,2006,382.299
DMA,2007,418.76
DMA,2008,462.167
DMA,2009,481.258
DMA,2010,471.851
DMA,2011,484.137
DMA,2012,479.689
DOM,2005,33969.725
DOM,2006,35965.042
DOM,2007,41320.701
DOM,2008,45796.188
DOM,2009,46768.4
DOM,2010,51748.279
DOM,2011,55737.255
DOM,2012,59047.202
DZA,2005,103199
DZA,2006,117027
DZA,2007,134978
DZA,2008,171000
DZA,2009,137212
DZA,2010,161207
DZA,2011,199071
DZA,2012,205789
ECU,2005,41507.085
ECU,2006,46802.044
ECU,2007,51007.777
ECU,2008,61762.635
ECU,2009,62519.686
ECU,2010,67513.698
ECU,2011,76769.729
ECU,2012,84039.856
EGY,2005,89685.725
EGY,2006,107484
EGY,2007,130478
EGY,2008,162818
EGY,2009,188984
EGY,2010,218888
EGY,2011,236001
EGY,2012,262832
ERI,2005,1098.426
ERI,2006,1211.162
ERI,2007,1317.974
ERI,2008,1380.189
ERI,2009,1856.696
ERI,2010,2117.04
ERI,2011,2607.74
ERI,2012,3091.837
ETH,2005,12173.919
ETH,2006,15000.803
ETH,2007,18975.614
ETH,2008,25586.656
ETH,2009,28170.082
ETH,2010,26288.737
ETH,2011,29921.242
ETH,2012,41717.843
FJI,2005,3006.725
FJI,2006,3103.1
FJI,2007,3405.051
FJI,2008,3629.937
FJI,2009,2925.5
FJI,2010,3225.095
FJI,2011,3753.485
FJI,2012,3907.563
FSM,2005,249.846
FSM,2006,252.991
FSM,2007,255.891
FSM,2008,261.34
FSM,2009,277.511
FSM,2010,294.117
FSM,2011,310.288
FSM,2012,326.161
GAB,2005,8665.737
GAB,2006,9545.983
GAB,2007,11570.861
GAB,2008,15685.39
GAB,2009,12031.268
GAB,2010,14507.033
GAB,2011,18759.559
GAB,2012,18377.084
GEO,2005,6411.147
GEO,2006,7761.9
GEO,2007,10172.261
GEO,2008,12799.337
GEO,2009,10766.836
GEO,2010,11638.237
GEO,2011,14434.62
GEO,2012,15747.289
GHA,2005,10731.883
GHA,2006,20410.239
GHA,2007,24757.608
GHA,2008,28528.017
GHA,2009,25978.563
GHA,2010,32174.211
GHA,2011,39564.97
GHA,2012,40710.782
GIN,2005,2937.072
GIN,2006,2821.347
GIN,2007,4134.173
GIN,2008,4515.825
GIN,2009,4609.924
GIN,2010,4735.956
GIN,2011,5067.36
GIN,2012,5631.621
GMB,2005,624.174
GMB,2006,655.068
GMB,2007,798.87
GMB,2008,965.771
GMB,2009,900.629
GMB,2010,951.806
GMB,2011,898.283
GMB,2012,907.431
GNB,2005,572.854
GNB,2006,578.517
GNB,2007,690.722
GNB,2008,842.891
GNB,2009,832.53
GNB,2010,835.391
GNB,2011,967.763
GNB,2012,822.321
GNQ,2005,8217.368
GNQ,2006,9603.183
GNQ,2007,12574.941
GNQ,2008,15470.89
GNQ,2009,10356.294
GNQ,2010,12261.421
GNQ,2011,16806.886
GNQ,2012,17697.394
GRD,2005,700.432
GRD,2006,704.763
GRD,2007,763.824
GRD,2008,832.34
GRD,2009,775.507
GRD,2010,783.602
GRD,2011,816.054
GRD,2012,766.511
GTM,2005,27211.23
GTM,2006,30231.131
GTM,2007,34113.106
GTM,2008,39136.286
GTM,2009,37733.791
GTM,2010,41338.162
GTM,2011,47688.885
GTM,2012,50233.749
GUY,2005,824.881
GUY,2006,1458.449
GUY,2007,1740.335
GUY,2008,1922.598
GUY,2009,2025.565
GUY,2010,2259.288
GUY,2011,2576.732
GUY,2012,2850.572
HND,2005,9672.096
HND,2006,10841.723
HND,2007,12275.494
HND,2008,13789.727
HND,2009,14486.137
HND,2010,15729.645
HND,2011,17588.097
HND,2012,18434.022
HTI,2005,4154.29
HTI,2006,4879.739
HTI,2007,5971.284
HTI,2008,6407.707
HTI,2009,6470.254
HTI,2010,6634.579
HTI,2011,7346.157
HTI,2012,7843.484
IDN,2005,285869
IDN,2006,364571
IDN,2007,432217
IDN,2008,510245
IDN,2009,539580
IDN,2010,709191
IDN,2011,846341
IDN,2012,878043
IND,2005,834215
IND,2006,949117
IND,2007,1238700
IND,2008,1224100
IND,2009,1365370
IND,2010,1708450
IND,2011,1880100
IND,2012,1858740
IRN,2005,192015
IRN,2006,222881
IRN,2007,286058
IRN,2008,355988
IRN,2009,362661
IRN,2010,422568
IRN,2011,528426
IRN,2012,552397
IRQ,2005,49954.89
IRQ,2006,65141.035
IRQ,2007,88837.728
IRQ,2008,131612
IRQ,2009,111660
IRQ,2010,142815
IRQ,2011,191177
IRQ,2012,215838
JAM,2005,11075.778
JAM,2006,11903.021
JAM,2007,12820.055
JAM,2008,13676.838
JAM,2009,12043.372
JAM,2010,13202.998
JAM,2011,14402.486
JAM,2012,14755.051
JOR,2005,12582.877
JOR,2006,15056.937
JOR,2007,17110.61
JOR,2008,21971.835
JOR,2009,23820.013
JOR,2010,26425.379
JOR,2011,28840.197
JOR,2012,31015.239
KAZ,2005,57123.672
KAZ,2006,81003.865
KAZ,2007,104850
KAZ,2008,133442
KAZ,2009,115309
KAZ,2010,148052
KAZ,2011,188050
KAZ,2012,203521
KEN,2005,18737.895
KEN,2006,22504.136
KEN,2007,27236.74
KEN,2008,30465.49
KEN,2009,30580.368
KEN,2010,32198.151
KEN,2011,33620.684
KEN,2012,40697.163
KGZ,2005,2459.876
KGZ,2006,2834.169
KGZ,2007,3802.566
KGZ,2008,5139.958
KGZ,2009,4690.029
KGZ,2010,4794.362
KGZ,2011,6198.838
KGZ,2012,6474.844
KHM,2005,6293.046
KHM,2006,7274.425
KHM,2007,8639.165
KHM,2008,10351.829
KHM,2009,10401.936
KHM,2010,11242.266
KHM,2011,12829.541
KHM,2012,14038.383
KIR,2005,106.147
KIR,2006,104.669
KIR,2007,123.005
KIR,2008,135.044
KIR,2009,127.125
KIR,2010,150.431
KIR,2011,172.254
KIR,2012,174.984
KNA,2005,536.411
KNA,2006,629.512
KNA,2007,689.462
KNA,2008,740.103
KNA,2009,688.868
KNA,2010,675.554
KNA,2011,699.131
KNA,2012,767
KSV,2005,3743.117
KSV,2006,3918.176
KSV,2007,4743.438
KSV,2008,5771.473
KSV,2009,5634.824
KSV,2010,5750.799
KSV,2011,6636.703
KSV,2012,6445.202
LAO,2005,2735.55
LAO,2006,3452.896
LAO,2007,4222.946
LAO,2008,5443.93
LAO,2009,5832.883
LAO,2010,7181.441
LAO,2011,8254.088
LAO,2012,9417.666
LBN,2005,21860.697
LBN,2006,22438.474
LBN,2007,25056.716
LBN,2008,30079.602
LBN,2009,34650.746
LBN,2010,37124.378
LBN,2011,40094.328
LBN,2012,42945.274
LBR,2005,542
LBR,2006,604.029
LBR,2007,739.027
LBR,2008,850.04
LBR,2009,1155.146
LBR,2010,1292.696
LBR,2011,1537.754
LBR,2012,1733.824
LBY,2005,44000
LBY,2006,56484.375
LBY,2007,71803.279
LBY,2008,93167.702
LBY,2009,62360.447
LBY,2010,
LBY,2011,
LBY,2012,
LCA,2005,908.558
LCA,2006,1018.069
LCA,2007,1132.408
LCA,2008,1174.877
LCA,2009,1173.93
LCA,2010,1208.854
LCA,2011,1259.078
LCA,2012,1238.641
LKA,2005,24405.791
LKA,2006,28267.411
LKA,2007,32351.184
LKA,2008,40715.24
LKA,2009,42067.975
LKA,2010,49567.522
LKA,2011,59184.309
LKA,2012,59423.009
LSO,2005,1368.405
LSO,2006,1428.843
LSO,2007,1597.485
LSO,2008,1630.668
LSO,2009,1716.836
LSO,2010,2203.835
LSO,2011,2524.534
LSO,2012,2447.573
MAR,2005,59523.858
MAR,2006,65637.108
MAR,2007,75226.318
MAR,2008,88882.968
MAR,2009,90908.403
MAR,2010,90770.671
MAR,2011,99211.339
MAR,2012,95981.573
MDA,2005,2988.172
MDA,2006,3408.454
MDA,2007,4402.496
MDA,2008,6054.806
MDA,2009,5439.422
MDA,2010,5811.622
MDA,2011,7015.201
MDA,2012,7252.77
MDG,2005,5038.578
MDG,2006,5515.236
MDG,2007,7342.906
MDG,2008,9394.33
MDG,2009,8589.56
MDG,2010,8837.042
MDG,2011,9911.781
MDG,2012,9975.125
MDV,2005,992.474
MDV,2006,1303.376
MDV,2007,1541.979
MDV,2008,1891.634
MDV,2009,1984.64
MDV,2010,2134.105
MDV,2011,2153.637
MDV,2012,2222.429
MEX,2005,870215
MEX,2006,966250
MEX,2007,1043460
MEX,2008,1099070
MEX,2009,895355
MEX,2010,1047370
MEX,2011,1159890
MEX,2012,1178130
MHL,2005,137.557
MHL,2006,143.352
MHL,2007,149.739
MHL,2008,152.566
MHL,2009,151.561
MHL,2010,163.2
MHL,2011,170.7
MHL,2012,182.4
MLI,2005,5305.318
MLI,2006,6122.644
MLI,2007,7145.394
MLI,2008,8737.687
MLI,2009,8964.481
MLI,2010,9422.267
MLI,2011,10675.916
MLI,2012,10387.718
MMR,2005,
MMR,2006,
MMR,2007,
MMR,2008,
MMR,2009,
MMR,2010,
MMR,2011,
MMR,2012,
MNE,2005,2257.182
MNE,2006,2696.021
MNE,2007,3668.857
MNE,2008,4519.732
MNE,2009,4157.853
MNE,2010,4114.781
MNE,2011,4501.812
MNE,2012,4373.171
MNG,2005,2523.36
MNG,2006,3414.053
MNG,2007,4234.894
MNG,2008,5623.237
MNG,2009,4583.834
MNG,2010,6200.357
MNG,2011,8761.426
MNG,2012,10271.393
MOZ,2005,6578.515
MOZ,2006,7095.911
MOZ,2007,8035.636
MOZ,2008,9891.003
MOZ,2009,9674.038
MOZ,2010,9274.449
MOZ,2011,12568.441
MOZ,2012,14243.717
MUS,2005,6283.796
MUS,2006,6731.536
MUS,2007,7792.064
MUS,2008,9641.077
MUS,2009,8834.661
MUS,2010,9718.331
MUS,2011,11250.56
MUS,2012,10486.038
MWI,2005,2754.996
MWI,2006,3116.79
MWI,2007,3647.817
MWI,2008,4276.77
MWI,2009,5030.64
MWI,2010,5398.617
MWI,2011,5621.001
MWI,2012,4263.795
MYS,2005,143533
MYS,2006,162692
MYS,2007,193553
MYS,2008,230988
MYS,2009,202251
MYS,2010,247534
MYS,2011,289259
MYS,2012,305033
NAM,2005,7261.301
NAM,2006,7978.676
NAM,2007,8811.609
NAM,2008,8829.927
NAM,2009,8859.203
NAM,2010,11065.912
NAM,2011,12623.1
NAM,2012,13072.279
NER,2005,3405.135
NER,2006,3646.728
NER,2007,4291.364
NER,2008,5403.364
NER,2009,5397.122
NER,2010,5718.59
NER,2011,6411.842
NER,2012,6773.186
NGA,2005,112248
NGA,2006,145430
NGA,2007,166451
NGA,2008,208065
NGA,2009,169481
NGA,2010,366351
NGA,2011,413542
NGA,2012,459616
NIC,2005,6322.582
NIC,2006,6786.295
NIC,2007,7446.637
NIC,2008,8254.342
NIC,2009,8156.131
NIC,2010,8586.296
NIC,2011,9635.568
NIC,2012,10507.357
NPL,2005,8130.259
NPL,2006,9043.715
NPL,2007,10325.618
NPL,2008,12545.439
NPL,2009,12854.835
NPL,2010,16010.389
NPL,2011,19123.129
NPL,2012,18962.963
PAK,2005,109502
PAK,2006,137264
PAK,2007,152386
PAK,2008,170078
PAK,2009,168153
PAK,2010,177407
PAK,2011,213854
PAK,2012,225143
PAN,2005,15464.7
PAN,2006,17137
PAN,2007,19793.7
PAN,2008,23001.6
PAN,2009,24162.9
PAN,2010,26589.6
PAN,2011,31315.8
PAN,2012,36252.5
PER,2005,79385.073
PER,2006,92432.758
PER,2007,107492
PER,2008,129537
PER,2009,130064
PER,2010,157610
PER,2011,181011
PER,2012,203790
PHL,2005,103066
PHL,2006,122211
PHL,2007,149360
PHL,2008,173603
PHL,2009,168334
PHL,2010,199589
PHL,2011,224095
PHL,2012,250182
PLW,2005,206.329
PLW,2006,210.112
PLW,2007,211.831
PLW,2008,212.735
PLW,2009,197.525
PLW,2010,196.543
PLW,2011,212.903
PLW,2012,228.416
PNG,2005,4901.585
PNG,2006,5598.7
PNG,2007,6329.293
PNG,2008,8010.37
PNG,2009,7914.594
PNG,2010,9480.048
PNG,2011,12393.604
PNG,2012,15653.921
PRK,2005,
PRK,2006,
PRK,2007,
PRK,2008,
PRK,2009,
PRK,2010,
PRK,2011,
PRK,2012,
PRY,2005,8734.651
PRY,2006,10662.013
PRY,2007,13837.526
PRY,2008,18504.761
PRY,2009,15954.961
PRY,2010,20028.376
PRY,2011,26007.967
PRY,2012,25502.061
RWA,2005,2581.286
RWA,2006,3111.191
RWA,2007,3738.147
RWA,2008,4711.735
RWA,2009,5252.677
RWA,2010,5624.506
RWA,2011,6354.119
RWA,2012,7103.001
SDN,2005,26524.992
SDN,2006,35159.251
SDN,2007,45456.46
SDN,2008,54082.389
SDN,2009,52839.991
SDN,2010,64849.931
SDN,2011,63997.129
SDN,2012,58768.801
SEN,2005,8707.015
SEN,2006,9358.711
SEN,2007,11284.603
SEN,2008,13386.347
SEN,2009,12812.995
SEN,2010,12932.428
SEN,2011,14440.676
SEN,2012,14045.76
SLB,2005,413.91
SLB,2006,456.735
SLB,2007,586.218
SLB,2008,645.797
SLB,2009,601.299
SLB,2010,678.625
SLB,2011,866.672
SLB,2012,1008.424
SLE,2005,1627.853
SLE,2006,1887.429
SLE,2007,2157.945
SLE,2008,2504.382
SLE,2009,2454.531
SLE,2010,2575.466
SLE,2011,2938.747
SLE,2012,3796.03
SLV,2005,17093.8
SLV,2006,18550.7
SLV,2007,20104.9
SLV,2008,21431
SLV,2009,20661
SLV,2010,21418.3
SLV,2011,23139
SLV,2012,23864.4
SOM,2005,
SOM,2006,
SOM,2007,
SOM,2008,
SOM,2009,
SOM,2010,
SOM,2011,
SOM,2012,
SRB,2005,25234.409
SRB,2006,29221.082
SRB,2007,38952.094
SRB,2008,47760.58
SRB,2009,40249.48
SRB,2010,36990.001
SRB,2011,43291.846
SRB,2012,37488.935
SSD,2005,
SSD,2006,
SSD,2007,
SSD,2008,15264.619
SSD,2009,11853.474
SSD,2010,15178.974
SSD,2011,19145.888
SSD,2012,10220.257
STP,2005,113.809
STP,2006,124.185
STP,2007,144.259
STP,2008,183.465
STP,2009,196.474
STP,2010,201.038
STP,2011,248.287
STP,2012,263.398
SUR,2005,1793.558
SUR,2006,2626.093
SUR,2007,2936.612
SUR,2008,3532.969
SUR,2009,3875.41
SUR,2010,4368.007
SUR,2011,4363.219
SUR,2012,5012.121
SWZ,2005,2584.078
SWZ,2006,2947.922
SWZ,2007,3053.823
SWZ,2008,3019.771
SWZ,2009,3161.321
SWZ,2010,3691.051
SWZ,2011,3969.078
SWZ,2012,3744.472
SYC,2005,919.103
SYC,2006,1016.42
SYC,2007,1033.636
SYC,2008,967.212
SYC,2009,847.425
SYC,2010,969.974
SYC,2011,1074.585
SYC,2012,1128.754
SYR,2005,28858.966
SYR,2006,33332.845
SYR,2007,40405.006
SYR,2008,
SYR,2009,
SYR,2010,
SYR,2011,
SYR,2012,
TCD,2005,6646.663
TCD,2006,7422.103
TCD,2007,8638.712
TCD,2008,10351.934
TCD,2009,9253.484
TCD,2010,10657.705
TCD,2011,12156.38
TCD,2012,12887.072
TGO,2005,2115.154
TGO,2006,2202.809
TGO,2007,2523.463
TGO,2008,3159.545
TGO,2009,3163.001
TGO,2010,3172.945
TGO,2011,3685.781
TGO,2012,3813.835
THA,2005,176352
THA,2006,207089
THA,2007,246977
THA,2008,272578
THA,2009,263711
THA,2010,318908
THA,2011,345672
THA,2012,365966
TJK,2005,2312.32
TJK,2006,2830.236
TJK,2007,3719.497
TJK,2008,5161.336
TJK,2009,4979.482
TJK,2010,5642.222
TJK,2011,6522.591
TJK,2012,7632.614
TKM,2005,8104.356
TKM,2006,10277.598
TKM,2007,12664.165
TKM,2008,19271.445
TKM,2009,20214.456
TKM,2010,22148.07
TKM,2011,29233.333
TKM,2012,35164.211
TMP,2005,479.1
TMP,2006,462.6
TMP,2007,558.7
TMP,2008,693.8
TMP,2009,826.7
TMP,2010,934.3
TMP,2011,1128.3
TMP,2012,1293
TON,2005,264.813
TON,2006,295.998
TON,2007,301.064
TON,2008,346.85
TON,2009,318.522
TON,2010,369.212
TON,2011,423.038
TON,2012,471.575
TUN,2005,32282.961
TUN,2006,34377.235
TUN,2007,38848.712
TUN,2008,44736.953
TUN,2009,43607.569
TUN,2010,44377.742
TUN,2011,46434.616
TUN,2012,45662.043
TUR,2005,482980
TUR,2006,530900
TUR,2007,647155
TUR,2008,730337
TUR,2009,614554
TUR,2010,731144
TUR,2011,774775
TUR,2012,789257
TUV,2005,21.84
TUV,2006,22.903
TUV,2007,27.031
TUV,2008,30.291
TUV,2009,27.101
TUV,2010,31.825
TUV,2011,39.314
TUV,2012,39.876
TZA,2005,14141.917
TZA,2006,14331.231
TZA,2007,16825.547
TZA,2008,20715.086
TZA,2009,21368.165
TZA,2010,22915.004
TZA,2011,23874.165
TZA,2012,28242.425
UGA,2005,9013.834
UGA,2006,9942.598
UGA,2007,12292.814
UGA,2008,14239.027
UGA,2009,14824.492
UGA,2010,16030.996
UGA,2011,15493.32
UGA,2012,20032.238
UKR,2005,86142.018
UKR,2006,107753
UKR,2007,142719
UKR,2008,179992
UKR,2009,117228
UKR,2010,136419
UKR,2011,163422
UKR,2012,176309
URY,2005,17362.873
URY,2006,19579.479
URY,2007,23410.537
URY,2008,30366.148
URY,2009,30229.404
URY,2010,38846.223
URY,2011,46434.697
URY,2012,49919.727
UZB,2005,14307.51
UZB,2006,17030.896
UZB,2007,22311.394
UZB,2008,27934.031
UZB,2009,32816.828
UZB,2010,39332.771
UZB,2011,45324.317
UZB,2012,51112.746
VCT,2005,551.432
VCT,2006,611.04
VCT,2007,684.692
VCT,2008,699.004
VCT,2009,672.342
VCT,2010,674.762
VCT,2011,687.994
VCT,2012,712.589
VEN,2005,145513
VEN,2006,183478
VEN,2007,230364
VEN,2008,315600
VEN,2009,329419
VEN,2010,393808
VEN,2011,316482
VEN,2012,381286
VNM,2005,57633.256
VNM,2006,66371.665
VNM,2007,77414.426
VNM,2008,99130.304
VNM,2009,106015
VNM,2010,115932
VNM,2011,135539
VNM,2012,155820
VUT,2005,394.963
VUT,2006,437.073
VUT,2007,526.426
VUT,2008,607.984
VUT,2009,610.076
VUT,2010,700.804
VUT,2011,786.295
VUT,2012,787.073
WBG,2005,4015.866
WBG,2006,
WBG,2007,
WBG,2008,
WBG,2009,
WBG,2010,
WBG,2011,
WBG,2012,
WSM,2005,412.221
WSM,2006,453.083
WSM,2007,490.917
WSM,2008,573.946
WSM,2009,500.992
WSM,2010,572.16
WSM,2011,630.129
WSM,2012,683.72
YEM,2005,16753.787
YEM,2006,19081.726
YEM,2007,21656.514
YEM,2008,26911.5
YEM,2009,25130.066
YEM,2010,31042.73
YEM,2011,33757.503
YEM,2012,35737.148
ZAF,2005,247052
ZAF,2006,261007
ZAF,2007,286172
ZAF,2008,273142
ZAF,2009,283986
ZAF,2010,363241
ZAF,2011,401802
ZAF,2012,384313
ZAR,2005,7191.142
ZAR,2006,8823.785
ZAR,2007,10013.853
ZAR,2008,11675.33
ZAR,2009,11204.008
ZAR,2010,13138.776
ZAR,2011,15700.47
ZAR,2012,17203.981
ZMB,2005,7178.556
ZMB,2006,10702.201
ZMB,2007,11541.421
ZMB,2008,14640.792
ZMB,2009,12805.03
ZMB,2010,16190.197
ZMB,2011,19204.038
ZMB,2012,20590.283
ZWE,2005,5755.215
ZWE,2006,5443.897
ZWE,2007,5291.95
ZWE,2008,4415.703
ZWE,2009,6133.241
ZWE,2010,7433.314
ZWE,2011,8865.428
ZWE,2012,9802.36
