"id","currency.2000","budget-type.2000","l1.2000","l2.2000","l3.2000","l4.2000","l5.2000","l6.2000","value.2000","value-ncu.2000","currency.2001","budget-type.2001","l1.2001","l2.2001","l3.2001","l4.2001","l5.2001","l6.2001","value.2001","value-ncu.2001","currency.2002","budget-type.2002","l1.2002","l2.2002","l3.2002","l4.2002","l5.2002","l6.2002","value.2002","value-ncu.2002","currency.2003","budget-type.2003","l1.2003","l2.2003","l3.2003","l4.2003","l5.2003","l6.2003","value.2003","value-ncu.2003","currency.2004","budget-type.2004","l1.2004","l2.2004","l3.2004","l4.2004","l5.2004","l6.2004","value.2004","value-ncu.2004","currency.2005","budget-type.2005","l1.2005","l2.2005","l3.2005","l4.2005","l5.2005","l6.2005","value.2005","value-ncu.2005","currency.2006","budget-type.2006","l1.2006","l2.2006","l3.2006","l4.2006","l5.2006","l6.2006","value.2006","value-ncu.2006","currency.2007","budget-type.2007","l1.2007","l2.2007","l3.2007","l4.2007","l5.2007","l6.2007","value.2007","value-ncu.2007","currency.2008","budget-type.2008","l1.2008","l2.2008","l3.2008","l4.2008","l5.2008","l6.2008","value.2008","value-ncu.2008","currency.2009","budget-type.2009","l1.2009","l2.2009","l3.2009","l4.2009","l5.2009","l6.2009","value.2009","value-ncu.2009","currency.2010","budget-type.2010","l1.2010","l2.2010","l3.2010","l4.2010","l5.2010","l6.2010","value.2010","value-ncu.2010","currency.2011","budget-type.2011","l1.2011","l2.2011","l3.2011","l4.2011","l5.2011","l6.2011","value.2011","value-ncu.2011","currency.2012","budget-type.2012","l1.2012","l2.2012","l3.2012","l4.2012","l5.2012","l6.2012","value.2012","value-ncu.2012","currency.2013","budget-type.2013","l1.2013","l2.2013","l3.2013","l4.2013","l5.2013","l6.2013","value.2013","value-ncu.2013","currency.2014","budget-type.2014","l1.2014","l2.2014","l3.2014","l4.2014","l5.2014","l6.2014","value.2014","value-ncu.2014","currency.2015","budget-type.2015","l1.2015","l2.2015","l3.2015","l4.2015","l5.2015","l6.2015","value.2015","value-ncu.2015","currency.2016","budget-type.2016","l1.2016","l2.2016","l3.2016","l4.2016","l5.2016","l6.2016","value.2016","value-ncu.2016","currency.2017","budget-type.2017","l1.2017","l2.2017","l3.2017","l4.2017","l5.2017","l6.2017","value.2017","value-ncu.2017","currency.2018","budget-type.2018","l1.2018","l2.2018","l3.2018","l4.2018","l5.2018","l6.2018","value.2018","value-ncu.2018","currency.2019","budget-type.2019","l1.2019","l2.2019","l3.2019","l4.2019","l5.2019","l6.2019","value.2019","value-ncu.2019","currency.2020","budget-type.2020","l1.2020","l2.2020","l3.2020","l4.2020","l5.2020","l6.2020","value.2020","value-ncu.2020"
"CF","CFA francs","actual","total-revenue-and-grants",,,,,,,,"CFA francs","actual","total-revenue-and-grants",,,,,,162217798.75,8.75e+10,"CFA francs","actual","total-revenue-and-grants",,,,,,202948888.59,1.059e+11,"CFA francs","actual","total-revenue-and-grants",,,,,,142163555.82,6.38e+10,"CFA francs","actual","total-revenue-and-grants",,,,,,247400067.64,1.012e+11,"CFA francs","actual","total-revenue-and-grants",,,,,,277371181.5,1.175e+11,"CFA francs","actual","total-revenue-and-grants",,,,,,643767382.32,2.792e+11,"CFA francs","actual","total-revenue-and-grants",,,,,,371502889.6,1.504e+11,"CFA francs","actual","total-revenue-and-grants",,,,,,436806175.5,1.77e+11,"CFA francs","actual","total-revenue-and-grants",,,,,,451796487.2,1.997e+11,"CFA francs","actual","total-revenue-and-grants",,,,,,471869776.08,2.232e+11,"CFA francs","actual","total-revenue-and-grants",,,,,,357854296.92,1.644e+11,"CFA francs","actual","total-revenue-and-grants",,,,,,461383369.59,2.353e+11,"CFA francs","actual","total-revenue-and-grants",,,,,,159515314.4,8.45e+10,"CFA francs","proj","total-revenue-and-grants",,,,,,177691238.55,9.87e+10,"CFA francs","proj","total-revenue-and-grants",,,,,,247638510.14,1.442e+11,"CFA francs","proj","total-revenue-and-grants",,,,,,,,"CFA francs","proj","total-revenue-and-grants",,,,,,,,"CFA francs","proj","total-revenue-and-grants",,,,,,,,"CFA francs","proj","total-revenue-and-grants",,,,,,,,"CFA francs","proj","total-revenue-and-grants",,,,,,,
"TD","CFA franc BEAC","actual","total-revenue-and-grants",,,,,,389767355.02,1.354e+11,"CFA franc BEAC","actual","total-revenue-and-grants",,,,,,381255335.4,1.555e+11,"CFA franc BEAC","actual","total-revenue-and-grants",,,,,,500530468.65,1.973e+11,"CFA franc BEAC","actual","total-revenue-and-grants",,,,,,750739565.39,2.473e+11,"CFA franc BEAC","actual","total-revenue-and-grants",,,,,,813352906.38,2.674e+11,"CFA franc BEAC","actual","total-revenue-and-grants",,,,,,975358281.69,3.939e+11,"CFA franc BEAC","actual","total-revenue-and-grants",,,,,,1408346570.36,6.206e+11,"CFA franc BEAC","actual","total-revenue-and-grants",,,,,,1952626581.72,8.143e+11,"CFA franc BEAC","actual","total-revenue-and-grants",,,,,,2470653588.75,1.0425e+12,"CFA franc BEAC","actual","total-revenue-and-grants",,,,,,1624336268.5,6.55e+11,"CFA franc BEAC","actual","total-revenue-and-grants",,,,,,2373854218.3,1.069e+12,"CFA franc BEAC","actual","total-revenue-and-grants",,,,,,3049589062.8,1.422e+12,"CFA franc BEAC","actual","total-revenue-and-grants",,,,,,2628139137.3,1.341e+12,"CFA franc BEAC","proj","total-revenue-and-grants",,,,,,2465595834.5,1.229e+12,"CFA franc BEAC","proj","total-revenue-and-grants",,,,,,3008638690.2,1.521e+12,"CFA franc BEAC","proj","total-revenue-and-grants",,,,,,3458448122,1.753e+12,"CFA franc BEAC","proj","total-revenue-and-grants",,,,,,3400647449.5,1.745e+12,"CFA franc BEAC","proj","total-revenue-and-grants",,,,,,3464659875.6,1.764e+12,"CFA franc BEAC","proj","total-revenue-and-grants",,,,,,3484966491.6,1.727e+12,"CFA franc BEAC","proj","total-revenue-and-grants",,,,,,,,"CFA franc BEAC","proj","total-revenue-and-grants",,,,,,,
"KM","Comorian francs","actual","total-revenue-and-grants",,,,,,47751858.0776,1.5556e+10,"Comorian francs","actual","total-revenue-and-grants",,,,,,60963638.392,2.2235e+10,"Comorian francs","actual","total-revenue-and-grants",,,,,,74831845.5388,2.6929e+10,"Comorian francs","actual","total-revenue-and-grants",,,,,,80640510.4776,2.5482e+10,"Comorian francs","actual","total-revenue-and-grants",,,,,,90428519.978,2.6434e+10,"Comorian francs","actual","total-revenue-and-grants",,,,,,102271586.3984,3.0509e+10,"Comorian francs","actual","total-revenue-and-grants",,,,,,97867326.7382,2.9534e+10,"Comorian francs","actual","total-revenue-and-grants",,,,,,116551997.319,3.3945e+10,"Comorian francs","actual","total-revenue-and-grants",,,,,,146427223.8828,4.1853e+10,"Comorian francs","actual","total-revenue-and-grants",,,,,,141758760.7816,4.4776e+10,"Comorian francs","actual","total-revenue-and-grants",,,,,,169885985.139,5.8869e+10,"Comorian francs","actual","total-revenue-and-grants",,,,,,147666357.4281,5.0907e+10,"Comorian francs","actual","total-revenue-and-grants",,,,,,172300778.1716,6.5962e+10,"Comorian francs","actual","total-revenue-and-grants",,,,,,278890047.6372,1.06461e+11,"Comorian francs","proj","total-revenue-and-grants",,,,,,163844245.7488,6.3004e+10,"Comorian francs","proj","total-revenue-and-grants",,,,,,171863286492.3,6.7037e+13,"Comorian francs","proj","total-revenue-and-grants",,,,,,181244247.236,7.2488e+10,"Comorian francs","proj","total-revenue-and-grants",,,,,,191751737.856,7.8288e+10,"Comorian francs","proj","total-revenue-and-grants",,,,,,203809668.692,8.458e+10,"Comorian francs","proj","total-revenue-and-grants",,,,,,,,"Comorian francs","proj","total-revenue-and-grants",,,,,,,
"DJ","Djibouti francs","actual","total-revenue-and-grants",,,,,,262030153.886,3.0467e+10,"Djibouti francs","actual","total-revenue-and-grants",,,,,,242235262.7458,2.8774e+10,"Djibouti francs","actual","total-revenue-and-grants",,,,,,260675311.1487,3.0947e+10,"Djibouti francs","actual","total-revenue-and-grants",,,,,,313800626.579,3.7966e+10,"Djibouti francs","actual","total-revenue-and-grants",,,,,,336989895.6744,4.2156e+10,"Djibouti francs","actual","total-revenue-and-grants",,,,,,362295191.828,4.6714e+10,"Djibouti francs","actual","total-revenue-and-grants",,,,,,357598885.3056,4.7742e+10,"Djibouti francs","actual","total-revenue-and-grants",,,,,,378196804.539,5.3002e+10,"Djibouti francs","actual","total-revenue-and-grants",,,,,,475661860.9248,7.3092e+10,"Djibouti francs","actual","total-revenue-and-grants",,,,,,441618369.6464,6.8953e+10,"Djibouti francs","actual","total-revenue-and-grants",,,,,,438399658.872,7.1124e+10,"Djibouti francs","actual","total-revenue-and-grants",,,,,,442477791.732,7.548e+10,"Djibouti francs","proj","total-revenue-and-grants",,,,,,484834991.2518,8.6142e+10,"Djibouti francs","proj","total-revenue-and-grants",,,,,,,,"Djibouti francs","proj","total-revenue-and-grants",,,,,,,,"Djibouti francs","proj","total-revenue-and-grants",,,,,,,,"Djibouti francs","proj","total-revenue-and-grants",,,,,,,,"Djibouti francs","proj","total-revenue-and-grants",,,,,,,,"Djibouti francs","proj","total-revenue-and-grants",,,,,,,,"Djibouti francs","proj","total-revenue-and-grants",,,,,,,,"Djibouti francs","proj","total-revenue-and-grants",,,,,,,
"GQ","CFA BEAC","actual","total-revenue-and-grants",,,,,,,,"CFA BEAC","actual","total-revenue-and-grants",,,,,,,,"CFA BEAC","actual","total-revenue-and-grants",,,,,,,,"CFA BEAC","actual","total-revenue-and-grants",,,,,,,,"CFA BEAC","actual","total-revenue-and-grants",,,,,,,,"CFA BEAC","actual","total-revenue-and-grants",,,,,,,,"CFA BEAC","actual","total-revenue-and-grants",,,,,,6420825205.34,2.1037e+12,"CFA BEAC","actual","total-revenue-and-grants",,,,,,7517233188,2.3085e+12,"CFA BEAC","actual","total-revenue-and-grants",,,,,,8444037322.02,3.0518e+12,"CFA BEAC","actual","total-revenue-and-grants",,,,,,8931336345.6,2.368e+12,"CFA BEAC","actual","total-revenue-and-grants",,,,,,5883859596.6,2.151e+12,"CFA BEAC","actual","total-revenue-and-grants",,,,,,6639978260.3,2.849e+12,"CFA BEAC","proj","total-revenue-and-grants",,,,,,5500200888,2.808e+12,"CFA BEAC","proj","total-revenue-and-grants",,,,,,6572897392.6,3.122e+12,"CFA BEAC","proj","total-revenue-and-grants",,,,,,5108073553.2,2.361e+12,"CFA BEAC","proj","total-revenue-and-grants",,,,,,6981324122.2,3.202e+12,"CFA BEAC","proj","total-revenue-and-grants",,,,,,6722748072.5,3.035e+12,"CFA BEAC","proj","total-revenue-and-grants",,,,,,6175562982.4,2.744e+12,"CFA BEAC","proj","total-revenue-and-grants",,,,,,5560415602.4,2.452e+12,"CFA BEAC","proj","total-revenue-and-grants",,,,,,5190600791,2.29e+12,,,,,,,,,,
"GM","dalasis","actual","total-revenue-and-grants",,,,,,223933848.2052,1117200000,"dalasis","actual","total-revenue-and-grants",,,,,,159248432.44716,1125700000,"dalasis","actual","total-revenue-and-grants",,,,,,147973531.86075,1528700000,"dalasis","actual","total-revenue-and-grants",,,,,,100485251.90004,1820400000,"dalasis","actual","total-revenue-and-grants",,,,,,136352126.594,3.065e+09,"dalasis","actual","total-revenue-and-grants",,,,,,127340909.65955,2823500000,"dalasis","actual","total-revenue-and-grants",,,,,,144317461.7777,3.203e+09,"dalasis","actual","total-revenue-and-grants",,,,,,178603477.8066,3.663e+09,"dalasis","actual","total-revenue-and-grants",,,,,,200227461.2415,3.745e+09,"dalasis","actual","total-revenue-and-grants",,,,,,208308502.0728,4.909e+09,"dalasis","actual","total-revenue-and-grants",,,,,,196911991.9018,5.026e+09,"dalasis","actual","total-revenue-and-grants",,,,,,200307360.5418,5.619e+09,"dalasis","actual","total-revenue-and-grants",,,,,,230743300.6398,7.397e+09,"dalasis","proj","total-revenue-and-grants",,,,,,179183262.2294,7.271e+09,"dalasis","proj","total-revenue-and-grants",,,,,,191974973.7125,8.551e+09,"dalasis","proj","total-revenue-and-grants",,,,,,197119439.65,9.5e+09,"dalasis","proj","total-revenue-and-grants",,,,,,199772804.1699,1.0413e+10,"dalasis","proj","total-revenue-and-grants",,,,,,202934462.39,1.1434e+10,"dalasis","proj","total-revenue-and-grants",,,,,,207298590.256,1.2613e+10,"dalasis","proj","total-revenue-and-grants",,,,,,,,,,,,,,,,,
"GN","Guinean Francs","actual","total-revenue-and-grants",,,,,,2168050916.3,7.198e+11,"Guinean Francs","actual","total-revenue-and-grants",,,,,,2244754241.1,8.73e+11,"Guinean Francs","actual","total-revenue-and-grants",,,,,,2164798207.05,8.769e+11,"Guinean Francs","actual","total-revenue-and-grants",,,,,,2195525635.73,9.527e+11,"Guinean Francs","actual","total-revenue-and-grants",,,,,,1812754217.56,1.0274e+12,"Guinean Francs","actual","total-revenue-and-grants",,,,,,1379315660.1,1.631e+12,"Guinean Francs","actual","total-revenue-and-grants",,,,,,1033133457.4,2.398e+12,"Guinean Francs","actual","total-revenue-and-grants",,,,,,1244284112,2.62e+12,"Guinean Francs","actual","total-revenue-and-grants",,,,,,1265966935.2,3.352e+12,"Guinean Francs","actual","total-revenue-and-grants",,,,,,1247555878.2,3.662e+12,"Guinean Francs","actual","total-revenue-and-grants",,,,,,1047425845.8,4.258e+12,"Guinean Francs","actual","total-revenue-and-grants",,,,,,1171413981.6,6.824e+12,"Guinean Francs","actual","total-revenue-and-grants",,,,,,1286985508.5,9.047e+12,"Guinean Francs","actual","total-revenue-and-grants",,,,,,1163403158.4,8.544e+12,"Guinean Francs","actual","total-revenue-and-grants",,,,,,1495077270.6,1.1951e+13,"Guinean Francs","proj","total-revenue-and-grants",,,,,,1386644604.4,1.1729e+13,"Guinean Francs","proj","total-revenue-and-grants",,,,,,1431309070.8,1.3484e+13,"Guinean Francs","proj","total-revenue-and-grants",,,,,,1518940007.42817,1.6022e+13,"Guinean Francs","proj","total-revenue-and-grants",,,,,,,,"Guinean Francs","proj","total-revenue-and-grants",,,,,,,,,,,,,,,,,
"GW","CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,,,"CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,79343448.24,4.56e+10,"CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,54700960.48,3.04e+10,"CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,79617610.8,3.51e+10,"CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,124301270.31,4.91e+10,"CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,115556159.74,4.82e+10,"CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,124998212.24,5.06e+10,"CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,139149127,5.38e+10,"CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,220344017.26,8.93e+10,"CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,233491537.5,9.75e+10,"CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,187220062.26,8.46e+10,"CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,177484506.6,8.7e+10,"CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,113820799.19,5.81e+10,"CFA franc BCEAO","actual","total-revenue-and-grants",,,,,,123105052.32,5.89e+10,"CFA franc BCEAO","proj","total-revenue-and-grants",,,,,,203246213.52,9.84e+10,"CFA franc BCEAO","proj","total-revenue-and-grants",,,,,,170051568.58,8.51e+10,"CFA franc BCEAO","proj","total-revenue-and-grants",,,,,,181968889.68,9.26e+10,"CFA franc BCEAO","proj","total-revenue-and-grants",,,,,,,,"CFA franc BCEAO","proj","total-revenue-and-grants",,,,,,,,"CFA franc BCEAO","proj","total-revenue-and-grants",,,,,,,,,,,,,,,,,
"HT","gourdes","actual","total-revenue-and-grants",,,,,,,,"gourdes","actual","total-revenue-and-grants",,,,,,,,"gourdes","actual","total-revenue-and-grants",,,,,,,,"gourdes","actual","total-revenue-and-grants",,,,,,,,"gourdes","actual","total-revenue-and-grants",,,,,,734315799.861,1.4306e+10,"gourdes","actual","total-revenue-and-grants",,,,,,980018385.7056,2.2056e+10,"gourdes","actual","total-revenue-and-grants",,,,,,967355929.9754,2.6558e+10,"gourdes","actual","total-revenue-and-grants",,,,,,1296973293.4872,3.4713e+10,"gourdes","actual","total-revenue-and-grants",,,,,,1226270451.4472,3.7901e+10,"gourdes","actual","total-revenue-and-grants",,,,,,1399885143.1121,4.7717e+10,"gourdes","actual","total-revenue-and-grants",,,,,,1791487682.0478,6.3822e+10,"gourdes","actual","total-revenue-and-grants",,,,,,1732899353.049,6.6321e+10,"gourdes","actual","total-revenue-and-grants",,,,,,1846445816.5022,7.6774e+10,"gourdes","actual","total-revenue-and-grants",,,,,,1649454701.661,7.5855e+10,"gourdes","actual","total-revenue-and-grants",,,,,,1518121007.251,7.6085e+10,"gourdes","proj","total-revenue-and-grants",,,,,,1572945646.019,8.6987e+10,"gourdes","proj","total-revenue-and-grants",,,,,,,,"gourdes","proj","total-revenue-and-grants",,,,,,,,"gourdes","proj","total-revenue-and-grants",,,,,,,,"gourdes","proj","total-revenue-and-grants",,,,,,,,,,,,,,,,,
"KI","Australian dollars","actual","total-revenue-and-grants",,,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,,,"Australian dollars","actual","total-revenue-and-grants",,,,,,159618304.0704,1.96e+08,"Australian dollars","actual","total-revenue-and-grants",,,,,,119756732.55296,142400000,"Australian dollars","actual","total-revenue-and-grants",,,,,,113052903.99546,141900000,"Australian dollars","actual","total-revenue-and-grants",,,,,,90251381.05402,100900000,"Australian dollars","actual","total-revenue-and-grants",,,,,,94114921.5027,111300000,"Australian dollars","actual","total-revenue-and-grants",,,,,,88819784.23986,115400000,"Australian dollars","actual","total-revenue-and-grants",,,,,,106853908.476,1.19e+08,"Australian dollars","actual","total-revenue-and-grants",,,,,,105563088.31357,103700000,"Australian dollars","actual","total-revenue-and-grants",,,,,,158224852.07408,152800000,"Australian dollars","proj","total-revenue-and-grants",,,,,,190626270.30015,197900000,"Australian dollars","proj","total-revenue-and-grants",,,,,,133096474.8208,155200000,"Australian dollars","proj","total-revenue-and-grants",,,,,,134856088.87949,163900000,"Australian dollars","proj","total-revenue-and-grants",,,,,,128473408.05312,161600000,"Australian dollars","proj","total-revenue-and-grants",,,,,,116603962.936,152500000,"Australian dollars","proj","total-revenue-and-grants",,,,,,107829660.54584,145700000,"Australian dollars","proj","total-revenue-and-grants",,,,,,104490655.4772,146400000,,,,,,,,,,
"LA","kip","actual","total-revenue-and-grants",,,,,,661318571.4,2.166e+12,"kip","actual","total-revenue-and-grants",,,,,,595455963.6,2.476e+12,"kip","actual","total-revenue-and-grants",,,,,,514918677,2.683e+12,"kip","actual","total-revenue-and-grants",,,,,,483105198.2,2.798e+12,"kip","actual","total-revenue-and-grants",,,,,,479763862.4,3.104e+12,"kip","actual","total-revenue-and-grants",,,,,,554051890.4,3.886e+12,"kip","actual","total-revenue-and-grants",,,,,,649673171.4,4.962e+12,"kip","actual","total-revenue-and-grants",,,,,,813827836.6,6.134e+12,"kip","actual","total-revenue-and-grants",,,,,,981607010.4,7.134e+12,"kip","actual","total-revenue-and-grants",,,,,,1193044252.4,8.099e+12,"kip","actual","total-revenue-and-grants",,,,,,1351898832.9,9.779e+12,"kip","actual","total-revenue-and-grants",,,,,,1552888369.2,1.1571e+13,"kip","actual","total-revenue-and-grants",,,,,,1743813400,1.396e+13,"kip","proj","total-revenue-and-grants",,,,,,1920908522.4,1.5666e+13,"kip","proj","total-revenue-and-grants",,,,,,2104403260.6,1.8787e+13,"kip","proj","total-revenue-and-grants",,,,,,,,"kip","proj","total-revenue-and-grants",,,,,,,,"kip","proj","total-revenue-and-grants",,,,,,,,"kip","proj","total-revenue-and-grants",,,,,,,,"kip","proj","total-revenue-and-grants",,,,,,,,,,,,,,,,,
"LS","Maloti","actual","total-revenue-and-grants",,,,,,,,"Maloti","actual","total-revenue-and-grants",,,,,,,,"Maloti","actual","total-revenue-and-grants",,,,,,,,"Maloti","actual","total-revenue-and-grants",,,,,,,,"Maloti","actual","total-revenue-and-grants",,,,,,,,"Maloti","actual","total-revenue-and-grants",,,,,,,,"Maloti","actual","total-revenue-and-grants",,,,,,,,"Maloti","actual","total-revenue-and-grants",,,,,,,,"Maloti","actual","total-revenue-and-grants",,,,,,,,"Maloti","actual","total-revenue-and-grants",,,,,,,,"Maloti","actual","total-revenue-and-grants",,,,,,,,"Maloti","actual","total-revenue-and-grants",,,,,,1214135674.8444,8.559e+09,"Maloti","actual","total-revenue-and-grants",,,,,,1171059378.5808,9.616e+09,"Maloti","actual","total-revenue-and-grants",,,,,,1282944689.47,1.315e+10,"Maloti","actual","total-revenue-and-grants",,,,,,1195996882.336,1.328e+10,"Maloti","proj","total-revenue-and-grants",,,,,,1231480081.318,1.4915e+10,"Maloti","proj","total-revenue-and-grants",,,,,,1208794109.2052,1.5974e+10,"Maloti","proj","total-revenue-and-grants",,,,,,1163236700.103,1.6706e+10,"Maloti","proj","total-revenue-and-grants",,,,,,1171179164.4735,1.8235e+10,"Maloti","proj","total-revenue-and-grants",,,,,,1163345392.9425,1.9959e+10,"Maloti","proj","total-revenue-and-grants",,,,,,,2.1616e+10
"MG","Ariary","actual","total-revenue-and-grants",,,,,,1804223246.28,8.029e+11,"Ariary","actual","total-revenue-and-grants",,,,,,1802808917.46,8.381e+11,"Ariary","actual","total-revenue-and-grants",,,,,,1101958734.76,6.106e+11,"Ariary","actual","total-revenue-and-grants",,,,,,2025095677,1.045e+12,"Ariary","actual","total-revenue-and-grants",,,,,,1857552978.45,1.6535e+12,"Ariary","actual","total-revenue-and-grants",,,,,,1492465166.66,1.6822e+12,"Ariary","actual","total-revenue-and-grants",,,,,,5219208165.6,6.9784e+12,"Ariary","actual","total-revenue-and-grants",,,,,,1717874908.2,2.2011e+12,"Ariary","actual","total-revenue-and-grants",,,,,,2265431092.43,2.8853e+12,"Ariary","actual","total-revenue-and-grants",,,,,,1459436577.4,2.2948e+12,"Ariary","actual","total-revenue-and-grants",,,,,,1551850577.9,2.8315e+12,"Ariary","actual","total-revenue-and-grants",,,,,,1440125409.09,2.7507e+12,"Ariary","actual","total-revenue-and-grants",,,,,,1074308101.2,2.358e+12,"Ariary","proj","total-revenue-and-grants",,,,,,1091817180,2.55e+12,"Ariary","proj","total-revenue-and-grants",,,,,,1198691211,3.165e+12,"Ariary","proj","total-revenue-and-grants",,,,,,1304541321.2,3.898e+12,"Ariary","proj","total-revenue-and-grants",,,,,,1435006907,4.678e+12,"Ariary","proj","total-revenue-and-grants",,,,,,1509344706,5.331e+12,"Ariary","proj","total-revenue-and-grants",,,,,,1577498989.5,6.021e+12,"Ariary","proj","total-revenue-and-grants",,,,,,1635445985.5,6.745e+12,,,,,,,,,,
"MR","UM","actual","total-revenue-and-grants",,,,,,,,"UM","actual","total-revenue-and-grants",,,,,,,,"UM","actual","total-revenue-and-grants",,,,,,,,"UM","actual","total-revenue-and-grants",,,,,,1066992573.15,1.197e+11,"UM","actual","total-revenue-and-grants",,,,,,1033536277.68,1.304e+11,"UM","actual","total-revenue-and-grants",,,,,,880836645.91,1.313e+11,"UM","actual","total-revenue-and-grants",,,,,,2042519416,4.06e+11,"UM","actual","total-revenue-and-grants",,,,,,959806418.76,1.854e+11,"UM","actual","total-revenue-and-grants",,,,,,931905607.5,1.89e+11,"UM","actual","total-revenue-and-grants",,,,,,917387784.95,1.885e+11,"UM","actual","total-revenue-and-grants",,,,,,943282270.8,2.403e+11,"UM","actual","total-revenue-and-grants",,,,,,1013467067.4,3.012e+11,"UM","actual","total-revenue-and-grants",,,,,,1038844206.4,3.08e+11,"UM","actual","total-revenue-and-grants",,,,,,981605728.6,2.93e+11,"UM","proj","total-revenue-and-grants",,,,,,1048155746.54,3.082e+11,"UM","proj","total-revenue-and-grants",,,,,,1195897949.4,3.774e+11,"UM","proj","total-revenue-and-grants",,,,,,1204283872.55,4.015e+11,"UM","proj","total-revenue-and-grants",,,,,,1248036744.99,4.431e+11,"UM","proj","total-revenue-and-grants",,,,,,1198482627.15,4.855e+11,"UM","proj","total-revenue-and-grants",,,,,,1336144282.8,5.37e+11,"UM","proj","total-revenue-and-grants",,,,,,,6.014e+11
"MM","kyat","actual","total-revenue-and-grants",,,,,,,,"kyat","actual","total-revenue-and-grants",,,,,,,,"kyat","actual","total-revenue-and-grants",,,,,,,,"kyat","actual","total-revenue-and-grants",,,,,,,,"kyat","actual","total-revenue-and-grants",,,,,,,,"kyat","actual","total-revenue-and-grants",,,,,,,,"kyat","actual","total-revenue-and-grants",,,,,,,,"kyat","actual","total-revenue-and-grants",,,,,,,,"kyat","actual","total-revenue-and-grants",,,,,,4294095104.12,3.2852e+12,"kyat","actual","total-revenue-and-grants",,,,,,4671699427.67,3.7523e+12,"kyat","actual","total-revenue-and-grants",,,,,,4921597914.338,3.73946e+12,"kyat","actual","total-revenue-and-grants",,,,,,6060257724.984,4.55036e+12,"kyat","actual","total-revenue-and-grants",,,,,,6059681680.302,5.20022e+12,"kyat","actual","total-revenue-and-grants",,,,,,10936331784.3,1.1153e+13,"kyat","actual","total-revenue-and-grants",,,,,,11095673587.5,1.2125e+13,"kyat","proj","total-revenue-and-grants",,,,,,12709899843,1.5105e+13,"kyat","proj","total-revenue-and-grants",,,,,,12685407964.8,1.6608e+13,"kyat","proj","total-revenue-and-grants",,,,,,,,"kyat","proj","total-revenue-and-grants",,,,,,,,"kyat","proj","total-revenue-and-grants",,,,,,,,"kyat","proj","total-revenue-and-grants",,,,,,,
"WS","tala","actual","total-revenue-and-grants",,,,,,122044236.5933,2.51e+08,"tala","actual","total-revenue-and-grants",,,,,,116845181.88992,262400000,"tala","actual","total-revenue-and-grants",,,,,,131575128.46804,290800000,"tala","actual","total-revenue-and-grants",,,,,,151397304.80485,303500000,"tala","actual","total-revenue-and-grants",,,,,,158023185.90885,317700000,"tala","actual","total-revenue-and-grants",,,,,,258539679.66204,524400000,"tala","actual","total-revenue-and-grants",,,,,,177339946.98912,388200000,"tala","actual","total-revenue-and-grants",,,,,,222410508.2998,486700000,"tala","actual","total-revenue-and-grants",,,,,,190686180.70699,454900000,"tala","actual","total-revenue-and-grants",,,,,,190785767.7444,4.92e+08,"tala","actual","total-revenue-and-grants",,,,,,224027968.38084,525200000,"tala","actual","total-revenue-and-grants",,,,,,252744664.17696,567200000,"tala","actual","total-revenue-and-grants",,,,,,254807588.1088,5.84e+08,"tala","actual","total-revenue-and-grants",,,,,,279951351.34685,649700000,"tala","actual","total-revenue-and-grants",,,,,,323288102.93742,715800000,"tala","proj","total-revenue-and-grants",,,,,,318617608.8198,740400000,"tala","proj","total-revenue-and-grants",,,,,,,,"tala","proj","total-revenue-and-grants",,,,,,,,"tala","proj","total-revenue-and-grants",,,,,,,,"tala","proj","total-revenue-and-grants",,,,,,,,"tala","proj","total-revenue-and-grants",,,,,,,
