id,year,budget-type,value
d409,2013,budget,36.1806416196
d409,2015,budget,41.0710624727
d409,2016,budget,49.6955245634
d410,2012,budget,58.7578276738
d410,2013,budget,64.3279065692
d410,2015,budget,55.4514807894
d410,2016,budget,59.7015196228
d411,2012,budget,50.4286547413
d411,2015,budget,59.458502063
d411,2016,budget,59.4825900235
d412,2012,budget,51.6122817877
d412,2013,budget,58.4845121137
d412,2015,budget,59.9186842868
d412,2016,budget,63.0311481407
d413,2012,budget,42.9934437833
d413,2013,budget,51.3027701254
d413,2014,budget,49.8203807338
d413,2015,budget,54.4232873101
d413,2016,budget,60.0925975746
d414,2012,budget,48.1078251471
d414,2013,budget,48.4304908493
d414,2014,budget,45.5593461351
d414,2015,budget,55.6580557826
d414,2016,budget,57.5718583805
d415,2012,budget,38.4159728607
d415,2013,budget,42.4922494315
d415,2014,budget,42.821292494
d415,2015,budget,43.4083703627
d415,2016,budget,42.7628367093
d416,2012,budget,26.7234500882
d416,2013,budget,30.9273016241
d416,2014,budget,27.6034382773
d416,2015,budget,29.7055751422
d416,2016,budget,34.65002163
d417,2012,budget,49.7844579343
d417,2013,budget,57.6773658846
d417,2014,budget,49.9374324301
d417,2015,budget,53.1236227274
d417,2016,budget,55.0389267745
d418,2012,budget,47.3074177281
d418,2013,budget,52.1856444977
d418,2014,budget,49.4991857839
d418,2015,budget,56.9964170745
d418,2016,budget,59.2971103729
d419,2012,budget,41.6891788901
d419,2013,budget,39.8230600614
d419,2014,budget,41.0763768819
d419,2015,budget,44.7956382858
d419,2016,budget,46.9322794966
d420,2012,budget,38.267471012
d420,2013,budget,41.6354909622
d420,2014,budget,42.2044926778
d420,2015,budget,45.8754836204
d420,2016,budget,46.6740533308
d421,2012,budget,40.6121894896
d421,2013,budget,43.5418415763
d421,2014,budget,39.207960389
d421,2015,budget,43.4916380472
d421,2016,budget,45.943625314
d422,2012,budget,41.7330870333
d422,2013,budget,38.6503000005
d422,2014,budget,40.2000028969
d422,2015,budget,43.282858914
d422,2016,budget,46.9253974284
d423,2012,budget,57.9819324675
d423,2013,budget,65.724905606
d423,2014,budget,60.7903135082
d423,2015,budget,62.1880850024
d423,2016,budget,65.2549924923
d424,2012,budget,34.5661468193
d424,2013,budget,32.8094842038
d424,2014,budget,30.8996061102
d424,2015,budget,32.8671937389
d424,2016,budget,34.2482607961
d425,2012,budget,38.0585731639
d425,2013,budget,43.2178350239
d425,2014,budget,42.44261078
d425,2015,budget,47.0806690128
d425,2016,budget,49.9749725875
d426,2012,budget,59.3197453449
d426,2013,budget,59.946186777
d426,2015,budget,64.1658687317
d426,2016,budget,64.3498081439
