"id","entity-name","aid-type","year","value"
"AT","Austria","out-debt-relief",1996,48376250.38
"AT","Austria","out-oda-net-excl-debt-relief",1997,595813192
"AT","Austria","out-debt-relief",1997,46842742.53
"AT","Austria","out-oda-net-excl-debt-relief",1998,542040489
"AT","Austria","out-debt-relief",1998,60642470.06
"AT","Austria","out-oda-net-excl-debt-relief",1999,614852059
"AT","Austria","out-debt-relief",1999,57185063.8
"AT","Austria","out-oda-net-excl-debt-relief",2000,598095043
"AT","Austria","out-debt-relief",2000,86772767.19
"AT","Austria","out-oda-net-excl-debt-relief",2001,612484761
"AT","Austria","out-debt-relief",2001,383298436.79
"AT","Austria","out-oda-net-excl-debt-relief",2002,522386592
"AT","Austria","out-debt-relief",2002,245218734.85
"AT","Austria","out-oda-net-excl-debt-relief",2003,567174932
"AT","Austria","out-debt-relief",2003,47094211
"AT","Austria","out-oda-net-excl-debt-relief",2004,635469635
"AT","Austria","out-debt-relief",2004,100986537.8
"AT","Austria","out-oda-net-excl-debt-relief",2005,709043698
"AT","Austria","out-debt-relief",2005,957303254.35
"AT","Austria","out-oda-net-excl-debt-relief",2006,763792738
"AT","Austria","out-debt-relief",2006,779020817.95
"AT","Austria","out-oda-net-excl-debt-relief",2007,816146783
"AT","Austria","out-debt-relief",2007,853576747.04
"AT","Austria","out-oda-net-excl-debt-relief",2008,843853759
"AT","Austria","out-debt-relief",2008,631351413.84
"AT","Austria","out-oda-net-excl-debt-relief",2009,947209429
"AT","Austria","out-debt-relief",2009,51400724.02
"AT","Austria","out-oda-net-excl-debt-relief",2010,958876886
"AT","Austria","out-debt-relief",2010,141214262.33
"AT","Austria","out-oda-net-excl-debt-relief",2011,908973499
"AT","Austria","out-debt-relief",2011,36823596.39
"AT","Austria","out-oda-net-excl-debt-relief",2012,902857426
"AT","Austria","out-debt-relief",2012,95497139.9
"AT","Austria","out-oda-net-excl-debt-relief",2013,969820612
"AT","Austria","out-debt-relief",2013,38643038.59
"AT","Austria","out-oda-net-excl-debt-relief",2014,954252270
"AT","Austria","out-debt-relief",2014,92311443.06
"AT","Austria","out-oda-net-excl-debt-relief",2015,1322890000
"AT","Austria","out-debt-relief",2015,620000
"BE","Belgium","out-oda-net-excl-debt-relief",1960,914224397
"BE","Belgium","out-oda-net-excl-debt-relief",1961,823782632
"BE","Belgium","out-oda-net-excl-debt-relief",1962,611228876
"BE","Belgium","out-oda-net-excl-debt-relief",1963,682085050
"BE","Belgium","out-oda-net-excl-debt-relief",1964,580107976
"BE","Belgium","out-oda-net-excl-debt-relief",1965,783179002
"BE","Belgium","out-oda-net-excl-debt-relief",1966,566906236
"BE","Belgium","out-oda-net-excl-debt-relief",1967,638747110
"BE","Belgium","out-oda-net-excl-debt-relief",1968,618651822
"BE","Belgium","out-debt-relief",1968,1691268.22
"BE","Belgium","out-oda-net-excl-debt-relief",1969,789435030
"BE","Belgium","out-oda-net-excl-debt-relief",1970,768175164
"BE","Belgium","out-oda-net-excl-debt-relief",1971,869585124
"BE","Belgium","out-oda-net-excl-debt-relief",1972,980680738
"BE","Belgium","out-oda-net-excl-debt-relief",1973,985580828
"BE","Belgium","out-oda-net-excl-debt-relief",1974,1010282755
"BE","Belgium","out-oda-net-excl-debt-relief",1975,1184776712
"BE","Belgium","out-oda-net-excl-debt-relief",1976,1040041979
"BE","Belgium","out-oda-net-excl-debt-relief",1977,980502275
"BE","Belgium","out-oda-net-excl-debt-relief",1978,1191527232
"BE","Belgium","out-oda-net-excl-debt-relief",1979,1264161880
"BE","Belgium","out-debt-relief",1979,7160148.96
"BE","Belgium","out-oda-net-excl-debt-relief",1980,1123040774
"BE","Belgium","out-debt-relief",1980,7220294.29
"BE","Belgium","out-oda-net-excl-debt-relief",1981,1310162283
"BE","Belgium","out-debt-relief",1981,8121836.06
"BE","Belgium","out-oda-net-excl-debt-relief",1982,1307638994
"BE","Belgium","out-oda-net-excl-debt-relief",1983,1330539457
"BE","Belgium","out-oda-net-excl-debt-relief",1984,1327056078
"BE","Belgium","out-oda-net-excl-debt-relief",1985,1287520893
"BE","Belgium","out-oda-net-excl-debt-relief",1986,1170645153
"BE","Belgium","out-oda-net-excl-debt-relief",1987,1209212918
"BE","Belgium","out-oda-net-excl-debt-relief",1988,1018441550
"BE","Belgium","out-oda-net-excl-debt-relief",1989,1218949081
"BE","Belgium","out-oda-net-excl-debt-relief",1990,1271272624
"BE","Belgium","out-oda-net-excl-debt-relief",1991,1178032594
"BE","Belgium","out-debt-relief",1991,3440548.97
"BE","Belgium","out-oda-net-excl-debt-relief",1992,1082951381
"BE","Belgium","out-debt-relief",1992,42226503.35
"BE","Belgium","out-oda-net-excl-debt-relief",1993,1075044062
"BE","Belgium","out-debt-relief",1993,7307045.51
"BE","Belgium","out-oda-net-excl-debt-relief",1994,824446500
"BE","Belgium","out-debt-relief",1994,97482744.75
"BE","Belgium","out-oda-net-excl-debt-relief",1995,1078502886
"BE","Belgium","out-debt-relief",1995,62633713.78
"BE","Belgium","out-oda-net-excl-debt-relief",1996,987068394
"BE","Belgium","out-debt-relief",1996,67158974.58
"BE","Belgium","out-oda-net-excl-debt-relief",1997,941131567
"BE","Belgium","out-debt-relief",1997,67170876.04
"BE","Belgium","out-oda-net-excl-debt-relief",1998,1007980211
"BE","Belgium","out-debt-relief",1998,154748595.62
"BE","Belgium","out-oda-net-excl-debt-relief",1999,991556014
"BE","Belgium","out-debt-relief",1999,47037294.68
"BE","Belgium","out-oda-net-excl-debt-relief",2000,1220043719
"BE","Belgium","out-debt-relief",2000,48970195.08
"BE","Belgium","out-oda-net-excl-debt-relief",2001,1276696857
"BE","Belgium","out-debt-relief",2001,77555840.37
"BE","Belgium","out-oda-net-excl-debt-relief",2002,1324631986
"BE","Belgium","out-debt-relief",2002,238084636.59
"BE","Belgium","out-oda-net-excl-debt-relief",2003,1313189345
"BE","Belgium","out-debt-relief",2003,897988106.21
"BE","Belgium","out-oda-net-excl-debt-relief",2004,1337905116
"BE","Belgium","out-debt-relief",2004,219737566.98
"BE","Belgium","out-oda-net-excl-debt-relief",2005,1552413685
"BE","Belgium","out-debt-relief",2005,490952922.51
"BE","Belgium","out-oda-net-excl-debt-relief",2006,1590236546
"BE","Belgium","out-debt-relief",2006,401124960.4
"BE","Belgium","out-oda-net-excl-debt-relief",2007,1598457285
"BE","Belgium","out-debt-relief",2007,167367252.13
"BE","Belgium","out-debt-relief",2008,84835479.46
"BE","Belgium","out-oda-net-excl-debt-relief",2008,1924765486
"BE","Belgium","out-debt-relief",2009,90170249.16
"BE","Belgium","out-oda-net-excl-debt-relief",2009,2169584694
"BE","Belgium","out-debt-relief",2010,493259534.29
"BE","Belgium","out-oda-net-excl-debt-relief",2010,2189698281
"BE","Belgium","out-debt-relief",2011,113401756.95
"BE","Belgium","out-oda-net-excl-debt-relief",2011,2228207735
"BE","Belgium","out-debt-relief",2012,240472084.8
"BE","Belgium","out-oda-net-excl-debt-relief",2012,1805843433
"BE","Belgium","out-debt-relief",2013,10727523.01
"BE","Belgium","out-oda-net-excl-debt-relief",2013,1931663678
"BE","Belgium","out-debt-relief",2014,6429589.37
"BE","Belgium","out-oda-net-excl-debt-relief",2014,2048369805
"BE","Belgium","out-debt-relief",2015,20000
"BE","Belgium","out-oda-net-excl-debt-relief",2015,1905120000
"BG","Bulgaria","out-oda-net-excl-debt-relief",2010,38063593
"BG","Bulgaria","out-oda-net-excl-debt-relief",2011,42828271
"BG","Bulgaria","out-oda-net-excl-debt-relief",2012,36188229
"BG","Bulgaria","out-oda-net-excl-debt-relief",2013,44712607
"BG","Bulgaria","out-oda-net-excl-debt-relief",2014,43671736
"BG","Bulgaria","out-oda-net-excl-debt-relief",2015,40930000
"CA","Canada","out-oda-net-excl-debt-relief",1960,433876151
"CA","Canada","out-oda-net-excl-debt-relief",1961,420335795
"CA","Canada","out-oda-net-excl-debt-relief",1962,300296609
"CA","Canada","out-oda-net-excl-debt-relief",1963,459292721
"CA","Canada","out-oda-net-excl-debt-relief",1964,541775033
"CA","Canada","out-oda-net-excl-debt-relief",1965,647208856
"CA","Canada","out-oda-net-excl-debt-relief",1966,1230505959
"CA","Canada","out-oda-net-excl-debt-relief",1967,1188362663
"CA","Canada","out-debt-relief",1968,6247624.35
"CA","Canada","out-oda-net-excl-debt-relief",1968,1126966333
"CA","Canada","out-oda-net-excl-debt-relief",1969,1196857139
"CA","Canada","out-debt-relief",1970,14973478.03
"CA","Canada","out-oda-net-excl-debt-relief",1970,1729773486
"CA","Canada","out-oda-net-excl-debt-relief",1971,1858263558
"CA","Canada","out-oda-net-excl-debt-relief",1972,2068424448
"CA","Canada","out-oda-net-excl-debt-relief",1973,2095304480
"CA","Canada","out-oda-net-excl-debt-relief",1974,2471994944
"CA","Canada","out-oda-net-excl-debt-relief",1975,2862844352
"CA","Canada","out-debt-relief",1976,3304830.78
"CA","Canada","out-oda-net-excl-debt-relief",1976,2544432323
"CA","Canada","out-oda-net-excl-debt-relief",1977,2882644328
"CA","Canada","out-debt-relief",1978,596364486.1
"CA","Canada","out-oda-net-excl-debt-relief",1978,2498791142
"CA","Canada","out-oda-net-excl-debt-relief",1979,2881169382
"CA","Canada","out-oda-net-excl-debt-relief",1980,2662815545
"CA","Canada","out-debt-relief",1981,7082076.56
"CA","Canada","out-oda-net-excl-debt-relief",1981,2717156708
"CA","Canada","out-oda-net-excl-debt-relief",1982,2591621157
"CA","Canada","out-debt-relief",1983,470575.22
"CA","Canada","out-oda-net-excl-debt-relief",1983,2924113469
"CA","Canada","out-debt-relief",1984,1247823.1
"CA","Canada","out-oda-net-excl-debt-relief",1984,3378044293
"CA","Canada","out-debt-relief",1985,6881398.82
"CA","Canada","out-oda-net-excl-debt-relief",1985,3457456889
"CA","Canada","out-debt-relief",1986,230347.51
"CA","Canada","out-oda-net-excl-debt-relief",1986,3549676013
"CA","Canada","out-oda-net-excl-debt-relief",1987,3596594596
"CA","Canada","out-debt-relief",1988,93828632.98
"CA","Canada","out-oda-net-excl-debt-relief",1988,3887128061
"CA","Canada","out-oda-net-excl-debt-relief",1989,3616573996
"CA","Canada","out-oda-net-excl-debt-relief",1990,2813708771
"CA","Canada","out-debt-relief",1990,854766579.63
"CA","Canada","out-oda-net-excl-debt-relief",1991,3686338852
"CA","Canada","out-oda-net-excl-debt-relief",1992,3698997011
"CA","Canada","out-oda-net-excl-debt-relief",1993,3430916356
"CA","Canada","out-debt-relief",1993,284320162.29
"CA","Canada","out-oda-net-excl-debt-relief",1994,3630021588
"CA","Canada","out-debt-relief",1994,7859184.73
"CA","Canada","out-oda-net-excl-debt-relief",1995,3128487234
"CA","Canada","out-debt-relief",1995,154884886.31
"CA","Canada","out-debt-relief",1996,185147454.28
"CA","Canada","out-oda-net-excl-debt-relief",1996,2601796708
"CA","Canada","out-debt-relief",1997,21239149.83
"CA","Canada","out-oda-net-excl-debt-relief",1997,3164804734
"CA","Canada","out-debt-relief",1998,155891047.94
"CA","Canada","out-oda-net-excl-debt-relief",1998,2696273382
"CA","Canada","out-debt-relief",1999,93500545.66
"CA","Canada","out-oda-net-excl-debt-relief",1999,2711828205
"CA","Canada","out-debt-relief",2000,19327870.15
"CA","Canada","out-oda-net-excl-debt-relief",2000,2729454707
"CA","Canada","out-debt-relief",2001,18169386.57
"CA","Canada","out-oda-net-excl-debt-relief",2001,2459510975
"CA","Canada","out-debt-relief",2002,428041225.36
"CA","Canada","out-oda-net-excl-debt-relief",2002,2818488831
"CA","Canada","out-debt-relief",2003,133647830.54
"CA","Canada","out-oda-net-excl-debt-relief",2003,2703626447
"CA","Canada","out-debt-relief",2004,93024781.69
"CA","Canada","out-oda-net-excl-debt-relief",2004,3174761417
"CA","Canada","out-debt-relief",2005,516102989.1
"CA","Canada","out-oda-net-excl-debt-relief",2005,3746839382
"CA","Canada","out-debt-relief",2006,269260715.27
"CA","Canada","out-oda-net-excl-debt-relief",2006,3538642433
"CA","Canada","out-debt-relief",2007,14147000.68
"CA","Canada","out-oda-net-excl-debt-relief",2007,3856770317
"CA","Canada","out-oda-net-excl-debt-relief",2008,4252175914
"CA","Canada","out-debt-relief",2008,130482229.36
"CA","Canada","out-oda-net-excl-debt-relief",2009,3915842345
"CA","Canada","out-debt-relief",2009,47790668.72
"CA","Canada","out-oda-net-excl-debt-relief",2010,4494339310
"CA","Canada","out-debt-relief",2010,49921222.23
"CA","Canada","out-oda-net-excl-debt-relief",2011,4416317977
"CA","Canada","out-debt-relief",2011,3027969.62
