id-from,id-to,region,year,value-1,value-2,value-3
afdf,CG,south-of-sahara,2014,5800000,3606.243652,14.41
afdf,CI,south-of-sahara,2014,57550000,593.447647,8.88
afdf,CM,south-of-sahara,2014,69800000,528.4964778,7.65
afdf,CV,south-of-sahara,2014,4210000,1652.206178,1.54
afdf,DJ,south-of-sahara,2014,1330000,1007.06352,7.51
afdf,ER,south-of-sahara,2014,5440000,,
afdf,ET,south-of-sahara,2014,176740000,197.4291038,5.58
afdf,GH,south-of-sahara,2014,105030000,563.9305736,3.74
afdf,GM,south-of-sahara,2014,16710000,318.6848547,17.39
afdf,GN,south-of-sahara,2014,44990000,295.6081452,10.45
afdf,GW,south-of-sahara,2014,7840000,278.3856502,30.73
afdf,KE,south-of-sahara,2014,235920000,522.4070478,8.26
afdf,KM,south-of-sahara,2014,8880000,351.989925,3.88
afdf,LR,south-of-sahara,2014,12080000,222.891342,19.81
afdf,LS,south-of-sahara,2014,810000,1373.948991,29.16
afdf,MG,south-of-sahara,2014,32960000,159.4931144,39.45
afdf,ML,south-of-sahara,2014,15460000,350.2844727,16.67
afdf,MR,south-of-sahara,2014,6070000,901.8339961,1.4
afdf,MW,south-of-sahara,2014,39130000,160.3880982,32.64
afdf,MZ,south-of-sahara,2014,86310000,342.6373569,25.25
afdf,NE,south-of-sahara,2014,27250000,271.3522114,13.69
afdf,NG,south-of-sahara,2014,33510000,537.2427466,19.6
afdf,RW,south-of-sahara,2014,62960000,388.7083503,23.77
afdf,SD,south-of-sahara,2014,3940000,282.4759897,2.43
afdf,SL,south-of-sahara,2014,59700000,241.2416574,8.06
afdf,SN,south-of-sahara,2014,21430000,557.9117363,12.48
afdf,SO,south-of-sahara,2014,910000,,
afdf,SS,south-of-sahara,2014,2880000,567.3686963,37.87
afdf,ST,south-of-sahara,2014,3630000,905.7670922,7.07
afdf,TD,south-of-sahara,2014,12100000,473.6715733,13.65
afdf,TG,south-of-sahara,2014,21280000,334.1356456,21.5
afdf,TZ,south-of-sahara,2014,183530000,356.5035176,13
afdf,UG,south-of-sahara,2014,122450000,232.2260669,10.3
afdf,ZM,south-of-sahara,2014,30720000,681.7323935,28.32
afdf,ZW,south-of-sahara,2014,8350000,554.6738781,3.93
arab-fund-afesd,DJ,south-of-sahara,2014,17480000,1007.06352,7.51
arab-fund-afesd,EG,north-of-sahara,2014,173310000,2359.046971,
arab-fund-afesd,JO,middle-east,2014,48330000,3067.945272,
arab-fund-afesd,LB,middle-east,2014,41920000,3620.117506,
arab-fund-afesd,MA,north-of-sahara,2014,71200000,2083.556049,0.24
arab-fund-afesd,MR,south-of-sahara,2014,87600000,901.8339961,1.4
arab-fund-afesd,PS,middle-east,2014,50000,,0.02
arab-fund-afesd,SD,south-of-sahara,2014,128890000,282.4759897,2.43
arab-fund-afesd,TN,north-of-sahara,2014,43170000,2460.673748,0.17
arab-fund-afesd,YE,middle-east,2014,266460000,811.5828888,
asdb-special-funds,AF,south-central-asia,2014,106330000,433.2771409,
asdb-special-funds,AM,south-central-asia,2014,79620000,1647.91692,0.41
asdb-special-funds,AZ,south-central-asia,2014,1780000,7407.70677,0.13
asdb-special-funds,BD,south-central-asia,2014,454360000,327.2895335,1.85
asdb-special-funds,BT,south-central-asia,2014,76480000,1734.158445,0.23
asdb-special-funds,CK,oceania,2014,450000,,
asdb-special-funds,CN,far-east-asia,2014,23660000,2761.38428,0.35
asdb-special-funds,FJ,oceania,2014,240000,2231.330461,0.75
asdb-special-funds,FM,oceania,2014,2640000,1948.205418,6.35
asdb-special-funds,GE,south-central-asia,2014,117750000,2031.023938,2.89
asdb-special-funds,ID,far-east-asia,2014,7950000,1602.390638,1.25
asdb-special-funds,IN,south-central-asia,2014,5270000,1057.367754,3.22
asdb-special-funds,KG,south-central-asia,2014,65460000,924.8150505,0.23
asdb-special-funds,KH,far-east-asia,2014,101550000,574.3304846,0.22
asdb-special-funds,KI,oceania,2014,7390000,1276.460925,4.25
asdb-special-funds,KZ,south-central-asia,2014,270000,5875.459425,0.01
asdb-special-funds,LA,far-east-asia,2014,80420000,924.300233,3.22
asdb-special-funds,LK,south-central-asia,2014,135460000,1220.644501,0.27
asdb-special-funds,MH,oceania,2014,150000,1946.19845,
asdb-special-funds,MM,south-central-asia,2014,2110000,832.0768801,
asdb-special-funds,MN,far-east-asia,2014,61490000,3062.959833,0.03
asdb-special-funds,MV,south-central-asia,2014,2280000,4501.607325,1
asdb-special-funds,NP,south-central-asia,2014,153320000,453.9366715,1.62
asdb-special-funds,NR,oceania,2014,2260000,,
asdb-special-funds,PG,oceania,2014,57080000,649.7068562,11.92
asdb-special-funds,PH,far-east-asia,2014,3430000,1258.072546,2.36
asdb-special-funds,PK,south-central-asia,2014,527310000,644.3624278,1.02
asdb-special-funds,PW,oceania,2014,180000,5143.720834,
asdb-special-funds,SB,oceania,2014,7340000,805.4454951,11.24
asdb-special-funds,TH,far-east-asia,2014,440000,3128.244897,0
asdb-special-funds,TJ,south-central-asia,2014,86070000,601.1267643,4.06
asdb-special-funds,TL,far-east-asia,2014,18250000,3856.610397,4.24
asdb-special-funds,TO,oceania,2014,2480000,1446.715015,0.21
asdb-special-funds,TV,oceania,2014,60000,3838.362565,0.42
asdb-special-funds,UZ,south-central-asia,2014,96390000,1352.402668,6.36
asdb-special-funds,VN,far-east-asia,2014,448460000,1074.575576,0.62
asdb-special-funds,VU,oceania,2014,580000,591.6184675,3.45
asdb-special-funds,WS,oceania,2014,7920000,1960.350456,0.14
AT,AF,south-central-asia,2014,1360000,433.2771409,
AT,AL,europe,2014,13040000,2947.388641,0.2
AT,AM,south-central-asia,2014,5220000,1647.91692,0.41
AT,AO,south-of-sahara,2014,20000,2683.789473,8.56
AT,AR,south-america,2014,290000,,0.97
AT,AZ,south-central-asia,2014,670000,7407.70677,0.13
AT,BA,europe,2014,28350000,4449.800136,0.02
AT,BD,south-central-asia,2014,540000,327.2895335,1.85
AT,BF,south-of-sahara,2014,4870000,441.7313347,11.07
AT,BI,south-of-sahara,2014,70000,201.1872953,30.6
AT,BJ,south-of-sahara,2014,40000,389.5444168,17.24
AT,BO,south-america,2014,250000,2042.524714,3.24
AT,BR,south-america,2014,1580000,4975.419651,1.72
AT,BT,south-central-asia,2014,3230000,1734.158445,0.23
AT,BY,europe,2014,3340000,5112.342049,0
AT,CD,south-of-sahara,2014,420000,108.1632299,38.05
AT,CF,south-of-sahara,2014,1040000,42.10504943,47.3
AT,CG,south-of-sahara,2014,10000,3606.243652,14.41
AT,CI,south-of-sahara,2014,60000,593.447647,8.88
AT,CL,south-america,2014,470000,4463.211668,0.45
AT,CM,south-of-sahara,2014,280000,528.4964778,7.65
AT,CN,far-east-asia,2014,12230000,2761.38428,0.35
AT,CO,south-america,2014,860000,3442.740754,2.31
AT,CR,north-central-america,2014,120000,1864.084445,0.69
AT,CU,north-central-america,2014,140000,,
AT,CV,south-of-sahara,2014,260000,1652.206178,1.54
AT,DO,north-central-america,2014,30000,1566.258409,0.56
AT,DZ,north-of-sahara,2014,160000,4882.450902,
AT,EC,south-america,2014,3920000,,1.43
AT,EG,north-of-sahara,2014,3050000,2359.046971,
AT,ET,south-of-sahara,2014,9670000,197.4291038,5.58
AT,GA,south-of-sahara,2014,90000,6935.538255,1.48
AT,GE,south-central-asia,2014,3420000,2031.023938,2.89
AT,GH,south-of-sahara,2014,3260000,563.9305736,3.74
AT,GM,south-of-sahara,2014,80000,318.6848547,17.39
AT,GN,south-of-sahara,2014,30000,295.6081452,10.45
AT,GQ,south-of-sahara,2014,20000,11813.64919,
AT,GT,north-central-america,2014,5450000,762.5523742,2.72
AT,HN,north-central-america,2014,4360000,833.0776843,6.01
AT,HT,north-central-america,2014,50000,314.8417459,28.21
AT,ID,far-east-asia,2014,860000,1602.390638,1.25
AT,IN,south-central-asia,2014,2710000,1057.367754,3.22
AT,IQ,middle-east,2014,2930000,7870.601775,
AT,IR,middle-east,2014,9480000,1358.356331,0.03
AT,JO,middle-east,2014,560000,3067.945272,
AT,KE,south-of-sahara,2014,2060000,522.4070478,8.26
AT,KG,south-central-asia,2014,390000,924.8150505,0.23
AT,KH,far-east-asia,2014,90000,574.3304846,0.22
AT,KZ,south-central-asia,2014,1230000,5875.459425,0.01
AT,LA,far-east-asia,2014,1420000,924.300233,3.22
AT,LB,middle-east,2014,630000,3620.117506,
AT,LK,south-central-asia,2014,2020000,1220.644501,0.27
AT,LY,north-of-sahara,2014,260000,17299.26426,
AT,MA,north-of-sahara,2014,240000,2083.556049,0.24
AT,MD,europe,2014,4740000,1718.869135,0
AT,ME,europe,2014,810000,6361.952358,0
AT,MG,south-of-sahara,2014,40000,159.4931144,39.45
AT,MK,europe,2014,2160000,3694.452957,0.39
AT,ML,south-of-sahara,2014,410000,350.2844727,16.67
AT,MM,south-central-asia,2014,106950000,832.0768801,
AT,MN,far-east-asia,2014,1710000,3062.959833,0.03
AT,MR,south-of-sahara,2014,10000,901.8339961,1.4
AT,MU,south-of-sahara,2014,10000,3890.826917,0.09
AT,MV,south-central-asia,2014,20000,4501.607325,1
AT,MW,south-of-sahara,2014,80000,160.3880982,32.64
AT,MX,north-central-america,2014,1730000,3841.954013,0.81
AT,MY,far-east-asia,2014,110000,5036.362191,0.01
AT,MZ,south-of-sahara,2014,7090000,342.6373569,25.25
AT,NA,south-of-sahara,2014,40000,2211.274238,5.14
AT,NE,south-of-sahara,2014,60000,271.3522114,13.69
AT,NG,south-of-sahara,2014,860000,537.2427466,19.6
AT,NI,north-central-america,2014,2340000,764.1358941,1.57
AT,NP,south-central-asia,2014,1920000,453.9366715,1.62
AT,PE,south-america,2014,900000,2540.458501,0.79
AT,PG,oceania,2014,240000,649.7068562,11.92
AT,PH,far-east-asia,2014,2270000,1258.072546,2.36
AT,PK,south-central-asia,2014,1760000,644.3624278,1.02
AT,PS,middle-east,2014,8290000,,0.02
AT,PY,south-america,2014,260000,1463.832611,0.85
AT,RS,europe,2014,11550000,4965.47421,0.04
AT,RW,south-of-sahara,2014,140000,388.7083503,23.77
AT,SD,south-of-sahara,2014,300000,282.4759897,2.43
AT,SL,south-of-sahara,2014,770000,241.2416574,8.06
AT,SN,south-of-sahara,2014,2160000,557.9117363,12.48
AT,SO,south-of-sahara,2014,150000,,
AT,SR,south-america,2014,10000,3957.947304,14.23
AT,SS,south-of-sahara,2014,1360000,567.3686963,37.87
AT,ST,south-of-sahara,2014,10000,905.7670922,7.07
AT,SV,north-central-america,2014,840000,1468.023047,0.64
AT,SY,middle-east,2014,1510000,,
AT,TD,south-of-sahara,2014,270000,473.6715733,13.65
AT,TG,south-of-sahara,2014,70000,334.1356456,21.5
AT,TH,far-east-asia,2014,920000,3128.244897,0
AT,TJ,south-central-asia,2014,7450000,601.1267643,4.06
AT,TM,south-central-asia,2014,20000,,0.31
AT,TN,north-of-sahara,2014,590000,2460.673748,0.17
AT,TR,europe,2014,30350000,3873.549488,0.06
AT,TZ,south-of-sahara,2014,2770000,356.5035176,13
AT,UA,europe,2014,8460000,2955.978764,0
AT,UG,south-of-sahara,2014,12160000,232.2260669,10.3
AT,UZ,south-central-asia,2014,330000,1352.402668,6.36
AT,VE,south-america,2014,300000,,6.35
AT,VN,far-east-asia,2014,5080000,1074.575576,0.62
AT,XK,europe,2014,13280000,2237.883359,0.19
AT,YE,middle-east,2014,120000,811.5828888,
AT,ZA,south-of-sahara,2014,400000,2780.813654,4.75
AT,ZM,south-of-sahara,2014,20000,681.7323935,28.32
AT,ZW,south-of-sahara,2014,350000,554.6738781,3.93
AU,AF,south-central-asia,2014,148780000,433.2771409,
AU,AG,north-central-america,2014,60000,4677.349638,
AU,AO,south-of-sahara,2014,120000,2683.789473,8.56
AU,AR,south-america,2014,1010000,,0.97
AU,BA,europe,2014,0,4449.800136,0.02
AU,BD,south-central-asia,2014,85730000,327.2895335,1.85
AU,BF,south-of-sahara,2014,110000,441.7313347,11.07
AU,BI,south-of-sahara,2014,960000,201.1872953,30.6
AU,BJ,south-of-sahara,2014,50000,389.5444168,17.24
AU,BO,south-america,2014,150000,2042.524714,3.24
AU,BR,south-america,2014,360000,4975.419651,1.72
AU,BT,south-central-asia,2014,11180000,1734.158445,0.23
AU,BW,south-of-sahara,2014,1280000,4621.146712,3.83
AU,BZ,north-central-america,2014,550000,2139.172641,5.58
AU,CD,south-of-sahara,2014,4620000,108.1632299,38.05
AU,CF,south-of-sahara,2014,3710000,42.10504943,47.3
AU,CG,south-of-sahara,2014,160000,3606.243652,14.41
AU,CI,south-of-sahara,2014,120000,593.447647,8.88
AU,CK,oceania,2014,2740000,,
AU,CL,south-america,2014,930000,4463.211668,0.45
AU,CM,south-of-sahara,2014,830000,528.4964778,7.65
AU,CN,far-east-asia,2014,11960000,2761.38428,0.35
AU,CO,south-america,2014,590000,3442.740754,2.31
AU,CR,north-central-america,2014,360000,1864.084445,0.69
AU,CU,north-central-america,2014,20000,,
AU,CV,south-of-sahara,2014,120000,1652.206178,1.54
AU,DJ,south-of-sahara,2014,60000,1007.06352,7.51
AU,DM,north-central-america,2014,320000,3029.51615,
AU,DO,north-central-america,2014,370000,1566.258409,0.56
AU,DZ,north-of-sahara,2014,240000,4882.450902,
AU,EC,south-america,2014,200000,,1.43
AU,EG,north-of-sahara,2014,3620000,2359.046971,
AU,ET,south-of-sahara,2014,9940000,197.4291038,5.58
AU,FJ,oceania,2014,49680000,2231.330461,0.75
AU,FM,oceania,2014,3660000,1948.205418,6.35
AU,GA,south-of-sahara,2014,10000,6935.538255,1.48
AU,GD,north-central-america,2014,130000,2880.583614,
AU,GE,south-central-asia,2014,10000,2031.023938,2.89
AU,GH,south-of-sahara,2014,3090000,563.9305736,3.74
AU,GM,south-of-sahara,2014,420000,318.6848547,17.39
AU,GN,south-of-sahara,2014,70000,295.6081452,10.45
AU,GQ,south-of-sahara,2014,10000,11813.64919,
AU,GT,north-central-america,2014,260000,762.5523742,2.72
AU,GY,south-america,2014,250000,1919.193304,2.3
AU,HN,north-central-america,2014,210000,833.0776843,6.01
AU,HT,north-central-america,2014,60000,314.8417459,28.21
AU,ID,far-east-asia,2014,454430000,1602.390638,1.25
AU,IN,south-central-asia,2014,12320000,1057.367754,3.22
AU,IQ,middle-east,2014,9750000,7870.601775,
AU,IR,middle-east,2014,540000,1358.356331,0.03
AU,JM,north-central-america,2014,180000,1953.968251,0.41
AU,JO,middle-east,2014,9890000,3067.945272,
AU,KE,south-of-sahara,2014,8670000,522.4070478,8.26
AU,KH,far-east-asia,2014,79060000,574.3304846,0.22
AU,KI,oceania,2014,24530000,1276.460925,4.25
AU,KM,south-of-sahara,2014,100000,351.989925,3.88
AU,KP,far-east-asia,2014,2760000,,
AU,LA,far-east-asia,2014,52810000,924.300233,3.22
AU,LB,middle-east,2014,10080000,3620.117506,
AU,LC,north-central-america,2014,260000,3247.586914,10.24
AU,LK,south-central-asia,2014,50900000,1220.644501,0.27
AU,LR,south-of-sahara,2014,1990000,222.891342,19.81
AU,LS,south-of-sahara,2014,1150000,1373.948991,29.16
AU,MA,north-of-sahara,2014,350000,2083.556049,0.24
AU,ME,europe,2014,0,6361.952358,0
AU,MG,south-of-sahara,2014,200000,159.4931144,39.45
AU,MH,oceania,2014,2910000,1946.19845,
AU,MK,europe,2014,0,3694.452957,0.39
AU,ML,south-of-sahara,2014,300000,350.2844727,16.67
AU,MM,south-central-asia,2014,89000000,832.0768801,
AU,MN,far-east-asia,2014,13850000,3062.959833,0.03
AU,MR,south-of-sahara,2014,30000,901.8339961,1.4
AU,MU,south-of-sahara,2014,510000,3890.826917,0.09
AU,MV,south-central-asia,2014,5490000,4501.607325,1
AU,MW,south-of-sahara,2014,5620000,160.3880982,32.64
AU,MX,north-central-america,2014,1770000,3841.954013,0.81
AU,MY,far-east-asia,2014,2100000,5036.362191,0.01
AU,MZ,south-of-sahara,2014,4440000,342.6373569,25.25
AU,NA,south-of-sahara,2014,890000,2211.274238,5.14
AU,NE,south-of-sahara,2014,330000,271.3522114,13.69
AU,NG,south-of-sahara,2014,2380000,537.2427466,19.6
AU,NI,north-central-america,2014,140000,764.1358941,1.57
AU,NP,south-central-asia,2014,13610000,453.9366715,1.62
AU,NR,oceania,2014,15400000,,
AU,NU,oceania,2014,2060000,,
AU,PA,north-central-america,2014,70000,3285.75899,1.21
AU,PE,south-america,2014,1660000,2540.458501,0.79
AU,PG,oceania,2014,418310000,649.7068562,11.92
AU,PH,far-east-asia,2014,132050000,1258.072546,2.36
AU,PK,south-central-asia,2014,74590000,644.3624278,1.02
AU,PS,middle-east,2014,59860000,,0.02
AU,PW,oceania,2014,3260000,5143.720834,
AU,PY,south-america,2014,160000,1463.832611,0.85
AU,RS,europe,2014,20000,4965.47421,0.04
AU,RW,south-of-sahara,2014,1400000,388.7083503,23.77
AU,SB,oceania,2014,138940000,805.4454951,11.24
AU,SC,south-of-sahara,2014,740000,8471.925914,0.43
AU,SD,south-of-sahara,2014,1960000,282.4759897,2.43
AU,SL,south-of-sahara,2014,1610000,241.2416574,8.06
AU,SN,south-of-sahara,2014,50000,557.9117363,12.48
AU,SO,south-of-sahara,2014,13070000,,
AU,SR,south-america,2014,250000,3957.947304,14.23
AU,SS,south-of-sahara,2014,22990000,567.3686963,37.87
AU,ST,south-of-sahara,2014,60000,905.7670922,7.07
AU,SV,north-central-america,2014,180000,1468.023047,0.64
AU,SY,middle-east,2014,9920000,,
AU,SZ,south-of-sahara,2014,1020000,2273.540502,16.01
AU,TD,south-of-sahara,2014,50000,473.6715733,13.65
AU,TG,south-of-sahara,2014,120000,334.1356456,21.5
AU,TH,far-east-asia,2014,6000000,3128.244897,0
AU,TK,oceania,2014,600000,,
AU,TL,far-east-asia,2014,89640000,3856.610397,4.24
AU,TN,north-of-sahara,2014,340000,2460.673748,0.17
AU,TO,oceania,2014,22920000,1446.715015,0.21
AU,TR,europe,2014,60000,3873.549488,0.06
AU,TV,oceania,2014,7210000,3838.362565,0.42
AU,TZ,south-of-sahara,2014,5780000,356.5035176,13
AU,UA,europe,2014,20000,2955.978764,0
AU,UG,south-of-sahara,2014,3580000,232.2260669,10.3
AU,UY,south-america,2014,120000,5888.981795,0.09
AU,VC,north-central-america,2014,500000,3004.519982,
AU,VE,south-america,2014,90000,,6.35
AU,VN,far-east-asia,2014,125800000,1074.575576,0.62
AU,VU,oceania,2014,55250000,591.6184675,3.45
AU,WF,oceania,2014,60000,,
AU,WS,oceania,2014,27120000,1960.350456,0.14
AU,YE,middle-east,2014,1840000,811.5828888,
AU,ZA,south-of-sahara,2014,2440000,2780.813654,4.75
AU,ZM,south-of-sahara,2014,3300000,681.7323935,28.32
AU,ZW,south-of-sahara,2014,15040000,554.6738781,3.93
badea,BF,south-of-sahara,2014,3960000,441.7313347,11.07
badea,BI,south-of-sahara,2014,3990000,201.1872953,30.6
badea,BJ,south-of-sahara,2014,7760000,389.5444168,17.24
badea,CD,south-of-sahara,2014,3650000,108.1632299,38.05
badea,CG,south-of-sahara,2014,410000,3606.243652,14.41
badea,CI,south-of-sahara,2014,7390000,593.447647,8.88
badea,CM,south-of-sahara,2014,4420000,528.4964778,7.65
badea,CV,south-of-sahara,2014,7790000,1652.206178,1.54
badea,ER,south-of-sahara,2014,100000,,
badea,ET,south-of-sahara,2014,3890000,197.4291038,5.58
badea,GH,south-of-sahara,2014,2200000,563.9305736,3.74
badea,GM,south-of-sahara,2014,4280000,318.6848547,17.39
badea,GN,south-of-sahara,2014,6290000,295.6081452,10.45
badea,KE,south-of-sahara,2014,1030000,522.4070478,8.26
badea,LS,south-of-sahara,2014,7160000,1373.948991,29.16
badea,MG,south-of-sahara,2014,3870000,159.4931144,39.45
badea,ML,south-of-sahara,2014,6850000,350.2844727,16.67
badea,MU,south-of-sahara,2014,1750000,3890.826917,0.09
badea,MW,south-of-sahara,2014,3260000,160.3880982,32.64
badea,MZ,south-of-sahara,2014,10160000,342.6373569,25.25
badea,NE,south-of-sahara,2014,3390000,271.3522114,13.69
badea,NG,south-of-sahara,2014,1740000,537.2427466,19.6
badea,RW,south-of-sahara,2014,2250000,388.7083503,23.77
badea,SC,south-of-sahara,2014,2210000,8471.925914,0.43
badea,SL,south-of-sahara,2014,2400000,241.2416574,8.06
badea,SN,south-of-sahara,2014,8330000,557.9117363,12.48
badea,ST,south-of-sahara,2014,310000,905.7670922,7.07
badea,SZ,south-of-sahara,2014,1540000,2273.540502,16.01
badea,TD,south-of-sahara,2014,1700000,473.6715733,13.65
badea,TG,south-of-sahara,2014,1710000,334.1356456,21.5
badea,TZ,south-of-sahara,2014,3810000,356.5035176,13
badea,UG,south-of-sahara,2014,3620000,232.2260669,10.3
BE,AF,south-central-asia,2014,5340000,433.2771409,
BE,AM,south-central-asia,2014,240000,1647.91692,0.41
BE,AO,south-of-sahara,2014,330000,2683.789473,8.56
BE,AR,south-america,2014,20000,,0.97
BE,BA,europe,2014,160000,4449.800136,0.02
BE,BD,south-central-asia,2014,1670000,327.2895335,1.85
BE,BF,south-of-sahara,2014,10570000,441.7313347,11.07
BE,BI,south-of-sahara,2014,62410000,201.1872953,30.6
BE,BJ,south-of-sahara,2014,21250000,389.5444168,17.24
BE,BO,south-america,2014,18650000,2042.524714,3.24
BE,BR,south-america,2014,2880000,4975.419651,1.72
BE,CD,south-of-sahara,2014,150610000,108.1632299,38.05
BE,CF,south-of-sahara,2014,6450000,42.10504943,47.3
BE,CG,south-of-sahara,2014,10000,3606.243652,14.41
BE,CI,south-of-sahara,2014,590000,593.447647,8.88
BE,CL,south-america,2014,420000,4463.211668,0.45
BE,CM,south-of-sahara,2014,9560000,528.4964778,7.65
BE,CN,far-east-asia,2014,1460000,2761.38428,0.35
BE,CO,south-america,2014,2950000,3442.740754,2.31
BE,CU,north-central-america,2014,3480000,,
BE,DO,north-central-america,2014,500000,1566.258409,0.56
BE,DZ,north-of-sahara,2014,9110000,4882.450902,
BE,EC,south-america,2014,19450000,,1.43
BE,EG,north-of-sahara,2014,950000,2359.046971,
BE,ET,south-of-sahara,2014,3360000,197.4291038,5.58
BE,GH,south-of-sahara,2014,2720000,563.9305736,3.74
BE,GM,south-of-sahara,2014,270000,318.6848547,17.39
BE,GN,south-of-sahara,2014,3740000,295.6081452,10.45
BE,GT,north-central-america,2014,3920000,762.5523742,2.72
BE,GW,south-of-sahara,2014,470000,278.3856502,30.73
BE,HN,north-central-america,2014,2310000,833.0776843,6.01
BE,HT,north-central-america,2014,7950000,314.8417459,28.21
BE,ID,far-east-asia,2014,2790000,1602.390638,1.25
BE,IN,south-central-asia,2014,2990000,1057.367754,3.22
BE,IQ,middle-east,2014,490000,7870.601775,
BE,JM,north-central-america,2014,2220000,1953.968251,0.41
BE,JO,middle-east,2014,90000,3067.945272,
BE,KE,south-of-sahara,2014,11750000,522.4070478,8.26
BE,KH,far-east-asia,2014,4850000,574.3304846,0.22
BE,KM,south-of-sahara,2014,150000,351.989925,3.88
BE,LA,far-east-asia,2014,1810000,924.300233,3.22
BE,LB,middle-east,2014,580000,3620.117506,
BE,LK,south-central-asia,2014,3830000,1220.644501,0.27
BE,LR,south-of-sahara,2014,7000000,222.891342,19.81
BE,LY,north-of-sahara,2014,100000,17299.26426,
BE,MA,north-of-sahara,2014,19570000,2083.556049,0.24
BE,MD,europe,2014,10000,1718.869135,0
BE,MG,south-of-sahara,2014,3190000,159.4931144,39.45
BE,ML,south-of-sahara,2014,19340000,350.2844727,16.67
BE,MM,south-central-asia,2014,7740000,832.0768801,
BE,MN,far-east-asia,2014,40000,3062.959833,0.03
BE,MR,south-of-sahara,2014,580000,901.8339961,1.4
BE,MW,south-of-sahara,2014,8340000,160.3880982,32.64
BE,MX,north-central-america,2014,80000,3841.954013,0.81
BE,MY,far-east-asia,2014,10000,5036.362191,0.01
BE,MZ,south-of-sahara,2014,21090000,342.6373569,25.25
BE,NA,south-of-sahara,2014,200000,2211.274238,5.14
BE,NE,south-of-sahara,2014,17380000,271.3522114,13.69
BE,NG,south-of-sahara,2014,150000,537.2427466,19.6
BE,NI,north-central-america,2014,2800000,764.1358941,1.57
BE,NP,south-central-asia,2014,1340000,453.9366715,1.62
BE,PE,south-america,2014,23910000,2540.458501,0.79
BE,PH,far-east-asia,2014,8680000,1258.072546,2.36
BE,PK,south-central-asia,2014,420000,644.3624278,1.02
BE,PS,middle-east,2014,20660000,,0.02
BE,RS,europe,2014,260000,4965.47421,0.04
BE,RW,south-of-sahara,2014,42190000,388.7083503,23.77
BE,SC,south-of-sahara,2014,10000,8471.925914,0.43
BE,SD,south-of-sahara,2014,910000,282.4759897,2.43
BE,SL,south-of-sahara,2014,1370000,241.2416574,8.06
BE,SN,south-of-sahara,2014,19470000,557.9117363,12.48
BE,SO,south-of-sahara,2014,20000,,
BE,SR,south-america,2014,1910000,3957.947304,14.23
BE,SS,south-of-sahara,2014,5730000,567.3686963,37.87
BE,SV,north-central-america,2014,2400000,1468.023047,0.64
