id,bundle,year,value
ifad,mixed-project-aid,2015,144465348.00
ifad,non-transfer,2015,21399164.10
IL,cash-grant,2015,110000.00
IL,mixed-project-aid,2015,178158868.90
imf-concessional-trust-funds,cash-loan-equity,2015,1364757250.00
imf-concessional-trust-funds,non-transfer,2015,107004400.00
international-labour-organisation,cash-grant,2015,5682110.00
international-labour-organisation,mixed-project-aid,2015,215669300.00
international-labour-organisation,non-transfer,2015,40742210.00
international-labour-organisation,technical-ooperation,2015,23641800.00
IS,cash-grant,2015,15443609.00
IS,commodities-food,2015,496143.00
IS,mixed-project-aid,2015,5697450.00
IS,non-transfer,2015,7388732.00
IS,technical-ooperation,2015,2016708.00
islamic-dev-bank,cash-loan-equity,2015,194857180.00
islamic-dev-bank,mixed-project-aid,2015,0.00
IT,cash-grant,2015,480613229.50
IT,cash-loan-equity,2015,98507869.80
IT,commodities-food,2015,11881702.98
IT,gpgs-nngos,2015,52382.85
IT,mixed-project-aid,2015,67918722.22
IT,non-transfer,2015,1110221654.78
IT,technical-ooperation,2015,113524235.50
JP,cash-grant,2015,1357862750.31
JP,cash-loan-equity,2015,6943171895.52
JP,commodities-food,2015,455871945.66
JP,gpgs-nngos,2015,271964.00
JP,mixed-project-aid,2015,774725769.20
JP,non-transfer,2015,687617982.27
JP,technical-ooperation,2015,1753712621.83
KR,cash-grant,2015,228903615.00
KR,cash-loan-equity,2015,642482067.00
KR,commodities-food,2015,1989448.00
KR,gpgs-nngos,2015,10541873.00
KR,mixed-project-aid,2015,185034776.00
KR,non-transfer,2015,155724864.60
KR,technical-ooperation,2015,386574065.00
KW,cash-grant,2015,577030.00
KW,cash-loan-equity,2015,471628200.70
KW,commodities-food,2015,1456810.00
KW,mixed-project-aid,2015,153197571.10
KW,non-transfer,2015,0.00
KW,technical-ooperation,2015,4855225.10
KZ,cash-grant,2015,17161216.78
KZ,mixed-project-aid,2015,16863923.00
LI,mixed-project-aid,2015,19051100.00
LT,cash-grant,2015,972375.16
LT,gpgs-nngos,2015,7379.38
LT,mixed-project-aid,2015,1297153.04
LT,non-transfer,2015,5925864.21
LT,technical-ooperation,2015,1605092.48
LU,cash-grant,2015,66159992.14
LU,commodities-food,2015,2396028.10
LU,gpgs-nngos,2015,1308930.31
LU,mixed-project-aid,2015,63376658.57
LU,non-transfer,2015,22209559.61
LU,technical-ooperation,2015,107226877.45
LV,cash-grant,2015,75430.00
LV,mixed-project-aid,2015,1567514.00
LV,non-transfer,2015,565677.00
montreal-protocol,mixed-project-aid,2015,45297760.00
MT,cash-grant,2015,61009.40
MT,commodities-food,2015,14795.30
MT,mixed-project-aid,2015,2750983.68
MT,non-transfer,2015,5188975.38
NL,cash-grant,2015,1480769771.63
NL,cash-loan-equity,2015,0.00
NL,commodities-food,2015,77458044.60
NL,gpgs-nngos,2015,45825757.37
NL,mixed-project-aid,2015,581401368.49
NL,non-transfer,2015,1749967552.97
NL,technical-ooperation,2015,320581725.51
NO,cash-grant,2015,1445651221.90
NO,commodities-food,2015,73796990.20
NO,gpgs-nngos,2015,75462039.40
NO,mixed-project-aid,2015,772901616.45
NO,non-transfer,2015,739771871.08
NO,technical-ooperation,2015,226009663.30
nordic-dev-fund,cash-grant,2015,4991681.00
nordic-dev-fund,cash-loan-equity,2015,2582196.00
nordic-dev-fund,mixed-project-aid,2015,31127202.43
nordic-dev-fund,technical-ooperation,2015,485235.80
NZ,cash-grant,2015,116349826.21
NZ,commodities-food,2015,139451.00
NZ,gpgs-nngos,2015,1260111.50
NZ,mixed-project-aid,2015,87572974.58
NZ,non-transfer,2015,97198956.82
NZ,technical-ooperation,2015,56843552.71
ofid,cash-grant,2015,3265740.00
ofid,cash-loan-equity,2015,371918263.72
ofid,commodities-food,2015,750000.00
ofid,mixed-project-aid,2015,16488300.00
ofid,non-transfer,2015,715730.00
ofid,technical-ooperation,2015,2334270.00
osce,cash-grant,2015,9719782.00
osce,mixed-project-aid,2015,105262519.70
PL,cash-grant,2015,13020661.55
PL,cash-loan-equity,2015,41378300.00
PL,commodities-food,2015,1431396.60
PL,mixed-project-aid,2015,6478035.10
PL,non-transfer,2015,43500021.22
PL,technical-ooperation,2015,19076367.48
PT,cash-grant,2015,9770549.60
PT,cash-loan-equity,2015,71898207.60
PT,commodities-food,2015,49689.39
PT,mixed-project-aid,2015,25939453.32
PT,non-transfer,2015,41282626.61
PT,technical-ooperation,2015,42677926.79
RO,cash-grant,2015,250143.40
RO,commodities-food,2015,112357.00
RO,mixed-project-aid,2015,1627186.14
RO,non-transfer,2015,30011332.03
RO,technical-ooperation,2015,1152623.54
RU,cash-grant,2015,2011140.00
RU,mixed-project-aid,2015,484086305.00
RU,non-transfer,2015,416044730.00
SA,cash-loan-equity,2015,457414000.00
SA,mixed-project-aid,2015,6495653150.00
SE,cash-grant,2015,1381547599.93
SE,cash-loan-equity,2015,0.00
SE,commodities-food,2015,21513253.40
SE,gpgs-nngos,2015,8208287.32
SE,mixed-project-aid,2015,411603087.98
SE,non-transfer,2015,2662370241.28
SE,technical-ooperation,2015,422865743.19
SI,cash-grant,2015,2147749.78
SI,commodities-food,2015,33277.90
SI,mixed-project-aid,2015,3799684.71
SI,non-transfer,2015,16188325.37
SI,technical-ooperation,2015,2932310.40
SK,cash-grant,2015,4795107.96
SK,commodities-food,2015,2462.56
SK,gpgs-nngos,2015,35684.91
SK,mixed-project-aid,2015,3753100.19
SK,non-transfer,2015,6029324.74
SK,technical-ooperation,2015,4508675.08
TH,cash-loan-equity,2015,34632000.00
TH,mixed-project-aid,2015,36153550.33
TL,cash-grant,2015,440000.00
TL,mixed-project-aid,2015,3560000.00
TR,cash-loan-equity,2015,7000000.00
TR,commodities-food,2015,940000.00
TR,mixed-project-aid,2015,3356750000.00
TR,technical-ooperation,2015,731210000.00
TW,cash-loan-equity,2015,12010000.00
TW,mixed-project-aid,2015,213030000.00
unaids,cash-grant,2015,14146059.00
unaids,mixed-project-aid,2015,227171464.00
undp,cash-grant,2015,9573929.94
undp,commodities-food,2015,82353.30
undp,mixed-project-aid,2015,405227336.64
undp,non-transfer,2015,98673.81
undp,technical-ooperation,2015,5364270.94
unece,cash-grant,2015,2425600.00
unece,mixed-project-aid,2015,11334900.00
unece,technical-ooperation,2015,0.00
unep,mixed-project-aid,2015,109326840.00
unep,non-transfer,2015,15848700.00
unfpa,cash-grant,2015,270159.57
unfpa,mixed-project-aid,2015,313003950.72
unhcr,mixed-project-aid,2015,398556718.12
unhcr,non-transfer,2015,62166800.00
unicef,cash-grant,2015,4255355.02
unicef,commodities-food,2015,4823168.06
unicef,mixed-project-aid,2015,1074678277.49
unicef,non-transfer,2015,312130000.00
unicef,technical-ooperation,2015,6039082.75
unpbf,cash-grant,2015,446502.90
unpbf,mixed-project-aid,2015,71127308.10
unpbf,technical-ooperation,2015,179324.30
unrwa,mixed-project-aid,2015,640193800.00
unrwa,non-transfer,2015,131185860.00
US,cash-grant,2015,6135993417.00
US,cash-loan-equity,2015,0.00
US,commodities-food,2015,2629866471.00
US,gpgs-nngos,2015,722286384.00
US,mixed-project-aid,2015,11919103431.00
US,non-transfer,2015,3509056531.00
US,technical-ooperation,2015,2486027363.00
wfp,commodities-food,2015,178003744.00
wfp,mixed-project-aid,2015,108565503.00
who,commodities-food,2015,23932075.85
who,mixed-project-aid,2015,640031025.39
