"from_di_id","entity_from_name","to_di_id","entity_to_name","year","sector","bundle","channel","value"
"DE","Germany","africa","Africa, regional",1975,"other","oof-loan","unspecified",62405200
"DE","Germany","africa","Africa, regional",1980,"other","oof-loan","unspecified",32695900
"DE","Germany","africa","Africa, regional",1981,"other","oof-loan","unspecified",24201100
"DE","Germany","africa","Africa, regional",1982,"other","oof-loan","unspecified",45033500
"DE","Germany","africa","Africa, regional",1983,"other","oof-loan","unspecified",21387000
"DE","Germany","africa","Africa, regional",1984,"other","oof-loan","unspecified",289157000
"DE","Germany","africa","Africa, regional",1985,"other","oof-loan","unspecified",17130200
"DE","Germany","africa","Africa, regional",1986,"other","oof-loan","unspecified",42148300
"DE","Germany","africa","Africa, regional",1987,"other","oof-loan","unspecified",195514000
"DE","Germany","africa","Africa, regional",1988,"other","oof-loan","unspecified",2629320000
"DE","Germany","africa","Africa, regional",1990,"other","oof-loan","unspecified",102730000
"FR","France","africa","Africa, regional",1990,"other","oof-loan","unspecified",192870000
"JP","Japan","africa","Africa, regional",1990,"other","oof-loan","unspecified",56606000
"US","USA","africa","Africa, regional",1990,"other","oof-loan","unspecified",1668570
"BE","Belgium","africa","Africa, regional",1991,"other","oof-loan","unspecified",6123900
"DE","Germany","africa","Africa, regional",1991,"other","oof-loan","unspecified",15405600
"FR","France","africa","Africa, regional",1991,"other","oof-loan","unspecified",106643000
"JP","Japan","africa","Africa, regional",1991,"other","oof-loan","unspecified",86173000
"US","USA","africa","Africa, regional",1991,"other","oof-loan","unspecified",1408120
"BE","Belgium","africa","Africa, regional",1992,"other","oof-loan","unspecified",1935470
"DE","Germany","africa","Africa, regional",1992,"other","oof-loan","unspecified",17651300
"FR","France","africa","Africa, regional",1992,"other","oof-loan","unspecified",56580400
"JP","Japan","africa","Africa, regional",1992,"other","oof-loan","unspecified",10673900
"BE","Belgium","africa","Africa, regional",1993,"other","oof-loan","unspecified",11257700
"DE","Germany","africa","Africa, regional",1993,"other","oof-loan","unspecified",193020000
"FR","France","africa","Africa, regional",1993,"other","oof-loan","unspecified",128117000
"BE","Belgium","africa","Africa, regional",1994,"other","oof-loan","unspecified",11893900
"DE","Germany","africa","Africa, regional",1994,"other","oof-loan","unspecified",186189000
"FR","France","africa","Africa, regional",1994,"other","oof-loan","unspecified",1063115500
"BE","Belgium","africa","Africa, regional",1995,"other","oof-loan","unspecified",3622400
"DE","Germany","africa","Africa, regional",1995,"other","oof-loan","unspecified",74668900
"FR","France","africa","Africa, regional",1995,"other","oof-loan","unspecified",372264415
"FR","France","africa","Africa, regional",1995,"banking-and-business","oof-loan","unspecified",2528290
"JP","Japan","africa","Africa, regional",1995,"other","oof-loan","unspecified",59568500
"PT","Portugal","africa","Africa, regional",1995,"other","oof-loan","unspecified",42211700
"BE","Belgium","africa","Africa, regional",1996,"other","oof-loan","unspecified",1741760
"DE","Germany","africa","Africa, regional",1996,"other","oof-loan","unspecified",449587155
"FR","France","africa","Africa, regional",1996,"industry-and-trade","oof-loan","unspecified",6768910
"FR","France","africa","Africa, regional",1996,"other","oof-loan","unspecified",160043197
"FR","France","africa","Africa, regional",1996,"banking-and-business","oof-loan","unspecified",3041750
"FR","France","africa","Africa, regional",1996,"other-social-services","oof-loan","unspecified",518835
"JP","Japan","africa","Africa, regional",1996,"other","oof-loan","unspecified",15568800
"DE","Germany","africa","Africa, regional",1997,"other","oof-loan","unspecified",18108000
"FR","France","africa","Africa, regional",1997,"banking-and-business","oof-loan","unspecified",11845200
"FR","France","africa","Africa, regional",1997,"other","oof-loan","unspecified",29434900
"DE","Germany","africa","Africa, regional",1998,"other","oof-loan","unspecified",2825820
"FR","France","africa","Africa, regional",1998,"other","oof-loan","unspecified",2144460
"JP","Japan","africa","Africa, regional",1998,"other","oof-loan","unspecified",17096800
"FR","France","africa","Africa, regional",1999,"other","oof-loan","unspecified",35122700
"DE","Germany","africa","Africa, regional",2000,"other","oof-loan","unspecified",505782
"FR","France","africa","Africa, regional",2000,"other","oof-loan","unspecified",13152400
"JP","Japan","africa","Africa, regional",2000,"other","oof-loan","unspecified",33283000
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2001,"banking-and-business","oof-loan","public-sector-unknown",5562287
"DE","Germany","africa","Africa, regional",2001,"other","oof-loan","unspecified",8369900
"JP","Japan","africa","Africa, regional",2001,"other","oof-loan","unspecified",60059900
"PT","Portugal","africa","Africa, regional",2001,"other","oof-loan","unspecified",3483100
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2002,"banking-and-business","oof-loan","public-sector-unknown",11197020
"FR","France","africa","Africa, regional",2002,"other","oof-loan","unspecified",215567
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2003,"banking-and-business","oof-loan","public-sector-unknown",3656500
"FR","France","africa","Africa, regional",2003,"other","oof-loan","unspecified",6034930
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2004,"banking-and-business","oof-loan","public-sector-unknown",24217900
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2004,"industry-and-trade","oof-loan","other",98539200
"FR","France","africa","Africa, regional",2004,"other","oof-loan","unspecified",46916900
"US","USA","africa","Africa, regional",2004,"other","oof-loan","unspecified",346096000
"BE","Belgium","africa","Africa, regional",2005,"other","oof-loan","unspecified",53190022
"EU","European Union","africa","Africa, regional",2005,"other","oof-loan","unspecified",6382910
"FI","Finland","africa","Africa, regional",2005,"other","oof-loan","unspecified",7599610
"FR","France","africa","Africa, regional",2005,"other","oof-loan","unspecified",11326100
"NL","Netherlands","africa","Africa, regional",2005,"other","oof-loan","unspecified",3670870
"US","USA","africa","Africa, regional",2005,"other","oof-loan","unspecified",347921550
"AU","Australia","africa","Africa, regional",2006,"other","oof-grant","unspecified",2472260
"BE","Belgium","africa","Africa, regional",2006,"other","oof-loan","unspecified",14371500
"FI","Finland","africa","Africa, regional",2006,"other","oof-loan","unspecified",1963070
"FR","France","africa","Africa, regional",2006,"other","oof-loan","unspecified",7638880
"NL","Netherlands","africa","Africa, regional",2006,"other","oof-loan","unspecified",43810100
"US","USA","africa","Africa, regional",2006,"other","oof-loan","unspecified",285805853
"AU","Australia","africa","Africa, regional",2007,"other","oof-grant","unspecified",4563840
"BE","Belgium","africa","Africa, regional",2007,"other","oof-loan","unspecified",3096170
"DE","Germany","africa","Africa, regional",2007,"other","oof-loan","unspecified",77115120
"FI","Finland","africa","Africa, regional",2007,"other","oof-loan","unspecified",6290460
"FR","France","africa","Africa, regional",2007,"other","oof-loan","unspecified",16105400
"GB","United Kingdom","africa","Africa, regional",2007,"other","oof-loan","unspecified",7414990
"KR","South Korea","africa","Africa, regional",2007,"other","oof-loan","unspecified",3824540
"US","USA","africa","Africa, regional",2007,"other","oof-loan","unspecified",2712090
"AU","Australia","africa","Africa, regional",2008,"other","oof-grant","unspecified",3321830
"BE","Belgium","africa","Africa, regional",2008,"other","oof-loan","unspecified",29788800
"DE","Germany","africa","Africa, regional",2008,"other","oof-loan","unspecified",33466990
"DE","Germany","africa","Africa, regional",2008,"infrastructure","oof-loan","unspecified",80212800
"EU","European Union","africa","Africa, regional",2008,"other","oof-loan","unspecified",115278650
"FI","Finland","africa","Africa, regional",2008,"other","oof-loan","unspecified",1251310
"FR","France","africa","Africa, regional",2008,"other","oof-loan","unspecified",175518200
"GB","United Kingdom","africa","Africa, regional",2008,"other","oof-loan","unspecified",12092700
"KR","South Korea","africa","Africa, regional",2008,"other","oof-loan","unspecified",261744000
"US","USA","africa","Africa, regional",2008,"other","oof-loan","unspecified",266240920
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2009,"banking-and-business","oof-loan","public-sector-unknown",1873040
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2009,"infrastructure","oof-loan","other",38671510
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2009,"banking-and-business","oof-loan","other",45693800
"AU","Australia","africa","Africa, regional",2009,"other","oof-grant","unspecified",1173360
"BE","Belgium","africa","Africa, regional",2009,"other","oof-loan","unspecified",108717000
"DE","Germany","africa","Africa, regional",2009,"other","oof-loan","unspecified",71921500
"DE","Germany","africa","Africa, regional",2009,"industry-and-trade","oof-loan","unspecified",65328800
"DE","Germany","africa","Africa, regional",2009,"infrastructure","oof-loan","unspecified",44122600
"EU","European Union","africa","Africa, regional",2009,"other","oof-loan","unspecified",336585946
"FI","Finland","africa","Africa, regional",2009,"other","oof-loan","unspecified",2733353
"FR","France","africa","Africa, regional",2009,"other","oof-loan","unspecified",122112600
"KR","South Korea","africa","Africa, regional",2009,"other","oof-loan","unspecified",169255000
"ofid","OPEC Fund for International Development (OFID)","africa","Africa, regional",2009,"other","oof-loan","unspecified",14209900
"US","USA","africa","Africa, regional",2009,"other","oof-loan","unspecified",428484000
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2010,"infrastructure","oof-loan","other",95233236
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2010,"banking-and-business","oof-loan","public-sector-recipient",3967930
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2010,"banking-and-business","oof-loan","other",65869630
"AU","Australia","africa","Africa, regional",2010,"other","oof-grant","unspecified",1004090
"BE","Belgium","africa","Africa, regional",2010,"other","oof-loan","unspecified",15229100
"DE","Germany","africa","Africa, regional",2010,"infrastructure","oof-loan","unspecified",83244200
"DE","Germany","africa","Africa, regional",2010,"industry-and-trade","oof-loan","unspecified",31065700
"DE","Germany","africa","Africa, regional",2010,"other","oof-loan","unspecified",10016230
"DK","Denmark","africa","Africa, regional",2010,"other","oof-loan","unspecified",5124610
"EU","European Union","africa","Africa, regional",2010,"other","oof-loan","unspecified",941905410
"EU","European Union","africa","Africa, regional",2010,"banking-and-business","oof-loan","unspecified",12896900
"FI","Finland","africa","Africa, regional",2010,"other","oof-loan","unspecified",11419650
"FR","France","africa","Africa, regional",2010,"other","oof-loan","unspecified",40711750
"GB","United Kingdom","africa","Africa, regional",2010,"other","oof-loan","unspecified",1096070
"GB","United Kingdom","africa","Africa, regional",2010,"other","oof-grant","unspecified",8762260
"KR","South Korea","africa","Africa, regional",2010,"other","oof-loan","unspecified",98862400
"ofid","OPEC Fund for International Development (OFID)","africa","Africa, regional",2010,"banking-and-business","oof-loan","unspecified",58377748
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2011,"infrastructure","oof-loan","other",17321180
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2011,"health","oof-loan","other",4281950
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2011,"agriculture-and-food-security","oof-loan","other",3083900
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2011,"other","oof-loan","other",5244860
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2011,"industry-and-trade","oof-loan","other",367664
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2011,"banking-and-business","oof-loan","other",193635281
"AU","Australia","africa","Africa, regional",2011,"other","oof-grant","unspecified",3121980
"BE","Belgium","africa","Africa, regional",2011,"other","oof-loan","unspecified",6744060
"DE","Germany","africa","Africa, regional",2011,"other","oof-loan","unspecified",31999970
"DE","Germany","africa","Africa, regional",2011,"infrastructure","oof-loan","unspecified",91105500
"DK","Denmark","africa","Africa, regional",2011,"other","oof-loan","unspecified",8676620
"EU","European Union","africa","Africa, regional",2011,"other","oof-loan","unspecified",108868000
"FI","Finland","africa","Africa, regional",2011,"other","oof-loan","unspecified",8122046
"FR","France","africa","Africa, regional",2011,"other","oof-loan","unspecified",16971260
"GB","United Kingdom","africa","Africa, regional",2011,"other","oof-grant","unspecified",6774500
"KR","South Korea","africa","Africa, regional",2011,"other","oof-loan","unspecified",11355900
"US","USA","africa","Africa, regional",2011,"other","oof-loan","unspecified",401410000
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2012,"agriculture-and-food-security","oof-loan","other",8688110
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2012,"other","oof-loan","other",9015706
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2012,"health","oof-loan","other",6313070
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2012,"industry-and-trade","oof-loan","other",410877
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2012,"banking-and-business","oof-loan","other",197996638
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2012,"humanitarian","oof-loan","other",9510840
"AU","Australia","africa","Africa, regional",2012,"other","oof-grant","unspecified",887014
"BE","Belgium","africa","Africa, regional",2012,"other","oof-loan","unspecified",44248500
"DE","Germany","africa","Africa, regional",2012,"other","oof-loan","unspecified",24731800
"DE","Germany","africa","Africa, regional",2012,"industry-and-trade","oof-loan","unspecified",53470200
"DE","Germany","africa","Africa, regional",2012,"infrastructure","oof-loan","unspecified",86500300
"DK","Denmark","africa","Africa, regional",2012,"other","oof-loan","unspecified",16308500
"EU","European Union","africa","Africa, regional",2012,"other","oof-loan","unspecified",39050600
"EU","European Union","africa","Africa, regional",2012,"banking-and-business","oof-loan","unspecified",30011000
"FI","Finland","africa","Africa, regional",2012,"other","oof-loan","unspecified",6079170
"FR","France","africa","Africa, regional",2012,"other","oof-loan","unspecified",106389300
"GB","United Kingdom","africa","Africa, regional",2012,"other","oof-grant","unspecified",5477060
"KR","South Korea","africa","Africa, regional",2012,"other","oof-loan","unspecified",2462580
"SE","Sweden","africa","Africa, regional",2012,"banking-and-business","oof-loan","unspecified",8559350
"SE","Sweden","africa","Africa, regional",2012,"other","oof-loan","unspecified",3837210
"US","USA","africa","Africa, regional",2012,"other","oof-loan","unspecified",118930
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2013,"other","oof-loan","multilateral",8884070
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2013,"banking-and-business","oof-loan","other",65669318
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2013,"health","oof-loan","other",3038967
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2013,"industry-and-trade","oof-loan","other",14779826
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2013,"other","oof-loan","other",9845460
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2013,"banking-and-business","oof-loan","multilateral",17972159
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2013,"humanitarian","oof-loan","other",17902200
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2013,"infrastructure","oof-loan","other",31689700
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2013,"agriculture-and-food-security","oof-loan","other",9359290
"AU","Australia","africa","Africa, regional",2013,"other","oof-grant","unspecified",3273740
"BE","Belgium","africa","Africa, regional",2013,"other","oof-grant","unspecified",229243
"BE","Belgium","africa","Africa, regional",2013,"other","oof-loan","unspecified",24869940
"CA","Canada","africa","Africa, regional",2013,"other","oof-grant","unspecified",5469930
"CA","Canada","africa","Africa, regional",2013,"governance-security-and-civil-society","oof-grant","unspecified",5538560
"DE","Germany","africa","Africa, regional",2013,"industry-and-trade","oof-loan","unspecified",33028000
"DE","Germany","africa","Africa, regional",2013,"infrastructure","oof-loan","unspecified",85091300
"DE","Germany","africa","Africa, regional",2013,"other","oof-loan","unspecified",17758000
"DK","Denmark","africa","Africa, regional",2013,"other","oof-loan","unspecified",27174900
"ES","Spain","africa","Africa, regional",2013,"other","oof-grant","unspecified",15692149
"EU","European Union","africa","Africa, regional",2013,"banking-and-business","oof-loan","unspecified",42227500
"EU","European Union","africa","Africa, regional",2013,"other","oof-loan","unspecified",30116500
"FI","Finland","africa","Africa, regional",2013,"industry-and-trade","oof-loan","unspecified",3805110
"FI","Finland","africa","Africa, regional",2013,"other","oof-loan","unspecified",5028390
"FR","France","africa","Africa, regional",2013,"other","oof-loan","unspecified",185418600
"GB","United Kingdom","africa","Africa, regional",2013,"other","oof-loan","unspecified",14931800
"KR","South Korea","africa","Africa, regional",2013,"other","oof-loan","unspecified",225423000
"ofid","OPEC Fund for International Development (OFID)","africa","Africa, regional",2013,"industry-and-trade","oof-loan","unspecified",1364660
"ofid","OPEC Fund for International Development (OFID)","africa","Africa, regional",2013,"banking-and-business","oof-loan","unspecified",73084120
"SE","Sweden","africa","Africa, regional",2013,"other","oof-loan","unspecified",7602960
"SE","Sweden","africa","Africa, regional",2013,"banking-and-business","oof-loan","unspecified",6258680
"US","USA","africa","Africa, regional",2013,"other","oof-loan","unspecified",44576400
"AE","UAE","africa","Africa, regional",2014,"other","oof-grant","unspecified",916435
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2014,"agriculture-and-food-security","oof-loan","other",10291803
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2014,"banking-and-business","oof-loan","other",269337035
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2014,"industry-and-trade","oof-loan","other",4645676
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2014,"banking-and-business","oof-loan","multilateral",175591
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2014,"health","oof-loan","other",4142036
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2014,"other","oof-loan","other",3084410
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2014,"infrastructure","oof-loan","other",23064280
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2014,"humanitarian","oof-loan","other",18907400
"AU","Australia","africa","Africa, regional",2014,"other","oof-grant","unspecified",4227910
"BE","Belgium","africa","Africa, regional",2014,"other","oof-loan","unspecified",14398850
"CA","Canada","africa","Africa, regional",2014,"other","oof-loan","unspecified",2108800
"DE","Germany","africa","Africa, regional",2014,"industry-and-trade","oof-loan","unspecified",59739300
"DE","Germany","africa","Africa, regional",2014,"other","oof-loan","unspecified",151074100
"DE","Germany","africa","Africa, regional",2014,"infrastructure","oof-loan","unspecified",108725000
"DK","Denmark","africa","Africa, regional",2014,"other","oof-loan","unspecified",15043400
"ES","Spain","africa","Africa, regional",2014,"other","oof-grant","unspecified",34140
"EU","European Union","africa","Africa, regional",2014,"banking-and-business","oof-loan","unspecified",117849000
"EU","European Union","africa","Africa, regional",2014,"other","oof-loan","unspecified",8954300
"EU","European Union","africa","Africa, regional",2014,"other","oof-grant","unspecified",2618251
"FI","Finland","africa","Africa, regional",2014,"other","oof-loan","unspecified",13870489
"FI","Finland","africa","Africa, regional",2014,"agriculture-and-food-security","oof-loan","unspecified",2096430
"FI","Finland","africa","Africa, regional",2014,"industry-and-trade","oof-loan","unspecified",2493460
"FR","France","africa","Africa, regional",2014,"other","oof-loan","unspecified",120191200
"GB","United Kingdom","africa","Africa, regional",2014,"other","oof-loan","unspecified",24898100
"IT","Italy","africa","Africa, regional",2014,"other","oof-loan","unspecified",3203460
"KR","South Korea","africa","Africa, regional",2014,"other","oof-loan","unspecified",20496700
"NO","Norway","africa","Africa, regional",2014,"banking-and-business","oof-loan","unspecified",3798780
"NO","Norway","africa","Africa, regional",2014,"other","oof-loan","unspecified",10966100
"ofid","OPEC Fund for International Development (OFID)","africa","Africa, regional",2014,"infrastructure","oof-loan","other",35728600
"ofid","OPEC Fund for International Development (OFID)","africa","Africa, regional",2014,"banking-and-business","oof-loan","multilateral",62384600
"ofid","OPEC Fund for International Development (OFID)","africa","Africa, regional",2014,"banking-and-business","oof-loan","other",2528919
"PT","Portugal","africa","Africa, regional",2014,"other","oof-loan","unspecified",423412
"SE","Sweden","africa","Africa, regional",2014,"banking-and-business","oof-loan","unspecified",11935900
"SE","Sweden","africa","Africa, regional",2014,"other","oof-loan","unspecified",12051800
"US","USA","africa","Africa, regional",2014,"other","oof-loan","unspecified",3839030
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2015,"agriculture-and-food-security","oof-loan","other",974914
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2015,"health","oof-loan","other",1030630
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2015,"banking-and-business","oof-loan","other",213760505
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2015,"other","oof-loan","other",11384230
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2015,"banking-and-business","oof-loan","multilateral",25246076
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2015,"infrastructure","oof-loan","other",6082080
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2015,"industry-and-trade","oof-loan","other",1149000
"AT","Austria","africa","Africa, regional",2015,"other","oof-loan","unspecified",766727
"AU","Australia","africa","Africa, regional",2015,"other","oof-grant","unspecified",132555
"BE","Belgium","africa","Africa, regional",2015,"other","oof-loan","unspecified",5091860
"DE","Germany","africa","Africa, regional",2015,"industry-and-trade","oof-loan","unspecified",71223600
"DE","Germany","africa","Africa, regional",2015,"infrastructure","oof-loan","unspecified",68143700
"DE","Germany","africa","Africa, regional",2015,"other","oof-loan","unspecified",50471000
"DK","Denmark","africa","Africa, regional",2015,"other","oof-loan","unspecified",1039510
"EU","European Union","africa","Africa, regional",2015,"other","oof-loan","unspecified",27080100
"EU","European Union","africa","Africa, regional",2015,"other","oof-grant","unspecified",2620900
"EU","European Union","africa","Africa, regional",2015,"banking-and-business","oof-loan","unspecified",93526600
"FI","Finland","africa","Africa, regional",2015,"infrastructure","oof-loan","unspecified",1923160
"FI","Finland","africa","Africa, regional",2015,"industry-and-trade","oof-loan","unspecified",871091
"FI","Finland","africa","Africa, regional",2015,"other","oof-loan","unspecified",17104020
"FR","France","africa","Africa, regional",2015,"other","oof-loan","unspecified",91475200
"KR","South Korea","africa","Africa, regional",2015,"other","oof-loan","unspecified",199547000
"NO","Norway","africa","Africa, regional",2015,"banking-and-business","oof-loan","unspecified",1781080
"NO","Norway","africa","Africa, regional",2015,"other","oof-loan","unspecified",11711880
"ofid","OPEC Fund for International Development (OFID)","africa","Africa, regional",2015,"banking-and-business","oof-loan","unspecified",5476040
"PT","Portugal","africa","Africa, regional",2015,"other","oof-loan","unspecified",560798
"SE","Sweden","africa","Africa, regional",2015,"banking-and-business","oof-loan","unspecified",18760640
"US","USA","africa","Africa, regional",2015,"other","oof-grant","unspecified",521263
"US","USA","africa","Africa, regional",2015,"other","oof-loan","unspecified",75790000
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2016,"other","oof-loan","other",4246310
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2016,"banking-and-business","oof-loan","multilateral",3150660
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2016,"infrastructure","oof-loan","other",6849300
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2016,"agriculture-and-food-security","oof-loan","other",966330
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2016,"health","oof-loan","other",2130110
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2016,"industry-and-trade","oof-loan","other",1012220
"afdb","African Development Bank (AfDB)","africa","Africa, regional",2016,"banking-and-business","oof-loan","other",262765140
"AT","Austria","africa","Africa, regional",2016,"other","oof-loan","unspecified",6730040
"AU","Australia","africa","Africa, regional",2016,"other","oof-grant","unspecified",141277
"BE","Belgium","africa","Africa, regional",2016,"other","oof-loan","unspecified",10648040
"DE","Germany","africa","Africa, regional",2016,"infrastructure","oof-loan","unspecified",53311400
"DE","Germany","africa","Africa, regional",2016,"industry-and-trade","oof-loan","unspecified",20064700
"DE","Germany","africa","Africa, regional",2016,"other","oof-loan","unspecified",7928500
"DK","Denmark","africa","Africa, regional",2016,"other","oof-loan","unspecified",1268475
"ES","Spain","africa","Africa, regional",2016,"other","oof-grant","unspecified",14661753
"EU","European Union","africa","Africa, regional",2016,"banking-and-business","oof-loan","unspecified",148851000
"EU","European Union","africa","Africa, regional",2016,"other","oof-loan","unspecified",136811000
"FI","Finland","africa","Africa, regional",2016,"other","oof-loan","unspecified",7329745
"FI","Finland","africa","Africa, regional",2016,"infrastructure","oof-loan","unspecified",9369330
"FR","France","africa","Africa, regional",2016,"other","oof-loan","unspecified",84130300
"IT","Italy","africa","Africa, regional",2016,"other","oof-loan","unspecified",6454240
"KR","South Korea","africa","Africa, regional",2016,"other","oof-loan","unspecified",2151650
"NO","Norway","africa","Africa, regional",2016,"banking-and-business","oof-loan","unspecified",2084710
"NO","Norway","africa","Africa, regional",2016,"other","oof-loan","unspecified",7972040
"ofid","OPEC Fund for International Development (OFID)","africa","Africa, regional",2016,"banking-and-business","oof-loan","unspecified",3985490
