country,region,year,oda-gross-bl-dest-region
17,889,2012,0
17,999,2012,0
18,89,2012,0
18,298,2012,0
18,298,2012,0
18,498,2012,0
18,498,2012,0
18,798,2012,0
18,798,2012,0
18,798,2012,0
18,889,2012,0
18,999,2012,0
21,89,2012,47298510
21,298,2012,0
21,298,2012,1063426950
21,498,2012,25720100
21,498,2012,0
21,798,2012,93241490
21,798,2012,276532420
21,798,2012,0
21,889,2012,227560
21,999,2012,0
22,89,2012,7714080
22,298,2012,2939730
22,298,2012,185808660
22,498,2012,0
22,498,2012,0
22,798,2012,9108040
22,798,2012,59537740
22,798,2012,6607630
22,889,2012,0
22,999,2012,7902620
24,89,2012,0
24,298,2012,0
24,298,2012,21457151
24,498,2012,21610541
24,498,2012,0
24,798,2012,0
24,798,2012,3805846
24,798,2012,1446468
24,889,2012,0
24,999,2012,7760594
25,89,2012,13049436
25,298,2012,33888343
25,298,2012,128222685
25,498,2012,31328551
25,498,2012,7735305
25,798,2012,15914350
25,798,2012,51502800
25,798,2012,23993003
25,889,2012,2775330
25,999,2012,4300000
26,89,2012,68269884
26,298,2012,0
26,298,2012,0
26,498,2012,0
26,498,2012,0
26,798,2012,0
26,798,2012,26225077
26,798,2012,0
26,889,2012,0
26,999,2012,40315848
27,89,2012,4270843
27,298,2012,1063318
27,298,2012,41008494
27,498,2012,6573068
27,498,2012,6471926
27,798,2012,3880550
27,798,2012,8363627
27,798,2012,7261566
27,889,2012,1740615
27,999,2012,161374944
28,89,2012,7653875
28,298,2012,4025088
28,298,2012,221622672
28,498,2012,14934447
28,498,2012,11736269
28,798,2012,14237624
28,798,2012,93229251
28,798,2012,39052276
28,889,2012,5197499
28,999,2012,75522643
29,89,2012,12065240
29,298,2012,0
29,298,2012,0
29,498,2012,0
29,498,2012,0
29,798,2012,0
29,798,2012,234400
29,798,2012,0
29,889,2012,0
29,999,2012,0
31,89,2012,4806642
31,298,2012,9790560
31,298,2012,151135399
31,498,2012,19728963
31,498,2012,14987551
31,798,2012,14494999
31,798,2012,58427695
31,798,2012,35406437
31,889,2012,1976307
31,999,2012,37868123
32,89,2012,25610400
32,298,2012,12385048
32,298,2012,162092151
32,498,2012,4442900
32,498,2012,4112300
32,798,2012,8920600
32,798,2012,17561500
32,798,2012,11506600
32,889,2012,1017400
32,999,2012,176142700
33,89,2012,9136053
33,298,2012,5605016
33,298,2012,412737925
33,498,2012,10285084
33,498,2012,9588491
33,798,2012,22281153
33,798,2012,143149284
33,798,2012,35651083
33,889,2012,6216158
33,999,2012,500320175
34,89,2012,0
34,298,2012,864200
34,298,2012,55382160
34,498,2012,1002750
34,498,2012,0
34,798,2012,3250370
34,798,2012,6443190
34,798,2012,0
34,889,2012,0
34,999,2012,0
35,89,2012,0
35,298,2012,0
35,298,2012,0
35,498,2012,0
35,498,2012,0
35,798,2012,667344263
35,798,2012,0
35,798,2012,0
35,889,2012,0
35,999,2012,0
37,89,2012,0
37,298,2012,5410796
37,298,2012,230607384
37,498,2012,4476556
37,498,2012,1940148
37,798,2012,35560817
37,798,2012,50021728
37,798,2012,18350156
37,889,2012,0
37,999,2012,8495772
38,89,2012,21798930
38,298,2012,3231224
38,298,2012,89939402
38,498,2012,18787562
38,498,2012,18787562
38,798,2012,5117147
38,798,2012,35201799
38,798,2012,17622911
38,889,2012,9215075
38,999,2012,177332403
KW,89,2012,5457949
KW,298,2012,155812781
KW,298,2012,112688726
KW,498,2012,12735404
KW,498,2012,174397
KW,798,2012,81334729
KW,798,2012,55553517
KW,798,2012,26743616
KW,889,2012,0
KW,999,2012,920587
AE,89,2012,25936838
AE,298,2012,53508495
AE,298,2012,180510400
AE,498,2012,142962
AE,498,2012,293544
AE,798,2012,437555853
AE,798,2012,257743236
AE,798,2012,1291109
AE,889,2012,5151190
AE,999,2012,138735730
