country,bundle,year,in-oda-gross-bundle
HN,E,2009,134566795
HN,F,2009,3305282
HN,G,2009,91970172
HR,A,2009,13215140
HR,B,2009,7113414
HR,E,2009,117199617
HR,F,2009,11921173
HR,G,2009,32333245
HT,A,2009,103237285
HT,B,2009,217080976
HT,C,2009,121676928
HT,D,2009,64744
HT,E,2009,459143900
HT,F,2009,882905466
HT,G,2009,218443280
ID,A,2009,1863954672
ID,B,2009,536522658
ID,C,2009,44022734
ID,D,2009,1005253
ID,E,2009,515406716
ID,F,2009,82033918
ID,G,2009,570027036
IN,A,2009,2918740287
IN,B,2009,442697122
IN,C,2009,21020003
IN,D,2009,1908679
IN,E,2009,770146367
IN,F,2009,51681442
IN,G,2009,262877116
IQ,A,2009,52186433
IQ,B,2009,942916383
IQ,C,2009,7523103
IQ,D,2009,2533311
IQ,E,2009,1443105898
IQ,F,2009,12206345
IQ,G,2009,422476250
IR,B,2009,4842421
IR,C,2009,1602511
IR,D,2009,139324
IR,E,2009,16359091
IR,F,2009,52293813
IR,G,2009,24307955
JM,A,2009,17712667
JM,B,2009,81667893
JM,C,2009,1089
JM,E,2009,59827109
JM,F,2009,11436668
JM,G,2009,20424660
JO,A,2009,106380597
JO,B,2009,324161996
JO,C,2009,22846489
JO,D,2009,287708
JO,E,2009,224812228
JO,F,2009,30157584
JO,G,2009,63677128
KE,A,2009,392257908
KE,B,2009,438568618
KE,C,2009,359869969
KE,D,2009,1618287
KE,E,2009,676562601
KE,F,2009,23550246
KE,G,2009,149686265
KG,A,2009,8080651
KG,B,2009,61080838
KG,C,2009,3957966
KG,D,2009,4288
KG,E,2009,88880955
KG,F,2009,12818984
KG,G,2009,80751164
KH,A,2009,71765281
KH,B,2009,149919301
KH,C,2009,39275232
KH,D,2009,4919887
KH,E,2009,214346017
KH,F,2009,5793163
KH,G,2009,208953321
KI,B,2009,4651482
KI,C,2009,4830566
KI,D,2009,56595
KI,E,2009,3056073
KI,F,2009,37915
KI,G,2009,19466659
KM,A,2009,1291938
KM,B,2009,20531025
KM,C,2009,5848382
KM,E,2009,13152975
KM,F,2009,11162674
KM,G,2009,6888662
KN,B,2009,122238
KN,E,2009,1412411
KN,F,2009,31980
KN,G,2009,3971055
KP,B,2009,5578464
KP,C,2009,25723599
KP,E,2009,33385492
KP,F,2009,1429934
KP,G,2009,3532927
KZ,A,2009,68285384
KZ,B,2009,23755287
KZ,E,2009,129903475
KZ,F,2009,9009189
KZ,G,2009,41698914
LA,A,2009,42581779
LA,B,2009,86727453
LA,C,2009,29415123
LA,D,2009,2395277
LA,E,2009,119155411
LA,F,2009,2128020
LA,G,2009,125333724
LB,A,2009,86567796
LB,B,2009,102347096
LB,C,2009,1013834
LB,E,2009,183138551
LB,F,2009,41975324
LB,G,2009,104318570
LC,A,2009,908429
LC,B,2009,15738272
LC,E,2009,11994893
LC,F,2009,270386
LC,G,2009,9971129
LK,A,2009,538690780
LK,B,2009,107369052
LK,C,2009,61170310
LK,D,2009,1003873
LK,E,2009,240036029
LK,F,2009,9566598
LK,G,2009,136781216
LR,A,2009,554816
LR,B,2009,98995347
LR,C,2009,46774815
LR,D,2009,89787
LR,E,2009,171734820
LR,F,2009,130940294
LR,G,2009,88313469
LS,A,2009,17264202
LS,B,2009,37123429
LS,C,2009,6191580
LS,D,2009,140562
LS,E,2009,57944125
LS,F,2009,2960485
LS,G,2009,16581106
LY,B,2009,16764402
LY,E,2009,7995723
LY,F,2009,5392498
LY,G,2009,2743359
MA,A,2009,526132085
MA,B,2009,224251902
MA,C,2009,19018735
MA,D,2009,13235
MA,E,2009,211115190
MA,F,2009,159858020
MA,G,2009,158027001
MD,A,2009,22545269
MD,B,2009,80212069
MD,C,2009,5127
MD,E,2009,86708955
MD,F,2009,13246606
MD,G,2009,44838313
ME,A,2009,13935957
ME,B,2009,8379049
ME,C,2009,13257
ME,E,2009,29643920
ME,F,2009,2349089
ME,G,2009,21689435
MG,A,2009,72414765
MG,B,2009,59879306
MG,C,2009,62805152
MG,E,2009,148157438
MG,F,2009,31630793
MG,G,2009,64919047
MH,B,2009,53350076
MH,C,2009,2384745
MH,E,2009,4720018
MH,F,2009,7303
MH,G,2009,4326915
MK,A,2009,24406241
MK,B,2009,30256292
MK,E,2009,73643213
MK,F,2009,8986026
MK,G,2009,60783294
ML,A,2009,163103591
ML,B,2009,385993672
ML,C,2009,58467220
ML,D,2009,155790
ML,E,2009,235224470
ML,F,2009,42616699
ML,G,2009,137780419
MM,A,2009,4716212
MM,B,2009,67808523
MM,C,2009,44607423
MM,D,2009,3484705
MM,E,2009,204460550
MM,F,2009,5317244
MM,G,2009,48454779
MN,A,2009,79437079
MN,B,2009,67537838
MN,C,2009,27312466
MN,D,2009,408897
MN,E,2009,66636667
MN,F,2009,10785834
MN,G,2009,85032534
MR,A,2009,84983839
MR,B,2009,17601050
MR,C,2009,20545785
MR,D,2009,60975
MR,E,2009,63170990
MR,F,2009,16563730
MR,G,2009,46699933
MS,B,2009,36926357
MS,E,2009,6525228
MS,F,2009,7987
MS,G,2009,4046760
MU,A,2009,22832915
MU,B,2009,119465078
MU,E,2009,6199805
MU,F,2009,9836326
MU,G,2009,13995931
MV,A,2009,12452525
MV,B,2009,1828765
MV,C,2009,8585083
MV,E,2009,16482650
MV,F,2009,43159
MV,G,2009,7665789
MW,A,2009,42816022
MW,B,2009,328300926
MW,C,2009,83238187
MW,D,2009,2091465
MW,E,2009,198272525
MW,F,2009,9391391
MW,G,2009,134068855
MX,A,2009,19214852
MX,B,2009,13631710
MX,E,2009,88983712
MX,F,2009,25767752
MX,G,2009,157806012
MY,A,2009,237876520
MY,B,2009,1840617
MY,C,2009,105594
MY,E,2009,27920579
MY,F,2009,12605701
MY,G,2009,39789860
MZ,A,2009,154864506
MZ,B,2009,987759621
MZ,C,2009,124903415
MZ,D,2009,194287
MZ,E,2009,539438956
MZ,F,2009,24609402
MZ,G,2009,239630657
NA,A,2009,39341288
NA,B,2009,72799909
NA,C,2009,4004358
NA,E,2009,129611659
NA,F,2009,3595396
NA,G,2009,45663935
NE,A,2009,44643061
NE,B,2009,106629677
NE,C,2009,65665011
NE,D,2009,8155
NE,E,2009,151135487
NE,F,2009,18838732
NE,G,2009,91025391
NG,A,2009,541471568
NG,B,2009,104991013
NG,C,2009,258458616
NG,E,2009,564292858
NG,F,2009,14373440
NG,G,2009,237215451
NI,A,2009,216252582
NI,B,2009,228132393
NI,C,2009,18412528
NI,D,2009,344042
NI,E,2009,198416557
NI,F,2009,7291989
NI,G,2009,124532864
NP,A,2009,25195274
NP,B,2009,172174381
NP,C,2009,54419340
NP,D,2009,1185063
NP,E,2009,287159531
NP,F,2009,16716359
NP,G,2009,245648481
NR,B,2009,121373582
NR,C,2009,5620905
NR,E,2009,7822369
NR,G,2009,25783895
NU,B,2009,5713569
NU,E,2009,1828837
NU,G,2009,2471180
OM,A,2009,18207439
OM,B,2009,8856
OM,E,2009,134751496
OM,F,2009,436982
OM,G,2009,2344689
PA,A,2009,36693719
PA,B,2009,5831722
PA,C,2009,1089
PA,E,2009,18157201
PA,F,2009,951357
PA,G,2009,23101855
PE,A,2009,138413039
PE,B,2009,104928235
PE,C,2009,8308073
PE,D,2009,357099
PE,E,2009,163080717
PE,F,2009,61722125
PE,G,2009,226048767
PG,A,2009,14299744
PG,B,2009,105316415
PG,C,2009,27691662
PG,D,2009,2848539
PG,E,2009,70157134
PG,F,2009,28646
PG,G,2009,351422240
PH,A,2009,585396527
PH,B,2009,193121988
PH,C,2009,69000357
PH,D,2009,856716
PH,E,2009,233418483
PH,F,2009,6583550
PH,G,2009,230396783
PK,A,2009,506540166
PK,B,2009,1129652281
PK,C,2009,259993416
PK,D,2009,390652
PK,E,2009,965832539
PK,F,2009,41015401
PK,G,2009,197286549
PS,A,2009,18789364
PS,B,2009,889910320
PS,C,2009,176737190
PS,D,2009,535797
PS,E,2009,1238141233
PS,F,2009,17142737
PS,G,2009,249958098
PW,B,2009,28529757
PW,E,2009,4280000
PW,F,2009,53337
PW,G,2009,4158654
PY,A,2009,70697932
PY,B,2009,40243434
PY,C,2009,354670
PY,E,2009,54344053
PY,F,2009,2250029
PY,G,2009,57249970
RS,A,2009,103766717
RS,B,2009,100599984
RS,D,2009,188315
RS,E,2009,253484259
RS,F,2009,21189038
RS,G,2009,124666950
RW,A,2009,38998656
RW,B,2009,406394576
RW,C,2009,87269496
RW,E,2009,292882436
RW,F,2009,10086296
RW,G,2009,110565537
SB,A,2009,-10746
SB,B,2009,28904800
SB,C,2009,1329856
SB,D,2009,1838816
SB,E,2009,41520439
SB,F,2009,2115906
SB,G,2009,217713465
SC,B,2009,10625440
SC,E,2009,9495096
SC,F,2009,107961
SC,G,2009,4036368
SD,A,2009,29925397
SD,B,2009,568337062
SD,C,2009,789130945
SD,D,2009,2088182
SD,E,2009,778494822
SD,F,2009,54509760
SD,G,2009,176993375
SH,B,2009,30204477
SH,E,2009,7389046
SH,G,2009,5839170
SL,A,2009,27520616
SL,B,2009,145178857
SL,C,2009,36334589
SL,D,2009,81558
SL,E,2009,128377838
SL,F,2009,4658223
SL,G,2009,90414922
SN,A,2009,167936621
SN,B,2009,344765867
SN,C,2009,47715523
SN,D,2009,7310
SN,E,2009,240442170
SN,F,2009,76523433
SN,G,2009,151054637
SO,B,2009,66453234
SO,C,2009,246613747
SO,D,2009,8576
SO,E,2009,332137818
SO,F,2009,2413107
SO,G,2009,21367778
SR,A,2009,3736822
SR,B,2009,82299154
SR,E,2009,58086034
SR,F,2009,61462
SR,G,2009,8509580
ST,A,2009,447066
ST,B,2009,1417850
ST,C,2009,981477
ST,E,2009,8888186
ST,F,2009,5310060
ST,G,2009,10687198
SV,A,2009,7265957
SV,B,2009,91326597
SV,C,2009,1881798
SV,D,2009,63529
SV,E,2009,149234953
SV,F,2009,9532150
SV,G,2009,76218541
SY,A,2009,10926677
SY,B,2009,27028791
SY,C,2009,93212213
SY,D,2009,667289
SY,E,2009,77537555
SY,F,2009,60404379
SY,G,2009,59903006
SZ,A,2009,3661853
SZ,B,2009,16875350
SZ,C,2009,3917626
SZ,D,2009,153383
SZ,E,2009,30064467
SZ,F,2009,95115
SZ,G,2009,14301071
TD,A,2009,16987786
TD,B,2009,64455474
TD,C,2009,208981723
TD,E,2009,227252847
TD,F,2009,13132933
TD,G,2009,53357621
TG,A,2009,21809524
TG,B,2009,104678211
TG,C,2009,23880418
TG,E,2009,62395161
TG,F,2009,313826904
TG,G,2009,31014775
TH,A,2009,79604634
TH,B,2009,42031890
TH,C,2009,7295377
TH,D,2009,880058
TH,E,2009,50393860
TH,F,2009,15820164
TH,G,2009,105141009
TJ,A,2009,18513586
TJ,B,2009,77750862
TJ,C,2009,29272998
TJ,E,2009,105820876
TJ,F,2009,3690357
TJ,G,2009,68893119
TK,B,2009,10994627
TK,D,2009,139365
TK,E,2009,1217907
TK,G,2009,1124602
TL,B,2009,36621015
TL,C,2009,9884634
TL,D,2009,1079975
TL,E,2009,70226837
TL,F,2009,3352660
TL,G,2009,122467629
TM,A,2009,1301984
TM,B,2009,3080848
TM,E,2009,11925857
TM,F,2009,1068789
TM,G,2009,7869484
TN,A,2009,387199216
TN,B,2009,59459181
TN,C,2009,3564915
TN,E,2009,72482034
TN,F,2009,90925811
TN,G,2009,70369459
TO,A,2009,1657083
TO,B,2009,8614493
TO,D,2009,313161
TO,E,2009,17117129
TO,G,2009,20063516
TR,A,2009,805630179
TR,B,2009,20446433
TR,E,2009,556976038
TR,F,2009,87639045
TR,G,2009,274308893
TT,A,2009,66340
TT,B,2009,445838
TT,E,2009,3394041
TT,F,2009,386671
TT,G,2009,3603138
TV,B,2009,3039629
TV,C,2009,2384745
TV,E,2009,8640462
TV,G,2009,4654217
TZ,A,2009,513902703
TZ,B,2009,1587779242
TZ,C,2009,104043934
TZ,D,2009,1310184
TZ,E,2009,577641323
TZ,F,2009,52067316
TZ,G,2009,221960006
UA,A,2009,63639195
UA,B,2009,105824406
UA,C,2009,30064
UA,E,2009,228613841
UA,F,2009,61740414
UA,G,2009,169706931
UG,A,2009,305529435
UG,B,2009,631532428
UG,C,2009,184682475
UG,D,2009,272488
UG,E,2009,532494842
UG,F,2009,13646398
UG,G,2009,171273171
UY,A,2009,13335514
UY,B,2009,3338970
UY,C,2009,801448
UY,E,2009,28108032
UY,F,2009,1111296
UY,G,2009,23164396
UZ,A,2009,78956319
UZ,B,2009,17218338
UZ,C,2009,212278
UZ,E,2009,37246065
UZ,F,2009,8488693
UZ,G,2009,42173892
VC,A,2009,1273048
VC,B,2009,9838325
VC,E,2009,8524804
VC,F,2009,4740
VC,G,2009,7810936
VE,B,2009,2522673
VE,E,2009,27437215
VE,F,2009,7830645
VE,G,2009,17547288
VN,A,2009,1727797049
VN,B,2009,1544205621
VN,C,2009,10167975
VN,D,2009,1667467
VN,E,2009,260143317
VN,F,2009,78377939
VN,G,2009,338305481
VU,B,2009,33761438
VU,C,2009,133549
VU,D,2009,1857265
VU,E,2009,49158562
VU,F,2009,722594
VU,G,2009,41805346
WF,E,2009,47199910
WF,G,2009,66170100
WS,A,2009,3391334
WS,B,2009,28939640
WS,C,2009,215652
WS,D,2009,390990
WS,E,2009,23536795
WS,F,2009,213791
WS,G,2009,28561775
XK,A,2009,4002101
XK,B,2009,182042179
XK,C,2009,341249
XK,E,2009,172583947
XK,F,2009,12005334
XK,G,2009,389871820
YE,A,2009,117339402
YE,B,2009,60213905
YE,C,2009,157779702
YE,E,2009,160646489
YE,F,2009,14723868
YE,G,2009,70917488
YT,A,2009,13345794
YT,C,2009,2065227
YT,E,2009,188022539
YT,F,2009,10832
YT,G,2009,322794837
ZA,A,2009,71254905
ZA,B,2009,213771131
ZA,C,2009,230402
ZA,D,2009,1005601
ZA,E,2009,647210014
ZA,F,2009,6576668
ZA,G,2009,201529409
ZM,A,2009,40217598
ZM,B,2009,741009808
ZM,C,2009,53160864
ZM,D,2009,1163058
ZM,E,2009,341852486
ZM,F,2009,18098627
ZM,G,2009,106306636
ZW,A,2009,22313
ZW,B,2009,118583786
ZW,C,2009,278336973
ZW,D,2009,37698
ZW,E,2009,313165082
ZW,F,2009,4087218
ZW,G,2009,68337633
51,A,2010,271030046
51,B,2010,641605762
51,C,2010,61810395
51,D,2010,31278731
51,E,2010,301250195
51,F,2010,79462756
51,G,2010,305197811
52,A,2010,135022235
52,B,2010,308478613
52,C,2010,9834849
52,D,2010,9708648
52,E,2010,99985548
52,F,2010,38590201
52,G,2010,189525929
53,A,2010,145298435
53,B,2010,142084479
53,C,2010,17651898
53,D,2010,14031022
53,E,2010,114039293
53,F,2010,165498060
53,G,2010,266083669
54,B,2010,53865866
54,D,2010,94673
54,E,2010,44983636
54,F,2010,23517146
54,G,2010,84283678
55,A,2010,77979029
55,B,2010,2138695259
55,C,2010,309176610
55,D,2010,7277126171
55,E,2010,3576606107
55,F,2010,11798362992
55,G,2010,3184782835
56,A,2010,61696234
56,B,2010,207499724
56,C,2010,2784170
56,D,2010,1801779
56,E,2010,242239957
56,F,2010,232813996
56,G,2010,241474673
57,A,2010,6208030
57,B,2010,42287378
57,C,2010,24580
57,D,2010,10846
57,E,2010,15274431
57,F,2010,47191270
57,G,2010,62680404
58,A,2010,174253
58,B,2010,54164170
58,D,2010,4283028
58,E,2010,34989223
58,F,2010,25512911
58,G,2010,69453394
59,A,2010,34365511
59,B,2010,60662862
59,C,2010,733869
59,D,2010,10105920
59,E,2010,112642227
59,F,2010,35636946
59,G,2010,98772410
60,B,2010,34881189
60,C,2010,13885030
60,D,2010,6061684
60,E,2010,80116050
60,F,2010,30384344
60,G,2010,92115901
61,A,2010,155568
61,B,2010,110787105
61,D,2010,1862937
61,E,2010,47494601
61,F,2010,19956599
61,G,2010,138049622
62,A,2010,1171925
62,B,2010,18213782
62,D,2010,4423246
62,E,2010,54275907
62,F,2010,130440514
62,G,2010,10031824
63,A,2010,11383257
63,B,2010,55291993
63,C,2010,1766685
63,D,2010,7583673
63,E,2010,57801814
63,F,2010,18430504
63,G,2010,125904516
64,A,2010,840054
64,B,2010,46054067
64,C,2010,24580
64,D,2010,692877
64,E,2010,10396949
64,F,2010,11247214
64,G,2010,32487898
65,A,2010,57295948
65,B,2010,1111193646
65,C,2010,38555169
65,D,2010,33169997
65,E,2010,527897729
65,F,2010,234894386
65,G,2010,515865143
66,B,2010,2839911
66,E,2010,1524183
66,F,2010,6317399
66,G,2010,2896570
67,B,2010,47644718
67,C,2010,84456
67,D,2010,89747
67,E,2010,37919102
67,F,2010,12957594
67,G,2010,41035398
AF,A,2010,89170861
AF,B,2010,1943954063
AF,C,2010,291374579
AF,D,2010,14341170
AF,E,2010,2145587777
AF,F,2010,387034932
AF,G,2010,1840334815
AG,B,2010,11865132
AG,E,2010,7612274
AG,F,2010,90878
AG,G,2010,839311
AI,B,2010,8249231
AI,E,2010,70536
AI,F,2010,206654
AI,G,2010,24799
AL,A,2010,120130685
AL,B,2010,50555578
AL,C,2010,368748
AL,D,2010,132527
AL,E,2010,100354695
AL,F,2010,58991315
AL,G,2010,44258891
AM,A,2010,139079611
AM,B,2010,136836932
AM,C,2010,44849
AM,D,2010,124460
AM,E,2010,73966658
AM,F,2010,11159919
AM,G,2010,30772855
AO,A,2010,49145549
AO,B,2010,67125855
AO,C,2010,19798863
AO,D,2010,9614333
AO,E,2010,90897045
AO,F,2010,17934101
AO,G,2010,47172581
AR,A,2010,52823827
AR,B,2010,4418463
AR,C,2010,365583
AR,D,2010,217846
AR,E,2010,23548618
AR,F,2010,19176493
AR,G,2010,54809674
AZ,A,2010,68605659
AZ,B,2010,24526400
AZ,D,2010,432830
AZ,E,2010,47311090
AZ,F,2010,9610004
AZ,G,2010,32035963
BA,A,2010,99879561
BA,B,2010,134876023
BA,C,2010,628556
BA,D,2010,915340
BA,E,2010,106849675
BA,F,2010,44361922
BA,G,2010,112398429
BB,B,2010,10778360
BB,E,2010,4308523
BB,F,2010,68036
BB,G,2010,2463196
BD,A,2010,803515359
BD,B,2010,440890418
BD,C,2010,140752809
BD,D,2010,7478740
BD,E,2010,488641259
BD,F,2010,56587036
BD,G,2010,217558668
BF,A,2010,160069993
BF,B,2010,552843438
BF,C,2010,54605992
BF,D,2010,8481215
BF,E,2010,139719993
BF,F,2010,43294259
BF,G,2010,132404481
BI,A,2010,23143600
BI,B,2010,261993503
BI,C,2010,43685221
BI,D,2010,9923335
BI,E,2010,200291375
BI,F,2010,15606494
BI,G,2010,96579369
BJ,A,2010,81687251
BJ,B,2010,312309076
BJ,C,2010,20347119
BJ,D,2010,3019708
BJ,E,2010,177254865
BJ,F,2010,28770365
BJ,G,2010,84092493
BO,A,2010,151372395
BO,B,2010,145515921
BO,C,2010,11687258
BO,D,2010,13694559
BO,E,2010,186965131
BO,F,2010,133323699
BO,G,2010,179268548
BR,A,2010,182277606
BR,B,2010,294904848
BR,C,2010,352112
BR,D,2010,6690982
BR,E,2010,108058475
BR,F,2010,73851626
BR,G,2010,184430298
BT,A,2010,48090743
BT,B,2010,35671514
BT,C,2010,567548
BT,D,2010,253316
BT,E,2010,27618891
BT,F,2010,6266806
BT,G,2010,22767236
BW,A,2010,6491015
BW,B,2010,42325037
BW,D,2010,426411
BW,E,2010,99172087
BW,F,2010,3207899
BW,G,2010,20880329
BY,B,2010,29101545
BY,D,2010,79516
BY,E,2010,49929297
BY,F,2010,19373951
BY,G,2010,21728944
BZ,A,2010,1365168
BZ,B,2010,3241225
BZ,D,2010,149671
BZ,E,2010,15887769
BZ,F,2010,303376
BZ,G,2010,5152181
CD,A,2010,47662727
CD,B,2010,994557974
CD,C,2010,195803520
CD,D,2010,35744579
CD,E,2010,646260734
CD,F,2010,3971972417
CD,G,2010,245126055
CF,A,2010,5200147
CF,B,2010,87018811
CF,C,2010,14048555
CF,D,2010,110827
CF,E,2010,90955650
CF,F,2010,64203321
CF,G,2010,17694259
CG,A,2010,5302123
CG,B,2010,33914293
CG,C,2010,17201343
CG,D,2010,465515
CG,E,2010,57917672
CG,F,2010,1490650028
CG,G,2010,18158870
CI,A,2010,65880974
CI,B,2010,303369180
CI,C,2010,11389566
CI,D,2010,357156
CI,E,2010,254502615
CI,F,2010,305672479
CI,G,2010,41620365
CK,A,2010,617713
CK,B,2010,5128830
CK,D,2010,398533
CK,E,2010,5296873
CK,F,2010,2067962
CK,G,2010,3017627
CL,A,2010,74762108
CL,B,2010,7977343
CL,C,2010,1553821
CL,D,2010,915207
CL,E,2010,52123451
CL,F,2010,23204430
CL,G,2010,51368257
CM,A,2010,129315300
CM,B,2010,197085609
CM,C,2010,18458559
CM,D,2010,2645344
CM,E,2010,126005177
CM,F,2010,115139864
CM,G,2010,74255824
CN,A,2010,1190081893
CN,B,2010,177344665
CN,C,2010,2360268
CN,D,2010,5004692
CN,E,2010,227692258
CN,F,2010,732250320
CN,G,2010,328931022
CO,A,2010,138674386
CO,B,2010,157164380
CO,C,2010,11550989
CO,D,2010,6845405
CO,E,2010,191717024
CO,F,2010,45587926
CO,G,2010,409430445
CR,A,2010,66250245
CR,B,2010,37078816
CR,E,2010,11978781
CR,F,2010,28556888
CR,G,2010,26715243
CU,A,2010,2226222
CU,B,2010,36628638
CU,C,2010,919671
CU,D,2010,2677573
CU,E,2010,43704101
CU,F,2010,16117869
CU,G,2010,29981298
CV,A,2010,129522523
CV,B,2010,118160702
CV,C,2010,7269357
CV,D,2010,274342
CV,E,2010,45629900
CV,F,2010,31020098
CV,G,2010,16083847
DJ,A,2010,22431153
DJ,B,2010,39874714
DJ,C,2010,7022361
DJ,D,2010,371241
DJ,E,2010,48170802
DJ,F,2010,9189478
DJ,G,2010,19521603
DM,A,2010,5824561
DM,B,2010,13080699
DM,D,2010,149671
DM,E,2010,10365357
DM,F,2010,70954
DM,G,2010,4219717
DO,A,2010,12486137
DO,B,2010,101914728
DO,C,2010,8511026
DO,D,2010,764097
DO,E,2010,70527850
DO,F,2010,14944950
DO,G,2010,44506148
DZ,A,2010,30339880
DZ,B,2010,10168857
DZ,C,2010,17144748
DZ,D,2010,378934
DZ,E,2010,29406991
DZ,F,2010,135106568
DZ,G,2010,63686489
EC,A,2010,9030923
EC,B,2010,54340587
EC,C,2010,1377771
EC,D,2010,9777270
EC,E,2010,80613663
EC,F,2010,11817569
EC,G,2010,86277810
EG,A,2010,654406476
EG,B,2010,269655916
EG,C,2010,4367814
EG,D,2010,256479
EG,E,2010,256860227
EG,F,2010,154516080
EG,G,2010,154540700
ER,A,2010,12449009
ER,B,2010,56552625
ER,C,2010,8679763
ER,D,2010,5294308
ER,E,2010,55304670
ER,F,2010,1374126
ER,G,2010,14493736
ET,A,2010,533873394
ET,B,2010,1331644608
ET,C,2010,875101146
ET,D,2010,25543071
ET,E,2010,556970668
ET,F,2010,35738468
ET,G,2010,283613143
FJ,B,2010,14046146
FJ,D,2010,868162
FJ,E,2010,26143290
FJ,F,2010,9597268
FJ,G,2010,39628230
GA,A,2010,30930070
GA,B,2010,9812971
GA,C,2010,14903
GA,D,2010,182236
GA,E,2010,38596710
GA,F,2010,35800833
GA,G,2010,16922914
GD,A,2010,2520395
GD,B,2010,20865365
GD,E,2010,8331791
GD,F,2010,261095
GD,G,2010,658123
GE,A,2010,130403793
GE,B,2010,267868979
GE,C,2010,1563909
GE,D,2010,26491
GE,E,2010,123426607
GE,F,2010,24231153
GE,G,2010,113470214
GH,A,2010,332355283
GH,B,2010,1027896006
GH,C,2010,52579817
GH,D,2010,7305143
GH,E,2010,187453176
GH,F,2010,23721477
GH,G,2010,144252555
GM,A,2010,11039048
GM,B,2010,33905641
GM,C,2010,14473682
GM,D,2010,667217
GM,E,2010,38998332
GM,F,2010,631609
GM,G,2010,14109344
GN,A,2010,18114757
GN,B,2010,41534305
GN,C,2010,8678379
GN,D,2010,957061
GN,E,2010,104887221
GN,F,2010,38694707
GN,G,2010,40061396
GQ,B,2010,14830702
GQ,E,2010,3813879
GQ,F,2010,57114039
GQ,G,2010,13330016
GT,A,2010,30016858
GT,B,2010,79677066
GT,C,2010,59582168
GT,D,2010,10200342
GT,E,2010,126053424
GT,F,2010,31153003
GT,G,2010,124063256
GW,A,2010,1223161
GW,B,2010,60149547
GW,C,2010,12838685
GW,D,2010,923691
GW,E,2010,37941006
GW,F,2010,183464656
GW,G,2010,17173167
GY,A,2010,48183203
GY,B,2010,64477440
GY,C,2010,442103
GY,E,2010,32448704
GY,F,2010,271136
GY,G,2010,15645203
HN,A,2010,184840442
HN,B,2010,219184309
HN,C,2010,8540716
HN,D,2010,7876482
HN,E,2010,99375041
HN,F,2010,33776977
HN,G,2010,56528447
HR,A,2010,12265479
HR,B,2010,1730415
HR,C,2010,602
HR,E,2010,103434262
HR,F,2010,13773654
HR,G,2010,28149597
HT,A,2010,47219875
HT,B,2010,785332586
HT,C,2010,297358463
HT,D,2010,4924739
HT,E,2010,1532457269
HT,F,2010,1081565704
HT,G,2010,303332514
ID,A,2010,1625995873
ID,B,2010,878192364
ID,C,2010,26544496
ID,D,2010,13081258
ID,E,2010,385736036
ID,F,2010,201229760
ID,G,2010,510536841
IN,A,2010,3488185216
IN,B,2010,620629295
IN,C,2010,4909195
IN,D,2010,14319663
IN,E,2010,401987701
IN,F,2010,96552626
IN,G,2010,267339580
IQ,A,2010,199125353
IQ,B,2010,596751614
IQ,C,2010,4492581
IQ,D,2010,9506340
IQ,E,2010,618317271
IQ,F,2010,56287360
IQ,G,2010,748742307
IR,B,2010,10894458
IR,C,2010,1251409
IR,D,2010,650152
IR,E,2010,29165632
IR,F,2010,66416051
IR,G,2010,14388418
JM,A,2010,28559262
JM,B,2010,86142496
JM,E,2010,32475386
JM,F,2010,29217805
JM,G,2010,17506234
JO,A,2010,347806505
JO,B,2010,320992457
JO,C,2010,19473184
JO,D,2010,1002043
JO,E,2010,309439773
JO,F,2010,56920190
JO,G,2010,93077146
KE,A,2010,504099433
KE,B,2010,298498370
KE,C,2010,231603885
KE,D,2010,22403844
KE,E,2010,678584267
KE,F,2010,34978995
KE,G,2010,157714830
KG,A,2010,30829220
KG,B,2010,142891284
KG,C,2010,7922779
KG,D,2010,655154
KG,E,2010,96667701
KG,F,2010,13384197
KG,G,2010,52113098
KH,A,2010,134640768
KH,B,2010,194167234
KH,C,2010,12424710
KH,D,2010,22227000
KH,E,2010,239571766
KH,F,2010,31553434
KH,G,2010,175923777
KI,B,2010,3873135
KI,C,2010,1221555
KI,D,2010,438502
KI,E,2010,1579585
KI,F,2010,8175072
KI,G,2010,10243069
KM,B,2010,36411070
KM,C,2010,231326
KM,E,2010,21565094
KM,F,2010,12105715
KM,G,2010,3709362
KN,B,2010,6931496
KN,D,2010,149671
KN,E,2010,339000
KN,F,2010,49038
KN,G,2010,2437430
KP,A,2010,6588212
KP,B,2010,22868354
KP,C,2010,23866142
KP,D,2010,377443
KP,E,2010,22844160
KP,F,2010,2671590
KP,G,2010,4626185
KZ,A,2010,26671642
KZ,B,2010,41391836
KZ,D,2010,178117
KZ,E,2010,84365542
KZ,F,2010,13348660
KZ,G,2010,32000448
LA,A,2010,70133830
LA,B,2010,114766935
LA,C,2010,29531583
LA,D,2010,6641894
LA,E,2010,108807175
LA,F,2010,29442494
LA,G,2010,115005529
LB,A,2010,104323858
LB,B,2010,55285322
LB,C,2010,3049752
LB,D,2010,1345292
LB,E,2010,183426395
LB,F,2010,71030278
LB,G,2010,84793329
LC,A,2010,2914395
LC,B,2010,12578092
LC,E,2010,17326999
LC,F,2010,528895
LC,G,2010,6555508
LK,A,2010,689165283
LK,B,2010,115252334
LK,C,2010,33841282
LK,D,2010,9375103
LK,E,2010,162089891
LK,F,2010,27337334
LK,G,2010,81568450
LR,A,2010,119769
LR,B,2010,235937530
LR,C,2010,43436918
