country,sector,bundle,year,out-oda-gross-sector-bundle
NO,E,A,2006,153191
NO,E,B,2006,65815988
NO,E,E,2006,16071071
NO,E,G,2006,37524194
NO,F,A,2006,60196690
NO,F,B,2006,43905453
NO,F,E,2006,37359318
NO,F,G,2006,31670451
NO,G,A,2006,36848895
NO,G,B,2006,11574200
NO,G,E,2006,1753266
NO,G,G,2006,21188066
NO,H,A,2006,3148869
NO,H,B,2006,69561397
NO,H,C,2006,9054975
NO,H,E,2006,10629734
NO,H,G,2006,38803605
NO,I,A,2006,2205918
NO,I,B,2006,8919093
NO,I,E,2006,4846528
NO,I,G,2006,25898496
NO,J,B,2006,31681918
NO,J,E,2006,20022250
NO,J,G,2006,65528645
NO,K,B,2006,145784905
NO,K,C,2006,92391
NO,K,E,2006,29397673
NO,K,F,2006,335120413
NO,K,G,2006,38037430
NO,L,B,2006,124799796
NO,M,F,2006,31305863
NO,N,B,2006,74196313
NO,N,C,2006,99630691
NO,N,E,2006,254617272
NO,N,G,2006,2819118
NZ,A,B,2006,15582500
NZ,A,E,2006,11633833
NZ,A,G,2006,32278339
NZ,B,B,2006,6987577
NZ,B,E,2006,16627740
NZ,B,G,2006,1884778
NZ,C,B,2006,984489
NZ,C,E,2006,432898
NZ,C,G,2006,2563631
NZ,D,B,2006,6822066
NZ,D,E,2006,15959359
NZ,D,G,2006,11927373
NZ,E,B,2006,2123189
NZ,E,E,2006,1850341
NZ,E,G,2006,554910
NZ,F,E,2006,8427355
NZ,F,G,2006,1851737
NZ,G,B,2006,2220784
NZ,G,E,2006,1301218
NZ,G,G,2006,238655
NZ,H,B,2006,472512
NZ,H,C,2006,1731304
NZ,H,E,2006,3530968
NZ,H,G,2006,4166591
NZ,I,B,2006,3587972
NZ,I,E,2006,1741069
NZ,I,G,2006,3259626
