country,sector,bundle,year,in-oda-gross-sector-bundle
54,C,G,2006,152018
54,D,B,2006,372621
54,D,E,2006,14129647
54,D,G,2006,11857308
54,E,B,2006,39401
54,E,E,2006,2704567
54,E,G,2006,2774326
54,F,B,2006,802028
54,F,E,2006,11346769
54,F,G,2006,4300295
54,G,A,2006,14358445
54,G,B,2006,439885
54,G,E,2006,-3831
54,G,G,2006,1469184
54,H,E,2006,838195
54,H,G,2006,6807479
54,I,A,2006,5130476
54,I,E,2006,357634
54,I,G,2006,2975100
54,J,B,2006,-2256
54,J,E,2006,5326072
54,J,G,2006,1860271
54,K,B,2006,3471339
54,K,E,2006,3999736
54,K,F,2006,8992744
54,K,G,2006,30245431
54,N,B,2006,3322
54,N,E,2006,3527225
55,A,B,2006,283934461
55,A,E,2006,84218980
55,A,F,2006,12594072
55,A,G,2006,448318587
55,B,B,2006,207495130
55,B,C,2006,149604642
55,B,E,2006,514758469
55,B,F,2006,413060681
55,B,G,2006,1169996120
55,C,B,2006,10217092
55,C,E,2006,50534602
55,C,G,2006,48562361
55,D,B,2006,127785153
55,D,E,2006,333400472
55,D,G,2006,612787084
55,E,B,2006,15835027
55,E,E,2006,48007878
55,E,G,2006,270187272
55,F,A,2006,11635480
55,F,B,2006,9391237
55,F,E,2006,50894670
55,F,G,2006,83404140
55,G,A,2006,1228035
55,G,B,2006,13460356
55,G,E,2006,348180138
55,G,G,2006,120873650
55,H,B,2006,36700411
55,H,C,2006,66142021
55,H,E,2006,88260040
55,H,G,2006,199610535
55,I,A,2006,43274
55,I,B,2006,68726390
55,I,E,2006,43206202
55,I,G,2006,178103443
55,J,B,2006,34465394
55,J,E,2006,164554753
55,J,G,2006,258174336
55,K,A,2006,22806585
55,K,B,2006,111433190
55,K,C,2006,14172485
55,K,D,2006,1263320720
55,K,E,2006,565804772
55,K,F,2006,5557552405
55,K,G,2006,1008398272
55,L,B,2006,57432557
55,M,F,2006,20506971
55,N,B,2006,306458083
55,N,C,2006,204364759
55,N,E,2006,480833192
55,N,G,2006,92229627
56,A,B,2006,722684
56,A,E,2006,499532
56,A,F,2006,47423
56,A,G,2006,10754712
56,B,A,2006,2057947
56,B,B,2006,283448
56,B,E,2006,6077845
56,B,G,2006,5200045
56,C,E,2006,314446
56,C,G,2006,567440
56,D,B,2006,6338721
56,D,E,2006,18243184
56,D,G,2006,55080207
56,E,B,2006,2710035
56,E,E,2006,653529
56,E,G,2006,13638422
56,F,E,2006,6272174
56,F,G,2006,593933
56,G,A,2006,168543351
56,G,E,2006,583195
56,G,G,2006,2203938
56,H,B,2006,162712
56,H,C,2006,835672
56,H,E,2006,359774
56,H,G,2006,5470877
56,I,A,2006,28347484
56,I,B,2006,237049
56,I,E,2006,634752
56,I,G,2006,4915509
56,J,B,2006,89794
56,J,E,2006,2391188
56,J,G,2006,856270
56,K,A,2006,30401
56,K,B,2006,7336410
56,K,D,2006,5860358
56,K,E,2006,46839788
56,K,F,2006,274367737
56,K,G,2006,47749234
56,N,E,2006,7664480
56,N,G,2006,85084
57,A,G,2006,1781334
57,B,B,2006,6265496
57,B,E,2006,282313
57,B,G,2006,24688452
57,C,E,2006,68802
57,C,G,2006,2884110
57,D,B,2006,1629029
57,D,E,2006,3289031
57,D,G,2006,24244661
57,E,B,2006,3433695
57,E,E,2006,125309
57,E,G,2006,1134021
57,F,E,2006,2925772
57,F,G,2006,872099
57,G,A,2006,17134488
57,G,B,2006,272436
57,G,G,2006,772992
57,H,A,2006,6911390
57,H,E,2006,3443908
57,H,G,2006,1345900
57,I,A,2006,33903851
57,I,B,2006,399098
57,I,E,2006,4179575
57,I,G,2006,5946175
57,J,E,2006,7527159
57,J,G,2006,8703252
57,K,D,2006,335760
57,K,E,2006,4900262
57,K,F,2006,5494660
57,K,G,2006,3119381
57,N,B,2006,23902149
57,N,C,2006,828998
57,N,E,2006,9531507
57,N,G,2006,4885559
58,A,B,2006,562568
58,A,E,2006,250898
58,A,F,2006,91909
58,A,G,2006,7142345
58,B,B,2006,240647
58,B,E,2006,368191
58,B,G,2006,456057
58,C,B,2006,4990758
58,C,E,2006,824058
58,C,G,2006,3603276
58,D,B,2006,1380273
58,D,E,2006,26618118
58,D,G,2006,16411632
58,E,B,2006,7083729
58,E,E,2006,8833277
58,E,G,2006,1320459
58,F,B,2006,4051923
58,F,E,2006,8575859
58,F,G,2006,1723982
58,G,E,2006,1311032
58,G,G,2006,581019
58,H,B,2006,68051
58,H,C,2006,1413984
58,H,E,2006,47871
58,I,E,2006,24491503
58,I,G,2006,1609152
58,J,B,2006,2611144
58,J,E,2006,4087994
58,J,G,2006,911217
58,K,B,2006,6735286
58,K,D,2006,74170
58,K,E,2006,15389179
58,K,F,2006,12872803
58,K,G,2006,3272435
58,N,B,2006,126008494
58,N,E,2006,2323154
58,N,G,2006,5939294
59,A,B,2006,287346
59,A,E,2006,135290
59,A,F,2006,98978
59,A,G,2006,3189966
59,B,B,2006,1867727
59,B,E,2006,15022379
59,B,G,2006,11294154
59,C,B,2006,129297
59,C,E,2006,330809
59,D,B,2006,5368182
59,D,E,2006,29811709
59,D,G,2006,10414546
59,E,B,2006,272205
59,E,E,2006,4375098
59,E,G,2006,6172996
59,F,E,2006,1127066
59,F,G,2006,2079294
59,G,A,2006,16550150
59,G,E,2006,2629302
59,G,G,2006,1021023
59,H,B,2006,3043534
59,H,C,2006,12481052
59,H,E,2006,4745095
59,H,G,2006,6234005
59,I,B,2006,48973
59,I,E,2006,14490223
59,I,G,2006,14534661
59,J,B,2006,172174
59,J,E,2006,9952124
59,J,G,2006,9409070
59,K,A,2006,39755
59,K,B,2006,1149260
59,K,D,2006,911390
59,K,E,2006,9645242
59,K,F,2006,5374223
59,K,G,2006,6779967
59,L,B,2006,1020769
59,N,C,2006,466075
59,N,E,2006,8925661
60,A,B,2006,18346715
60,A,E,2006,2215996
60,A,G,2006,17044401
60,B,B,2006,3520249
60,B,E,2006,1753373
60,B,G,2006,1368887
60,C,B,2006,4990758
60,C,E,2006,704790
60,C,G,2006,1107667
60,D,B,2006,4177063
60,D,E,2006,7852104
60,D,G,2006,20659849
60,E,B,2006,12767320
60,E,E,2006,9421508
60,E,G,2006,8422688
60,F,B,2006,4051923
60,F,E,2006,9149687
60,F,G,2006,1841898
60,G,A,2006,7103579
60,G,B,2006,427714
60,G,E,2006,455082
60,G,G,2006,99048
60,H,B,2006,81661
60,H,C,2006,33698
60,H,E,2006,135663
60,H,G,2006,3375368
60,I,B,2006,112965
60,I,E,2006,24466813
60,I,G,2006,3071777
60,J,B,2006,2535271
60,J,E,2006,3686757
60,J,G,2006,3311690
60,K,B,2006,7695561
60,K,D,2006,12439
60,K,E,2006,17930543
60,K,F,2006,16213844
60,K,G,2006,669748
60,N,C,2006,3810357
60,N,E,2006,13183805
61,A,B,2006,2740072
61,A,E,2006,601233
61,A,G,2006,8840454
61,B,B,2006,1680149
61,B,E,2006,13176823
61,B,G,2006,17895029
61,C,B,2006,217499
61,C,E,2006,172980
61,C,G,2006,650601
61,D,B,2006,12630865
61,D,E,2006,9685815
61,D,G,2006,20785479
61,E,B,2006,1426432
61,E,E,2006,263174
61,E,G,2006,1372749
61,F,E,2006,459134
61,F,G,2006,261648
61,G,B,2006,2288596
61,G,E,2006,781294
61,G,G,2006,10378168
61,H,B,2006,4135227
61,H,E,2006,6065899
61,H,G,2006,1786733
61,I,B,2006,1183271
61,I,E,2006,416311
61,I,G,2006,334068
61,J,B,2006,1451492
61,J,E,2006,1046303
61,J,G,2006,3967962
61,K,A,2006,3249492
61,K,B,2006,11514616
61,K,E,2006,2832664
61,K,F,2006,9993080
61,K,G,2006,5981245
61,N,B,2006,12538437
61,N,E,2006,-1304932
61,N,G,2006,63711
62,A,B,2006,29949
62,A,E,2006,2416231
62,A,G,2006,1057985
62,B,B,2006,2478548
62,B,E,2006,612769
62,B,G,2006,4263887
62,C,E,2006,3807862
62,C,G,2006,309439
62,D,B,2006,136747
62,D,E,2006,4632357
62,D,G,2006,10280375
62,E,B,2006,63406
62,E,E,2006,1015233
62,E,G,2006,4321716
62,F,E,2006,569204
62,F,G,2006,162270
62,G,E,2006,670940
62,G,G,2006,345711
62,H,E,2006,3137505
62,H,G,2006,7686515
62,I,E,2006,81812
62,I,G,2006,158836
62,J,B,2006,1648332
62,J,E,2006,2678553
62,J,G,2006,2796736
62,K,B,2006,1224315
62,K,D,2006,12961
62,K,E,2006,410874
62,K,F,2006,13928193
62,K,G,2006,20999537
62,N,B,2006,48342149
62,N,C,2006,206801
62,N,E,2006,4272760
63,A,B,2006,1733843
63,A,E,2006,930976
63,A,F,2006,148814
63,A,G,2006,3656806
63,B,E,2006,3043780
63,B,G,2006,31052
63,C,E,2006,201974
63,C,G,2006,593322
63,D,E,2006,11225448
63,D,G,2006,16135690
63,E,E,2006,3647398
63,E,G,2006,739949
63,F,A,2006,181239
63,F,E,2006,1758669
63,F,G,2006,638562
63,G,A,2006,26508049
63,G,E,2006,2992
63,G,G,2006,121093
63,H,E,2006,1260378
63,H,G,2006,4072643
63,I,E,2006,3434293
63,I,G,2006,1572790
63,J,E,2006,1664460
63,J,G,2006,260250
63,K,A,2006,818499
63,K,D,2006,536116
63,K,E,2006,4624467
63,K,F,2006,1188968
63,K,G,2006,2079068
63,N,C,2006,630831
63,N,E,2006,5094883
64,A,E,2006,63770
64,A,G,2006,27220
64,B,E,2006,625431
64,B,G,2006,11849
64,C,G,2006,24761
64,D,B,2006,3740
64,D,E,2006,948541
64,D,G,2006,1733998
64,E,E,2006,2208699
64,F,A,2006,14968654
64,F,E,2006,166981
64,G,A,2006,14363192
64,G,E,2006,989
64,H,G,2006,1525113
64,I,E,2006,82165
64,J,E,2006,28197
64,J,G,2006,107417
64,K,B,2006,145573
64,K,E,2006,312749
64,K,F,2006,195076
64,K,G,2006,2449764
64,N,B,2006,58581528
64,N,C,2006,6173
64,N,E,2006,7214299
64,N,G,2006,699877
65,A,B,2006,1366902
65,A,E,2006,11879898
65,A,G,2006,25013312
65,B,B,2006,24869447
65,B,C,2006,806508
65,B,E,2006,142933188
65,B,G,2006,127268187
65,C,B,2006,10412990
65,C,E,2006,27331971
65,C,G,2006,13633636
65,D,B,2006,11553824
65,D,E,2006,59254742
65,D,G,2006,129837355
65,E,A,2006,153191
65,E,B,2006,5586890
65,E,E,2006,21323485
65,E,G,2006,26192902
65,F,A,2006,4055158
65,F,B,2006,649117
65,F,E,2006,33361494
65,F,G,2006,11203402
65,G,A,2006,22231695
65,G,B,2006,2794278
65,G,E,2006,14800245
65,G,G,2006,14168811
65,H,A,2006,13046514
65,H,B,2006,4062872
65,H,C,2006,28857251
65,H,E,2006,35148735
65,H,G,2006,34652555
65,I,A,2006,213165
65,I,E,2006,15572220
65,I,G,2006,12076522
65,J,A,2006,2419106
65,J,B,2006,1611110
65,J,E,2006,20677056
65,J,G,2006,17277293
65,K,A,2006,25071858
65,K,B,2006,5832592
65,K,D,2006,6650883
65,K,E,2006,56633012
65,K,F,2006,20886174
65,K,G,2006,38971614
65,M,F,2006,77761328
65,N,B,2006,356092225
65,N,C,2006,190114963
65,N,E,2006,68938746
65,N,G,2006,347088
66,A,B,2006,2968415
66,A,E,2006,206037
66,A,G,2006,99332
66,B,B,2006,3172670
66,B,E,2006,825968
66,B,G,2006,131290
66,C,B,2006,604761
66,C,E,2006,12526
66,D,B,2006,6399867
66,D,E,2006,4362468
66,D,G,2006,2662397
66,E,B,2006,1632530
66,E,E,2006,3844604
66,E,G,2006,446034
66,F,E,2006,177725
66,F,G,2006,314501
66,G,E,2006,3427049
66,G,G,2006,27271
66,H,B,2006,108186
66,H,E,2006,26596
66,I,B,2006,108186
66,I,G,2006,25670
66,J,E,2006,97688
66,J,G,2006,85841
66,K,E,2006,939157
66,K,F,2006,586965
66,K,G,2006,9966
66,M,F,2006,89286710
66,N,E,2006,423463
67,A,E,2006,339374
67,A,G,2006,4157350
67,B,B,2006,903
67,B,E,2006,359146
67,B,G,2006,19338862
67,C,E,2006,392901
67,D,B,2006,6891
67,D,E,2006,5379259
67,D,G,2006,4035461
67,E,E,2006,384671
67,E,G,2006,644004
67,F,E,2006,436583
67,G,G,2006,2163862
67,H,E,2006,487854
67,H,G,2006,364335
67,I,E,2006,963142
67,I,G,2006,9408776
67,J,B,2006,459950
67,J,E,2006,123111
67,J,G,2006,1282208
67,K,E,2006,1222077
67,K,F,2006,5926
67,K,G,2006,2690985
67,N,B,2006,17718
67,N,C,2006,771848
67,N,E,2006,12929735
67,N,G,2006,1677545
AF,A,B,2006,32978552
AF,A,E,2006,29358203
AF,A,F,2006,2838941
AF,A,G,2006,37388625
AF,B,B,2006,1206060
AF,B,E,2006,51908128
AF,B,G,2006,139820974
AF,C,A,2006,1728057
AF,C,B,2006,9341321
AF,C,E,2006,17102570
AF,C,G,2006,8111725
AF,D,A,2006,2682541
AF,D,B,2006,371814355
AF,D,E,2006,163428220
AF,D,G,2006,404952144
AF,E,B,2006,7894007
AF,E,E,2006,21387087
AF,E,G,2006,106258580
AF,F,A,2006,21773404
AF,F,B,2006,8873956
AF,F,E,2006,25316892
AF,F,G,2006,193994389
AF,G,A,2006,2458419
AF,G,B,2006,431617681
AF,G,E,2006,545604
AF,G,G,2006,61108639
AF,H,A,2006,12960436
AF,H,B,2006,30794377
AF,H,C,2006,62037923
AF,H,E,2006,7660084
AF,H,G,2006,26324312
AF,I,A,2006,4527839
AF,I,B,2006,7128572
AF,I,E,2006,325218
AF,I,G,2006,25738631
AF,J,E,2006,404992
AF,J,G,2006,15877
AF,K,A,2006,7260595
AF,K,B,2006,129620840
AF,K,D,2006,6085631
AF,K,E,2006,66925174
AF,K,F,2006,11835026
AF,K,G,2006,81309029
AF,L,B,2006,56967651
AF,N,B,2006,112140789
AF,N,C,2006,124484096
AF,N,E,2006,160583774
AF,N,G,2006,15557853
AG,A,E,2006,1248962
AG,A,G,2006,14685
AG,B,E,2006,2037
AG,B,G,2006,95411
AG,D,B,2006,199128
AG,D,E,2006,100593
AG,D,G,2006,253630
AG,E,G,2006,38981
AG,F,G,2006,23708
AG,H,E,2006,2489754
AG,H,G,2006,118358
AG,K,E,2006,67854
AG,K,G,2006,15616
AI,D,G,2006,220765
AI,E,G,2006,25425
AI,F,B,2006,4894315
AI,G,G,2006,52063
AL,A,A,2006,274129
AL,A,B,2006,662655
AL,A,E,2006,2836078
AL,A,F,2006,14994610
AL,A,G,2006,11404006
AL,B,A,2006,317692
AL,B,B,2006,63237
AL,B,E,2006,23800805
AL,B,G,2006,6740191
AL,C,A,2006,13213641
AL,C,E,2006,15993445
AL,C,G,2006,2351815
AL,D,A,2006,1398962
AL,D,B,2006,1629382
AL,D,E,2006,47450188
AL,D,G,2006,42326180
AL,E,A,2006,2826649
AL,E,B,2006,564192
AL,E,E,2006,2619730
AL,E,G,2006,5723636
AL,F,A,2006,64410618
AL,F,E,2006,7433512
AL,F,G,2006,2632992
AL,G,B,2006,42262
AL,G,E,2006,798748
AL,G,G,2006,11167379
AL,H,A,2006,5102216
AL,H,B,2006,723820
AL,H,E,2006,5214995
AL,H,G,2006,1658824
AL,I,E,2006,4434692
AL,I,G,2006,922733
AL,J,A,2006,634086
AL,J,B,2006,213981
AL,J,E,2006,9732300
AL,J,G,2006,1258871
AL,K,A,2006,4213239
AL,K,B,2006,536940
AL,K,D,2006,39261
AL,K,E,2006,15782530
AL,K,F,2006,2414726
AL,K,G,2006,12590318
AL,L,B,2006,22325224
AL,N,E,2006,1829507
AL,N,G,2006,27947
AM,A,A,2006,5174803
AM,A,E,2006,1169617
AM,A,F,2006,15908052
AM,A,G,2006,3142167
AM,B,A,2006,10295760
AM,B,B,2006,103311
AM,B,E,2006,7830177
AM,B,G,2006,9217277
AM,C,A,2006,10883572
AM,C,E,2006,125680
AM,C,G,2006,734142
AM,D,A,2006,4519913
AM,D,B,2006,5271032
AM,D,E,2006,3634147
AM,D,G,2006,21555035
AM,E,A,2006,3213207
AM,E,B,2006,4705943
AM,E,E,2006,865907
AM,E,G,2006,24204333
AM,F,A,2006,13139564
AM,F,B,2006,183828
AM,F,E,2006,2738366
AM,F,G,2006,2483571
AM,G,A,2006,303988
AM,G,B,2006,5423599
AM,G,E,2006,532605
AM,G,G,2006,2353676
AM,H,A,2006,14768291
AM,H,B,2006,7378237
AM,H,C,2006,14963188
AM,H,E,2006,1571422
AM,H,G,2006,7453273
AM,I,A,2006,548054
AM,I,B,2006,4164759
AM,I,G,2006,1277605
AM,J,A,2006,14022
AM,J,E,2006,1828559
AM,J,G,2006,11476542
AM,K,A,2006,151328
AM,K,B,2006,1213999
AM,K,D,2006,474108
AM,K,E,2006,662690
AM,K,F,2006,974920
AM,K,G,2006,14291476
AM,L,B,2006,18088200
AM,M,F,2006,4126157
AM,N,C,2006,-144
AM,N,E,2006,7167243
AM,N,G,2006,1629979
AO,A,A,2006,5017816
AO,A,B,2006,13178521
AO,A,E,2006,5558174
AO,A,F,2006,5166620
AO,A,G,2006,12927794
AO,B,A,2006,1932484
AO,B,B,2006,8086429
AO,B,E,2006,33669122
AO,B,G,2006,26659580
AO,C,A,2006,6238101
AO,C,B,2006,2182263
AO,C,E,2006,3236158
AO,C,G,2006,4352531
AO,D,A,2006,1141892
AO,D,B,2006,13848156
AO,D,E,2006,29755234
AO,D,G,2006,28195084
AO,E,A,2006,3570848
AO,E,B,2006,9709462
AO,E,E,2006,2791169
AO,E,G,2006,8983856
AO,F,A,2006,3635572
AO,F,B,2006,60367
AO,F,E,2006,399039
AO,F,G,2006,3912940
AO,G,A,2006,267003
AO,G,B,2006,360908
AO,G,E,2006,491528
AO,G,G,2006,1247029
AO,H,A,2006,11090412
AO,H,B,2006,844934
AO,H,C,2006,12841249
AO,H,E,2006,1954759
AO,H,G,2006,1768753
AO,I,B,2006,324558
AO,I,E,2006,590361
AO,I,G,2006,600541
AO,J,E,2006,872081
AO,J,G,2006,72318
AO,K,B,2006,1439468
AO,K,C,2006,11335
AO,K,D,2006,3227165
AO,K,E,2006,11517368
AO,K,F,2006,2983015
AO,K,G,2006,5891073
AO,L,B,2006,110956
AO,N,B,2006,2574900
AO,N,C,2006,8955782
AO,N,E,2006,36393128
AO,N,G,2006,1347429
AR,A,B,2006,8826558
AR,A,E,2006,1322703
AR,A,F,2006,8403000
AR,A,G,2006,9854964
AR,B,A,2006,21197524
AR,B,B,2006,381016
AR,B,E,2006,10214139
AR,B,G,2006,1067733
AR,C,E,2006,47152
AR,C,G,2006,190250
AR,D,B,2006,14324
AR,D,E,2006,13986901
AR,D,G,2006,5918877
AR,E,B,2006,76374
AR,E,E,2006,1234181
AR,E,G,2006,9178288
AR,F,E,2006,370781
AR,F,G,2006,1808638
AR,G,E,2006,34305
AR,G,G,2006,409512
AR,H,B,2006,522361
AR,H,C,2006,204153
AR,H,E,2006,1852590
AR,H,G,2006,2724946
AR,I,A,2006,15212374
AR,I,E,2006,884930
AR,I,G,2006,7244460
AR,J,B,2006,204153
AR,J,E,2006,7271579
AR,J,G,2006,2531708
AR,K,B,2006,153726
AR,K,C,2006,3867022
AR,K,D,2006,86697
AR,K,E,2006,3140284
AR,K,F,2006,2594363
AR,K,G,2006,3320185
AR,M,F,2006,183828
AR,N,B,2006,193795
AR,N,C,2006,111820
AR,N,E,2006,131217
AZ,A,A,2006,6970525
AZ,A,B,2006,2173880
AZ,A,E,2006,144720
AZ,A,F,2006,4344813
AZ,A,G,2006,1901237
AZ,B,A,2006,345356
AZ,B,B,2006,2173880
AZ,B,E,2006,8938876
AZ,B,G,2006,3916296
AZ,C,A,2006,14402558
AZ,C,E,2006,2469069
AZ,C,G,2006,267710
AZ,D,A,2006,1170218
AZ,D,B,2006,5751485
AZ,D,E,2006,9802245
AZ,D,G,2006,30436127
AZ,E,A,2006,5075836
AZ,E,B,2006,11454
AZ,E,E,2006,1966997
AZ,E,G,2006,7128969
AZ,F,A,2006,19996070
AZ,F,B,2006,3892292
AZ,F,E,2006,1576242
AZ,F,G,2006,4565387
AZ,G,A,2006,1321240
AZ,G,B,2006,5695557
AZ,G,E,2006,296547
AZ,G,G,2006,5296011
AZ,H,A,2006,13018527
AZ,H,B,2006,79841
AZ,H,C,2006,6814728
AZ,H,E,2006,910430
AZ,H,G,2006,320491
AZ,I,A,2006,100369
AZ,I,B,2006,3369514
AZ,I,E,2006,1434300
AZ,I,G,2006,16635406
AZ,J,E,2006,758067
AZ,J,G,2006,444957
AZ,K,B,2006,1167782
AZ,K,D,2006,23633
AZ,K,E,2006,1715724
AZ,K,F,2006,1793400
AZ,K,G,2006,9244902
AZ,N,B,2006,22148
AZ,N,C,2006,2241582
AZ,N,E,2006,1868416
AZ,N,G,2006,39602
BA,A,A,2006,1982385
BA,A,B,2006,1251694
BA,A,E,2006,6158461
BA,A,F,2006,24974333
BA,A,G,2006,12300581
BA,B,A,2006,14580299
BA,B,B,2006,905371
BA,B,E,2006,10176826
BA,B,G,2006,3079803
BA,C,A,2006,8671148
BA,C,B,2006,3671409
BA,C,E,2006,5354091
BA,C,F,2006,252612
BA,C,G,2006,232642
BA,D,A,2006,582073
BA,D,B,2006,15645274
BA,D,E,2006,111208089
BA,D,G,2006,97634361
BA,E,A,2006,4603568
BA,E,B,2006,144963
BA,E,E,2006,31464103
BA,E,G,2006,6313158
BA,F,A,2006,21312735
BA,F,E,2006,12046369
BA,F,G,2006,2262647
BA,G,A,2006,9053
BA,G,B,2006,2786859
BA,G,E,2006,3185642
BA,G,G,2006,16765640
BA,H,A,2006,2212304
BA,H,B,2006,1288173
BA,H,E,2006,6809971
BA,H,G,2006,1694237
BA,I,A,2006,1069122
BA,I,E,2006,5604646
BA,I,G,2006,1679164
BA,J,E,2006,2129964
BA,J,G,2006,755846
BA,K,A,2006,11821624
BA,K,B,2006,258755
BA,K,D,2006,43203
BA,K,E,2006,11621206
BA,K,F,2006,3062504
BA,K,G,2006,7713589
BA,M,F,2006,5243502
BA,N,B,2006,297481
BA,N,E,2006,18502165
BA,N,G,2006,111431
BB,A,E,2006,1297612
BB,A,F,2006,76470
BB,A,G,2006,28125
BB,B,B,2006,1629129
BB,B,E,2006,68412
BB,B,G,2006,70873
BB,C,G,2006,134478
BB,D,B,2006,37704
BB,D,E,2006,89141
BB,D,G,2006,367664
BB,E,E,2006,11104
BB,E,G,2006,1999102
BB,I,G,2006,31596
BB,J,G,2006,101880
BB,K,B,2006,30556
BB,K,E,2006,194873
BB,K,G,2006,178232
BB,N,E,2006,476142
BD,A,A,2006,54747880
BD,A,B,2006,149485385
BD,A,E,2006,14952921
BD,A,F,2006,4454492
BD,A,G,2006,77091342
BD,B,A,2006,122124911
BD,B,B,2006,83267106
BD,B,C,2006,24009320
BD,B,E,2006,31963308
BD,B,G,2006,65266227
BD,C,A,2006,7755295
BD,C,B,2006,10079710
BD,C,E,2006,19227166
BD,C,F,2006,303928
BD,C,G,2006,7942496
BD,D,A,2006,33859776
BD,D,B,2006,28537785
BD,D,E,2006,36128960
BD,D,G,2006,52113305
BD,E,A,2006,20291922
BD,E,B,2006,16900619
BD,E,E,2006,6636851
BD,E,G,2006,5387856
BD,F,A,2006,99319986
BD,F,B,2006,19248492
BD,F,E,2006,49376761
BD,F,G,2006,11821950
BD,G,A,2006,6046263
BD,G,B,2006,3010324
BD,G,C,2006,21502
BD,G,E,2006,2866693
BD,G,G,2006,8227633
BD,H,A,2006,13473883
BD,H,B,2006,5527864
BD,H,C,2006,57087839
BD,H,E,2006,5819065
BD,H,G,2006,8067433
BD,I,A,2006,9964691
BD,I,B,2006,4481026
BD,I,E,2006,5315355
BD,I,G,2006,3066680
BD,J,E,2006,3370411
BD,J,G,2006,5437282
BD,K,A,2006,14254931
BD,K,B,2006,3434815
BD,K,C,2006,4694753
BD,K,D,2006,2071028
BD,K,E,2006,35274978
BD,K,F,2006,1553631
BD,K,G,2006,45249771
BD,L,B,2006,172725243
BD,M,F,2006,335004622
BD,N,B,2006,821218
BD,N,C,2006,1374873
BD,N,E,2006,16829544
BD,N,G,2006,135349
BF,A,A,2006,12741815
BF,A,B,2006,35780787
BF,A,E,2006,29635192
BF,A,F,2006,9265751
BF,A,G,2006,31364164
BF,B,A,2006,3556248
BF,B,B,2006,37405740
BF,B,E,2006,39520656
BF,B,G,2006,9929694
BF,C,A,2006,41372661
BF,C,B,2006,2405379
BF,C,E,2006,41144856
