country-from,country-to,bundle,year,oda-gross-bl-bundle
11,BY,E,2006,335876
11,CD,E,2006,173729
11,CL,E,2006,1829948
11,CM,E,2006,4574871
11,CN,E,2006,21368702
11,CO,E,2006,4389560
11,CR,E,2006,1216105
11,CV,E,2006,231639
11,DJ,E,2006,23163
11,EC,E,2006,1911022
11,EG,E,2006,57909
11,ET,E,2006,254802
11,GA,E,2006,-11582
11,GD,E,2006,81073
11,GE,E,2006,3335602
11,GH,E,2006,3984191
11,GM,E,2006,532769
11,GN,E,2006,231639
11,GT,E,2006,115819
11,GW,E,2006,1470907
11,HN,E,2006,127401
11,HR,E,2006,2443791
11,ID,E,2006,2756504
11,IN,E,2006,1274014
11,JO,E,2006,440114
11,KE,E,2006,1343506
11,KG,E,2006,150565
11,KH,E,2006,787572
11,KI,E,2006,289548
11,KZ,E,2006,1355088
11,LA,E,2006,486442
11,LK,E,2006,3891536
11,LR,E,2006,347458
11,LS,E,2006,1667801
11,MA,E,2006,2003677
11,MD,E,2006,3509331
11,MG,E,2006,2744922
11,MK,E,2006,138983
11,ML,E,2006,1447744
11,MN,E,2006,521187
11,MR,E,2006,173729
11,MU,E,2006,11581
11,MW,E,2006,23163
11,MX,E,2006,7644088
11,MZ,E,2006,1760456
11,NA,E,2006,1262432
11,NE,E,2006,486442
11,NG,E,2006,3115545
11,NI,E,2006,463278
11,NP,E,2006,46327
11,PA,E,2006,46327
11,PE,E,2006,6937589
11,PH,E,2006,2883906
11,PK,E,2006,1378252
11,PY,E,2006,521187
11,RS,E,2006,961302
11,RW,E,2006,498023
11,SC,E,2006,393786
11,SL,E,2006,104237
11,SN,E,2006,2385882
11,SV,E,2006,-11582
11,SZ,E,2006,-34746
11,TD,E,2006,949720
11,TH,E,2006,231639
11,TJ,E,2006,555933
11,TN,E,2006,2270062
11,TR,E,2006,3451421
11,TZ,E,2006,10678560
11,UA,E,2006,57909
11,UG,E,2006,3833626
11,UY,E,2006,567515
11,VE,E,2006,463278
11,VN,E,2006,2849160
11,YE,E,2006,891810
11,ZA,E,2006,4447469
11,ZM,E,2006,1320342
12,52,E,2006,2640059
12,55,E,2006,249011
12,59,E,2006,3320163
12,61,E,2006,4626677
12,63,E,2006,1913651
12,65,E,2006,9854295
12,AF,E,2006,4480293
12,AM,E,2006,2864147
12,AO,E,2006,13678807
12,AR,E,2006,2102784
12,AZ,E,2006,7135872
12,BA,E,2006,1924526
12,BD,E,2006,14233142
12,BF,E,2006,7075403
12,BI,E,2006,11187112
12,BJ,E,2006,8364544
12,BO,E,2006,6684454
12,BT,E,2006,825990
12,BW,E,2006,3239669
12,BY,E,2006,3262705
12,BZ,E,2006,505274
12,CD,E,2006,28956885
12,CF,E,2006,15157185
12,CG,E,2006,4611551
12,CI,E,2006,6980454
12,CL,E,2006,2586053
12,CM,B,2006,8799793
12,CM,E,2006,8369292
12,CM,G,2006,1167819
12,CN,E,2006,75928536
12,CO,E,2006,5211635
12,CR,E,2006,522925
12,CU,E,2006,4664075
12,DJ,E,2006,4041290
12,DO,E,2006,7160947
12,DZ,E,2006,2200570
12,EC,E,2006,7903350
12,EG,E,2006,1403246
12,ER,E,2006,6850863
12,ET,E,2006,151285792
12,GA,B,2006,2141375
12,GA,E,2006,4269559
12,GE,E,2006,2191965
12,GE,G,2006,186006
12,GH,E,2006,29618388
12,GM,E,2006,7140134
12,GN,E,2006,-1662231
12,GQ,E,2006,5119975
12,GT,E,2006,8349418
12,GW,E,2006,1408087
12,GY,E,2006,2891781
12,HN,E,2006,8218264
12,HR,E,2006,1831361
12,HT,E,2006,30370242
12,ID,E,2006,40399889
12,IN,E,2006,56839358
12,IR,E,2006,1966094
12,JM,E,2006,6870344
12,JO,E,2006,590390
12,KE,E,2006,64511719
12,KG,E,2006,4266015
12,KH,E,2006,25682377
12,KM,E,2006,804459
12,KZ,E,2006,6289811
12,LA,E,2006,8318806
12,LK,E,2006,1116175
12,LR,E,2006,11711230
12,LS,E,2006,5278474
12,MA,E,2006,2789964
12,MD,E,2006,2490119
12,ME,E,2006,763679
12,MG,E,2006,11752740
12,MK,E,2006,3759443
12,ML,E,2006,8716369
12,MN,E,2006,1964681
12,MR,E,2006,3442075
12,MW,E,2006,33837566
12,MZ,E,2006,27087268
12,NA,E,2006,26657728
12,NE,E,2006,12080277
12,NG,E,2006,39393614
12,NG,G,2006,8359088
12,NI,E,2006,4552772
12,NP,B,2006,3496093
12,NP,E,2006,2862664
12,PA,E,2006,72653
12,PE,E,2006,10523454
12,PE,G,2006,4218262
12,PG,E,2006,1021447
12,PH,E,2006,23348521
12,PK,E,2006,7280253
12,PY,E,2006,335448
12,RS,E,2006,2685125
12,RS,G,2006,1965468
12,RW,E,2006,60547089
12,SD,E,2006,39175213
12,SL,E,2006,8099410
12,SN,E,2006,15661359
12,SO,E,2006,11606633
12,SO,G,2006,3193781
12,SR,C,2006,983076
12,SR,E,2006,1147331
12,ST,E,2006,1210059
12,SV,E,2006,3646415
12,SZ,E,2006,12684716
12,TD,E,2006,3575012
12,TG,E,2006,9692345
12,TH,B,2006,8372663
12,TH,E,2006,28875464
12,TJ,E,2006,3405823
12,TL,E,2006,1553371
12,TR,E,2006,3032236
12,TZ,C,2006,5126971
12,TZ,E,2006,66484959
12,TZ,G,2006,430686
12,UA,E,2006,29777153
12,UG,E,2006,32099949
12,UZ,B,2006,2962362
12,UZ,E,2006,3575939
12,VN,E,2006,5365883
12,YE,E,2006,4768845
12,ZA,E,2006,11895418
12,ZM,E,2006,26571547
12,ZM,G,2006,3195842
12,ZW,E,2006,4890004
15,51,B,2006,5535517
15,51,E,2006,1908013
15,54,B,2006,2110815
15,65,A,2006,757519
15,65,G,2006,8898648
15,67,G,2006,1599846
15,AF,A,2006,45715975
15,AF,B,2006,50667364
15,AF,E,2006,928206
15,AF,G,2006,68581462
15,AL,A,2006,50542500
15,AL,G,2006,2450210
15,AM,A,2006,50561928
15,AM,B,2006,23529714
15,AO,A,2006,17345977
15,AO,B,2006,9093377
15,AO,G,2006,12626899
15,AZ,A,2006,46067710
15,AZ,B,2006,21738803
15,AZ,G,2006,1582337
15,BA,A,2006,26502849
15,BA,G,2006,4369637
15,BD,A,2006,343734732
15,BD,B,2006,120702697
15,BD,E,2006,184974
15,BD,G,2006,2675288
15,BF,A,2006,70436645
15,BF,B,2006,89728138
15,BF,F,2006,957709575
15,BF,G,2006,26172838
15,BI,A,2006,33428789
15,BI,B,2006,56416590
15,BI,E,2006,1197320
15,BI,F,2006,23949579
15,BI,G,2006,21180916
15,BJ,A,2006,36912880
15,BJ,F,2006,803447832
15,BO,A,2006,39352793
15,BO,F,2006,1758301907
15,BO,G,2006,0
15,BT,A,2006,11884355
15,BT,B,2006,17916034
15,BT,G,2006,921141
15,CD,A,2006,160325829
15,CD,B,2006,148134560
15,CD,E,2006,3555857
15,CD,F,2006,42714188
15,CF,B,2006,92974918
15,CG,A,2006,8968996
15,CG,B,2006,5120514
15,CG,E,2006,3088176
15,CG,F,2006,3074469
15,CG,G,2006,4018258
15,CM,A,2006,31027808
15,CM,B,2006,33627143
15,CM,F,2006,1055141148
15,CM,G,2006,2784739
15,CN,A,2006,39744773
15,CN,G,2006,-18853
15,CV,A,2006,13646663
15,CV,B,2006,11934368
15,DJ,A,2006,9527145
15,DJ,B,2006,2078849
15,DJ,G,2006,3364006
15,DM,G,2006,80624
15,EG,A,2006,65710294
15,ER,A,2006,23349963
15,ER,B,2006,5117702
15,ET,A,2006,199338468
15,ET,B,2006,143744622
15,ET,F,2006,3569379893
15,ET,G,2006,58940565
15,GD,A,2006,4094952
15,GD,G,2006,485992
15,GE,A,2006,62983796
15,GE,B,2006,27087549
15,GE,G,2006,2257648
15,GH,A,2006,142304910
15,GH,B,2006,169270072
15,GH,E,2006,2589804
15,GH,F,2006,4397969069
15,GH,G,2006,0
15,GM,A,2006,13576239
15,GN,A,2006,25100111
15,GN,B,2006,9867298
15,GN,F,2006,16589431
15,GN,G,2006,810736
15,GW,A,2006,6342736
15,GW,B,2006,2281747
15,GW,F,2006,7158266
15,GY,A,2006,0
15,GY,B,2006,11402894
15,GY,F,2006,258147901
15,GY,G,2006,3149072
15,HN,A,2006,44393139
15,HN,B,2006,13462564
15,HN,F,2006,1272606825
15,HN,G,2006,8809217
15,HT,A,2006,-19469
15,HT,B,2006,18765844
15,HT,F,2006,1326862
15,HT,G,2006,2608578
15,ID,A,2006,282689403
15,ID,B,2006,82573180
15,IN,A,2006,1098157675
15,IN,B,2006,58657111
15,IN,G,2006,5205191
15,KE,A,2006,42915624
15,KE,B,2006,11481017
15,KE,G,2006,9360703
15,KG,A,2006,26013293
15,KG,B,2006,5760729
15,KG,G,2006,9729982
15,KH,A,2006,21271740
15,KH,B,2006,3098381
15,KH,E,2006,1512981
15,KH,G,2006,2179215
15,KM,A,2006,3469339
15,LA,A,2006,30235827
15,LA,B,2006,14949017
15,LA,E,2006,3915112
15,LA,G,2006,2298506
15,LC,A,2006,14022539
15,LC,B,2006,1622462
15,LC,G,2006,103941
15,LK,A,2006,114225093
15,LK,B,2006,41647074
15,LK,E,2006,2334211
15,LK,G,2006,22988111
15,LR,E,2006,1313342
15,LS,A,2006,12527630
15,LS,G,2006,1112671
15,MD,A,2006,25850257
15,MD,B,2006,2079797
15,MD,E,2006,289548
15,MD,G,2006,2460432
15,ME,A,2006,5645435
15,ME,B,2006,10576652
15,MG,A,2006,147935433
15,MG,B,2006,46492980
15,MG,F,2006,2201308862
15,MG,G,2006,18330422
15,MK,A,2006,6303670
15,ML,A,2006,91846205
15,ML,B,2006,29973560
15,ML,E,2006,104561
15,ML,F,2006,1467610727
15,ML,G,2006,5778488
15,MN,A,2006,13227506
15,MN,B,2006,453291
15,MN,E,2006,341857
15,MN,G,2006,1964877
15,MR,A,2006,48883865
15,MR,B,2006,4823832
15,MR,F,2006,707949740
15,MR,G,2006,5536651
15,MV,A,2006,3952164
15,MW,A,2006,23922938
15,MW,B,2006,37329275
15,MW,F,2006,2180029372
15,MW,G,2006,26441496
15,MZ,A,2006,169754911
15,MZ,B,2006,99740195
15,MZ,E,2006,3073444
15,MZ,F,2006,1383273194
15,MZ,G,2006,19173405
15,NE,A,2006,30527270
15,NE,B,2006,29953411
15,NE,F,2006,1129428228
15,NE,G,2006,35631683
15,NG,A,2006,398348219
15,NG,G,2006,20435088
15,NI,A,2006,28947758
15,NI,B,2006,35065416
15,NI,F,2006,1129959436
15,NI,G,2006,6909672
15,NP,A,2006,49443559
15,NP,B,2006,23880011
15,NP,G,2006,1901485
15,PK,A,2006,750526582
15,PK,B,2006,229948257
15,PK,G,2006,11470970
15,RS,A,2006,44160186
15,RS,B,2006,3417517
15,RS,G,2006,5880640
15,RW,A,2006,40892855
15,RW,B,2006,1737292
15,RW,F,2006,1015856010
15,RW,G,2006,22768479
15,SB,A,2006,403965
15,SL,A,2006,18839099
15,SL,B,2006,23897756
15,SL,E,2006,1110363
15,SL,F,2006,11122373
15,SL,G,2006,8985406
15,SN,A,2006,98369244
15,SN,B,2006,53690878
15,SN,F,2006,2018035413
15,SN,G,2006,0
15,ST,A,2006,1009712
15,ST,F,2006,1618362
15,ST,G,2006,1629815
15,TD,A,2006,36246895
15,TD,B,2006,1809552
15,TD,E,2006,1809552
15,TD,F,2006,7534483
15,TD,G,2006,2681452
15,TJ,A,2006,18789381
15,TJ,B,2006,17646356
15,TJ,E,2006,2877446
15,TJ,G,2006,831150
15,TL,B,2006,578860
15,TL,G,2006,821887
15,TO,A,2006,3254873
15,TZ,A,2006,183594106
15,TZ,B,2006,311830535
15,TZ,F,2006,3858050698
15,TZ,G,2006,2444713
15,UG,A,2006,136941172
15,UG,B,2006,169472866
15,UG,F,2006,3402696565
15,UG,G,2006,16808890
15,UZ,A,2006,15506998
15,VC,A,2006,788496
15,VC,B,2006,1008995
15,VC,G,2006,80624
15,VN,A,2006,394303220
15,VN,B,2006,5401610
15,WS,A,2006,3252788
15,WS,E,2006,875649
15,WS,G,2006,772482
15,YE,A,2006,185061825
15,ZM,A,2006,46171137
15,ZM,B,2006,17516410
15,ZM,E,2006,1394084
15,ZM,F,2006,2705279209
15,ZM,G,2006,3830585
21,AL,B,2006,4146339
21,AM,B,2006,11176584
21,BD,B,2006,171991996
21,BF,B,2006,21982546
21,BF,F,2006,105835883
21,BI,B,2006,24368428
21,BI,F,2006,150565
21,BJ,B,2006,1494071
21,BJ,F,2006,61442258
21,BO,F,2006,274191146
21,CD,F,2006,996047
21,CG,B,2006,13388737
21,CM,B,2006,4516961
21,CM,F,2006,300783309
21,DM,B,2006,3961027
21,ET,F,2006,190940070
21,GD,B,2006,2652267
21,GE,B,2006,47706062
21,GH,B,2006,134767600
21,GH,F,2006,452147848
21,GY,B,2006,31549238
21,GY,F,2006,76765181
21,HN,B,2006,17326601
21,HN,F,2006,183075925
21,HT,B,2006,47879792
21,HT,F,2006,11581
21,KG,B,2006,4331650
21,KH,F,2006,96825123
21,MD,B,2006,73962349
21,MG,B,2006,13388737
21,MG,F,2006,233897533
21,ML,B,2006,6810188
21,ML,F,2006,127887920
21,MR,F,2006,59496490
21,MW,B,2006,16782249
21,MW,F,2006,72132400
21,MZ,B,2006,5524591
21,MZ,F,2006,181547107
21,NE,B,2006,10006807
21,NE,F,2006,132126915
21,NI,B,2006,71182680
21,NI,F,2006,239341050
21,NP,B,2006,24298936
21,RW,B,2006,2918652
21,RW,F,2006,89864370
21,SL,B,2006,15519816
21,SL,F,2006,200008739
21,SN,B,2006,23615601
21,SN,F,2006,170926456
21,ST,B,2006,1436162
21,TD,F,2006,23163
21,TJ,B,2006,16701175
21,TJ,F,2006,118078006
21,TZ,B,2006,4771764
21,TZ,F,2006,398720300
21,UG,B,2006,3405094
21,UG,F,2006,149465098
21,ZM,B,2006,28120980
21,ZM,F,2006,685906397
27,52,E,2006,101982
27,55,B,2006,8877001
27,55,E,2006,159985214
27,56,E,2006,563350
27,65,E,2006,191450
27,AG,E,2006,2037
27,AL,B,2006,62079
27,AL,E,2006,3600
27,AM,B,2006,103311
27,AM,E,2006,62254
27,AO,B,2006,289548
27,AO,E,2006,235819
27,AR,B,2006,99257
27,AR,E,2006,283952
27,AZ,E,2006,14419
27,BA,E,2006,6776
27,BB,B,2006,57909
27,BB,E,2006,58088
27,BD,B,2006,74935
27,BD,E,2006,89179
27,BF,B,2006,123029
27,BF,E,2006,200658
27,BI,B,2006,297772
27,BI,E,2006,158262
27,BJ,B,2006,152997
27,BJ,E,2006,125003
27,BO,B,2006,182214
27,BO,E,2006,36863
27,BR,B,2006,86864
27,BR,E,2006,641761
27,BT,B,2006,58789
27,BT,E,2006,845
27,BW,B,2006,8223
27,BW,E,2006,787178
27,BY,E,2006,36252
27,BZ,E,2006,7355
27,CD,E,2006,550224
27,CF,B,2006,94392
27,CF,E,2006,177884
27,CG,E,2006,861811
27,CI,B,2006,186121
27,CI,E,2006,260398
27,CL,E,2006,31958
27,CM,B,2006,103780
27,CM,E,2006,409061
27,CN,E,2006,527074
27,CO,B,2006,94972
27,CO,E,2006,131175
27,CR,E,2006,19989
27,CU,B,2006,115819
27,CU,E,2006,7752
27,CV,B,2006,86864
27,CV,E,2006,26133
27,DM,B,2006,144774
27,DM,E,2006,27880
27,DO,E,2006,193649
27,DZ,B,2006,13898
27,DZ,E,2006,90455
27,EC,B,2006,62079
27,EC,E,2006,34932
27,EG,B,2006,13898
27,EG,E,2006,322298
27,ER,B,2006,91034
27,ER,E,2006,112914
27,ET,E,2006,886139
27,FJ,B,2006,91034
27,FJ,E,2006,306084
27,GA,E,2006,182091
27,GD,E,2006,6069
27,GE,E,2006,7508
27,GH,B,2006,127338
27,GH,E,2006,207763
27,GM,B,2006,86864
27,GM,E,2006,13872
27,GN,B,2006,8223
27,GN,E,2006,110478
27,GQ,E,2006,33094
27,GT,B,2006,96440
27,GT,E,2006,201023
27,GW,B,2006,86864
27,GW,E,2006,9732
27,HN,B,2006,244031
27,HN,E,2006,189756
27,HR,B,2006,86864
27,HT,E,2006,341437
27,ID,B,2006,248085
27,ID,E,2006,507703
27,IN,B,2006,13384
27,IN,E,2006,1219639
27,IR,B,2006,13898
27,IR,E,2006,145730
27,JM,E,2006,333168
27,JO,B,2006,4632
27,JO,E,2006,7203
27,KE,B,2006,173729
27,KE,E,2006,838270
27,KG,B,2006,94972
27,KG,E,2006,21277
27,KH,B,2006,244141
27,KH,E,2006,347489
27,KM,E,2006,18755
27,KZ,B,2006,86864
27,KZ,E,2006,163226
27,LA,B,2006,64279
27,LA,E,2006,67476
27,LB,E,2006,1229
27,LC,E,2006,5258
27,LK,B,2006,15141
27,LK,E,2006,85367
27,LR,E,2006,6659
27,LS,B,2006,123926
27,LS,E,2006,257285
27,LY,E,2006,1231
27,MA,B,2006,8107
27,MA,E,2006,120326
27,MG,B,2006,94045
27,MG,E,2006,147643
27,MK,B,2006,86864
27,MK,E,2006,15228
27,ML,E,2006,321975
27,MM,B,2006,155661
27,MM,E,2006,235035
27,MN,E,2006,34733
27,MR,B,2006,5211
27,MR,E,2006,67627
27,MU,E,2006,18808
27,MV,E,2006,1687
27,MW,B,2006,128212
27,MW,E,2006,542049
27,MX,B,2006,70070
27,MX,E,2006,102621
27,MY,E,2006,98951
27,MZ,B,2006,12392
27,MZ,E,2006,995492
27,NA,E,2006,260226
27,NE,E,2006,381146
27,NG,B,2006,305995
27,NG,E,2006,660007
27,NI,E,2006,141555
27,NP,E,2006,139953
27,OM,E,2006,3333
27,PA,B,2006,95087
27,PA,E,2006,666980
27,PE,B,2006,95087
27,PE,E,2006,120119
27,PG,B,2006,65294
27,PG,E,2006,346722
27,PH,B,2006,27796
27,PH,E,2006,194543
27,PK,B,2006,132265
27,PK,E,2006,569086
27,PY,B,2006,91034
27,PY,E,2006,4667
27,RW,E,2006,166057
27,SA,E,2006,3559
27,SB,E,2006,2463
27,SC,E,2006,17836
27,SD,E,2006,378765
27,SL,B,2006,181952
27,SL,E,2006,122974
27,SN,B,2006,63001
27,SN,E,2006,1215793
27,SO,E,2006,546104
27,SR,E,2006,30410
27,ST,E,2006,8107
27,SV,B,2006,86864
27,SV,E,2006,35860
27,SZ,B,2006,124424
27,SZ,E,2006,179426
27,TD,B,2006,8107
27,TD,E,2006,84024
27,TG,B,2006,95087
27,TG,E,2006,141475
27,TH,B,2006,128212
27,TH,E,2006,2108197
27,TJ,B,2006,57909
27,TJ,E,2006,116200
27,TL,E,2006,4330
27,TM,B,2006,86864
27,TM,E,2006,4294
27,TN,E,2006,5160
27,TO,E,2006,1743
27,TR,B,2006,86864
27,TR,E,2006,10858
27,TT,E,2006,493090
27,TZ,B,2006,173729
27,TZ,E,2006,325011
27,UA,B,2006,231639
27,UA,E,2006,523381
27,UG,B,2006,244031
27,UG,E,2006,296074
27,UY,B,2006,56751
27,UY,E,2006,14009
27,UZ,B,2006,86864
27,UZ,E,2006,126940
27,VC,E,2006,1499
27,VE,B,2006,95087
27,VE,E,2006,110389
27,VN,B,2006,12392
27,VN,E,2006,167271
27,YE,E,2006,119688
27,ZA,B,2006,203255
27,ZA,E,2006,2883978
27,ZM,B,2006,301941
27,ZM,E,2006,1118199
27,ZW,B,2006,42041
27,ZW,E,2006,624290
28,55,E,2006,352883
28,66,E,2006,1858676
28,66,G,2006,7801
28,AF,E,2006,9008235
28,AL,E,2006,2646971
28,AM,E,2006,2349558
28,AO,B,2006,910282
28,AO,E,2006,6038926
28,AR,E,2006,961214
28,AZ,E,2006,3644662
28,BA,E,2006,1060937
28,BB,E,2006,231788
28,BD,E,2006,13301532
28,BD,G,2006,70071
28,BF,E,2006,7124064
28,BI,E,2006,6211962
28,BJ,E,2006,3594357
28,BO,E,2006,1444540
28,BR,E,2006,1254400
28,BT,E,2006,2862738
28,BW,E,2006,460786
28,BY,B,2006,21295
28,BY,E,2006,532804
28,CD,E,2006,17696043
28,CF,E,2006,3820279
28,CG,E,2006,1247320
28,CI,E,2006,5007638
28,CI,G,2006,84699
28,CL,E,2006,111801
28,CM,E,2006,4782308
28,CN,E,2006,9948721
28,CO,E,2006,1771203
28,CR,E,2006,645571
28,CU,E,2006,1459863
28,CV,E,2006,970178
28,CV,G,2006,152371
28,DJ,E,2006,999580
28,DJ,G,2006,95975
28,DO,E,2006,1020428
28,DZ,E,2006,1732880
28,EC,B,2006,15913
28,EC,E,2006,2158326
28,EG,E,2006,2047781
28,ER,E,2006,4908158
28,ET,C,2006,-611
28,ET,E,2006,21174835
28,ET,G,2006,-40
28,FJ,E,2006,3437540
28,GA,B,2006,483660
28,GA,E,2006,336526
28,GE,E,2006,1903284
28,GH,E,2006,7754662
28,GM,E,2006,2128683
28,GN,E,2006,4809391
28,GQ,E,2006,762922
28,GQ,G,2006,32568
28,GT,E,2006,1408075
28,GW,E,2006,3956684
28,GY,E,2006,1167738
28,HN,E,2006,1964696
28,HR,E,2006,1141405
28,HT,E,2006,6252054
28,HT,G,2006,-304
28,ID,E,2006,12321253
28,IN,C,2006,18900
28,IN,E,2006,18509168
28,IN,G,2006,70201
28,IQ,E,2006,2490795
28,IR,E,2006,942632
28,JM,B,2006,181330
28,JM,E,2006,894851
28,JO,E,2006,1023634
28,JO,G,2006,7941
28,KE,E,2006,6177362
28,KG,E,2006,4000432
28,KH,E,2006,6859107
28,KM,E,2006,1453760
28,KM,G,2006,8324
28,KP,E,2006,3046318
28,KP,G,2006,610182
28,KZ,E,2006,1340637
28,LA,B,2006,938592
28,LA,C,2006,1006591
28,LA,E,2006,3762995
28,LB,E,2006,1511350
28,LK,E,2006,3474623
28,LR,E,2006,5131688
28,LS,E,2006,2994345
28,LY,E,2006,94462
28,MA,E,2006,1302355
28,MD,E,2006,2866916
28,MG,E,2006,13270834
28,MK,E,2006,1654676
28,ML,E,2006,9165833
28,MM,E,2006,14169470
28,MN,E,2006,2298401
28,MR,E,2006,3986704
28,MU,E,2006,571374
28,MV,E,2006,1179972
28,MW,C,2006,6639
28,MW,E,2006,7557613
28,MX,E,2006,1498997
28,MY,E,2006,815647
28,MZ,E,2006,8298263
28,NA,E,2006,1467138
28,NE,E,2006,9234090
28,NG,E,2006,16158219
28,NI,E,2006,3687999
28,NI,G,2006,142588
28,NP,E,2006,9227225
28,PA,E,2006,1703752
28,PE,E,2006,1176745
28,PG,E,2006,2565217
28,PH,E,2006,3605768
28,PK,E,2006,11534747
28,PS,E,2006,6282
28,PY,E,2006,741854
28,RS,E,2006,1077034
28,RW,E,2006,6545553
28,SD,B,2006,628457
28,SD,E,2006,9893525
28,SL,E,2006,6483892
28,SN,E,2006,5542750
28,SO,E,2006,8089639
28,ST,E,2006,593663
28,SV,E,2006,1143268
28,SY,E,2006,1566552
28,SY,G,2006,50459
28,SZ,E,2006,750705
28,TD,E,2006,6031896
28,TG,E,2006,5305323
28,TH,B,2006,255323
28,TH,E,2006,2325965
28,TJ,B,2006,351460
28,TJ,E,2006,3223745
28,TL,E,2006,3300842
28,TM,E,2006,1424917
28,TN,B,2006,19984
28,TN,E,2006,964108
28,TR,E,2006,1559548
28,TT,E,2006,705269
28,TT,G,2006,4395
28,TZ,E,2006,10069685
28,UA,E,2006,4026698
28,UA,G,2006,-14380
28,UG,C,2006,124300
28,UG,E,2006,8503317
28,UY,E,2006,1196081
28,UZ,E,2006,4257052
28,VE,E,2006,595537
28,VN,E,2006,6675922
28,WS,E,2006,1128396
28,YE,B,2006,77525
28,YE,E,2006,4722975
28,YE,G,2006,228426
28,ZA,E,2006,2268974
28,ZM,E,2006,9486948
28,ZW,C,2006,89221
28,ZW,E,2006,4059559
31,51,E,2006,6846135
31,52,E,2006,1581960
31,53,E,2006,3071719
31,55,E,2006,2218307
31,59,E,2006,1641903
31,AF,E,2006,4302670
31,AL,E,2006,345844
31,AM,E,2006,495290
31,AM,G,2006,1497
31,AO,E,2006,2189863
31,AO,G,2006,3723
31,AR,E,2006,631991
