country,channel,bundle,year,in-oda-gross-channel-bundle
54,E,E,2006,3616185
54,E,G,2006,33837
54,F,B,2006,-2256
54,F,E,2006,263931
54,H,B,2006,2820719
54,H,E,2006,5619690
54,H,G,2006,2225023
54,I,A,2006,19488921
54,I,B,2006,3322
54,I,E,2006,2786752
54,I,G,2006,18199599
54,J,B,2006,2550700
54,J,E,2006,3366383
54,J,G,2006,24751344
55,A,A,2006,34162619
55,A,B,2006,214791366
55,A,C,2006,41415786
55,A,D,2006,1288575
55,A,E,2006,814913064
55,A,F,2006,3901663362
55,A,G,2006,1563664195
55,D,B,2006,57918005
55,D,C,2006,22562865
55,D,D,2006,20772073
55,D,E,2006,259278377
55,D,F,2006,97473718
55,D,G,2006,299509444
55,E,B,2006,82899574
55,E,C,2006,396736
55,E,D,2006,1083642470
55,E,E,2006,226026929
55,E,F,2006,61870790
55,E,G,2006,112773624
55,F,B,2006,45403
55,F,E,2006,7004888
55,F,F,2006,18367357
55,F,G,2006,2375579
55,G,B,2006,9926123
55,G,C,2006,91123767
55,G,E,2006,21778337
55,G,F,2006,24209641
55,G,G,2006,43428519
55,H,B,2006,759152336
55,H,C,2006,200322382
55,H,D,2006,6582393
55,H,E,2006,439533437
55,H,F,2006,23406146
55,H,G,2006,487813363
55,I,A,2006,644573
55,I,B,2006,41592435
55,I,C,2006,11830099
55,I,D,2006,64317
55,I,E,2006,278534559
55,I,F,2006,380808481
55,I,G,2006,772871432
55,J,A,2006,906183
55,J,B,2006,117009242
55,J,C,2006,66632271
55,J,D,2006,150970889
55,J,E,2006,725584580
55,J,F,2006,1495914632
55,J,G,2006,1208209272
56,A,B,2006,7936158
56,A,C,2006,821276
56,A,E,2006,49074231
56,A,F,2006,137219855
56,A,G,2006,22936761
56,D,B,2006,2538723
56,D,D,2006,2254731
56,D,E,2006,8226714
56,D,F,2006,34703
56,D,G,2006,39843583
56,E,B,2006,241910
56,E,D,2006,238463
56,E,E,2006,1722816
56,E,G,2006,3905652
56,F,E,2006,2202408
56,F,F,2006,131965
56,H,B,2006,5321304
56,H,E,2006,12216169
56,H,F,2006,1028654
56,H,G,2006,10363516
56,I,A,2006,193257121
56,I,B,2006,811397
56,I,C,2006,14396
56,I,E,2006,1103638
56,I,G,2006,6599391
56,J,A,2006,5722063
56,J,B,2006,1031362
56,J,D,2006,3367163
56,J,E,2006,15987913
56,J,F,2006,135999982
56,J,G,2006,63466770
57,A,B,2006,402157
57,A,C,2006,828998
57,A,E,2006,8107485
57,A,F,2006,782
57,A,G,2006,16917082
57,D,B,2006,7951059
57,D,D,2006,335760
57,D,E,2006,1596634
57,D,G,2006,3137196
57,E,B,2006,8823773
57,E,E,2006,946893
57,E,G,2006,5090530
57,F,E,2006,68802
57,H,B,2006,16207817
57,H,E,2006,13340309
57,H,G,2006,5587834
57,I,A,2006,57949731
57,I,B,2006,1825528
57,I,E,2006,3205589
57,I,G,2006,31465104
57,J,B,2006,691569
57,J,E,2006,9007929
57,J,F,2006,5493878
57,J,G,2006,18180194
58,A,B,2006,22215375
58,A,E,2006,56980614
58,A,F,2006,11607482
58,A,G,2006,22653943
58,D,B,2006,1445158
58,D,E,2006,10163972
58,D,F,2006,4545
58,D,G,2006,4148032
58,E,B,2006,14910680
58,E,D,2006,74170
58,E,E,2006,955453
58,F,E,2006,829014
58,H,B,2006,103167427
58,H,C,2006,1413984
58,H,E,2006,3386297
58,H,G,2006,1905866
58,I,E,2006,1841715
58,I,F,2006,54093
58,I,G,2006,2008170
58,J,B,2006,11994234
58,J,E,2006,18964072
58,J,F,2006,1298591
58,J,G,2006,12254858
59,A,A,2006,10966439
59,A,B,2006,343363
59,A,C,2006,6765982
59,A,E,2006,44846405
59,A,F,2006,1052
59,A,G,2006,8336429
59,D,B,2006,4041190
59,D,D,2006,69045
59,D,E,2006,14727336
59,D,F,2006,-12735
59,D,G,2006,9223025
59,E,D,2006,760805
59,E,E,2006,2961212
59,E,G,2006,4056163
59,F,E,2006,783710
59,H,B,2006,3284738
59,H,C,2006,29376
59,H,E,2006,5797860
59,H,G,2006,4128412
59,I,A,2006,5583710
59,I,E,2006,2181356
59,I,G,2006,9500490
59,J,A,2006,39755
59,J,B,2006,5690179
59,J,C,2006,6151768
59,J,D,2006,81540
59,J,E,2006,29892123
59,J,F,2006,5484884
59,J,G,2006,35885166
60,A,B,2006,22370447
60,A,E,2006,56416254
60,A,F,2006,11541887
60,A,G,2006,8632049
60,D,B,2006,284601
60,D,E,2006,4124322
60,D,F,2006,3068
60,D,G,2006,5800944
60,E,D,2006,9361
60,E,E,2006,109680
60,E,G,2006,658449
60,G,E,2006,114057
60,H,B,2006,427714
60,H,E,2006,1129790
60,H,G,2006,2254445
60,J,A,2006,7103579
60,J,B,2006,35624441
60,J,C,2006,3844056
60,J,D,2006,3078
60,J,E,2006,29062021
60,J,F,2006,4668888
60,J,G,2006,43627138
61,A,A,2006,3249492
61,A,B,2006,12811629
61,A,E,2006,12778899
61,A,F,2006,4389
61,A,G,2006,16207332
61,D,E,2006,-361534
61,D,G,2006,5935640
61,E,E,2006,169186
61,G,B,2006,222482
61,H,B,2006,25183078
61,H,E,2006,12559401
61,H,G,2006,16050262
61,I,B,2006,529675
61,I,E,2006,327659
61,I,F,2006,188828
61,I,G,2006,22331506
61,J,B,2006,13059796
61,J,E,2006,8723087
61,J,F,2006,9799863
61,J,G,2006,11793111
62,A,C,2006,102314
62,A,E,2006,1989072
62,A,F,2006,651254
62,A,G,2006,5245645
62,D,B,2006,3486636
62,D,C,2006,90875
62,D,E,2006,7161750
62,D,G,2006,1464895
62,E,B,2006,18303128
62,E,D,2006,12961
62,E,G,2006,971244
62,F,B,2006,83055
62,H,B,2006,27497886
62,H,E,2006,6616447
62,H,G,2006,1544410
62,I,B,2006,1319015
62,I,E,2006,6091678
62,I,G,2006,2666435
62,J,B,2006,3233726
62,J,C,2006,13610
62,J,E,2006,2447155
62,J,F,2006,13276938
62,J,G,2006,40490379
63,A,B,2006,1733843
63,A,E,2006,252648
63,A,F,2006,126479
63,A,G,2006,2264649
63,D,C,2006,630831
63,D,E,2006,20128210
63,D,F,2006,-294
63,D,G,2006,13131089
63,E,D,2006,536116
63,E,E,2006,1632555
63,E,G,2006,1865556
63,F,E,2006,296141
63,H,E,2006,6224044
63,H,G,2006,1344469
63,I,A,2006,26508049
63,I,E,2006,216
63,I,G,2006,2298187
63,J,A,2006,999738
63,J,E,2006,8355905
63,J,F,2006,1211597
63,J,G,2006,8997279
64,A,E,2006,511113
64,A,F,2006,3253
64,A,G,2006,2003439
64,D,B,2006,6012081
64,D,E,2006,2973738
64,D,F,2006,3068
64,D,G,2006,1212250
64,E,B,2006,17141464
64,E,G,2006,21654
64,F,B,2006,996661
64,G,B,2006,668870
64,H,B,2006,33908024
64,H,E,2006,5111977
64,H,G,2006,1783789
64,I,A,2006,29331846
64,I,E,2006,680872
64,J,B,2006,3740
64,J,C,2006,6173
64,J,E,2006,2374124
64,J,F,2006,188754
64,J,G,2006,1558869
65,A,A,2006,34178179
65,A,B,2006,17309472
65,A,C,2006,5707482
65,A,D,2006,3893046
65,A,E,2006,129768246
65,A,F,2006,77235252
65,A,G,2006,133458667
65,D,B,2006,31489837
65,D,C,2006,85165670
65,D,E,2006,69422086
65,D,F,2006,-30999
65,D,G,2006,67941909
65,E,B,2006,95324801
65,E,C,2006,138425
65,E,D,2006,2015697
65,E,E,2006,21071554
65,E,G,2006,15035257
65,F,B,2006,4832048
65,F,E,2006,6952900
65,F,G,2006,3052384
65,G,B,2006,2432143
65,G,E,2006,6914010
65,G,G,2006,276469
65,H,B,2006,257281931
65,H,C,2006,102486828
65,H,D,2006,742139
65,H,E,2006,71156909
65,H,G,2006,44590195
65,I,A,2006,27856142
65,I,B,2006,13961112
65,I,C,2006,17300930
65,I,E,2006,21939972
65,I,G,2006,107428416
65,J,A,2006,5156369
65,J,B,2006,2200907
65,J,C,2006,8979387
65,J,E,2006,180629119
65,J,F,2006,21443249
65,J,G,2006,78859382
66,A,B,2006,7169288
66,A,E,2006,1977024
66,A,F,2006,89851494
66,A,G,2006,795593
66,D,B,2006,3623374
66,D,E,2006,4055321
66,D,F,2006,21637
66,D,G,2006,881735
66,E,E,2006,235733
66,E,G,2006,99903
66,H,B,2006,4093768
66,H,E,2006,956711
66,I,B,2006,108186
66,I,E,2006,264585
66,I,G,2006,379805
66,J,E,2006,6853911
66,J,F,2006,544
66,J,G,2006,1645269
67,A,B,2006,13288
67,A,E,2006,767175
67,A,G,2006,7740735
67,D,C,2006,130662
67,D,E,2006,740423
67,D,G,2006,395342
67,H,C,2006,641185
67,H,G,2006,1364318
67,I,E,2006,11766138
67,I,G,2006,8268965
67,J,B,2006,472174
67,J,E,2006,9744119
67,J,F,2006,5926
67,J,G,2006,27994031
AF,A,A,2006,414723
AF,A,B,2006,59555740
AF,A,C,2006,35153749
AF,A,E,2006,132729017
AF,A,F,2006,12990521
AF,A,G,2006,345671597
AF,D,B,2006,11803529
AF,D,C,2006,8665634
AF,D,E,2006,94641022
AF,D,F,2006,-21346
AF,D,G,2006,22011460
AF,E,B,2006,3292861
AF,E,C,2006,9027964
AF,E,D,2006,2732461
AF,E,E,2006,5338597
AF,E,G,2006,17973963
AF,F,E,2006,5770616
AF,F,G,2006,252570
AF,H,B,2006,449197296
AF,H,C,2006,94020006
AF,H,E,2006,179581751
AF,H,F,2006,191592
AF,H,G,2006,202268761
AF,I,B,2006,415437415
AF,I,C,2006,30150107
AF,I,E,2006,4247425
AF,I,G,2006,220913182
AF,J,A,2006,52976570
AF,J,B,2006,261091321
AF,J,C,2006,9504558
AF,J,D,2006,3353169
AF,J,E,2006,122637520
AF,J,F,2006,1513200
AF,J,G,2006,291489247
AG,A,B,2006,199128
AG,A,E,2006,1410069
AG,A,G,2006,548497
AG,H,E,2006,7340
AG,J,E,2006,2491792
AG,J,G,2006,11895
AI,A,B,2006,4894315
AI,A,G,2006,25425
AI,J,G,2006,272829
AL,A,A,2006,27913362
AL,A,B,2006,24094892
AL,A,E,2006,80104012
AL,A,F,2006,13210271
AL,A,G,2006,36686662
AL,D,B,2006,151733
AL,D,E,2006,10157111
AL,D,F,2006,46784
AL,D,G,2006,3083524
AL,E,D,2006,39261
AL,E,E,2006,4066373
AL,E,G,2006,5804668
AL,F,B,2006,213981
AL,F,E,2006,349705
AL,F,G,2006,900026
AL,G,G,2006,8653
AL,H,B,2006,2014336
AL,H,E,2006,20125796
AL,H,G,2006,4741494
AL,I,E,2006,11044563
AL,I,G,2006,26172953
AL,J,A,2006,64477874
AL,J,B,2006,286754
AL,J,E,2006,12078974
AL,J,F,2006,4152281
AL,J,G,2006,21406911
AM,A,A,2006,9527061
AM,A,B,2006,13745524
AM,A,C,2006,14678443
AM,A,E,2006,7674062
AM,A,F,2006,3319975
AM,A,G,2006,19731492
AM,D,E,2006,5297620
AM,D,F,2006,11076
AM,D,G,2006,6274932
AM,E,D,2006,474108
AM,E,E,2006,860444
AM,E,G,2006,1189124
AM,F,E,2006,610199
AM,F,G,2006,195050
AM,H,B,2006,6911615
AM,H,C,2006,284602
AM,H,E,2006,4442190
AM,H,G,2006,2779237
AM,I,E,2006,1563693
AM,I,G,2006,54097522
AM,J,A,2006,53485446
AM,J,B,2006,25875770
AM,J,E,2006,7678209
AM,J,F,2006,17678077
AM,J,G,2006,15551723
AO,A,A,2006,11645578
AO,A,B,2006,3759904
AO,A,C,2006,5202328
AO,A,E,2006,35443347
AO,A,F,2006,6480740
AO,A,G,2006,29389978
AO,D,B,2006,15804345
AO,D,C,2006,2672342
AO,D,D,2006,2164310
AO,D,E,2006,18199252
AO,D,F,2006,-269
AO,D,G,2006,7401083
AO,E,C,2006,689159
AO,E,D,2006,700846
AO,E,E,2006,748104
AO,E,G,2006,8057887
AO,F,E,2006,728572
AO,F,G,2006,52840
AO,H,B,2006,13077027
AO,H,C,2006,7624768
AO,H,E,2006,32531768
AO,H,F,2006,94986
AO,H,G,2006,3844968
AO,I,A,2006,267003
AO,I,B,2006,99315
AO,I,C,2006,595781
AO,I,E,2006,2562298
AO,I,G,2006,9585898
AO,J,A,2006,20981549
AO,J,B,2006,19980336
AO,J,C,2006,5023987
AO,J,D,2006,362008
AO,J,E,2006,37014784
AO,J,F,2006,1574177
AO,J,G,2006,37626276
AR,A,B,2006,7537839
AR,A,C,2006,56461
AR,A,E,2006,7854382
AR,A,F,2006,5843394
AR,A,G,2006,26064726
AR,D,B,2006,62826
AR,D,E,2006,12907744
AR,D,F,2006,17390
AR,D,G,2006,4286161
AR,E,D,2006,43926
AR,E,E,2006,118430
AR,E,G,2006,269806
AR,H,B,2006,193795
AR,H,E,2006,5859142
AR,H,G,2006,129336
AR,I,E,2006,2113858
AR,I,F,2006,10818
AR,I,G,2006,159778
AR,J,A,2006,36409898
AR,J,B,2006,2577849
AR,J,C,2006,4126535
AR,J,D,2006,42771
AR,J,E,2006,11637206
AR,J,F,2006,5309588
AR,J,G,2006,13339757
AZ,A,A,2006,14178418
AZ,A,B,2006,408225
AZ,A,C,2006,6818252
AZ,A,E,2006,19737997
AZ,A,F,2006,4673616
AZ,A,G,2006,13258380
AZ,D,B,2006,405914
AZ,D,E,2006,877296
AZ,D,G,2006,4864868
AZ,E,D,2006,23633
AZ,E,E,2006,689596
AZ,E,G,2006,1337859
AZ,H,C,2006,2238058
AZ,H,E,2006,3181765
AZ,H,G,2006,1826512
AZ,I,B,2006,1107
AZ,I,E,2006,3322
AZ,I,G,2006,46288821
AZ,J,A,2006,48222284
AZ,J,B,2006,23522588
AZ,J,E,2006,7391658
AZ,J,F,2006,1464596
AZ,J,G,2006,12620656
BA,A,A,2006,19562430
BA,A,B,2006,12560231
BA,A,E,2006,98273945
BA,A,F,2006,26169103
BA,A,G,2006,40477029
BA,D,B,2006,830796
BA,D,E,2006,46091440
BA,D,F,2006,16850
BA,D,G,2006,5936142
BA,E,B,2006,478688
BA,E,D,2006,43203
BA,E,E,2006,11813788
BA,E,G,2006,5672428
BA,F,B,2006,73957
BA,F,E,2006,9208714
BA,F,G,2006,245817
BA,G,G,2006,22910
BA,H,B,2006,4883061
BA,H,E,2006,12568119
BA,H,G,2006,3984192
BA,I,B,2006,4867256
BA,I,E,2006,12965231
BA,I,F,2006,18435
BA,I,G,2006,41404029
BA,J,A,2006,47281885
BA,J,B,2006,2555992
BA,J,E,2006,33340299
BA,J,F,2006,7328563
BA,J,G,2006,52800555
BB,A,B,2006,1608924
BB,A,E,2006,1353505
BB,A,F,2006,19910
BB,A,G,2006,889974
BB,H,E,2006,7340
BB,I,E,2006,121814
BB,I,G,2006,74195
BB,J,B,2006,88466
BB,J,E,2006,654626
BB,J,F,2006,56559
BB,J,G,2006,1947784
BD,A,A,2006,17914995
BD,A,B,2006,185571080
BD,A,C,2006,14427710
BD,A,E,2006,28552857
BD,A,F,2006,4902350
BD,A,G,2006,51548940
BD,D,B,2006,14173158
BD,D,C,2006,25434541
BD,D,E,2006,23912494
BD,D,F,2006,101584
BD,D,G,2006,11206752
BD,E,C,2006,10220206
BD,E,D,2006,1328721
BD,E,E,2006,2360716
BD,E,G,2006,5232968
BD,F,B,2006,14880397
BD,F,E,2006,5813349
BD,F,G,2006,4980616
BD,H,B,2006,131873311
BD,H,C,2006,9559202
BD,H,E,2006,34552390
BD,H,G,2006,8034571
BD,I,B,2006,1311114
BD,I,C,2006,1739727
BD,I,E,2006,3823765
BD,I,G,2006,39219621
BD,J,A,2006,363924548
BD,J,B,2006,149710531
BD,J,C,2006,25806901
BD,J,D,2006,742307
BD,J,E,2006,128746446
BD,J,F,2006,336312740
BD,J,G,2006,169583857
BF,A,A,2006,43104573
BF,A,B,2006,231208732
BF,A,C,2006,2904622
BF,A,E,2006,93457861
BF,A,F,2006,108450240
BF,A,G,2006,55975475
BF,D,C,2006,21765856
BF,D,E,2006,7173354
BF,D,F,2006,113
BF,D,G,2006,5924172
BF,E,C,2006,604559
BF,E,D,2006,3442064
BF,E,E,2006,2428450
BF,E,G,2006,9434259
BF,F,B,2006,2764646
BF,F,E,2006,4370568
BF,F,G,2006,2556166
BF,H,C,2006,1958196
BF,H,E,2006,11441152
BF,H,F,2006,957709575
BF,H,G,2006,1123959
BF,I,B,2006,713447
BF,I,E,2006,1180519
BF,I,F,2006,13407
BF,I,G,2006,3414843
BF,J,A,2006,70436645
BF,J,B,2006,108597093
BF,J,C,2006,6953629
BF,J,E,2006,105506588
BF,J,F,2006,365695401
BF,J,G,2006,44031402
BI,A,A,2006,2632874
BI,A,B,2006,50884996
BI,A,C,2006,5409734
BI,A,E,2006,58503817
BI,A,F,2006,4364876
BI,A,G,2006,20451073
BI,D,B,2006,5061031
BI,D,C,2006,6525297
BI,D,E,2006,20190046
BI,D,F,2006,35791
BI,D,G,2006,2759335
BI,E,B,2006,266538
BI,E,C,2006,1398320
BI,E,D,2006,1474043
BI,E,E,2006,6419257
BI,E,G,2006,5055181
BI,F,E,2006,22558
BI,F,G,2006,2276855
BI,G,E,2006,34558
BI,H,B,2006,19053144
BI,H,C,2006,25421886
BI,H,E,2006,21503234
BI,H,F,2006,23949579
BI,H,G,2006,2047717
BI,I,C,2006,93021
BI,I,E,2006,4811658
BI,I,G,2006,14837861
BI,J,A,2006,33428789
BI,J,B,2006,57102570
BI,J,C,2006,17205446
BI,J,E,2006,24754548
BI,J,F,2006,27657847
BI,J,G,2006,48325479
BJ,A,A,2006,22388037
BJ,A,B,2006,54040587
BJ,A,E,2006,50313328
BJ,A,F,2006,64513734
BJ,A,G,2006,40717453
BJ,D,B,2006,213385
BJ,D,C,2006,2070840
BJ,D,E,2006,3221401
BJ,D,F,2006,20459
BJ,D,G,2006,2904281
BJ,E,B,2006,12114
BJ,E,C,2006,90232
BJ,E,D,2006,2718996
BJ,E,E,2006,1520909
BJ,E,G,2006,6726104
BJ,F,B,2006,164473
BJ,F,E,2006,2417874
BJ,F,G,2006,592152
BJ,H,C,2006,1123126
BJ,H,E,2006,7343804
BJ,H,F,2006,803447832
BJ,H,G,2006,3108562
BJ,I,E,2006,176746
BJ,I,G,2006,10359893
BJ,J,A,2006,36912880
BJ,J,B,2006,8087177
BJ,J,C,2006,4488928
BJ,J,E,2006,84279864
BJ,J,F,2006,331546270
BJ,J,G,2006,4948048
BO,A,A,2006,5226911
BO,A,B,2006,54398867
BO,A,C,2006,24663254
BO,A,E,2006,28674984
BO,A,F,2006,277031776
BO,A,G,2006,58436397
BO,D,B,2006,2813988
BO,D,C,2006,20141849
BO,D,E,2006,12453612
BO,D,F,2006,357123
BO,D,G,2006,9148416
BO,E,C,2006,3636705
BO,E,D,2006,5515951
BO,E,E,2006,10355777
BO,E,G,2006,5005646
BO,F,E,2006,2861713
BO,F,G,2006,4599898
BO,G,E,2006,12831
BO,G,G,2006,2667729
BO,H,B,2006,-324982
BO,H,C,2006,1072737
BO,H,E,2006,12946546
BO,H,F,2006,1758301907
BO,H,G,2006,4474645
BO,I,B,2006,593548
BO,I,E,2006,6432459
BO,I,F,2006,162928
BO,I,G,2006,68887218
BO,J,A,2006,39352793
BO,J,B,2006,31220015
BO,J,C,2006,1295607
BO,J,D,2006,9979
BO,J,E,2006,101225265
BO,J,F,2006,101934776
BO,J,G,2006,140742510
BR,A,A,2006,3607740
BR,A,B,2006,903656
BR,A,E,2006,36628573
BR,A,F,2006,20393705
BR,A,G,2006,86363527
BR,D,B,2006,651091
BR,D,D,2006,61722
BR,D,E,2006,11650107
BR,D,F,2006,286270
BR,D,G,2006,28230665
BR,E,C,2006,796304
BR,E,D,2006,6167744
BR,E,E,2006,811886
BR,E,G,2006,7215397
BR,F,E,2006,94744
BR,G,E,2006,76275
BR,H,E,2006,10376467
BR,H,G,2006,3428189
BR,I,B,2006,1484289
BR,I,E,2006,507799
BR,I,G,2006,11293668
BR,J,A,2006,72285450
BR,J,B,2006,6523922
BR,J,C,2006,31317
BR,J,D,2006,281379
BR,J,E,2006,31959337
BR,J,F,2006,18687614
BR,J,G,2006,44418717
BT,A,B,2006,3545566
BT,A,E,2006,6464535
BT,A,F,2006,324858
BT,A,G,2006,14304771
BT,D,G,2006,263605
BT,E,B,2006,112791
BT,E,D,2006,1284946
BT,E,E,2006,2099041
BT,E,G,2006,4809135
BT,H,C,2006,313274
BT,H,E,2006,1027316
BT,H,G,2006,164904
BT,I,E,2006,119113
BT,I,G,2006,1586123
BT,J,A,2006,11884355
BT,J,B,2006,19127472
BT,J,D,2006,239829
BT,J,E,2006,30420983
BT,J,F,2006,227137
BT,J,G,2006,5796528
BW,A,B,2006,22821493
BW,A,E,2006,13686078
BW,A,F,2006,182051
BW,A,G,2006,12032899
BW,D,B,2006,420628
BW,D,E,2006,1121676
BW,D,G,2006,913101
BW,E,D,2006,627859
BW,E,G,2006,48930
BW,G,G,2006,25470
BW,H,E,2006,640612
BW,I,E,2006,591923
BW,I,G,2006,220137
BW,J,B,2006,629778
BW,J,E,2006,6392308
BW,J,F,2006,6395601
BW,J,G,2006,26821688
BY,A,B,2006,80029
BY,A,E,2006,7133739
BY,A,F,2006,12200812
BY,A,G,2006,8637566
BY,D,B,2006,32455
BY,D,E,2006,3735116
BY,D,G,2006,290507
BY,E,D,2006,8641
BY,E,E,2006,434513
BY,E,G,2006,455509
BY,H,B,2006,494499
BY,H,E,2006,13216125
BY,H,F,2006,20553
BY,H,G,2006,782605
BY,I,E,2006,1312256
BY,I,G,2006,8939925
BY,J,B,2006,94230
BY,J,E,2006,4567232
BY,J,F,2006,4510612
BY,J,G,2006,1088740
BZ,A,B,2006,100354
BZ,A,E,2006,4164414
BZ,A,F,2006,34480
BZ,A,G,2006,3742333
BZ,D,E,2006,538098
BZ,E,G,2006,55071
BZ,H,E,2006,7340
BZ,I,E,2006,1107
BZ,I,G,2006,11177
BZ,J,B,2006,27124
BZ,J,E,2006,1083002
BZ,J,G,2006,1287269
CD,A,A,2006,5579336
CD,A,B,2006,16419028
CD,A,C,2006,17684944
CD,A,E,2006,252751656
CD,A,F,2006,925324668
CD,A,G,2006,56046187
CD,D,B,2006,7190225
CD,D,C,2006,16396382
CD,D,E,2006,42619074
CD,D,F,2006,47957
CD,D,G,2006,20430299
CD,E,B,2006,810412
CD,E,C,2006,2700828
CD,E,D,2006,3713260
CD,E,E,2006,11703366
CD,E,G,2006,30684552
CD,F,E,2006,118430
CD,F,G,2006,4685211
CD,H,B,2006,38960296
CD,H,C,2006,51334662
CD,H,E,2006,106761827
CD,H,F,2006,42750839
CD,H,G,2006,25606858
CD,I,E,2006,24393835
CD,I,F,2006,4393629
CD,I,G,2006,36116200
CD,J,A,2006,160325829
CD,J,B,2006,163905301
CD,J,C,2006,13005890
CD,J,E,2006,86533419
CD,J,F,2006,200292238
CD,J,G,2006,152496641
CF,A,B,2006,10252377
CF,A,E,2006,16654773
CF,A,F,2006,1514856
CF,A,G,2006,10957725
CF,D,C,2006,3358748
CF,D,E,2006,3825609
CF,D,G,2006,8554
CF,E,D,2006,623450
CF,E,E,2006,95872
CF,E,G,2006,1525776
CF,F,B,2006,9865
CF,G,G,2006,2851
CF,H,B,2006,332123
CF,H,C,2006,345564
CF,H,E,2006,20314234
CF,H,F,2006,6729186
CF,H,G,2006,146522
CF,I,E,2006,49833
CF,I,G,2006,17897819
CF,J,B,2006,93134346
CF,J,C,2006,1555236
CF,J,E,2006,11182683
CF,J,F,2006,12398062
CF,J,G,2006,46480
CG,A,A,2006,5127173
CG,A,B,2006,56219760
CG,A,C,2006,11313
CG,A,E,2006,21114198
CG,A,F,2006,133925337
CG,A,G,2006,8849521
CG,D,C,2006,11666472
CG,D,E,2006,4132036
CG,D,F,2006,-73
CG,D,G,2006,572431
CG,E,C,2006,-87978
CG,E,D,2006,1681591
CG,E,E,2006,39476
CG,E,G,2006,34166
CG,H,C,2006,868202
CG,H,E,2006,2365867
CG,H,F,2006,3074469
CG,I,G,2006,219870
CG,J,A,2006,8968996
CG,J,B,2006,5642900
CG,J,C,2006,46
CG,J,E,2006,8697149
CG,J,F,2006,189668971
CG,J,G,2006,5724595
CI,A,A,2006,1437035
CI,A,B,2006,40213156
CI,A,C,2006,1077623
CI,A,E,2006,48443230
CI,A,F,2006,6239403
CI,A,G,2006,16889921
CI,D,B,2006,186964
CI,D,C,2006,69225
CI,D,E,2006,13045511
CI,D,G,2006,534904
CI,E,C,2006,298896
CI,E,D,2006,1927126
CI,E,E,2006,2119757
CI,E,G,2006,634327
CI,F,B,2006,42419
CI,F,E,2006,-12408
CI,G,E,2006,7128
CI,H,B,2006,2349148
CI,H,C,2006,9014633
CI,H,E,2006,16605487
CI,H,G,2006,142729
CI,I,E,2006,60907
CI,I,G,2006,275836
CI,J,B,2006,2505906
CI,J,C,2006,120769
CI,J,E,2006,90126488
CI,J,F,2006,99570170
CI,J,G,2006,30305787
CK,A,B,2006,1914071
CK,A,E,2006,3075308
CK,A,G,2006,774260
CK,D,B,2006,26089
CK,D,E,2006,37270
CK,H,G,2006,50123
CK,I,G,2006,369587
CK,J,B,2006,696673
CK,J,D,2006,65177
CK,J,E,2006,4992421
CK,J,F,2006,27830955
CK,J,G,2006,2553500
CL,A,A,2006,42198802
CL,A,B,2006,118351
CL,A,E,2006,10743746
