country,channel,bundle,year,in-oda-gross-channel-bundle
CF,I,E,2009,3809401
CF,I,F,2009,679935
CF,I,G,2009,780129
CF,J,A,2009,4010108
CF,J,B,2009,5454127
CF,J,C,2009,3819159
CF,J,E,2009,6805010
CF,J,F,2009,2937943
CF,J,G,2009,26782445
CG,A,A,2009,434481
CG,A,B,2009,9619901
CG,A,C,2009,787682
CG,A,E,2009,24970208
CG,A,F,2009,228580336
CG,A,G,2009,6282400
CG,D,B,2009,30412
CG,D,E,2009,914790
CG,D,G,2009,365005
CG,E,B,2009,794880
CG,E,C,2009,3088481
CG,E,E,2009,2310894
CG,E,F,2009,18310
CG,E,G,2009,822180
CG,F,E,2009,755254
CG,F,G,2009,37685
CG,G,G,2009,53383
CG,H,B,2009,2609016
CG,H,C,2009,485031
CG,H,E,2009,3102246
CG,H,F,2009,3251816
CG,H,G,2009,425899
CG,I,E,2009,636547
CG,I,F,2009,30444
CG,I,G,2009,361467
CG,J,A,2009,1281204
CG,J,B,2009,599135
CG,J,E,2009,3005000
CG,J,F,2009,1413797
CG,J,G,2009,15293285
CI,A,A,2009,2127101
CI,A,B,2009,389451736
CI,A,C,2009,6344861
CI,A,E,2009,100836642
CI,A,F,2009,1636773708
CI,A,G,2009,25231570
CI,D,B,2009,828096
CI,D,C,2009,5987365
CI,D,E,2009,15513258
CI,D,F,2009,3755
CI,D,G,2009,7524121
CI,E,B,2009,3086673
CI,E,C,2009,434459
CI,E,D,2009,236590
CI,E,E,2009,7868013
CI,E,F,2009,18892
CI,E,G,2009,2665358
CI,F,B,2009,546567
CI,F,E,2009,627059
CI,F,G,2009,193774
CI,G,E,2009,600560
CI,H,B,2009,7404113
CI,H,C,2009,16449266
CI,H,E,2009,19068294
CI,H,G,2009,3589027
CI,I,E,2009,8155070
CI,I,F,2009,30444
CI,I,G,2009,1438526
CI,J,A,2009,16419220
CI,J,B,2009,152817341
CI,J,C,2009,2560216
CI,J,E,2009,13578288
CI,J,F,2009,1281770
CI,J,G,2009,36880620
CK,A,B,2009,1917103
CK,A,E,2009,2007600
CK,A,G,2009,2928477
CK,B,B,2009,3060699
CK,B,G,2009,189862
CK,D,B,2009,141518
CK,D,E,2009,60038
CK,D,G,2009,1474
CK,E,B,2009,758
CK,E,G,2009,244427
CK,H,B,2009,295600
CK,H,E,2009,162201
CK,H,G,2009,88893
CK,I,B,2009,473
CK,I,E,2009,857690
CK,I,G,2009,135465
CK,J,E,2009,-3262602
CL,A,A,2009,16485630
CL,A,B,2009,74341
CL,A,C,2009,27295
CL,A,E,2009,4469403
CL,A,F,2009,9800930
CL,A,G,2009,43049114
CL,B,B,2009,135924
CL,B,E,2009,29274
CL,B,G,2009,33888
CL,D,B,2009,41511
CL,D,E,2009,1906883
CL,D,F,2009,1574
CL,D,G,2009,699016
CL,E,B,2009,480156
CL,E,C,2009,969250
CL,E,E,2009,1394610
CL,E,F,2009,69218
CL,E,G,2009,3811213
CL,F,B,2009,1112400
CL,F,E,2009,208415
CL,F,G,2009,374233
CL,H,B,2009,330001
CL,H,E,2009,3644325
CL,H,G,2009,920391
CL,I,E,2009,1871051
CL,I,F,2009,131924
CL,I,G,2009,4794358
CL,J,B,2009,13748
CL,J,E,2009,4551973
CL,J,F,2009,1473833
CL,J,G,2009,4397486
CM,A,A,2009,55308276
CM,A,B,2009,190547792
CM,A,C,2009,7671650
CM,A,E,2009,57902411
CM,A,F,2009,239721217
CM,A,G,2009,42555463
CM,D,B,2009,3297642
CM,D,E,2009,6135587
CM,D,F,2009,21683
CM,D,G,2009,2125496
CM,E,B,2009,3133153
CM,E,C,2009,1452559
CM,E,E,2009,8613002
CM,E,F,2009,260861
CM,E,G,2009,9310627
CM,F,B,2009,595823
CM,F,E,2009,931641
CM,F,G,2009,419383
CM,H,B,2009,16333398
CM,H,C,2009,17358701
CM,H,E,2009,8234028
CM,H,G,2009,3111588
CM,I,B,2009,82803
CM,I,E,2009,4637582
CM,I,F,2009,304442
CM,I,G,2009,3613013
CM,J,A,2009,53161741
CM,J,B,2009,298576
CM,J,C,2009,1297010
CM,J,E,2009,8530068
CM,J,F,2009,16182564
CM,J,G,2009,13896140
CN,A,A,2009,1502977086
CN,A,B,2009,141113534
CN,A,C,2009,6287098
CN,A,E,2009,79046949
CN,A,F,2009,348420207
CN,A,G,2009,234620147
CN,B,B,2009,170010
CN,B,E,2009,2944378
CN,B,G,2009,11211974
CN,D,B,2009,1463870
CN,D,E,2009,9405715
CN,D,F,2009,15138
CN,D,G,2009,12792723
CN,E,B,2009,13647842
CN,E,C,2009,510719
CN,E,D,2009,445893
CN,E,E,2009,24697582
CN,E,F,2009,126807
CN,E,G,2009,30596317
CN,F,B,2009,8594884
CN,F,E,2009,1009012
CN,F,F,2009,72719
CN,F,G,2009,1147998
CN,G,B,2009,47250
CN,G,G,2009,47166
CN,H,B,2009,25532451
CN,H,E,2009,75781258
CN,H,G,2009,18331165
CN,I,A,2009,1378795
CN,I,B,2009,2172973
CN,I,C,2009,34293
CN,I,E,2009,32048432
CN,I,F,2009,10531307
CN,I,G,2009,313998019
CN,J,A,2009,11215558
CN,J,B,2009,1227325
CN,J,E,2009,20416768
CN,J,F,2009,5806875
CN,J,G,2009,22445016
CO,A,A,2009,21099733
CO,A,B,2009,8626515
CO,A,C,2009,91310
CO,A,E,2009,87412226
CO,A,F,2009,25097041
CO,A,G,2009,496592031
CO,B,G,2009,82086
CO,D,B,2009,1672682
CO,D,E,2009,28643747
CO,D,F,2009,16281
CO,D,G,2009,2287496
CO,E,B,2009,25665946
CO,E,C,2009,2414385
CO,E,D,2009,180611
CO,E,E,2009,60749332
CO,E,F,2009,450077
CO,E,G,2009,35028041
CO,F,B,2009,6624387
CO,F,E,2009,8071407
CO,F,G,2009,3942638
CO,G,E,2009,133448
CO,G,G,2009,44902
CO,H,B,2009,22912187
CO,H,C,2009,16055905
CO,H,E,2009,58852969
CO,H,G,2009,19139966
CO,I,A,2009,9033180
CO,I,B,2009,11191105
CO,I,E,2009,40853741
CO,I,F,2009,2346493
CO,I,G,2009,112216125
CO,J,A,2009,1250388
CO,J,B,2009,2518247
CO,J,C,2009,259498
CO,J,E,2009,17388951
CO,J,F,2009,1510682
CO,J,G,2009,8298372
CR,A,A,2009,80620268
CR,A,B,2009,2391664
CR,A,E,2009,11572330
CR,A,F,2009,2665317
CR,A,G,2009,19395982
CR,D,B,2009,171494
CR,D,E,2009,65178
CR,D,F,2009,7612
CR,D,G,2009,909612
CR,E,B,2009,26563
CR,E,E,2009,1911209
CR,E,F,2009,72537
CR,E,G,2009,3342962
CR,F,B,2009,897955
CR,F,E,2009,3340214
CR,F,G,2009,14065
CR,H,B,2009,858556
CR,H,E,2009,3022596
CR,H,G,2009,428785
CR,I,A,2009,808886
CR,I,B,2009,22421
CR,I,E,2009,597291
CR,I,F,2009,1776050
CR,I,G,2009,2364739
CR,J,B,2009,1594
CR,J,E,2009,4297614
CR,J,F,2009,677407
CR,J,G,2009,2368863
CU,A,B,2009,694376
CU,A,C,2009,1036883
CU,A,E,2009,5401812
CU,A,F,2009,2056854
CU,A,G,2009,19756912
CU,D,B,2009,390900
CU,D,C,2009,371890
CU,D,E,2009,5865682
CU,D,F,2009,56134
CU,D,G,2009,2072318
CU,E,B,2009,2514345
CU,E,C,2009,776062
CU,E,E,2009,18611806
CU,E,F,2009,688054
CU,E,G,2009,5790022
CU,F,B,2009,948422
CU,F,E,2009,2839543
CU,F,G,2009,14065
CU,G,G,2009,51456
CU,H,B,2009,2804752
CU,H,C,2009,2466364
CU,H,E,2009,7527397
CU,H,G,2009,609229
CU,I,C,2009,88094
CU,I,E,2009,11797310
CU,I,F,2009,663302
CU,I,G,2009,5535445
CU,J,A,2009,1438759
CU,J,C,2009,244176
CU,J,E,2009,4090889
CU,J,F,2009,484756
CU,J,G,2009,1939746
CV,A,A,2009,30396070
CV,A,B,2009,49997936
CV,A,C,2009,10232419
CV,A,E,2009,48249843
CV,A,F,2009,26226315
CV,A,G,2009,20957358
CV,D,B,2009,123776
CV,D,E,2009,1397920
CV,D,G,2009,312886
CV,E,B,2009,1177828
CV,E,E,2009,1721541
CV,E,G,2009,1372947
CV,F,B,2009,126559
CV,F,G,2009,49244
CV,G,E,2009,96480
CV,H,B,2009,778257
CV,H,E,2009,4652561
CV,H,G,2009,406956
CV,I,B,2009,242888
CV,I,E,2009,205992
CV,I,F,2009,41162
CV,I,G,2009,1490583
CV,J,A,2009,6161033
CV,J,B,2009,35215
CV,J,E,2009,2019501
CV,J,F,2009,345526
CV,J,G,2009,1318996
DJ,A,A,2009,19525812
DJ,A,B,2009,35945875
DJ,A,C,2009,16881481
DJ,A,E,2009,27589653
DJ,A,F,2009,12101036
DJ,A,G,2009,3653980
DJ,D,C,2009,159635
DJ,D,E,2009,11024
DJ,D,G,2009,207878
DJ,E,B,2009,1243261
DJ,E,C,2009,28314
DJ,E,D,2009,239557
DJ,E,E,2009,3668287
DJ,E,F,2009,11808
DJ,F,B,2009,237664
DJ,F,E,2009,268051
DJ,H,B,2009,1657632
DJ,H,C,2009,2639940
DJ,H,E,2009,3044124
DJ,H,G,2009,164402
DJ,I,A,2009,2540987
DJ,I,E,2009,1141197
DJ,I,G,2009,58075
DJ,J,A,2009,8298918
DJ,J,B,2009,166595
DJ,J,C,2009,2651898
DJ,J,E,2009,4152147
DJ,J,F,2009,1063152
DJ,J,G,2009,7534094
DM,A,A,2009,697982
DM,A,B,2009,9821306
DM,A,E,2009,18998424
DM,A,F,2009,8662
DM,A,G,2009,3176721
DM,D,G,2009,243342
DM,E,G,2009,174883
DM,F,B,2009,109023
DM,F,G,2009,28854
DM,H,B,2009,93647
DM,H,E,2009,151284
DM,H,G,2009,2035902
DM,I,B,2009,5337
DM,I,E,2009,5402
DM,I,G,2009,110434
DM,J,A,2009,778655
DM,J,E,2009,80613
DM,J,G,2009,835669
DO,A,A,2009,10209569
DO,A,B,2009,59948556
DO,A,E,2009,23196969
DO,A,F,2009,4164919
DO,A,G,2009,27550979
DO,D,B,2009,4315331
DO,D,E,2009,5301177
DO,D,G,2009,1738842
DO,E,B,2009,4968596
DO,E,C,2009,1256269
DO,E,E,2009,17761509
DO,E,F,2009,25613
DO,E,G,2009,11073440
DO,F,B,2009,271923
DO,F,E,2009,66715
DO,F,G,2009,91736
DO,H,B,2009,160210
DO,H,E,2009,4102964
DO,H,G,2009,1729178
DO,I,B,2009,236033
DO,I,E,2009,16034924
DO,I,F,2009,1483745
DO,I,G,2009,2617100
DO,J,A,2009,10486
DO,J,B,2009,519144
DO,J,C,2009,28366
DO,J,E,2009,6564226
DO,J,F,2009,458069
DO,J,G,2009,1768602
DZ,A,A,2009,62966838
DZ,A,B,2009,4477630
DZ,A,C,2009,1330425
DZ,A,E,2009,49721676
DZ,A,F,2009,108533927
DZ,A,G,2009,46694781
DZ,D,C,2009,3351148
DZ,D,E,2009,5924783
DZ,D,G,2009,723032
DZ,E,B,2009,2289408
DZ,E,C,2009,918745
DZ,E,E,2009,2779231
DZ,E,F,2009,39524
DZ,E,G,2009,2244060
DZ,F,B,2009,53410
DZ,F,E,2009,136568
DZ,F,G,2009,93586
DZ,G,G,2009,7322
DZ,H,B,2009,383454
DZ,H,C,2009,13530285
DZ,H,E,2009,3362405
DZ,H,G,2009,1573786
DZ,I,A,2009,7397493
DZ,I,B,2009,1083260
DZ,I,E,2009,7480874
DZ,I,F,2009,4079653
DZ,I,G,2009,5527780
DZ,J,A,2009,1802726
DZ,J,B,2009,13119
DZ,J,C,2009,2220310
DZ,J,E,2009,5714219
DZ,J,F,2009,2452966
DZ,J,G,2009,20094414
EC,A,A,2009,3725097
EC,A,B,2009,48433662
EC,A,E,2009,19796767
EC,A,F,2009,8759910
EC,A,G,2009,73591444
EC,D,B,2009,6022902
EC,D,E,2009,8981523
EC,D,F,2009,32811
EC,D,G,2009,2491971
EC,E,B,2009,12794829
EC,E,C,2009,360191
EC,E,E,2009,19884781
EC,E,F,2009,131453
EC,E,G,2009,27619260
EC,F,B,2009,2801521
EC,F,E,2009,1895832
EC,F,F,2009,64320
EC,F,G,2009,918481
EC,H,B,2009,4657390
EC,H,C,2009,132818
EC,H,E,2009,12113697
EC,H,G,2009,7428704
EC,I,B,2009,208919
EC,I,E,2009,5331085
EC,I,F,2009,1163787
EC,I,G,2009,4029128
EC,J,A,2009,601882
EC,J,B,2009,325302
EC,J,C,2009,548650
EC,J,E,2009,15282828
EC,J,F,2009,305832
EC,J,G,2009,3695505
EG,A,A,2009,310520823
EG,A,B,2009,317402589
EG,A,C,2009,5134671
EG,A,E,2009,126264724
EG,A,F,2009,142264899
EG,A,G,2009,127811632
EG,B,B,2009,174229
EG,B,F,2009,4177062
EG,D,B,2009,318693
EG,D,E,2009,25362331
EG,D,G,2009,4013242
EG,E,B,2009,2256022
EG,E,E,2009,47341687
EG,E,F,2009,69655
EG,E,G,2009,7718291
EG,F,A,2009,1543688
EG,F,B,2009,277053
EG,F,E,2009,948683
EG,F,F,2009,192477
EG,F,G,2009,1433433
EG,G,G,2009,7322
EG,H,B,2009,3461944
EG,H,C,2009,692983
EG,H,E,2009,17916223
EG,H,G,2009,6951322
EG,I,A,2009,5367276
EG,I,B,2009,9169873
EG,I,C,2009,16724461
EG,I,E,2009,183403172
EG,I,F,2009,1215839
EG,I,G,2009,24027842
EG,J,A,2009,38225999
EG,J,B,2009,1940
EG,J,E,2009,12068179
EG,J,F,2009,614348
EG,J,G,2009,12948711
ER,A,A,2009,4153934
ER,A,B,2009,15170131
ER,A,C,2009,216865
ER,A,E,2009,18311103
ER,A,F,2009,810020
ER,A,G,2009,6980736
ER,D,B,2009,96260
ER,D,C,2009,4766394
ER,D,E,2009,3878700
ER,D,F,2009,75
ER,D,G,2009,65550
ER,E,B,2009,4364284
ER,E,C,2009,955563
ER,E,E,2009,6137669
ER,E,F,2009,27655
ER,E,G,2009,1710903
ER,F,B,2009,214200
ER,F,E,2009,84304
ER,F,G,2009,51660
ER,H,B,2009,7867624
ER,H,C,2009,1625475
ER,H,E,2009,35041769
ER,H,G,2009,470212
ER,I,A,2009,1030866
ER,I,B,2009,28614
ER,I,E,2009,680285
ER,I,F,2009,17133
ER,I,G,2009,177371
ER,J,A,2009,4336271
ER,J,C,2009,-121497
ER,J,E,2009,7517537
ER,J,F,2009,639
ER,J,G,2009,6933223
ET,A,A,2009,197305465
ET,A,B,2009,433760263
ET,A,C,2009,163949464
ET,A,E,2009,398301190
ET,A,F,2009,12954238
ET,A,G,2009,103280010
ET,B,B,2009,4761
ET,C,B,2009,8228
ET,D,B,2009,7146639
ET,D,C,2009,32870579
ET,D,E,2009,22711643
ET,D,F,2009,17543
ET,D,G,2009,1624809
ET,E,B,2009,43940548
ET,E,C,2009,251597735
ET,E,D,2009,414425
ET,E,E,2009,150144176
ET,E,F,2009,410697
ET,E,G,2009,30908938
ET,F,B,2009,4171191
ET,F,E,2009,17079343
ET,F,G,2009,1146419
ET,G,E,2009,1823405
ET,H,B,2009,218169697
ET,H,C,2009,450246021
ET,H,E,2009,107914337
ET,H,F,2009,2940
ET,H,G,2009,30541957
ET,I,B,2009,796799
ET,I,C,2009,2039671
ET,I,E,2009,55231433
ET,I,F,2009,1813465
ET,I,G,2009,21609502
ET,J,A,2009,605252541
ET,J,B,2009,763219
ET,J,C,2009,13278281
ET,J,E,2009,52504293
ET,J,F,2009,7101062
ET,J,G,2009,521597238
FJ,A,B,2009,8855873
FJ,A,E,2009,2972912
FJ,A,F,2009,446083
FJ,A,G,2009,9425552
FJ,B,B,2009,483703
FJ,B,E,2009,2326879
FJ,B,G,2009,7229223
FJ,C,B,2009,22404
FJ,D,B,2009,348939
FJ,D,E,2009,1621617
FJ,D,G,2009,426776
FJ,E,B,2009,82613
FJ,E,D,2009,653715
FJ,E,E,2009,48401
FJ,E,G,2009,1815922
FJ,F,B,2009,2708336
FJ,F,E,2009,86868
FJ,F,G,2009,48433
FJ,H,B,2009,1616493
FJ,H,E,2009,25168694
FJ,H,G,2009,4947972
FJ,I,B,2009,269624
FJ,I,E,2009,992685
FJ,I,G,2009,12183078
FJ,J,B,2009,102614
FJ,J,E,2009,894906
FJ,J,F,2009,249248
FJ,J,G,2009,758089
GA,A,A,2009,10870942
GA,A,B,2009,10026508
GA,A,E,2009,5936567
GA,A,F,2009,50264736
GA,A,G,2009,7999050
GA,D,E,2009,274236
GA,D,G,2009,211567
GA,E,B,2009,17850
GA,E,E,2009,825180
GA,E,G,2009,695475
GA,F,B,2009,141483
GA,F,E,2009,58108
GA,F,G,2009,46936
GA,H,E,2009,2829772
GA,H,G,2009,211080
GA,I,B,2009,24116
GA,I,E,2009,633392
GA,I,G,2009,1640370
GA,J,B,2009,16286
GA,J,E,2009,2105500
GA,J,F,2009,1194558
GA,J,G,2009,10309559
GD,A,B,2009,22221646
GD,A,E,2009,4420343
GD,A,F,2009,14441
GD,A,G,2009,947336
GD,D,G,2009,270935
GD,E,B,2009,96844
GD,E,G,2009,174678
GD,F,B,2009,119236
GD,F,G,2009,28854
GD,H,B,2009,93647
GD,H,E,2009,176720
GD,H,G,2009,1766293
GD,I,B,2009,3914
GD,I,E,2009,57012
GD,I,G,2009,272931
GD,J,A,2009,2507847
GD,J,E,2009,58894
GD,J,G,2009,545681
GE,A,A,2009,33487057
GE,A,B,2009,148296477
GE,A,C,2009,145618
GE,A,E,2009,134211426
GE,A,F,2009,20504938
GE,A,G,2009,62147763
GE,D,B,2009,99620
GE,D,C,2009,79690
GE,D,E,2009,13011466
GE,D,F,2009,1855
GE,D,G,2009,682403
GE,E,B,2009,7867052
GE,E,C,2009,429920
GE,E,E,2009,121433412
GE,E,F,2009,193
GE,E,G,2009,7192540
GE,F,B,2009,2396966
GE,F,E,2009,707070
GE,F,G,2009,222251
GE,G,E,2009,183753
GE,H,B,2009,6761058
GE,H,C,2009,4598656
GE,H,E,2009,39651042
GE,H,G,2009,5209289
GE,I,B,2009,2230208
GE,I,E,2009,18846952
GE,I,F,2009,1969108
GE,I,G,2009,5712706
GE,J,A,2009,82188729
GE,J,B,2009,93517548
GE,J,C,2009,27001
GE,J,E,2009,1037213
GE,J,F,2009,383408
GE,J,G,2009,1845226
GH,A,A,2009,118468153
GH,A,B,2009,676550264
GH,A,C,2009,54679768
GH,A,E,2009,128893030
GH,A,F,2009,94284690
GH,A,G,2009,67510184
GH,B,B,2009,178419
GH,D,B,2009,2394864
GH,D,C,2009,11931754
GH,D,E,2009,11998964
GH,D,F,2009,291713
GH,D,G,2009,6024793
GH,E,B,2009,3086270
GH,E,C,2009,14715236
GH,E,D,2009,160425
GH,E,E,2009,23983197
GH,E,F,2009,307315
GH,E,G,2009,10011866
GH,F,B,2009,1480686
GH,F,E,2009,390899
GH,F,G,2009,240510
GH,H,B,2009,16471001
GH,H,C,2009,5334328
GH,H,E,2009,18825074
GH,H,G,2009,16931756
GH,I,A,2009,903318
GH,I,B,2009,751357
GH,I,C,2009,4541195
GH,I,E,2009,37417328
GH,I,F,2009,4700055
GH,I,G,2009,11106550
GH,J,A,2009,89225588
GH,J,B,2009,230680079
GH,J,C,2009,3553581
GH,J,E,2009,21093773
GH,J,F,2009,6204722
GH,J,G,2009,19053427
GM,A,A,2009,8134942
GM,A,B,2009,32521423
GM,A,C,2009,13263713
GM,A,E,2009,19175565
GM,A,F,2009,233512
GM,A,G,2009,6780351
GM,D,B,2009,1625945
GM,D,E,2009,646708
GM,D,F,2009,10
GM,D,G,2009,427110
GM,E,B,2009,1866186
GM,E,C,2009,3227647
GM,E,E,2009,328663
GM,E,F,2009,240756
GM,E,G,2009,1216329
GM,F,E,2009,214459
GM,F,G,2009,49244
GM,H,B,2009,82519
GM,H,C,2009,631041
GM,H,E,2009,3741112
GM,H,G,2009,773986
GM,I,E,2009,194661
GM,I,G,2009,60776
GM,J,A,2009,7830085
GM,J,B,2009,7401556
GM,J,C,2009,337582
GM,J,E,2009,1822936
GM,J,G,2009,8195797
GN,A,A,2009,7045286
GN,A,B,2009,11998018
GN,A,C,2009,1157876
GN,A,E,2009,57891582
GN,A,F,2009,71426960
GN,A,G,2009,13762537
GN,D,B,2009,408457
GN,D,C,2009,5435418
GN,D,E,2009,18845046
GN,D,F,2009,494291
GN,D,G,2009,2413983
GN,E,B,2009,983212
GN,E,C,2009,3900372
GN,E,D,2009,1334579
GN,E,E,2009,9968838
GN,E,F,2009,62770
GN,E,G,2009,3586278
GN,F,B,2009,118499
GN,F,E,2009,373097
GN,F,G,2009,131052
GN,H,B,2009,5964199
GN,H,C,2009,7817999
GN,H,E,2009,6468990
GN,H,G,2009,881211
GN,I,B,2009,15675
GN,I,E,2009,1412253
GN,I,F,2009,75106
GN,I,G,2009,3054525
GN,J,A,2009,695091
GN,J,B,2009,170103
GN,J,C,2009,3101014
GN,J,E,2009,13963818
GN,J,F,2009,1035707
GN,J,G,2009,7879044
GQ,A,E,2009,3750638
GQ,A,F,2009,1795292
GQ,A,G,2009,2410591
GQ,D,C,2009,3613561
GQ,D,E,2009,320848
GQ,D,G,2009,207878
GQ,E,B,2009,1607086
GQ,E,E,2009,683524
GQ,E,G,2009,10413113
GQ,F,B,2009,274669
GQ,F,G,2009,9251
GQ,H,E,2009,2249387
GQ,H,G,2009,262322
GQ,I,F,2009,11134
GQ,I,G,2009,2378426
GQ,J,B,2009,-1039
GQ,J,E,2009,1189465
GQ,J,F,2009,431193
GQ,J,G,2009,1700819
GT,A,A,2009,25847888
GT,A,B,2009,16941948
GT,A,C,2009,2907196
GT,A,D,2009,172454
GT,A,E,2009,55766399
GT,A,F,2009,2326357
GT,A,G,2009,63285580
GT,D,B,2009,5520749
GT,D,C,2009,10394046
GT,D,E,2009,9819251
GT,D,F,2009,62453
GT,D,G,2009,3666589
GT,E,B,2009,10158258
GT,E,C,2009,32052839
GT,E,D,2009,418782
GT,E,E,2009,32483609
GT,E,F,2009,473411
GT,E,G,2009,29176159
GT,F,B,2009,5784670
GT,F,E,2009,3656490
GT,F,G,2009,1844442
GT,G,E,2009,392835
GT,G,G,2009,233038
GT,H,A,2009,3216017
GT,H,B,2009,7658108
GT,H,C,2009,1282577
GT,H,E,2009,25423513
GT,H,G,2009,7906258
GT,I,B,2009,3239699
GT,I,E,2009,29717895
GT,I,F,2009,2238266
GT,I,G,2009,4368758
GT,J,A,2009,15749363
GT,J,B,2009,25849
GT,J,C,2009,1710528
GT,J,E,2009,11292647
GT,J,F,2009,136595
GT,J,G,2009,4542583
GW,A,A,2009,2118938
GW,A,B,2009,45415789
GW,A,C,2009,7984361
GW,A,E,2009,22624085
GW,A,F,2009,2450057
GW,A,G,2009,13286405
GW,D,B,2009,74458
GW,D,C,2009,2659614
GW,D,E,2009,2203915
GW,D,G,2009,276574
GW,E,B,2009,2060203
GW,E,C,2009,746869
GW,E,D,2009,106776
GW,E,E,2009,4697423
GW,E,F,2009,10211
GW,E,G,2009,2535240
GW,F,B,2009,211067
GW,F,E,2009,468109
GW,F,G,2009,9251
GW,H,B,2009,1617982
GW,H,C,2009,5169219
GW,H,E,2009,5157375
GW,H,F,2009,7449658
GW,H,G,2009,1295982
GW,I,E,2009,287543
GW,I,G,2009,350627
GW,J,A,2009,1401330
GW,J,B,2009,9164996
GW,J,C,2009,14585
GW,J,E,2009,7106908
GW,J,F,2009,5974662
GW,J,G,2009,6261901
GY,A,B,2009,43460567
GY,A,E,2009,23095265
GY,A,F,2009,91674
GY,A,G,2009,10122401
GY,D,B,2009,4469
GY,D,E,2009,293546
GY,D,F,2009,136573
GY,D,G,2009,1115779
GY,E,B,2009,80640
GY,E,E,2009,4350197
GY,E,F,2009,65978
GY,E,G,2009,1579687
GY,F,B,2009,111499
GY,H,B,2009,888549
GY,H,C,2009,346069
GY,H,E,2009,3984207
GY,H,G,2009,2244631
GY,I,B,2009,3655302
GY,I,C,2009,1089
GY,I,E,2009,7565758
GY,I,F,2009,216502
GY,I,G,2009,1318367
GY,J,A,2009,65557800
GY,J,B,2009,59598
GY,J,E,2009,2746186
GY,J,G,2009,8792369
HN,A,A,2009,30292934
HN,A,B,2009,85847181
HN,A,C,2009,8852554
HN,A,E,2009,62108065
HN,A,F,2009,876510
HN,A,G,2009,44387685
HN,D,B,2009,10413629
HN,D,E,2009,4273235
HN,D,F,2009,230338
HN,D,G,2009,4590870
HN,E,B,2009,9446180
HN,E,C,2009,8405162
HN,E,D,2009,148918
HN,E,E,2009,29941549
HN,E,F,2009,217499
HN,E,G,2009,13826467
HN,F,B,2009,2336527
HN,F,E,2009,2555688
HN,F,G,2009,90048
HN,H,B,2009,282608
HN,H,C,2009,1577266
HN,H,E,2009,13103928
HN,H,G,2009,16881754
HN,I,B,2009,1342707
HN,I,E,2009,16034076
HN,I,F,2009,1931007
HN,I,G,2009,1834500
HN,J,A,2009,71633375
HN,J,B,2009,10059835
HN,J,C,2009,487433
HN,J,E,2009,6550251
HN,J,F,2009,49926
HN,J,G,2009,10358846
HR,A,A,2009,13215140
HR,A,B,2009,212985
HR,A,E,2009,108033720
HR,A,F,2009,6178385
HR,A,G,2009,27362151
HR,B,B,2009,19557
HR,D,B,2009,267311
HR,D,E,2009,1056891
HR,D,G,2009,1799615
HR,E,B,2009,6023275
HR,E,E,2009,53136
HR,E,G,2009,447768
HR,F,B,2009,422885
HR,F,E,2009,62474
HR,G,G,2009,7335
HR,H,B,2009,115377
HR,H,E,2009,3477606
HR,H,G,2009,2811
HR,I,B,2009,52022
HR,I,E,2009,2997422
HR,I,F,2009,5079427
HR,I,G,2009,659360
HR,J,E,2009,1518363
HR,J,F,2009,663360
HR,J,G,2009,2054202
HT,A,B,2009,98369812
HT,A,C,2009,32950661
HT,A,E,2009,209694070
HT,A,F,2009,25166024
HT,A,G,2009,52119343
HT,D,B,2009,2549240
HT,D,C,2009,4928446
HT,D,E,2009,14538480
HT,D,F,2009,126663
HT,D,G,2009,21921554
HT,E,B,2009,13001372
HT,E,C,2009,50742484
HT,E,D,2009,62172
HT,E,E,2009,118929988
HT,E,F,2009,131278
HT,E,G,2009,24752508
HT,F,A,2009,964805
HT,F,B,2009,957217
HT,F,E,2009,981297
HT,G,B,2009,30301784
HT,G,E,2009,1
HT,H,B,2009,2801356
HT,H,C,2009,33131440
HT,H,E,2009,76809270
HT,H,F,2009,413302102
HT,H,G,2009,62210559
HT,I,B,2009,5936219
HT,I,C,2009,1089
HT,I,E,2009,28675120
HT,I,F,2009,2658118
HT,I,G,2009,18161737
HT,J,A,2009,102272480
HT,J,B,2009,63163972
HT,J,C,2009,-77194
HT,J,D,2009,2572
HT,J,E,2009,9515672
HT,J,F,2009,441521278
HT,J,G,2009,39277577
ID,A,A,2009,1551236259
ID,A,B,2009,289438008
ID,A,C,2009,27042486
ID,A,E,2009,86787344
ID,A,F,2009,79532930
ID,A,G,2009,184916527
ID,B,B,2009,4884231
ID,B,E,2009,9390692
ID,B,F,2009,175734
ID,B,G,2009,74416781
ID,C,G,2009,756840
ID,D,B,2009,24222035
ID,D,C,2009,4704491
ID,D,E,2009,25430216
ID,D,F,2009,117121
ID,D,G,2009,6044820
ID,E,B,2009,5655945
ID,E,C,2009,2162090
ID,E,D,2009,1005253
ID,E,E,2009,76977751
ID,E,F,2009,229869
ID,E,G,2009,21152103
ID,F,B,2009,6755148
ID,F,E,2009,5812338
ID,F,G,2009,5362812
ID,G,B,2009,2230860
ID,G,E,2009,647617
ID,G,G,2009,618979
ID,H,B,2009,167436298
ID,H,C,2009,3091300
ID,H,E,2009,102942686
ID,H,G,2009,62111356
ID,I,A,2009,57114651
ID,I,B,2009,35420839
ID,I,C,2009,7582456
ID,I,E,2009,183955298
ID,I,F,2009,1004288
ID,I,G,2009,209073453
ID,J,A,2009,255603761
ID,J,B,2009,479290
