country,channel,bundle,year,out-oda-gross-channel-bundle
ES,I,E,2010,68522410
ES,I,F,2010,16215233
ES,I,G,2010,50969381
EU,A,B,2010,1042950107
EU,A,C,2010,67310403
EU,A,E,2010,2208775626
EU,A,F,2010,83514099
EU,A,G,2010,928830506
EU,B,F,2010,12116897
EU,B,G,2010,1488349
EU,C,B,2010,2203259816
EU,C,C,2010,24961126
EU,D,B,2010,112454825
EU,D,C,2010,59057074
EU,D,E,2010,410965083
EU,D,F,2010,38238944
EU,D,G,2010,73798733
EU,E,B,2010,31987497
EU,E,C,2010,171154516
EU,E,E,2010,674663095
EU,E,F,2010,2001987
EU,E,G,2010,51173262
EU,F,B,2010,4717102
EU,F,C,2010,231025
EU,F,E,2010,8719632
EU,F,G,2010,845616
EU,G,B,2010,3869936
EU,G,E,2010,7201525
EU,G,G,2010,3864698
EU,H,B,2010,635062744
EU,H,C,2010,476031712
EU,H,D,2010,41501667
EU,H,E,2010,835251779
EU,H,F,2010,2984019
EU,H,G,2010,274555135
EU,I,B,2010,580115761
EU,I,C,2010,19559401
EU,I,E,2010,392663985
EU,I,F,2010,710014530
EU,I,G,2010,310535634
FI,A,B,2010,11383023
FI,A,E,2010,222329
FI,A,F,2010,164275
FI,A,G,2010,13518321
FI,B,A,2010,39571110
FI,B,F,2010,127227449
FI,B,G,2010,17581954
FI,C,B,2010,61714197
FI,C,G,2010,7597139
FI,D,E,2010,815631
FI,D,F,2010,244777
FI,E,B,2010,8720304
FI,E,C,2010,679693
FI,E,D,2010,2941712
FI,E,E,2010,36924072
FI,E,F,2010,17801416
FI,E,G,2010,108901279
FI,F,B,2010,10875
FI,F,E,2010,210441
FI,F,G,2010,686984
FI,G,E,2010,83070
FI,G,G,2010,4385901
FI,H,B,2010,48131604
FI,H,C,2010,19439227
FI,H,D,2010,57106885
FI,H,E,2010,51286343
FI,H,F,2010,75922
FI,H,G,2010,81004365
FI,I,B,2010,30600760
FI,I,D,2010,1244676
FI,I,E,2010,30147951
FI,I,F,2010,8408182
FI,I,G,2010,72320042
FR,A,A,2010,2075590629
FR,A,B,2010,217999017
FR,A,C,2010,508925
FR,A,E,2010,378903081
FR,A,F,2010,311890410
FR,A,G,2010,174864554
FR,B,B,2010,153707844
FR,B,C,2010,12174741
FR,B,D,2010,11071323
FR,B,F,2010,3452851769
FR,B,G,2010,1485567149
FR,C,B,2010,432513798
FR,D,B,2010,9061000
FR,D,C,2010,15200
FR,D,D,2010,66089
FR,D,E,2010,43223973
FR,D,F,2010,3449187
FR,D,G,2010,24484509
FR,E,B,2010,10973632
FR,E,C,2010,11142700
FR,E,D,2010,7219943
FR,E,E,2010,13442350
FR,E,F,2010,620990
FR,E,G,2010,7082278
FR,F,B,2010,6446492
FR,F,C,2010,528716
FR,F,E,2010,15840926
FR,F,G,2010,1369974
FR,G,B,2010,226788284
FR,H,B,2010,12319998
FR,H,C,2010,21963956
FR,H,D,2010,1414466
FR,H,F,2010,33044
FR,H,G,2010,3370567
FR,I,B,2010,224704
FR,I,G,2010,38037
FR,J,E,2010,827198
GB,A,B,2010,62078849
GB,A,D,2010,3570045
GB,A,E,2010,91239178
GB,A,F,2010,364048248
GB,A,G,2010,25775405
GB,B,B,2010,32219
GB,B,D,2010,107140
GB,B,F,2010,344678231
GB,B,G,2010,30981528
GB,C,B,2010,1399107748
GB,C,C,2010,148121518
GB,C,D,2010,41208
GB,C,E,2010,169577463
GB,C,F,2010,77592
GB,C,G,2010,13592473
GB,D,B,2010,31633677
GB,D,C,2010,2680345
GB,D,D,2010,8154858
GB,D,E,2010,116785344
GB,D,F,2010,10744746
GB,D,G,2010,39245124
GB,E,B,2010,82944178
GB,E,C,2010,17126392
GB,E,D,2010,386033172
GB,E,E,2010,328087042
GB,E,F,2010,22717288
GB,E,G,2010,57391822
GB,F,B,2010,46400179
GB,F,C,2010,9253
GB,F,E,2010,68382108
GB,F,F,2010,267638
GB,F,G,2010,26842271
GB,G,B,2010,52036850
GB,G,D,2010,271973
GB,G,E,2010,22125922
GB,G,G,2010,6558043
GB,H,B,2010,1181872989
GB,H,C,2010,159774477
GB,H,D,2010,1580037836
GB,H,E,2010,230021910
GB,H,F,2010,13768723
GB,H,G,2010,8234787
GB,I,A,2010,683164388
GB,I,B,2010,231445165
GB,I,C,2010,5316465
GB,I,D,2010,24807227
GB,I,E,2010,210974049
GB,I,F,2010,26927517
GB,I,G,2010,571008632
GB,J,F,2010,20453542
GR,A,F,2010,894985
GR,A,G,2010,38406
GR,B,B,2010,18772544
GR,B,C,2010,264026
GR,B,F,2010,61616052
GR,B,G,2010,33503635
GR,C,B,2010,4361165
GR,E,C,2010,65707
GR,E,E,2010,1031541
GR,E,G,2010,1425630
GR,G,G,2010,478362
GR,H,B,2010,3220949
GR,H,C,2010,257675
GR,H,D,2010,2441479
GR,H,G,2010,8451
GR,I,F,2010,77582768
GR,I,G,2010,79428
IE,A,B,2010,4233224
IE,A,E,2010,91177
IE,B,B,2010,114622
IE,B,F,2010,45504580
IE,B,G,2010,3534458
IE,C,B,2010,155892929
IE,C,C,2010,9808054
IE,C,E,2010,2868971
IE,C,G,2010,1814767
IE,E,B,2010,43952975
IE,E,C,2010,1512387
IE,E,D,2010,132398207
IE,E,E,2010,11476573
IE,E,F,2010,6707323
IE,E,G,2010,1251699
IE,F,B,2010,21859964
IE,F,C,2010,455885
IE,F,E,2010,3058724
IE,F,F,2010,31916
IE,F,G,2010,1883692
IE,G,B,2010,6798036
IE,H,B,2010,71400624
IE,H,C,2010,2589430
IE,H,D,2010,24601629
IE,H,E,2010,2536128
IE,H,F,2010,64224
IE,H,G,2010,633920
IE,I,B,2010,11106712
IE,I,C,2010,455885
IE,I,D,2010,651265
IE,I,E,2010,798863
IE,I,F,2010,2673602
IE,I,G,2010,4541310
IT,A,B,2010,29615518
IT,A,C,2010,3414122
IT,A,E,2010,177345092
IT,A,F,2010,302235206
IT,A,G,2010,109720785
IT,C,A,2010,126105859
IT,C,B,2010,5493198
IT,C,F,2010,25094480
IT,D,B,2010,1380579
IT,D,C,2010,1962019
IT,D,D,2010,6393626
IT,D,E,2010,41710919
IT,D,F,2010,5670959
IT,D,G,2010,21088639
IT,E,D,2010,7554067
IT,G,E,2010,1439537
IT,G,G,2010,1788023
IT,H,B,2010,17260770
IT,H,C,2010,330788
IT,H,D,2010,100720
IT,H,E,2010,52571678
IT,H,F,2010,602286
IT,H,G,2010,21210399
IT,I,E,2010,3272272
IT,I,F,2010,3327830
IT,I,G,2010,6675264
JP,B,F,2010,789184508
JP,B,G,2010,111466852
JP,C,A,2010,7585676347
JP,C,B,2010,1060307410
JP,C,C,2010,338463337
JP,C,E,2010,1584833887
JP,C,F,2010,227002284
JP,C,G,2010,2121223466
JP,E,C,2010,1394495
JP,E,D,2010,163436038
JP,E,E,2010,51991402
JP,E,F,2010,62956709
JP,E,G,2010,67408271
JP,F,B,2010,140701887
JP,F,C,2010,706493
JP,F,E,2010,229125
JP,F,G,2010,91540
JP,G,B,2010,1148302
JP,H,A,2010,25593778
JP,H,B,2010,370107299
JP,H,C,2010,326527378
JP,H,D,2010,38367423
JP,H,E,2010,478785342
JP,H,G,2010,98955855
JP,I,A,2010,34307850
JP,I,F,2010,399113962
JP,I,G,2010,117982357
KR,A,G,2010,45522
KR,B,A,2010,375520115
KR,B,F,2010,385009825
KR,B,G,2010,141466199
KR,C,G,2010,145165
KR,E,C,2010,854487
KR,E,D,2010,1251688
KR,E,E,2010,12593018
KR,E,G,2010,4082150
KR,G,B,2010,8285358
KR,H,B,2010,25921941
KR,H,C,2010,3096925
KR,H,D,2010,95386
KR,H,E,2010,8676109
KR,H,F,2010,6995605
KR,H,G,2010,2773838
KR,I,B,2010,48431
KR,I,D,2010,73634
KR,I,E,2010,499867
KR,I,F,2010,315577
KR,I,G,2010,3948079
KW,C,A,2010,149143301
KW,C,B,2010,26138978
KW,H,B,2010,40489
KW,I,A,2010,472368059
KW,I,B,2010,1168513
LU,A,B,2010,9036304
LU,A,C,2010,8155396
LU,A,D,2010,1241696
LU,A,E,2010,84039797
LU,A,F,2010,20097315
LU,A,G,2010,4640191
LU,E,B,2010,12825214
LU,E,C,2010,979250
LU,E,D,2010,9817059
LU,E,E,2010,54021012
LU,E,F,2010,2849064
LU,E,G,2010,1257713
LU,F,B,2010,6898
LU,F,E,2010,2457224
LU,G,B,2010,793306
LU,H,B,2010,16615576
LU,H,C,2010,10875632
LU,H,D,2010,41356273
LU,H,E,2010,29224251
LU,H,G,2010,4505767
LU,I,B,2010,2590285
LU,I,D,2010,657989
LU,I,E,2010,4950916
LU,I,F,2010,396660
LU,I,G,2010,1054043
NL,A,B,2010,298339285
NL,A,C,2010,112305542
NL,A,E,2010,350603869
NL,A,F,2010,1156164921
NL,A,G,2010,62321531
NL,B,F,2010,28978
NL,C,B,2010,226948319
NL,E,B,2010,706922117
NL,E,C,2010,2026360
NL,E,D,2010,51971942
NL,E,E,2010,300849259
NL,E,F,2010,37408170
NL,E,G,2010,238953897
NL,F,B,2010,67192393
NL,F,E,2010,118777028
NL,F,G,2010,18758650
NL,G,B,2010,9507462
NL,G,C,2010,1443035
NL,G,E,2010,36218366
NL,G,G,2010,5954699
NL,H,B,2010,237008005
NL,H,C,2010,29092363
NL,H,D,2010,131053834
NL,H,E,2010,261329674
NL,H,F,2010,38514569
NL,H,G,2010,53546974
NL,I,B,2010,9943356
NL,I,D,2010,88314162
NL,I,E,2010,142675619
NL,I,F,2010,101454770
NL,I,G,2010,27659231
NO,A,A,2010,723831
NO,A,B,2010,28039107
NO,A,D,2010,150634
NO,A,E,2010,8393307
NO,A,F,2010,295475
NO,A,G,2010,2205597
NO,B,A,2010,45919186
NO,B,C,2010,342367
NO,B,D,2010,2203023
NO,B,F,2010,689433555
NO,B,G,2010,47953737
NO,C,B,2010,493334276
NO,C,E,2010,103058227
NO,C,F,2010,92263
NO,C,G,2010,53528988
NO,E,A,2010,6627079
NO,E,B,2010,44059578
NO,E,C,2010,11100618
NO,E,D,2010,325795452
NO,E,E,2010,319588211
NO,E,F,2010,18459964
NO,E,G,2010,97650525
NO,F,A,2010,-101518
NO,F,B,2010,39858868
NO,F,C,2010,2165365
NO,F,E,2010,70888329
NO,F,F,2010,73057
NO,F,G,2010,21282565
NO,G,B,2010,43357637
NO,G,E,2010,3781817
NO,G,G,2010,277731
NO,H,A,2010,128473
NO,H,B,2010,443780225
NO,H,C,2010,24854629
NO,H,D,2010,415341608
NO,H,E,2010,225628865
NO,H,F,2010,19096174
NO,H,G,2010,67607822
NO,I,A,2010,66452390
NO,I,B,2010,20896634
NO,I,C,2010,1789774
NO,I,D,2010,31755376
NO,I,E,2010,74915324
NO,I,F,2010,18658006
NO,I,G,2010,161389116
NZ,A,B,2010,19496039
NZ,A,E,2010,31395253
NZ,A,F,2010,79060894
NZ,A,G,2010,44111753
NZ,C,B,2010,49545771
NZ,D,B,2010,2556040
NZ,D,D,2010,6197372
NZ,D,E,2010,14101332
NZ,D,F,2010,69996
NZ,D,G,2010,1077624
NZ,E,B,2010,3404465
NZ,E,C,2010,44442
NZ,E,D,2010,14261979
NZ,E,E,2010,2918442
NZ,E,F,2010,854233
NZ,E,G,2010,78290
NZ,F,B,2010,425381
NZ,F,E,2010,1484174
NZ,G,B,2010,251783
NZ,G,E,2010,65840
NZ,H,B,2010,29148688
NZ,H,C,2010,3286059
NZ,H,E,2010,3065335
NZ,H,G,2010,40945
NZ,I,B,2010,164190
NZ,I,E,2010,1094596
NZ,I,F,2010,38641
NZ,I,G,2010,1500663
PT,B,B,2010,937869
PT,B,F,2010,70464432
PT,B,G,2010,55175796
PT,C,A,2010,211833317
PT,C,B,2010,5138710
PT,C,E,2010,299458
PT,C,G,2010,3102675
PT,E,B,2010,3413288
PT,E,C,2010,156182
PT,E,D,2010,273884
PT,E,E,2010,5319250
PT,E,F,2010,1195355
PT,E,G,2010,436299
PT,F,B,2010,4290331
PT,F,E,2010,6150995
PT,F,G,2010,462075
PT,G,B,2010,165453
PT,G,E,2010,51387
PT,G,F,2010,15435
PT,G,G,2010,645229
PT,H,B,2010,1916441
PT,H,D,2010,1263944
PT,H,E,2010,2863766
PT,H,G,2010,43272072
SE,A,B,2010,390483843
SE,A,D,2010,30822723
SE,A,E,2010,95016777
SE,A,F,2010,70078806
SE,A,G,2010,59657194
SE,B,F,2010,511903502
SE,B,G,2010,22568306
SE,E,B,2010,295819278
SE,E,C,2010,1509756
SE,E,D,2010,234251997
SE,E,E,2010,177686643
SE,E,F,2010,4493589
SE,E,G,2010,50112571
SE,F,B,2010,95693330
SE,F,D,2010,830366
SE,F,E,2010,20638958
SE,F,G,2010,6181199
SE,G,B,2010,7425330
SE,G,E,2010,665644
SE,G,F,2010,904919
SE,G,G,2010,1141
SE,H,B,2010,371883028
SE,H,C,2010,31705969
SE,H,D,2010,167299922
SE,H,E,2010,159944654
SE,H,F,2010,10547743
SE,H,G,2010,59339454
SE,I,A,2010,15097566
SE,I,B,2010,33673782
SE,I,C,2010,57035
SE,I,D,2010,4148661
SE,I,E,2010,65766365
SE,I,F,2010,26401612
SE,I,G,2010,20754496
SE,J,F,2010,141081177
US,A,B,2010,2772327989
US,A,C,2010,61734865
US,A,E,2010,3031554894
US,A,F,2010,3523600415
US,A,G,2010,2283815167
US,D,B,2010,144278656
US,D,C,2010,89806119
US,D,E,2010,418172663
US,D,F,2010,146298
US,D,G,2010,58939935
US,E,B,2010,644859994
US,E,C,2010,1064037639
US,E,D,2010,90118134
US,E,E,2010,3979407271
US,E,F,2010,162711349
US,E,G,2010,403998705
US,G,B,2010,52696591
US,G,G,2010,89532678
US,H,B,2010,1710290959
US,H,C,2010,1356016634
US,H,D,2010,1358534211
US,H,F,2010,122054148
US,I,B,2010,488308892
US,I,C,2010,52696929
US,I,E,2010,3762150176
US,I,F,2010,20854979
US,I,G,2010,667825847
1,C,B,2011,902415
1,C,E,2011,1778079
1,C,F,2011,111738956
1,C,G,2011,7998652
1,I,B,2011,83872
1,I,E,2011,46639
2,C,A,2011,1105989649
2,C,B,2011,1032752769
2,C,E,2011,37009424
2,C,F,2011,391061
4,J,A,2011,790644666
4,J,B,2011,7924748
4,J,D,2011,26525
4,J,E,2011,13037439
6,C,A,2011,1356048991
6,C,B,2011,512728662
6,C,C,2011,6743834
6,C,E,2011,15056829
6,C,F,2011,1014827
6,C,G,2011,1959208
7,J,A,2011,88442668
7,J,E,2011,1736561
7,J,G,2011,3556910
9,J,B,2011,38236
10,C,B,2011,43084771
10,C,C,2011,2431032
10,H,B,2011,348931458
10,H,C,2011,272704055
10,H,D,2011,6352139
10,H,E,2011,49276167
10,H,F,2011,8931517
10,I,C,2011,6829816
10,I,E,2011,195224
10,J,F,2011,61111824
12,B,B,2011,1247299
12,C,B,2011,1386921528
12,C,C,2011,42473372
12,C,E,2011,104659970
12,C,G,2011,2729121
12,D,B,2011,266560588
12,D,E,2011,16059274
12,D,G,2011,1054674
12,E,B,2011,97624026
12,E,E,2011,22287859
12,F,B,2011,185665200
12,F,E,2011,24501633
12,F,G,2011,8062567
12,G,B,2011,26052300
12,H,B,2011,275470420
12,H,E,2011,115261175
12,I,B,2011,5371292
12,I,E,2011,1502156
14,J,B,2011,189916158
14,J,E,2011,15696277
15,H,F,2011,773187775
15,J,A,2011,6827370120
15,J,B,2011,3580895198
15,J,C,2011,33486751
15,J,E,2011,62711740
15,J,G,2011,146376370
17,A,A,2011,699738043
17,A,B,2011,169496333
17,A,E,2011,4665533
17,A,F,2011,603243487
17,A,G,2011,100105666
17,I,A,2011,11040772
17,I,G,2011,80761992
21,J,B,2011,1420172535
24,A,E,2011,1365376
24,H,A,2011,38690620
24,H,D,2011,10857866
24,H,E,2011,10971873
24,H,F,2011,2110391
24,H,G,2011,4071699
25,J,A,2011,256548923
25,J,B,2011,8969639
25,J,C,2011,3660458
25,J,D,2011,712132
25,J,E,2011,14767925
25,J,G,2011,1460818
26,J,B,2011,12292773
26,J,E,2011,134896119
27,H,E,2011,82711723
27,I,E,2011,176400613
28,A,B,2011,467265
28,A,E,2011,5130228
28,A,G,2011,0
28,C,B,2011,10042718
28,C,D,2011,62181
28,C,E,2011,151825480
28,C,G,2011,4714277
28,D,B,2011,233435
28,D,E,2011,2166932
28,D,G,2011,2299
28,E,E,2011,9722
28,H,B,2011,13270363
28,H,D,2011,5791354
28,H,E,2011,205487346
28,H,G,2011,3289651
28,J,B,2011,11021042
28,J,D,2011,391916
28,J,E,2011,272333039
28,J,G,2011,2632364
29,J,B,2011,2193639
29,J,E,2011,9999592
31,A,E,2011,72726429
31,D,E,2011,38309368
31,H,D,2011,3478684
31,H,E,2011,191412155
31,J,E,2011,1869293
32,J,E,2011,335123915
32,J,F,2011,95687985
33,J,B,2011,25239205
33,J,C,2011,3584213
33,J,D,2011,438579
33,J,E,2011,745698272
33,J,F,2011,296623999
33,J,G,2011,6405646
34,H,B,2011,1062655
34,H,C,2011,127091
34,H,E,2011,58004823
34,H,G,2011,1467142
35,H,E,2011,486811342
35,H,F,2011,106601429
37,J,C,2011,224509123
37,J,E,2011,96604335
37,J,F,2011,15556824
38,J,E,2011,441428942
AE,B,A,2011,114554166
AE,B,B,2011,3676865
AE,B,C,2011,12942441
AE,B,F,2011,204964066
AE,B,G,2011,54929
AE,C,B,2011,196274167
AE,C,E,2011,21220302
AE,E,B,2011,6037685
AE,E,C,2011,12158735
AE,E,D,2011,114524
AE,E,E,2011,52758347
AE,E,F,2011,796272
AE,E,G,2011,2583615
AE,F,B,2011,401889
AE,F,C,2011,330962
AE,F,E,2011,84878145
AE,G,D,2011,4880610
AE,H,B,2011,19035538
AE,H,D,2011,650359
AE,H,E,2011,3841430
AE,I,D,2011,358846
AE,I,E,2011,1481595
AT,A,B,2011,3140159
AT,A,D,2011,130840
AT,A,E,2011,249203
AT,A,F,2011,105850
AT,A,G,2011,2276442
AT,B,B,2011,75439
AT,B,F,2011,153859253
AT,B,G,2011,22561029
AT,C,B,2011,24904787
AT,C,E,2011,834414
AT,C,G,2011,6985128
AT,E,B,2011,885459
AT,E,C,2011,143924
AT,E,D,2011,5433064
AT,E,E,2011,10951436
AT,E,F,2011,12009023
AT,E,G,2011,26968682
AT,F,B,2011,105030
AT,F,E,2011,978170
AT,F,G,2011,2594448
AT,G,B,2011,2047808
AT,G,D,2011,126107
AT,G,G,2011,1905244
AT,H,B,2011,30836603
AT,H,C,2011,2228205
AT,H,D,2011,18536254
AT,H,E,2011,1859404
AT,H,G,2011,25956119
AT,I,B,2011,51581
AT,I,E,2011,2616780
AT,I,F,2011,90697189
AT,I,G,2011,13216574
AU,B,B,2011,39261501
AU,B,D,2011,6270305
AU,B,F,2011,271157706
AU,B,G,2011,548770259
AU,C,A,2011,61859405
AU,C,B,2011,127534231
AU,C,D,2011,505
AU,C,E,2011,1582966
AU,C,G,2011,126261735
AU,E,B,2011,96834121
AU,E,C,2011,3044504
AU,E,D,2011,199870946
AU,E,E,2011,50420445
AU,E,F,2011,3446097
AU,E,G,2011,109407836
AU,F,B,2011,63055437
AU,F,D,2011,1248756
AU,F,E,2011,10231503
AU,F,G,2011,48451356
AU,G,B,2011,10232954
AU,G,D,2011,1491396
AU,H,B,2011,606770327
AU,H,C,2011,127848641
AU,H,D,2011,183431250
AU,H,E,2011,50817608
AU,H,F,2011,9324820
AU,H,G,2011,319871807
AU,I,B,2011,115158117
AU,I,D,2011,27008683
AU,I,E,2011,79071922
AU,I,F,2011,242430370
AU,I,G,2011,598493616
BE,A,A,2011,5504236
BE,A,C,2011,7458597
BE,A,E,2011,88740691
BE,A,F,2011,420896889
BE,A,G,2011,232238251
BE,B,F,2011,92742756
BE,C,B,2011,30104094
BE,C,E,2011,52421
BE,C,G,2011,1702996
BE,D,D,2011,30031226
BE,D,F,2011,6413844
BE,D,G,2011,38010947
BE,E,B,2011,13105
BE,E,C,2011,3005638
BE,E,D,2011,145012238
BE,E,F,2011,25308605
BE,E,G,2011,72247800
BE,F,B,2011,51604
BE,F,G,2011,12034428
BE,G,B,2011,86276034
BE,G,D,2011,105259686
BE,G,G,2011,1077985
BE,H,B,2011,26767815
BE,H,C,2011,11139292
BE,H,D,2011,29747677
BE,H,E,2011,4101664
BE,H,F,2011,6310120
BE,H,G,2011,181379864
BE,I,D,2011,37112180
BE,I,E,2011,72079
BE,I,F,2011,117257734
BE,I,G,2011,58185305
CA,A,B,2011,19457961
CA,A,E,2011,285738
CA,A,G,2011,10083616
CA,B,B,2011,87178261
CA,B,C,2011,52105
CA,B,D,2011,39961
CA,B,F,2011,872311916
CA,B,G,2011,194479013
CA,C,B,2011,317305155
CA,C,E,2011,328740
CA,C,G,2011,26327601
CA,E,B,2011,104676246
CA,E,C,2011,49468302
CA,E,D,2011,26617652
CA,E,E,2011,76172264
CA,E,F,2011,18683850
CA,E,G,2011,429425998
CA,F,B,2011,4654173
CA,F,E,2011,3899757
CA,F,G,2011,63922173
CA,G,B,2011,1878762
CA,G,D,2011,124419
CA,G,G,2011,3669323
CA,H,B,2011,985678978
CA,H,C,2011,214642647
CA,H,D,2011,327669425
CA,H,E,2011,40001890
CA,H,F,2011,78244
CA,H,G,2011,76267951
CA,I,B,2011,6720688
CA,I,D,2011,2405976
CA,I,E,2011,13626069
CA,I,F,2011,1098071
CA,I,G,2011,202249016
CH,A,B,2011,2741495
CH,A,E,2011,3480285
CH,A,G,2011,2120057
CH,B,B,2011,7196090
CH,B,C,2011,2009541
CH,B,D,2011,140618
CH,B,F,2011,878599386
CH,B,G,2011,23307067
CH,C,B,2011,60553969
CH,C,E,2011,37451907
CH,C,G,2011,1273077
CH,E,B,2011,74008376
CH,E,C,2011,9039971
CH,E,D,2011,186997646
CH,E,E,2011,173626164
CH,E,G,2011,22475592
CH,F,B,2011,20965363
CH,F,C,2011,944247
CH,F,E,2011,68609106
CH,F,F,2011,1067768
CH,F,G,2011,6933638
CH,G,B,2011,11462948
CH,G,D,2011,41668273
CH,G,G,2011,711144
CH,H,B,2011,118837800
CH,H,C,2011,46454321
CH,H,D,2011,76163123
CH,H,E,2011,102148686
CH,H,F,2011,1948936
CH,H,G,2011,96495792
CH,I,A,2011,36197356
CH,I,B,2011,20518818
CH,I,D,2011,25110188
CH,I,E,2011,75189945
CH,I,F,2011,1112743
CH,I,G,2011,37251621
CZ,A,E,2011,260595
CZ,A,F,2011,92135
CZ,A,G,2011,25728
CZ,B,B,2011,80882
CZ,B,C,2011,156042
CZ,B,F,2011,25485682
CZ,B,G,2011,12513967
CZ,C,E,2011,329217
CZ,C,G,2011,24457
CZ,E,C,2011,95490
CZ,E,D,2011,700944
CZ,E,E,2011,11876170
CZ,E,F,2011,1522470
CZ,E,G,2011,252142
CZ,F,E,2011,715970
CZ,F,F,2011,10177
CZ,F,G,2011,259790
CZ,G,D,2011,262457
CZ,H,B,2011,1012396
CZ,H,C,2011,416113
CZ,H,D,2011,13005
CZ,H,E,2011,360978
CZ,H,F,2011,237021
CZ,H,G,2011,166839
CZ,I,E,2011,11971829
CZ,I,F,2011,344873
CZ,I,G,2011,1346226
CZ,J,B,2011,13003
CZ,J,E,2011,190824
DE,A,A,2011,1707762558
DE,A,B,2011,871434039
DE,A,C,2011,143708805
DE,A,D,2011,35477440
DE,A,E,2011,492903450
DE,A,F,2011,1054686414
DE,A,G,2011,2321804396
DE,D,G,2011,4448853
DE,E,B,2011,84775
DE,E,C,2011,43013722
DE,E,D,2011,1734631
DE,E,E,2011,68536216
DE,E,F,2011,64706957
DE,E,G,2011,712887336
DE,F,G,2011,26084
DE,G,B,2011,144254174
DE,G,G,2011,14574589
DE,H,B,2011,1304179
DE,H,C,2011,51213678
DE,H,D,2011,123254444
DE,H,E,2011,49167159
DE,H,G,2011,207982038
DE,I,A,2011,399304100
DE,I,B,2011,1304676
DE,I,D,2011,11789502
DE,I,E,2011,362092
DE,I,F,2011,879433644
DE,I,G,2011,197589618
DK,A,B,2011,14049981
DK,A,E,2011,3584595
DK,A,G,2011,529115
DK,B,A,2011,42868382
DK,B,B,2011,6492785
DK,B,D,2011,1684655
DK,B,F,2011,329674500
DK,B,G,2011,27739507
DK,C,B,2011,493022687
DK,C,C,2011,17660
DK,C,D,2011,89716
DK,C,E,2011,176338525
DK,C,F,2011,167600
DK,C,G,2011,40236229
DK,E,B,2011,19974974
DK,E,D,2011,169473099
DK,E,E,2011,157485183
DK,E,G,2011,2694495
DK,F,B,2011,24571528
DK,F,C,2011,51216
DK,F,E,2011,61416017
DK,F,G,2011,3310147
DK,G,B,2011,4749319
DK,G,D,2011,15441998
DK,H,B,2011,142955183
DK,H,C,2011,5084343
DK,H,D,2011,72130949
DK,H,E,2011,109946601
DK,H,F,2011,529821
DK,H,G,2011,20663742
DK,I,B,2011,25408469
DK,I,C,2011,98900
DK,I,D,2011,25384451
DK,I,E,2011,57543199
DK,I,F,2011,10525785
DK,I,G,2011,29789386
ES,A,B,2011,416425
ES,A,G,2011,3148898
ES,B,B,2011,63241275
ES,B,C,2011,439524
ES,B,D,2011,6070231
ES,B,F,2011,288192443
ES,B,G,2011,145416584
ES,C,B,2011,80933054
ES,C,C,2011,2142104
ES,C,E,2011,8316996
ES,C,F,2011,35478164
ES,C,G,2011,37335697
ES,E,B,2011,254780110
ES,E,C,2011,5891001
ES,E,D,2011,34254952
ES,E,E,2011,119261798
ES,E,F,2011,58700955
ES,E,G,2011,149789052
ES,F,A,2011,5140638
ES,F,B,2011,12286058
ES,F,C,2011,2176884
ES,F,E,2011,3573383
ES,F,F,2011,14046
ES,F,G,2011,15456520
ES,G,B,2011,2142034
ES,G,D,2011,1775931
ES,G,F,2011,11129
ES,G,G,2011,2399965
ES,H,A,2011,180693453
ES,H,B,2011,296974907
ES,H,C,2011,47780296
ES,H,D,2011,97278914
ES,H,E,2011,476344
ES,H,F,2011,3239696
ES,H,G,2011,41013142
ES,I,A,2011,231767210
ES,I,B,2011,17208892
ES,I,C,2011,20516773
ES,I,D,2011,9532609
ES,I,E,2011,19835781
ES,I,F,2011,13024046
ES,I,G,2011,65246773
EU,A,B,2011,720487323
EU,A,C,2011,14213668
EU,A,D,2011,1926018
EU,A,E,2011,1245451835
EU,A,F,2011,145844235
EU,A,G,2011,625333441
EU,B,B,2011,25248000
EU,B,D,2011,795499
EU,B,F,2011,8487029
EU,B,G,2011,11898573
EU,C,B,2011,2342001978
EU,C,C,2011,24842131
EU,C,E,2011,196637205
EU,C,F,2011,296814
EU,C,G,2011,61557546
EU,D,B,2011,119771138
EU,D,C,2011,68965618
EU,D,D,2011,2953962
EU,D,E,2011,298428727
EU,D,F,2011,30285282
EU,D,G,2011,47184446
EU,E,B,2011,84196549
EU,E,C,2011,221873261
EU,E,D,2011,3536782
EU,E,E,2011,791810313
EU,E,F,2011,6697246
EU,E,G,2011,19295640
EU,F,B,2011,16656087
EU,F,C,2011,145118
EU,F,D,2011,208024
EU,F,E,2011,35442119
EU,F,F,2011,630887
EU,F,G,2011,3556647
EU,G,B,2011,3024500
EU,G,F,2011,705706
EU,G,G,2011,219495
EU,H,B,2011,774143519
EU,H,C,2011,271781411
EU,H,D,2011,58088959
EU,H,E,2011,867669561
EU,H,F,2011,57557478
EU,H,G,2011,199257833
EU,I,B,2011,405528120
EU,I,C,2011,15300868
EU,I,D,2011,8994051
EU,I,E,2011,677656388
EU,I,F,2011,773886563
EU,I,G,2011,419063856
FI,A,A,2011,40566461
FI,A,B,2011,5039049
FI,A,E,2011,162374
FI,A,F,2011,74373804
FI,A,G,2011,15912657
FI,B,B,2011,938022
FI,B,C,2011,9898
FI,B,F,2011,36507909
FI,B,G,2011,15049010
FI,C,B,2011,59863480
FI,C,E,2011,140275
FI,C,G,2011,6198988
FI,D,E,2011,1719366
