country,sector,year,in-oda-gross-sector
AL,L,2006,22325224
AL,N,2006,1857454
AM,A,2006,25394641
AM,B,2006,27446526
AM,C,2006,11743395
AM,D,2006,34980128
AM,E,2006,32989391
AM,F,2006,18545331
AM,G,2006,8613870
AM,H,2006,46134414
AM,I,2006,5990418
AM,J,2006,13319124
AM,K,2006,17768523
AM,L,2006,18088200
AM,M,2006,4126157
AM,N,2006,8797080
AO,A,2006,41848927
AO,B,2006,70347615
AO,C,2006,16009054
AO,D,2006,72940368
AO,E,2006,25055336
AO,F,2006,8007920
AO,G,2006,2366469
AO,H,2006,28500110
AO,I,2006,1515462
AO,J,2006,944399
AO,K,2006,25069427
AO,L,2006,110956
AO,N,2006,49271241
AR,A,2006,28407226
AR,B,2006,32860413
AR,C,2006,237402
AR,D,2006,19920103
AR,E,2006,10488844
AR,F,2006,2179420
AR,G,2006,443818
AR,H,2006,5304051
AR,I,2006,23341765
AR,J,2006,10007440
AR,K,2006,13162280
AR,M,2006,183828
AR,N,2006,436833
AZ,A,2006,15535177
AZ,B,2006,15374409
AZ,C,2006,17139339
AZ,D,2006,47160076
AZ,E,2006,14183257
AZ,F,2006,30029992
AZ,G,2006,12609356
AZ,H,2006,21144020
AZ,I,2006,21539590
AZ,J,2006,1203024
AZ,K,2006,13945443
AZ,N,2006,4171748
BA,A,2006,46667456
BA,B,2006,28742301
BA,C,2006,18181904
BA,D,2006,225069799
BA,E,2006,42525794
BA,F,2006,35621752
BA,G,2006,22747195
BA,H,2006,12004687
BA,I,2006,8352933
BA,J,2006,2885810
BA,K,2006,34520884
BA,M,2006,5243502
BA,N,2006,18911079
BB,A,2006,1402207
BB,B,2006,1768415
BB,C,2006,134478
BB,D,2006,494510
BB,E,2006,2010207
BB,I,2006,31596
BB,J,2006,101880
BB,K,2006,403662
BB,N,2006,476142
BD,A,2006,300732022
BD,B,2006,326630873
BD,C,2006,45308596
BD,D,2006,150639827
BD,E,2006,49217250
BD,F,2006,179767191
BD,G,2006,20172418
BD,H,2006,89976086
BD,I,2006,22827753
BD,J,2006,8807693
BD,K,2006,106533910
BD,L,2006,172725243
BD,M,2006,335004622
BD,N,2006,19160985
BF,A,2006,118787710
BF,B,2006,90412339
BF,C,2006,88636275
BF,D,2006,60767391
BF,E,2006,32575590
BF,F,2006,104383499
BF,G,2006,9407863
BF,H,2006,96618151
BF,I,2006,17335758
BF,J,2006,17283939
BF,K,2006,59751506
BF,L,2006,154259015
BF,M,2006,1419914003
BF,N,2006,4208536
BI,A,2006,33927070
BI,B,2006,47108064
BI,C,2006,7408857
BI,D,2006,48762937
BI,E,2006,26986951
BI,F,2006,17669838
BI,G,2006,12531442
BI,H,2006,47945209
BI,I,2006,3376335
BI,J,2006,7859111
BI,K,2006,18725943
BI,L,2006,56839804
BI,M,2006,50434976
BI,N,2006,134382432
BJ,A,2006,47468234
BJ,B,2006,56486733
BJ,C,2006,41743560
BJ,D,2006,41609457
BJ,E,2006,9683440
BJ,F,2006,30441978
BJ,G,2006,4489244
BJ,H,2006,41069692
BJ,I,2006,7534695
BJ,J,2006,7520023
BJ,K,2006,40576122
BJ,L,2006,41836786
BJ,M,2006,1178045866
BJ,N,2006,1963668
BO,A,2006,58149092
BO,B,2006,78061087
BO,C,2006,38266524
BO,D,2006,89108945
BO,E,2006,112088432
BO,F,2006,23383335
BO,G,2006,7993232
BO,H,2006,153810567
BO,I,2006,22497058
BO,J,2006,26679651
BO,K,2006,38284359
BO,L,2006,10875576
BO,M,2006,2131419358
BO,N,2006,5714173
BR,A,2006,70535018
BR,B,2006,25309344
BR,C,2006,19866169
BR,D,2006,31785655
BR,E,2006,42964845
BR,F,2006,7587903
BR,G,2006,4741808
BR,H,2006,22180494
BR,I,2006,10489450
BR,J,2006,64652314
BR,K,2006,101183878
BR,L,2006,40710
BR,N,2006,3879976
BT,A,2006,27021277
BT,B,2006,11037007
BT,C,2006,2736190
BT,D,2006,10495118
BT,E,2006,4716821
BT,F,2006,23047083
BT,G,2006,3707399
BT,H,2006,5830176
BT,I,2006,5702202
BT,J,2006,3418275
BT,K,2006,6050740
BT,N,2006,353998
BW,A,2006,27584373
BW,B,2006,34451286
BW,C,2006,194568
BW,D,2006,2176711
BW,E,2006,2222132
BW,F,2006,1805617
BW,G,2006,271335
BW,H,2006,748438
BW,I,2006,8418823
BW,J,2006,4964272
BW,K,2006,4547692
BW,M,2006,6186987
BY,A,2006,19730581
BY,B,2006,5897239
BY,C,2006,75150
BY,D,2006,28679619
BY,E,2006,3175296
BY,F,2006,283413
BY,G,2006,1298785
BY,H,2006,413977
BY,I,2006,266037
BY,J,2006,388626
BY,K,2006,3213610
BY,L,2006,984
BY,N,2006,4612350
BZ,A,2006,1065286
BZ,B,2006,998785
BZ,D,2006,1056403
BZ,E,2006,1548458
BZ,F,2006,223720
BZ,G,2006,26238
BZ,H,2006,3018580
BZ,I,2006,16312
BZ,J,2006,245556
BZ,K,2006,2158467
BZ,N,2006,693966
CD,A,2006,50489785
CD,B,2006,192439631
CD,C,2006,40083479
CD,D,2006,305320926
CD,E,2006,97023331
CD,F,2006,154257671
CD,G,2006,12301439
CD,H,2006,37697219
CD,I,2006,8199487
CD,J,2006,6855573
CD,K,2006,51758638
CD,L,2006,4103680
CD,M,2006,1161340480
CD,N,2006,399911949
CF,A,2006,6982770
CF,B,2006,22366747
CF,C,2006,934000
CF,D,2006,68335125
CF,E,2006,2395689
CF,F,2006,10414242
CF,G,2006,416185
CF,H,2006,30790468
CF,I,2006,23376810
CF,J,2006,2620318
CF,K,2006,12467561
CF,L,2006,9105233
CF,M,2006,14743895
CF,N,2006,8013505
CG,A,2006,29810179
CG,B,2006,13365943
CG,C,2006,2085089
CG,D,2006,6482623
CG,E,2006,6553946
CG,F,2006,12677458
CG,G,2006,493947
CG,H,2006,11683495
CG,I,2006,117516
CG,J,2006,2185894
CG,K,2006,19297596
CG,L,2006,55969280
CG,M,2006,303060014
CG,N,2006,4733514
CI,A,2006,36974711
CI,B,2006,69762162
CI,C,2006,1233340
CI,D,2006,20487660
CI,E,2006,11052510
CI,F,2006,1014100
CI,G,2006,452811
CI,H,2006,20510776
CI,I,2006,2439771
CI,J,2006,15129250
CI,K,2006,33983088
CI,L,2006,39280880
CI,M,2006,72176240
CI,N,2006,59734783
CK,A,2006,5537517
CK,B,2006,1613405
CK,C,2006,528562
CK,D,2006,2164867
CK,E,2006,392744
CK,F,2006,3002
CK,G,2006,43032
CK,H,2006,966094
CK,I,2006,188988
CK,J,2006,226507
CK,K,2006,2787745
CK,M,2006,27794660
CK,N,2006,138312
CL,A,2006,21390995
CL,B,2006,5887477
CL,C,2006,679367
CL,D,2006,17340206
CL,E,2006,6852414
CL,F,2006,21920795
CL,G,2006,23595016
CL,H,2006,5790534
CL,I,2006,5495555
CL,J,2006,6469910
CL,K,2006,9696305
CL,N,2006,955525
CM,A,2006,135969986
CM,B,2006,67298339
CM,C,2006,3188271
CM,D,2006,32139312
CM,E,2006,19435966
CM,F,2006,77513253
CM,G,2006,1477232
CM,H,2006,50024622
CM,I,2006,2484014
CM,J,2006,17855377
CM,K,2006,45211544
CM,L,2006,146288960
CM,M,2006,3278105870
CM,N,2006,1846970
CN,A,2006,967555021
CN,B,2006,278683227
CN,C,2006,257849757
CN,D,2006,91321303
CN,E,2006,48054526
CN,F,2006,482533868
CN,G,2006,50014285
CN,H,2006,258171078
CN,I,2006,49097098
CN,J,2006,313375666
CN,K,2006,272007306
CN,M,2006,183337
CN,N,2006,1990799
CO,A,2006,50944467
CO,B,2006,10133210
CO,C,2006,2483028
CO,D,2006,113797137
CO,E,2006,680952187
CO,F,2006,2375677
CO,G,2006,5313304
CO,H,2006,86521659
CO,I,2006,4433493
CO,J,2006,23433929
CO,K,2006,52526205
CO,N,2006,99301276
CR,A,2006,6469642
CR,B,2006,4908428
CR,C,2006,2322557
CR,D,2006,3831697
CR,E,2006,5850733
CR,F,2006,16902649
CR,G,2006,340772
CR,H,2006,3842676
CR,I,2006,8860461
CR,J,2006,5620189
CR,K,2006,8739756
CR,N,2006,927292
CU,A,2006,6496727
CU,B,2006,9892299
CU,C,2006,2622472
CU,D,2006,20943296
CU,E,2006,6348323
CU,F,2006,1423466
CU,G,2006,750230
CU,H,2006,7961395
CU,I,2006,1106572
CU,J,2006,3928422
CU,K,2006,8176265
CU,N,2006,5910010
CV,A,2006,35383292
CV,B,2006,15680419
CV,C,2006,6015914
CV,D,2006,11857332
CV,E,2006,11954900
CV,F,2006,37598094
CV,G,2006,2337614
CV,H,2006,13479751
CV,I,2006,1168727
CV,J,2006,10519844
CV,K,2006,10026561
CV,L,2006,3455807
CV,M,2006,1630512
CV,N,2006,554895
DJ,A,2006,31285742
DJ,B,2006,16316080
DJ,C,2006,1268335
DJ,D,2006,6384745
DJ,E,2006,9373590
DJ,F,2006,2596854
DJ,G,2006,30451
DJ,H,2006,1942805
DJ,I,2006,242791
DJ,J,2006,846140
DJ,K,2006,7919767
DJ,M,2006,67591
DJ,N,2006,4998638
DM,A,2006,348413
DM,B,2006,370897
DM,C,2006,1446420
DM,D,2006,345484
DM,E,2006,371851
DM,F,2006,1008874
DM,H,2006,2901839
DM,I,2006,2427294
DM,K,2006,217514
DM,L,2006,11187971
DM,M,2006,1408152
DM,N,2006,33222
DO,A,2006,16102452
DO,B,2006,27508484
DO,C,2006,18467016
DO,D,2006,31329801
DO,E,2006,20234672
DO,F,2006,21421573
DO,G,2006,1099560
DO,H,2006,20211504
DO,I,2006,5231941
DO,J,2006,5107409
DO,K,2006,39476511
DO,M,2006,18944373
DO,N,2006,6287390
DZ,A,2006,185502944
DZ,B,2006,4194170
DZ,C,2006,8376856
DZ,D,2006,18328241
DZ,E,2006,9134734
DZ,F,2006,107589856
DZ,G,2006,17783158
DZ,H,2006,6793431
DZ,I,2006,7786390
DZ,J,2006,3559248
DZ,K,2006,40378372
DZ,L,2006,1522
DZ,M,2006,26275487
DZ,N,2006,15714835
EC,A,2006,37103932
EC,B,2006,27002041
EC,C,2006,15852202
EC,D,2006,32416542
EC,E,2006,69576778
EC,F,2006,629929
EC,G,2006,3815393
EC,H,2006,31670852
EC,I,2006,6023287
EC,J,2006,23627190
EC,K,2006,36643886
EC,L,2006,944793
EC,M,2006,3101257
EC,N,2006,3716112
EG,A,2006,150806053
EG,B,2006,151681604
EG,C,2006,69921418
EG,D,2006,52587270
EG,E,2006,58218175
EG,F,2006,245090338
EG,G,2006,57584002
EG,H,2006,78305324
EG,I,2006,124026052
EG,J,2006,39260103
EG,K,2006,234009999
EG,L,2006,287419
EG,M,2006,173611258
EG,N,2006,5074802
ER,A,2006,10569092
ER,B,2006,23667579
ER,C,2006,8428983
ER,D,2006,7399542
ER,E,2006,7051792
ER,F,2006,15964146
ER,G,2006,649952
ER,H,2006,13423600
ER,I,2006,103121
ER,J,2006,1749870
ER,K,2006,14645204
ER,N,2006,42357642
ET,A,2006,221757830
ET,B,2006,463913545
ET,C,2006,62960512
ET,D,2006,124475120
ET,E,2006,92057373
ET,F,2006,369616824
ET,G,2006,46828769
ET,H,2006,196440638
ET,I,2006,15281366
ET,J,2006,11486806
ET,K,2006,108701945
ET,L,2006,538439
ET,M,2006,4619163405
ET,N,2006,266200207
FJ,A,2006,13539282
FJ,B,2006,11951241
FJ,C,2006,1150918
FJ,D,2006,22927381
FJ,E,2006,3568748
FJ,F,2006,6477937
FJ,G,2006,166368
FJ,H,2006,4043818
FJ,I,2006,1309426
FJ,J,2006,1538131
FJ,K,2006,9488568
FJ,N,2006,1561716
GA,A,2006,30176148
GA,B,2006,12500538
GA,C,2006,22021
GA,D,2006,3467941
GA,E,2006,7373844
GA,F,2006,11300072
GA,G,2006,336014
GA,H,2006,4008595
GA,I,2006,2628044
GA,J,2006,5172424
GA,K,2006,15423519
GA,L,2006,388908
GA,M,2006,78856
GA,N,2006,22148
GD,A,2006,2729367
GD,B,2006,972028
GD,C,2006,85769
GD,D,2006,1195364
GD,E,2006,640837
GD,F,2006,75881
GD,H,2006,482167
GD,I,2006,242637
GD,J,2006,93255
GD,K,2006,5030889
GD,L,2006,2652267
GD,N,2006,2259797
GE,A,2006,35273675
GE,B,2006,40414653
GE,C,2006,8149525
GE,D,2006,64588009
GE,E,2006,27471518
GE,F,2006,64879136
GE,G,2006,26303334
GE,H,2006,41170692
GE,I,2006,5730358
GE,J,2006,5149727
GE,K,2006,32862205
GE,L,2006,85417242
GE,M,2006,6107047
GE,N,2006,10477299
GH,A,2006,97336945
GH,B,2006,189963250
GH,C,2006,81147457
GH,D,2006,115171837
GH,E,2006,38123217
GH,F,2006,182724393
GH,G,2006,48934483
GH,H,2006,103378624
GH,I,2006,40513073
GH,J,2006,11371826
GH,K,2006,68846608
GH,L,2006,324639399
GH,M,2006,5312498152
GH,N,2006,1251302
GM,A,2006,4322055
GM,B,2006,15565626
GM,C,2006,6796271
GM,D,2006,16729084
GM,E,2006,1350980
GM,F,2006,4579140
GM,G,2006,525800
GM,H,2006,13197571
GM,I,2006,1916880
GM,J,2006,944516
GM,K,2006,2612034
GM,M,2006,141826
GM,N,2006,981205
GN,A,2006,64431178
GN,B,2006,36280496
GN,C,2006,19915108
GN,D,2006,21793828
GN,E,2006,6481217
GN,F,2006,17269318
GN,G,2006,599334
GN,H,2006,19772473
GN,I,2006,1301657
GN,J,2006,8126670
GN,K,2006,13242321
GN,L,2006,16354
GN,M,2006,37240573
GN,N,2006,16069099
GQ,A,2006,9173307
GQ,B,2006,14041006
GQ,C,2006,3191383
GQ,D,2006,2592040
GQ,E,2006,1900239
GQ,H,2006,28218
GQ,I,2006,92
GQ,K,2006,2927646
GQ,L,2006,92747
GQ,M,2006,2433287
GQ,N,2006,1679
GT,A,2006,37897131
GT,B,2006,39784373
GT,C,2006,30942622
GT,D,2006,85606011
GT,E,2006,16467839
GT,F,2006,3306099
GT,G,2006,2565003
GT,H,2006,53398811
GT,I,2006,5924273
GT,J,2006,8600672
GT,K,2006,70720544
GT,M,2006,194456381
GT,N,2006,46145058
GW,A,2006,6959023
GW,B,2006,15899408
GW,C,2006,2403182
GW,D,2006,8581769
GW,E,2006,3922545
GW,F,2006,22680829
GW,G,2006,1379550
GW,H,2006,12825214
GW,I,2006,566616
GW,J,2006,2071843
GW,K,2006,6839454
GW,L,2006,9485100
GW,M,2006,19413662
GW,N,2006,2246946
GY,A,2006,10204427
GY,B,2006,27177644
GY,C,2006,11353196
GY,D,2006,21334007
GY,E,2006,3958901
GY,F,2006,157419
GY,G,2006,196999
GY,H,2006,1850900
GY,I,2006,3743757
GY,J,2006,8859700
GY,K,2006,2884421
GY,L,2006,39037393
GY,M,2006,337680104
GY,N,2006,370602
HN,A,2006,51986527
HN,B,2006,38665544
HN,C,2006,23720186
HN,D,2006,49457644
HN,E,2006,19390553
HN,F,2006,35097122
HN,G,2006,17254261
HN,H,2006,62431090
HN,I,2006,7411478
HN,J,2006,4249031
HN,K,2006,52807189
HN,L,2006,17326601
HN,M,2006,1642178560
HN,N,2006,10703177
HR,A,2006,20525774
HR,B,2006,2314584
HR,C,2006,8849287
HR,D,2006,145233981
HR,E,2006,8539955
HR,F,2006,9309987
HR,G,2006,13431337
HR,H,2006,3170071
HR,I,2006,2336843
HR,J,2006,5965858
HR,K,2006,12686877
HR,N,2006,4968938
HT,A,2006,42190801
HT,B,2006,131412588
HT,C,2006,6939487
HT,D,2006,131960037
HT,E,2006,27743923
HT,F,2006,24758228
HT,G,2006,4516700
HT,H,2006,54985477
HT,I,2006,237383
HT,J,2006,1790264
HT,K,2006,28909359
HT,L,2006,61863550
HT,M,2006,22587990
HT,N,2006,73725413
ID,A,2006,308150255
ID,B,2006,290192520
ID,C,2006,84459590
ID,D,2006,352987483
ID,E,2006,105748113
ID,F,2006,581458634
ID,G,2006,91575801
ID,H,2006,278357893
ID,I,2006,36505150
ID,J,2006,107325414
ID,K,2006,516614419
ID,L,2006,136776740
ID,M,2006,119977838
ID,N,2006,433104782
IN,A,2006,740527828
IN,B,2006,544848594
IN,C,2006,166377808
IN,D,2006,212697781
IN,E,2006,192589449
IN,F,2006,753386964
IN,G,2006,61376975
IN,H,2006,382324651
IN,I,2006,23994311
IN,J,2006,45053478
IN,K,2006,213498350
IN,N,2006,68282596
IQ,A,2006,62998725
IQ,B,2006,371156740
IQ,C,2006,700134036
IQ,D,2006,1221636508
IQ,E,2006,38270596
IQ,F,2006,2096007577
IQ,G,2006,203163170
IQ,H,2006,58925245
IQ,I,2006,715060650
IQ,J,2006,1641410
IQ,K,2006,69447927
IQ,M,2006,4129173932
IQ,N,2006,404369087
IR,A,2006,57194293
IR,B,2006,5778389
IR,C,2006,3926586
IR,D,2006,3789275
IR,E,2006,7675482
IR,F,2006,1758713
IR,G,2006,-88981
IR,H,2006,1128491
IR,I,2006,887685
IR,J,2006,369341
IR,K,2006,24094726
IR,N,2006,37733456
JM,A,2006,6337156
JM,B,2006,12235225
JM,C,2006,7776498
JM,D,2006,9419151
JM,E,2006,4646084
JM,F,2006,17406801
JM,G,2006,45990
JM,H,2006,7152389
JM,I,2006,6428298
JM,J,2006,3383118
JM,K,2006,16899271
JM,L,2006,19912672
JM,M,2006,6959717
JM,N,2006,10094915
JO,A,2006,44542791
JO,B,2006,17868599
JO,C,2006,117822650
JO,D,2006,51173930
JO,E,2006,39078839
JO,F,2006,1938482
JO,G,2006,19762078
JO,H,2006,23007282
JO,I,2006,21308361
JO,J,2006,1776983
JO,K,2006,50301088
JO,L,2006,184489732
JO,M,2006,27711764
JO,N,2006,2807191
KE,A,2006,66630158
KE,B,2006,329412729
KE,C,2006,40964182
KE,D,2006,105341089
KE,E,2006,27039433
KE,F,2006,103507473
KE,G,2006,13634060
KE,H,2006,132164208
KE,I,2006,15223937
KE,J,2006,18637794
KE,K,2006,42656065
KE,L,2006,1957
KE,M,2006,75672162
KE,N,2006,204015816
KG,A,2006,13470818
KG,B,2006,30952854
KG,C,2006,11078468
KG,D,2006,28226266
KG,E,2006,21624388
KG,F,2006,23302642
KG,G,2006,11838887
KG,H,2006,19577735
KG,I,2006,14796950
KG,J,2006,5024422
KG,K,2006,23603155
KG,L,2006,6112775
KG,M,2006,12632586
KG,N,2006,687486
KH,A,2006,58585584
KH,B,2006,114728441
KH,C,2006,15829144
KH,D,2006,130485211
KH,E,2006,18411732
KH,F,2006,55224297
KH,G,2006,9387444
KH,H,2006,54299158
KH,I,2006,10078094
KH,J,2006,29102671
KH,K,2006,53435935
KH,M,2006,96825123
KH,N,2006,13172710
KI,A,2006,5364073
KI,B,2006,3695442
KI,C,2006,40099
KI,D,2006,8009495
KI,E,2006,398667
KI,F,2006,4660359
KI,H,2006,8158776
KI,I,2006,28571
KI,J,2006,997306
KI,K,2006,3133023
KM,A,2006,11931687
KM,B,2006,3397881
KM,C,2006,1417107
KM,D,2006,4149966
KM,E,2006,1770446
KM,F,2006,2097593
KM,G,2006,383762
KM,H,2006,883136
KM,I,2006,76422
KM,J,2006,68097
KM,K,2006,4579173
KM,L,2006,2120977
KM,M,2006,2439484
KM,N,2006,812502
KN,A,2006,229876
KN,B,2006,3551
KN,D,2006,197156
KN,E,2006,43146
KN,H,2006,5727735
KN,I,2006,26853
KN,K,2006,2336248
KP,A,2006,1826599
KP,B,2006,2451259
KP,C,2006,210051
KP,D,2006,1899076
KP,E,2006,998223
KP,F,2006,1895555
KP,G,2006,1223449
KP,H,2006,7361627
KP,I,2006,1350397
KP,K,2006,3925976
KP,N,2006,33725103
KZ,A,2006,13792650
KZ,B,2006,17579924
KZ,C,2006,27957460
KZ,D,2006,21243567
KZ,E,2006,6165816
KZ,F,2006,12924732
KZ,G,2006,2537956
KZ,H,2006,14275382
KZ,I,2006,2666616
KZ,J,2006,6320026
KZ,K,2006,20688420
KZ,N,2006,21904
LA,A,2006,38149429
LA,B,2006,35727123
LA,C,2006,6408525
LA,D,2006,47905182
LA,E,2006,17028770
LA,F,2006,75667904
LA,G,2006,13046165
LA,H,2006,38977792
LA,I,2006,7917049
LA,J,2006,5511526
LA,K,2006,42849738
LA,M,2006,2101353
LA,N,2006,4578576
LB,A,2006,75994525
LB,B,2006,15821795
LB,C,2006,16471257
LB,D,2006,80813006
LB,E,2006,20963188
LB,F,2006,807615
LB,G,2006,824513
LB,H,2006,19596799
LB,I,2006,14027992
LB,J,2006,5567824
LB,K,2006,136696190
LB,N,2006,330975522
LC,A,2006,8286700
LC,B,2006,1813479
LC,C,2006,3917639
LC,D,2006,101440
LC,E,2006,2026487
LC,F,2006,2225653
LC,H,2006,1483816
LC,I,2006,90341
LC,J,2006,2520561
LC,K,2006,881621
LK,A,2006,60774279
LK,B,2006,52369036
LK,C,2006,82684055
LK,D,2006,110757333
LK,E,2006,85262291
LK,F,2006,168925517
LK,G,2006,46641604
LK,H,2006,74514626
LK,I,2006,47804633
LK,J,2006,24779788
LK,K,2006,169616160
LK,M,2006,90264403
LK,N,2006,164594706
LR,A,2006,1812173
LR,B,2006,26510861
LR,C,2006,617366
LR,D,2006,92199739
LR,E,2006,1056721
LR,F,2006,1124839
LR,G,2006,55481
LR,H,2006,5659174
LR,I,2006,651148
LR,J,2006,362955
LR,K,2006,5699500
LR,L,2006,1413984
LR,N,2006,149405072
LS,A,2006,13538460
LS,B,2006,17545456
LS,C,2006,5202040
LS,D,2006,13340008
LS,E,2006,3295944
LS,F,2006,13357653
LS,G,2006,308972
LS,H,2006,1950931
LS,I,2006,819987
LS,J,2006,1956587
LS,K,2006,12358975
LS,L,2006,2310464
LS,M,2006,292895
LS,N,2006,1829642
LY,A,2006,7714165
LY,B,2006,530961
LY,C,2006,8653
LY,D,2006,27854838
LY,E,2006,380988
LY,F,2006,6194
LY,G,2006,22541
LY,H,2006,385019
LY,I,2006,228551
LY,J,2006,16628
LY,K,2006,1023095
MA,A,2006,368746793
MA,B,2006,59344046
MA,C,2006,182995389
MA,D,2006,110922576
MA,E,2006,39739792
MA,F,2006,276245001
MA,G,2006,42772973
MA,H,2006,32128116
MA,I,2006,13998954
MA,J,2006,13429014
MA,K,2006,113965764
MA,L,2006,1575
MA,M,2006,2313743
MA,N,2006,5528103
MD,A,2006,17539125
MD,B,2006,13697487
MD,C,2006,5713421
MD,D,2006,54224631
MD,E,2006,19736091
MD,F,2006,9713955
MD,G,2006,14334216
MD,H,2006,11082984
