country,year,sector,aid-bundle,value
AF,2010,C,D,539
AF,2010,C,E,13894
AF,2010,C,F,9
AF,2010,C,G,33902
AF,2010,D,A,2369
AF,2010,D,B,761566
AF,2010,D,D,4592
AF,2010,D,E,455978
AF,2010,D,F,25018
AF,2010,D,G,1034309
AF,2010,E,A,0
AF,2010,E,B,51452
AF,2010,E,D,385
AF,2010,E,E,224004
AF,2010,E,F,1924
AF,2010,E,G,17757
AF,2010,F,A,72426
AF,2010,F,B,398385
AF,2010,F,E,412832
AF,2010,F,F,6738
AF,2010,F,G,68388
AF,2010,G,A,0
AF,2010,G,B,40507
AF,2010,G,D,669
AF,2010,G,E,72871
AF,2010,G,F,8
AF,2010,G,G,17833
AF,2010,H,A,4516
AF,2010,H,B,35138
AF,2010,H,C,120691
AF,2010,H,D,1062
AF,2010,H,E,182462
AF,2010,H,F,564
AF,2010,H,G,347200
AF,2010,I,A,520
AF,2010,I,B,13102
AF,2010,I,D,128
AF,2010,I,E,58938
AF,2010,I,F,11
AF,2010,I,G,15059
AF,2010,J,A,508
AF,2010,J,B,5463
AF,2010,J,D,3
AF,2010,J,E,6448
AF,2010,J,F,11
AF,2010,J,G,1130
AF,2010,K,A,0
AF,2010,K,B,159496
AF,2010,K,C,18231
AF,2010,K,D,2217
AF,2010,K,E,76235
AF,2010,K,F,89127
AF,2010,K,G,49734
AF,2010,L,B,34098
AF,2010,L,E,0
AF,2010,M,F,181594
AF,2010,N,A,3401
AF,2010,N,B,118414
AF,2010,N,C,134615
AF,2010,N,D,2016
AF,2010,N,E,306351
AF,2010,N,F,27698
AF,2010,N,G,19404
AF,2011,A,B,186051
AF,2011,A,D,105
AF,2011,A,E,73712
AF,2011,A,F,6845
AF,2011,A,G,110677
AF,2011,B,B,138476
AF,2011,B,C,7485
AF,2011,B,D,2940
AF,2011,B,E,200846
AF,2011,B,F,3478
AF,2011,B,G,42543
AF,2011,C,A,930
AF,2011,C,B,49613
AF,2011,C,D,192
AF,2011,C,E,16859
AF,2011,C,F,263
AF,2011,C,G,40459
AF,2011,D,A,1336
AF,2011,D,B,772685
AF,2011,D,D,5827
AF,2011,D,E,1092942
AF,2011,D,F,55728
AF,2011,D,G,568374
AF,2011,E,A,2500
AF,2011,E,B,91672
AF,2011,E,D,295
AF,2011,E,E,73520
AF,2011,E,F,50
AF,2011,E,G,38583
AF,2011,F,A,36787
AF,2011,F,B,313461
AF,2011,F,E,371544
AF,2011,F,F,29774
AF,2011,F,G,50163
AF,2011,G,A,0
AF,2011,G,B,150934
AF,2011,G,D,137
AF,2011,G,E,73154
AF,2011,G,G,18091
AF,2011,H,A,6118
AF,2011,H,B,116167
AF,2011,H,C,68796
AF,2011,H,D,1700
AF,2011,H,E,189228
AF,2011,H,F,1055
AF,2011,H,G,143102
AF,2011,I,A,1699
AF,2011,I,B,27822
AF,2011,I,E,57169
AF,2011,I,F,16
AF,2011,I,G,12027
AF,2011,J,A,-572
AF,2011,J,B,8126
AF,2011,J,E,7330
AF,2011,J,F,64
AF,2011,J,G,12
AF,2011,K,A,0
AF,2011,K,B,272335
AF,2011,K,C,35128
AF,2011,K,D,3683
AF,2011,K,E,64362
AF,2011,K,F,48936
AF,2011,K,G,80913
AF,2011,L,B,19656
AF,2011,M,F,2293
AF,2011,N,A,3944
AF,2011,N,B,170097
AF,2011,N,C,208159
AF,2011,N,D,155
AF,2011,N,E,304195
AF,2011,N,F,36839
AF,2011,N,G,25964
AF,2012,A,B,154430
AF,2012,A,D,890
AF,2012,A,E,72799
AF,2012,A,F,13743
AF,2012,A,G,103887
AF,2012,B,B,108361
AF,2012,B,C,12258
AF,2012,B,D,-4
AF,2012,B,E,167065
AF,2012,B,F,15464
AF,2012,B,G,36398
AF,2012,C,A,0
AF,2012,C,B,24210
AF,2012,C,E,20616
AF,2012,C,F,2
AF,2012,C,G,26571
AF,2012,D,A,489
AF,2012,D,B,1415805
AF,2012,D,D,2391
AF,2012,D,E,824116
AF,2012,D,F,23589
AF,2012,D,G,499350
AF,2012,E,A,0
AF,2012,E,B,29355
AF,2012,E,D,25
AF,2012,E,E,50576
AF,2012,E,F,94
AF,2012,E,G,18328
AF,2012,F,A,29386
AF,2012,F,B,341186
AF,2012,F,E,362971
AF,2012,F,F,12617
AF,2012,F,G,54982
AF,2012,G,A,2152
AF,2012,G,B,190918
AF,2012,G,E,75968
AF,2012,G,F,215
AF,2012,G,G,10086
AF,2012,H,A,12106
AF,2012,H,B,88459
AF,2012,H,C,34627
AF,2012,H,E,79970
AF,2012,H,F,9044
AF,2012,H,G,132338
AF,2012,I,A,1131
AF,2012,I,B,45553
AF,2012,I,D,0
AF,2012,I,E,45377
AF,2012,I,F,10
AF,2012,I,G,16109
AF,2012,J,A,-30
AF,2012,J,B,1261
AF,2012,J,E,3043
AF,2012,J,G,455
AF,2012,K,A,7747
AF,2012,K,B,559450
AF,2012,K,C,35081
AF,2012,K,D,523
AF,2012,K,E,59759
AF,2012,K,F,87128
AF,2012,K,G,104200
AF,2012,L,A,18380
AF,2012,L,B,5141
AF,2012,M,F,1253
AF,2012,N,A,3174
AF,2012,N,B,181379
AF,2012,N,C,120817
AF,2012,N,E,159403
AF,2012,N,F,27724
AF,2012,N,G,6249
AG,2006,A,E,1121
AG,2006,A,G,13
AG,2006,B,E,1
AG,2006,B,G,81
AG,2006,D,B,204
AG,2006,D,E,90
AG,2006,D,G,227
AG,2006,E,G,29
AG,2006,F,G,17
AG,2006,H,E,1843
AG,2006,H,G,87
AG,2006,K,A,0
AG,2006,K,E,60
AG,2006,K,G,13
AG,2006,M,F,0
AG,2007,A,E,811
AG,2007,A,F,30
AG,2007,A,G,1895
AG,2007,B,E,42
AG,2007,B,G,65
AG,2007,D,B,72
AG,2007,D,E,11
AG,2007,D,G,108
AG,2007,F,G,29
AG,2007,H,G,154
AG,2007,J,B,40
AG,2007,J,E,0
AG,2007,K,A,0
AG,2007,K,E,3
AG,2007,K,F,5
AG,2007,K,G,50
AG,2007,M,F,0
AG,2008,A,E,2127
AG,2008,A,F,61
AG,2008,A,G,10
AG,2008,B,G,14
AG,2008,D,G,323
AG,2008,E,G,116
AG,2008,G,G,14
AG,2008,H,G,434
AG,2008,J,E,0
AG,2008,K,F,4
AG,2008,K,G,92
AG,2008,M,F,0
AG,2009,A,B,91
AG,2009,A,E,306
AG,2009,A,F,8
AG,2009,A,G,58
AG,2009,B,G,83
AG,2009,D,B,3
AG,2009,D,E,3
AG,2009,D,G,855
AG,2009,F,E,91
AG,2009,F,G,9
AG,2009,G,E,0
AG,2009,G,G,656
AG,2009,H,E,0
AG,2009,H,G,852
AG,2009,I,G,262
AG,2009,J,E,714
AG,2009,J,G,6
AG,2009,K,F,5
AG,2009,K,G,129
AG,2009,M,F,0
AG,2009,N,B,76
AG,2009,N,G,20
AG,2010,A,E,104
AG,2010,A,F,60
AG,2010,A,G,112
AG,2010,B,G,33
AG,2010,C,G,58
AG,2010,D,G,212
AG,2010,E,G,19
AG,2010,F,E,56
AG,2010,F,F,7
AG,2010,G,G,11
AG,2010,H,E,6278
AG,2010,H,G,263
AG,2010,I,G,1
AG,2010,J,B,5
AG,2010,J,E,708
AG,2010,J,G,29
AG,2010,K,F,23
AG,2010,K,G,62
AG,2010,L,B,11920
AG,2010,M,F,0
AG,2011,A,F,32
AG,2011,A,G,77
AG,2011,C,G,23
AG,2011,D,B,3337
AG,2011,D,G,2
AG,2011,E,G,5
AG,2011,F,A,0
AG,2011,F,E,1142
AG,2011,F,G,10
AG,2011,G,B,221
AG,2011,G,E,3
AG,2011,G,G,23
AG,2011,H,E,9136
AG,2011,H,G,334
AG,2011,I,G,23
AG,2011,J,B,481
AG,2011,J,D,41
AG,2011,J,E,548
AG,2011,J,G,146
AG,2011,K,A,0
AG,2011,K,E,6
AG,2011,K,F,63
AG,2011,K,G,297
AG,2011,M,F,177
AG,2012,A,B,99
AG,2012,A,F,43
AG,2012,A,G,311
AG,2012,B,G,153
AG,2012,C,A,0
AG,2012,C,E,0
AG,2012,C,G,11
AG,2012,D,F,152
AG,2012,E,G,1
AG,2012,F,E,124
AG,2012,F,G,117
AG,2012,H,G,319
AG,2012,I,G,33
AG,2012,J,B,8
AG,2012,J,E,50
AG,2012,J,F,22
AG,2012,J,G,1
AG,2012,K,A,0
AG,2012,K,B,86
AG,2012,K,E,332
AG,2012,K,F,180
AG,2012,K,G,210
AG,2012,M,F,108
AI,2006,D,G,221
AI,2006,E,G,15
AI,2006,F,B,4393
AI,2006,G,G,52
AI,2006,K,E,0
AI,2007,D,E,225
AI,2007,F,B,0
AI,2007,K,E,0
AI,2008,D,G,50
AI,2008,F,B,3461
AI,2009,A,E,22
AI,2009,A,G,11
AI,2009,B,G,55
AI,2009,D,B,0
AI,2009,D,E,25
AI,2009,D,G,406
AI,2009,E,G,22
AI,2009,F,E,111
AI,2009,F,G,7
AI,2009,G,E,0
AI,2009,G,G,594
AI,2009,I,G,165
AI,2009,J,G,6
AI,2009,K,G,0
AI,2009,N,B,76
AI,2009,N,E,16
AI,2009,N,G,20
AI,2010,A,F,207
AI,2010,A,G,0
AI,2010,D,E,12
AI,2010,D,G,22
AI,2010,F,B,8291
AI,2010,F,E,49
AI,2010,K,E,3
AI,2011,D,E,48
AI,2011,D,G,28
AI,2011,L,E,342
AI,2012,A,B,1
AI,2012,A,F,8
AI,2012,C,E,14
AI,2012,D,B,216
AI,2012,D,E,30
AI,2012,D,G,31
AI,2012,E,E,12
AI,2012,K,F,265
AI,2012,L,B,4627
AL,2006,A,A,236
AL,2006,A,B,571
AL,2006,A,E,2431
AL,2006,A,F,13295
AL,2006,A,G,9266
AL,2006,B,A,274
AL,2006,B,B,54
AL,2006,B,E,20506
AL,2006,B,G,5945
AL,2006,C,A,11615
AL,2006,C,E,13577
AL,2006,C,G,1809
AL,2006,D,A,1207
AL,2006,D,B,1436
AL,2006,D,E,41449
AL,2006,D,G,38161
AL,2006,E,A,2440
AL,2006,E,B,496
AL,2006,E,E,2067
AL,2006,E,G,5082
AL,2006,F,A,58722
AL,2006,F,B,0
AL,2006,F,E,6267
AL,2006,F,G,2344
AL,2006,G,A,0
AL,2006,G,B,37
AL,2006,G,E,565
AL,2006,G,G,10070
AL,2006,H,A,4405
AL,2006,H,B,638
AL,2006,H,E,4350
AL,2006,H,G,1482
AL,2006,I,A,0
AL,2006,I,B,0
AL,2006,I,E,3883
AL,2006,I,G,749
AL,2006,J,A,547
AL,2006,J,B,194
AL,2006,J,E,8638
AL,2006,J,G,1062
AL,2006,K,A,3315
AL,2006,K,B,472
AL,2006,K,D,35
AL,2006,K,E,13966
AL,2006,K,F,1987
AL,2006,K,G,11336
AL,2006,L,B,19897
AL,2006,N,E,1633
AL,2006,N,G,28
AL,2007,A,A,3706
AL,2007,A,B,2292
AL,2007,A,E,4227
AL,2007,A,F,31941
AL,2007,A,G,11714
AL,2007,B,A,671
AL,2007,B,B,2974
AL,2007,B,C,100
AL,2007,B,E,10961
AL,2007,B,G,1419
AL,2007,C,A,17715
AL,2007,C,B,283
AL,2007,C,E,13992
AL,2007,C,G,1292
AL,2007,D,A,3057
AL,2007,D,B,10586
AL,2007,D,E,37720
AL,2007,D,G,25916
AL,2007,E,A,3426
AL,2007,E,B,890
AL,2007,E,E,4164
AL,2007,E,G,7019
AL,2007,F,A,38321
AL,2007,F,B,374
AL,2007,F,E,6151
AL,2007,F,G,1524
AL,2007,G,A,21
AL,2007,G,B,8272
AL,2007,G,E,5312
AL,2007,G,G,1436
AL,2007,H,A,6321
AL,2007,H,B,352
AL,2007,H,E,3485
AL,2007,H,G,1129
AL,2007,I,A,0
AL,2007,I,B,2346
AL,2007,I,E,2768
AL,2007,I,G,520
AL,2007,J,A,1336
AL,2007,J,B,414
AL,2007,J,E,5126
AL,2007,J,G,1268
AL,2007,K,A,378
AL,2007,K,B,4919
AL,2007,K,E,14039
AL,2007,K,F,2778
AL,2007,K,G,5970
AL,2007,L,B,3720
AL,2007,N,E,772
AL,2007,N,G,61
AL,2008,A,A,164
AL,2008,A,B,746
AL,2008,A,E,3721
AL,2008,A,F,49240
AL,2008,A,G,12552
AL,2008,B,A,1928
AL,2008,B,B,2842
AL,2008,B,C,1074
AL,2008,B,E,10336
AL,2008,B,G,7165
AL,2008,C,A,8978
AL,2008,C,B,3074
AL,2008,C,E,24756
AL,2008,C,G,474
AL,2008,D,A,1163
AL,2008,D,B,12953
AL,2008,D,E,37214
AL,2008,D,F,0
AL,2008,D,G,19419
AL,2008,E,A,4882
AL,2008,E,B,2363
AL,2008,E,E,4882
AL,2008,E,G,10715
AL,2008,F,A,25433
AL,2008,F,B,4636
AL,2008,F,E,11631
AL,2008,F,F,0
AL,2008,F,G,2356
AL,2008,G,A,12828
AL,2008,G,B,1714
AL,2008,G,E,2968
AL,2008,G,F,141
AL,2008,G,G,2548
AL,2008,H,A,3594
AL,2008,H,B,787
AL,2008,H,C,1081
AL,2008,H,E,5999
AL,2008,H,F,0
AL,2008,H,G,1058
AL,2008,I,A,7211
AL,2008,I,B,940
AL,2008,I,E,11992
AL,2008,I,G,1477
AL,2008,J,A,758
AL,2008,J,B,0
AL,2008,J,E,5181
AL,2008,J,G,1750
AL,2008,K,A,15173
AL,2008,K,B,4110
AL,2008,K,D,288
AL,2008,K,E,17133
AL,2008,K,F,2726
AL,2008,K,G,6109
AL,2008,L,B,3850
AL,2008,N,B,259
AL,2008,N,E,1523
AL,2009,A,A,2169
AL,2009,A,B,1629
AL,2009,A,E,5002
AL,2009,A,F,51242
AL,2009,A,G,12055
AL,2009,B,A,4837
AL,2009,B,B,4197
AL,2009,B,C,3
AL,2009,B,E,5089
AL,2009,B,F,501
AL,2009,B,G,1229
AL,2009,C,A,6177
AL,2009,C,B,3015
AL,2009,C,E,16242
AL,2009,C,G,529
AL,2009,D,A,2460
AL,2009,D,B,13881
AL,2009,D,E,37815
AL,2009,D,F,5
AL,2009,D,G,22793
AL,2009,E,A,306
AL,2009,E,B,200
AL,2009,E,E,4159
AL,2009,E,G,3710
AL,2009,F,A,74594
AL,2009,F,B,7371
AL,2009,F,E,4891
AL,2009,F,F,45
AL,2009,F,G,1355
AL,2009,G,A,4834
AL,2009,G,B,92
AL,2009,G,E,5371
AL,2009,G,F,49
AL,2009,G,G,1190
AL,2009,H,A,4786
AL,2009,H,B,2487
AL,2009,H,E,8318
AL,2009,H,F,8
AL,2009,H,G,3273
AL,2009,I,A,0
AL,2009,I,B,1976
AL,2009,I,E,9219
AL,2009,I,G,1436
AL,2009,J,A,525
AL,2009,J,B,2197
AL,2009,J,E,8549
AL,2009,J,G,410
AL,2009,K,A,17648
AL,2009,K,B,6561
AL,2009,K,E,5599
AL,2009,K,F,3627
AL,2009,K,G,3559
AL,2009,L,B,1900
AL,2009,N,E,740
AL,2010,A,A,1519
AL,2010,A,B,465
AL,2010,A,D,132
AL,2010,A,E,3666
AL,2010,A,F,54384
AL,2010,A,G,10532
AL,2010,B,A,6635
AL,2010,B,B,1409
AL,2010,B,C,347
AL,2010,B,E,5990
AL,2010,B,F,31
AL,2010,B,G,769
AL,2010,C,A,12980
AL,2010,C,B,7529
AL,2010,C,E,11332
AL,2010,C,G,1142
AL,2010,D,A,1857
AL,2010,D,B,13180
AL,2010,D,E,28356
AL,2010,D,F,49
AL,2010,D,G,7602
AL,2010,E,A,290
AL,2010,E,B,779
AL,2010,E,E,5466
AL,2010,E,F,401
AL,2010,E,G,8993
AL,2010,F,A,70041
AL,2010,F,B,16939
AL,2010,F,E,14316
AL,2010,F,F,56
AL,2010,F,G,2986
AL,2010,G,A,4292
AL,2010,G,B,776
AL,2010,G,E,4397
AL,2010,G,F,48
AL,2010,G,G,588
AL,2010,H,A,2510
AL,2010,H,B,509
AL,2010,H,E,5432
AL,2010,H,F,0
AL,2010,H,G,2633
AL,2010,I,A,13907
AL,2010,I,B,2430
AL,2010,I,E,8750
AL,2010,I,F,26
AL,2010,I,G,2732
AL,2010,J,A,102
AL,2010,J,B,546
AL,2010,J,E,6055
AL,2010,J,G,278
AL,2010,K,A,3544
AL,2010,K,B,4901
AL,2010,K,E,3679
AL,2010,K,F,4671
AL,2010,K,G,5498
AL,2010,L,B,0
AL,2010,N,A,786
AL,2010,N,B,19
AL,2010,N,C,7
AL,2010,N,E,719
AL,2010,N,F,217
AL,2010,N,G,52
AL,2011,A,A,2206
AL,2011,A,B,2706
AL,2011,A,E,2783
AL,2011,A,F,54210
AL,2011,A,G,8515
AL,2011,B,A,1584
AL,2011,B,B,1382
AL,2011,B,C,401
AL,2011,B,E,11092
AL,2011,B,F,1080
AL,2011,B,G,91
AL,2011,C,A,23009
AL,2011,C,B,7499
AL,2011,C,E,10043
AL,2011,C,F,3
AL,2011,C,G,2938
AL,2011,D,A,918
AL,2011,D,B,19350
AL,2011,D,E,22929
AL,2011,D,F,161
AL,2011,D,G,18819
AL,2011,E,A,886
AL,2011,E,B,2590
AL,2011,E,E,5164
AL,2011,E,F,23
AL,2011,E,G,8101
AL,2011,F,A,61132
AL,2011,F,B,22552
AL,2011,F,E,9974
AL,2011,F,F,91
AL,2011,F,G,4112
AL,2011,G,A,0
AL,2011,G,B,330
AL,2011,G,E,3884
AL,2011,G,F,52
AL,2011,G,G,159
AL,2011,H,A,653
AL,2011,H,B,4275
AL,2011,H,E,6273
AL,2011,H,F,82
AL,2011,H,G,1897
AL,2011,I,A,0
AL,2011,I,B,3024
AL,2011,I,E,3015
AL,2011,I,F,11
AL,2011,I,G,1353
AL,2011,J,A,28
AL,2011,J,B,4552
AL,2011,J,E,2077
AL,2011,J,F,1
AL,2011,J,G,3507
AL,2011,K,A,2122
AL,2011,K,B,1882
AL,2011,K,D,223
AL,2011,K,E,3888
AL,2011,K,F,4689
AL,2011,K,G,4438
AL,2011,L,B,0
AL,2011,M,F,0
AL,2011,N,A,683
AL,2011,N,E,1120
AL,2011,N,G,243
AL,2012,A,A,5397
AL,2012,A,B,106
AL,2012,A,D,39
AL,2012,A,E,5030
AL,2012,A,F,51406
AL,2012,A,G,12358
AL,2012,B,A,3420
AL,2012,B,B,2032
AL,2012,B,C,278
AL,2012,B,D,773
AL,2012,B,E,3310
AL,2012,B,F,49
AL,2012,B,G,1194
AL,2012,C,A,21512
AL,2012,C,B,5095
AL,2012,C,E,12559
AL,2012,C,F,470
AL,2012,C,G,1204
AL,2012,D,A,1305
AL,2012,D,B,8946
AL,2012,D,D,227
AL,2012,D,E,27759
AL,2012,D,F,2599
AL,2012,D,G,17162
AL,2012,E,A,382
AL,2012,E,B,1326
AL,2012,E,E,8142
AL,2012,E,F,151
AL,2012,E,G,6038
AL,2012,F,A,84652
AL,2012,F,B,6468
AL,2012,F,E,6553
AL,2012,F,F,6284
AL,2012,F,G,1894
AL,2012,G,A,0
AL,2012,G,B,2904
AL,2012,G,E,1471
AL,2012,G,F,0
AL,2012,G,G,2546
AL,2012,H,A,0
AL,2012,H,B,5152
AL,2012,H,C,180
AL,2012,H,E,6676
AL,2012,H,F,22
AL,2012,H,G,807
AL,2012,I,A,12853
AL,2012,I,E,5380
AL,2012,I,F,12
AL,2012,I,G,1185
AL,2012,J,A,0
AL,2012,J,B,0
AL,2012,J,D,142
AL,2012,J,E,2983
AL,2012,J,F,215
AL,2012,J,G,1279
AL,2012,K,A,10925
AL,2012,K,B,924
AL,2012,K,D,97
AL,2012,K,E,10112
AL,2012,K,F,4606
AL,2012,K,G,1807
AL,2012,L,A,0
AL,2012,L,B,136
AL,2012,N,A,3447
AL,2012,N,C,14
AL,2012,N,D,300
AL,2012,N,E,561
AL,2012,N,F,19
AL,2012,N,G,102
AM,2006,A,A,4467
AM,2006,A,E,1021
AM,2006,A,F,14161
AM,2006,A,G,2667
AM,2006,B,A,8889
AM,2006,B,B,89
AM,2006,B,E,6535
AM,2006,B,G,8074
AM,2006,C,A,9544
AM,2006,C,E,113
AM,2006,C,G,549
AM,2006,D,A,3902
AM,2006,D,B,4820
AM,2006,D,E,3150
AM,2006,D,G,19693
AM,2006,E,A,2774
AM,2006,E,B,4063
AM,2006,E,E,716
AM,2006,E,G,21438
AM,2006,F,A,11281
AM,2006,F,B,166
AM,2006,F,E,2458
AM,2006,F,G,2117
AM,2006,G,A,262
AM,2006,G,B,4682
AM,2006,G,E,477
AM,2006,G,G,2132
AM,2006,H,A,12751
AM,2006,H,B,6221
AM,2006,H,C,13432
AM,2006,H,E,1212
AM,2006,H,G,6636
AM,2006,I,A,473
AM,2006,I,B,3595
AM,2006,I,G,1087
AM,2006,J,A,12
AM,2006,J,E,1579
AM,2006,J,G,10333
AM,2006,K,A,112
AM,2006,K,B,1031
AM,2006,K,D,430
AM,2006,K,E,555
AM,2006,K,F,852
AM,2006,K,G,12819
AM,2006,L,B,15925
AM,2006,M,F,4140
AM,2006,N,B,0
AM,2006,N,C,-1
AM,2006,N,E,5422
AM,2006,N,G,1635
AM,2007,A,A,8228
AM,2007,A,B,9582
AM,2007,A,E,351
AM,2007,A,F,8491
AM,2007,A,G,2372
AM,2007,B,A,9148
AM,2007,B,B,4987
AM,2007,B,C,94
AM,2007,B,E,14176
AM,2007,B,G,375
AM,2007,C,A,13461
AM,2007,C,B,20
AM,2007,C,E,125
AM,2007,C,G,466
AM,2007,D,A,7841
AM,2007,D,B,6641
AM,2007,D,E,17538
AM,2007,D,G,10624
AM,2007,E,A,7182
AM,2007,E,B,4350
AM,2007,E,E,20287
AM,2007,E,G,2518
AM,2007,F,A,9885
AM,2007,F,B,1378
AM,2007,F,E,8915
AM,2007,F,G,742
AM,2007,G,A,5948
AM,2007,G,B,5838
AM,2007,G,E,1523
AM,2007,G,G,371
AM,2007,H,A,14303
AM,2007,H,B,12777
AM,2007,H,C,2503
AM,2007,H,E,3635
AM,2007,H,G,10016
AM,2007,I,A,1147
AM,2007,I,B,4402
