"id","value.2000","value.2001","value.2002","value.2003","value.2004","value.2005","value.2006","value.2007","value.2008","value.2009","value.2010","value.2011","value.2012","value.2013"
"KP",,,,,,,,,,,,,,
"PT",,,,,,,,,,,,,,
"PY",86,127,668,241,695,446,237,180,242,586,352,115,167,234
"PF",,,,,,,,,,,,,,
"QA",,,,,,,,,,,,,,
"RO",7,10,17,12,40,45,37,60,31,25,24,27,61,113
"RU",,,,,,,,,,,,,,
"RW",38,18,24,117,39,59,13,14,16,4,9,11,1,0
"SA",,,,,,,,,,,,,,
"SD",,,,,,,,,,,,,21,89
"SN",120,210,116,169,88,388,56,47,45,46,51,62,0,0
"SG",,,,,,,,,,,,,,
"SB",64,,,,120,29,69,64,109,113,53,91,123,0
"SL",5,6,19,109,53,50,46,126,132,35,19,23,24,0
"SV",34,26,19,60,22,35,38,10,4,48,,93,120,439
"SM",,,,,,,,,,,,,,
"SO",,,,,,,,,,,,,,
"RS",,,,,,,,,25,19,30,16,91,0
"SS",,,,,,,,,,,,,,
"ST",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SR",,,,,,,,,,,,,,
"SK",,,,,,,,,,,,,,
"SI",,,,,,,,,,,,,,
"SE",,,,,,,,,,,,,,
"SZ",62,99,135,,124,,138,427,239,537,296,426,519,0
"SX",,,,,,,,,,,,,,
"SC",34,18,103,44,46,24,17,6,17,5,0,24,27,0
"SY",,,,,,,,,,,,,,
"TC",,,,,,,,,,,,,,
"TD",0,0,0,0,0,,,,0,0,0,0,0,0
"TG",42,40,34,55,65,61,71,89,216,86,78,0,0,0
"TH",0,23,71,63,72,134,120,126,179,274,206,374,211,0
"TJ",0,0,0,2,0,4,14,7,1,6,114,10,14,0
"TM",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TL",,,,,,,,,,,,,,
"TO",0,0,,24,0,0,0,0,0,,0,0,8,0
"TT",,,,,,,,,,,,,,
"TN",60,99,58,92,106,123,30,94,71,94,110,149,96,160
"TR",28,9,37,38,37,10,6,10,15,34,32,18,20,31
"TV",,,,,,,,,,,,,,
"TZ",5,52,17,38,53,34,6,53,23,36,20,25,15,0
"UG",11,43,34,41,74,53,39,33,34,29,34,29,21,46
"UA",7,10,15,6,10,3,18,12,23,53,34,57,61,133
"UY",,,,,,,,,,,,,,
"US",,,,,,,,,,,,,,
"UZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VC",34,53,44,38,38,54,21,16,11,11,11,9,5,5
"VE",30,51,245,88,236,150,,299,304,,264,127,179,0
"VI",,,,,,,,,,,,,,
"VN",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VU",108,78,116,106,107,128,48,80,67,131,117,91,204,0
"PS",,,,,,,,,,,,,,
"WS",,0,0,0,442,800,126,548,102,286,1646,196,153,0
"YE",,,,,,,,,,,,,,
"ZA",263,42,129,439,408,65,,152,87,70,170,197,186,98
"CD",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ZM",59,30,39,13,73,129,180,111,143,38,75,99,60,0
"ZW",0,0,0,0,0,0,0,0,0,0,0,0,0,0
