id-to,year,debt-flow,destination-institution-type,creditor-type,creditor-institution,financing-type,id-from,value
SY,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,NA
SY,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,NA
SY,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,NA
SY,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,NA
SY,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,NA
SY,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,NA
SY,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,NA
SZ,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,8290971.113
SZ,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,3679561.129
SZ,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
SZ,2013,DIS,PPG,Official,Multilateral,Concessional,Other,1136984.389
SZ,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,3673121.897
SZ,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,0
SZ,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
SZ,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
SZ,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
SZ,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
SZ,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
SZ,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,1557374.248
SZ,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
SZ,2013,INT,PPG,Official,Multilateral,Concessional,IDA,11958.57367
SZ,2013,INT,PPG,Official,Multilateral,Concessional,Other,832500.7054
SZ,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,56113.30721
SZ,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,5805427.571
SZ,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
SZ,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,1121346.254
SZ,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
SZ,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
SZ,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
SZ,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,4805506.834
SZ,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,86469.68652
SZ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,149022.2257
SZ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,3850660.721
SZ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,362436.7712
SZ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,16660132.9
SZ,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
SZ,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,1321882.335
SZ,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
SZ,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
SZ,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
TD,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,30564373.14
TD,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,101882902.8
TD,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,5545304.592
TD,2013,DIS,PPG,Official,Multilateral,Concessional,Other,8719595.804
TD,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
TD,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,11582330.68
TD,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
TD,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
TD,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
TD,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
TD,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
TD,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,3372373.354
TD,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,3945716.64
TD,2013,INT,PPG,Official,Multilateral,Concessional,IDA,6778589.889
TD,2013,INT,PPG,Official,Multilateral,Concessional,Other,5163075.734
TD,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
TD,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,1062078.621
TD,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
TD,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,4976.938244
TD,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
TD,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
TD,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
TD,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,21962233.08
TD,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,17426251.57
TD,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,32997100.56
TD,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,27156165.84
TD,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
TD,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,3229037.533
TD,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
TD,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,5972.325893
TD,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,1493081.473
TD,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
TD,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
TG,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,39588492.1
TG,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
TG,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
TG,2013,DIS,PPG,Official,Multilateral,Concessional,Other,58439358.15
TG,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
TG,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,30849153.63
TG,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
TG,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
TG,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,63200184.95
TG,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
TG,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
TG,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,5827620.152
TG,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,874352.198
TG,2013,INT,PPG,Official,Multilateral,Concessional,IDA,114000.466
TG,2013,INT,PPG,Official,Multilateral,Concessional,Other,3982695.179
TG,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
TG,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,1134775.281
TG,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
TG,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
TG,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
TG,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
TG,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
TG,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,20023292.86
TG,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,6693605.344
TG,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,114000.466
TG,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,9519561.85
TG,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
TG,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,2445257.702
TG,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
TG,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,0
TG,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,12640455.34
TG,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
TG,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
TH,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,646662117.7
TH,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
TH,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
TH,2013,DIS,PPG,Official,Multilateral,Concessional,Other,0
TH,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,891712795.3
TH,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,3503704.997
TH,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
TH,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
TH,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
TH,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
TH,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,18178436792
TH,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,74456215.38
TH,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,677687.6937
TH,2013,INT,PPG,Official,Multilateral,Concessional,IDA,0
TH,2013,INT,PPG,Official,Multilateral,Concessional,Other,29810.30911
TH,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,1943632.154
TH,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,1911834.491
TH,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,211818145
TH,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,37973365.42
TH,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,1682295.111
TH,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,351006453
TH,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,523368666.6
TH,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,908549657.9
TH,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,2696839.297
TH,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,0
TH,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,3235412.215
TH,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,8911295.069
TH,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,21098743.11
TH,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,251565223.9
TH,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,329688107.3
TH,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,8480039.264
TH,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,813066244.2
TH,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,9841549613
TJ,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,74065304.97
TJ,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
TJ,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,145756.8554
TJ,2013,DIS,PPG,Official,Multilateral,Concessional,Other,27513688.71
TJ,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
TJ,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,7676180.68
TJ,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
TJ,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
TJ,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
TJ,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
TJ,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
TJ,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,21739634.99
TJ,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
TJ,2013,INT,PPG,Official,Multilateral,Concessional,IDA,2860998.848
TJ,2013,INT,PPG,Official,Multilateral,Concessional,Other,6682951.822
TJ,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
TJ,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,389379.0281
TJ,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
TJ,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
TJ,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
TJ,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
TJ,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,76557747.2
TJ,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,73115803.17
TJ,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,0
TJ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,10067634.23
TJ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,42441272.94
TJ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
TJ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,3024454.75
TJ,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
TJ,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,0
TJ,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
TJ,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
TJ,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,313154439.4
TM,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,9742836.129
TM,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
TM,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
TM,2013,DIS,PPG,Official,Multilateral,Concessional,Other,0
TM,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
TM,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,38366011.1
TM,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
TM,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
TM,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
TM,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
TM,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,12521724.25
TM,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,6077380.236
TM,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
TM,2013,INT,PPG,Official,Multilateral,Concessional,IDA,0
TM,2013,INT,PPG,Official,Multilateral,Concessional,Other,0
TM,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,57501.44727
TM,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,379509.552
TM,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
TM,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
TM,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
TM,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
TM,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,424465.2289
TM,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,41211810
TM,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,0
TM,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,0
TM,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,0
TM,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,1805545.444
TM,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,379509.552
TM,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
TM,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,0
TM,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
TM,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
TM,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,5947740.609
TN,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,385097411.5
TN,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,1017337.821
TN,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
TN,2013,DIS,PPG,Official,Multilateral,Concessional,Other,283268504.3
TN,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,50784783.1
TN,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,552863026.9
TN,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,225152079.9
TN,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,7200468.773
TN,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,2091750.698
TN,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
TN,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,20026335.07
TN,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,77137437.41
TN,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,1216599.855
TN,2013,INT,PPG,Official,Multilateral,Concessional,IDA,99130.35858
TN,2013,INT,PPG,Official,Multilateral,Concessional,Other,49684335.99
TN,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,36331777.08
TN,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,153448788.5
TN,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,155064913.7
TN,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,15361200.31
TN,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,1220605.122
TN,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
TN,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,82960094.33
TN,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,325562121.3
TN,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,8910717.788
TN,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,2039682.227
TN,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,182515011.2
TN,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,212289164.9
TN,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,462149737
TN,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,598788419.8
TN,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,67004111.87
TN,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,5123737.827
TN,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
TN,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,509250675.7
TO,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,1305652.615
TO,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
TO,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
TO,2013,DIS,PPG,Official,Multilateral,Concessional,Other,0
TO,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
TO,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,0
TO,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,0
TO,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,0
TO,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
TO,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
TO,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
TO,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,2459414.98
TO,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
TO,2013,INT,PPG,Official,Multilateral,Concessional,IDA,171002.2685
TO,2013,INT,PPG,Official,Multilateral,Concessional,Other,443600.0024
TO,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
TO,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,2011.791394
TO,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
TO,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,16094.33115
TO,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
TO,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
TO,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,0
TO,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,3125317.931
TO,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,0
TO,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,469753.2906
TO,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,2786331.081
TO,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,0
TO,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,47277.09777
TO,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,0
TO,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,88518.82135
TO,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,0
TO,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,0
TO,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,0
TR,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,538834471.6
TR,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,47852685.24
TR,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,0
TR,2013,DIS,PPG,Official,Multilateral,Concessional,Other,777840307.8
TR,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,1276433726
TR,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,1291967522
TR,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,7751383620
TR,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,1136264047
TR,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
TR,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,8791160363
TR,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,57722556104
TR,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,81557265.92
TR,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,10163095.83
TR,2013,INT,PPG,Official,Multilateral,Concessional,IDA,219918.7236
TR,2013,INT,PPG,Official,Multilateral,Concessional,Other,125236586.1
TR,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,152026962.9
TR,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,176299473.8
TR,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,3505063599
TR,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,535897131.3
TR,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,19720397.03
TR,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,828091736.2
TR,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,4097004370
TR,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,466184932.2
TR,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,123705300.2
TR,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,5235287.394
TR,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,406596121.3
TR,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,IBRD,963974017.6
TR,2013,TDS,PPG,OFFICIAL,MULTILATERAL,NON-CONCESSIONAL,OTHER,406125739.6
TR,2013,TDS,PPG,PRIVATE,Private,BONDS,organisation-unspecified,5032276958
TR,2013,TDS,PPG,PRIVATE,Private,COMMERCIAL BANKS,organisation-unspecified,2255285856
TR,2013,TDS,PPG,PRIVATE,Private,OTHER PRIVATE,organisation-unspecified,71874733.23
TR,2013,TDS,PNG,Private,Private,BONDS,organisation-unspecified,2828741236
TR,2013,TDS,PNG,Private,Private,COMMERCIAL BANKS,organisation-unspecified,44701535008
TZ,2013,DIS,PPG,Official,Bilateral,Concessional,organisation-unspecified,115280931.3
TZ,2013,DIS,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,0
TZ,2013,DIS,PPG,Official,Multilateral,Concessional,IDA,773281740.5
TZ,2013,DIS,PPG,Official,Multilateral,Concessional,Other,240926578.3
TZ,2013,DIS,PPG,Official,Multilateral,Non-concessional,IBRD,0
TZ,2013,DIS,PPG,Official,Multilateral,Non-concessional,Other,0
TZ,2013,DIS,PPG,Private,Private,Bonds,organisation-unspecified,656410108.7
TZ,2013,DIS,PPG,Private,Private,Commercial Banks,organisation-unspecified,242152971.1
TZ,2013,DIS,PPG,Private,Private,Other Private,organisation-unspecified,0
TZ,2013,DIS,PNG,Private,Private,Bonds,organisation-unspecified,0
TZ,2013,DIS,PNG,Private,Private,Commercial Banks,organisation-unspecified,167758731.5
TZ,2013,INT,PPG,Official,Bilateral,Concessional,organisation-unspecified,1833572.237
TZ,2013,INT,PPG,Official,Bilateral,Non-concessional,organisation-unspecified,9846.15163
TZ,2013,INT,PPG,Official,Multilateral,Concessional,IDA,33345633.52
TZ,2013,INT,PPG,Official,Multilateral,Concessional,Other,14449774.53
TZ,2013,INT,PPG,Official,Multilateral,Non-concessional,IBRD,0
TZ,2013,INT,PPG,Official,Multilateral,Non-concessional,Other,214427.3022
TZ,2013,INT,PPG,Private,Private,Bonds,organisation-unspecified,0
TZ,2013,INT,PPG,Private,Private,Commercial Banks,organisation-unspecified,14041706.24
TZ,2013,INT,PPG,Private,Private,Other Private,organisation-unspecified,0
TZ,2013,INT,PNG,Private,Private,Bonds,organisation-unspecified,0
TZ,2013,INT,PNG,Private,Private,Commercial Banks,organisation-unspecified,3749195.737
TZ,2013,TDS,PPG,OFFICIAL,BILATERAL,CONCESSIONAL,organisation-unspecified,7871451.22
TZ,2013,TDS,PPG,OFFICIAL,BILATERAL,NON-CONCESSIONAL,organisation-unspecified,66735.02772
TZ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,IDA,43994793.52
TZ,2013,TDS,PPG,OFFICIAL,MULTILATERAL,CONCESSIONAL,OTHER,23834251.05
