id,vear,value
TG,2007,5
TH,2007,6.7
TJ,2007,9.9
TL,2007,3.4
TM,2007,9.9
TN,2007,6
TO,2007,9.2
TR,2007,6.2
TT,2007,10.6
TZ,2007,4.9
UA,2007,11.2
UG,2007,5.1
US,2007,12.9
UY,2007,8.2
UZ,2007,10
VC,2007,NA
VE,2007,8.1
VN,2007,5.2
VU,2007,NA
WS,2007,10.3
YE,2007,2.1
ZA,2007,9.1
ZM,2007,6.4
ZW,2007,6.9
AD,2008,NA
AE,2008,9.1
AF,2008,2.9
AG,2008,NA
AL,2008,9
AM,2008,10.8
AO,2008,4.6
AR,2008,8.9
AT,2008,10.5
AU,2008,12.4
AZ,2008,10.7
BA,2008,8.5
BB,2008,9.3
BD,2008,4.8
BE,2008,10.8
BF,2008,1.3
BG,2008,10.4
BH,2008,9.3
BI,2008,2.5
BJ,2008,3.1
BN,2008,8.6
BO,2008,8.8
BR,2008,6.9
BS,2008,10.9
BT,2008,NA
BW,2008,8.6
BY,2008,10.6
BZ,2008,9.1
CA,2008,12.3
CD,2008,3
CF,2008,3.4
CG,2008,6
CH,2008,12.1
CI,2008,4.1
CL,2008,9.9
CM,2008,5.7
CN,2008,7.3
CO,2008,7
CR,2008,8.2
CU,2008,10.1
CV,2008,3.5
CY,2008,11.1
CZ,2008,12.6
DE,2008,12.9
DJ,2008,3.8
DK,2008,12
DM,2008,7.7
DO,2008,7.2
DZ,2008,7.3
EC,2008,7.5
EE,2008,12
EG,2008,6
ER,2008,NA
ES,2008,9.3
ET,2008,2.2
FI,2008,10.2
FJ,2008,9.6
FM,2008,8.8
FR,2008,10.8
GA,2008,7.2
GB,2008,12.3
GD,2008,NA
GE,2008,12.1
GH,2008,6.8
GM,2008,2.6
GN,2008,1.6
GQ,2008,5.4
GR,2008,10.1
GT,2008,4.3
GW,2008,2.3
GY,2008,8.3
HK,2008,9.8
HN,2008,5.1
HR,2008,10.3
HT,2008,4.7
HU,2008,11.2
ID,2008,7.1
IE,2008,11.5
IL,2008,12.3
IN,2008,4.2
IQ,2008,5.5
IR,2008,7.5
IS,2008,10.2
IT,2008,9.9
JM,2008,9.4
JO,2008,9.8
JP,2008,11.3
KE,2008,6.1
KG,2008,9.2
KH,2008,5.7
KI,2008,NA
KM,2008,2.8
KN,2008,NA
KR,2008,11.6
KW,2008,6.4
KZ,2008,10.3
LA,2008,4.4
LB,2008,7.9
LC,2008,NA
LI,2008,NA
LK,2008,10.6
LR,2008,3.7
LS,2008,5.6
LT,2008,12.2
LU,2008,11.2
LV,2008,11
LY,2008,7.1
MA,2008,4.2
MD,2008,9.6
ME,2008,10.5
MG,2008,5.2
MK,2008,8.2
ML,2008,1.9
MM,2008,3.7
MN,2008,8.3
MR,2008,3.6
MT,2008,9.1
MU,2008,8.1
MV,2008,5.5
MW,2008,3.9
MX,2008,8
MY,2008,9.3
MZ,2008,3.1
NA,2008,6.1
NE,2008,1.4
NG,2008,5.1
NI,2008,5.5
NL,2008,11.8
NO,2008,12.7
NP,2008,3
NZ,2008,12.4
OM,2008,6.8
PA,2008,9.2
PE,2008,8.1
PG,2008,3.8
PH,2008,8.8
PK,2008,4.3
PL,2008,11.4
PS,2008,8
PT,2008,7.4
PW,2008,12.2
PY,2008,7.3
QA,2008,9.6
RO,2008,10.5
RS,2008,9.5
RU,2008,11.7
RW,2008,3.1
SA,2008,8.3
SB,2008,4.5
SC,2008,9.4
SD,2008,3
SE,2008,11.6
SG,2008,9.4
SI,2008,11.6
SK,2008,11.6
SL,2008,2.8
SN,2008,4.3
SR,2008,7.7
ST,2008,4.7
SV,2008,6.2
SY,2008,6.3
SZ,2008,6.9
TD,2008,1.5
TG,2008,5.1
TH,2008,6.9
TJ,2008,9.9
TL,2008,3.8
TM,2008,9.9
TN,2008,6.1
TO,2008,9.2
TR,2008,6.5
TT,2008,10.8
TZ,2008,5
UA,2008,11.2
UG,2008,5.2
US,2008,12.9
UY,2008,8.3
UZ,2008,10
VC,2008,NA
VE,2008,8.3
VN,2008,5.3
VU,2008,9
WS,2008,10.3
YE,2008,2.2
ZA,2008,9.2
ZM,2008,6.4
ZW,2008,7
AD,2009,NA
AE,2009,9.1
AF,2009,3.1
AG,2009,NA
AL,2009,9
AM,2009,10.8
AO,2009,4.7
AR,2009,9.3
AT,2009,10.6
AU,2009,12.5
AZ,2009,10.8
BA,2009,8.4
BB,2009,9.3
BD,2009,4.9
BE,2009,10.8
BF,2009,1.3
BG,2009,10.5
BH,2009,9.3
BI,2009,2.6
BJ,2009,3.2
BN,2009,8.6
BO,2009,9
BR,2009,7.1
BS,2009,10.9
BT,2009,NA
BW,2009,8.7
BY,2009,11.5
BZ,2009,9.2
CA,2009,12.3
CD,2009,3.1
CF,2009,3.5
CG,2009,6
CH,2009,12.2
CI,2009,4.2
CL,2009,9.9
CM,2009,5.8
CN,2009,7.4
CO,2009,6.9
CR,2009,8.3
CU,2009,10.1
CV,2009,3.5
CY,2009,11.1
CZ,2009,12.5
DE,2009,12.9
DJ,2009,3.8
DK,2009,12.1
DM,2009,7.7
DO,2009,7.2
DZ,2009,7.5
EC,2009,7.5
EE,2009,12
EG,2009,6.2
ER,2009,NA
ES,2009,9.4
ET,2009,2.3
FI,2009,10.2
FJ,2009,9.8
FM,2009,8.8
FR,2009,10.9
GA,2009,7.3
GB,2009,12.3
GD,2009,NA
GE,2009,12.1
GH,2009,6.9
GM,2009,2.7
GN,2009,1.6
GQ,2009,5.4
GR,2009,10.1
GT,2009,4.6
GW,2009,2.3
GY,2009,8.4
HK,2009,9.9
HN,2009,5.2
HR,2009,10.6
HT,2009,4.8
HU,2009,11.3
ID,2009,7.3
IE,2009,11.6
IL,2009,12.3
IN,2009,4.3
IQ,2009,5.5
IR,2009,7.7
IS,2009,10.3
IT,2009,10
JM,2009,9.5
JO,2009,9.9
JP,2009,11.4
KE,2009,6.2
KG,2009,9.3
KH,2009,5.8
KI,2009,NA
KM,2009,2.8
KN,2009,8.4
KR,2009,11.7
KW,2009,6.6
KZ,2009,10.3
LA,2009,4.5
LB,2009,7.9
LC,2009,8.3
LI,2009,NA
LK,2009,10.7
LR,2009,3.8
LS,2009,5.8
LT,2009,12.3
LU,2009,11.2
LV,2009,11.3
LY,2009,7.3
MA,2009,4.3
MD,2009,9.7
ME,2009,10.5
MG,2009,5.2
MK,2009,8.2
ML,2009,1.9
MM,2009,3.8
MN,2009,8.3
MR,2009,3.7
MT,2009,9.2
MU,2009,8.3
MV,2009,5.7
MW,2009,4
MX,2009,8.1
MY,2009,9.4
MZ,2009,3.1
NA,2009,6.1
NE,2009,1.4
NG,2009,5.2
NI,2009,5.6
NL,2009,11.8
NO,2009,12.6
NP,2009,3.1
NZ,2009,12.4
OM,2009,6.8
PA,2009,9.3
PE,2009,8.1
PG,2009,3.8
PH,2009,8.9
PK,2009,4.5
PL,2009,11.6
PS,2009,8.3
PT,2009,7.6
PW,2009,12.2
PY,2009,7.4
QA,2009,9.2
RO,2009,10.5
RS,2009,9.5
RU,2009,11.7
RW,2009,3.2
SA,2009,8.4
SB,2009,4.5
SC,2009,9.4
SD,2009,3.1
SE,2009,11.6
SG,2009,9.4
SI,2009,11.7
SK,2009,11.6
SL,2009,2.8
SN,2009,4.4
SR,2009,7.7
ST,2009,4.7
SV,2009,6.3
SY,2009,6.6
SZ,2009,7
TD,2009,1.5
TG,2009,5.2
TH,2009,7.1
TJ,2009,9.9
TL,2009,4.1
TM,2009,9.9
TN,2009,6.3
TO,2009,9.3
TR,2009,6.6
TT,2009,10.8
TZ,2009,5
UA,2009,11.2
UG,2009,5.3
US,2009,12.9
UY,2009,8.3
UZ,2009,10
VC,2009,8.6
VE,2009,8.4
VN,2009,5.4
VU,2009,9
WS,2009,10.3
YE,2009,2.4
ZA,2009,9.5
ZM,2009,6.5
ZW,2009,7.1
AD,2010,10.4
AE,2010,9.1
AF,2010,3.2
AG,2010,8.9
AL,2010,9.1
AM,2010,10.8
AO,2010,4.7
AR,2010,9.8
AT,2010,10.8
AU,2010,12.6
AZ,2010,11.2
BA,2010,8.3
BB,2010,9.4
BD,2010,5.1
BE,2010,10.9
BF,2010,1.3
BG,2010,10.6
BH,2010,9.4
BI,2010,2.7
BJ,2010,3.2
BN,2010,8.7
BO,2010,9.2
BR,2010,7.2
BS,2010,10.9
BT,2010,2.3
BW,2010,8.8
BY,2010,11.5
BZ,2010,9.3
CA,2010,12.3
CD,2010,3.1
CF,2010,3.5
CG,2010,6.1
CH,2010,12.2
CI,2010,4.3
CL,2010,9.8
CM,2010,5.9
CN,2010,7.5
CO,2010,7.1
CR,2010,8.2
CU,2010,10.2
CV,2010,3.5
CY,2010,11.3
CZ,2010,12.3
DE,2010,12.9
DJ,2010,3.8
DK,2010,12.1
DM,2010,7.7
DO,2010,7.3
DZ,2010,7.6
EC,2010,7.6
EE,2010,12
EG,2010,6.4
ER,2010,3.4
ES,2010,9.5
ET,2010,2.2
FI,2010,10.3
FJ,2010,9.9
FM,2010,8.8
FR,2010,11
GA,2010,7.4
GB,2010,12.3
GD,2010,8.6
GE,2010,12.1
GH,2010,7
GM,2010,2.8
GN,2010,1.6
GQ,2010,5.4
GR,2010,10.2
GT,2010,4.9
GW,2010,2.3
GY,2010,8.5
HK,2010,10
HN,2010,5.4
HR,2010,10.8
HT,2010,4.9
HU,2010,11.3
ID,2010,7.4
IE,2010,11.6
IL,2010,12.4
IN,2010,4.4
IQ,2010,5.6
IR,2010,7.8
IS,2010,10.4
IT,2010,10.1
JM,2010,9.6
JO,2010,9.9
JP,2010,11.5
KE,2010,6.3
KG,2010,9.3
KH,2010,5.8
KI,2010,7.8
KM,2010,2.8
KN,2010,8.4
KR,2010,11.8
KW,2010,6.8
KZ,2010,10.4
LA,2010,4.6
LB,2010,7.9
LC,2010,8.3
LI,2010,10.3
LK,2010,10.8
LR,2010,3.9
LS,2010,5.9
LT,2010,12.4
LU,2010,11.3
LV,2010,11.5
LY,2010,7.5
MA,2010,4.4
MD,2010,9.8
ME,2010,10.5
MG,2010,5.2
MK,2010,8.2
ML,2010,2
MM,2010,4
MN,2010,8.3
MR,2010,3.7
MT,2010,9.4
MU,2010,8.4
MV,2010,5.8
MW,2010,4.2
MX,2010,8.3
MY,2010,9.5
MZ,2010,3.2
NA,2010,6.2
NE,2010,1.4
NG,2010,5.2
NI,2010,5.8
NL,2010,11.8
NO,2010,12.6
NP,2010,3.2
NZ,2010,12.5
OM,2010,6.8
PA,2010,9.4
PE,2010,8.8
PG,2010,3.9
PH,2010,8.9
PK,2010,4.6
PL,2010,11.7
PS,2010,8.4
PT,2010,7.8
PW,2010,12.2
PY,2010,7.7
QA,2010,8.9
RO,2010,10.6
RS,2010,9.5
RU,2010,11.7
RW,2010,3.3
SA,2010,8.5
SB,2010,4.5
SC,2010,9.4
SD,2010,3.1
SE,2010,11.7
SG,2010,10.1
SI,2010,11.8
SK,2010,11.6
SL,2010,2.9
SN,2010,4.5
SR,2010,7.7
ST,2010,4.7
SV,2010,6.3
SY,2010,6.6
SZ,2010,7.1
TD,2010,1.5
TG,2010,5.3
TH,2010,7.3
TJ,2010,9.9
TL,2010,4.4
TM,2010,9.9
TN,2010,6.5
TO,2010,9.4
TR,2010,7.2
TT,2010,10.8
TZ,2010,5.1
UA,2010,11.3
UG,2010,5.4
US,2010,12.9
UY,2010,8.3
UZ,2010,10
VC,2010,8.6
VE,2010,8.6
VN,2010,5.5
VU,2010,9
WS,2010,10.3
YE,2010,2.5
ZA,2010,9.6
ZM,2010,6.5
ZW,2010,7.2
AD,2011,10.4
AE,2011,9.1
AF,2011,3.2
AG,2011,8.9
AL,2011,9.3
AM,2011,10.8
AO,2011,4.7
AR,2011,9.8
AT,2011,10.8
AU,2011,12.7
AZ,2011,11.2
BA,2011,8.3
BB,2011,9.4
BD,2011,5.1
BE,2011,10.9
BF,2011,1.3
BG,2011,10.6
BH,2011,9.4
BI,2011,2.7
BJ,2011,3.2
BN,2011,8.7
BO,2011,9.2
BR,2011,7.2
BS,2011,10.9
BT,2011,2.3
BW,2011,8.8
BY,2011,11.5
BZ,2011,9.3
CA,2011,12.3
CD,2011,3.1
CF,2011,3.5
CG,2011,6.1
CH,2011,12.2
CI,2011,4.3
CL,2011,9.8
CM,2011,5.9
CN,2011,7.5
CO,2011,7.1
CR,2011,8.3
CU,2011,10.2
CV,2011,3.5
CY,2011,11.5
CZ,2011,12.3
DE,2011,12.9
DJ,2011,3.8
DK,2011,12.1
DM,2011,7.7
DO,2011,7.4
DZ,2011,7.6
EC,2011,7.6
EE,2011,12
EG,2011,6.4
ER,2011,3.4
ES,2011,9.5
ET,2011,2.4
FI,2011,10.3
FJ,2011,9.9
FM,2011,8.8
FR,2011,11
GA,2011,7.4
GB,2011,12.3
GD,2011,8.6
GE,2011,12.1
GH,2011,7
GM,2011,2.8
GN,2011,1.6
GQ,2011,5.4
GR,2011,10.2
GT,2011,5.3
GW,2011,2.3
GY,2011,8.5
HK,2011,10
HN,2011,5.5
HR,2011,11
HT,2011,4.9
HU,2011,11.3
ID,2011,7.5
IE,2011,11.6
IL,2011,12.5
IN,2011,4.4
IQ,2011,5.6
IR,2011,7.8
IS,2011,10.4
IT,2011,10.1
JM,2011,9.6
JO,2011,9.9
JP,2011,11.5
KE,2011,6.3
KG,2011,9.3
KH,2011,5.8
KI,2011,7.8
KM,2011,2.8
KN,2011,8.4
KR,2011,11.8
KW,2011,7
KZ,2011,10.4
LA,2011,4.6
LB,2011,7.9
LC,2011,8.3
LI,2011,10.3
LK,2011,10.8
LR,2011,3.9
LS,2011,5.9
LT,2011,12.4
LU,2011,11.3
LV,2011,11.5
LY,2011,7.5
MA,2011,4.4
MD,2011,9.8
ME,2011,10.5
MG,2011,5.2
MK,2011,8.2
ML,2011,2
MM,2011,4
MN,2011,8.3
MR,2011,3.7
MT,2011,9.6
MU,2011,8.5
MV,2011,5.8
MW,2011,4.2
MX,2011,8.4
MY,2011,9.5
MZ,2011,3.2
NA,2011,6.2
NE,2011,1.4
NG,2011,5.2
NI,2011,5.8
NL,2011,11.8
NO,2011,12.6
NP,2011,3.2
NZ,2011,12.5
OM,2011,6.8
PA,2011,9.4
PE,2011,8.9
PG,2011,3.9
PH,2011,8.9
PK,2011,4.7
PL,2011,11.8
PS,2011,8.6
PT,2011,8
PW,2011,12.2
PY,2011,7.7
QA,2011,8.6
RO,2011,10.7
RS,2011,9.5
RU,2011,11.7
RW,2011,3.3
SA,2011,8.5
SB,2011,4.5
SC,2011,9.4
SD,2011,3.1
SE,2011,11.7
SG,2011,10.1
SI,2011,11.9
SK,2011,11.6
SL,2011,2.9
SN,2011,4.5
SR,2011,7.7
ST,2011,4.7
SV,2011,6.3
SY,2011,6.6
SZ,2011,7.1
TD,2011,1.5
TG,2011,5.3
TH,2011,7.3
TJ,2011,9.9
TL,2011,4.4
TM,2011,9.9
TN,2011,6.5
TO,2011,9.4
TR,2011,7.4
TT,2011,10.8
TZ,2011,5.1
UA,2011,11.3
UG,2011,5.4
US,2011,12.9
UY,2011,8.4
UZ,2011,10
VC,2011,8.6
VE,2011,8.6
VN,2011,5.5
VU,2011,9
WS,2011,10.3
YE,2011,2.5
ZA,2011,9.7
ZM,2011,6.5
ZW,2011,7.2
AD,2012,10.4
AE,2012,9.1
AF,2012,3.2
AG,2012,8.9
AL,2012,9.3
AM,2012,10.8
AO,2012,4.7
AR,2012,9.8
AT,2012,10.8
AU,2012,12.8
AZ,2012,11.2
BA,2012,8.3
BB,2012,9.4
BD,2012,5.1
BE,2012,10.9
BF,2012,1.3
BG,2012,10.6
BH,2012,9.4
BI,2012,2.7
BJ,2012,3.2
BN,2012,8.7
BO,2012,9.2
BR,2012,7.2
BS,2012,10.9
BT,2012,2.3
BW,2012,8.8
BY,2012,11.5
BZ,2012,9.3
CA,2012,12.3
CD,2012,3.1
CF,2012,3.5
CG,2012,6.1
CH,2012,12.2
CI,2012,4.3
CL,2012,9.8
CM,2012,5.9
CN,2012,7.5
CO,2012,7.1
CR,2012,8.4
CU,2012,10.2
CV,2012,3.5
CY,2012,11.6
CZ,2012,12.3
DE,2012,12.9
DJ,2012,3.8
DK,2012,12.1
DM,2012,7.7
DO,2012,7.5
DZ,2012,7.6
EC,2012,7.6
EE,2012,12
EG,2012,6.4
ER,2012,3.4
ES,2012,9.6
ET,2012,2.4
FI,2012,10.3
FJ,2012,9.9
FM,2012,8.8
FR,2012,11.1
GA,2012,7.4
GB,2012,12.3
GD,2012,8.6
GE,2012,12.1
GH,2012,7
GM,2012,2.8
GN,2012,1.6
GQ,2012,5.4
GR,2012,10.2
GT,2012,5.6
GW,2012,2.3
GY,2012,8.5
HK,2012,10
HN,2012,5.5
HR,2012,11
HT,2012,4.9
HU,2012,11.3
ID,2012,7.5
IE,2012,11.6
IL,2012,12.5
IN,2012,4.4
IQ,2012,5.6
IR,2012,7.8
IS,2012,10.4
IT,2012,10.1
JM,2012,9.6
JO,2012,9.9
JP,2012,11.5
KE,2012,6.3
KG,2012,9.3
KH,2012,5.8
KI,2012,7.8
KM,2012,2.8
KN,2012,8.4
KR,2012,11.8
KW,2012,7.2
KZ,2012,10.4
LA,2012,4.6
LB,2012,7.9
LC,2012,8.3
LI,2012,10.3
LK,2012,10.8
LR,2012,3.9
LS,2012,5.9
LT,2012,12.4
LU,2012,11.3
LV,2012,11.5
LY,2012,7.5
MA,2012,4.4
MD,2012,9.8
ME,2012,10.5
MG,2012,5.2
MK,2012,8.2
ML,2012,2
MM,2012,4
MN,2012,8.3
MR,2012,3.7
MT,2012,9.9
MU,2012,8.5
MV,2012,5.8
MW,2012,4.2
MX,2012,8.5
MY,2012,9.5
MZ,2012,3.2
NA,2012,6.2
NE,2012,1.4
NG,2012,5.2
NI,2012,5.8
NL,2012,11.9
NO,2012,12.6
NP,2012,3.2
NZ,2012,12.5
OM,2012,6.8
PA,2012,9.4
PE,2012,9
PG,2012,3.9
PH,2012,8.9
PK,2012,4.7
PL,2012,11.8
PS,2012,8.9
PT,2012,8.2
PW,2012,12.2
PY,2012,7.7
QA,2012,9.1
RO,2012,10.7
RS,2012,9.5
RU,2012,11.7
RW,2012,3.3
SA,2012,8.6
SB,2012,4.5
SC,2012,9.4
SD,2012,3.1
SE,2012,11.7
SG,2012,10.2
SI,2012,11.9
SK,2012,11.6
SL,2012,2.9
SN,2012,4.5
SR,2012,7.7
ST,2012,4.7
SV,2012,6.5
SY,2012,6.6
SZ,2012,7.1
TD,2012,1.5
TG,2012,5.3
TH,2012,7.3
TJ,2012,9.9
TL,2012,4.4
TM,2012,9.9
TN,2012,6.5
TO,2012,9.4
TR,2012,7.6
TT,2012,10.8
TZ,2012,5.1
UA,2012,11.3
UG,2012,5.4
US,2012,12.9
UY,2012,8.5
UZ,2012,10
VC,2012,8.6
VE,2012,8.6
VN,2012,5.5
VU,2012,9
WS,2012,10.3
YE,2012,2.5
ZA,2012,9.9
ZM,2012,6.5
ZW,2012,7.2
AD,2013,10.4
AE,2013,9.1
AF,2013,3.2
AG,2013,8.9
AL,2013,9.3
AM,2013,10.8
AO,2013,4.7
AR,2013,9.8
AT,2013,10.8
AU,2013,12.8
AZ,2013,11.2
BA,2013,8.3
BB,2013,9.4
BD,2013,5.1
BE,2013,10.9
BF,2013,1.3
BG,2013,10.6
BH,2013,9.4
BI,2013,2.7
BJ,2013,3.2
BN,2013,8.7
BO,2013,9.2
BR,2013,7.2
BS,2013,10.9
BT,2013,2.3
BW,2013,8.8
BY,2013,11.5
BZ,2013,9.3
CA,2013,12.3
CD,2013,3.1
CF,2013,3.5
CG,2013,6.1
CH,2013,12.2
CI,2013,4.3
CL,2013,9.8
CM,2013,5.9
CN,2013,7.5
CO,2013,7.1
CR,2013,8.4
CU,2013,10.2
CV,2013,3.5
CY,2013,11.6
CZ,2013,12.3
DE,2013,12.9
DJ,2013,3.8
DK,2013,12.1
DM,2013,7.7
DO,2013,7.5
DZ,2013,7.6
EC,2013,7.6
EE,2013,12
EG,2013,6.4
ER,2013,3.4
ES,2013,9.6
ET,2013,2.4
FI,2013,10.3
FJ,2013,9.9
FM,2013,8.8
FR,2013,11.1
GA,2013,7.4
GB,2013,12.3
GD,2013,8.6
GE,2013,12.1
GH,2013,7
GM,2013,2.8
GN,2013,1.6
GQ,2013,5.4
GR,2013,10.2
GT,2013,5.6
GW,2013,2.3
GY,2013,8.5
HK,2013,10
HN,2013,5.5
HR,2013,11
HT,2013,4.9
HU,2013,11.3
ID,2013,7.5
IE,2013,11.6
IL,2013,12.5
IN,2013,4.4
IQ,2013,5.6
IR,2013,7.8
IS,2013,10.4
IT,2013,10.1
JM,2013,9.6
JO,2013,9.9
JP,2013,11.5
KE,2013,6.3
KG,2013,9.3
KH,2013,5.8
KI,2013,7.8
KM,2013,2.8
KN,2013,8.4
KR,2013,11.8
KW,2013,7.2
KZ,2013,10.4
LA,2013,4.6
LB,2013,7.9
LC,2013,8.3
LI,2013,10.3
LK,2013,10.8
LR,2013,3.9
LS,2013,5.9
LT,2013,12.4
LU,2013,11.3
LV,2013,11.5
LY,2013,7.5
MA,2013,4.4
MD,2013,9.8
ME,2013,10.5
MG,2013,5.2
MK,2013,8.2
ML,2013,2
MM,2013,4
MN,2013,8.3
MR,2013,3.7
MT,2013,9.9
MU,2013,8.5
MV,2013,5.8
MW,2013,4.2
MX,2013,8.5
MY,2013,9.5
MZ,2013,3.2
NA,2013,6.2
NE,2013,1.4
NG,2013,5.2
NI,2013,5.8
NL,2013,11.9
NO,2013,12.6
NP,2013,3.2
NZ,2013,12.5
OM,2013,6.8
PA,2013,9.4
PE,2013,9
PG,2013,3.9
PH,2013,8.9
PK,2013,4.7
PL,2013,11.8
PS,2013,8.9
PT,2013,8.2
PW,2013,12.2
PY,2013,7.7
QA,2013,9.1
RO,2013,10.7
RS,2013,9.5
RU,2013,11.7
RW,2013,3.3
SA,2013,8.7
SB,2013,4.5
SC,2013,9.4
SD,2013,3.1
SE,2013,11.7
SG,2013,10.2
SI,2013,11.9
SK,2013,11.6
SL,2013,2.9
SN,2013,4.5
SR,2013,7.7
ST,2013,4.7
SV,2013,6.5
SY,2013,6.6
SZ,2013,7.1
TD,2013,1.5
TG,2013,5.3
TH,2013,7.3
TJ,2013,9.9
TL,2013,4.4
TM,2013,9.9
TN,2013,6.5
TO,2013,9.4
TR,2013,7.6
TT,2013,10.8
TZ,2013,5.1
UA,2013,11.3
UG,2013,5.4
US,2013,12.9
UY,2013,8.5
UZ,2013,10
VC,2013,8.6
VE,2013,8.6
VN,2013,5.5
VU,2013,9
WS,2013,10.3
YE,2013,2.5
ZA,2013,9.9
ZM,2013,6.5
ZW,2013,7.2
