country-from,country to,sector,bundle,channel,oda
EU,BI,F,B,I,389808
EU,BI,F,E,A,6767713
EU,BI,F,E,C,0
EU,BI,F,E,I,4039213
EU,BI,F,G,I,10273294
EU,BI,G,B,A,4864
EU,BI,G,G,I,9821
EU,BI,H,B,A,6685
EU,BI,H,B,D,814416
EU,BI,H,B,F,1232
EU,BI,H,B,I,2065468
EU,BI,H,C,D,374635
EU,BI,H,C,E,387733
EU,BI,H,C,F,127266
EU,BI,H,C,I,11230
EU,BI,H,E,C,135347
EU,BI,H,E,D,172383
EU,BI,H,E,E,463355
EU,BI,H,E,F,215441
EU,BI,H,E,I,2526470
EU,BI,H,G,I,116305
EU,BI,I,B,A,0
EU,BI,I,G,I,60286
EU,BI,K,B,I,3829448
EU,BI,K,E,E,260577
EU,BI,K,E,I,659463
EU,BI,K,G,I,167379
EU,BI,L,B,C,310482
EU,BI,N,B,H,3251280
EU,BI,N,B,I,38322
EU,BI,N,C,H,2039889
EU,BI,N,E,E,493394
EU,BI,N,E,H,2360196
EU,BI,N,G,I,70595
EU,BJ,B,E,I,84334
EU,BJ,C,B,F,215565
EU,BJ,C,E,A,140554
EU,BJ,C,E,D,433117
EU,BJ,C,E,E,911801
EU,BJ,C,E,I,310102
EU,BJ,C,G,I,1250
EU,BJ,D,B,A,283032
EU,BJ,D,B,C,11371618
EU,BJ,D,B,D,9640
EU,BJ,D,B,E,6735
EU,BJ,D,B,I,114012
EU,BJ,D,E,A,282750
EU,BJ,D,E,C,3815610
EU,BJ,D,E,D,6687
EU,BJ,D,E,E,545520
EU,BJ,D,E,H,642673
EU,BJ,D,E,I,10571
EU,BJ,D,F,B,242733
EU,BJ,D,G,A,4005
EU,BJ,D,G,C,2500
EU,BJ,D,G,I,2364267
EU,BJ,E,E,A,49875
EU,BJ,E,E,C,8752
EU,BJ,E,E,I,146659
EU,BJ,E,G,I,142414
EU,BJ,F,A,B,0
EU,BJ,F,B,C,14089902
EU,BJ,F,B,I,18540450
EU,BJ,F,E,A,2540476
EU,BJ,F,E,E,675231
EU,BJ,F,E,I,130423
EU,BJ,F,G,I,143036
EU,BJ,G,F,B,1041131
EU,BJ,G,G,I,11807
EU,BJ,H,B,C,28061
EU,BJ,H,C,D,151473
EU,BJ,H,C,E,377695
EU,BJ,H,E,I,11568
EU,BJ,H,F,B,10925
EU,BJ,I,F,B,766827
EU,BJ,J,B,B,1841
EU,BJ,J,E,A,262853
EU,BJ,J,E,C,77881
EU,BJ,J,E,H,1850899
EU,BJ,J,E,I,4667
EU,BJ,K,E,C,40970
EU,BJ,L,B,C,20039186
EU,BJ,N,B,H,98971
EU,BJ,N,E,E,3432
EU,BJ,N,E,H,365033
EU,BJ,N,F,B,4627
EU,BO,A,E,D,147630
EU,BO,B,B,D,832401
EU,BO,B,B,E,653715
EU,BO,B,E,D,596870
EU,BO,C,B,C,11146142
EU,BO,C,E,A,530610
EU,BO,C,E,C,16075
EU,BO,C,G,C,71932
EU,BO,D,B,D,392432
EU,BO,D,E,C,4123
EU,BO,D,E,D,317968
EU,BO,D,E,F,12210
EU,BO,D,G,E,1055273
EU,BO,D,G,H,706756
EU,BO,E,B,C,15424164
EU,BO,E,B,I,566410
EU,BO,E,E,C,36168
EU,BO,E,E,I,9953
EU,BO,E,G,C,16685
EU,BO,E,G,I,108868
EU,BO,F,B,C,20810
EU,BO,F,E,A,8543107
EU,BO,F,E,I,261441
EU,BO,F,G,I,43575
EU,BO,G,B,I,427801
EU,BO,H,E,A,964009
EU,BO,H,E,H,77120
EU,BO,H,E,I,89435
EU,BO,H,G,C,3082
EU,BO,H,G,H,55393
EU,BO,I,B,A,709747
EU,BO,I,E,C,680793
EU,BO,I,E,D,68326
EU,BO,J,B,C,5680921
EU,BO,J,G,D,436192
EU,BO,J,G,I,15582
EU,BO,K,B,C,5106951
EU,BO,K,E,C,85555
EU,BO,K,E,D,884385
EU,BO,K,E,E,1520562
EU,BO,K,E,F,138383
EU,BO,K,E,I,186854
EU,BO,K,F,I,2484
EU,BO,L,B,C,377242
EU,BO,N,C,E,771208
EU,BO,N,E,E,860356
EU,BO,N,E,H,902039
EU,BR,A,E,D,1195647
EU,BR,A,E,E,857066
EU,BR,A,F,B,0
EU,BR,A,F,I,550129
EU,BR,C,E,I,119204
EU,BR,D,B,D,118810
EU,BR,D,B,E,90646
EU,BR,D,E,D,944756
EU,BR,D,E,E,63064
EU,BR,D,E,F,857111
EU,BR,D,E,I,295138
EU,BR,D,G,D,295457
EU,BR,D,G,F,4575
EU,BR,D,G,I,2938
EU,BR,E,E,D,197430
EU,BR,E,E,F,1184858
EU,BR,E,G,I,49038
EU,BR,F,A,B,167048290
EU,BR,F,B,C,0
EU,BR,F,E,A,1016870
EU,BR,H,B,D,521863
EU,BR,H,B,H,2726174
EU,BR,H,E,D,1353254
EU,BR,H,E,E,901802
EU,BR,H,E,F,249194
EU,BR,H,E,I,785822
EU,BR,H,G,A,28504
EU,BR,H,G,H,1142064
EU,BR,I,E,F,243400
EU,BR,I,E,I,69054
EU,BR,I,G,I,662339
EU,BR,J,E,F,1221079
EU,BR,K,A,B,0
EU,BR,K,D,I,275926
EU,BR,K,E,D,302692
EU,BR,K,E,E,395372
EU,BR,K,E,F,716650
EU,BR,K,F,I,36293
EU,BR,K,G,A,1503937
EU,BR,K,G,F,414328
EU,BR,K,G,I,17263
EU,BR,N,E,E,341841
EU,BT,D,B,C,1799485
EU,BT,D,E,I,34925
EU,BT,D,G,C,49426
EU,BT,E,E,D,180134
EU,BT,G,G,I,24798
EU,BT,H,B,C,10516
EU,BT,H,E,A,130361
EU,BT,H,E,C,27513
EU,BT,H,F,B,78390
EU,BT,H,G,A,208693
EU,BT,I,G,I,28960
EU,BT,K,B,C,2699228
EU,BT,K,G,I,4175
EU,BW,A,B,C,0
EU,BW,A,B,I,486954
EU,BW,A,E,I,445640
EU,BW,A,G,I,73593
EU,BW,C,A,B,0
EU,BW,C,B,G,87910
EU,BW,D,B,C,4370
EU,BW,D,B,I,29845
EU,BW,D,E,D,73116
EU,BW,D,G,C,4075
EU,BW,D,G,H,809768
EU,BW,D,G,I,719272
EU,BW,E,B,I,16437
EU,BW,E,G,I,34212
EU,BW,G,A,B,0
EU,BW,K,B,C,1822619
EU,BW,K,B,H,260911
EU,BW,K,B,I,161009
EU,BW,K,E,I,41820
EU,BW,K,G,B,20045
EU,BW,K,G,C,39051
EU,BW,K,G,I,110686
EU,BY,A,B,H,0
EU,BY,A,B,I,13422
EU,BY,A,E,I,58032
EU,BY,A,F,A,2042723
EU,BY,A,F,B,987334
EU,BY,B,B,C,40823
EU,BY,B,E,E,208582
EU,BY,B,E,H,71026
EU,BY,C,E,F,113278
EU,BY,C,G,I,148272
EU,BY,D,B,E,1009097
EU,BY,D,B,F,48857
EU,BY,D,B,H,1285347
EU,BY,D,E,C,99310
EU,BY,D,E,D,2061143
EU,BY,D,E,E,2642304
EU,BY,D,E,F,128439
EU,BY,D,E,H,122054
EU,BY,D,E,I,64691
EU,BY,D,G,D,47201
EU,BY,D,G,E,247905
EU,BY,E,B,E,125925
EU,BY,E,B,F,155566
EU,BY,E,E,E,76058
EU,BY,E,E,F,98474
EU,BY,F,B,E,308406
EU,BY,F,B,H,416215
EU,BY,F,E,A,11568
EU,BY,F,E,C,1555378
EU,BY,F,E,I,681271
EU,BY,F,G,A,472946
EU,BY,F,G,C,10015
EU,BY,F,G,E,97742
EU,BY,F,G,I,139861
EU,BY,H,E,A,370613
EU,BY,H,G,I,10739
EU,BY,I,E,E,98479
EU,BY,I,G,A,69981
EU,BY,J,E,H,3307029
EU,BY,J,G,I,0
EU,BY,K,B,I,16538
EU,BY,K,E,A,0
EU,BY,K,G,A,471597
EU,BY,K,G,D,61222
EU,BY,K,G,I,83532
EU,BZ,A,B,A,134378
EU,BZ,A,B,C,175705
EU,BZ,A,B,D,143696
EU,BZ,A,B,I,278480
EU,BZ,A,E,A,41122
EU,BZ,A,E,C,5192
EU,BZ,D,B,A,1220981
EU,BZ,D,B,I,525377
EU,BZ,D,E,F,128258
EU,BZ,F,A,B,0
EU,BZ,F,B,A,1421104
EU,BZ,F,E,C,154240
EU,BZ,F,E,I,380766
EU,BZ,H,A,B,0
EU,BZ,H,B,H,4959179
EU,BZ,H,B,I,358933
EU,BZ,H,E,A,16044
EU,BZ,H,E,C,0
EU,BZ,H,G,A,105518
EU,BZ,H,G,F,160444
EU,BZ,I,B,C,192249
EU,BZ,I,B,F,396528
EU,BZ,I,B,I,19125
EU,BZ,I,E,C,555332
EU,BZ,I,E,F,788389
EU,BZ,I,G,C,113750
EU,BZ,J,B,H,1458749
EU,BZ,K,B,C,20565
EU,BZ,K,B,F,755555
EU,BZ,K,E,A,584397
EU,BZ,K,E,F,7715
EU,BZ,K,G,C,110563
EU,BZ,N,E,C,0
EU,CD,A,E,H,4080962
EU,CD,B,B,A,63209
EU,CD,B,B,C,2396335
EU,CD,B,B,E,2533534
EU,CD,B,B,G,251206
EU,CD,B,B,I,2219053
EU,CD,B,E,A,1541023
EU,CD,B,E,C,7368777
EU,CD,B,E,E,1618781
EU,CD,B,E,F,1097956
EU,CD,B,F,B,1991202
EU,CD,B,G,I,113651
EU,CD,C,B,C,13066669
EU,CD,C,B,I,1920765
EU,CD,C,E,A,805189
EU,CD,C,E,C,18797
EU,CD,C,E,D,2139983
EU,CD,C,E,I,353677
EU,CD,D,B,A,1730998
EU,CD,D,B,C,3733195
EU,CD,D,B,D,1240700
EU,CD,D,B,E,61811
EU,CD,D,B,F,38668
EU,CD,D,B,G,197429
EU,CD,D,B,I,1828488
EU,CD,D,E,A,32907
EU,CD,D,E,C,2962395
EU,CD,D,E,D,1562587
EU,CD,D,E,E,4774931
EU,CD,D,E,F,97556
EU,CD,D,E,H,79021
EU,CD,D,E,I,993360
EU,CD,D,G,A,23148682
EU,CD,D,G,C,3591942
EU,CD,D,G,F,226818
EU,CD,D,G,I,2049260
EU,CD,F,A,B,50141936
EU,CD,F,B,A,1235798
EU,CD,F,B,H,4249977
EU,CD,F,B,I,4609334
EU,CD,F,E,A,4212083
EU,CD,F,E,C,14852
EU,CD,F,E,D,455284
EU,CD,F,E,I,8182378
EU,CD,G,E,I,589857
EU,CD,H,B,C,863170
EU,CD,H,B,F,331848
EU,CD,H,C,E,126804
EU,CD,H,E,D,4561447
EU,CD,H,E,E,496516
EU,CD,H,E,F,11510965
EU,CD,H,E,H,3743850
EU,CD,H,E,I,424482
EU,CD,H,G,D,1075164
EU,CD,H,G,H,1017352
EU,CD,H,G,I,84921
EU,CD,I,B,C,292023
EU,CD,I,B,H,1601753
EU,CD,I,E,C,1108027
EU,CD,I,G,C,117323
EU,CD,J,B,A,11568
EU,CD,J,B,D,1074833
EU,CD,J,B,E,1143958
EU,CD,J,B,I,1269777
EU,CD,J,E,D,1604826
EU,CD,J,E,I,962854
EU,CD,J,G,I,139304
EU,CD,K,B,A,184677
EU,CD,K,B,I,1958267
EU,CD,K,E,C,4129
EU,CD,K,E,D,625537
EU,CD,K,E,E,2336434
EU,CD,K,E,I,96631
EU,CD,K,G,A,0
EU,CD,K,G,C,159786
EU,CD,K,G,E,41466
EU,CD,K,G,F,23836
EU,CD,K,G,I,73534
EU,CD,N,B,I,135662
EU,CD,N,C,E,9071632
EU,CD,N,C,H,3262377
EU,CD,N,C,I,0
EU,CD,N,E,A,123393
EU,CD,N,E,D,144809
EU,CD,N,E,E,36734175
EU,CD,N,E,H,18284313
EU,CD,N,E,I,9935838
EU,CD,N,G,C,439048
EU,CD,N,G,I,1758202
EU,CF,A,E,D,88581
EU,CF,B,B,C,614743
EU,CF,B,B,E,4674558
EU,CF,B,B,I,565480
EU,CF,B,E,E,158606
EU,CF,B,E,H,281154
EU,CF,B,E,I,16943
EU,CF,C,B,C,219139
EU,CF,C,B,E,130038
EU,CF,C,E,C,0
EU,CF,C,E,D,639449
EU,CF,C,E,E,104113
EU,CF,D,B,D,427402
EU,CF,D,B,F,178906
EU,CF,D,B,H,2538132
EU,CF,D,B,I,134465
EU,CF,D,E,A,129141
EU,CF,D,E,C,623205
EU,CF,D,E,D,849326
EU,CF,D,E,E,496402
EU,CF,D,E,F,60122
EU,CF,D,E,I,66762
EU,CF,D,F,B,25991
EU,CF,D,G,A,520672
EU,CF,D,G,C,110263
EU,CF,D,G,F,773
EU,CF,D,G,I,49080
EU,CF,E,B,C,313860
EU,CF,E,D,I,236798
EU,CF,E,E,D,61936
EU,CF,E,E,E,18777
EU,CF,E,E,I,107029
EU,CF,F,A,B,0
EU,CF,F,B,A,327549
EU,CF,F,B,G,155477
EU,CF,F,B,I,274397
EU,CF,F,E,A,3746681
EU,CF,F,E,C,45675
EU,CF,F,E,H,1431552
EU,CF,F,E,I,10558580
EU,CF,F,G,A,17785
EU,CF,F,G,B,10912
EU,CF,F,G,H,21299
EU,CF,G,G,C,436449
EU,CF,G,G,H,11463
EU,CF,H,B,A,464754
EU,CF,H,B,E,122915
EU,CF,H,C,D,344141
EU,CF,H,E,D,109291
EU,CF,H,E,E,37608
EU,CF,H,E,F,21966
EU,CF,I,E,E,59562
EU,CF,I,E,I,520582
EU,CF,I,G,B,11345
EU,CF,I,G,I,13848
EU,CF,J,B,C,19594
EU,CF,J,B,I,518641
EU,CF,J,E,C,600164
EU,CF,J,G,F,74853
EU,CF,K,B,B,228877
EU,CF,K,B,C,74460
EU,CF,K,B,E,413809
EU,CF,K,E,C,666163
EU,CF,K,E,E,274330
EU,CF,K,E,H,89856
EU,CF,K,E,I,20112
EU,CF,K,F,A,41105
EU,CF,K,F,B,1418560
EU,CF,K,F,I,5068
EU,CF,K,G,A,21208
EU,CF,K,G,B,1319186
EU,CF,L,B,C,6831535
EU,CF,N,C,E,1655526
EU,CF,N,C,I,0
EU,CF,N,E,A,72554
EU,CF,N,E,E,5916731
EU,CF,N,E,H,3928789
EU,CF,N,E,I,0
EU,CF,N,G,I,82207
EU,CG,A,E,D,51744
EU,CG,A,E,F,238044
EU,CG,B,B,B,128212
EU,CG,B,B,C,173626
EU,CG,B,B,F,471618
EU,CG,B,B,I,27560
EU,CG,B,E,F,364433
EU,CG,B,G,A,325697
EU,CG,B,G,B,2064641
EU,CG,D,B,A,1150326
EU,CG,D,B,C,73900
EU,CG,D,B,F,106038
EU,CG,D,B,H,655526
EU,CG,D,B,I,232918
EU,CG,D,E,A,12202
EU,CG,D,E,C,7553
EU,CG,D,E,E,151857
EU,CG,D,E,I,1209982
EU,CG,D,F,B,417966
EU,CG,D,G,A,131668
EU,CG,D,G,B,95219
EU,CG,D,G,I,297915
EU,CG,E,B,I,63236
EU,CG,E,E,D,28455
EU,CG,E,E,I,53126
EU,CG,F,A,B,23090696
EU,CG,F,B,A,381097
EU,CG,F,B,B,55965
EU,CG,F,B,C,3213
EU,CG,F,B,I,125657
EU,CG,F,E,A,26415
EU,CG,F,E,C,0
EU,CG,F,E,D,1386
EU,CG,F,G,D,32653
EU,CG,G,F,B,345077
EU,CG,H,B,C,59099
EU,CG,H,B,E,103015
EU,CG,H,B,F,185089
EU,CG,H,E,A,0
EU,CG,H,E,I,21905
EU,CG,H,G,C,211063
EU,CG,H,G,I,83669
EU,CG,I,B,B,75300
EU,CG,I,B,C,208526
EU,CG,I,B,I,1298108
EU,CG,I,E,C,90421
EU,CG,I,F,B,76730
EU,CG,I,G,A,0
EU,CG,J,B,C,3856
EU,CG,J,B,F,1028668
EU,CG,J,B,I,46197
EU,CG,J,E,A,80338
EU,CG,J,E,C,2570
EU,CG,J,E,I,928663
EU,CG,J,G,F,130192
EU,CG,K,B,C,215633
EU,CG,K,E,C,39015
EU,CG,K,E,D,32262
EU,CG,K,F,G,12423
EU,CG,K,F,I,125219
EU,CG,K,G,B,1657
EU,CG,N,B,B,18204
EU,CG,N,B,E,128534
EU,CG,N,B,I,223682
EU,CG,N,C,E,257069
EU,CG,N,E,E,877879
EU,CG,N,E,H,324
EU,CG,N,E,I,781597
EU,CG,N,G,I,32539
EU,CI,A,E,H,1844885
EU,CI,A,G,H,348512
EU,CI,B,B,C,67390
EU,CI,B,E,A,271091
EU,CI,B,E,C,6307
EU,CI,B,E,D,105361
EU,CI,B,E,I,200228
EU,CI,C,A,B,0
EU,CI,C,B,A,108038
EU,CI,C,E,A,7318195
EU,CI,C,E,C,2182375
EU,CI,C,E,D,373338
EU,CI,C,E,E,943183
EU,CI,C,F,B,628478
EU,CI,D,B,C,569895
EU,CI,D,B,E,614910
EU,CI,D,B,H,87219
EU,CI,D,B,I,492460
EU,CI,D,E,A,1024604
EU,CI,D,E,C,1471445
EU,CI,D,E,D,1431692
EU,CI,D,E,E,4453129
EU,CI,D,E,F,1945854
EU,CI,D,E,H,2914745
EU,CI,D,E,I,240988
EU,CI,D,G,A,97155
EU,CI,D,G,C,140861
EU,CI,D,G,I,277133
EU,CI,F,A,B,0
EU,CI,F,B,C,4727782
EU,CI,F,B,F,188133
EU,CI,F,E,A,11025938
EU,CI,F,E,C,5955712
EU,CI,F,E,E,74976
EU,CI,F,G,B,0
EU,CI,H,B,A,39508
EU,CI,H,B,G,33933
EU,CI,H,B,I,664622
EU,CI,H,E,A,414341
EU,CI,H,E,C,768942
EU,CI,H,E,H,719335
EU,CI,H,E,I,1229197
EU,CI,H,G,C,204068
EU,CI,H,G,I,171229
EU,CI,I,B,A,43563
EU,CI,I,B,C,283468
EU,CI,I,B,G,491195
EU,CI,I,B,H,1470561
EU,CI,I,E,A,51377
EU,CI,I,E,C,898899
EU,CI,I,E,I,208132
EU,CI,I,G,H,2386485
EU,CI,K,B,A,30352
EU,CI,K,B,C,27278
EU,CI,K,B,F,150723
EU,CI,K,E,C,7583
EU,CI,K,E,D,28309
EU,CI,K,E,I,29526
EU,CI,L,B,C,70694087
EU,CI,N,B,C,211831
EU,CI,N,C,A,616966
EU,CI,N,C,E,2915165
EU,CI,N,C,H,1336760
EU,CI,N,C,I,0
EU,CI,N,E,A,749920
EU,CI,N,E,E,14614617
EU,CI,N,E,H,15995553
EU,CI,N,E,I,742145
EU,CK,K,E,C,102827
EU,CK,N,E,A,22493
EU,CK,N,E,C,599818
EU,CL,A,E,D,96199
EU,CL,A,E,E,13542
EU,CL,D,B,C,44592
EU,CL,D,B,E,16924
EU,CL,D,B,F,131371
EU,CL,D,E,A,25706
EU,CL,D,E,D,233054
EU,CL,D,E,E,403787
EU,CL,D,E,F,50676
EU,CL,D,G,C,9254
EU,CL,D,G,D,65131
EU,CL,D,G,E,59285
EU,CL,D,G,F,79479
EU,CL,D,G,I,2903
EU,CL,E,E,I,11455
EU,CL,F,A,B,0
EU,CL,H,G,D,4530
EU,CL,H,G,E,220404
EU,CL,J,B,C,3856
EU,CL,J,B,I,25656
EU,CL,J,E,A,80326
EU,CL,J,E,D,39785
EU,CL,J,G,C,7673
EU,CL,J,G,D,63181
EU,CL,K,E,A,104906
EU,CL,K,E,D,76628
EU,CL,K,E,E,16550
EU,CL,K,E,F,4370
EU,CL,K,E,I,4370
EU,CL,N,E,E,45421
EU,CM,A,E,F,59829
EU,CM,B,E,D,45486
EU,CM,B,E,E,82804
EU,CM,C,A,B,0
EU,CM,C,B,D,535135
EU,CM,C,E,D,43635
EU,CM,C,E,E,77120
EU,CM,D,B,B,4274807
EU,CM,D,B,C,4019512
EU,CM,D,B,F,427446
EU,CM,D,B,H,122107
EU,CM,D,B,I,904560
EU,CM,D,D,I,4784
EU,CM,D,E,A,166978
EU,CM,D,E,C,3442438
EU,CM,D,E,D,1227973
EU,CM,D,E,E,947744
EU,CM,D,E,F,2155956
EU,CM,D,E,H,523534
EU,CM,D,E,I,1603390
EU,CM,D,G,A,150897
EU,CM,D,G,C,144592
EU,CM,D,G,D,295958
EU,CM,D,G,I,64274
EU,CM,E,E,I,21787
EU,CM,F,A,B,0
EU,CM,F,B,A,10685433
EU,CM,F,B,C,486059
EU,CM,F,B,F,1187324
EU,CM,F,B,I,303336
EU,CM,F,E,A,39047191
EU,CM,F,E,C,5172
EU,CM,F,E,F,857195
EU,CM,F,E,I,91865
EU,CM,F,G,C,396787
EU,CM,G,B,D,77120
EU,CM,G,E,C,176667
EU,CM,G,E,D,158185
EU,CM,G,G,E,52028
EU,CM,H,A,B,0
EU,CM,H,B,C,411456
EU,CM,H,B,D,15057
EU,CM,H,B,F,434842
EU,CM,H,B,G,703552
EU,CM,H,B,I,388863
EU,CM,H,D,I,0
EU,CM,H,E,A,239898
EU,CM,H,E,D,323332
EU,CM,H,E,I,2761261
EU,CM,H,G,A,1977321
EU,CM,H,G,D,601586
EU,CM,H,G,F,113698
EU,CM,H,G,I,1943418
EU,CM,I,B,C,273684
EU,CM,I,E,A,109360
EU,CM,I,E,C,43718
EU,CM,I,E,E,304284
EU,CM,I,E,I,526243
EU,CM,I,F,B,587849
EU,CM,I,G,C,4028
EU,CM,I,G,I,285547
EU,CM,J,B,G,259768
EU,CM,J,E,I,28335
EU,CM,J,G,I,806954
EU,CM,K,A,B,0
EU,CM,K,B,A,70824
EU,CM,K,B,C,5096656
EU,CM,K,B,I,154808
EU,CM,K,D,I,7945
EU,CM,K,E,A,39729
EU,CM,K,E,C,1434233
EU,CM,K,E,D,640883
EU,CM,K,E,H,2753
EU,CM,K,E,I,5550709
EU,CM,K,F,I,8101
EU,CM,K,G,I,697328
EU,CM,N,B,C,95222
EU,CM,N,C,E,615938
EU,CM,N,C,H,7388174
EU,CM,N,E,C,3600807
EU,CM,N,E,E,159618
EU,CM,N,E,H,257069
EU,CN,A,B,C,42707
EU,CN,A,E,D,133194
EU,CN,A,E,E,167147
EU,CN,A,E,I,434485
EU,CN,A,F,I,279612
EU,CN,A,G,A,1623146
EU,CN,A,G,E,222939
EU,CN,A,G,I,33940
EU,CN,B,B,E,234253
EU,CN,B,E,D,524149
EU,CN,C,E,H,1278479
EU,CN,C,E,I,18550
EU,CN,C,G,A,2492639
EU,CN,D,B,C,1521619
EU,CN,D,B,D,583795
EU,CN,D,B,F,171898
EU,CN,D,B,H,662557
EU,CN,D,B,I,43063
EU,CN,D,E,A,438138
EU,CN,D,E,D,709365
EU,CN,D,E,E,749846
EU,CN,D,E,F,546715
EU,CN,D,E,I,116557
EU,CN,D,G,F,42447
EU,CN,D,G,H,241919
EU,CN,D,G,I,1134540
EU,CN,E,B,D,120585
EU,CN,E,B,E,199732
EU,CN,E,E,D,248653
EU,CN,E,E,E,131095
EU,CN,E,E,I,21650
EU,CN,E,G,C,2108933
EU,CN,E,G,I,9999
EU,CN,F,A,B,86681211
EU,CN,F,E,C,41619
EU,CN,F,G,A,1667488
EU,CN,F,G,C,1392958
EU,CN,H,A,B,38033199
EU,CN,H,E,I,15815
EU,CN,H,G,D,386128
EU,CN,H,G,I,11420
EU,CN,I,E,A,197272
EU,CN,I,E,E,522590
EU,CN,I,E,I,6561798
EU,CN,J,B,B,9480
EU,CN,J,B,C,1387517
EU,CN,J,B,I,610140
EU,CN,J,D,I,861108
EU,CN,J,E,C,828636
EU,CN,J,E,E,456159
EU,CN,J,E,H,45275
EU,CN,J,E,I,3294936
EU,CN,J,G,E,136044
EU,CN,J,G,I,444710
EU,CN,K,B,A,194862
EU,CN,K,B,D,94026
EU,CN,K,D,I,196375
EU,CN,K,E,A,14331
EU,CN,K,E,C,2634061
EU,CN,K,E,D,330808
EU,CN,K,G,I,12853
EU,CN,N,E,C,1291015
EU,CO,A,E,F,203746
EU,CO,D,B,A,154479
EU,CO,D,B,B,1591081
EU,CO,D,B,C,1210919
EU,CO,D,B,D,917152
EU,CO,D,B,F,212340
EU,CO,D,B,G,4498
EU,CO,D,B,H,756812
EU,CO,D,D,I,84415
EU,CO,D,E,A,2274826
EU,CO,D,E,C,700460
EU,CO,D,E,D,3420875
EU,CO,D,E,E,1068363
EU,CO,D,E,F,5021923
EU,CO,D,E,H,3826744
EU,CO,D,E,I,255939
EU,CO,D,G,B,170385
EU,CO,D,G,E,23136
EU,CO,D,G,F,62980
EU,CO,D,G,H,73053
EU,CO,D,G,I,91996
EU,CO,E,E,D,361
EU,CO,F,A,B,0
EU,CO,F,B,A,358373
EU,CO,H,B,C,5141388
EU,CO,H,E,C,2085370
EU,CO,H,E,D,547886
EU,CO,H,E,F,687562
EU,CO,H,E,I,48306
EU,CO,H,G,E,7589
EU,CO,I,B,A,3084
EU,CO,I,B,C,5398
EU,CO,I,E,A,1972866
EU,CO,I,E,C,6169
EU,CO,I,E,D,542145
EU,CO,I,E,I,34971
EU,CO,I,G,C,780
EU,CO,J,B,A,516727
EU,CO,J,B,D,929739
EU,CO,J,E,H,615192
EU,CO,J,G,D,303386
EU,CO,K,E,H,257069
EU,CO,K,F,B,12853
EU,CO,K,F,F,45886
EU,CO,N,C,H,1030847
EU,CO,N,C,I,0
EU,CO,N,E,D,140328
EU,CO,N,E,E,14950519
EU,CO,N,E,F,621316
EU,CO,N,E,H,1688203
EU,CO,N,E,I,0
EU,CO,N,G,I,491640
EU,CR,A,E,C,268238
EU,CR,A,E,I,183528
EU,CR,D,B,D,32035
EU,CR,D,E,D,19359
EU,CR,D,E,F,250083
EU,CR,H,B,I,187063
EU,CR,I,E,C,1755233
EU,CR,I,F,B,525820
EU,CR,I,G,B,126438
EU,CR,I,G,C,104884
EU,CR,I,G,I,149903
EU,CR,N,E,E,172141
EU,CR,N,E,H,110128
EU,CU,D,B,D,156066
EU,CU,D,B,F,141987
EU,CU,E,B,D,339587
EU,CU,E,B,F,489714
EU,CU,E,E,A,72901
EU,CU,E,E,D,213718
EU,CU,E,E,E,118395
EU,CU,E,E,H,436636
EU,CU,E,E,I,2545
EU,CU,H,B,D,1698006
EU,CU,H,C,H,1492962
EU,CU,H,E,I,91522
EU,CU,I,E,I,5784
EU,CU,J,E,H,1413881
EU,CU,N,E,D,239726
EU,CU,N,E,E,411311
EU,CU,N,E,H,74550
EU,CU,N,E,I,105623
EU,CV,A,B,C,367674
EU,CV,A,E,C,1285345
EU,CV,B,E,I,20975
EU,CV,C,B,C,61322
EU,CV,C,B,I,2720929
EU,CV,C,E,A,5227267
EU,CV,D,B,C,69941
EU,CV,D,B,E,161773
EU,CV,D,B,I,389450
EU,CV,D,E,I,37509
EU,CV,D,G,I,221308
EU,CV,E,E,D,80935
EU,CV,F,A,B,0
EU,CV,F,E,A,459730
EU,CV,F,E,I,4938
EU,CV,H,B,F,83446
EU,CV,H,B,I,7597
EU,CV,J,B,I,12827
EU,CV,K,B,C,205810
EU,CV,L,B,C,416140
EU,CV,N,E,H,51413
EU,DJ,A,E,D,60857
EU,DJ,C,B,C,0
EU,DJ,C,B,H,154154
EU,DJ,C,B,I,332415
EU,DJ,C,E,A,383864
EU,DJ,C,E,C,0
EU,DJ,C,E,E,92394
EU,DJ,C,E,H,3077296
EU,DJ,C,E,I,8061225
EU,DJ,C,G,I,18227
EU,DJ,D,B,D,10753
EU,DJ,D,E,C,0
EU,DJ,D,E,E,87766
EU,DJ,D,G,A,124309
EU,DJ,D,G,I,0
EU,DJ,F,A,B,0
EU,DJ,F,E,F,73875
EU,DJ,F,E,I,199947
EU,DJ,G,A,B,0
EU,DJ,H,C,A,19331
EU,DJ,H,E,D,7271
EU,DJ,J,G,G,5141
EU,DJ,K,E,H,396138
EU,DJ,K,E,I,176886
EU,DJ,K,G,I,50796
EU,DJ,N,C,H,2563057
EU,DJ,N,E,E,460798
EU,DJ,N,E,H,1008274
EU,DJ,N,G,H,283274
EU,DM,B,B,C,69670
EU,DM,C,B,A,2194634
EU,DM,C,B,C,109254
EU,DM,C,E,C,1692059
EU,DM,D,B,C,210093
EU,DM,D,G,A,4408
EU,DM,D,G,C,247170
EU,DM,F,B,A,109161
EU,DM,G,A,B,0
EU,DM,G,E,D,124275
EU,DM,H,E,C,0
EU,DM,H,E,I,70215
