id,year,direction,flow-type,flow-name,value
AG,2010,in,official,oda-in,20210000
AG,2010,out,official,oda-interest-payments-out,60000
AG,2010,out,official,oofs-capital-payments-out,12850000
AG,2010,in,official,oofs-in,11900000
AG,2010,out,official,oofs-interest-payments-out,1860000
AG,2010,in,private,pda-in,NA
AG,2010,in,private,remittances-in,19363699
AG,2010,out,private,remittances-out,2161548.826
AG,2010,out,commercial,short-debt-interest-out,NA
AG,2010,in,commercial,short-debt-net-flow-in,NA
AG,2010,in,official,ssc-in,NA
AG,2010,out,illicit,trade-mispricing-out,NA
AG,2011,in,official,dfis-in,NA
AG,2011,in,commercial,fdi-in,70475708.65
AG,2011,in,commercial,fdi-in-profits-out,NA
AG,2011,out,commercial,fdi-out,3232148.494
AG,2011,out,illicit,illicit-financing-out,17325631.59
AG,2011,out,commercial,long-debt-capital-payments-out,NA
AG,2011,in,commercial,long-debt-disbursement-in,NA
AG,2011,in,official,long-debt-net-official-in,NA
AG,2011,out,commercial,long-debt-interest-payments-out,NA
AG,2011,in,commercial,net-portfolio-equity-in,0
