id,year,gdp-pc-usd-2005
GA,2001,6469.43565
GB,2001,36197.76449
GE,2001,1075.480304
GH,2001,452.4550327
GN,2001,294.1854076
GM,2001,449.4180985
GW,2001,422.4979196
GQ,2001,7008.353758
GR,2001,19448.92165
GD,2001,5358.03086
GL,2001,29251.50571
GT,2001,2089.795399
GU,2001,
GY,2001,1089.040764
HK,2001,22042.50629
HN,2001,1243.444514
HR,2001,8492.489421
HT,2001,484.5575659
HU,2001,9270.45361
ID,2001,1108.64551
IN,2001,596.5072867
IE,2001,45263.58017
IR,2001,2273.487912
IQ,2001,2032.710196
IS,2001,49800.64479
IL,2001,19878.86318
IT,2001,31593.30292
JM,2001,
JO,2001,1978.544477
JP,2001,33975.88656
KZ,2001,2664.442087
KE,2001,506.2845822
KG,2001,435.0879847
KH,2001,348.7886736
KI,2001,1168.999903
KN,2001,10362.34859
KR,2001,15731.45058
XK,2001,1921.672951
KW,2001,27689.1349
LA,2001,390.7524837
LB,2001,5382.028482
LR,2001,196.3869738
LY,2001,6538.564206
LC,2001,5292.956667
LI,2001,104212.7614
LK,2001,1052.291594
LS,2001,661.2415073
LT,2001,5512.341613
LU,2001,73442.90037
LV,2001,5003.207043
MO,2001,15939.16573
MF,2001,
MA,2001,1730.17654
MC,2001,124015.4439
MD,2001,620.2211988
MG,2001,294.0457234
MV,2001,2871.328734
MX,2001,7537.506428
MH,2001,2500.588146
MK,2001,2560.247989
ML,2001,414.0634167
MT,2001,14330.99875
MM,2001,
ME,2001,3248.731668
MN,2001,784.2782666
MP,2001,
MZ,2001,256.7853441
MR,2001,562.1517993
MU,2001,4621.494362
MW,2001,204.8739547
MY,2001,4764.74251
NA,2001,2990.274986
NC,2001,
NE,2001,263.3619543
NG,2001,562.2306131
NI,2001,1076.662174
NL,2001,40134.16277
NO,2001,61589.57373
NP,2001,304.8779287
NZ,2001,25095.02016
OM,2001,13891.36004
PK,2001,595.9788713
PA,2001,4041.704568
PE,2001,2319.690578
PH,2001,1068.592392
PW,2001,9295.393996
PG,2001,818.2147437
PL,2001,6954.598187
PR,2001,20849.03334
KP,2001,
PT,2001,18624.45022
PY,2001,1443.060679
PF,2001,
QA,2001,51089.71216
RO,2001,3564.976412
RU,2001,4082.849707
RW,2001,223.8079917
SA,2001,12445.19686
SD,2001,728.5914228
SN,2001,716.5772532
SG,2001,24027.14972
SB,2001,853.7094633
SL,2001,247.1207286
SV,2001,2586.192843
SM,2001,44908.74657
SO,2001,
RS,2001,2718.027109
SS,2001,
ST,2001,751.5869321
SR,2001,2999.72073
SK,2001,9415.142728
SI,2001,15742.5574
SE,2001,39006.47035
SZ,2001,2191.340678
SX,2001,
SC,2001,11194.36377
SY,2001,1428.704908
TC,2001,
TD,2001,395.0843437
TG,2001,394.3368817
TH,2001,2219.788559
TJ,2001,254.0037406
TM,2001,1448.870881
TL,2001,578.6968155
TO,2001,2461.097472
TT,2001,8964.272171
TN,2001,2839.417205
TR,2001,5694.201386
TV,2001,2329.442742
TZ,2001,305.6019209
UG,2001,273.2595503
UA,2001,1335.429219
UY,2001,4972.921484
US,2001,41057.10392
UZ,2001,458.9247834
VC,2001,4172.567835
VE,2001,5347.713778
VI,2001,
VN,2001,557.683161
VU,2001,1925.564582
PS,2001,1239.538254
WS,2001,2217.352632
YE,2001,784.9251419
ZA,2001,4676.045984
CD,2001,201.731881
ZM,2001,626.8114947
ZW,2001,680.8006944
AW,2002,22471.19097
AD,2002,29444.2467
AF,2002,231.9725285
AO,2002,1374.252515
AL,2002,2324.532928
AE,2002,44665.44188
AR,2002,4571.119375
AM,2002,1121.173903
AS,2002,
AG,2002,10534.99467
AU,2002,31855.23678
AT,2002,36872.25755
AZ,2002,1046.421451
BI,2002,151.9410474
BE,2002,35227.67579
BJ,2002,533.3831577
BF,2002,362.992288
BD,2002,371.2207558
BG,2002,3130.446989
BH,2002,18000.91356
BS,2002,24212.39305
BA,2002,2414.593972
BY,2002,2346.386271
BZ,2002,3770.901708
BM,2002,71926.18162
BO,2002,966.4637254
BR,2002,4459.46372
BB,2002,13422.51552
BN,2002,26501.69851
BT,2002,1120.33777
BW,2002,4886.344261
CF,2002,354.2356715
CA,2002,34117.72208
CH,2002,52712.83735
CL,2002,6763.794759
CN,2002,1304.279913
CI,2002,1009.748904
CM,2002,895.6408665
CG,2002,1649.062279
CO,2002,3105.567156
KM,2002,639.2354579
CV,2002,1724.819709
CR,2002,4151.648425
CU,2002,3115.539259
CW,2002,
KY,2002,
CY,2002,15713.53878
CZ,2002,11572.12632
DE,2002,34186.58566
DJ,2002,861.1045823
DM,2002,4776.085352
DK,2002,46689.58735
DO,2002,3443.131973
DZ,2002,2675.725212
EC,2002,2721.731377
EG,2002,1170.079687
ER,2002,253.2544505
ES,2002,25343.00062
EE,2002,8103.328124
ET,2002,142.6861076
FI,2002,36149.68894
FJ,2002,3439.523003
FR,2002,33817.00332
FO,2002,
FM,2002,2319.960097
GA,2002,6301.460263
GB,2002,37055.4531
GE,2002,1142.004681
GH,2002,461.0367633
GN,2002,304.2351874
GM,2002,421.5094269
GW,2002,409.1880334
GQ,2002,8117.182494
GR,2002,19938.59459
GD,2002,5528.633055
GL,2002,28834.88852
GT,2002,2117.698465
GU,2002,
GY,2002,1096.129383
HK,2002,22389.94084
HN,2002,1264.157248
HR,2002,8938.045716
HT,2002,475.6868825
HU,2002,9714.425936
ID,2002,1143.982338
IN,2002,609.2658244
IE,2002,47050.48161
IR,2002,2406.711364
IQ,2002,1838.354674
IS,2002,49581.91938
IL,2002,19330.28919
IT,2002,31546.29032
JM,2002,
JO,2002,2042.877252
JP,2002,34053.90561
KZ,2002,2925.436719
KE,2002,495.5685951
KG,2002,431.0377769
KH,2002,365.1834674
KI,2002,1154.676069
KN,2002,10390.87167
KR,2002,16798.89532
XK,2002,1906.907201
KW,2002,27578.1492
LA,2002,408.2766994
LB,2002,5313.562592
LR,2002,252.9546172
LY,2002,6354.818467
LC,2002,5240.49896
LI,2002,102121.4363
LK,2002,1086.841667
LS,2002,659.8304348
LT,2002,5938.161104
LU,2002,75058.34224
LV,2002,5389.293269
MO,2002,17121.05666
MF,2002,
MA,2002,1769.846747
MC,2002,124187.2492
MD,2002,670.1485856
MG,2002,249.1035283
MV,2002,2993.431633
MX,2002,7449.144759
MH,2002,2567.132557
MK,2002,2570.470029
ML,2002,418.5839534
MT,2002,14624.49342
MM,2002,
ME,2002,3306.132471
MN,2002,813.4766005
MP,2002,
MZ,2002,271.7001623
MR,2002,551.3272513
MU,2002,4678.937659
MW,2002,203.0528121
MY,2002,4956.214304
NA,2002,3090.23298
NC,2002,
NE,2002,261.5997883
NG,2002,568.9708584
NI,2002,1069.92086
NL,2002,39878.80559
NO,2002,62139.73552
NP,2002,299.574268
NZ,2002,25832.59466
OM,2002,13325.53827
PK,2002,603.5382118
PA,2002,4051.140118
PE,2002,2413.479582
PH,2002,1084.897352
PW,2002,9660.082585
PG,2002,796.5221381
PL,2002,7062.449105
PR,2002,21191.40125
KP,2002,
PT,2002,18618.70156
PY,2002,1414.072222
PF,2002,
QA,2002,53199.53746
RO,2002,3813.589875
RU,2002,4298.249465
RW,2002,247.6144478
SA,2002,11912.82543
SD,2002,755.4511575
SN,2002,702.4615326
SG,2002,24904.21456
SB,2002,808.1464662
SL,2002,298.3280616
SV,2002,2636.595296
SM,2002,44064.54536
SO,2002,
RS,2002,2912.756781
SS,2002,
ST,2002,752.4043781
SR,2002,3084.477562
SK,2002,9862.59112
SI,2002,16326.24668
SE,2002,39664.0522
SZ,2002,2214.989189
SX,2002,
SC,2002,10991.98843
SY,2002,1486.851746
TC,2002,
TD,2002,412.4122637
TG,2002,380.6769915
TH,2002,2319.82772
TJ,2002,276.3920966
TM,2002,1437.31097
TL,2002,523.4086951
TO,2002,2530.29829
TT,2002,9641.894634
TN,2002,2856.194922
TR,2002,5951.804227
TV,2002,2497.587828
TZ,2002,319.1607719
UG,2002,287.3257169
UA,2002,1418.901018
UY,2002,4587.39718
US,2002,41373.28819
UZ,2002,471.4762473
VC,2002,4429.738604
VE,2002,4776.261365
VI,2002,
VN,2002,586.0921813
VU,2002,1783.197202
PS,2002,1190.475371
WS,2002,2300.244981
YE,2002,792.8984563
ZA,2002,4758.9176
CD,2002,202.0168015
ZM,2002,638.8241691
ZW,2002,617.5927102
AW,2003,23657.83912
AD,2003,29769.18486
AF,2003,241.6213179
AO,2003,1396.235666
AL,2003,2471.422024
AE,2003,46597.85222
AR,2003,4924.887434
AM,2003,1283.215543
AS,2003,
AG,2003,11037.45641
AU,2003,32419.55427
AT,2003,36939.33933
AZ,2003,1154.837787
BI,2003,145.3998641
BE,2003,35369.63144
BJ,2003,535.9535406
BF,2003,380.1034424
BD,2003,384.6130799
BG,2003,3317.083407
BH,2003,18108.41947
BS,2003,23407.40338
BA,2003,2512.337993
BY,2003,2529.079867
BZ,2003,4017.694383
BM,2003,73894.27672
BO,2003,973.5739743
BR,2003,4451.096918
BB,2003,13620.6432
BN,2003,26712.83619
BT,2003,1171.120771
BW,2003,5046.472318
CF,2003,329.6565893
CA,2003,34410.91047
CH,2003,52459.45599
CL,2003,6939.383175
CN,2003,1428.127911
CI,2003,980.2400723
CM,2003,907.8742862
CG,2003,1623.079811
CO,2003,3176.343093
KM,2003,636.1388381
CV,2003,1766.840908
CR,2003,4335.669667
CU,2003,3223.94155
CW,2003,
KY,2003,
CY,2003,15724.34633
CZ,2003,11967.82656
DE,2003,33925.34021
DJ,2003,876.1244162
DM,2003,5124.732897
DK,2003,46748.26837
DO,2003,3382.897202
DZ,2003,2830.965084
EC,2003,2743.256945
EG,2003,1187.802309
ER,2003,236.0035521
ES,2003,25599.91201
EE,2003,8764.332434
ET,2003,135.6436219
FI,2003,36639.0729
FJ,2003,3469.722583
FR,2003,33899.68079
FO,2003,
FM,2003,2366.012689
GA,2003,6307.743863
GB,2003,38392.1714
GE,2003,1276.521512
GH,2003,472.6981843
GN,2003,302.718481
GM,2003,436.4772519
GW,2003,402.5282304
GQ,2003,8970.887947
GR,2003,21237.34971
GD,2003,6035.89953
GL,2003,28646.48116
GT,2003,2117.816924
GU,2003,
GY,2003,1080.815325
HK,2003,23177.0369
HN,2003,1295.244748
HR,2003,9434.813987
HT,2003,470.1621615
HU,2003,10069.547
ID,2003,1182.696235
IN,2003,646.3782746
IE,2003,47541.34909
IR,2003,2553.135454
IQ,2003,1195.673681
IS,2003,50574.85731
IL,2003,19283.37594
IT,2003,31580.85581
JM,2003,
JO,2003,2076.016559
JP,2003,34529.19714
KZ,2003,3186.763938
KE,2003,496.4930125
KG,2003,456.5293701
KH,2003,389.3516966
KI,2003,1179.599761
KN,2003,9967.804948
KR,2003,17217.13043
XK,2003,2019.571582
KW,2003,31313.25465
LA,2003,427.3574131
LB,2003,5226.169081
LR,2003,166.9921249
LY,2003,7072.060288
LC,2003,5439.775687
LI,2003,99204.13986
LK,2003,1136.269541
LS,2003,685.9563593
LT,2003,6600.019031
LU,2003,75034.27186
LV,2003,5833.20416
MO,2003,18995.28958
MF,2003,
MA,2003,1864.126727
MC,2003,124338.3508
MD,2003,716.392882
MG,2003,265.4023439
MV,2003,3359.465549
MX,2003,7459.073747
MH,2003,2573.768117
MK,2003,2634.70667
ML,2003,436.2211094
MT,2003,14547.80952
MM,2003,
ME,2003,3382.582149
MN,2003,861.513998
MP,2003,
MZ,2003,280.0426842
MR,2003,564.8485538
MU,2003,4800.004771
MW,2003,208.7603087
MY,2003,5142.492439
NA,2003,3183.964584
NC,2003,
NE,2003,265.6468169
NG,2003,612.1304068
NI,2003,1082.596355
NL,2003,39814.35908
NO,2003,62433.52746
NP,2003,306.0261469
NZ,2003,26321.01708
OM,2003,12531.72037
PK,2003,621.4691298
PA,2003,4140.296921
PE,2003,2482.107366
PH,2003,1116.058959
PW,2003,9612.970371
PG,2003,793.702813
PL,2003,7328.966142
PR,2003,21430.77906
KP,2003,
PT,2003,18357.70973
PY,2003,1446.35996
PF,2003,
QA,2003,52630.10529
RO,2003,4039.18144
RU,2003,4631.310752
RW,2003,247.3918296
SA,2003,12252.57833
SD,2003,792.4978531
SN,2003,729.5046331
SG,2003,26246.71916
SB,2003,838.5870994
SL,2003,311.1049034
SV,2003,2687.817697
SM,2003,44772.46369
SO,2003,
RS,2003,3049.27073
SS,2003,
ST,2003,786.6994385
SR,2003,3224.4047
SK,2003,10403.14353
SI,2003,16780.13126
SE,2003,40521.40217
SZ,2003,2252.646292
SX,2003,
SC,2003,10457.32032
SY,2003,1469.503734
TC,2003,
TD,2003,455.2773492
TG,2003,389.2595007
TH,2003,2465.562068
TJ,2003,300.8990028
TM,2003,1469.008776
TL,2003,492.6512417
TO,2003,2569.100626
TT,2003,10980.75147
TN,2003,2992.136024
TR,2003,6172.440236
TV,2003,2399.22453
TZ,2003,332.2827278
UG,2003,295.7233033
UA,2003,1564.924702
UY,2003,4627.243729
US,2003,42053.314
UZ,2003,485.5945006
VC,2003,4761.438926
VE,2003,4341.55325
VI,2003,
VN,2003,619.2884078
VU,2003,1813.000001
PS,2003,1267.260566
WS,2003,2389.431144
YE,2003,799.7525024
ZA,2003,4826.624731
CD,2003,207.195223
ZM,2003,666.3154528
ZW,2003,511.3306338
AW,2004,23517.57361
AD,2004,30329.58992
AF,2004,234.9966251
AO,2004,1494.297297
AL,2004,2633.801043
AE,2004,47011.77317
AR,2004,5325.150144
AM,2004,1422.403624
AS,2004,
AG,2004,11505.18553
AU,2004,33387.32275
AT,2004,37689.82886
AZ,2004,1261.538908
BI,2004,147.4267806
BE,2004,36464.35125
BJ,2004,534.7388229
BF,2004,385.6954981
BD,2004,402.8003635
BG,2004,3553.933448
BH,2004,18228.69911
BS,2004,23117.75815
BA,2004,2671.801386
BY,2004,2838.062029
BZ,2004,4098.250743
BM,2004,75117.27917
BO,2004,995.3472435
BR,2004,4646.479458
BB,2004,13746.78323
BN,2004,26315.65827
BT,2004,1205.917534
BW,2004,5121.159577
CF,2004,343.6796583
CA,2004,35318.01844
CH,2004,53588.64624
CL,2004,7298.258357
CN,2004,1566.267384
CI,2004,984.1745281
CM,2004,917.422915
CG,2004,1637.896407
CO,2004,3291.978016
KM,2004,631.8498287
CV,2004,1919.716292
CR,2004,4440.30251
CU,2004,3401.692108
CW,2004,
KY,2004,
CY,2004,16103.44522
CZ,2004,12552.58725
DE,2004,34417.45906
DJ,2004,896.9494948
DM,2004,5271.204872
DK,2004,47737.79296
DO,2004,3376.6295
DZ,2004,2912.290298
EC,2004,2913.809095
EG,2004,1216.111429
ER,2004,229.5257037
ES,2004,26093.90848
EE,2004,9387.984948
ET,2004,149.7350127
FI,2004,38063.01705
FJ,2004,3645.717307
FR,2004,34608.07969
FO,2004,
FM,2004,2294.73804
GA,2004,6244.09233
GB,2004,39174.56361
GE,2004,1354.608561
GH,2004,486.3800354
GN,2004,304.0209975
GM,2004,452.6849454
GW,2004,404.652169
GQ,2004,12011.45688
GR,2004,22160.45636
GD,2004,5980.112753
GL,2004,29335.17961
GT,2004,2130.704041
GU,2004,
GY,2004,1111.509544
HK,2004,24913.39279
HN,2004,1348.651112
HR,2004,9822.231795
HT,2004,447.0096431
HU,2004,10586.56915
ID,2004,1220.097462
IN,2004,686.9998774
IE,2004,48891.2016
IR,2004,2653.509643
IQ,2004,1793.883981
IS,2004,54258.02261
IL,2004,19826.69996
IT,2004,31897.19285
JM,2004,
JO,2004,2200.0987
JP,2004,35300.28726
KZ,2004,3468.505892
KE,2004,507.9098213
KG,2004,482.7319946
KH,2004,422.5877509
KI,2004,1195.606981
KN,2004,10267.05661
KR,2004,17985.2315
XK,2004,2070.919992
KW,2004,33418.22538
LA,2004,448.1437392
LB,2004,5378.745332
LR,2004,155.4527906
LY,2004,7270.092009
LC,2004,5820.674962
LI,2004,101316.9724
LK,2004,1181.988186
LS,2004,696.8089447
LT,2004,7165.186417
LU,2004,77619.55659
LV,2004,6408.959345
MO,2004,23689.99377
MF,2004,
MA,2004,1936.045026
MC,2004,125965.8308
MD,2004,771.3844723
MG,2004,271.2068111
MV,2004,3715.319441
MX,2004,7688.682415
MH,2004,2574.367239
MK,2004,2750.196454
ML,2004,432.150643
MT,2004,14377.71157
MM,2004,
ME,2004,3524.395101
MN,2004,942.495599
MP,2004,
MZ,2004,296.1771855
MR,2004,576.6471964
MU,2004,5032.282171
MW,2004,213.1355781
MY,2004,5361.700091
NA,2004,3535.218864
NC,2004,
NE,2004,256.39534
NG,2004,801.4750081
NI,2004,1125.623202
NL,2004,40413.27425
NO,2004,64461.19371
NP,2004,315.2608726
NZ,2004,26911.31498
OM,2004,12307.88956
PK,2004,657.4223884
PA,2004,4367.46494
PE,2004,2573.756759
PH,2004,1167.812024
PW,2004,10334.6277
PG,2004,795.4052497
PL,2004,7699.918564
PR,2004,21803.69528
KP,2004,
PT,2004,18695.40239
PY,2004,1476.213435
PF,2004,
QA,2004,57506.23901
RO,2004,4432.940996
RU,2004,4992.309479
RW,2004,260.9111347
SA,2004,12835.98452
SD,2004,801.7515242
SN,2004,751.6264904
SG,2004,28559.77152
SB,2004,857.5835927
SL,2004,316.5989986
SV,2004,2728.086143
SM,2004,45893.75278
SO,2004,
RS,2004,3332.890922
SS,2004,
ST,2004,804.0122048
SR,2004,3476.253538
SK,2004,10950.65326
SI,2004,17499.15361
SE,2004,42030.21038
SZ,2004,2303.663369
SX,2004,
SC,2004,10196.18191
SY,2004,1537.347177
TC,2004,
TD,2004,586.114243
TG,2004,387.279668
TH,2004,2596.508694
TJ,2004,325.2019012
TM,2004,1526.426355
TL,2004,477.9417842
TO,2004,2578.265976
TT,2004,11788.44698
TN,2004,3130.700932
TR,2004,6672.088611
TV,2004,2353.042276
TZ,2004,348.7664908
UG,2004,305.2913838
UA,2004,1767.639661
UY,2004,4861.121242
US,2004,43373.53213
UZ,2004,516.98591
VC,2004,4949.79031
VE,2004,5026.402703
VI,2004,
VN,2004,658.0340299
VU,2004,1837.377156
PS,2004,1345.041617
WS,2004,2484.324208
YE,2004,808.9947701
ZA,2004,4997.931494
CD,2004,214.7734395
ZM,2004,695.2952467
ZW,2004,480.8781406
AW,2005,23302.83199
AD,2005,31268.96675
AF,2005,252.4078925
AO,2005,1706.543621
AL,2005,2798.949517
AE,2005,43626.20011
AR,2005,5770.048707
AM,2005,1625.396904
AS,2005,
AG,2005,12079.86548
AU,2005,33979.24961
AT,2005,38284.70426
AZ,2005,1578.36733
BI,2005,143.7835295
BE,2005,36932.35472
BJ,2005,532.6109983
BF,2005,406.9988043
BD,2005,421.1233114
BG,2005,3785.65463
BH,2005,18156.37747
BS,2005,23416.90369
BA,2005,2810.377029
BY,2005,3126.367778
BZ,2005,4097.538614
BM,2005,75882.03386
BO,2005,1020.790305
BR,2005,4738.3078
BB,2005,14224.98245
BN,2005,25913.57837
BT,2005,1258.990994
BW,2005,5294.379474
CF,2005,340.9078668
CA,2005,35899.97524
CH,2005,54859.98267
CL,2005,7589.78486
CN,2005,1733.501059
CI,2005,982.2314265
CM,2005,914.5496074
CG,2005,1718.100816
CO,2005,3404.036483
KM,2005,633.1812715
CV,2005,2030.658982
CR,2005,4621.364127
CU,2005,3776.470549
CW,2005,
KY,2005,
CY,2005,16461.39052
CZ,2005,13318.688
DE,2005,34679.52037
DJ,2005,912.4992045
DM,2005,5250.352562
DK,2005,48898.11331
DO,2005,3635.706812
DZ,2005,3032.899331
EC,2005,3012.752437
EG,2005,1249.49326
ER,2005,226.2898568
ES,2005,26573.10795
EE,2005,10336.10493
ET,2005,162.8131927
FI,2005,38886.05927
FJ,2005,3655.663837
FR,2005,34823.21504
FO,2005,35211.55268
FM,2005,2352.639409
GA,2005,6281.954684
GB,2005,39899.86558
GE,2005,1469.974625
GH,2005,501.8642947
GN,2005,306.7011791
GM,2005,434.495444
GW,2005,412.7932777
GQ,2005,13612.84793
GR,2005,22356.61634
GD,2005,6754.381055
GL,2005,29903.28404
GT,2005,2146.180086
GU,2005,
GY,2005,1084.179401
HK,2005,26712.85152
HN,2005,1401.978767
HR,2005,10224.30403
HT,2005,448.58483
HU,2005,11103.32887
ID,2005,1274.050481
IN,2005,739.9235009
IE,2005,50481.81285
IR,2005,2736.899148
IQ,2005,1824.699866
IS,2005,56611.33373
IL,2005,20346.02675
IT,2005,31913.34254
JM,2005,4189.655883
JO,2005,2326.495187
JP,2005,35766.55475
KZ,2005,3771.278957
KE,2005,523.6137892
KG,2005,476.4800976
KH,2005,471.1625029
KI,2005,1173.31415
KN,2005,11053.74455
KR,2005,18654.67123
XK,2005,2194.372651
KW,2005,35185.93067
LA,2005,472.4084631
LB,2005,5339.42388
LR,2005,165.7600834
LY,2005,7864.937572
LC,2005,5655.523682
LI,2005,105306.7466
LK,2005,1242.40435
LS,2005,710.5178135
LT,2005,7851.042105
LU,2005,79593.55438
LV,2005,7165.377698
MO,2005,25189.77936
MF,2005,
MA,2005,1975.86651
MC,2005,126599.4033
MD,2005,831.1591091
MG,2005,275.5158225
MV,2005,3335.195
MX,2005,7820.696464
MH,2005,2645.981405
MK,2005,2863.96318
ML,2005,444.2846436
MT,2005,14810.0352
MM,2005,
ME,2005,3665.315321
MN,2005,998.75636
MP,2005,
MZ,2005,313.1079297
MR,2005,590.5081267
MU,2005,5054.318111
MW,2005,213.1566746
MY,2005,5572.008027
NA,2005,3582.24386
