id,year,gdp-pc-usd-2005
GM,2011,432.4667233
GW,2011,463.1151965
GQ,2011,13218.34698
GR,2011,20048.16414
GD,2011,6372.379856
GL,2011,
GT,2011,2305.893405
GU,2011,
GY,2011,1225.042304
HK,2011,32665.87477
HN,2011,1541.652306
HR,2011,10830.62857
HT,2011,453.5865492
HU,2011,11332.03907
ID,2011,1648.88145
IN,2011,1089.131653
IE,2011,47631.59539
IR,2011,3314.582299
IQ,2011,2304.732684
IS,2011,57279.66784
IL,2011,23693.63105
IT,2011,30987.1518
JM,2011,
JO,2011,2827.12586
JP,2011,36223.58502
KZ,2011,5015.445079
KE,2011,604.2170839
KG,2011,587.1357856
KH,2011,637.2625522
KI,2011,1145.735077
KN,2011,10801.07797
KR,2011,22901.02098
XK,2011,2666.560757
KW,2011,30194.0094
LA,2011,666.295989
LB,2011,7157.119859
LR,2011,256.8678191
LY,2011,3415.28178
LC,2011,5864.968249
LI,2011,
LK,2011,1724.81198
LS,2011,886.4696233
LT,2011,9618.230928
LU,2011,81852.97598
LV,2011,7925.528624
MO,2011,45925.46645
MF,2011,
MA,2011,2473.183392
MC,2011,
MD,2011,1050.201409
MG,2011,271.2879701
MV,2011,4871.600948
MX,2011,8310.906105
MH,2011,2838.834714
MK,2011,3489.048476
ML,2011,496.7828624
MT,2011,16358.3802
MM,2011,
ME,2011,4661.749262
MN,2011,1473.602073
MP,2011,
MZ,2011,395.6575233
MR,2011,626.6646169
MU,2011,6321.650859
MW,2011,261.5449813
MY,2011,6537.091317
NA,2011,4289.624059
NC,2011,
NE,2011,271.5031025
NG,2011,1017.096199
NI,2011,1282.093455
NL,2011,44209.95198
NO,2011,64606.16084
NP,2011,384.7718724
NZ,2011,28148.55171
OM,2011,13728.24632
PK,2011,754.9682316
PA,2011,6694.081426
PE,2011,3748.114926
PH,2011,1430.774144
PW,2011,9210.201689
PG,2011,1018.539197
PL,2011,10432.30296
PR,2011,19980.10357
KP,2011,
PT,2011,18943.7711
PY,2011,1769.675861
PF,2011,
QA,2011,60181.00353
RO,2011,5807.164035
RU,2011,6631.389725
RW,2011,372.288445
SA,2011,17037.84433
SD,2011,950.8998413
SN,2011,793.6743023
SG,2011,36074.61852
SB,2011,1075.384486
SL,2011,383.5070934
SV,2011,2996.666245
SM,2011,
SO,2011,
RS,2011,4197.127188
SS,2011,
ST,2011,962.0617108
SR,2011,4388.522626
SK,2011,14957.89723
SI,2011,19404.39558
SE,2011,45718.09314
SZ,2011,2390.740177
SX,2011,
SC,2011,14016.45794
SY,2011,
TC,2011,
TD,2011,698.0238136
TG,2011,401.4547813
TH,2011,3154.274104
TJ,2011,437.2224323
TM,2011,2981.138427
TL,2011,745.0071047
TO,2011,2645.578797
TT,2011,14016.19479
TN,2011,3783.852456
TR,2011,8417.895773
TV,2011,2623.569044
TZ,2011,452.8607282
UG,2011,405.3325006
UA,2011,2084.782407
UY,2011,7264.808954
US,2011,44290.02645
UZ,2011,793.2992669
VC,2011,5360.370634
VE,2011,6169.360819
VI,2011,
VN,2011,946.8034177
VU,2011,2107.949529
PS,2011,1408.291836
WS,2011,2718.649411
YE,2011,728.3262347
ZA,2011,5816.25305
CD,2011,261.9458575
ZM,2011,986.4527171
ZW,2011,435.7941437
AW,2012,
AD,2012,
AF,2012,417.0550423
AO,2012,2643.720551
AL,2012,3993.289904
AE,2012,24224.25095
AR,2012,7837.042668
AM,2012,2237.228245
AS,2012,
AG,2012,11607.74514
AU,2012,37229.52486
AT,2012,41399.80695
AZ,2012,3114.562464
BI,2012,153.1426987
BE,2012,37651.93544
BJ,2012,566.712725
BF,2012,492.7552028
BD,2012,593.0675879
BG,2012,4730.436527
BH,2012,16796.19305
BS,2012,20909.27933
BA,2012,3317.17755
BY,2012,4870.982917
BZ,2012,4140.016565
BM,2012,70600.97637
BO,2012,1259.813782
BR,2012,5738.562595
BB,2012,14349.55272
BN,2012,24947.10096
BT,2012,1968.610779
BW,2012,6697.424936
CF,2012,450.4160712
CA,2012,37117.69636
CH,2012,58522.96295
CL,2012,9447.566977
CN,2012,3346.425359
CI,2012,1016.828846
CM,2012,961.089731
CG,2012,1943.690543
CO,2012,4255.370262
KM,2012,606.3877726
CV,2012,2749.481803
CR,2012,5720.450953
CU,2012,
CW,2012,
KY,2012,
CY,2012,16670.69236
CZ,2012,14746.75774
DE,2012,39290.86309
DJ,2012,1143.604435
DM,2012,6079.965221
DK,2012,47571.59525
DO,2012,4727.748371
DZ,2012,3222.310446
EC,2012,3592.448131
EG,2012,1560.915199
ER,2012,200.4480388
ES,2012,25448.41388
EE,2012,11801.08251
ET,2012,273.6870529
FI,2012,39712.07086
FJ,2012,3723.845591
FR,2012,35781.30333
FO,2012,
FM,2012,2442.689847
GA,2012,6709.073278
GB,2012,39720.1148
GE,2012,2088.957929
GH,2012,730.2156361
GN,2012,308.1970026
GM,2012,443.4396806
GW,2012,442.0678754
GQ,2012,13267.73614
GR,2012,18750.95051
GD,2012,6274.337234
GL,2012,
GT,2012,2315.148286
GU,2012,
GY,2012,1276.802137
HK,2012,32706.23096
HN,2012,1569.09148
HR,2012,10626.12866
HT,2012,460.2093429
HU,2012,11189.10782
ID,2012,1733.746795
IN,2012,1123.970982
IE,2012,47308.67076
IR,2012,3362.79847
IQ,2012,2478.096077
IS,2012,57628.78602
IL,2012,24018.70931
IT,2012,30063.96554
JM,2012,
JO,2012,2839.160643
JP,2012,36923.36956
KZ,2012,5192.570249
KE,2012,614.3056955
KG,2012,576.9305284
KH,2012,671.9620631
KI,2012,1159.978479
KN,2012,10546.63976
KR,2012,23397.9218
XK,2012,2732.584208
KW,2012,31379.82634
LA,2012,706.2758916
LB,2012,7244.98625
LR,2012,275.6845029
LY,2012,6925.407801
LC,2012,5720.247537
LI,2012,
LK,2012,1883.00279
LS,2012,934.0530493
LT,2012,10108.77948
LU,2012,79780.43084
LV,2012,8425.668132
MO,2012,49177.09776
MF,2012,
MA,2012,2503.146522
MC,2012,
MD,2012,1042.992451
MG,2012,271.7912376
MV,2012,4841.985345
MX,2012,8523.140289
MH,2012,2969.464645
MK,2012,3472.311317
ML,2012,480.2040358
MT,2012,16412.66496
MM,2012,
ME,2012,4539.873327
MN,2012,1631.305656
MP,2012,
MZ,2012,413.206049
MR,2012,653.8595007
MU,2012,6498.09382
MW,2012,258.9560186
MY,2012,6805.762545
NA,2012,4427.307497
NC,2012,
NE,2012,290.1363594
NG,2012,1030.59947
NI,2012,1326.156306
NL,2012,43330.44742
NO,2012,65556.48388
NP,2012,398.7730724
NZ,2012,28648.77058
OM,2012,13252.2866
PK,2012,770.2607418
PA,2012,7259.6941
PE,2012,3934.93354
PH,2012,1499.378058
PW,2012,9665.558712
PG,2012,1076.380711
PL,2012,10613.48733
PR,2012,19612.54097
KP,2012,
PT,2012,18355.00365
PY,2012,1717.887096
PF,2012,
QA,2012,59497.27727
RO,2012,5827.643121
RU,2012,6851.611281
RW,2012,393.9254655
SA,2012,17710.78083
SD,2012,837.2901905
SN,2012,797.4335442
SG,2012,36141.85679
SB,2012,1103.83079
SL,2012,396.3362145
SV,2012,3033.081349
SM,2012,
SO,2012,
RS,2012,4174.725843
SS,2012,
ST,2012,974.3680486
SR,2012,4480.12574
SK,2012,15171.68208
SI,2012,18852.57107
SE,2012,45276.08643
SZ,2012,2399.519101
SX,2012,
SC,2012,14269.04104
SY,2012,
TC,2012,
TD,2012,737.549556
TG,2012,414.2697098
TH,2012,3383.993361
TJ,2012,458.6208503
TM,2012,3269.673054
TL,2012,783.4635093
TO,2012,2658.133626
TT,2012,14183.1197
TN,2012,3922.125555
TR,2012,8486.815867
TV,2012,2623.881334
TZ,2012,469.7803859
UG,2012,405.3429197
UA,2012,2094.120138
UY,2012,7505.786591
US,2012,44922.5299
UZ,2012,845.8065902
VC,2012,5422.055829
VE,2012,6409.661068
VI,2012,
VN,2012,986.0137631
VU,2012,2097.69277
PS,2012,1562.007742
WS,2012,2737.342252
YE,2012,729.1623535
ZA,2012,5891.923942
CD,2012,272.9395962
ZM,2012,1019.836266
ZW,2012,469.001848
AW,2013,
AD,2013,
AF,2013,415.0034777
AO,2013,2737.877052
AL,2013,4090.864897
AE,2013,25144.09977
AR,2013,7986.248019
AM,2013,2309.7085
AS,2013,
AG,2013,11481.38499
AU,2013,37482.32883
AT,2013,41303.85167
AZ,2013,3252.827787
BI,2013,155.2453476
BE,2013,37516.28609
BJ,2013,582.8576466
BF,2013,510.2144281
BD,2013,621.1054497
BG,2013,4807.687475
BH,2013,17502.19222
BS,2013,20746.86052
BA,2013,3403.535166
BY,2013,4913.517837
BZ,2013,4103.894058
BM,2013,
BO,2013,1323.124571
BR,2013,5839.432816
BB,2013,
BN,2013,24184.67169
BT,2013,1976.553286
BW,2013,7027.250286
CF,2013,282.5710656
CA,2013,37544.47313
CH,2013,59023.82756
CL,2013,9705.04165
CN,2013,3580.426999
CI,2013,1079.385703
CM,2013,989.2711157
CG,2013,1960.578688
CO,2013,4387.289649
KM,2013,612.7399728
CV,2013,2739.324127
CR,2013,5839.251911
CU,2013,
CW,2013,
KY,2013,
CY,2013,15602.26262
CZ,2013,14636.7408
DE,2013,39195.35994
DJ,2013,1182.515958
DM,2013,5997.772855
DK,2013,47205.89215
DO,2013,4884.066527
DZ,2013,3239.118843
EC,2013,3700.526148
EG,2013,1572.089862
ER,2013,196.6330662
ES,2013,25081.77247
EE,2013,11997.11034
ET,2013,294.775763
FI,2013,39158.68035
FJ,2013,3825.428223
FR,2013,35590.70969
FO,2013,
FM,2013,2341.494751
GA,2013,6937.712888
GB,2013,40251.44045
GE,2013,2164.962856
GH,2013,769.2825822
GN,2013,307.3957083
GM,2013,450.1436231
GW,2013,432.9297894
GQ,2013,12280.02387
GR,2013,18219.18275
GD,2013,6401.253834
GL,2013,
GT,2013,2340.776589
GU,2013,
GY,2013,1336.3414
HK,2013,33530.43478
HN,2013,1577.154686
HR,2013,10563.1075
HT,2013,473.2978726
HU,2013,11417.31635
ID,2013,1808.972279
IN,2013,1166.004178
IE,2013,47222.35702
IR,2013,3137.622799
IQ,2013,2517.609508
IS,2013,59200.40828
IL,2013,24319.42825
IT,2013,29416.14321
JM,2013,
JO,2013,2855.743188
JP,2013,37537.70822
KZ,2013,5424.625076
KE,2013,632.3694992
KG,2013,625.1839741
KH,2013,708.8284924
KI,2013,1176.198293
KN,2013,10867.67193
KR,2013,23895.0201
XK,2013,2788.493065
KW,2013,
LA,2013,752.4120302
LB,2013,7240.658415
LR,2013,299.4491727
LY,2013,6125.321419
LC,2013,5651.698655
LI,2013,
LK,2013,2004.255223
LS,2013,974.4404451
LT,2013,10549.1836
LU,2013,79532.35446
LV,2013,8863.159515
MO,2013,54091.53187
MF,2013,
MA,2013,2574.2709
MC,2013,
MD,2013,1135.971921
MG,2013,270.6922626
MV,2013,4926.052878
MX,2013,8501.427328
MH,2013,3053.619149
MK,2013,3577.263533
ML,2013,476.1611132
MT,2013,16735.93783
MM,2013,
ME,2013,4689.112926
MN,2013,1795.526752
MP,2013,
MZ,2013,433.1327993
MR,2013,680.9513085
MU,2013,6679.463275
MW,2013,264.2480444
MY,2013,6999.368879
NA,2013,4565.444937
NC,2013,
NE,2013,290.62548
NG,2013,1054.054295
NI,2013,1366.996112
NL,2013,42905.8789
NO,2013,65103.78251
NP,2013,409.0438799
NZ,2013,29077.57001
OM,2013,
PK,2013,790.5893775
PA,2013,7740.061581
PE,2013,4115.144644
PH,2013,1585.469393
PW,2013,9558.055555
PG,2013,1110.605163
PL,2013,10770.62526
PR,2013,19695.96456
KP,2013,
PT,2013,18164.77285
PY,2013,1929.09484
PF,2013,
QA,2013,59944.4914
RO,2013,6061.036845
RU,2013,6926.835978
RW,2013,401.2182866
SA,2013,18072.16169
SD,2013,771.0784179
SN,2013,796.1692404
SG,2013,36857.31219
SB,2013,1112.846251
SL,2013,410.4284796
SV,2013,3062.968615
SM,2013,
SO,2013,
RS,2013,4304.255248
SS,2013,
ST,2013,987.6407352
SR,2013,4568.685094
SK,2013,15369.31265
SI,2013,18634.25347
SE,2013,45556.17733
SZ,2013,2429.766687
SX,2013,
SC,2013,14875.29949
SY,2013,
TC,2013,
TD,2013,744.2488727
TG,2013,424.3518576
TH,2013,3432.297821
TJ,2013,480.626003
TM,2013,3556.981369
TL,2013,
TO,2013,2661.735203
TT,2013,14370.17479
TN,2013,3980.755699
TR,2013,8727.838646
TV,2013,2653.63813
TZ,2013,487.4834876
UG,2013,415.5768936
UA,2013,2138.275806
UY,2013,7808.626662
US,2013,45867.37498
UZ,2013,899.3767704
VC,2013,5512.278933
VE,2013,6413.375183
VI,2013,
VN,2013,1028.623406
VU,2013,2092.447355
PS,2013,1448.931236
WS,2013,2685.081046
YE,2013,742.1955912
ZA,2013,5907.667758
CD,2013,288.1584286
ZM,2013,1053.603703
ZW,2013,475.302222
