id,year,population-rural,population-urban
TZ,2009,31665440,11974312
UG,2009,28201209,4663119
UA,2009,14505868,31547432
UY,2009,194603,3165828
US,2009,59495270,247276259
UZ,2009,17705883,10061517
VC,2009,56342,52907
VE,2009,3221880,25361160
VI,2009,5955,100752
VN,2009,60425680,25599320
VU,2009,174773,56060
PS,2009,965575,2736643
WS,2009,147209,37495
YE,2009,15301762,6927863
ZA,2009,19241936,30981060
CD,2009,36632303,23853973
ZM,2009,7913172,4911859
ZW,2009,8586855,4302063
AW,2010,57850,43747
AD,2010,9491,68416
AF,2010,21386676,7011136
AO,2010,11710512,7838612
AL,2010,1366547,1490126
AE,2010,1346003,7095534
AR,2010,3647407,36726817
AM,2010,1079305,1884191
AS,2010,6902,48734
AG,2010,64344,22889
AU,2010,2482323,19549477
AT,2010,2864939,5524832
AZ,2010,4219228,4835104
BI,2010,8250296,982457
BE,2010,257609,10662663
BJ,2010,5529567,3980231
BF,2010,11551870,3988414
BD,2010,105089633,46035842
BG,2010,2048433,5347166
BH,2010,143486,1108027
BS,2010,62911,297587
BA,2010,2337325,1508604
BY,2010,2409036,7080964
BZ,2010,169841,138754
BM,2010,0,65124
BO,2010,3409977,6746624
BR,2010,30579671,164630483
BB,2010,190501,89895
BN,2010,98099,302470
BT,2010,467494,249445
BW,2010,861882,1107459
CF,2010,2660934,1688987
CA,2010,6482425,27522849
CH,2010,2060846,5764063
CL,2010,1957588,15193172
CN,2010,679206337,658498663
CI,2010,9382594,9593994
CM,2010,9999506,10624837
CG,2010,1511960,2599755
CO,2010,11594479,34850319
KM,2010,492378,190703
CV,2010,186103,301498
CR,2010,1319933,3349752
CU,2010,2640272,8641496
CW,2010,15073,134238
KY,2010,0,55509
CY,2010,358135,745550
CZ,2010,2801381,7673029
DE,2010,21024031,60752899
DJ,2010,191862,642174
DM,2010,22707,48460
DK,2010,732572,4815111
DO,2010,2629209,7387588
DZ,2010,12035780,25027040
EC,2010,5596900,9404172
EG,2010,44488317,33587388
ER,2010,4560088,1181071
ES,2010,10041047,36535850
EE,2010,424820,906655
ET,2010,72011249,15084032
FI,2010,881842,4481510
FJ,2010,414548,446011
FR,2010,14080761,50942381
FO,2010,29289,20292
FM,2010,80514,23105
GA,2010,222586,1333636
GB,2010,11736055,51030310
GE,2010,2098649,2354151
GH,2010,11958456,12304445
GN,2010,7085083,3790950
GM,2010,734490,946150
GW,2010,869137,717487
GQ,2010,423109,273058
GR,2010,2644261,8509193
GD,2010,67327,37350
GL,2010,8887,48018
GT,2010,7267880,7073696
GU,2010,9409,150031
GY,2010,564132,221994
HK,2010,0,7024200
HN,2010,3681346,3939858
HR,2010,1875922,2541859
HT,2010,4748689,5147711
HU,2010,3114107,6885916
ID,2010,120521157,120155328
IN,2010,832724944,372899704
IE,2010,1740155,2820000
IR,2010,21872560,52589754
IQ,2010,9587811,21374569
IS,2010,20278,297763
IL,2010,623306,7000294
IT,2010,18774936,40502481
JM,2010,1244694,1446130
JO,2010,1059682,4986318
JP,2010,12079755,115370704
KZ,2010,7551669,8769912
KE,2010,31266488,9642706
KG,2010,3524628,1923272
KH,2010,11519238,2845693
KI,2010,54958,42785
KN,2010,35701,16651
KR,2010,8925489,40484877
XK,2010,,
KW,2010,51964,2939616
LA,2010,4277261,2118452
LB,2010,556398,3784694
LR,2010,2066031,1891959
LY,2010,1350560,4690052
LC,2010,144667,32730
LI,2010,30896,5224
LK,2010,16869164,3783836
LS,2010,1511653,497268
LT,2010,1029629,2067653
LU,2010,58061,448892
LV,2010,677678,1419877
MO,2010,0,534626
MF,2010,,
MA,2010,13389781,18252579
MC,2010,0,36845
MD,2010,1963185,1598860
MG,2010,14349048,6730484
MV,2010,195469,130225
MX,2010,26141310,91745094
MH,2010,15024,37404
MK,2010,904121,1198095
ML,2010,8951574,5034387
MT,2010,22114,392394
MM,2010,35622228,16309003
ME,2010,228834,391244
MN,2010,879822,1832916
MP,2010,5669,48191
MZ,2010,16548198,7419067
MR,2010,1563529,2045891
MU,2010,761138,519786
MW,2010,12680566,2333128
MY,2010,8224875,20050960
NA,2010,1272168,906799
NC,2010,81817,168183
NE,2010,13102963,2790783
NG,2010,90266837,69440943
NI,2010,2488703,3333506
NL,2010,2149866,14465528
NO,2010,1021756,3867496
NP,2010,22329979,4516037
NZ,2010,604285,3763515
OM,2010,696180,2106588
PK,2010,109780123,63369183
PA,2010,1283115,2395013
PE,2010,6755324,22507506
PH,2010,51156094,42288228
PW,2010,3407,17063
PG,2010,5965979,892966
PL,2010,14932875,23250808
PR,2010,229785,3491423
KP,2010,9748757,14751763
PT,2010,4169291,6403809
PY,2010,2681624,3778097
PF,2010,116665,151400
QA,2010,23534,1726179
RO,2010,9348183,10898688
RU,2010,37465903,104919620
RW,2010,8241118,2595614
SA,2010,4883613,22374774
SD,2010,23858320,11793682
SN,2010,7481541,5469023
SG,2010,0,5076700
SB,2010,420905,105542
SL,2010,3552363,2199613
SV,2010,2220766,3997429
SM,2010,1825,29036
SO,2010,6045831,3590342
RS,2010,3265980,4025456
SS,2010,8165976,1774953
ST,2010,67892,110336
SR,2010,176681,348279
SK,2010,2443126,2948302
SI,2010,1023472,1025111
SE,2010,1401467,7976659
SZ,2010,936717,256431
SX,2010,0,37850
SC,2010,42803,46967
SY,2010,9543915,11988732
TC,2010,3029,27964
TD,2010,9144202,2576579
TG,2010,3939178,2366836
TH,2010,37132175,29270141
TJ,2010,5604864,2022462
TM,2010,2601569,2440426
TL,2010,751744,314665
TO,2010,79751,24347
TT,2010,1207345,120750
TN,2010,3593656,6955444
TR,2010,21125480,51012066
TV,2010,4442,5385
TZ,2010,32329528,12643802
UG,2010,29061786,4925427
UA,2010,14363951,31506749
UY,2010,188359,3183623
US,2010,59477260,249849035
UZ,2010,18225382,10337018
VC,2010,55986,53330
VE,2010,3261851,25781432
VI,2010,5745,100522
VN,2010,60511975,26420525
VU,2010,178195,58104
PS,2010,985703,2825399
WS,2010,148678,37351
YE,2010,15539850,7223158
ZA,2010,19229413,31666285
CD,2010,37353877,24837284
ZM,2010,8098708,5118277
ZW,2010,8735944,4341034
AW,2011,58409,43523
AD,2011,9920,67945
AF,2011,21807572,7297908
AO,2011,11926670,8253820
AL,2011,1322800,1506537
AE,2011,1394546,7530550
AR,2011,3611417,37117321
AM,2011,1085728,1878392
AS,2011,6909,48365
AG,2011,65526,22626
AU,2011,2485325,19854675
AT,2011,2870040,5536147
AZ,2011,4254200,4918882
BI,2011,8499318,1041044
BE,2011,255534,10792210
BJ,2011,5647245,4132550
BF,2011,11755755,4239558
BD,2011,105131137,47731294
BG,2011,2010650,5337678
BH,2011,147698,1145066
BS,2011,63720,302611
BA,2011,2330814,1508508
BY,2011,2363892,7109108
BZ,2011,174846,141434
BM,2011,0,64564
BO,2011,3422037,6902408
BR,2011,30282716,166652418
BB,2011,191894,89910
BN,2011,98083,308429
BT,2011,469862,259567
BW,2011,864871,1121830
CF,2011,2704584,1731633
CA,2011,6485634,27857146
CH,2011,2080882,5831516
CL,2011,1940277,15368172
CN,2011,664363135,679766865
CI,2011,9441938,9948016
CM,2011,10134066,11022206
CG,2011,1535242,2690117
CO,2011,11618575,35460217
KM,2011,504394,195822
CV,2011,183350,307206
CR,2011,1285522,3452158
CU,2011,2628561,8647492
CW,2011,15400,135212
KY,2011,0,56601
CY,2011,363916,752597
CZ,2011,2814526,7681562
DE,2011,20868222,60929451
DJ,2011,194280,652366
DM,2011,22571,48830
DK,2011,726570,4844002
DO,2011,2544104,7603494
DZ,2011,12005223,25757739
EC,2011,5658731,9587750
EG,2011,45253706,34138760
ER,2011,4689682,1243170
ES,2011,9968815,36773882
EE,2011,425245,902194
ET,2011,73539203,15853860
FI,2011,878935,4509337
FJ,2011,414745,453176
FR,2011,13993983,51349605
FO,2011,29175,20376
FM,2011,80357,23067
GA,2011,222416,1371618
GB,2011,11658619,51600299
GE,2011,2106457,2376893
GH,2011,12064352,12756354
GN,2011,7221845,3939685
GM,2011,745792,989174
GW,2011,875767,748461
GQ,2011,434345,281651
GR,2011,2597381,8525832
GD,2011,67632,37442
GL,2011,8673,48217
GT,2011,7387849,7318729
GU,2011,9351,151507
GY,2011,567292,223590
HK,2011,0,7071600
HN,2011,3708227,4068442
HR,2011,1806422,2474200
HT,2011,4669696,5363168
HU,2011,3056534,6915193
ID,2011,120164952,123636687
IN,2011,839227469,381928850
IE,2011,1734101,2842693
IR,2011,21722194,53702091
IQ,2011,9814481,21945539
IS,2011,19989,299025
IL,2011,630117,7135683
IT,2011,18737779,40641670
JM,2011,1243815,1456023
JO,2011,1067830,5113170
JP,2011,11186568,116630709
KZ,2011,7685408,8871192
KE,2011,31955066,10072825
KG,2011,3565630,1948970
KH,2011,11689510,2916352
KI,2011,55724,43526
KN,2011,36118,16853
KR,2011,8941881,40837559
XK,2011,,
KW,2011,53776,3070929
LA,2011,4287634,2233680
LB,2011,556439,3826351
LR,2011,2114589,1965108
LY,2011,1354185,4749048
LC,2011,146196,33075
LI,2011,31144,5244
LK,2011,17048095,3820905
LS,2011,1517002,512514
LT,2011,1009210,2018905
LU,2011,57505,460842
LV,2011,666934,1392775
MO,2011,0,546278
MF,2011,,
MA,2011,13403725,18655699
MC,2011,0,37261
MD,2011,1963012,1596974
MG,2011,14619840,7059094
MV,2011,195331,136633
MX,2011,26118625,93242608
MH,2011,14899,37596
MK,2011,905472,1198418
ML,2011,9112964,5303773
MT,2011,21509,394759
MM,2011,35632547,16718216
ME,2011,227938,392706
MN,2011,866529,1887680
MP,2011,5635,47595
MZ,2011,16917143,7664224
MR,2011,1579302,2123461
MU,2011,766846,519205
MW,2011,13036418,2421113
MY,2011,8128722,20630246
NA,2011,1272092,945526
NC,2011,81531,172469
NE,2011,13578036,2933426
NG,2011,91353660,72839265
NI,2011,2507089,3398057
NL,2011,2030379,14662695
NO,2011,1021079,3932009
NP,2011,22494705,4661662
NZ,2011,608666,3796534
OM,2011,735292,2289482
PK,2011,110972471,65193882
PA,2011,1293951,2446331
PE,2011,6731760,22883127
PH,2011,52263231,42790206
PW,2011,3249,17357
PG,2011,6101290,911687
PL,2011,15113096,23421061
PR,2011,229637,3456943
KP,2011,9774682,14856609
PT,2011,4099817,6457743
PY,2011,2713769,3859328
PF,2011,118239,152635
QA,2011,22702,1888200
RO,2011,9275922,10871606
RU,2011,37551803,105404657
RW,2011,8366929,2777386
SA,2011,4914381,22847347
SD,2011,24340228,12090695
SN,2011,7665574,5665163
SG,2011,0,5183700
SB,2011,427675,110322
SL,2011,3603934,2261557
SV,2011,2202823,4053419
SM,2011,1831,29217
SO,2011,6172425,3735478
RS,2011,3236681,3997418
SS,2011,8510226,1870884
ST,2011,68508,114669
SR,2011,178657,351104
SK,2011,2461123,2937261
SI,2011,1027489,1025354
SE,2011,1397539,8051674
SZ,2011,952454,259705
SX,2011,0,38486
SC,2011,41437,46004
SY,2011,9648643,12313033
TC,2011,2961,28765
TD,2011,9416630,2663407
TG,2011,4012181,2460123
TH,2011,36354672,30221660
TJ,2011,5741336,2073514
TM,2011,2619363,2487305
TL,2011,782359,338033
TO,2011,80043,24511
TT,2011,1213944,119138
TN,2011,3618418,7055382
TR,2011,20980980,52077658
TV,2011,4350,5494
TZ,2011,33005407,13349200
UG,2011,29946151,5201913
UA,2011,14225567,31480533
UY,2011,182302,3201184
US,2011,59387637,252194927
UZ,2011,18726459,10612941
VC,2011,55619,53738
VE,2011,3301120,26199505
VI,2011,5543,100241
VN,2011,60584126,27255874
VU,2011,181590,60188
PS,2011,1007053,2919998
WS,2011,150211,37218
YE,2011,15776481,7527725
ZA,2011,19215464,32364135
CD,2011,38076330,25855182
ZM,2011,8295756,5338040
ZW,2011,8948351,4410387
AW,2012,59010,43374
AD,2012,10416,67944
AF,2012,22228823,7595713
AO,2012,12138574,8681951
AL,2012,1279528,1522153
AE,2012,1409938,7795713
AR,2012,3576617,37510310
AM,2012,1093780,1875301
AS,2012,6939,48189
AG,2012,66682,22387
AU,2012,2496220,20227680
AT,2012,2877662,5552329
AZ,2012,4289447,5006337
BI,2012,8747501,1102068
BE,2012,252389,10875857
BJ,2012,5762369,4288333
BF,2012,11958951,4501190
BD,2012,105208320,49487048
BG,2012,1974708,5331180
BH,2012,149982,1167845
BS,2012,64472,307488
BA,2012,2324197,1509719
BY,2012,2321803,7142197
BZ,2012,179866,144194
BM,2012,0,64798
BO,2012,3434489,7061796
BR,2012,29995072,168660947
BB,2012,193245,89976
BN,2012,98018,314220
BT,2012,472036,269786
BW,2012,867713,1136197
CF,2012,2748702,1776507
CA,2012,6501489,28252823
CH,2012,2100056,5896805
CL,2012,1923575,15541239
CN,2012,649832871,700862129
CI,2012,9514946,10324804
CM,2012,10268916,11430715
CG,2012,1557001,2780050
CO,2012,11638449,36065978
KM,2012,516394,201109
CV,2012,181005,313396
CR,2012,1252260,3553035
CU,2012,2617004,8653953
CW,2012,15735,136321
KY,2012,0,57570
CY,2012,369621,759373
CZ,2012,2825825,7684960
DE,2012,20357384,60068439
DJ,2012,196714,662938
DM,2012,22451,49233
DK,2012,718964,4872608
DO,2012,2462381,7814240
DZ,2012,11979355,26502350
EC,2012,5718504,9773760
EG,2012,46009854,34712020
ER,2012,4821848,1309074
ES,2012,9865691,36895573
EE,2012,426191,898825
ET,2012,75070890,16657959
FI,2012,876035,4537936
FJ,2012,414663,460079
FR,2012,13910337,51766421
FO,2012,29049,20457
FM,2012,80320,23075
GA,2012,222569,1410003
GB,2012,11570959,52124728
GE,2012,2103354,2387346
GH,2012,12158399,13208063
GN,2012,7357672,4093601
GM,2012,757581,1033644
GW,2012,882950,780608
GQ,2012,445732,290564
GR,2012,2551337,8541434
GD,2012,67930,37553
GL,2012,8408,48402
GT,2012,7509440,7573391
GU,2012,9324,153486
GY,2012,570128,225241
HK,2012,0,7154600
HN,2012,3735403,4200443
HR,2012,1789216,2478342
HT,2012,4594375,5579400
HU,2012,2992775,6927587
ID,2012,119758756,127105435
IN,2012,845510352,391176380
IE,2012,1725315,2861582
IR,2012,21575385,54849058
IQ,2012,10042233,22535976
IS,2012,19756,300960
IL,2012,636874,7273626
IT,2012,18719287,40820430
JM,2012,1242151,1465654
JO,2012,1075955,5242045
JP,2012,10329929,117231560
KZ,2012,7815065,8976360
KE,2012,32655628,10522513
KG,2012,3622083,1985117
KH,2012,11871352,2993294
KI,2012,56493,44293
KN,2012,36521,17063
KR,2012,8930293,41074148
XK,2012,,
KW,2012,55453,3195043
LA,2012,4295331,2350496
LB,2012,556385,3868503
LR,2012,2156356,2034079
LY,2012,1354756,4799867
LC,2012,147499,33371
LI,2012,31390,5266
LK,2012,16608586,3719414
LS,2012,1523067,528478
LT,2012,997797,1989976
LU,2012,57093,473853
LV,2012,660177,1374142
MO,2012,0,556783
MF,2012,,
MA,2012,13432208,19088935
MC,2012,0,37579
MD,2012,1962826,1596693
MG,2012,14893226,7400688
MV,2012,195271,143171
MX,2012,26094596,94752881
MH,2012,14773,37782
MK,2012,906261,1199314
ML,2012,9271748,5581824
MT,2012,21011,398444
MM,2012,35654557,17142762
ME,2012,226962,394119
MN,2012,853711,1942773
MP,2012,5672,47633
MZ,2012,17285244,7918151
MR,2012,1594379,2201762
MU,2012,772583,518584
MW,2012,13393577,2512906
MY,2012,8033378,21206549
NA,2012,1272806,986587
NC,2012,81247,176753
NE,2012,14071176,3085866
NG,2012,92463506,76370270
NI,2012,2526055,3465678
NL,2012,1914254,14840708
NO,2012,1020527,3998046
NP,2012,22661416,4812961
NZ,2012,611754,3821246
OM,2012,788600,2525401
PK,2012,112104065,67056046
PA,2012,1304258,2498023
PE,2012,6712469,23275331
PH,2012,53372463,43334301
PW,2012,3105,17649
PG,2012,6236589,930421
PL,2012,15149222,23386651
PR,2012,229244,3422301
KP,2012,9797308,14965880
PT,2012,4021087,6493757
PY,2012,2745830,3941531
PF,2012,119881,153933
QA,2012,21612,2028902
RO,2012,9217025,10859702
RU,2012,37532681,105645319
RW,2012,8490918,2966883
SA,2012,4947546,23340309
SD,2012,24803718,12391631
SN,2012,7853892,5872129
SG,2012,0,5312400
SB,2012,434380,115218
SL,2012,3653899,2324828
SV,2012,2186014,4111380
SM,2012,1836,29411
SO,2012,6305385,3889749
RS,2012,3217483,3981594
SS,2012,8865097,1972430
ST,2012,69098,119000
SR,2012,180632,353909
SK,2012,2478672,2928907
SI,2012,1031542,1025617
SE,2012,1393351,8126023
SZ,2012,967874,263111
SX,2012,0,39088
SC,2012,41577,46726
SY,2012,9752859,12646395
TC,2012,2889,29538
TD,2012,9693518,2754657
TG,2012,4085866,2557062
TH,2012,35608427,31176574
TJ,2012,5881162,2127828
TM,2012,2637005,2535926
TL,2012,794711,354247
TO,2012,80282,24659
TT,2012,1219811,117628
TN,2012,3634820,7142680
TR,2012,20842031,53155097
TV,2012,4258,5602
TZ,2012,33690435,14092672
UG,2012,30852183,5493677
UA,2012,14101096,31492204
UY,2012,176451,3218802
US,2012,59297017,254576668
UZ,2012,19001490,10773010
VC,2012,55239,54134
VE,2012,3339659,26615123
VI,2012,5352,99923
VN,2012,60660298,28112602
VU,2012,184952,62310
PS,2012,1028844,3018057
WS,2012,151793,37096
YE,2012,16011168,7841241
ZA,2012,19199542,33075403
CD,2012,38798857,26906236
ZM,2012,8503190,5571909
ZW,2012,9218075,4506242
AW,2013,59629,43282
AD,2013,10960,68258
AF,2013,22647650,7904024
AO,2013,12348328,9123290
AL,2013,1237506,1536114
AE,2013,1403695,7942434
AR,2013,3542825,37903421
AM,2013,1102074,1874492
AS,2013,6987,48178
AG,2013,67810,22175
AU,2013,2509009,20621891
AT,2013,2890917,5582869
AZ,2013,4322218,5094380
BI,2013,8996686,1165846
BE,2013,248980,10946158
BJ,2013,5875502,4447972
BF,2013,12161585,4773254
BD,2013,105305414,51289548
BG,2013,1939786,5325329
BH,2013,150975,1181196
BS,2013,65165,312209
BA,2013,2317267,1512040
BY,2013,2283483,7182517
BZ,2013,184875,147025
BM,2013,0,65024
BO,2013,3447224,7223976
BR,2013,29711670,170650255
BB,2013,194548,90096
BN,2013,97924,319860
BT,2013,473939,280008
BW,2013,870345,1150799
CF,2013,2792932,1823485
CA,2013,6514131,28644173
CH,2013,2118399,5963083
CL,2013,1907333,15712375
CN,2013,635688202,721691798
CI,2013,9596100,10719986
CM,2013,10403726,11850233
CG,2013,1577531,2870101
CO,2013,11653673,36667732
KM,2013,528376,206541
CV,2013,178969,319928
CR,2013,1220185,3651981
CU,2013,2605515,8660114
CW,2013,16061,137439
KY,2013,0,58435
CY,2013,375067,766099
CZ,2013,2834483,7686985
DE,2013,20244131,60377657
DJ,2013,199151,673781
DM,2013,22343,49660
DK,2013,711593,4902113
DO,2013,2384334,8019427
DZ,2013,11954578,27253616
EC,2013,5776116,9961762
EG,2013,46751621,35304757
ER,2013,4954728,1378407
ES,2013,9735783,36911638
EE,2013,427572,897040
ET,2013,76607425,17493331
FI,2013,872916,4566491
FJ,2013,414312,466753
FR,2013,13829662,52198805
FO,2013,28925,20544
FM,2013,80414,23135
GA,2013,223040,1448671
GB,2013,11478506,52618579
GE,2013,2090309,2386591
GH,2013,12243808,13660790
GN,2013,7492374,4252815
GM,2013,769802,1079483
GW,2013,890524,813731
GQ,2013,457214,299800
GR,2013,2499595,8532733
GD,2013,68216,37681
GL,2013,8115,48368
GT,2013,7631857,7836346
GU,2013,9320,155804
GY,2013,572667,226946
HK,2013,0,7187500
HN,2013,3762429,4335259
HR,2013,1770867,2481833
HT,2013,4522350,5795111
HU,2013,2938889,6958358
ID,2013,119305841,130559790
IN,2013,851530054,400609542
IE,2013,1715556,2879725
IR,2013,21437376,56009792
IQ,2013,10271864,23145612
IS,2013,19567,303435
IL,2013,643785,7415615
IT,2013,18735508,41095585
JM,2013,1239778,1475222
JO,2013,1084402,5374598
JP,2013,9561857,117776764
KZ,2013,7946123,9091385
KE,2013,33362846,10990845
KG,2013,3690050,2029450
KH,2013,12059854,3075315
KI,2013,57260,45091
KN,2013,36908,17283
KR,2013,8914493,41305176
XK,2013,,
KW,2013,56929,3311643
LA,2013,4300875,2468852
LB,2013,556279,3911111
LR,2013,2193372,2100705
LY,2013,1353792,4847729
LC,2013,148627,33646
LI,2013,31634,5291
LK,2013,16734611,3748389
LS,2013,1529482,544983
LT,2013,988704,1967417
LU,2013,56667,486535
LV,2013,654833,1358552
MO,2013,0,566375
MF,2013,,
MA,2013,13467325,19540825
MC,2013,0,37831
MD,2013,1961756,1597244
MG,2013,15168915,7755936
MV,2013,195228,149795
MX,2013,26067811,96264588
MH,2013,14654,37980
MK,2013,906478,1200680
ML,2013,9431478,5870172
MT,2013,20576,402706
MM,2013,35679814,17579204
ME,2013,225916,395467
MN,2013,841331,1997742
MP,2013,5755,48100
MZ,2013,17652461,8181291
MR,2013,1609010,2280870
MU,2013,778054,518249
MW,2013,13753719,2608848
MY,2013,7939184,21777781
NA,2013,1274217,1029098
NC,2013,80968,181032
NE,2013,14582413,3248857
NG,2013,93589088,80026257
NI,2013,2544923,3535555
NL,2013,1802925,15001299
NO,2013,1019939,4064251
NP,2013,22828106,4969351
NZ,2013,615942,3854858
OM,2013,846396,2786048
PK,2013,113183408,68959186
PA,2013,1314050,2550120
PE,2013,6696605,23678998
PH,2013,54477570,43916004
PW,2013,2975,17943
PG,2013,6371182,950080
PL,2013,15174555,23356170
PR,2013,228618,3386468
KP,2013,9816537,15078943
PT,2013,3939372,6520434
PY,2013,2777105,4025190
PF,2013,121559,155272
QA,2013,20364,2148309
RO,2013,9136333,10827248
RU,2013,37523779,105976082
RW,2013,8612288,3164234
SA,2013,4981917,23846953
SD,2013,25261449,12702857
SN,2013,8044804,6088476
SG,2013,0,5399200
SB,2013,441010,120221
SL,2013,3702398,2389677
SV,2013,2170020,4170434
SM,2013,1842,29606
SO,2013,6443028,4052555
RS,2013,3197068,3966908
SS,2013,9218807,2077366
ST,2013,69667,123326
SR,2013,182599,356677
SK,2013,2493461,2920634
SI,2013,1035105,1025379
SE,2013,1389577,8202975
SZ,2013,982905,266609
SX,2013,0,39689
SC,2013,41705,47468
SY,2013,9856713,12988837
TC,2013,2819,30279
TD,2013,9974631,2850683
TG,2013,4159791,2657191
TH,2013,34883657,32126845
TJ,2013,6022827,2185007
TM,2013,2654096,2585976
TL,2013,807279,370973
TO,2013,80509,24814
TT,2013,1224927,116224
TN,2013,3651768,7234732
TR,2013,20703889,54228752
TV,2013,4166,5710
TZ,2013,34380652,14872474
UG,2013,31777825,5801051
UA,2013,13977134,31512466
UY,2013,170932,3236130
US,2013,59188803,256940036
UZ,2013,19288681,10952419
VC,2013,54853,54520
VE,2013,3376802,27028405
VI,2013,5170,99567
VN,2013,60724851,28984049
VU,2013,188288,64475
PS,2013,1050716,3118790
WS,2013,153364,37008
YE,2013,16243112,8164269
ZA,2013,19185839,33796152
CD,2013,39521831,27991846
ZM,2013,8719259,5819381
ZW,2013,9529222,4620426
