id,year,currency,budget-type,sectoral,sectoral-type,l1,l2,l3,l4,l5,value
UG,2000,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,328000000000
UG,2001,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,325000000000
UG,2002,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,361000000000
UG,2003,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,389000000000
UG,2004,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,447200000000
UG,2005,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,498000000000
UG,2006,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,567000000000
UG,2007,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,653000000000
UG,2008,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,815000000000
UG,2009,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,921000000000
UG,2010,ugandan shillings,actual ,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,1025000000000
UG,2011,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,1186000000000
UG,2012,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,1446000000000
UG,2013,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,1466000000000
UG,2014,ugandan shillings,budget,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,1793800000000
UG,2014,ugandan shillings,prel,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,1757000000000
UG,2015,ugandan shillings,budget,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,2094000000000
UG,2015,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,2094000000000
UG,2016,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,2439000000000
UG,2017,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,2784000000000
UG,2018,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,3151000000000
UG,2019,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,excises,,3480000000000
UG,2000,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,313000000000
UG,2001,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,339000000000
UG,2002,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,393000000000
UG,2003,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,466000000000
UG,2004,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,531000000000
UG,2005,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,608000000000
UG,2006,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,696000000000
UG,2007,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,829000000000
UG,2008,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,1039000000000
UG,2009,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,1184000000000
UG,2010,ugandan shillings,actual ,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,1329000000000
UG,2011,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,1567000000000
UG,2012,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,1921000000000
UG,2013,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,2353000000000
UG,2014,ugandan shillings,budget,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,2953800000000
UG,2014,ugandan shillings,prel,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,2570000000000
UG,2015,ugandan shillings,budget,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,3066000000000
UG,2015,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,3066000000000
UG,2016,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,3432000000000
UG,2017,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,3939000000000
UG,2018,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,4570000000000
UG,2019,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,tax-revenue,value-added-tax,,5245000000000
UG,2000,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,81000000000
UG,2001,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,53000000000
UG,2002,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,98000000000
UG,2003,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,96000000000
UG,2004,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,118700000000
UG,2005,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,121000000000
UG,2006,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,125000000000
UG,2007,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,144000000000
UG,2008,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,121000000000
UG,2009,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,198000000000
UG,2010,ugandan shillings,actual ,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,206000000000
UG,2011,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,251000000000
UG,2012,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,259000000000
UG,2013,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,304000000000
UG,2014,ugandan shillings,budget,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,182100000000
UG,2014,ugandan shillings,prel,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,334000000000
UG,2015,ugandan shillings,budget,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,405000000000
UG,2015,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,405000000000
UG,2016,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,504000000000
UG,2017,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,580000000000
UG,2018,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,693000000000
UG,2019,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,nontax-revenue,,,829000000000
UG,2000,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2001,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2002,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2003,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2004,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2005,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2006,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2007,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2008,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2009,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2010,ugandan shillings,actual ,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2011,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,1121000000000
UG,2012,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,392000000000
UG,2013,ugandan shillings,actual,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2014,ugandan shillings,budget,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2014,ugandan shillings,prel,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2015,ugandan shillings,budget,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2015,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2016,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2017,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2018,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2019,ugandan shillings,proj,FALSE,,total-revenue-and-grants,total-revenue,resource-revenue,,,0
UG,2000,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,,,,516000000000
UG,2001,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,,,,786000000000
UG,2002,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,,,,715000000000
UG,2003,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,,,,830000000000
UG,2004,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,,,,1249100000000
UG,2005,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,,,,1198000000000
UG,2006,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,,,,974000000000
UG,2007,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,,,,957000000000
UG,2008,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,,,,656000000000
UG,2009,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,,,,787000000000
UG,2010,ugandan shillings,actual ,FALSE,,total-revenue-and-grants,grants,,,,863000000000
UG,2011,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,,,,891000000000
UG,2012,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,,,,1137000000000
UG,2013,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,,,,936000000000
UG,2014,ugandan shillings,budget,FALSE,,total-revenue-and-grants,grants,,,,909700000000
UG,2014,ugandan shillings,prel,FALSE,,total-revenue-and-grants,grants,,,,709000000000
UG,2015,ugandan shillings,budget,FALSE,,total-revenue-and-grants,grants,,,,1091500000000
UG,2015,ugandan shillings,proj,FALSE,,total-revenue-and-grants,grants,,,,1222000000000
UG,2016,ugandan shillings,proj,FALSE,,total-revenue-and-grants,grants,,,,824000000000
UG,2017,ugandan shillings,proj,FALSE,,total-revenue-and-grants,grants,,,,819000000000
UG,2018,ugandan shillings,proj,FALSE,,total-revenue-and-grants,grants,,,,881000000000
UG,2019,ugandan shillings,proj,FALSE,,total-revenue-and-grants,grants,,,,738000000000
UG,2000,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,240000000000
UG,2001,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,367000000000
UG,2002,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,364000000000
UG,2003,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,469000000000
UG,2004,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,816200000000
UG,2005,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,811000000000
UG,2006,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,738000000000
UG,2007,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,776000000000
UG,2008,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,470000000000
UG,2009,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,531000000000
UG,2010,ugandan shillings,actual ,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,467000000000
UG,2011,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,515000000000
UG,2012,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,581000000000
UG,2013,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,199000000000
UG,2014,ugandan shillings,budget,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,212900000000
UG,2014,ugandan shillings,prel,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,215000000000
UG,2015,ugandan shillings,budget,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,68900000000
UG,2015,ugandan shillings,proj,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,257000000000
UG,2016,ugandan shillings,proj,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,256000000000
UG,2017,ugandan shillings,proj,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,254000000000
UG,2018,ugandan shillings,proj,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,274000000000
UG,2019,ugandan shillings,proj,FALSE,,total-revenue-and-grants,grants,budget-support-grants,,,229000000000
UG,2000,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,project-grants,,,275000000000
UG,2001,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,project-grants,,,419000000000
UG,2002,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,project-grants,,,351000000000
UG,2003,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,project-grants,,,361000000000
UG,2004,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,project-grants,,,432900000000
UG,2005,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,project-grants,,,387000000000
UG,2006,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,project-grants,,,236000000000
UG,2007,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,project-grants,,,181000000000
UG,2008,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,project-grants,,,185000000000
UG,2009,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,project-grants,,,257000000000
UG,2010,ugandan shillings,actual ,FALSE,,total-revenue-and-grants,grants,project-grants,,,396000000000
UG,2011,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,project-grants,,,375000000000
UG,2012,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,project-grants,,,556000000000
UG,2013,ugandan shillings,actual,FALSE,,total-revenue-and-grants,grants,project-grants,,,738000000000
UG,2014,ugandan shillings,budget,FALSE,,total-revenue-and-grants,grants,project-grants,,,696800000000
UG,2014,ugandan shillings,prel,FALSE,,total-revenue-and-grants,grants,project-grants,,,494000000000
UG,2015,ugandan shillings,budget,FALSE,,total-revenue-and-grants,grants,project-grants,,,1022600000000
UG,2015,ugandan shillings,proj,FALSE,,total-revenue-and-grants,grants,project-grants,,,964000000000
