country,sector,channel,year,out-oda-gross-sector-channel
AT,E,J,2006,213850
AT,F,A,2006,853574
AT,F,E,2006,1083752
AT,F,H,2006,3235443
AT,F,I,2006,3079936
AT,F,J,2006,55132
AT,G,A,2006,285438
AT,G,E,2006,626223
AT,G,H,2006,3090626
AT,G,I,2006,631204
AT,G,J,2006,266884
AT,H,A,2006,4055250
AT,H,E,2006,4272440
AT,H,F,2006,350518
AT,H,H,2006,2460207
AT,H,I,2006,1212456
AT,H,J,2006,85403
AT,I,A,2006,441144
AT,I,E,2006,4919187
AT,I,F,2006,2226
AT,I,H,2006,1235262
AT,I,I,2006,2761187
AT,I,J,2006,203917
AT,J,A,2006,1403985
AT,J,E,2006,2230515
AT,J,F,2006,59942
AT,J,H,2006,426073
AT,J,I,2006,142647
AT,J,J,2006,76511
AT,K,A,2006,36922090
AT,K,E,2006,17233153
AT,K,F,2006,602246
AT,K,H,2006,5076520
AT,K,I,2006,5863031
AT,K,J,2006,53640956
AT,M,A,2006,816460674
AT,M,J,2006,48868469
AT,N,A,2006,786382
AT,N,E,2006,6457699
AT,N,F,2006,277588
AT,N,H,2006,4965813
AT,N,I,2006,1317740
AT,N,J,2006,5422172
AU,A,A,2006,45423150
AU,A,D,2006,1884557
AU,A,H,2006,6145880
AU,A,I,2006,120632260
AU,A,J,2006,81265968
AU,B,A,2006,32455562
AU,B,D,2006,22987029
AU,B,E,2006,5325672
AU,B,H,2006,55657665
AU,B,I,2006,147232826
AU,B,J,2006,36056057
AU,C,A,2006,1279071
AU,C,D,2006,85720
AU,C,H,2006,5718432
AU,C,I,2006,3252374
AU,C,J,2006,362187
AU,D,A,2006,302208233
AU,D,D,2006,37370595
AU,D,E,2006,422256
AU,D,H,2006,40876572
AU,D,I,2006,327042657
AU,D,J,2006,146511899
AU,E,A,2006,6887520
AU,E,D,2006,1456659
AU,E,H,2006,6841397
AU,E,I,2006,6257336
AU,E,J,2006,16840524
AU,F,A,2006,3078936
AU,F,D,2006,125749
AU,F,E,2006,5997671
AU,F,H,2006,6774748
AU,F,I,2006,27549224
AU,F,J,2006,23574229
AU,G,A,2006,29447
AU,G,D,2006,21088
AU,G,H,2006,16200371
AU,G,I,2006,5048673
AU,G,J,2006,12607709
AU,H,A,2006,54255420
AU,H,D,2006,5801901
AU,H,H,2006,17640933
AU,H,I,2006,34024032
AU,H,J,2006,16057892
AU,I,A,2006,5548164
AU,I,H,2006,3210742
AU,I,I,2006,3792968
AU,I,J,2006,1245148
AU,J,A,2006,12897626
AU,J,D,2006,608738
AU,J,H,2006,1937814
AU,J,I,2006,10313929
AU,J,J,2006,3913889
AU,K,A,2006,114360444
AU,K,D,2006,25521400
AU,K,E,2006,939824
AU,K,H,2006,19863178
AU,K,I,2006,82650850
AU,K,J,2006,175178580
AU,L,A,2006,21902
AU,L,J,2006,662361
AU,M,A,2006,461127828
AU,N,A,2006,70447483
AU,N,D,2006,20638618
AU,N,E,2006,18130500
AU,N,H,2006,170511547
AU,N,I,2006,6952805
AU,N,J,2006,26733246
BE,A,A,2006,138724168
BE,A,D,2006,24055252
BE,A,E,2006,13404715
BE,A,F,2006,467621
BE,A,H,2006,211838
BE,B,A,2006,93489627
BE,B,E,2006,24146100
BE,B,F,2006,1608453
BE,B,H,2006,16269722
BE,C,A,2006,48533966
BE,C,D,2006,103320
BE,C,E,2006,6101113
BE,C,F,2006,36321
BE,D,A,2006,76451372
BE,D,D,2006,1442666
BE,D,E,2006,27072851
BE,D,F,2006,8782807
BE,D,H,2006,52897998
BE,E,A,2006,36842035
BE,E,D,2006,5538919
BE,E,E,2006,25140143
BE,E,F,2006,805720
BE,E,H,2006,13743478
BE,F,A,2006,34338413
BE,F,D,2006,100332
BE,F,E,2006,872532
BE,F,F,2006,258006
BE,F,H,2006,1443633
BE,F,I,2006,107363
BE,G,A,2006,46755222
BE,G,E,2006,5302711
BE,G,F,2006,175127
BE,G,H,2006,4438437
BE,H,A,2006,25408067
BE,H,D,2006,389477
BE,H,E,2006,27969087
BE,H,F,2006,1348916
BE,H,H,2006,16647853
BE,I,A,2006,8226733
BE,I,D,2006,87253
BE,I,E,2006,1762070
BE,I,F,2006,154627
BE,I,H,2006,6852611
BE,J,A,2006,3183529
BE,J,F,2006,545679
BE,J,H,2006,4690596
BE,K,A,2006,187741810
BE,K,D,2006,6269542
BE,K,E,2006,53560669
BE,K,F,2006,129724
BE,K,H,2006,3428831
BE,L,A,2006,10249798
BE,M,A,2006,463442759
BE,N,A,2006,19055920
BE,N,D,2006,725656
BE,N,E,2006,24269819
BE,N,H,2006,55355510
CA,A,J,2006,225234605
CA,B,J,2006,273647576
CA,C,J,2006,58789907
CA,D,J,2006,414940060
CA,E,J,2006,67308561
CA,F,J,2006,35411893
CA,G,J,2006,64298743
CA,H,J,2006,136004567
CA,I,J,2006,53835175
CA,J,J,2006,41881197
CA,K,J,2006,401735457
CA,L,J,2006,52081495
CA,M,J,2006,334539760
CA,N,J,2006,346654019
CH,A,E,2006,15311382
CH,A,F,2006,13655610
CH,A,H,2006,5878668
CH,A,J,2006,31684129
CH,B,E,2006,17975506
CH,B,F,2006,4157477
CH,B,H,2006,2801729
CH,B,J,2006,36577004
CH,C,A,2006,195128
CH,C,E,2006,3759325
CH,C,F,2006,13876680
CH,C,G,2006,297768
CH,C,H,2006,6989660
CH,C,J,2006,19755349
CH,D,A,2006,956467
CH,D,E,2006,24448584
CH,D,F,2006,18669171
CH,D,G,2006,2299809
CH,D,H,2006,25496413
CH,D,I,2006,7434056
CH,D,J,2006,123034714
CH,E,E,2006,5615865
CH,E,F,2006,6170797
CH,E,H,2006,496280
CH,E,J,2006,3706313
CH,F,E,2006,4961677
CH,F,F,2006,2349437
CH,F,H,2006,9268039
CH,F,J,2006,36946958
CH,G,A,2006,3444638
CH,G,E,2006,3097241
CH,G,F,2006,257163
CH,G,H,2006,5420737
CH,G,J,2006,53421217
CH,H,E,2006,33735797
CH,H,F,2006,8894700
CH,H,H,2006,14393263
CH,H,J,2006,26229554
CH,I,A,2006,4991003
CH,I,E,2006,13892471
CH,I,F,2006,1977226
CH,I,H,2006,25061039
CH,I,J,2006,26163008
CH,J,E,2006,7988988
CH,J,F,2006,3922872
CH,J,H,2006,17079946
CH,J,J,2006,9665063
CH,K,A,2006,5265085
CH,K,E,2006,212295282
CH,K,F,2006,12030291
CH,K,H,2006,29034667
CH,K,I,2006,1339957
CH,K,J,2006,387534198
CH,L,J,2006,49077634
CH,M,A,2006,15790
CH,M,J,2006,138587470
CH,N,E,2006,64782657
CH,N,F,2006,4895130
CH,N,H,2006,77293439
CH,N,I,2006,225582
CH,N,J,2006,100748334
DE,A,A,2006,1253925259
DE,A,D,2006,113627579
DE,A,H,2006,17484352
DE,A,I,2006,91541565
DE,B,A,2006,233781560
DE,B,D,2006,30774674
DE,B,H,2006,6573501
DE,B,I,2006,2141126
DE,C,A,2006,361120375
DE,C,D,2006,10281193
DE,C,H,2006,1200858
DE,C,I,2006,4123064
DE,D,A,2006,403898218
DE,D,D,2006,288906760
DE,D,H,2006,26486794
DE,D,I,2006,3531269
DE,E,A,2006,178078596
DE,E,D,2006,37158021
DE,E,H,2006,2954318
DE,E,I,2006,43379032
DE,F,A,2006,411423760
DE,F,D,2006,1935950
DE,F,H,2006,3591838
DE,F,I,2006,53746696
DE,G,A,2006,407875805
DE,G,D,2006,14755141
DE,G,H,2006,152051
DE,G,I,2006,265227596
DE,H,A,2006,188637141
DE,H,D,2006,47026054
DE,H,H,2006,25342177
DE,H,I,2006,18220412
DE,I,A,2006,82618953
DE,I,D,2006,3784173
DE,I,H,2006,5459995
DE,I,I,2006,79528243
DE,J,A,2006,152270794
DE,J,D,2006,3367104
DE,J,H,2006,5195846
DE,J,I,2006,377038
DE,K,A,2006,669111619
DE,K,D,2006,116452941
DE,K,E,2006,8328217
DE,K,H,2006,17441491
DE,K,I,2006,1119222
DE,L,A,2006,96449752
DE,M,A,2006,3340997139
DE,N,A,2006,171305292
DE,N,D,2006,92778843
DE,N,H,2006,124039250
DE,N,I,2006,5442276
DK,A,D,2006,96224
DK,A,H,2006,3746834
DK,A,J,2006,59119014
DK,B,J,2006,80530478
DK,C,J,2006,111465407
DK,D,A,2006,239400
DK,D,D,2006,2435084
DK,D,J,2006,144278882
DK,E,J,2006,28132915
DK,F,J,2006,122893828
DK,G,J,2006,23203370
DK,H,I,2006,437929
DK,H,J,2006,72631853
DK,I,I,2006,68907
DK,I,J,2006,26825257
DK,J,D,2006,485674
DK,J,J,2006,137784978
DK,K,I,2006,445891
DK,K,J,2006,150348185
DK,L,J,2006,56428570
DK,M,J,2006,124855158
DK,N,J,2006,103226534
ES,A,J,2006,239471362
ES,B,J,2006,158331974
ES,C,J,2006,73770759
ES,D,J,2006,202921829
ES,E,J,2006,157000977
ES,F,J,2006,284989199
ES,G,J,2006,9699146
ES,H,J,2006,114192362
ES,I,J,2006,36498662
ES,J,J,2006,44083867
ES,K,J,2006,430009273
ES,L,J,2006,11748612
ES,M,J,2006,569938038
ES,N,J,2006,147396129
EU,A,A,2006,682541759
EU,A,D,2006,32635820
EU,A,H,2006,22768114
EU,B,A,2006,510621190
EU,B,D,2006,86410008
EU,B,H,2006,80047442
EU,C,A,2006,410067497
EU,C,D,2006,6109771
EU,C,H,2006,1401032
EU,D,A,2006,1442929585
EU,D,D,2006,148883023
EU,D,E,2006,104878
EU,D,H,2006,285767504
EU,E,A,2006,417203969
EU,E,D,2006,53249128
EU,E,H,2006,26122962
EU,F,A,2006,1155803711
EU,F,D,2006,335317
EU,F,H,2006,23185227
EU,G,A,2006,185419292
EU,G,D,2006,2650165
EU,H,A,2006,496941289
EU,H,D,2006,97383401
EU,H,H,2006,45029630
EU,I,A,2006,386426075
EU,I,D,2006,1425812
EU,I,H,2006,12174305
EU,J,A,2006,142706464
EU,J,D,2006,18582074
EU,J,H,2006,19679333
EU,K,A,2006,1960976710
EU,K,D,2006,64211881
EU,K,E,2006,123776
EU,K,H,2006,2085283
EU,K,I,2006,7752242
EU,L,A,2006,928491420
EU,L,H,2006,11047168
EU,M,A,2006,61076
EU,N,A,2006,955435820
EU,N,D,2006,166084759
EU,N,E,2006,10570152
EU,N,H,2006,386497814
FI,A,A,2006,257926
FI,A,D,2006,1035580
FI,A,H,2006,490976
FI,A,I,2006,252114
FI,A,J,2006,44346706
FI,B,A,2006,355643
FI,B,D,2006,698239
FI,B,H,2006,8678946
FI,B,I,2006,366914
FI,B,J,2006,33845930
FI,C,A,2006,108577
FI,C,D,2006,22014
FI,C,J,2006,17648398
FI,D,A,2006,2599459
FI,D,D,2006,5372444
FI,D,H,2006,6407390
FI,D,I,2006,12905732
FI,D,J,2006,52868283
FI,E,A,2006,450321
FI,E,D,2006,753349
FI,E,J,2006,17869987
FI,F,A,2006,485208
FI,F,D,2006,31187
FI,F,I,2006,232990
FI,F,J,2006,9473859
FI,G,A,2006,463912
FI,G,J,2006,6511607
FI,H,A,2006,159197
FI,H,D,2006,88059
FI,H,I,2006,541639
FI,H,J,2006,18397155
FI,I,A,2006,731569
FI,I,D,2006,44029
FI,I,H,2006,1100744
FI,I,I,2006,409843
FI,I,J,2006,9513752
FI,J,A,2006,301574
FI,J,H,2006,2860275
FI,J,I,2006,403606
FI,J,J,2006,10222336
FI,K,A,2006,18035818
FI,K,D,2006,11647287
FI,K,H,2006,2738520
FI,K,I,2006,1631493
FI,K,J,2006,144301157
FI,L,J,2006,25109423
FI,N,D,2006,6104436
FI,N,H,2006,19758258
FI,N,I,2006,2523464
FI,N,J,2006,61367046
FR,A,A,2006,342187841
FR,A,J,2006,1264493829
FR,B,A,2006,51568000
FR,B,J,2006,259633249
FR,C,A,2006,234365910
FR,C,H,2006,5655939
FR,D,A,2006,76545946
FR,D,H,2006,11311879
FR,E,A,2006,358692454
FR,E,D,2006,2688949
FR,E,J,2006,62253902
FR,F,A,2006,316703258
FR,G,A,2006,56393107
FR,H,A,2006,101663199
FR,H,E,2006,690378
FR,H,H,2006,26851390
FR,H,J,2006,97418475
FR,I,A,2006,29422044
FR,I,J,2006,22346331
FR,J,A,2006,46903882
FR,J,J,2006,139955653
FR,K,A,2006,801301255
FR,K,D,2006,21109595
FR,K,E,2006,75049165
FR,K,F,2006,4452047
FR,K,H,2006,22723209
FR,K,J,2006,690044766
FR,L,A,2006,306797235
FR,M,A,2006,122340839
FR,M,J,2006,4258680596
FR,N,A,2006,34793018
FR,N,H,2006,1717925
GB,A,H,2006,1328594
GB,A,J,2006,498653254
GB,B,J,2006,876754621
GB,C,J,2006,67988457
GB,D,J,2006,918065626
GB,E,J,2006,108660170
GB,F,J,2006,174253375
GB,G,J,2006,88476523
GB,H,J,2006,222138265
GB,I,J,2006,72102102
GB,J,J,2006,55015937
GB,K,J,2006,198324028
GB,L,J,2006,688339143
GB,M,J,2006,3579340530
GB,N,J,2006,681292725
GR,A,A,2006,21438144
GR,A,D,2006,5470390
GR,B,A,2006,34057366
GR,B,D,2006,2386284
GR,B,E,2006,7210
GR,B,H,2006,108164
GR,C,A,2006,481246
GR,C,D,2006,568224
GR,C,G,2006,129797
GR,D,A,2006,51248881
GR,D,D,2006,1885670
GR,D,H,2006,72109
GR,E,A,2006,5130912
GR,E,D,2006,2170662
GR,E,H,2006,2362402
GR,F,A,2006,16444933
GR,F,D,2006,273656
GR,G,A,2006,1360826
GR,G,D,2006,403872
GR,H,A,2006,2874266
GR,H,D,2006,434389
GR,H,H,2006,86531
GR,I,A,2006,9151334
GR,I,D,2006,360548
GR,J,A,2006,741360
GR,J,D,2006,1846730
GR,K,A,2006,15657826
GR,K,D,2006,701238
GR,K,H,2006,271608
GR,K,I,2006,21921366
GR,L,A,2006,3799376
GR,N,A,2006,19953866
GR,N,D,2006,2444722
GR,N,E,2006,43265
GR,N,H,2006,533612
IE,A,J,2006,62203504
IE,B,J,2006,151107591
IE,C,J,2006,16439492
IE,D,J,2006,84109843
IE,E,J,2006,33871688
IE,F,J,2006,3812613
IE,G,J,2006,2979571
IE,H,J,2006,35550237
IE,I,J,2006,3197001
IE,J,J,2006,1627889
IE,K,J,2006,62668526
IE,L,J,2006,20656049
IE,N,J,2006,136288857
IT,A,A,2006,13339337
IT,A,D,2006,7450360
IT,A,G,2006,57028
IT,A,H,2006,527514
IT,A,J,2006,49753002
IT,B,A,2006,21223036
IT,B,D,2006,7319406
IT,B,G,2006,35642
IT,B,H,2006,14656345
IT,B,J,2006,38630682
IT,C,A,2006,5103074
IT,C,D,2006,651303
IT,C,G,2006,2395
IT,C,H,2006,1342452
IT,C,J,2006,34313262
IT,D,A,2006,27389330
IT,D,D,2006,412336
IT,D,G,2006,38152
IT,D,H,2006,8843989
IT,D,J,2006,10178421
IT,E,A,2006,8647512
IT,E,D,2006,3091120
IT,E,G,2006,188194
IT,E,H,2006,20549447
IT,E,J,2006,3306077
IT,F,A,2006,7084104
IT,F,D,2006,734465
IT,F,H,2006,427714
IT,F,J,2006,121232579
IT,G,A,2006,330182
IT,G,D,2006,570704
IT,G,H,2006,11577761
IT,G,J,2006,3678729
IT,H,A,2006,13842700
IT,H,D,2006,5476872
IT,H,G,2006,7128
IT,H,H,2006,6692263
IT,H,J,2006,12658154
IT,I,A,2006,1185446
IT,I,D,2006,749246
IT,I,G,2006,15055
IT,I,H,2006,9093486
IT,I,J,2006,67637063
IT,J,A,2006,1831990
IT,J,D,2006,348275
IT,J,J,2006,1757481
IT,K,A,2006,133889937
IT,K,D,2006,5866783
IT,K,G,2006,22953
IT,K,H,2006,17835177
IT,K,J,2006,31483041
IT,L,A,2006,36760852
IT,L,G,2006,34217
IT,L,J,2006,11418838
IT,M,A,2006,60735
IT,M,J,2006,1800280723
IT,N,A,2006,53111921
IT,N,D,2006,666350
IT,N,H,2006,28683304
IT,N,J,2006,1638109
JP,A,A,2006,737245121
JP,A,D,2006,111453
JP,A,H,2006,8054476
JP,A,I,2006,2340879
JP,A,J,2006,328232138
JP,B,A,2006,169627187
JP,B,D,2006,63258
JP,B,E,2006,1703511
JP,B,H,2006,72520037
JP,B,I,2006,121144
JP,B,J,2006,234003060
JP,C,A,2006,104299891
JP,C,D,2006,7833
JP,C,H,2006,10855831
JP,C,J,2006,884475108
JP,D,A,2006,263163088
JP,D,D,2006,23360
JP,D,H,2006,70127134
JP,D,I,2006,1448853
JP,D,J,2006,58851963
JP,E,A,2006,172288913
JP,E,D,2006,29244
JP,E,H,2006,16628610
JP,E,I,2006,5395126
JP,E,J,2006,37124880
JP,F,A,2006,196876364
JP,F,J,2006,3068671885
JP,G,A,2006,41944477
JP,G,I,2006,2965654
JP,G,J,2006,89949
JP,H,A,2006,328612923
JP,H,D,2006,253451
JP,H,H,2006,78511112
JP,H,I,2006,44354
JP,H,J,2006,658230798
JP,I,A,2006,213718026
JP,I,D,2006,58593
JP,I,G,2006,42241
JP,I,H,2006,140548
JP,I,I,2006,13756615
JP,I,J,2006,43223387
JP,J,A,2006,67426704
JP,J,D,2006,27677
JP,J,H,2006,1288148
JP,J,J,2006,358601657
JP,K,A,2006,632830413
JP,K,D,2006,669999
JP,K,E,2006,4803446
JP,K,H,2006,784837
JP,K,I,2006,1553507
JP,K,J,2006,2421171001
JP,L,A,2006,136114378
JP,L,J,2006,29012357
JP,M,A,2006,135187329
JP,M,J,2006,5384117982
JP,N,A,2006,174258220
JP,N,D,2006,1288148
JP,N,E,2006,6838189
JP,N,H,2006,188847875
JP,N,J,2006,39118596
KR,A,A,2006,55935585
KR,A,D,2006,71468
KR,A,H,2006,29607
KR,B,A,2006,39163657
KR,B,E,2006,51050
KR,B,H,2006,547847
KR,C,A,2006,18087013
KR,D,A,2006,51164391
KR,D,E,2006,19510
KR,D,H,2006,3565700
KR,E,A,2006,6348144
KR,F,A,2006,109598332
KR,F,H,2006,8672
KR,G,A,2006,1154686
KR,H,A,2006,22621490
KR,H,H,2006,323101
KR,I,A,2006,19342151
KR,J,A,2006,2484297
KR,J,H,2006,425748
KR,J,I,2006,97398
KR,K,A,2006,31385995
KR,K,E,2006,5208150
KR,K,H,2006,144819
KR,N,A,2006,23580198
KR,N,H,2006,195245
LU,A,J,2006,36678059
LU,B,J,2006,52682264
LU,C,J,2006,12776633
LU,D,J,2006,7331965
LU,E,J,2006,8035666
LU,F,J,2006,3412626
LU,G,J,2006,4614625
LU,H,J,2006,16311245
LU,I,J,2006,4022557
LU,J,J,2006,2985407
LU,K,J,2006,51916539
LU,N,J,2006,44622558
NL,A,A,2006,144586444
NL,A,E,2006,25344856
NL,A,F,2006,49597547
NL,A,G,2006,276469
NL,A,H,2006,282728585
NL,A,I,2006,111781979
NL,B,A,2006,94833240
NL,B,E,2006,57217240
NL,B,F,2006,16953551
NL,B,G,2006,41351074
NL,B,H,2006,60127566
NL,B,I,2006,3978691
NL,C,A,2006,45598338
NL,C,E,2006,15664717
NL,C,F,2006,8511995
NL,C,G,2006,9469218
NL,C,H,2006,70914968
NL,C,I,2006,4750313
NL,D,A,2006,114041935
NL,D,E,2006,75404528
NL,D,F,2006,32281394
NL,D,H,2006,177427869
NL,D,I,2006,17663248
NL,E,A,2006,20276961
NL,E,E,2006,29783173
NL,E,F,2006,6094895
NL,E,G,2006,96759
NL,E,H,2006,7947846
NL,E,I,2006,4048337
NL,F,A,2006,28769508
NL,F,E,2006,20712226
NL,F,F,2006,3079396
NL,F,H,2006,2065191
NL,F,I,2006,6016318
NL,G,A,2006,271822397
NL,G,E,2006,18942655
NL,G,F,2006,2974850
NL,G,G,2006,442643
NL,G,H,2006,39245167
NL,G,I,2006,37499196
NL,H,A,2006,25834756
NL,H,E,2006,27569471
NL,H,F,2006,18495859
NL,H,G,2006,1293569
NL,H,H,2006,27316427
NL,H,I,2006,12554749
NL,I,A,2006,30967142
NL,I,E,2006,10896276
NL,I,F,2006,3151619
NL,I,H,2006,2954080
NL,I,I,2006,1508850
NL,J,A,2006,55839245
NL,J,E,2006,35640277
NL,J,F,2006,9389980
NL,J,G,2006,634356
NL,J,H,2006,19845386
NL,J,I,2006,15060183
NL,K,A,2006,741398788
NL,K,E,2006,1032095638
NL,K,F,2006,11662634
NL,K,G,2006,24531032
NL,K,H,2006,36156332
NL,K,I,2006,13811910
NL,K,J,2006,214259
NL,L,A,2006,187152731
NL,L,H,2006,64744975
NL,M,A,2006,323831604
NL,M,H,2006,19231293
NL,N,A,2006,24881684
NL,N,E,2006,108008326
NL,N,F,2006,5000351
NL,N,H,2006,345190676
NL,N,I,2006,617859
NO,A,A,2006,99543709
NO,A,D,2006,80760191
NO,A,E,2006,4860160
NO,A,H,2006,87440045
NO,A,I,2006,4124926
NO,B,A,2006,46209821
NO,B,D,2006,100760372
NO,B,E,2006,18420012
NO,B,G,2006,10818627
NO,B,H,2006,137443743
NO,B,I,2006,18818354
NO,C,A,2006,4686413
NO,C,D,2006,15189786
NO,C,E,2006,2093404
NO,C,H,2006,5995683
NO,C,I,2006,11031971
NO,D,A,2006,117922178
NO,D,D,2006,261564995
NO,D,E,2006,38449619
NO,D,H,2006,157774974
NO,D,I,2006,26337516
NO,D,J,2006,5409313
NO,E,A,2006,25093374
NO,E,D,2006,58726974
NO,E,E,2006,1986300
NO,E,H,2006,23968886
NO,E,I,2006,9788910
NO,F,A,2006,124389667
NO,F,D,2006,5791644
NO,F,E,2006,2134731
NO,F,H,2006,6348587
NO,F,I,2006,34467282
NO,G,A,2006,5518582
NO,G,D,2006,13860176
NO,G,E,2006,757303
NO,G,H,2006,13132732
NO,G,I,2006,38095634
NO,H,A,2006,27579495
NO,H,D,2006,42049193
NO,H,E,2006,1607864
NO,H,H,2006,47899258
NO,H,I,2006,12062770
NO,I,A,2006,10029517
NO,I,D,2006,5185584
NO,I,E,2006,595890
NO,I,H,2006,18804073
NO,I,I,2006,7254971
NO,J,A,2006,19150269
NO,J,D,2006,19660908
NO,J,E,2006,3669462
NO,J,H,2006,71641386
NO,J,I,2006,3110788
NO,K,A,2006,138641798
NO,K,D,2006,92140306
NO,K,E,2006,6408089
NO,K,H,2006,102211583
NO,K,I,2006,209031036
NO,L,A,2006,124799796
NO,M,A,2006,7484759
NO,M,D,2006,139127
NO,M,H,2006,23652982
NO,M,I,2006,28993
NO,N,A,2006,7708921
NO,N,D,2006,146476864
NO,N,E,2006,1618683
NO,N,H,2006,273188745
NO,N,I,2006,2270180
NZ,A,A,2006,14158787
NZ,A,D,2006,697745
NZ,A,H,2006,1163691
NZ,A,J,2006,43474449
NZ,B,A,2006,6712312
NZ,B,D,2006,2258133
NZ,B,E,2006,652228
NZ,B,H,2006,7972907
NZ,B,J,2006,7904513
NZ,C,A,2006,1176298
NZ,C,D,2006,320787
NZ,C,H,2006,678960
NZ,C,J,2006,1804972
NZ,D,A,2006,10188868
NZ,D,D,2006,2179397
NZ,D,H,2006,5984049
NZ,D,J,2006,16356483
NZ,E,A,2006,269671
NZ,E,D,2006,620044
NZ,E,H,2006,1039620
NZ,E,J,2006,2599104
NZ,F,A,2006,2543667
NZ,F,D,2006,20496
NZ,F,H,2006,6328267
NZ,F,J,2006,1386661
NZ,G,A,2006,141815
NZ,G,D,2006,272145
NZ,G,H,2006,698816
NZ,G,J,2006,2647880
NZ,H,A,2006,2165598
NZ,H,D,2006,851217
NZ,H,H,2006,3475113
NZ,H,J,2006,3409447
NZ,I,A,2006,1914705
NZ,I,D,2006,10935
NZ,I,E,2006,41845
NZ,I,G,2006,222482
NZ,I,H,2006,976282
NZ,I,J,2006,5422416
NZ,J,A,2006,279398
NZ,J,D,2006,244366
NZ,J,H,2006,2803044
NZ,J,J,2006,524835
NZ,K,A,2006,412331
NZ,K,D,2006,2138280
NZ,K,H,2006,1530624
NZ,K,J,2006,75198975
NZ,L,H,2006,2848430
NZ,L,J,2006,14425575
NZ,M,J,2006,8973
NZ,N,A,2006,3293586
NZ,N,D,2006,4728516
NZ,N,E,2006,1723747
NZ,N,H,2006,11186540
NZ,N,J,2006,591334
PT,A,A,2006,70699912
PT,A,D,2006,324384
PT,A,H,2006,130950
PT,B,A,2006,10558303
PT,B,D,2006,719853
PT,C,A,2006,673845
PT,C,H,2006,2886
PT,D,A,2006,30339746
PT,D,H,2006,17204826
PT,D,J,2006,496050
PT,E,A,2006,19674744
PT,E,D,2006,672996
PT,E,H,2006,1170716
PT,F,A,2006,6484998
PT,F,J,2006,21266122
PT,G,A,2006,874099
PT,G,H,2006,117185
PT,H,A,2006,1549973
PT,H,D,2006,125375
PT,I,A,2006,1804882
PT,I,G,2006,41446
PT,I,H,2006,26974
PT,J,A,2006,2339344
PT,J,H,2006,58450
PT,K,A,2006,19525565
PT,K,D,2006,8846178
PT,K,E,2006,259215
PT,K,H,2006,1745351
PT,K,J,2006,5428619
PT,L,A,2006,1620038
PT,L,J,2006,1578571
PT,M,J,2006,485148
PT,N,A,2006,5006227
PT,N,D,2006,417787
PT,N,H,2006,2196507
SE,A,A,2006,45356595
SE,A,D,2006,25194876
SE,A,H,2006,65978904
SE,A,I,2006,10855919
SE,B,A,2006,88023355
SE,B,D,2006,94709585
SE,B,H,2006,84107312
SE,B,I,2006,37340959
SE,C,A,2006,26615180
SE,C,D,2006,5571378
SE,C,H,2006,27035665
SE,C,I,2006,18520701
SE,D,A,2006,77735686
SE,D,D,2006,331716592
