country,sector,year,out-oda-gross-sector
CZ,I,2011,726772
CZ,J,2011,486661
CZ,K,2011,20207423
CZ,N,2011,3646799
DE,A,2011,1692774379
DE,B,2011,380790543
DE,C,2011,645748951
DE,D,2011,1251822203
DE,E,2011,160478520
DE,F,2011,1423315991
DE,G,2011,935892550
DE,H,2011,451128629
DE,I,2011,121686391
DE,J,2011,396660570
DE,K,2011,1178476204
DE,L,2011,141528964
DE,M,2011,425548315
DE,N,2011,398897362
DK,A,2011,184098820
DK,B,2011,140540080
DK,C,2011,92158376
DK,D,2011,399374453
DK,E,2011,32083513
DK,F,2011,162675667
DK,G,2011,76589220
DK,H,2011,141648820
DK,I,2011,48867373
DK,J,2011,142955006
DK,K,2011,435863078
DK,L,2011,63638265
DK,M,2011,1036683
DK,N,2011,174195397
ES,A,2011,247960224
ES,B,2011,153877568
ES,C,2011,131221360
ES,D,2011,318871494
ES,E,2011,144933436
ES,F,2011,150901221
ES,G,2011,56398316
ES,H,2011,152093301
ES,I,2011,200088081
ES,J,2011,50449369
ES,K,2011,487027656
ES,L,2011,23301554
ES,M,2011,35493466
ES,N,2011,230757654
EU,A,2011,751016971
EU,B,2011,616847518
EU,C,2011,428162289
EU,D,2011,1933272292
EU,E,2011,548158310
EU,F,2011,1343723479
EU,G,2011,164505163
EU,H,2011,892450608
EU,I,2011,540071792
EU,J,2011,236564134
EU,K,2011,1601004549
EU,L,2011,965995292
EU,M,2011,71152360
EU,N,2011,1616612708
FI,A,2011,50709564
FI,B,2011,31801707
FI,C,2011,33196198
FI,D,2011,125130624
FI,E,2011,25708741
FI,F,2011,43041777
FI,G,2011,28683580
FI,H,2011,76038042
FI,I,2011,18245324
FI,J,2011,30450096
FI,K,2011,205948325
FI,L,2011,36371207
FI,N,2011,112085052
FR,A,2011,1431576815
FR,B,2011,198358394
FR,C,2011,315777950
FR,D,2011,221345985
FR,E,2011,365414026
FR,F,2011,735724725
FR,G,2011,171188361
FR,H,2011,415102276
FR,I,2011,184336336
FR,J,2011,1058809613
FR,K,2011,1725583731
FR,L,2011,628562279
FR,M,2011,1283517329
FR,N,2011,80314416
GB,A,2011,1049435551
GB,B,2011,1527814325
GB,C,2011,176704094
GB,D,2011,1169022154
GB,E,2011,388654242
GB,F,2011,497448239
GB,G,2011,427696857
GB,H,2011,380450602
GB,I,2011,249921294
GB,J,2011,199072954
GB,K,2011,1436414536
GB,L,2011,449437158
GB,M,2011,182504657
GB,N,2011,682301508
GR,A,2011,69360882
GR,B,2011,2474654
GR,D,2011,636972
GR,E,2011,5140003
GR,F,2011,19026101
GR,G,2011,73421
GR,H,2011,325979
GR,K,2011,42790540
GR,N,2011,1294044
IE,A,2011,61469762
IE,B,2011,89561895
IE,C,2011,10600399
IE,D,2011,83877570
IE,E,2011,49044981
IE,F,2011,1773058
IE,G,2011,5620549
IE,H,2011,76987131
IE,I,2011,1130259
IE,J,2011,2790254
IE,K,2011,71181425
IE,L,2011,27185383
IE,N,2011,82785528
IS,A,2011,1261796
IS,B,2011,1622879
IS,C,2011,374049
IS,D,2011,2527494
IS,E,2011,1928895
IS,F,2011,2624587
IS,G,2011,131940
IS,H,2011,4656146
IS,J,2011,192171
IS,K,2011,2387190
IS,M,2011,157167
IS,N,2011,1264682
IT,A,2011,96470457
IT,B,2011,105199457
IT,C,2011,26237250
IT,D,2011,68739379
IT,E,2011,41275327
IT,F,2011,72100527
IT,G,2011,3401973
IT,H,2011,66841704
IT,I,2011,44526998
IT,J,2011,14678979
IT,K,2011,595980338
IT,L,2011,6181732
IT,M,2011,749844331
IT,N,2011,76470769
JP,A,2011,931065120
JP,B,2011,431783815
JP,C,2011,1780031102
JP,D,2011,623242937
JP,E,2011,216324693
JP,F,2011,4651724325
JP,G,2011,53313270
JP,H,2011,1106503938
JP,I,2011,711819892
JP,J,2011,505996315
JP,K,2011,2112092611
JP,L,2011,66326679
JP,M,2011,1431629802
JP,N,2011,973846818
KR,A,2011,182066967
KR,B,2011,102325459
KR,C,2011,77315383
KR,D,2011,53268113
KR,E,2011,18013062
KR,F,2011,325320339
KR,G,2011,3277194
KR,H,2011,58575585
KR,I,2011,25174767
KR,J,2011,17156120
KR,K,2011,144314138
KR,N,2011,23944449
KW,A,2011,20138086
KW,B,2011,28048535
KW,C,2011,27802928
KW,D,2011,61231
KW,E,2011,13200517
KW,F,2011,323932734
KW,G,2011,10720496
KW,H,2011,26913787
KW,I,2011,30603
KW,J,2011,10302466
KW,K,2011,22328433
LU,A,2011,29653411
LU,B,2011,38962085
LU,C,2011,20509910
LU,D,2011,11161271
LU,E,2011,10845859
LU,F,2011,4509745
LU,G,2011,16969231
LU,H,2011,16595685
LU,I,2011,3982894
LU,J,2011,2030551
LU,K,2011,61437124
LU,L,2011,662006
LU,N,2011,50234596
NL,A,2011,384439317
NL,B,2011,289664605
NL,C,2011,228328529
NL,D,2011,493711286
NL,E,2011,77272560
NL,F,2011,162233446
NL,G,2011,194240976
NL,H,2011,128963262
NL,I,2011,72184786
NL,J,2011,79620266
NL,K,2011,1787049301
NL,L,2011,85298645
NL,M,2011,113293581
NL,N,2011,165942789
NO,A,2011,267081887
NO,B,2011,214450432
NO,C,2011,22773945
NO,D,2011,694659977
NO,E,2011,82168990
NO,F,2011,277268698
NO,G,2011,168427315
NO,H,2011,468880014
NO,I,2011,89510365
NO,J,2011,129578251
NO,K,2011,734490288
NO,L,2011,153828541
NO,M,2011,21512271
NO,N,2011,371473390
NZ,A,2011,56566642
NZ,B,2011,27456349
NZ,C,2011,5923975
NZ,D,2011,40760447
NZ,E,2011,4827282
NZ,F,2011,32308348
NZ,G,2011,6568183
NZ,H,2011,21583560
NZ,I,2011,20966861
NZ,J,2011,951061
NZ,K,2011,78127950
NZ,L,2011,16386906
NZ,N,2011,26473586
PT,A,2011,55988378
PT,B,2011,16005466
PT,C,2011,579221
PT,D,2011,21515755
PT,E,2011,24488748
PT,F,2011,49053103
PT,G,2011,807321
PT,H,2011,2052902
PT,I,2011,147368
PT,J,2011,809884
PT,K,2011,293650976
PT,L,2011,4485118
PT,M,2011,4706811
PT,N,2011,506177
SE,A,2011,143069369
SE,B,2011,183268372
SE,C,2011,66307651
SE,D,2011,828633636
SE,E,2011,65081123
SE,F,2011,96093844
SE,G,2011,106707973
SE,H,2011,100390595
SE,I,2011,89568531
SE,J,2011,131241056
SE,K,2011,970128667
SE,L,2011,138453687
SE,M,2011,180163294
SE,N,2011,473601621
US,A,2011,755425285
US,B,2011,7289708593
US,C,2011,397905398
US,D,2011,4675654571
US,E,2011,722694734
US,F,2011,1826890002
US,G,2011,520555565
US,H,2011,2213560289
US,I,2011,261895360
US,J,2011,586663286
US,K,2011,3416563313
US,L,2011,2654047
US,M,2011,1669175183
US,N,2011,4356650464
1,A,2012,62768
1,B,2012,200667
1,C,2012,1715814
1,D,2012,652655
1,E,2012,1808084
1,F,2012,1802101
1,G,2012,247228
1,H,2012,1375027
1,I,2012,124410
1,J,2012,58905
1,K,2012,718958
1,M,2012,105669246
2,A,2012,103445628
2,B,2012,70976684
2,C,2012,172444591
2,D,2012,57126347
2,E,2012,13352203
2,F,2012,796624487
2,G,2012,22813580
2,H,2012,208037228
2,J,2012,14168608
2,K,2012,91128418
2,L,2012,331444055
2,M,2012,551598498
2,N,2012,358165
4,A,2012,7275268
4,B,2012,4706621
4,C,2012,82100615
4,D,2012,2864282
4,E,2012,5893452
4,F,2012,606142688
4,H,2012,133767982
4,I,2012,1788451
4,J,2012,2327371
4,K,2012,4458302
4,N,2012,3429019
6,A,2012,223844280
6,B,2012,70790845
6,C,2012,157361521
6,D,2012,87142039
6,E,2012,28459830
6,F,2012,716737632
6,G,2012,84288726
6,H,2012,144773043
6,I,2012,60782272
6,J,2012,27123699
6,K,2012,221679392
6,N,2012,11786363
7,A,2012,7613009
7,B,2012,2379010
7,C,2012,19009260
7,D,2012,1635270
7,E,2012,630419
7,F,2012,51737019
7,G,2012,46810
7,H,2012,13333210
7,I,2012,2961260
7,J,2012,1990750
7,K,2012,20675560
10,B,2012,994871316
10,K,2012,73389000
11,C,2012,12037317
11,D,2012,2122568
11,F,2012,4717830
11,H,2012,14579199
11,J,2012,417093011
11,K,2012,87938147
11,N,2012,666832
12,B,2012,3358845000
15,A,2012,950445732
15,B,2012,889519393
15,C,2012,863738610
15,D,2012,1036857500
15,E,2012,732014564
15,F,2012,2618009765
15,G,2012,353709931
15,H,2012,933538191
15,I,2012,370653514
15,J,2012,142933722
15,K,2012,860826296
15,L,2012,5750343
15,M,2012,2202502631
15,N,2012,202864256
17,A,2012,39408521
17,B,2012,27968537
17,C,2012,152508778
17,D,2012,78668236
17,E,2012,150070087
17,F,2012,304943166
17,G,2012,83363994
17,H,2012,67013570
17,I,2012,62301951
17,J,2012,14605036
17,K,2012,625077900
17,N,2012,14525747
21,L,2012,1438186660
21,M,2012,68260369
22,K,2012,279618500
24,F,2012,12197551
24,G,2012,3856041
24,J,2012,15295629
24,K,2012,22838292
24,M,2012,1775655
24,N,2012,117432
25,A,2012,13801605
25,B,2012,36940893
25,C,2012,34283270
25,D,2012,336680
25,E,2012,2410560
25,F,2012,123588587
25,H,2012,43365020
25,J,2012,130000
25,K,2012,46003191
25,M,2012,10000000
25,N,2012,1850000
26,D,2012,65908907
26,E,2012,3016966
26,J,2012,4870488
26,K,2012,61014447
27,B,2012,177258955
27,E,2012,64749999
28,B,2012,9136750
28,D,2012,250208417
28,E,2012,4858081
28,G,2012,21715902
28,J,2012,50253066
28,K,2012,120360061
28,N,2012,30679371
29,B,2012,348560
29,C,2012,2376779
29,D,2012,153660
29,E,2012,927249
29,F,2012,2135750
29,G,2012,273180
29,H,2012,218190
29,I,2012,372140
29,J,2012,5559159
31,B,2012,348622678
32,K,2012,102083800
32,N,2012,321707800
33,A,2012,69178164
33,B,2012,164060109
33,C,2012,18821733
33,D,2012,50342587
33,E,2012,80648930
33,F,2012,7960326
33,K,2012,742883014
33,N,2012,21075556
34,A,2012,314810
34,B,2012,3035480
34,C,2012,444180
34,D,2012,52440940
34,E,2012,5771629
34,F,2012,5009
34,G,2012,795000
34,H,2012,703440
34,I,2012,1905460
34,K,2012,1346419
34,N,2012,180300
35,A,2012,379402883
35,B,2012,113468705
35,K,2012,138459669
35,N,2012,36013006
37,A,2012,46232707
37,B,2012,15478301
37,D,2012,5602995
37,E,2012,5930009
37,H,2012,35497287
37,K,2012,8562772
37,N,2012,237559284
38,B,2012,382200062
38,N,2012,14833953
AE,A,2012,25943343
AE,B,2012,153601943
AE,C,2012,23809912
AE,D,2012,4769536
AE,E,2012,30739920
AE,F,2012,257151296
AE,H,2012,2886850
AE,I,2012,26523296
AE,J,2012,6552520
AE,K,2012,73563867
AE,L,2012,421419929
AE,N,2012,73906945
AT,A,2012,153029856
AT,B,2012,10276862
AT,C,2012,20371297
AT,D,2012,34188872
AT,E,2012,9004221
AT,F,2012,15292965
AT,G,2012,19762296
AT,H,2012,10348114
AT,I,2012,5077115
AT,J,2012,3641230
AT,K,2012,135223134
AT,L,2012,3213367
AT,M,2012,105766138
AT,N,2012,18137219
AU,A,2012,564158262
AU,B,2012,526559411
AU,C,2012,166501201
AU,D,2012,987663322
AU,E,2012,77404663
AU,F,2012,219385004
AU,G,2012,63662291
AU,H,2012,282732088
AU,I,2012,42353764
AU,J,2012,135672833
AU,K,2012,1238554457
AU,L,2012,11426038
AU,M,2012,11943599
AU,N,2012,344737607
BE,A,2012,202345737
BE,B,2012,153235573
BE,C,2012,43413811
BE,D,2012,114238515
BE,E,2012,40325595
BE,F,2012,46719491
BE,G,2012,19625920
BE,H,2012,120762474
BE,I,2012,14618663
BE,J,2012,9677280
BE,K,2012,359654097
BE,L,2012,4976
BE,M,2012,277675818
BE,N,2012,74668636
CA,A,2012,312894233
CA,B,2012,687142341
CA,C,2012,86463294
CA,D,2012,422673667
CA,E,2012,51582905
CA,F,2012,191534687
CA,G,2012,84192193
CA,H,2012,295111919
CA,I,2012,100545849
CA,J,2012,179408326
CA,K,2012,954719519
CA,L,2012,44702401
CA,M,2012,197584067
CA,N,2012,496619645
CH,A,2012,78750566
CH,B,2012,82508235
CH,C,2012,153103394
CH,D,2012,272074917
CH,E,2012,23086471
CH,F,2012,44179323
CH,G,2012,96113282
CH,H,2012,80074715
CH,I,2012,70045114
CH,J,2012,72595655
CH,K,2012,1173570832
CH,L,2012,25626666
CH,M,2012,15142730
CH,N,2012,308622781
CZ,A,2012,8101955
CZ,B,2012,2294475
CZ,C,2012,7094775
CZ,D,2012,13251323
CZ,E,2012,2219064
CZ,F,2012,3772800
CZ,G,2012,621449
CZ,H,2012,4649865
CZ,I,2012,1018660
CZ,J,2012,1011123
CZ,K,2012,17451935
CZ,N,2012,4947836
DE,A,2012,1718720575
DE,B,2012,425267758
DE,C,2012,578992714
DE,D,2012,1455764875
DE,E,2012,187067314
DE,F,2012,1007016370
DE,G,2012,905780881
DE,H,2012,506700008
DE,I,2012,175455178
DE,J,2012,615618506
DE,K,2012,1335717174
DE,L,2012,58024086
DE,M,2012,849455908
DE,N,2012,394594397
DK,A,2012,185531529
DK,B,2012,114108879
DK,C,2012,62561011
DK,D,2012,403711463
DK,E,2012,50120554
DK,F,2012,131267033
DK,G,2012,73514913
DK,H,2012,137733294
DK,I,2012,72197965
DK,J,2012,107570597
DK,K,2012,460888098
DK,L,2012,69857510
DK,M,2012,911932
DK,N,2012,171313148
ES,A,2012,107350243
ES,B,2012,80062194
ES,C,2012,26228291
ES,D,2012,143960026
ES,E,2012,50249333
ES,F,2012,5257251
ES,G,2012,49693388
ES,H,2012,82479325
ES,I,2012,13928245
ES,J,2012,15143928
ES,K,2012,325518119
ES,L,2012,5815996
ES,M,2012,75777243
ES,N,2012,89905393
EU,A,2012,892870465
EU,B,2012,542968329
EU,C,2012,642577491
EU,D,2012,1896561434
EU,E,2012,620397489
EU,F,2012,4187694778
EU,G,2012,1887551575
EU,H,2012,818336284
EU,I,2012,1542556254
EU,J,2012,400866429
EU,K,2012,1907905229
EU,L,2012,1038883250
EU,M,2012,63819967
EU,N,2012,1645107348
FI,A,2012,53355191
FI,B,2012,34668473
FI,C,2012,54307210
FI,D,2012,102786095
FI,E,2012,24827822
FI,F,2012,48401872
FI,G,2012,23335771
FI,H,2012,69972211
FI,I,2012,13277631
FI,J,2012,38148890
FI,K,2012,216973275
FI,L,2012,22493573
FI,N,2012,102631025
FR,A,2012,1452713662
FR,B,2012,192913486
FR,C,2012,487855033
FR,D,2012,159757607
FR,E,2012,754337084
FR,F,2012,1319995771
FR,G,2012,57793167
FR,H,2012,375818232
FR,I,2012,259214689
FR,J,2012,573602447
FR,K,2012,1667862370
FR,L,2012,472510054
FR,M,2012,1570386423
FR,N,2012,61602524
GB,A,2012,1001648320
GB,B,2012,1710712816
GB,C,2012,170710223
GB,D,2012,1256068102
GB,E,2012,333110847
GB,F,2012,766012252
GB,G,2012,295587179
GB,H,2012,393421441
GB,I,2012,179846618
GB,J,2012,453747050
GB,K,2012,1331944560
GB,L,2012,348649976
GB,M,2012,112434856
GB,N,2012,675408547
GR,A,2012,67387297
GR,B,2012,2223042
GR,C,2012,115681
GR,D,2012,916921
GR,F,2012,108951
GR,H,2012,8791
GR,J,2012,429247
GR,K,2012,35884318
GR,N,2012,240082
IE,A,2012,43826178
IE,B,2012,84617245
IE,C,2012,6310603
IE,D,2012,71901043
IE,E,2012,45282408
IE,F,2012,125835
IE,G,2012,6777720
IE,H,2012,61243749
IE,I,2012,1885705
IE,J,2012,3797242
IE,K,2012,82113718
IE,L,2012,23136246
IE,M,2012,128534
IE,N,2012,105029537
IS,A,2012,1503812
IS,B,2012,1914859
IS,C,2012,628884
IS,D,2012,2724291
IS,E,2012,2555861
IS,F,2012,3467077
IS,H,2012,4692572
IS,I,2012,184925
IS,J,2012,128611
IS,K,2012,2523212
IS,N,2012,883257
IT,A,2012,56731503
IT,B,2012,48343830
IT,C,2012,15644357
IT,D,2012,22710295
IT,E,2012,25436696
IT,F,2012,31329395
IT,G,2012,3943264
IT,H,2012,36643611
IT,I,2012,24159280
IT,J,2012,18611670
IT,K,2012,332028470
IT,L,2012,5786568
IT,M,2012,7129820
IT,N,2012,89178701
JP,A,2012,875894718
JP,B,2012,508388968
JP,C,2012,1544000856
JP,D,2012,394361702
JP,E,2012,225064229
JP,F,2012,5840777221
JP,G,2012,55647168
JP,H,2012,868980137
JP,I,2012,627411667
JP,J,2012,296823803
JP,K,2012,2393411179
JP,L,2012,165072118
JP,M,2012,4694485
JP,N,2012,659335013
KR,A,2012,210135471
KR,B,2012,135138781
KR,C,2012,126436882
KR,D,2012,92525584
KR,E,2012,18215424
KR,F,2012,328923648
KR,G,2012,3107127
KR,H,2012,73935085
KR,I,2012,25502181
KR,J,2012,42833600
KR,K,2012,158793934
KR,N,2012,16644131
KW,A,2012,21189062
KW,B,2012,6034382
KW,C,2012,35283222
KW,D,2012,243579
KW,E,2012,11144027
KW,F,2012,289984583
KW,G,2012,10714285
KW,H,2012,43867779
KW,I,2012,92419
KW,J,2012,8549888
KW,K,2012,24318480
LU,A,2012,41580570
LU,B,2012,39560902
LU,C,2012,15110907
LU,D,2012,14694594
LU,E,2012,8866659
LU,F,2012,6632608
LU,G,2012,17067513
LU,H,2012,16112126
LU,I,2012,2327686
LU,J,2012,1613942
LU,K,2012,69608328
LU,N,2012,46321624
NL,A,2012,265662314
NL,B,2012,269913340
NL,C,2012,168952803
NL,D,2012,1118969670
NL,E,2012,45342923
NL,F,2012,134275508
NL,G,2012,232286395
NL,H,2012,253949176
NL,I,2012,93340109
NL,J,2012,95828020
NL,K,2012,976527854
NL,L,2012,37275064
NL,M,2012,120321336
NL,N,2012,151334302
NO,A,2012,277848576
NO,B,2012,214330245
NO,C,2012,28743703
NO,D,2012,668116244
NO,E,2012,70058130
NO,F,2012,367000619
NO,G,2012,118343325
NO,H,2012,461667308
NO,I,2012,84113485
NO,J,2012,133822578
NO,K,2012,726361577
NO,L,2012,112220330
NO,M,2012,21165269
NO,N,2012,335346514
NZ,A,2012,70264360
NZ,B,2012,27856641
NZ,C,2012,7210796
NZ,D,2012,43511432
NZ,E,2012,2652426
NZ,F,2012,48940273
NZ,G,2012,7891355
NZ,H,2012,19510846
NZ,I,2012,16440200
NZ,J,2012,1444550
NZ,K,2012,80416816
NZ,L,2012,17905527
NZ,N,2012,22294426
PT,A,2012,52205655
PT,B,2012,14583547
PT,C,2012,218508
PT,D,2012,15284061
PT,E,2012,37404884
PT,F,2012,51946015
PT,G,2012,1259640
PT,H,2012,872750
PT,I,2012,205655
PT,J,2012,336760
PT,K,2012,250320051
PT,L,2012,3470437
PT,M,2012,6929305
PT,N,2012,91259
SE,A,2012,89155210
SE,B,2012,270874509
SE,C,2012,126290889
SE,D,2012,916768423
SE,E,2012,71766350
SE,F,2012,121782028
SE,G,2012,126152989
SE,H,2012,136805555
SE,I,2012,98128153
SE,J,2012,111413205
SE,K,2012,1065987991
SE,L,2012,121555939
SE,N,2012,437924260
US,A,2012,944419859
US,B,2012,6960401674
US,C,2012,387147552
US,D,2012,4970773328
US,E,2012,386098868
US,F,2012,1157615778
US,G,2012,741458449
US,H,2012,2186732895
US,I,2012,272734143
US,J,2012,483488216
US,K,2012,3506538418
US,L,2012,55667483
US,M,2012,63707761
US,N,2012,3925411948
