id,year,value,value-ncu
d123,2015,51.4221234533,173934.4136
d422,2015,33.3495880269,112804.3855
d415,2015,33.595291025,113635.4715
d326,2015,53.0001013397,179271.8956
d307,2015,36.879459005,124744.111
d229,2015,,
d104,2015,46.3403961164,156745.5617
d124,2015,38.1865768941,129165.4139
d114,2015,38.3736187101,129798.0795
d223,2015,33.7185272711,114052.3159
d320,2015,30.175515854,102068.1431
d105,2015,55.5047631169,187743.8693
d409,2015,53.6034598564,181312.745
d214,2015,30.8937643791,104497.6059
d209,2015,39.5089108873,133638.185
d410,2015,64.1448167486,216968.6963
d423,2015,50.7087240891,171521.353
d115,2015,,
d308,2015,,
d309,2015,47.2455985635,159807.3928
d106,2015,49.7137533334,168155.8822
d107,2015,,
d108,2015,50.5149695399,170865.9817
d311,2015,80.0730628857,270845.7042
d116,2015,36.0794271653,122038.0176
d109,2015,48.3174512628,163432.9154
d230,2015,35.1680709238,118955.3714
d224,2015,34.9881255828,118346.7095
d327,2015,45.4487614277,153729.6233
d310,2015,32.4061903448,109613.3597
d231,2015,33.7346240302,114106.7629
d424,2015,77.4218403932,261877.9915
d411,2015,50.9744222261,172420.0722
d328,2015,58.6924892866,198526.2961
d329,2015,40.4965852852,136978.976
d321,2015,34.6598403598,117236.2906
d312,2015,33.7585027077,114187.5321
d210,2015,31.2925012382,105846.3262
d110,2015,48.3574821616,163568.3192
d425,2015,53.0095929493,179304.0008
d412,2015,61.2576228985,207202.8147
d232,2015,30.4253469448,102913.1923
d426,2015,55.9339982599,189195.7495
d215,2015,39.6179519068,134007.0143
d211,2015,38.3233222138,129627.9525
d111,2015,49.0275158865,165834.6963
d212,2015,26.4038677433,89310.61077
d113,2015,60.8680706851,205885.1613
d313,2015,43.3292664452,146560.4694
d330,2015,36.1553945438,122294.9759
d314,2016,53.5489331441,198026.8188
d301,2016,47.1339874166,174304.0064
d322,2016,31.7293108374,117336.6885
d323,2016,27.7181288297,102503.1229
d315,2016,34.9990045427,129428.1907
d324,2016,73.0399507305,270105.6443
d216,2016,24.6580251407,91186.69579
d316,2016,34.7069811027,128348.2724
d302,2016,29.0378617705,107383.5659
d303,2016,28.5602663794,105617.3926
d217,2016,26.7127129411,98785.04117
d218,2016,34.4084142743,127244.1563
d201,2016,,
d420,2016,50.773707436,187763.8857
d117,2016,44.5975603099,164924.1633
d219,2016,38.3268260445,141734.6526
d118,2016,30.6554396733,113365.4555
d220,2016,49.1984659949,181938.5586
d225,2016,30.0369145737,111078.1166
d416,2016,35.1471054564,129975.8758
d401,2016,59.7753789749,221052.5485
d402,2016,57.3907619765,212234.1073
d202,2016,28.8950503422,106855.4416
d221,2016,29.3139926875,108404.7128
d119,2016,49.6911729035,183760.6151
d120,2016,39.8483949519,147361.4958
d226,2016,30.5910920372,113127.4945
d317,2016,35.0900445997,129764.8617
d121,2016,37.8249898196,139878.8354
d304,2016,43.3579515483,160340.0238
d403,2016,35.3720508239,130807.7358
d417,2016,46.4147847033,171644.3563
d203,2016,52.4019649573,193785.2691
d418,2016,39.4894396243,146034.0598
d204,2016,58.4424661004,216123.3654
d318,2016,45.7109452345,169041.5203
d404,2016,43.2355988831,159887.5571
d405,2016,34.1816707717,126405.6467
d213,2016,26.1353532115,96649.93401
d101,2016,137.1375489939,507141.9909
d222,2016,35.9922001564,133101.0812
d122,2016,36.9229126825,136542.9059
d102,2016,,
d205,2016,35.3034750986,130554.1391
d413,2016,31.3015776781,115754.9084
d414,2016,50.0234232631,184989.2947
d206,2016,39.8384648089,147324.7736
d406,2016,41.3955059724,153082.7951
d207,2016,26.3240053289,97347.57963
d112,2016,38.5198198189,142448.3539
d407,2016,32.2973588142,119437.3603
d103,2016,52.7948269335,195238.0937
d227,2016,38.0060323607,140548.3404
d419,2016,39.1361917858,144727.7304
d421,2016,30.5115471628,112833.3333
d408,2016,45.5620006337,168490.7152
d305,2016,32.8519865416,121488.4033
d319,2016,31.8666338377,117844.5163
d325,2016,38.2923441473,141607.1367
d306,2016,53.7233078531,198671.6658
d208,2016,27.984510672,103488.2172
d228,2016,34.4755372083,127492.3805
d123,2016,47.1966998682,174535.9204
d422,2016,33.5400226965,124032.7978
d415,2016,22.1759332702,82007.7873
d326,2016,39.3053881759,145353.4277
d307,2016,33.8830701417,125301.4056
d229,2016,,
d104,2016,42.3563162243,156635.9228
d124,2016,34.7378410674,128462.3942
d114,2016,35.0990271091,129798.0795
d223,2016,30.6452351698,113327.7187
d320,2016,26.9865540509,99797.72024
d105,2016,50.9644728489,188469.3464
d409,2016,47.6012439631,176031.9461
d214,2016,28.2587200376,104502.2581
d209,2016,35.4770512252,131196.0329
d410,2016,57.7290584358,213485.1457
d423,2016,45.354567398,167723.616
d115,2016,,
d308,2016,,
d309,2016,43.5944543473,161214.6238
d106,2016,45.1264783767,166880.1306
d107,2016,,
d108,2016,,
d311,2016,69.5159998047,257073.8853
d116,2016,32.6731289608,120826.9784
d109,2016,44.5080855358,164593.2808
d230,2016,31.9076881115,117996.3372
d224,2016,32.176195937,118989.2935
d327,2016,41.7204688765,154284.5253
d310,2016,29.6693382242,109718.7996
d231,2016,30.5331931991,112913.3815
d424,2016,72.9375832549,269727.0839
d411,2016,46.575126381,172237.3084
d328,2016,37.3013863325,137942.5217
d329,2016,36.9569237374,136668.6806
d321,2016,28.7985205863,106498.4694
d312,2016,30.3083227629,112081.7986
d210,2016,28.9683682109,107126.575
d110,2016,44.1199613223,163157.9767
d425,2016,48.5600923451,179577.8187
d412,2016,55.8267235913,206450.2097
d232,2016,27.5929114141,102040.0622
d426,2016,51.1601623929,189193.0168
d215,2016,36.1057249072,133520.9018
d211,2016,34.220897922,126550.7108
d111,2016,45.7926728789,169343.7535
d212,2016,24.1957836433,89477.30201
d113,2016,61.8714911682,228804.0835
d313,2016,39.283828266,145273.698
d330,2016,32.6381419871,120697.5947
