id,year,value,value-ncu
BF,2001,6.0924740734,3146
BF,2002,8.0602621619,4069
BF,2003,11.6830765556,4996
BF,2004,17.3831068185,6767
BF,2005,21.7365908325,8765
BF,2006,20.652417338,8204
BF,2007,24.3641941434,9066
BF,2008,26.889848524,10178
BF,2009,23.2861249035,9531
BF,2010,25.6443118848,11322
BF,2011,24.0815510616,10856
BF,2012,23.3440937559,11911
BF,2013,26.895226128,13170
BG,1995,3471.7228649088,4
BG,1996,1054.982117056,7
BG,1997,116.7747656845,77
BG,1998,119.4660954583,101
BG,1999,115.0637666026,106
BG,2000,97.8095900136,111
BG,2001,86.0762115357,107
BG,2002,98.0589969777,121
BG,2003,108.1636474158,114
BG,2004,112.156286872,112
BG,2005,113.0583274909,121
BG,2006,74.8916380325,85
BG,2007,95.1319987956,108
BG,2008,122.9979147324,141
BG,2009,102.889098923,130
LR,1995,,
BG,2010,92.4162871968,126
BG,2011,94.6065660054,129
BG,2012,69.016634862,105
BG,2013,78.739971138,115
BH,1995,698.780847167,130
BH,1996,683.320630144,128
BH,1997,758.459960928,144
BH,1998,710.8136866014,123
BH,1999,706.2115582625,125
BH,2000,601.8796980672,119
BH,2001,618.7409700197,121
BH,2002,637.763550732,126
BH,2003,624.5273535414,134
BH,2004,571.1181554312,136
BH,2005,539.0510640376,146
BH,2006,522.3727325278,154
BH,2007,534.9510065403,171
BH,2008,553.3329501561,197
BH,2009,632.7390682312,196
BH,2010,591.9800412145,197
BH,2011,537.7813791372,198
BH,2012,632.8777104006,238
BH,2013,727.946945654,278
BI,1995,15.2992272,480
BI,1996,11.3537145332,494
BI,1997,7.5753321792,498
BI,1998,7.9815618149,743
BI,1999,5.9240764506,798
BI,2000,5.3421239328,1042
BI,2001,5.500362342,1410
BI,2002,4.6518595788,1379
BI,2003,2.9751454194,1106
BI,2004,6.5328110875,2825
BI,2005,8.1146602673,3961
BI,2006,10.6046048837,5063
BI,2007,10.30092224,5600
BI,2008,7.7421211644,5726
BI,2009,6.89218893,5825
BI,2010,14.27630589,13155
BI,2011,13.6839754809,14823
BI,2012,10.8605218638,15666
BI,2013,10.5242353104,18256
BJ,1995,13.3952570775,3805
BJ,1996,12.705174097,3955
BJ,1997,10.2028315506,3757
BJ,1998,10.8954439934,4267
BJ,1999,11.620789434,4770
BJ,2000,9.3197075511,4611
BJ,2001,11.1961657034,5869
BJ,2002,9.7635957948,4964
BJ,2003,13.7356834692,5929
BJ,2004,14.8338062568,5847
BJ,2005,16.0272101046,6583
BJ,2006,16.4563793108,6919
BJ,2007,17.641652742,6966
BJ,2008,17.8669574706,7042
BJ,2009,18.4712359634,7843
BJ,2010,19.260799536,8745
BJ,2011,21.9767033785,9763
BJ,2012,21.3923613748,10916
BJ,2013,19.6876703843,9809
BN,1995,910.342298808,522
BN,1996,1206.2326363481,719
BN,1997,1102.1578172487,751
BN,1998,1170.2086294712,794
BN,1999,997.534604448,765
BN,2000,804.702256236,810
BN,2001,772.6229141876,763
BN,2002,782.25937354,775
BN,2003,819.3420751416,838
BN,2004,808.765866159,930
BN,2005,710.8705975872,956
BN,2006,663.9533420044,938
BN,2007,728.3801930097,987
BN,2008,739.418186302,1060
BN,2009,893.595245319,1026
BN,2010,936.0956000261,1061
BN,2011,847.9140717025,1067
BN,2012,869.0050507008,1086
BN,2013,923.3619135078,1119
BO,1995,32.2204096788,51
BO,1996,24.6125046356,46
BO,1997,23.9996174096,49
BO,1998,28.8012344202,66
BO,1999,32.6850369831,81
BO,2000,30.6608695625,85
BO,2001,26.59680088,80
BO,2002,27.4056686208,92
BO,2003,30.4141523112,116
BO,2004,29.7687737491,127
BO,2005,36.8326139766,169
BO,2006,34.6745627569,179
BO,2007,37.0532601177,201
BO,2008,43.464840624,240
BO,2009,54.735794542,286
BO,2010,51.3880319244,292
BO,2011,50.3551498932,324
BO,2012,52.624722655,361
BO,2013,76.1336558612,553
BR,1995,519.0159289,125
BR,1996,462.7286307358,143
BR,1997,462.4289013135,165
BR,1998,414.579573626,166
BR,1999,275.2543991582,187
BR,2000,268.133912787,195
BR,2001,222.0449191146,226
BR,2002,189.4808531345,265
BR,2003,174.2133042308,292
BR,2004,205.6752840996,354
BR,2005,260.46282868,400
BR,2006,306.8541720813,447
BR,2007,357.8875680328,494
BR,2008,415.376979615,585
BR,2009,402.1294371905,661
BR,2010,521.8659672718,818
BR,2011,572.8470322,914
BR,2012,511.7706953,1000
BR,2013,485.4536873018,1127
BS,1995,450.1668166936,334
BS,1996,471.6867764684,353
BS,1997,513.517420117,397
BS,1998,576.6827139909,459
BS,1999,594.5484180013,497
BS,2000,620.0814941514,523
BS,2001,616.7122373394,522
BS,2002,625.03415524,550
BS,2003,642.6147860132,572
BS,2004,686.1007785828,618
BS,2005,636.167091833,602
BS,2006,792.34848,756
BS,2007,767.6227998452,754
BS,2008,769.4078866656,767
BS,2009,764.2894087478,754
BS,2010,747.9671039505,735
BS,2011,773.3242521264,754
BS,2012,730,730
BS,2013,701.5629347454,714
BT,1995,40.9506754653,513
BT,1996,87.0246905592,1077
BT,1997,94.9871613675,1425
BT,1998,92.074135336,1580
BT,1999,78.3955416192,1664
BT,2000,80.2841198936,1862
BT,2001,74.7247073625,1877
BT,2002,103.9463156798,2882
BT,2003,59.4051865176,1762
BT,2004,54.52640808,1604
BT,2005,77.0210977632,2312
BT,2006,84.9710311675,2621
BT,2007,112.7601971592,3727
BT,2008,139.663169155,4399
BT,2009,121.785781925,4250
BT,2010,112.2491327297,4597
BT,2011,117.2227604436,4878
BT,2012,76.0252901368,3548
BT,2013,66.6202714342,3883
BW,1995,225.6842056745,181
BW,1996,192.9807817484,218
BW,1997,214.6927961716,284
BW,1998,181.007993081,302
BW,1999,176.00857211,350
BW,2000,220.196546697,482
BW,2001,272.435283738,738
BW,2002,308.9840296319,919
BW,2003,251.092083546,603
BW,2004,350.726790704,881
BW,2005,353.3990860476,1107
BW,2006,279.495376342,1085
BW,2007,271.5296540999,1163
BW,2008,283.948957312,1460
BW,2009,281.639750278,1574
BW,2010,265.2544531895,1681
BW,2011,253.7007167175,1703
BW,2012,233.7243302817,1779
BW,2013,214.361866932,1905
BY,1995,226483.400567214,571
BY,1996,64077.9288761695,887
BY,1997,42096.8278052637,1967
BY,1998,21864.8232444,3196
BY,1999,4315.6620139429,14221
BY,2000,1279.64294166,42335
BY,2001,871.2625254995,82055
BY,2002,688.1026109475,120985
BY,2003,690.4624057947,181841
BY,2004,744.1172957799,253197
BY,2005,837.8377993405,338153
BY,2006,823.8024635659,366691
BY,2007,898.2151595235,451233
BY,2008,868.1924002569,525853
BY,2009,671.2422777179,562051
BY,2010,753.9260939227,747737
BY,2011,385.081497498,1091910
BY,2012,261.4752887502,2179909
BY,2013,255.4303110597,2699248
BZ,1995,95.2105068152,158
BZ,1996,73.2143440912,124
BZ,1997,81.4808944368,136
BZ,1998,77.993279958,132
BZ,1999,77.9382436764,129
BZ,2000,87.80513,146
BZ,2001,99.453606549,165
BZ,2002,86.5334408584,146
BZ,2003,110.9301844924,182
BZ,2004,108.1395028951,181
BZ,2005,116.232149447,199
BZ,2006,121.955766923,218
BZ,2007,138.984693978,260
BZ,2008,141.232564602,270
BZ,2009,162.1223654594,302
BZ,2010,159.8529433942,302
BZ,2011,153.8457833679,303
BZ,2012,145.046104925,290
BZ,2013,138.6832552672,283
CA,1995,1846.233424648,1765
CA,1996,1808.7183393908,1748
CA,1997,1810.359972606,1797
CA,1998,1799.722342033,1910
CA,1999,1833.4009187965,1985
CA,2000,1906.1227751868,2151
CA,2001,1920.6688393884,2297
CA,2002,1972.800483588,2420
CA,2003,2289.5042100988,2591
CA,2004,2529.1545124545,2745
CA,2005,2776.712556346,2897
CA,2006,3037.4647276457,3047
CA,2007,3286.7367584777,3223
CA,2008,3394.0087569165,3435
CA,2009,3417.5965880462,3626
CA,2010,3864.6350212988,3793
CA,2011,4009.0925774612,3902
CA,2012,3960.2134903839,3957
CA,2013,3863.5385961193,4031
CD,1995,,
CD,1996,,
CD,1997,,
CD,1998,,
CD,1999,16.3260680205,3
CD,2000,1.9972801901,13
CD,2001,1.5040833484,67
CD,2002,1.3139808444,98
CD,2003,5.0492311632,498
CD,2004,5.4591922182,563
CD,2005,4.945530824,790
CD,2006,6.3989686332,1131
CD,2007,7.7231177748,1788
CD,2008,12.691124082,3835
CD,2009,9.849667041,5778
CD,2010,7.970028011,6095
CD,2011,8.1314686596,6942
CD,2012,7.8302503092,7194
CD,2013,8.4320331264,7776
CF,1995,8.4946649472,2799
CF,1996,6.8420112772,2332
CF,1997,6.3023748867,2449
CF,1998,5.77397851,2342
CF,1999,7.6426775374,3314
CF,2000,7.6864015488,3848
CF,2001,6.4942737031,3503
CF,2002,7.3916323257,3857
CF,2003,8.2022578209,3681
CF,2004,7.9182689633,3239
CF,2005,9.2441323128,3916
CF,2006,8.6950100241,3771
CF,2007,11.285882331,4569
CF,2008,12.008468079,4866
CF,2009,7.429642784,3284
CF,2010,9.6805183901,4579
CF,2011,9.7713378277,4489
CF,2012,9.2257065615,4705
CF,2013,6.116326848,3240
CG,1995,50.6367770163,7283
CG,1996,45.9733621854,7998
CG,1997,43.2375876445,9005
CG,1998,50.030975232,8616
CG,1999,35.9000700128,8344
CG,2000,22.684736569,8965
CG,2001,24.3439147778,8527
CG,2002,25.230340128,8256
CG,2003,30.1228718868,7854
CG,2004,35.2080042498,9753
CG,2005,38.7593001553,13001
CG,2006,41.9883693789,16563
CG,2007,45.2792921565,16545
CG,2008,39.8799650592,16968
CG,2009,36.2568092382,12939
CG,2010,44.3536915744,20056
CG,2011,66.7589981395,31855
CG,2012,99.3791965516,50708
CG,2013,109.7006753325,50015
CH,1995,787.4004410888,814
CH,1996,781.4513127438,846
CH,1997,654.9922141928,836
CH,1998,664.56028069,844
CH,1999,668.0103523636,881
CH,2000,599.3358199972,902
CH,2001,696.145246516,1060
CH,2002,821.2683955014,1162
CH,2003,974.380614956,1201
CH,2004,1022.0433474768,1173
CH,2005,1018.1136358374,1173
CH,2006,964.7774069648,1144
CH,2007,1025.2264323639,1193
CH,2008,1328.8468159932,1434
CH,2009,1421.247470266,1534
CH,2010,1465.3938525642,1521
CH,2011,1800.1859305528,1597
CH,2012,1840.70582623,1726
CH,2013,1889.282078075,1750
CI,1995,22.2092925857,6197
CI,1996,25.7044031211,7689
CI,1997,25.3474386088,8932
CI,1998,23.6830942175,8915
CI,1999,21.3643312155,8505
CI,2000,17.3965837758,8286
CI,2001,12.1675490192,6256
CI,2002,14.7354113984,7084
CI,2003,16.2808002945,6795
CI,2004,19.2864045007,7181
CI,2005,14.4436815081,6147
CI,2006,16.961544972,6590
CI,2007,19.3333584444,7007
CI,2008,19.6316331534,8262
CI,2009,24.3179729658,9774
CI,2010,21.7653364416,10182
CI,2011,19.8855750447,9483
CI,2012,23.3418891255,11671
CI,2013,27.2232526013,13297
CK,1995,,373
CK,1996,,325
CK,1997,,259
CK,1998,,300
CK,1999,,272
CK,2000,,348
CK,2001,,546
CK,2002,,450
CK,2003,,509
CK,2004,,494
CK,2005,,588
CK,2006,,553
CK,2007,,581
CK,2008,,598
CK,2009,,652
CK,2010,,702
CK,2011,,588
CK,2012,,556
CK,2013,,578
CL,1995,188.6998068852,34242
CL,1996,198.7693018782,38453
CL,1997,203.5226374576,41726
CL,1998,197.850284721,45495
CL,1999,182.4756396507,47641
CL,2000,196.1673839712,57132
CL,2001,201.6766936632,71967
CL,2002,177.0495450615,71595
CL,2003,186.494601425,79750
CL,2004,218.0102865748,88502
CL,2005,237.3661610735,94769
CL,2006,263.6207114751,112219
CL,2007,294.9232496364,129591
CL,2008,335.136454,148000
CL,2009,364.1284761471,178669
CL,2010,399.5596678104,194616
CL,2011,445.9496652,213000
CL,2012,479.587428503,233315
CL,2013,511.5186387309,257559
CM,1995,8.229586617,2814
CM,1996,8.3905841404,2926
CM,1997,8.850416121,3417
CM,1998,6.594126402,2865
CM,1999,7.5329595018,3161
CM,2000,7.0734550266,3723
CM,2001,8.5210228532,4708
CM,2002,10.4357941563,5659
CM,2003,13.1027664055,5947
CM,2004,12.2948898141,5149
CM,2005,12.2202927612,5238
CM,2006,11.8908816408,5256
CM,2007,12.8947527975,5275
CM,2008,13.5641495297,5357
CM,2009,15.4416134913,6683
CM,2010,17.8754924517,8333
CM,2011,22.348298412,10230
CM,2012,19.3007780944,9848
CM,2013,22.3834484384,11212
CN,1995,6.4496086644,31
CN,1996,7.4460528838,38
CN,1997,8.5838313132,44
CN,1998,10.730934918,54
CN,1999,11.9806636286,59
CN,2000,11.7810981734,58
CN,2001,12.3549868096,62
CN,2002,14.166210204,72
CN,2003,16.224558073,85
CN,2004,17.4808442172,98
CN,2005,19.9769399536,116
CN,2006,21.480903488,128
CN,2007,25.17185934,150
CN,2008,30.4223153152,179
CN,2009,41.049772944,240
CN,2010,47.017695849,285
CN,2011,52.497418802,326
CN,2012,57.6644322072,364
CN,2013,61.17610356,390
CO,1995,154.012788748,36868
CO,1996,190.923899319,58830
CO,1997,147.9454629042,68534
CO,1998,111.0807296208,70407
CO,1999,87.080395038,75530
CO,2000,75.0258303915,81295
CO,2001,55.8366558384,70982
CO,2002,50.7120491361,74393
CO,2003,48.1009020852,86622
CO,2004,38.2875549222,67569
CO,2005,49.7000086752,81744
CO,2006,49.0964662608,86898
CO,2007,55.813284072,91335
CO,2008,54.7822319276,91291
CO,2009,46.635562681,88145
CO,2010,54.08874324,93400
CO,2011,59.8511190883,107669
CO,2012,64.2691001295,115485
CO,2013,62.4330761073,118623
CR,1995,105.0316180944,3728
CR,1996,100.1993586204,4758
CR,1997,87.776544276,5364
CR,1998,152.7554583945,11573
CR,1999,131.4289042245,12717
CR,2000,120.4917864282,13453
CR,2001,67.7250794721,8763
CR,2002,100.0038089788,15458
CR,2003,93.1919648908,17282
CR,2004,76.18895172,17360
CR,2005,66.9073471335,18399
CR,2006,62.5299667328,20426
CR,2007,69.7357375392,25176
CR,2008,72.5690061495,29995
CR,2009,75.915075324,37048
CR,2010,82.6278127288,39931
CR,2011,131.0379327627,63659
CR,2012,146.9419823694,73897
CR,2013,143.2968681912,75199
CU,1995,,101
CU,1996,,108
CU,1997,,114
CU,1998,,121
CU,1999,,139
CU,2000,,151
CU,2001,,161
CU,2002,,172
CU,2003,,181
CU,2004,,186
CU,2005,,282
CU,2006,,332
CU,2007,,515
CU,2008,,557
CU,2009,,623
CU,2010,,555
CU,2011,,616
CU,2012,,526
CU,2013,,561
CV,1995,45.8265528864,2574
CV,1996,42.6217363845,2667
CV,1997,41.1438348218,2974
CV,1998,42.7356510885,3365
CV,1999,35.3197845639,3141
CV,2000,33.3693733824,3344
CV,2001,38.021491935,3969
CV,2002,41.9532997352,4156
CV,2003,51.5773959824,4336
CV,2004,59.8231916325,4539
CV,2005,62.9925851484,4806
CV,2006,79.2825939048,6171
CV,2007,82.8820721235,6071
CV,2008,84.0679953999,5937
CV,2009,85.9334709672,6554
CV,2010,90.0227773336,7244
CV,2011,90.1311613566,7098
LR,1996,,
CV,2012,83.3081242275,7145
CV,2013,83.8081656999,7097
CY,1995,387.7429733376,186
CY,1996,395.16352576,200
CY,1997,395.6736196184,226
CY,1998,489.446014011,290
CY,1999,495.395476506,315
CY,2000,449.775383942,340
CY,2001,456.1910202465,371
CY,2002,547.0754081832,426
CY,2003,724.456878886,502
CY,2004,751.0697682277,487
CY,2005,734.3242674408,486
CY,2006,762.20125236,516
CY,2007,820.4096322998,538
CY,2008,968.5621924974,621
CY,2009,1019.0536873491,691
CY,2010,999.1696059325,725
CY,2011,1052.8310962135,745
CY,2012,897.316027155,698
CY,2013,872.6918235961,647
CZ,1995,89.5200091918,1459
CZ,1996,66.8318910768,1224
CZ,1997,48.1772846856,1112
CZ,1998,44.3548256031,1143
CZ,1999,45.1025113132,1276
CZ,2000,41.4405921216,1327
CZ,2001,39.37141338,1300
CZ,2002,53.3683098027,1557
CZ,2003,80.1158064432,2032
CZ,2004,79.7859437144,1918
CZ,2005,81.4543050411,1819
CZ,2006,94.4067741994,1999
CZ,2007,98.2768347907,1931
CZ,2008,111.0076506,1870
CZ,2009,116.9915325125,2251
CZ,2010,111.2724120379,2111
CZ,2011,101.765680024,1772
CZ,2012,86.83427603,1700
CZ,2013,81.8568297379,1633
DE,1995,513.2058369681,327
DE,1996,458.7778182765,309
DE,1997,335.8767824118,261
DE,1998,320.8790712705,255
DE,1999,308.9903317756,257
DE,2000,274.2593655348,261
DE,2001,275.3007248082,273
DE,2002,291.497456695,278
DE,2003,351.4110926451,283
DE,2004,375.1264984311,279
DE,2005,371.4933114868,277
DE,2006,369.8793503188,274
DE,2007,403.5456577134,278
DE,2008,444.2422013856,288
DE,2009,438.8568715504,304
DE,2010,418.6409574732,308
DE,2011,435.3524127414,309
DE,2012,406.2412046384,316
DE,2013,416.163397792,320
DJ,1995,25.980949044,2664
DJ,1996,22.7780241363,2419
DJ,1997,27.3337597972,2974
DJ,1998,35.6414299136,3968
DJ,1999,46.682625015,5298
DJ,2000,40.68016634,4730
DJ,2001,36.3765402907,4321
DJ,2002,36.8434359054,4374
DJ,2003,44.9054102145,5433
DJ,2004,50.6172316968,6332
DJ,2005,55.871356808,7204
DJ,2006,54.5439043776,7282
DJ,2007,65.004582645,9110
DJ,2008,72.853862708,11195
DJ,2009,77.2334186992,12059
DJ,2010,68.190982314,11063
DJ,2011,68.6520590749,11711
DJ,2012,74.9298627677,13313
DJ,2013,72.8207251472,13256
DK,1995,3406.8757496071,13109
DK,1996,3392.9493510352,13784
DK,1997,3032.5744957486,14311
DK,1998,3037.260567105,14715
DK,1999,3347.5836413976,17169
DK,2000,2893.628794387,17711
DK,2001,2961.2167914552,19128
DK,2002,3216.7905124176,20164
DK,2003,3934.798006096,20920
DK,2004,4476.4636109956,22148
DK,2005,4625.9213996632,23569
DK,2006,4894.4089253754,25254
DK,2007,5430.4768682944,26234
DK,2008,5854.0945785378,27606
DK,2009,5904.291525264,29472
DK,2010,5494.6151986908,30004
DK,2011,5689.155554953,29870
DK,2012,5320.3439511822,30818
DK,2013,5283.2897569935,30055
DM,1995,173.0982200841,353
DM,1996,177.752248821,378
DM,1997,190.122651522,410
DM,1998,185.9652362512,413
DM,1999,189.727216536,429
DM,2000,191.8346862214,431
DM,2001,188.822300766,431
DM,2002,187.355546433,430
DM,2003,192.244528666,428
DM,2004,184.75206253,428
DM,2005,186.28662229,428
DM,2006,199.42509887,470
DM,2007,209.7497984839,503
DM,2008,217.107540464,530
DM,2009,260.6464591821,687
DM,2010,290.7022052135,745
DM,2011,289.044428616,765
DM,2012,279.671396554,755
DM,2013,295.3041914604,794
DO,1995,75.191493435,218
DO,1996,85.4912269959,257
DO,1997,108.0423031146,383
DO,1998,137.3110673634,542
DO,1999,152.8717432704,672
DO,2000,169.8358067376,816
DO,2001,138.3019953364,721
DO,2002,143.871407433,830
DO,2003,73.8754678219,947
DO,2004,38.3695323471,1021
DO,2005,56.4498799452,1116
DO,2006,73.0625264198,1678
DO,2007,83.308199091,2015
DO,2008,80.2243837619,2231
DO,2009,75.9306950228,2276
DO,2010,71.6274454608,2322
DO,2011,84.3913128851,3089
DO,2012,92.1127249836,3618
DO,2013,83.4894256912,3592
