country,year,from_trademispricing
LY,2002,186.84
LY,2003,0.00
LY,2004,0.00
LY,2005,0.00
LY,2006,0.00
LY,2007,0.00
LY,2008,0.00
LY,2009,0.00
LY,2010,0.00
LY,2011,0.00
MA,2001,537.97
MA,2002,91.54
MA,2003,334.65
MA,2004,746.76
MA,2005,3630.51
MA,2006,186.71
MA,2007,619.29
MA,2008,1333.07
MA,2009,1617.07
MA,2010,605.72
MA,2011,314.36
MD,2001,624.34
MD,2002,308.91
MD,2003,584.79
MD,2004,721.27
MD,2005,478.64
MD,2006,339.03
MD,2007,633.28
MD,2008,555.74
MD,2009,266.33
MD,2010,0.00
MD,2011,180.09
ME,2001,
ME,2002,
ME,2003,
ME,2004,1468.12
ME,2005,1325.88
ME,2006,569.27
ME,2007,542.52
ME,2008,418.33
ME,2009,262.51
ME,2010,252.75
ME,2011,205.04
MG,2001,40.52
MG,2002,187.10
MG,2003,79.61
MG,2004,1288.62
MG,2005,667.79
MG,2006,2495.24
MG,2007,92.98
MG,2008,664.33
MG,2009,182.60
MG,2010,117.48
MG,2011,259.69
MK,2001,0.00
MK,2002,311.70
MK,2003,373.75
MK,2004,518.27
MK,2005,638.86
MK,2006,382.61
MK,2007,808.42
MK,2008,969.03
MK,2009,549.46
MK,2010,572.23
MK,2011,845.76
ML,2001,113.53
ML,2002,95.15
ML,2003,477.16
ML,2004,153.54
ML,2005,209.08
ML,2006,256.05
ML,2007,225.51
ML,2008,1011.57
ML,2009,266.05
ML,2010,968.18
ML,2011,517.67
MM,2001,1005.42
MM,2002,0.00
MM,2003,78.75
MM,2004,1199.94
MM,2005,0.00
MM,2006,0.00
MM,2007,0.00
MM,2008,0.00
MM,2009,0.00
MM,2010,0.00
MM,2011,0.00
MN,2001,0.00
MN,2002,0.00
MN,2003,0.00
MN,2004,0.00
MN,2005,0.00
MN,2006,0.00
MN,2007,0.00
MN,2008,0.00
MN,2009,0.00
MN,2010,0.00
MN,2011,0.00
MR,2001,
MR,2002,
MR,2003,
MR,2004,
MR,2005,
MR,2006,
MR,2007,
MR,2008,
MR,2009,
MR,2010,
MR,2011,
MU,2001,26.62
MU,2002,0.00
MU,2003,148.85
MU,2004,41.04
MU,2005,0.00
MU,2006,2.42
MU,2007,0.00
MU,2008,186.09
MU,2009,354.88
MU,2010,487.13
MU,2011,0.00
MV,2001,147.28
MV,2002,205.59
MV,2003,146.58
MV,2004,88.99
MV,2005,45.10
MV,2006,85.37
MV,2007,54.23
MV,2008,55.96
MV,2009,35.86
MV,2010,56.67
MV,2011,69.99
MW,2001,189.36
MW,2002,103.37
MW,2003,198.00
MW,2004,166.12
MW,2005,476.84
MW,2006,382.46
MW,2007,390.16
MW,2008,677.40
MW,2009,510.70
MW,2010,500.02
MW,2011,661.63
MX,2001,41551.18
MX,2002,41547.38
MX,2003,43751.09
MX,2004,45088.14
MX,2005,50226.27
MX,2006,51580.40
MX,2007,60611.38
MX,2008,59641.81
MX,2009,39304.25
MX,2010,33548.26
MX,2011,26653.99
MY,2001,20288.89
MY,2002,35658.37
MY,2003,37039.92
MY,2004,44995.52
MY,2005,44133.34
MY,2006,41841.86
MY,2007,40387.57
MY,2008,36512.05
MY,2009,36953.90
MY,2010,47848.31
MY,2011,44128.18
MZ,2001,13.65
MZ,2002,344.24
MZ,2003,133.68
MZ,2004,0.00
MZ,2005,0.00
MZ,2006,481.92
MZ,2007,159.89
MZ,2008,0.00
MZ,2009,0.00
MZ,2010,40.37
MZ,2011,0.00
NA,2001,100.42
NA,2002,82.30
NA,2003,0.00
NA,2004,152.18
NA,2005,183.00
NA,2006,518.09
NA,2007,936.89
NA,2008,1005.10
NA,2009,1273.93
NA,2010,220.68
NA,2011,1137.56
NE,2001,103.47
NE,2002,0.00
NE,2003,0.00
NE,2004,125.48
NE,2005,166.94
NE,2006,0.00
NE,2007,95.31
NE,2008,39.32
NE,2009,0.00
NE,2010,549.11
NE,2011,155.75
NG,2001,2187.36
NG,2002,0.00
NG,2003,0.00
NG,2004,3015.18
NG,2005,772.23
NG,2006,2440.76
NG,2007,5504.57
NG,2008,3254.75
NG,2009,0.00
NG,2010,4273.81
NG,2011,5731.57
NI,2001,591.52
NI,2002,619.03
NI,2003,737.27
NI,2004,882.68
NI,2005,1242.88
NI,2006,1411.90
NI,2007,1414.25
NI,2008,1430.32
NI,2009,1341.51
NI,2010,1897.94
NI,2011,2105.93
NP,2001,1278.31
NP,2002,989.25
NP,2003,747.26
NP,2004,773.23
NP,2005,865.14
NP,2006,1089.57
NP,2007,836.47
NP,2008,987.89
NP,2009,2013.95
NP,2010,1861.52
NP,2011,615.94
OM,2001,67.26
OM,2002,456.86
OM,2003,806.57
OM,2004,231.69
OM,2005,0.00
OM,2006,3517.33
OM,2007,0.00
OM,2008,0.00
OM,2009,0.00
OM,2010,0.00
OM,2011,0.00
PA,2001,2337.95
PA,2002,2967.72
PA,2003,3169.11
PA,2004,3487.60
PA,2005,4518.09
PA,2006,5740.09
PA,2007,6124.74
PA,2008,6610.70
PA,2009,5847.28
PA,2010,5614.08
PA,2011,0.00
PE,2001,2157.84
PE,2002,1375.88
PE,2003,1356.12
PE,2004,1102.14
PE,2005,1457.00
PE,2006,856.42
PE,2007,608.03
PE,2008,1555.87
PE,2009,1867.67
PE,2010,0.00
PE,2011,0.00
PG,2001,0.00
PG,2002,148.13
PG,2003,290.56
PG,2004,202.19
PG,2005,0.00
PG,2006,0.00
PG,2007,54.77
PG,2008,153.63
PG,2009,694.33
PG,2010,464.69
PG,2011,974.39
PH,2001,12524.72
PH,2002,9110.14
PH,2003,13932.29
PH,2004,16590.01
PH,2005,20014.48
PH,2006,12827.82
PH,2007,10650.17
PH,2008,8252.65
PH,2009,7024.25
PH,2010,5901.14
PH,2011,11374.14
PK,2001,0.00
PK,2002,0.00
PK,2003,0.00
PK,2004,0.00
PK,2005,0.00
PK,2006,0.00
PK,2007,0.00
PK,2008,0.00
PK,2009,0.00
PK,2010,0.00
PK,2011,0.00
PL,2001,0.00
PL,2002,210.68
PL,2003,0.00
PL,2004,586.23
PL,2005,0.00
PL,2006,0.00
PL,2007,0.00
PL,2008,0.00
PL,2009,0.00
PL,2010,0.00
PL,2011,0.00
PY,2001,347.32
PY,2002,2188.91
PY,2003,4845.70
PY,2004,5064.02
PY,2005,5521.57
PY,2006,6099.01
PY,2007,5080.90
PY,2008,6520.54
PY,2009,6404.24
PY,2010,8124.63
PY,2011,8360.44
QA,2001,938.50
QA,2002,0.00
QA,2003,0.00
QA,2004,0.00
QA,2005,0.00
QA,2006,298.29
QA,2007,341.33
QA,2008,4742.25
QA,2009,26635.31
QA,2010,1477.20
QA,2011,5889.69
RO,2001,86.04
RO,2002,0.00
RO,2003,0.00
RO,2004,0.00
RO,2005,0.00
RO,2006,0.00
RO,2007,2771.85
RO,2008,1707.36
RO,2009,0.00
RO,2010,0.00
RO,2011,0.00
RS,2001,9984.99
RS,2002,10534.18
RS,2003,11326.03
RS,2004,13590.43
RS,2005,8852.64
RS,2006,6427.67
RS,2007,3912.26
RS,2008,0.00
RS,2009,5178.09
RS,2010,2756.89
RS,2011,2176.03
RU,2001,
RU,2002,
RU,2003,
RU,2004,
RU,2005,
RU,2006,
RU,2007,
RU,2008,
RU,2009,
RU,2010,
RU,2011,
RW,2001,89.93
RW,2002,80.42
RW,2003,54.07
RW,2004,369.78
RW,2005,115.05
RW,2006,186.89
RW,2007,202.59
RW,2008,104.35
RW,2009,413.17
RW,2010,467.96
RW,2011,536.26
SA,2001,0.00
SA,2002,0.00
SA,2003,0.00
SA,2004,0.00
SA,2005,2835.14
SA,2006,1313.76
SA,2007,1597.82
SA,2008,4095.28
SA,2009,6464.38
SA,2010,5494.09
SA,2011,5657.11
SB,2001,40.74
SB,2002,36.57
SB,2003,62.27
SB,2004,119.31
SB,2005,144.35
SB,2006,145.27
SB,2007,204.92
SB,2008,232.42
SB,2009,120.65
SB,2010,191.33
SB,2011,165.61
SC,2001,107.23
SC,2002,249.96
SC,2003,163.72
SC,2004,73.88
SC,2005,66.70
SC,2006,3.45
SC,2007,0.00
SC,2008,0.00
SC,2009,0.00
SC,2010,0.00
SC,2011,0.00
SD,2001,1164.12
SD,2002,840.29
SD,2003,0.00
SD,2004,0.00
SD,2005,180.86
SD,2006,85.18
SD,2007,1487.70
SD,2008,449.82
SD,2009,1950.30
SD,2010,733.79
SD,2011,3916.78
SL,2001,34.26
SL,2002,84.08
SL,2003,69.84
SL,2004,64.87
SL,2005,46.57
SL,2006,0.00
SL,2007,60.54
SL,2008,20.70
SL,2009,0.00
SL,2010,0.00
SL,2011,231.47
SN,2001,16.38
SN,2002,0.00
SN,2003,0.00
SN,2004,0.00
SN,2005,10.20
SN,2006,0.00
SN,2007,0.00
SN,2008,0.00
SN,2009,0.00
SN,2010,0.00
SN,2011,0.00
SO,2001,
SO,2002,
SO,2003,
SO,2004,
SO,2005,
SO,2006,
SO,2007,
SO,2008,
SO,2009,
SO,2010,
SO,2011,
SR,2001,145.76
SR,2002,225.02
SR,2003,144.00
SR,2004,216.33
SR,2005,183.24
SR,2006,46.42
SR,2007,9.63
SR,2008,212.66
SR,2009,56.94
SR,2010,0.00
SR,2011,0.00
ST,2001,
ST,2002,7.14
ST,2003,8.41
ST,2004,6.46
ST,2005,16.00
ST,2006,1.33
ST,2007,3.16
ST,2008,7.81
ST,2009,11.13
ST,2010,8.64
ST,2011,25.41
SV,2001,188.99
SV,2002,649.97
SV,2003,670.79
SV,2004,857.46
SV,2005,775.43
SV,2006,535.63
SV,2007,1176.10
SV,2008,959.96
SV,2009,1044.39
SV,2010,992.15
SV,2011,561.23
SY,2001,
SY,2002,
SY,2003,
SY,2004,
SY,2005,
SY,2006,
SY,2007,
SY,2008,
SY,2009,
SY,2010,
SY,2011,
SZ,2001,85.99
SZ,2002,69.41
SZ,2003,159.15
SZ,2004,134.45
SZ,2005,196.53
SZ,2006,602.94
SZ,2007,1352.32
SZ,2008,447.80
SZ,2009,510.85
SZ,2010,69.92
SZ,2011,401.33
TD,2001,
TD,2002,2689.72
TD,2003,832.25
TD,2004,862.94
TD,2005,600.79
TD,2006,928.42
TD,2007,1108.27
TD,2008,840.12
TD,2009,1303.72
TD,2010,1316.38
