country-id,year,remittance-usd-2012
CR,2000,230000828
CR,2001,329824939
CR,2002,417481051
CR,2003,546814363
CR,2004,534852035
CR,2005,693861094
CR,2006,816674815
CR,2007,908362636
CR,2008,805696205
CR,2009,687093112
CR,2010,603771783
CR,2011,544468993
CR,2012,562342712
CV,2000,148519812
CV,2001,140391765
CV,2002,140940330
CV,2003,147298894
CV,2004,140590119
CV,2005,168301909
CV,2006,161649911
CV,2007,146562722
CV,2008,147203966
CV,2009,134251744
CV,2010,134282565
CV,2011,168270058
CV,2012,166725357
DJ,2000,18781706
DJ,2001,17908090
DJ,2002,22408179
DJ,2003,36193413
DJ,2004,35180764
DJ,2005,35601868
DJ,2006,37875654
DJ,2007,36305617
DJ,2008,35055474
DJ,2009,36972604
DJ,2010,35741632
DJ,2011,33730348
DJ,2012,32359710
DM,2000,19602849
DM,2001,20293785
DM,2002,20435391
DM,2003,21650126
DM,2004,26954258
DM,2005,25622818
DM,2006,25318476
DM,2007,25269982
DM,2008,25113838
DM,2009,22726719
DM,2010,24132944
DM,2011,23369918
DM,2012,23190322
DO,2000,2485795305
DO,2001,2629188264
DO,2002,2897344578
DO,2003,3831028730
DO,2004,4040258271
DO,2005,3099677708
DO,2006,3637797865
DO,2007,3816671366
DO,2008,3843765574
DO,2009,3685573956
DO,2010,3611254903
DO,2011,3728816522
DO,2012,3602503620
DZ,2000,1901763278
DZ,2001,1661395861
DZ,2002,2702342798
DZ,2003,3962781072
DZ,2004,4620983568
DZ,2005,3388267526
DZ,2006,2374510967
DZ,2007,2802319091
DZ,2008,2351746128
DZ,2009,2788057194
DZ,2010,2439036268
DZ,2011,1927203661
DZ,2012,1942212000
EC,2000,3677642840
EC,2001,3097098487
EC,2002,2812758697
EC,2003,2888935855
EC,2004,3117926824
EC,2005,3873483420
EC,2006,4277327239
EC,2007,4567679010
EC,2008,3708663992
EC,2009,3271510127
EC,2010,2885083472
EC,2011,2796429623
EC,2012,2453915771
EG,2000,4461594450
EG,2001,4829324751
EG,2002,5610801769
EG,2003,6280402781
EG,2004,7581423010
EG,2005,10471012970
EG,2006,9907573328
EG,2007,12555027645
EG,2008,12259741976
EG,2009,9088699378
EG,2010,14350948470
EG,2011,15601111220
EG,2012,19236398437
ER,2000,11330734
ER,2001,
ER,2002,
ER,2003,
ER,2004,
ER,2005,
ER,2006,
ER,2007,
ER,2008,
ER,2009,
ER,2010,
ER,2011,
ER,2012,
ET,2000,101828866
ET,2001,37734584
ET,2002,72356535
ET,2003,90841450
ET,2004,248323991
ET,2005,296659498
ET,2006,266568374
ET,2007,480527869
ET,2008,423854394
ET,2009,260919038
ET,2010,412880711
ET,2011,640212079
ET,2012,524198009
GA,2000,15014354
GA,2001,14620885
GA,2002,7293076
GA,2003,12767886
GA,2004,12406035
GA,2005,16342592
GA,2006,
GA,2007,
GA,2008,
GA,2009,
GA,2010,
GA,2011,
GA,2012,
GD,2000,60603032
GD,2001,59812704
GD,2002,60658715
GD,2003,61950569
GD,2004,90268491
GD,2005,32759068
GD,2006,33143682
GD,2007,32599574
GD,2008,30477375
GD,2009,29226055
GD,2010,29941575
GD,2011,30357552
GD,2012,29354095
GE,2000,524007862
GE,2001,550829446
GE,2002,570565842
GE,2003,552164116
GE,2004,584769477
GE,2005,753669427
GE,2006,959860275
GE,2007,1155555700
GE,2008,1134161427
GE,2009,1353091161
GE,2010,1416630257
GE,2011,1599730211
GE,2012,1764313110
GH,2000,81184590
GH,2001,119038958
GH,2002,92601045
GH,2003,123420150
GH,2004,126378442
GH,2005,134908682
GH,2006,129586371
GH,2007,126815268
GH,2008,128223229
GH,2009,133831389
GH,2010,137520091
GH,2011,146590954
GH,2012,151601272
GM,2000,
GM,2001,
GM,2002,
GM,2003,68617356
GM,2004,75968811
GM,2005,68165740
GM,2006,70618652
GM,2007,52363212
GM,2008,53432348
GM,2009,74930540
GM,2010,108164043
GM,2011,103071235
GM,2012,140991058
GN,2000,1525511
GN,2001,12128490
GN,2002,20824419
GN,2003,143467345
GN,2004,51752224
GN,2005,66421918
GN,2006,48878905
GN,2007,17743866
GN,2008,69953578
GN,2009,57494995
GN,2010,49000481
GN,2011,68290031
GN,2012,64500000
GT,2000,1168297564
GT,2001,1168613014
GT,2002,2758851928
GT,2003,3597636866
GT,2004,4153720393
GT,2005,4408762422
GT,2006,5045721108
GT,2007,5442123591
GT,2008,5157633225
GT,2009,4846501018
GT,2010,4791493976
GT,2011,4628288109
GT,2012,5034519042
GW,2000,
GW,2001,16772081
GW,2002,27451426
GW,2003,31648167
GW,2004,34734978
GW,2005,23713927
GW,2006,30793828
GW,2007,44837790
GW,2008,43461881
GW,2009,44849485
GW,2010,43489166
GW,2011,39570538
GW,2012,45891487
GY,2000,49529062
GY,2001,41261924
GY,2002,92652423
GY,2003,174412143
GY,2004,260082866
GY,2005,319905188
GY,2006,327868530
GY,2007,381359375
GY,2008,340739871
GY,2009,320034379
GY,2010,420028238
GY,2011,435074086
GY,2012,469258392
HN,2000,779822535
HN,2001,967872849
HN,2002,1283301302
HN,2003,1384327363
HN,2004,1815190460
HN,2005,2681979711
HN,2006,3301075101
HN,2007,3462349444
HN,2008,3467677682
HN,2009,2828077649
HN,2010,2854883593
HN,2011,2836538288
HN,2012,2909370605
HT,2000,1051780415
HT,2001,1234663282
HT,2002,1382079677
HT,2003,1952952559
HT,2004,1810631286
HT,2005,1601853948
HT,2006,1599751111
HT,2007,1536214808
HT,2008,1560080230
HT,2009,1606639008
HT,2010,1617914101
HT,2011,1582897296
HT,2012,1612329956
ID,2000,3359636578
ID,2001,3147397738
ID,2002,3246061196
ID,2003,3350928212
ID,2004,4031413286
ID,2005,11128933047
ID,2006,9723063540
ID,2007,9404158552
ID,2008,9289459207
ID,2009,9210296229
ID,2010,7563449234
ID,2011,6764162403
ID,2012,7212196289
IN,2000,21798149737
IN,2001,24427633858
IN,2002,26363112496
IN,2003,32141268897
IN,2004,26542578056
IN,2005,29606631990
IN,2006,36411859132
IN,2007,40245482873
IN,2008,56848350128
IN,2009,54394180041
IN,2010,52092899721
IN,2011,59478495378
IN,2012,67258435416
IQ,2000,
IQ,2001,
IQ,2002,
IQ,2003,
IQ,2004,
IQ,2005,1898753980
IQ,2006,879127314
IQ,2007,5209779
IQ,2008,85737339
IQ,2009,229242123
IQ,2010,226722644
IQ,2011,235165840
IQ,2012,271000000
IR,2000,1357321894
IR,2001,1495791439
IR,2002,2008590003
IR,2003,2536294865
IR,2004,1922475659
IR,2005,1670352984
IR,2006,1489615392
IR,2007,1346192631
IR,2008,1186983834
IR,2009,1153053396
IR,2010,1157787924
IR,2011,1036478779
IR,2012,1329781000
JM,2000,1350329969
JM,2001,1600198989
JM,2002,1815059730
JM,2003,2151763970
JM,2004,2345901244
JM,2005,2327365376
JM,2006,2458022612
JM,2007,2550861348
JM,2008,2409702044
JM,2009,2314229142
JM,2010,2243742297
JM,2011,2167326894
JM,2012,2145382812
JO,2000,3481480330
JO,2001,3766239943
JO,2002,3976090262
JO,2003,3998400730
JO,2004,4106097797
JO,2005,4317244620
JO,2006,4500538071
JO,2007,5102431943
JO,2008,4705576884
JO,2009,4338672437
JO,2010,4049825806
JO,2011,3608224646
JO,2012,3573661865
KE,2000,
KE,2001,101110057
KE,2002,112666817
KE,2003,117877853
KE,2004,654906672
KE,2005,673653699
KE,2006,800585578
KE,2007,800458066
KE,2008,751419478
KE,2009,727316081
KE,2010,793401078
KE,2011,1059135954
KE,2012,1227418009
KG,2000,27398030
KG,2001,32519939
KG,2002,101995527
KG,2003,194420192
KG,2004,435187411
KG,2005,649534591
KG,2006,876945113
KG,2007,1055599312
KG,2008,1463870662
KG,2009,1324854672
KG,2010,1660905035
KG,2011,1836581871
KG,2012,2031374267
KH,2000,187562346
KH,2001,204472947
KH,2002,213647144
KH,2003,211087473
KH,2004,261008866
KH,2005,231111170
KH,2006,248503337
KH,2007,233276580
KH,2008,210070403
KH,2009,158169113
KH,2010,166550342
KH,2011,163785967
KH,2012,255612045
KN,2000,40659351
KN,2001,40156757
KN,2002,39772832
KN,2003,41278690
KN,2004,41533930
KN,2005,40564337
KN,2006,39148139
KN,2007,41286210
KN,2008,44123456
KN,2009,44127546
KN,2010,52662734
KN,2011,46068420
KN,2012,45130950
KZ,2000,542133347
KZ,2001,714435242
KZ,2002,843966508
KZ,2003,530514921
KZ,2004,467107939
KZ,2005,144765761
KZ,2006,152316538
KZ,2007,219211777
KZ,2008,156249241
KZ,2009,288832628
KZ,2010,274699691
KZ,2011,185228776
KZ,2012,171297958
LA,2000,1589497
LA,2001,1715576
LA,2002,1831942
LA,2003,1774495
LA,2004,1698624
LA,2005,1631721
LA,2006,6922265
LA,2007,9217626
LA,2008,22727512
LA,2009,48846057
LA,2010,47942595
LA,2011,114861769
LA,2012,110297813
LB,2000,
LB,2001,
LB,2002,3453305714
LB,2003,6328466107
LB,2004,7385936799
LB,2005,6577080463
LB,2006,6893963233
LB,2007,7417927142
LB,2008,8585939983
LB,2009,8179111768
LB,2010,7978877108
LB,2011,7652618543
LB,2012,7321666503
LC,2000,36647486
LC,2001,38060630
LC,2002,37617462
LC,2003,37132629
LC,2004,38254734
LC,2005,33712928
LC,2006,33007075
LC,2007,31653427
LC,2008,32401967
LC,2009,31459539
LC,2010,30486813
LC,2011,30335283
LC,2012,29827211
LK,2000,2226355268
LK,2001,2319102766
LK,2002,2441585170
LK,2003,2573340463
LK,2004,2741933905
LK,2005,3064706571
LK,2006,3125548544
LK,2007,3374143888
LK,2008,3314397211
LK,2009,3792443438
LK,2010,4294559094
LK,2011,4865955025
LK,2012,6000592587
LR,2000,
LR,2001,
LR,2002,
LR,2003,
LR,2004,97978706
LR,2005,48925730
LR,2006,116857679
LR,2007,83340139
LR,2008,71189600
LR,2009,30927550
LR,2010,36168172
LR,2011,374720345
LR,2012,359993865
LS,2000,899011005
LS,2001,860341444
LS,2002,928548377
LS,2003,916124384
LS,2004,836029607
LS,2005,739357960
LS,2006,750123076
LS,2007,732546264
LS,2008,699426687
LS,2009,648555408
LS,2010,597896815
LS,2011,591335663
LS,2012,601871109
LY,2000,15955168
LY,2001,19538543
LY,2002,22572173
LY,2003,22791617
LY,2004,23618222
LY,2005,27626827
LY,2006,27022068
LY,2007,
LY,2008,
LY,2009,
LY,2010,
LY,2011,
LY,2012,
MA,2000,3212219456
MA,2001,5116063779
MA,2002,4352919968
MA,2003,4715671741
MA,2004,5049924574
MA,2005,5409548216
MA,2006,6279257841
MA,2007,6948032991
MA,2008,6360154643
MA,2009,5923436027
MA,2010,6298896138
MA,2011,6835848723
MA,2012,6507907714
MD,2000,577746343
MD,2001,726570127
MD,2002,928707980
MD,2003,1248760451
MD,2004,1481552893
MD,2005,1796275617
MD,2006,2120483494
MD,2007,2144985738
MD,2008,2127813765
MD,2009,1413887848
MD,2010,1597082717
MD,2011,1673094988
MD,2012,1775280029
ME,2000,
ME,2001,
ME,2002,
ME,2003,
ME,2004,
ME,2005,
ME,2006,
ME,2007,208327017
ME,2008,273390501
ME,2009,286524350
ME,2010,294187328
ME,2011,316969566
ME,2012,332611114
MG,2000,21134556
MG,2001,18496146
MG,2002,45021851
MG,2003,21976611
MG,2004,20569365
MG,2005,17790317
MG,2006,
MG,2007,
MG,2008,
MG,2009,
MG,2010,
MG,2011,
MG,2012,
MK,2000,81588695
MK,2000,163714756
MK,2001,148128401
MK,2001,159677807
MK,2002,177402459
MK,2002,196766629
MK,2003,178188699
MK,2003,261777503
MK,2004,222498915
MK,2004,290093001
MK,2005,248495201
MK,2005,296580619
MK,2006,246290452
MK,2006,334560163
MK,2007,199290581
MK,2007,369254070
MK,2008,151233707
MK,2008,377589185
MK,2009,213619436
MK,2009,371488943
MK,2010,204052377
MK,2010,387877249
MK,2011,180478339
MK,2011,395164810
MK,2012,173767211
MK,2012,394080566
ML,2000,160824004
ML,2001,191152811
ML,2002,293786347
ML,2003,267228996
ML,2004,234200067
ML,2005,257152239
ML,2006,290245709
ML,2007,420848372
ML,2008,451290118
ML,2009,484735930
ML,2010,508853133
ML,2011,461796666
ML,2012,472741516
MM,2000,183254073
MM,2001,318989179
MM,2002,309867032
MM,2003,182953292
MM,2004,284202208
MM,2005,316072628
MM,2006,262737385
MM,2007,148720092
MM,2008,70189570
MM,2009,66652461
MM,2010,113554658
MM,2011,117563985
MM,2012,565685751
MN,2000,44017638
MN,2001,84657554
MN,2002,181273453
MN,2003,387983143
MN,2004,541698722
MN,2005,407990673
MN,2006,328634728
MN,2007,287251919
MN,2008,298072419
MN,2009,319935110
MN,2010,335737648
MN,2011,292890533
MN,2012,320359558
MU,2000,275149874
MU,2001,348626942
MU,2002,337685614
MU,2003,297844020
MU,2004,274668089
MU,2005,282523913
MU,2006,284618646
MU,2007,260346615
MU,2008,222024669
MU,2009,245143296
MU,2010,249052434
MU,2011,245294421
MU,2012,861941
MV,2000,2735308
MV,2001,2452425
MV,2002,2660250
MV,2003,2646772
MV,2004,3788345
MV,2005,2920839
MV,2006,3298630
MV,2007,8732105
MV,2008,6305745
MV,2009,4169632
MV,2010,2908149
MV,2011,3018661
MV,2012,3147416
MW,2000,1074497
MW,2001,1045534
MW,2002,779379
MW,2003,14952616
MW,2004,18996811
MW,2005,22832491
MW,2006,13519729
MW,2007,17975575
MW,2008,13176771
MW,2009,12194221
MW,2010,12176139
MW,2011,12706274
MW,2012,17412162
MX,2000,10106675407
MX,2001,12775782452
MX,2002,13590625717
MX,2003,21637292639
MX,2004,24930287192
MX,2005,26156622661
MX,2006,28724205508
MX,2007,27806064629
MX,2008,25875398527
MX,2009,25721726396
MX,2010,23019263865
MX,2011,22978067531
MX,2012,23370587890
MY,2000,640499922
MY,2001,697812340
MY,2002,801780023
MY,2003,1018947537
MY,2004,1349676969
MY,2005,1715247732
MY,2006,1952654158
MY,2007,1988508704
MY,2008,1491706457
MY,2009,1427951720
MY,2010,1222557683
MY,2011,1209023299
MY,2012,1319707031
MZ,2000,50453458
MZ,2001,66079185
MZ,2002,87908825
MZ,2003,111502244
MZ,2004,81549549
MZ,2005,78381414
MZ,2006,105561407
MZ,2007,124944456
MZ,2008,126963900
MZ,2009,129306340
MZ,2010,171465478
MZ,2011,166582664
MZ,2012,163554061
NA,2000,18252974
NA,2001,18977498
NA,2002,18920665
NA,2003,20681180
NA,2004,21583884
NA,2005,23245161
NA,2006,21187770
NA,2007,19317205
NA,2008,17196004
NA,2009,16543063
NA,2010,16323071
NA,2011,15072515
NA,2012,15492519
NE,2000,30113955
NE,2001,45655695
NE,2002,36327307
NE,2003,40971257
NE,2004,86814573
NE,2005,89922546
NE,2006,103535542
NE,2007,92323871
NE,2008,94486820
NE,2009,102150468
NE,2010,138028810
NE,2011,126044671
NE,2012,134292526
NG,2000,2955573637
NG,2001,2816161158
NG,2002,2640282932
NG,2003,2237860364
NG,2004,4075611601
NG,2005,21654307960
NG,2006,20531109711
NG,2007,20142491293
NG,2008,18354427094
NG,2009,23016617689
NG,2010,19757469909
NG,2011,20593000241
NG,2012,20633320312
NI,2000,440412835
NI,2001,455549486
NI,2002,525705781
NI,2003,616574448
NI,2004,705290564
NI,2005,799952713
NI,2006,879182420
NI,2007,892222899
NI,2008,928040064
NI,2009,863253501
NI,2010,909632006
NI,2011,946804478
NI,2012,1016300048
NP,2000,229849199
NP,2001,311367435
NP,2002,1418534234
NP,2003,1582492737
NP,2004,1537480048
NP,2005,2084143170
NP,2006,2336626605
NP,2007,2525280461
NP,2008,3468636092
NP,2009,3873076095
NP,2010,3789811320
NP,2011,3987078413
NP,2012,4793419433
PA,2000,22363762
PA,2001,98666854
PA,2002,112319491
PA,2003,140208114
PA,2004,140209275
PA,2005,163986421
PA,2006,194686571
PA,2007,216876618
PA,2008,223748247
PA,2009,378864050
PA,2010,443424265
PA,2011,397788646
PA,2012,402299987
PE,2000,1361933990
PE,2001,1416671071
PE,2002,1324131045
PE,2003,1569509825
PE,2004,1891506431
PE,2005,2255532040
PE,2006,2666335502
PE,2007,2898675211
PE,2008,3085687821
PE,2009,3065747538
PE,2010,2895170458
PE,2011,2868802074
PE,2012,2787954954
PG,2000,17580455
PG,2001,16430340
PG,2002,16009635
PG,2003,16899940
PG,2004,20781599
PG,2005,13362631
PG,2006,7738867
PG,2007,12419928
PG,2008,10194572
PG,2009,6889894
PG,2010,4547298
PG,2011,3799462
PG,2012,3493553
PH,2000,12193814016
PH,2001,16792222602
PH,2002,18111505050
PH,2003,19395806811
PH,2004,21283018726
PH,2005,23369693455
PH,2006,23310405072
PH,2007,21731192818
PH,2008,22274650295
PH,2009,24583118663
PH,2010,24196015068
PH,2011,24099791393
PH,2012,24641000000
PK,2000,1803292593
PK,2001,2540527374
PK,2002,6404813710
PK,2003,6510203907
PK,2004,5916558378
PK,2005,6233425439
PK,2006,6818859025
PK,2007,7588836655
PK,2008,8326916515
PK,2009,10437568940
PK,2010,11374262614
PK,2011,12401134154
PK,2012,14007001953
PY,2000,585060177
PY,2001,588838846
PY,2002,544808402
PY,2003,601445092
PY,2004,552536864
PY,2005,349914025
PY,2006,627164565
PY,2007,517511450
PY,2008,436672438
PY,2009,506665333
PY,2010,479769271
PY,2011,565516100
PY,2012,634099975
RS,2000,
RS,2001,
RS,2002,
RS,2003,
RS,2004,
RS,2005,
RS,2006,
RS,2007,2943813158
RS,2008,2219899469
RS,2009,3685269167
RS,2010,3477502128
RS,2011,2890861003
RS,2012,2763194824
RW,2000,10677255
RW,2001,14074752
RW,2002,14641304
RW,2003,18096804
RW,2004,17446739
RW,2005,13982525
RW,2006,41590842
RW,2007,156013803
RW,2008,76743048
RW,2009,99947293
RW,2010,115040028
RW,2011,180418904
RW,2012,182405273
SB,2000,6907759
SB,2001,6677051
SB,2002,6292873
SB,2003,7171258
SB,2004,15023992
SB,2005,11815751
SB,2006,2995668
SB,2007,3146485
SB,2008,2365399
SB,2009,3310368
SB,2010,2113153
SB,2011,2098671
SB,2012,2233767
SC,2000,4280939
SC,2001,2345073
SC,2002,2338374
SC,2003,5335401
SC,2004,6116356
SC,2005,10818695
SC,2006,11740046
SC,2007,4573338
SC,2008,3175835
SC,2009,18284735
SC,2010,18230369
SC,2011,26063342
SC,2012,25513092
SD,2000,1978606278
SD,2001,2292507895
SD,2002,2853688781
SD,2003,3242739608
SD,2004,3259579901
SD,2005,1328465251
SD,2006,1219082317
SD,2007,1288605701
SD,2008,1778327520
SD,2009,2564002023
SD,2010,1101925736
SD,2011,426544038
SD,2012,401482604
SL,2000,10035886
SL,2001,9476344
SL,2002,34510096
SL,2003,40556443
SL,2004,39585357
SL,2005,3557819
SL,2006,20792161
SL,2007,52777591
SL,2008,25677780
SL,2009,43106373
SL,2010,53249810
SL,2011,65971882
SL,2012,58811611
SN,2000,442892946
SN,2001,581013792
SN,2002,603179562
SN,2003,743281478
SN,2004,832948163
SN,2005,1010931253
SN,2006,1131410090
SN,2007,1267598946
SN,2008,1367823045
SN,2009,1341815506
SN,2010,1517922172
SN,2011,1388729764
SN,2012,1477678100
SR,2000,
SR,2001,519912
SR,2002,32259729
SR,2003,45423559
SR,2004,16318127
SR,2005,6132633
SR,2006,2972587
SR,2007,3725723
SR,2008,2533628
SR,2009,4974469
SR,2010,4300118
SR,2011,4104811
SR,2012,8057491
ST,2000,893690
ST,2001,1099549
ST,2002,1462956
ST,2003,3002044
ST,2004,1724662
ST,2005,2157004
ST,2006,2361323
ST,2007,2822408
ST,2008,3633688
ST,2009,2352777
ST,2010,7628732
ST,2011,7016869
ST,2012,6358890
SV,2000,2554592549
SV,2001,2695275640
SV,2002,2701430947
SV,2003,2854549123
SV,2004,3345479336
SV,2005,3782059504
SV,2006,4164324492
SV,2007,4249316938
SV,2008,4086928704
SV,2009,3721008877
SV,2010,3686678630
SV,2011,3708728168
SV,2012,3927280029
SZ,2000,113476681
SZ,2001,120077920
SZ,2002,114097182
SZ,2003,112730528
SZ,2004,112631778
SZ,2005,124814924
SZ,2006,113172762
SZ,2007,112666557
SZ,2008,109661369
SZ,2009,110222284
SZ,2010,53613759
SZ,2011,52360868
SZ,2012,54690322
TG,2000,75110874
TG,2001,143965979
TG,2002,193552780
TG,2003,258399806
TG,2004,274587575
TG,2005,273751352
TG,2006,329967729
TG,2007,360772726
TG,2008,348039836
TG,2009,357832470
TG,2010,373779605
TG,2011,331251450
TG,2012,336597473
TH,2000,3107715297
TH,2001,2489431489
TH,2002,2630603116
TH,2003,2919718072
TH,2004,2769120247
TH,2005,1940339174
TH,2006,1950037637
TH,2007,2106629591
TH,2008,2270727152
TH,2009,3353057316
TH,2010,3855293000
TH,2011,3971235265
TH,2012,4713380859
TJ,2000,
TJ,2001,
TJ,2002,237994821
TJ,2003,379952937
TJ,2004,543994806
TJ,2005,964157012
TJ,2006,1851759574
TJ,2007,2508597826
TJ,2008,2944136614
TJ,2009,2168729974
TJ,2010,2687429178
TJ,2011,3312863877
TJ,2012,3362059323
TL,2000,
TL,2001,
TL,2002,
TL,2003,
TL,2004,
TL,2005,
TL,2006,4209294
TL,2007,12830923
TL,2008,16608148
TL,2009,160837718
TL,2010,161873354
TL,2011,130283171
TL,2012,130765487
TN,2000,1074012233
TN,2001,1276463528
TN,2002,1428939123
TN,2003,1483984479
TN,2004,1584852941
TN,2005,1549641242
TN,2006,1666534073
TN,2007,1777682816
TN,2008,1857167826
TN,2009,1956985424
TN,2010,2076605743
TN,2011,1906845136
TN,2012,2265714111
TO,2000,
TO,2001,119790201
TO,2002,146703760
TO,2003,120471455
