id,year,total-unemployment
GA,2012,20.29999924
GB,2012,8
GE,2012,15
GH,2012,4.199999809
GN,2012,1.700000048
GM,2012,7
GW,2012,6.900000095
GQ,2012,6.900000095
GR,2012,24.20000076
GD,2012,
GL,2012,
GT,2012,2.900000095
GU,2012,
GY,2012,11.30000019
HK,2012,3.299999952
HN,2012,4.400000095
HR,2012,15.80000019
HT,2012,7
HU,2012,10.89999962
ID,2012,6.099999905
IN,2012,3.599999905
IE,2012,14.69999981
IR,2012,13.10000038
IQ,2012,15.10000038
IS,2012,6
IL,2012,6.900000095
IT,2012,10.69999981
JM,2012,13.69999981
JO,2012,12.19999981
JP,2012,4.300000191
KZ,2012,5.300000191
KE,2012,9.199999809
KG,2012,8.399999619
KH,2012,0.200000003
KI,2012,
KN,2012,
KR,2012,3.200000048
XK,2012,
KW,2012,3.400000095
LA,2012,1.399999976
LB,2012,6.199999809
LR,2012,3.700000048
LY,2012,19.60000038
LC,2012,
LI,2012,
LK,2012,4
LS,2012,24.10000038
LT,2012,13.19999981
LU,2012,5.099999905
LV,2012,14.89999962
MO,2012,2
MF,2012,
MA,2012,9
MC,2012,
MD,2012,5.599999905
MG,2012,3.599999905
MV,2012,11.10000038
MX,2012,4.900000095
MH,2012,
MK,2012,31
ML,2012,8.100000381
MT,2012,6.400000095
MM,2012,3.299999952
ME,2012,19.60000038
MN,2012,5.199999809
MP,2012,
MZ,2012,8.300000191
MR,2012,31.10000038
MU,2012,8.699999809
MW,2012,7.599999905
MY,2012,3
NA,2012,16.70000076
NC,2012,
NE,2012,5.099999905
NG,2012,7.5
NI,2012,7.800000191
NL,2012,5.300000191
NO,2012,3.200000048
NP,2012,2.700000048
NZ,2012,6.900000095
OM,2012,7.900000095
PK,2012,5
PA,2012,4
PE,2012,3.599999905
PH,2012,7
PW,2012,
PG,2012,2.400000095
PL,2012,10.10000038
PR,2012,14.60000038
KP,2012,4.599999905
PT,2012,15.60000038
PY,2012,4.900000095
PF,2012,
QA,2012,0.5
RO,2012,7
RU,2012,5.5
RW,2012,0.600000024
SA,2012,5.599999905
SD,2012,14.80000019
SN,2012,10.30000019
SG,2012,2.799999952
SB,2012,3.799999952
SL,2012,3.400000095
SV,2012,6.099999905
SM,2012,
SO,2012,6.900000095
RS,2012,23.89999962
SS,2012,
ST,2012,
SR,2012,7.400000095
SK,2012,13.89999962
SI,2012,8.800000191
SE,2012,8.100000381
SZ,2012,22.5
SX,2012,
SC,2012,
SY,2012,11.39999962
TC,2012,
TD,2012,7
TG,2012,7
TH,2012,0.699999988
TJ,2012,11
TM,2012,10.80000019
TL,2012,4
TO,2012,
TT,2012,5
TN,2012,14
TR,2012,9.199999809
TV,2012,
TZ,2012,3.5
UG,2012,4.199999809
UA,2012,7.5
UY,2012,6.5
US,2012,8.199999809
UZ,2012,10.89999962
VC,2012,
VE,2012,8.100000381
VI,2012,
VN,2012,1.799999952
VU,2012,
PS,2012,23
WS,2012,
YE,2012,17.70000076
ZA,2012,25
CD,2012,8.199999809
ZM,2012,13.10000038
ZW,2012,5.300000191
AW,2013,
AD,2013,
AF,2013,8
AO,2013,6.800000191
AL,2013,16
AE,2013,3.799999952
AR,2013,7.5
AM,2013,16.20000076
AS,2013,
AG,2013,
AU,2013,5.699999809
AT,2013,4.900000095
AZ,2013,5.5
BI,2013,6.900000095
BE,2013,8.399999619
BJ,2013,1
BF,2013,3.099999905
BD,2013,4.300000191
BG,2013,12.89999962
BH,2013,7.400000095
BS,2013,13.60000038
BA,2013,28.39999962
BY,2013,5.800000191
BZ,2013,14.60000038
BM,2013,
BO,2013,2.599999905
BR,2013,5.900000095
BB,2013,12.19999981
BN,2013,3.799999952
BT,2013,2.099999905
BW,2013,18.39999962
CF,2013,7.599999905
CA,2013,7.099999905
CH,2013,4.400000095
CL,2013,6
CN,2013,4.599999905
CI,2013,4
CM,2013,4
CG,2013,6.5
CO,2013,10.5
KM,2013,6.5
CV,2013,7
CR,2013,7.599999905
CU,2013,3.200000048
CW,2013,
KY,2013,
CY,2013,15.80000019
CZ,2013,6.900000095
DE,2013,5.300000191
DJ,2013,
DM,2013,
DK,2013,7
DO,2013,14.89999962
DZ,2013,9.800000191
EC,2013,4.199999809
EG,2013,12.69999981
ER,2013,7.199999809
ES,2013,26.60000038
EE,2013,8.800000191
ET,2013,5.699999809
FI,2013,8.199999809
FJ,2013,8.100000381
FR,2013,10.39999962
FO,2013,
FM,2013,
GA,2013,19.60000038
GB,2013,7.5
GE,2013,14.30000019
GH,2013,4.599999905
GN,2013,1.799999952
GM,2013,7
GW,2013,7.099999905
GQ,2013,8
GR,2013,27.29999924
GD,2013,
GL,2013,
GT,2013,2.799999952
GU,2013,
GY,2013,11.10000038
HK,2013,3.299999952
HN,2013,4.199999809
HR,2013,17.70000076
HT,2013,7
HU,2013,10.19999981
ID,2013,6.300000191
IN,2013,3.599999905
IE,2013,13.10000038
IR,2013,13.19999981
IQ,2013,16
IS,2013,5.599999905
IL,2013,6.300000191
IT,2013,12.19999981
JM,2013,15
JO,2013,12.60000038
JP,2013,4
KZ,2013,5.199999809
KE,2013,9.199999809
KG,2013,8
KH,2013,0.300000012
KI,2013,
KN,2013,
KR,2013,3.099999905
XK,2013,
KW,2013,3.099999905
LA,2013,1.399999976
LB,2013,6.5
LR,2013,3.700000048
LY,2013,19.60000038
LC,2013,
LI,2013,
LK,2013,4.199999809
LS,2013,24.70000076
LT,2013,11.80000019
LU,2013,5.900000095
LV,2013,11.10000038
MO,2013,1.799999952
MF,2013,
MA,2013,9.199999809
MC,2013,
MD,2013,5.099999905
MG,2013,3.599999905
MV,2013,11.60000038
MX,2013,4.900000095
MH,2013,
MK,2013,29
ML,2013,8.199999809
MT,2013,6.5
MM,2013,3.400000095
ME,2013,19.79999924
MN,2013,4.900000095
MP,2013,
MZ,2013,8.300000191
MR,2013,31
MU,2013,8.300000191
MW,2013,7.599999905
MY,2013,3.200000048
NA,2013,16.89999962
NC,2013,
NE,2013,5.099999905
NG,2013,7.5
NI,2013,7.199999809
NL,2013,6.699999809
NO,2013,3.5
NP,2013,2.700000048
NZ,2013,6.199999809
OM,2013,7.900000095
PK,2013,5.099999905
PA,2013,4.099999905
PE,2013,3.900000095
PH,2013,7.099999905
PW,2013,
PG,2013,2.099999905
PL,2013,10.39999962
PR,2013,14.19999981
KP,2013,4.599999905
PT,2013,16.5
PY,2013,5.199999809
PF,2013,
QA,2013,0.5
RO,2013,7.300000191
RU,2013,5.599999905
RW,2013,0.600000024
SA,2013,5.699999809
SD,2013,15.19999981
SN,2013,10.30000019
SG,2013,2.799999952
SB,2013,3.799999952
SL,2013,3.200000048
SV,2013,6.300000191
SM,2013,
SO,2013,6.900000095
RS,2013,22.20000076
SS,2013,
ST,2013,
SR,2013,7.800000191
SK,2013,14.19999981
SI,2013,10.19999981
SE,2013,8.100000381
SZ,2013,22.5
SX,2013,
SC,2013,
SY,2013,10.80000019
TC,2013,
TD,2013,7
TG,2013,6.900000095
TH,2013,0.699999988
TJ,2013,10.69999981
TM,2013,10.60000038
TL,2013,4.400000095
TO,2013,
TT,2013,5.800000191
TN,2013,13.30000019
TR,2013,10
TV,2013,
TZ,2013,3.5
UG,2013,3.799999952
UA,2013,7.900000095
UY,2013,6.599999905
US,2013,7.400000095
UZ,2013,10.69999981
VC,2013,
VE,2013,7.5
VI,2013,
VN,2013,2
VU,2013,
PS,2013,23.39999962
WS,2013,
YE,2013,17.39999962
ZA,2013,24.89999962
CD,2013,8
ZM,2013,13.30000019
ZW,2013,5.400000095
