id,year,value-0-14,value-15-64,value-65-and-above
GQ,2015,331771,488867,24422
GR,1960,2202908,5449781,679036
GR,1961,2222964,5483087,691999
GR,1962,2218506,5523455,706272
GR,1963,2195375,5563482,720768
GR,1964,2176117,5598160,736152
GR,1965,2170930,5626974,752429
GR,1966,2157720,5660891,795040
GR,1967,2166680,5677657,839751
GR,1968,2185191,5671008,884565
GR,1969,2194946,5648783,929913
GR,1970,2189409,5624758,978639
GR,1971,2202460,5627136,1001439
GR,1972,2198158,5662056,1028414
GR,1973,2176911,5697650,1054525
GR,1974,2157159,5726732,1078131
GR,1975,2160314,5779835,1106392
GR,1976,2160134,5880416,1147600
GR,1977,2170737,5954634,1184039
GR,1978,2188693,6023858,1217408
GR,1979,2199919,6101337,1246048
GR,1980,2193670,6179881,1268954
GR,1981,2198833,6254999,1275518
GR,1982,2183061,6324025,1282426
GR,1983,2159365,6393415,1293847
GR,1984,2132545,6454041,1309214
GR,1985,2106072,6503986,1324242
GR,1986,2086138,6552446,1329626
GR,1987,2059123,6608393,1333079
GR,1988,2026467,6670579,1339937
GR,1989,1987631,6741803,1360064
GR,1990,1953705,6843067,1399000
GR,1991,1930858,6947375,1441694
GR,1992,1894709,7017286,1486026
GR,1993,1854632,7073333,1532451
GR,1994,1811376,7124607,1576938
GR,1995,1768104,7174871,1619178
GR,1996,1740904,7204436,1663460
GR,1997,1713264,7243259,1704735
GR,1998,1686336,7287802,1746371
GR,1999,1660530,7315802,1785366
GR,2000,1639241,7340385,1826182
GR,2001,1631492,7354750,1874804
GR,2002,1626582,7353414,1922026
GR,2003,1622818,7341477,1964867
GR,2004,1620265,7333371,2001504
GR,2005,1620629,7336230,2030456
GR,2006,1618891,7346173,2054195
GR,2007,1618601,7360493,2069379
GR,2008,1620688,7376734,2080419
GR,2009,1623846,7387277,2095894
GR,2010,1625940,7380122,2114167
GR,2011,1621315,7333675,2149908
GR,2012,1613676,7244423,2186912
GR,2013,1604210,7132870,2228131
GR,2014,1594649,7024517,2273247
GR,2015,1580265,6927188,2316279
GT,1960,1889595,2127342,110618
GT,1961,1941534,2183643,114906
GT,1962,1992264,2244945,119370
GT,1963,2041477,2311435,123563
GT,1964,2089704,2383238,127904
GT,1965,2136675,2459138,132390
GT,1966,2194756,2526132,137992
GT,1967,2249893,2599909,143302
GT,1968,2303513,2679136,148812
GT,1969,2359385,2761847,153495
GT,1970,2418829,2846192,157820
GT,1971,2490498,2924453,162872
GT,1972,2565335,3005418,166968
GT,1973,2642907,3088506,171157
GT,1974,2720160,3173520,175396
GT,1975,2797103,3261207,179653
GT,1976,2884895,3337942,185833
GT,1977,2971397,3416843,191470
GT,1978,3057653,3498706,197900
GT,1979,3145032,3583922,203845
GT,1980,3234705,3673212,210000
GT,1981,3335003,3758275,217119
GT,1982,3436485,3847182,224494
GT,1983,3538184,3939883,231304
GT,1984,3636398,4038419,238997
GT,1985,3729179,4140736,247584
GT,1986,3824101,4238462,257103
GT,1987,3910713,4344573,268499
GT,1988,3991957,4458108,279341
GT,1989,4072300,4576532,291453
GT,1990,4156149,4699250,303148
GT,1991,4237328,4830460,317213
GT,1992,4327639,4960577,330897
GT,1993,4421252,5093709,345102
GT,1994,4511525,5235148,359790
GT,1995,4596594,5386860,373900
GT,1996,4686392,5534314,391594
GT,1997,4769453,5693554,408779
GT,1998,4847855,5861305,427654
GT,1999,4929749,6032981,446085
GT,2000,5019111,6206678,464040
GT,2001,5105678,6388385,482662
GT,2002,5197280,6572995,501933
GT,2003,5290864,6760688,520537
GT,2004,5380308,6956539,539576
GT,2005,5461926,7162598,560299
GT,2006,5533615,7377703,577374
GT,2007,5599078,7602494,596058
GT,2008,5655371,7836265,615052
GT,2009,5708099,8074098,635835
GT,2010,5760314,8313415,658532
GT,2011,5806012,8561535,681732
GT,2012,5853960,8807836,708500
GT,2013,5901307,9055157,734329
GT,2014,5944951,9308205,762338
GT,2015,5984769,9565498,792631
GU,1960,26710,38937,1095
GU,1961,27236,39714,1123
GU,1962,27676,40776,1149
GU,1963,28173,41925,1191
GU,1964,28781,43033,1235
GU,1965,29422,44125,1280
GU,1966,30032,45262,1318
GU,1967,30572,46481,1356
GU,1968,31205,47610,1404
GU,1969,31947,48643,1444
GU,1970,32705,49691,1485
GU,1971,32868,51257,1595
GU,1972,33028,52840,1725
GU,1973,33298,54304,1861
GU,1974,33720,55642,2020
GU,1975,34242,56927,2184
GU,1976,34520,58557,2308
GU,1977,34770,60250,2456
GU,1978,35049,61959,2620
GU,1979,35381,63654,2811
GU,1980,35800,65321,2999
GU,1981,35992,67331,3163
GU,1982,36256,69322,3322
GU,1983,36608,71277,3520
GU,1984,37003,73220,3738
GU,1985,37444,75145,3987
GU,1986,37713,77322,4185
GU,1987,37979,79543,4401
GU,1988,38238,81801,4626
GU,1989,38564,84077,4884
GU,1990,38975,86327,5180
GU,1991,40119,87945,5489
GU,1992,41378,89509,5810
GU,1993,42687,90981,6138
GU,1994,43941,92395,6469
GU,1995,45008,93786,6769
GU,1996,45958,94995,7107
GU,1997,46670,96241,7410
GU,1998,47099,97471,7705
GU,1999,47309,98636,8005
GU,2000,47360,99658,8310
GU,2001,47488,100201,8728
GU,2002,47487,100619,9136
GU,2003,47378,100912,9533
GU,2004,47126,101197,9871
GU,2005,46744,101503,10154
GU,2006,46230,101775,10425
GU,2007,45584,102108,10656
GU,2008,44881,102553,10876
GU,2009,44271,103183,11183
GU,2010,43846,104003,11591
GU,2011,43512,105282,12064
GU,2012,43356,106801,12666
GU,2013,43311,108451,13342
GU,2014,43310,110143,14090
GU,2015,43270,111784,14831
GW,1960,248782,349564,18061
GW,1961,252171,352727,18515
GW,1962,255769,355305,18962
GW,1963,259412,357893,19289
GW,1964,262608,361778,19576
GW,1965,265464,367395,19707
GW,1966,270008,372446,20143
GW,1967,273870,379402,20621
GW,1968,277481,387678,20996
GW,1969,281314,396146,21457
GW,1970,285514,404318,21995
GW,1971,291467,410417,22978
GW,1972,297609,416519,23989
GW,1973,303911,422650,24950
GW,1974,310197,428844,25933
GW,1975,316375,435249,26858
GW,1976,324228,439616,28115
GW,1977,331778,444464,29239
GW,1978,339220,449753,30317
GW,1979,347139,455568,31278
GW,1980,355762,461913,32211
GW,1981,366372,467284,33291
GW,1982,377612,473210,34344
GW,1983,389250,479960,35271
GW,1984,400810,487517,36051
GW,1985,412089,496094,36758
GW,1986,425250,503017,37772
GW,1987,437362,511638,38719
GW,1988,448627,521749,39591
GW,1989,459905,532613,40279
GW,1990,471280,544158,40770
GW,1991,483602,555110,41479
GW,1992,495903,566715,42089
GW,1993,508029,579200,42477
GW,1994,519222,593149,42739
GW,1995,529269,608624,42984
GW,1996,540497,623056,43452
GW,1997,550273,639457,43790
GW,1998,558872,657437,44115
GW,1999,567244,676314,44298
GW,2000,575380,695744,44331
GW,2001,585158,713745,44743
GW,2002,594784,732570,45014
GW,2003,604280,752301,45135
GW,2004,613533,772894,45389
GW,2005,622707,794292,45785
GW,2006,633861,813961,46781
GW,2007,644538,834845,47959
GW,2008,655119,856994,49181
GW,2009,666358,880333,50141
GW,2010,678191,904854,51150
GW,2011,692833,928128,52548
GW,2012,707624,952986,53839
GW,2013,722887,979077,55174
GW,2014,737850,1005947,56716
GW,2015,752300,1033560,58465
GY,1960,259993,284763,19466
GY,1961,269249,292588,20197
GY,1962,280041,299679,20839
GY,1963,291372,306040,21475
GY,1964,301677,311976,22061
GY,1965,309971,317840,22568
GY,1966,315932,323483,22917
GY,1967,319664,329072,23251
GY,1968,321672,334661,23734
GY,1969,323406,339978,24274
GY,1970,325870,344929,24692
GY,1971,324035,354510,25196
GY,1972,324330,362290,25568
GY,1973,326144,368822,25953
GY,1974,328529,375191,26507
GY,1975,330855,382296,27016
GY,1976,334574,389097,27337
GY,1977,337763,397005,27677
GY,1978,339833,405171,28223
GY,1979,340264,412569,28844
GY,1980,338559,418715,29341
GY,1981,334154,423561,30012
GY,1982,328325,426665,30476
GY,1983,320809,428421,31059
GY,1984,311641,429879,31783
GY,1985,300968,431714,32438
GY,1986,291283,432655,31660
GY,1987,280698,433528,30924
GY,1988,270286,434162,30424
GY,1989,260864,435234,30139
GY,1990,252891,437355,29964
GY,1991,252561,434232,30637
GY,1992,251885,434232,31504
GY,1993,251681,435762,32468
GY,1994,252480,437193,33558
GY,1995,254416,437688,34591
GY,1996,252939,442862,34392
GY,1997,253180,446697,33904
GY,1998,255849,448288,33179
GY,1999,260473,447518,32272
GY,2000,265937,445034,31247
GY,2001,266796,445155,31213
GY,2002,268633,443263,31210
GY,2003,270877,440250,31409
GY,2004,272967,437653,31542
GY,2005,274352,436513,31630
GY,2006,270857,441017,31831
GY,2007,266640,447159,31839
GY,2008,262208,454019,31869
GY,2009,258258,460434,32057
GY,2010,254862,465954,32470
GY,2011,247023,475224,33637
GY,2012,240340,483335,34735
GY,2013,234094,491018,35921
GY,2014,227717,499051,37125
GY,2015,220997,507734,38431
HK,1960,1257615,1731258,86732
HK,1961,1302089,1775086,90924
HK,1962,1354140,1854217,96842
HK,1963,1389912,1928703,102285
HK,1964,1408499,1988861,107241
HK,1965,1426208,2058718,113334
HK,1966,1433085,2078481,117972
HK,1967,1454126,2142471,126203
HK,1968,1462138,2204805,135756
HK,1969,1459009,2259995,144896
HK,1970,1467601,2336206,155193
HK,1971,1452263,2425562,167475
HK,1972,1437075,2507149,179377
HK,1973,1434933,2611977,194265
HK,1974,1418150,2704541,211076
HK,1975,1405404,2824193,232003
HK,1976,1373924,2905074,239002
HK,1977,1332940,3002782,247978
HK,1978,1292431,3116023,259046
HK,1979,1302920,3345294,281486
HK,1980,1286027,3479869,297204
HK,1981,1277708,3584321,321889
HK,1982,1272956,3647246,344298
HK,1983,1276410,3700947,367743
HK,1984,1273365,3734267,390268
HK,1985,1266384,3775145,414671
HK,1986,1269553,3824681,430366
HK,1987,1264571,3879807,446681
HK,1988,1248764,3916810,462026
HK,1989,1239592,3966125,480484
HK,1990,1225897,3982882,496292
HK,1991,1203894,4037329,510778
HK,1992,1190843,4084712,525525
HK,1993,1192592,4163746,544662
HK,1994,1198630,4268235,569138
HK,1995,1195515,4367753,592832
HK,1996,1235616,4564700,635827
HK,1997,1219988,4610648,658015
HK,1998,1196843,4663695,682508
HK,1999,1172654,4724969,708877
HK,2000,1146380,4784804,733817
HK,2001,1115245,4842353,757373
HK,2002,1079056,4886100,778269
HK,2003,1035870,4900695,794234
HK,2004,1001245,4966879,815377
HK,2005,964068,5020647,828485
HK,2006,925023,5090711,841366
HK,2007,893586,5169243,853471
HK,2008,867638,5224612,865550
HK,2009,849984,5242151,880665
HK,2010,847119,5270257,906824
HK,2011,836570,5300164,935573
HK,2012,841381,5339478,973741
HK,2013,848844,5328813,1009125
HK,2014,861038,5328443,1052219
HK,2015,873762,5331700,1100238
HN,1960,922675,1016384,63474
HN,1961,960469,1043026,65383
HN,1962,999652,1072171,67599
HN,1963,1038353,1103140,69651
HN,1964,1075182,1136132,71451
HN,1965,1108563,1171143,72932
HN,1966,1146949,1197774,75511
HN,1967,1182479,1225989,77821
HN,1968,1216123,1256193,79884
HN,1969,1249747,1288261,82006
HN,1970,1284024,1323317,83969
HN,1971,1321807,1357771,86590
HN,1972,1358896,1397023,89341
HN,1973,1396161,1439791,92238
HN,1974,1435127,1485186,95293
HN,1975,1476174,1533046,98204
HN,1976,1519435,1583212,102236
HN,1977,1565197,1635636,106154
HN,1978,1613185,1690329,110254
HN,1979,1660523,1748605,113802
HN,1980,1707401,1811386,117075
HN,1981,1758770,1871296,120777
HN,1982,1808428,1935695,124172
HN,1983,1856587,2004156,127628
HN,1984,1906031,2073775,131564
HN,1985,1957272,2144143,135598
HN,1986,2011164,2213765,141471
HN,1987,2066324,2284471,147530
HN,1988,2121223,2356503,153766
HN,1989,2175568,2430592,160641
HN,1990,2228578,2507580,167205
HN,1991,2281579,2585555,173916
HN,1992,2333908,2664882,180767
HN,1993,2384610,2745705,187727
HN,1994,2432053,2828667,194761
HN,1995,2475755,2913541,202399
HN,1996,2518246,2996249,210092
HN,1997,2556706,3080813,218427
HN,1998,2590600,3168218,226857
HN,1999,2621912,3256601,235410
HN,2000,2650812,3348164,244104
HN,2001,2673399,3445601,252304
HN,2002,2693186,3545205,260610
HN,2003,2708833,3648443,269028
HN,2004,2720926,3755539,277563
HN,2005,2728680,3865974,285528
HN,2006,2728537,3984197,294295
HN,2007,2725088,4105466,302470
HN,2008,2718672,4229367,311431
HN,2009,2707382,4355290,321165
HN,2010,2690139,4482065,330921
HN,2011,2670543,4609431,341439
HN,2012,2645757,4738380,351994
HN,2013,2617661,4867986,363411
HN,2014,2589935,4994362,377384
HN,2015,2564639,5117973,391640
HR,1960,1138914,2714184,286902
HR,1961,1140535,2734948,296189
HR,1962,1136669,2759101,306333
HR,1963,1128093,2786382,316932
HR,1964,1116462,2814797,327995
HR,1965,1103474,2843996,339530
HR,1966,1091189,2867714,353666
HR,1967,1075638,2895415,367947
HR,1968,1058270,2923880,382286
HR,1969,1040596,2949819,396585
HR,1970,1025999,2973014,411987
HR,1971,1012954,2992295,429752
HR,1972,1004608,3004909,447483
HR,1973,999490,3014142,464369
HR,1974,994287,3022883,479830
HR,1975,987663,3032505,493832
HR,1976,984822,3039177,506001
HR,1977,976193,3040066,515742
HR,1978,971339,3058898,526218
HR,1979,966767,3073083,531607
HR,1980,965774,3089559,532667
HR,1981,964915,3114086,528998
HR,1982,969642,3143921,521438
HR,1983,975129,3172313,511558
HR,1984,978588,3197844,504036
HR,1985,978278,3221595,500657
HR,1986,978398,3237403,506198
HR,1987,974070,3250692,515238
HR,1988,966622,3263302,527076
HR,1989,956260,3270639,540101
HR,1990,945962,3280992,553524
HR,1991,880803,3088448,540749
HR,1992,860922,3054351,554280
HR,1993,881136,3164016,595312
HR,1994,870015,3163860,616125
HR,1995,860964,3168850,639186
HR,1996,813863,3045584,634553
HR,1997,817931,3090672,663397
HR,1998,797577,3033674,669749
HR,1999,799227,3061654,693574
HR,2000,766583,2970289,689128
HR,2001,760128,2970804,709068
HR,2002,744144,2968140,727716
HR,2003,724608,2969916,745476
HR,2004,708021,2972354,758625
HR,2005,698727,2977028,766245
HR,2006,685536,2981460,772560
HR,2007,683144,2979661,773195
HR,2008,686462,2976442,771604
HR,2009,688279,2969697,771102
HR,2010,683872,2959030,774879
HR,2011,663924,2858599,757670
HR,2012,656350,2845181,766027
HR,2013,645162,2833438,777089
HR,2014,634487,2815562,788340
HR,2015,629014,2795288,800102
HT,1960,1557289,2184380,124490
HT,1961,1599428,2215776,128554
HT,1962,1646449,2244206,131941
HT,1963,1695662,2272236,135834
HT,1964,1742478,2304324,139834
HT,1965,1784479,2342716,143937
HT,1966,1831450,2376571,149897
HT,1967,1872013,2417924,155594
HT,1968,1908005,2464809,161419
HT,1969,1941328,2514019,167324
HT,1970,1971978,2564325,172336
HT,1971,2004978,2609395,178785
HT,1972,2034988,2656261,184822
HT,1973,2063632,2706037,190985
HT,1974,2092374,2759713,195860
HT,1975,2122453,2816916,200988
HT,1976,2157108,2872652,207958
HT,1977,2195857,2930836,214725
HT,1978,2238541,2991262,220747
HT,1979,2285508,3054766,226547
HT,1980,2336972,3120324,231535
HT,1981,2401948,3178159,238566
HT,1982,2471435,3239069,244761
HT,1983,2544758,3301358,250574
HT,1984,2619691,3364786,255854
HT,1985,2694131,3429590,260475
HT,1986,2776818,3484404,266324
HT,1987,2852334,3546073,271492
HT,1988,2923606,3612435,276622
HT,1989,2993296,3681970,281730
HT,1990,3061405,3752919,285409
HT,1991,3121177,3830305,291909
HT,1992,3182308,3907709,296956
HT,1993,3240462,3988260,301981
HT,1994,3290234,4077680,306996
HT,1995,3330455,4177340,312010
HT,1996,3367037,4279092,319418
HT,1997,3394853,4390190,326912
HT,1998,3415709,4509132,333643
HT,1999,3432355,4630822,341218
HT,2000,3447893,4752501,348807
HT,2001,3465725,4868705,358134
HT,2002,3480887,4987210,366642
HT,2003,3493675,5106762,375220
HT,2004,3506325,5228027,383918
HT,2005,3520095,5350545,392769
HT,2006,3533259,5471612,404608
HT,2007,3548499,5592732,415728
HT,2008,3564694,5713410,427026
HT,2009,3578593,5837875,437471
HT,2010,3587863,5965772,445983
HT,2011,3599407,6088963,456520
HT,2012,3606234,6217539,465055
HT,2013,3609212,6348458,474622
HT,2014,3611405,6477482,484199
HT,2015,3613914,6601231,495922
HU,1960,2528939,6557470,897559
HU,1961,2499307,6603305,926709
HU,1962,2474180,6631689,956871
HU,1963,2448345,6653001,986601
HU,1964,2416617,6686175,1017043
HU,1965,2375632,6725037,1047267
HU,1966,2325822,6772876,1079955
HU,1967,2282389,6823670,1110545
HU,1968,2240896,6875498,1139421
HU,1969,2199807,6931041,1167875
HU,1970,2158556,6983258,1196096
HU,1971,2148154,6996014,1223369
HU,1972,2125451,7023139,1249898
HU,1973,2103102,7051026,1276884
HU,1974,2099935,7071040,1306696
HU,1975,2123916,7076908,1339701
HU,1976,2150472,7069318,1378888
HU,1977,2205207,7025571,1417253
HU,1978,2272662,6964367,1447793
HU,1979,2327083,6914882,1462187
HU,1980,2355376,6899034,1456713
HU,1981,2388742,6888789,1434316
HU,1982,2384123,6926481,1394931
HU,1983,2352751,6986633,1350079
HU,1984,2322444,7033475,1313242
HU,1985,2304381,7050513,1292754
HU,1986,2251553,7066136,1311812
HU,1987,2229737,7041554,1341450
HU,1988,2221024,7000039,1375424
HU,1989,2179149,6910597,1391972
HU,1990,2115256,6857206,1401526
HU,1991,2091277,6855780,1426343
HU,1992,2039649,6885242,1444449
HU,1993,1971037,6928147,1458339
HU,1994,1910418,6964181,1468756
HU,1995,1866444,6985479,1477042
HU,1996,1827151,6986895,1497192
HU,1997,1795690,6980037,1514760
HU,1998,1770983,6965868,1529719
HU,1999,1744475,6952307,1540748
HU,2000,1717485,6946524,1546962
HU,2001,1678913,6947927,1560737
HU,2002,1647726,6943409,1567473
HU,2003,1619715,6938743,1571094
HU,2004,1592886,6938556,1576715
HU,2005,1564504,6938892,1584678
HU,2006,1545955,6925074,1600341
HU,2007,1522445,6913349,1619986
HU,2008,1498701,6899247,1640240
HU,2009,1479343,6885561,1658749
HU,2010,1464003,6863016,1672004
HU,2011,1453878,6827641,1690208
HU,2012,1443413,6777591,1699358
HU,2013,1438454,6742135,1712492
HU,2014,1434584,6701305,1729592
HU,2015,1433386,6656977,1754323
ID,1960,35002875,49646666,3142972
ID,1961,36433875,50504453,3199907
ID,1962,37874736,51443740,3239530
ID,1963,39334036,52442213,3279421
ID,1964,40812695,53505639,3319693
ID,1965,42300261,54648287,3360348
ID,1966,43824238,55790358,3452756
ID,1967,45360141,57009955,3537307
ID,1968,46869448,58328359,3623758
ID,1969,48297639,59790688,3711763
ID,1970,49631592,61390674,3812515
ID,1971,51036639,62946760,3950387
ID,1972,52297709,64669991,4091811
ID,1973,53461461,66556600,4236662
ID,1974,54555119,68538055,4372057
ID,1975,55610040,70604096,4509982
ID,1976,56726727,72606995,4690374
ID,1977,57771417,74689502,4847471
ID,1978,58770196,76887959,5007705
ID,1979,59710182,79186218,5157116
ID,1980,60589042,81606420,5294904
ID,1981,61508780,84019725,5450336
ID,1982,62374180,86538960,5593127
ID,1983,63170324,89137009,5737010
ID,1984,63862922,91828194,5864468
ID,1985,64420761,94584990,5989943
ID,1986,65020023,97218490,6163514
ID,1987,65428717,99963402,6336797
ID,1988,65730345,102778040,6492534
ID,1989,65928472,105621013,6683746
ID,1990,66097434,108462932,6858312
ID,1991,66221307,111267304,7126129
ID,1992,66355125,114027922,7379050
ID,1993,66442978,116776253,7634930
ID,1994,66443814,119583350,7912748
ID,1995,66296011,122488084,8173751
ID,1996,66175710,125234032,8536866
ID,1997,65907216,128081921,8884999
ID,1998,65532488,130982674,9238332
ID,1999,65180410,133866041,9597628
ID,2000,64921757,136655116,9963554
ID,2001,65320952,138898165,10229184
ID,2002,65819360,141094274,10455453
ID,2003,66400774,143266168,10640867
ID,2004,67025236,145481824,10761547
ID,2005,67672782,147721696,10860226
ID,2006,67724580,150374244,11142229
ID,2007,67970052,152921003,11405774
ID,2008,68395838,155338105,11626822
ID,2009,69011819,157649321,11804026
ID,2010,69802032,159899567,11911527
ID,2011,70015161,162601642,12215932
ID,2012,70417946,165143603,12476304
ID,2013,70882781,167671321,12714175
ID,2014,71196447,170255692,13002639
ID,2015,71319420,172902589,13316049
IE,1960,874603,1639457,314540
IE,1961,873022,1636457,314638
IE,1962,876907,1642640,316503
IE,1963,882039,1652255,318356
IE,1964,885764,1661166,319620
IE,1965,888223,1669409,319668
IE,1966,891773,1675793,321523
IE,1967,892794,1686323,323333
IE,1968,893033,1697725,324792
IE,1969,897684,1709442,325817
IE,1970,909059,1722007,326185
IE,1971,915268,1748255,328527
IE,1972,932313,1774431,330106
IE,1973,954176,1800035,331431
IE,1974,974508,1829163,333830
IE,1975,990036,1862059,337454
IE,1976,1009624,1886164,342262
IE,1977,1019451,1914835,347913
IE,1978,1025030,1949854,354216
IE,1979,1030681,1983765,359304
IE,1980,1037832,2012869,362098
IE,1981,1044187,2040378,368435
IE,1982,1053409,2060108,372283
IE,1983,1061957,2074414,374230
IE,1984,1066085,2090135,376203
IE,1985,1059656,2101975,376806
IE,1986,1049872,2109655,380163
IE,1987,1034759,2121556,383742
IE,1988,1010603,2128717,385629
IE,1989,985891,2138204,386913
IE,1990,967046,2158634,388294
IE,1991,946115,2197234,390886
IE,1992,929106,2237541,391783
IE,1993,911947,2273071,391601
IE,1994,893288,2306464,390634
IE,1995,875144,2342860,390837
IE,1996,857361,2389117,391032
IE,1997,842487,2439650,392401
IE,1998,829045,2489363,394288
IE,1999,818919,2538611,397256
IE,2000,813546,2590182,401446
IE,2001,811524,2647990,406729
IE,2002,812340,2705966,413641
IE,2003,815290,2760397,420834
IE,2004,823414,2817435,429820
IE,2005,838639,2880740,440119
IE,2006,861983,2955616,455565
IE,2007,891226,3034830,472886
IE,2008,916316,3086113,486667
IE,2009,933380,3104464,497531
IE,2010,944864,3107290,508001
IE,2011,962042,3089794,525416
IE,2012,976092,3067258,544006
IE,2013,987714,3046370,564211
IE,2014,999629,3031208,586388
