id,year,value-0-14,value-15-64,value-65-and-above
ET,1987,20144099,21987237,1338883
ET,1988,20810694,22701350,1401152
ET,1989,21508045,23467543,1458015
ET,1990,22245629,24297667,1513798
ET,1991,23135083,25081676,1563249
ET,1992,24046894,25945876,1615167
ET,1993,24958156,26861971,1657816
ET,1994,25845090,27816138,1710825
ET,1995,26683995,28784601,1762907
ET,1996,27588685,29662267,1825461
ET,1997,28449333,30562329,1887691
ET,1998,29271883,31485459,1943934
ET,1999,30086830,32462276,2001055
ET,2000,30896275,33494220,2053107
ET,2001,31837001,34435940,2120187
ET,2002,32753011,35456032,2182126
ET,2003,33644799,36549334,2245401
ET,2004,34519081,37678177,2309716
ET,2005,35370113,38863457,2374861
ET,2006,36186916,40076459,2472300
ET,2007,36959540,41368152,2572365
ET,2008,37676602,42736150,2675163
ET,2009,38326233,44195017,2780848
ET,2010,38912470,45759804,2889540
ET,2011,39438982,47418434,3001280
ET,2012,39928013,49147135,3116063
ET,2013,40376426,50957508,3233896
ET,2014,40790539,52823117,3345076
ET,2015,41187527,54744425,3458798
EU,1960,105118255,264126508,40253699
EU,1961,106184101,265646106,41218099
EU,1962,106876018,267627550,42208736
EU,1963,107284368,269892493,43216430
EU,1964,107715268,272129479,44231112
EU,1965,108138171,274172382,45324817
EU,1966,108621917,275712673,46533785
EU,1967,109107990,277153391,47740171
EU,1968,109491164,278490295,48934598
EU,1969,109756773,279888565,50085322
EU,1970,109675648,281151600,51235016
EU,1971,109581194,282307108,52479883
EU,1972,109328618,284075546,53702933
EU,1973,108893859,285975693,54874229
EU,1974,108360751,287906737,55989403
EU,1975,107703815,289877385,57057108
EU,1976,106891813,291577111,58333694
EU,1977,106016336,293139068,59591182
EU,1978,105087249,294944573,60721173
EU,1979,103969626,297062681,61419779
EU,1980,102758615,299871278,61710890
EU,1981,101699050,302626915,61755839
EU,1982,100385972,305644440,61269092
EU,1983,99070775,308782293,60613514
EU,1984,97739450,311573838,60136520
EU,1985,96564466,313881572,60141027
EU,1986,95604571,315410145,60873592
EU,1987,94740666,316590936,61898497
EU,1988,93951334,317554561,63235562
EU,1989,93222831,318586763,64593847
EU,1990,92442960,319774251,65771206
EU,1991,91669684,320269164,67052016
EU,1992,90928783,321204847,68256630
EU,1993,90215589,322356877,69348415
EU,1994,89355353,323273176,70373378
EU,1995,88510309,324134526,71282496
EU,1996,87466988,324766624,72396499
EU,1997,86451360,325563882,73393856
EU,1998,85399870,326288747,74366421
EU,1999,84407560,327255853,75396943
EU,2000,83327420,328089521,76448517
EU,2001,82408901,328950900,77664887
EU,2002,81557590,329908544,79007383
EU,2003,80729481,331138547,80384904
EU,2004,80065627,332470043,81696593
EU,2005,79491379,333794323,82915165
EU,2006,79193844,334805672,84074974
EU,2007,79036716,335743570,85135691
EU,2008,78983938,336660253,86159734
EU,2009,78868736,337167620,87223688
EU,2010,78738746,337199562,88473901
EU,2011,78912699,336579598,90034284
EU,2012,78694358,334880355,91523862
EU,2013,78900303,335262781,93887804
EU,2014,78844268,333728319,95772148
EU,2015,78998596,332813440,97805358
FI,1960,1346609,2759219,323806
FI,1961,1340532,2788574,331899
FI,1962,1321832,2829160,340451
FI,1963,1295476,2878182,350104
FI,1964,1266314,2922894,358880
FI,1965,1239053,2957298,367380
FI,1966,1217595,2984894,378380
FI,1967,1200257,3015381,390107
FI,1968,1183451,3041441,402040
FI,1969,1160570,3050773,412442
FI,1970,1134073,3050296,421938
FI,1971,1109677,3065679,436307
FI,1972,1090783,3095579,453294
FI,1973,1071799,3124408,469874
FI,1974,1053503,3151128,485943
FI,1975,1036988,3174097,500355
FI,1976,1017908,3189823,517933
FI,1977,1004173,3200654,534074
FI,1978,993278,3210333,548917
FI,1979,982479,3220930,561280
FI,1980,970724,3236701,572588
FI,1981,968153,3250536,581276
FI,1982,962490,3275074,589369
FI,1983,956104,3303392,596776
FI,1984,951952,3325972,603879
FI,1985,951518,3338893,612286
FI,1986,948712,3346804,622146
FI,1987,950420,3348912,632791
FI,1988,954176,3348273,644032
FI,1989,958620,3349461,655793
FI,1990,963378,3355868,667683
FI,1991,965646,3366726,681367
FI,1992,970079,3377630,694282
FI,1993,973264,3386920,706263
FI,1994,974416,3396971,716946
FI,1995,972012,3409450,726328
FI,1996,972131,3416040,736401
FI,1997,965775,3428270,745790
FI,1998,955974,3442537,754987
FI,1999,946315,3455702,763457
FI,2000,939482,3464437,772290
FI,2001,928653,3474928,784427
FI,2002,922586,3480760,797252
FI,2003,920097,3483336,810102
FI,2004,916499,3488759,822914
FI,2005,910722,3499146,836228
FI,2006,906851,3508914,850502
FI,2007,901198,3524403,863119
FI,2008,894776,3541912,876711
FI,2009,888922,3555688,894261
FI,2010,885489,3559120,918742
FI,2011,885832,3552488,949952
FI,2012,886808,3537489,990215
FI,2013,888184,3514664,1036124
FI,2014,891319,3488268,1081926
FI,2015,895761,3463536,1122716
FJ,1960,190122,194882,8418
FJ,1961,196654,201866,8632
FJ,1962,202778,209861,8980
FJ,1963,208420,218497,9335
FJ,1964,213469,227343,9640
FJ,1965,217701,236256,9927
FJ,1966,221302,244738,10289
FJ,1967,224049,253226,10588
FJ,1968,226046,261916,10926
FJ,1969,227257,271139,11263
FJ,1970,227888,280982,11660
FJ,1971,229439,289988,12174
FJ,1972,230478,299686,12647
FJ,1973,231119,309858,13132
FJ,1974,231469,320291,13682
FJ,1975,231617,330791,14184
FJ,1976,234892,337884,14688
FJ,1977,238047,345015,15136
FJ,1978,241302,352508,15538
FJ,1979,245074,360618,15911
FJ,1980,249465,369528,16199
FJ,1981,254719,379248,16990
FJ,1982,260663,389692,17841
FJ,1983,267096,399582,18643
FJ,1984,273283,407823,19260
FJ,1985,278047,413974,19642
FJ,1986,280162,418123,20263
FJ,1987,280679,420333,20714
FJ,1988,280203,421750,20965
FJ,1989,279705,423760,21159
FJ,1990,280084,427193,21349
FJ,1991,280508,433191,21770
FJ,1992,281732,440541,22262
FJ,1993,283134,449239,22651
FJ,1994,283832,458711,23047
FJ,1995,283600,468478,23420
FJ,1996,285315,474845,24319
FJ,1997,285826,481741,25292
FJ,1998,285552,488592,26170
FJ,1999,285015,494461,27018
FJ,2000,284171,499227,27825
FJ,2001,276589,508640,28986
FJ,2002,269586,516088,30017
FJ,2003,262954,522559,31113
FJ,2004,256636,529394,32325
FJ,2005,250902,537142,33777
FJ,2006,251196,541030,35164
FJ,2007,251170,546831,36728
FJ,2008,250854,554071,38282
FJ,2009,250190,561713,39952
FJ,2010,249386,569030,41536
FJ,2011,251265,572436,43627
FJ,2012,252719,575720,45806
FJ,2013,254020,578568,47898
FJ,2014,255209,581245,49996
FJ,2015,256402,583641,52012
FM,1960,20212,22746,1581
FM,1961,20965,23359,1631
FM,1962,21855,23864,1668
FM,1963,22815,24354,1706
FM,1964,23752,24989,1742
FM,1965,24630,25826,1781
FM,1966,25572,26792,1843
FM,1967,26467,27954,1904
FM,1968,27257,29184,1962
FM,1969,27863,30294,2010
FM,1970,28235,31159,2040
FM,1971,28700,31252,2149
FM,1972,28956,31087,2255
FM,1973,29120,30796,2367
FM,1974,29402,30570,2499
FM,1975,29963,30525,2658
FM,1976,30455,31272,2653
FM,1977,31217,32235,2651
FM,1978,32207,33360,2654
FM,1979,33335,34577,2646
FM,1980,34506,35841,2627
FM,1981,35429,37308,2724
FM,1982,36437,38802,2818
FM,1983,37443,40331,2904
FM,1984,38325,41929,2988
FM,1985,39031,43590,3068
FM,1986,39911,44889,3149
FM,1987,40556,46236,3232
FM,1988,41096,47630,3304
FM,1989,41711,49012,3378
FM,1990,42492,50391,3449
FM,1991,43502,51742,3557
FM,1992,44672,53099,3651
FM,1993,45784,54453,3700
FM,1994,46559,55765,3733
FM,1995,46830,56929,3797
FM,1996,46620,57833,3889
FM,1997,46072,58452,3982
FM,1998,45243,58956,4037
FM,1999,44266,59488,4043
FM,2000,43316,60118,3996
FM,2001,42997,60090,4083
FM,2002,42622,60210,4151
FM,2003,42203,60404,4198
FM,2004,41745,60599,4231
FM,2005,41205,60745,4248
FM,2006,40602,60882,4195
FM,2007,39983,60978,4130
FM,2008,39355,61053,4054
FM,2009,38767,61191,4002
FM,2010,38235,61394,3989
FM,2011,37551,61889,4036
FM,2012,36945,62451,4120
FM,2013,36405,63081,4232
FM,2014,35958,63717,4370
FM,2015,35590,64316,4554
FO,1960,,,
FO,1961,,,
FO,1962,,,
FO,1963,,,
FO,1964,,,
FO,1965,,,
FO,1966,,,
FO,1967,,,
FO,1968,,,
FO,1969,,,
FO,1970,,,
FO,1971,,,
FO,1972,,,
FO,1973,,,
FO,1974,,,
FO,1975,,,
FO,1976,,,
FO,1977,,,
FO,1978,,,
FO,1979,,,
FO,1980,,,
FO,1981,,,
FO,1982,,,
FO,1983,,,
FO,1984,,,
FO,1985,,,
FO,1986,,,
FO,1987,,,
FO,1988,,,
FO,1989,,,
FO,1990,,,
FO,1991,,,
FO,1992,,,
FO,1993,,,
FO,1994,,,
FO,1995,,,
FO,1996,,,
FO,1997,,,
FO,1998,,,
FO,1999,,,
FO,2000,,,
FO,2001,,,
FO,2002,,,
FO,2003,,,
FO,2004,,,
FO,2005,,,
FO,2006,,,
FO,2007,,,
FO,2008,,,
FO,2009,,,
FO,2010,,,
FO,2011,,,
FO,2012,,,
FO,2013,,,
FO,2014,,,
FO,2015,,,
FR,1960,12298100,29095048,5425770
FR,1961,12520670,29396768,5532058
FR,1962,12641032,29829370,5649247
FR,1963,12688957,30341248,5778356
FR,1964,12708497,30831703,5904259
FR,1965,12736053,31254854,6032867
FR,1966,12788807,31542694,6177216
FR,1967,12810329,31791611,6313517
FR,1968,12829269,32006513,6440272
FR,1969,12847599,32227438,6563223
FR,1970,12878686,32480306,6676103
FR,1971,12889191,32774023,6817207
FR,1972,12927348,33088926,6942955
FR,1973,12970195,33411478,7059591
FR,1974,12974886,33741169,7166361
FR,1975,12917538,34065191,7275270
FR,1976,12855430,34279328,7406735
FR,1977,12716308,34501611,7546543
FR,1978,12528138,34749099,7670737
FR,1979,12354766,35046519,7729309
FR,1980,12230313,35407032,7703437
FR,1981,12089917,35847298,7648609
FR,1982,12031970,36324930,7501827
FR,1983,12011829,36810444,7334011
FR,1984,11983097,37270708,7216964
FR,1985,11904376,37683938,7207373
FR,1986,11906453,37924680,7307271
FR,1987,11835665,38145447,7501478
FR,1988,11729239,38351374,7755873
FR,1989,11653995,38528585,8000122
FR,1990,11620644,38688669,8203496
FR,1991,11536184,38643290,8379838
FR,1992,11546609,38747641,8556967
FR,1993,11573105,38827235,8706427
FR,1994,11592534,38888976,8845685
FR,1995,11586854,38958265,8996781
FR,1996,11550274,39042674,9160150
FR,1997,11513250,39127061,9324533
FR,1998,11471507,39229424,9485359
FR,1999,11445978,39401510,9643176
FR,2000,11445458,39660127,9806912
FR,2001,11498383,39900737,9958311
FR,2002,11532863,40161062,10111342
FR,2003,11565099,40421828,10251732
FR,2004,11606676,40714290,10390201
FR,2005,11656591,41016038,10506727
FR,2006,11731782,41283911,10605683
FR,2007,11804593,41527328,10684309
FR,2008,11870748,41740744,10763498
FR,2009,11938450,41884870,10883725
FR,2010,12004079,41955751,11067683
FR,2011,12068811,41950062,11323903
FR,2012,12147061,41884380,11634915
FR,2013,12211435,41766935,11993727
FR,2014,12308398,41772750,12414792
FR,2015,12346190,41688432,12773763
GA,1960,155647,308948,34594
GA,1961,158815,310370,34990
GA,1962,161965,312562,35228
GA,1963,165310,315544,35468
GA,1964,168976,319199,35566
GA,1965,173226,323608,35678
GA,1966,178720,327599,36297
GA,1967,184536,332464,36830
GA,1968,190588,337942,37348
GA,1969,196732,343631,37693
GA,1970,202824,349350,37945
GA,1971,210848,352135,38752
GA,1972,218397,355308,39486
GA,1973,225739,358847,40101
GA,1974,233224,362856,40622
GA,1975,241046,367546,41062
GA,1976,249778,372112,41884
GA,1977,258753,377405,42628
GA,1978,267889,383493,43351
GA,1979,277146,390353,44045
GA,1980,286343,397978,44771
GA,1981,296570,405121,45902
GA,1982,306670,413188,47086
GA,1983,316774,421999,48165
GA,1984,327114,431681,49293
GA,1985,337681,442023,50387
GA,1986,349405,451940,51694
GA,1987,361010,462816,53051
GA,1988,372759,474445,54359
GA,1989,384374,486583,55599
GA,1990,395858,499370,57041
GA,1991,407931,511724,58597
GA,1992,419621,524802,60175
GA,1993,431005,538575,61675
GA,1994,442082,553237,63306
GA,1995,452832,568865,64752
GA,1996,463455,584977,66447
GA,1997,473663,602116,68058
GA,1998,483558,619991,69566
GA,1999,492748,638721,70942
GA,2000,501117,658139,72292
GA,2001,509972,676854,73609
GA,2002,517868,696422,74773
GA,2003,525260,716911,75922
GA,2004,532541,738039,76944
GA,2005,540089,759844,77844
GA,2006,548211,781669,79040
GA,2007,556765,804167,79970
GA,2008,565769,827063,81056
GA,2009,574933,850642,81853
GA,2010,584240,874894,82802
GA,2011,595430,897956,83912
GA,2012,606672,921786,84870
GA,2013,618056,946311,85983
GA,2014,629333,971256,87084
GA,2015,640601,996701,87990
GB,1960,12130600,34112400,6157000
GB,1961,12297120,34246080,6256800
GB,1962,12401925,34495350,6358050
GB,1963,12457530,34743740,6448730
GB,1964,12528000,34938000,6534000
GB,1965,12652226,35070797,6625027
GB,1966,12836933,35057013,6754555
GB,1967,13021633,35037534,6889927
GB,1968,13190075,35004218,7017407
GB,1969,13333741,34967112,7140897
GB,1970,13448241,34962087,7258488
GB,1971,13498938,34979856,7417429
GB,1972,13522350,34997705,7566010
GB,1973,13486686,35014810,7693031
GB,1974,13382734,35042520,7804720
GB,1975,13207440,35113012,7905347
GB,1976,12984965,35194313,8038311
GB,1977,12716587,35317610,8159295
GB,1978,12425047,35504951,8266506
GB,1979,12126843,35761811,8358297
GB,1980,11837248,36057993,8418975
GB,1981,11576602,36278986,8478241
GB,1982,11330305,36485608,8497728
GB,1983,11120104,36712117,8500627
GB,1984,10957166,36945173,8519733
GB,1985,10829376,37159181,8561711
GB,1986,10797806,37234009,8649581
GB,1987,10769669,37284866,8747516
GB,1988,10759454,37310826,8852355
GB,1989,10793206,37339584,8943921
GB,1990,10859867,37382674,9005045
GB,1991,10927958,37412320,9090361
GB,1992,11020889,37421503,9138010
GB,1993,11128149,37424749,9165716
GB,1994,11225955,37456497,9183294
GB,1995,11296305,37526709,9196016
GB,1996,11319288,37622383,9225278
GB,1997,11319321,37754396,9249069
GB,1998,11293867,37923062,9270212
GB,1999,11261165,38125998,9295303
GB,2000,11219024,38350805,9322685
GB,2001,11149970,38593323,9376380
GB,2002,11066657,38869853,9433969
GB,2003,10975154,39170564,9501859
GB,2004,10905801,39508034,9580068
GB,2005,10866177,39876876,9658153
GB,2006,10885496,40219748,9741576
GB,2007,10939927,40564809,9817726
GB,2008,11014007,40897689,9895300
GB,2009,11072721,41208208,9995341
GB,2010,11109647,41507397,10155598
GB,2011,11247436,41618042,10393440
GB,2012,11313173,41704586,10682540
GB,2013,11357109,41773126,11004404
GB,2014,11436529,41869328,11307303
GB,2015,11575064,41994618,11568550
GD,1960,44122,41345,4385
GD,1961,45146,41633,4472
GD,1962,45842,42016,4566
GD,1963,46294,42429,4630
GD,1964,46657,42734,4666
GD,1965,46987,42910,4682
GD,1966,47126,43018,4744
GD,1967,47158,43008,4796
GD,1968,47077,42950,4848
GD,1969,46868,42910,4905
GD,1970,46535,42947,4948
GD,1971,44717,44302,5170
GD,1972,43220,45381,5345
GD,1973,41955,46187,5487
GD,1974,40726,46808,5617
GD,1975,39376,47345,5732
GD,1976,38439,47180,5815
GD,1977,37229,47051,5907
GD,1978,36056,47002,6012
GD,1979,35420,47005,6147
GD,1980,35602,47092,6310
GD,1981,35524,48720,6331
GD,1982,36101,50614,6377
GD,1983,37039,52550,6402
GD,1984,37811,54280,6359
GD,1985,38065,55618,6224
GD,1986,38366,55391,6389
GD,1987,38212,54610,6559
GD,1988,37784,53503,6786
GD,1989,37450,52310,7120
GD,1990,37475,51215,7597
GD,1991,37695,51131,7630
GD,1992,38006,51458,7737
GD,1993,38259,52159,7884
GD,1994,38340,53091,7972
GD,1995,38176,54097,7980
GD,1996,37728,55014,8054
GD,1997,37345,55750,8029
GD,1998,36935,56415,7952
GD,1999,36367,57182,7902
GD,2000,35597,58127,7896
GD,2001,34843,59144,7863
GD,2002,33867,60362,7872
GD,2003,32769,61699,7903
GD,2004,31752,62990,7915
GD,2005,30926,64138,7886
GD,2006,30172,65229,7868
GD,2007,29667,66109,7810
GD,2008,29341,66861,7733
GD,2009,29068,67564,7655
GD,2010,28797,68291,7589
GD,2011,28674,68831,7576
GD,2012,28500,69403,7563
GD,2013,28350,69980,7572
GD,2014,28268,70477,7604
GD,2015,28287,70889,7649
GE,1960,1043735,2271573,330291
GE,1961,1085896,2288825,328509
GE,1962,1128842,2305816,325642
GE,1963,1169635,2324005,322460
GE,1964,1205598,2345402,319687
GE,1965,1233735,2370215,317650
GE,1966,1253081,2392713,320906
GE,1967,1262628,2417901,325271
GE,1968,1264027,2447613,330660
GE,1969,1262445,2482046,335809
GE,1970,1214147,2425913,327344
GE,1971,1202820,2471795,335186
GE,1972,1243928,2608548,352825
GE,1973,1241780,2644775,356370
GE,1974,1236776,2682391,360334
GE,1975,1224381,2720798,365590
GE,1976,1213701,2753516,375183
GE,1977,1196644,2790274,385182
GE,1978,1175505,2827721,394913
GE,1979,1159383,2868555,402262
GE,1980,1151773,2909813,406114
GE,1981,1146846,2948646,409009
GE,1982,1148420,2985528,408852
GE,1983,1155807,3020131,406962
GE,1984,1164332,3052963,404905
GE,1985,1172253,3084975,405672
GE,1986,1179418,3113909,411644
GE,1987,1184452,3140197,418851
GE,1988,1190968,3170964,428768
GE,1989,1188336,3176903,438061
GE,1990,1181772,3171241,448987
GE,1991,1186730,3178637,470533
GE,1992,1191571,3186782,495148
GE,1993,1195853,3194671,521068
GE,1994,1178452,3148858,534290
GE,1995,1141367,3058637,533995
GE,1996,1096785,2983385,535929
GE,1997,1059941,2935117,536541
GE,1998,1030284,2917194,539373
GE,1999,1000477,2907483,544541
GE,2000,968050,2897521,552729
GE,2001,932110,2885813,568477
GE,2002,896235,2873877,586888
GE,2003,853749,2845972,601280
GE,2004,810795,2823774,610431
GE,2005,768865,2809395,611740
GE,2006,743239,2785182,607992
GE,2007,717616,2766371,598013
GE,2008,695175,2749266,585559
GE,2009,677453,2727715,573230
GE,2010,664279,2699125,562203
GE,2011,659138,2662513,553738
GE,2012,652928,2627010,545063
GE,2013,647206,2592979,536192
GE,2014,641417,2559331,526252
GE,2015,637571,2525634,516164
GH,1960,2948958,3544337,158990
GH,1961,3054239,3646822,165484
GH,1962,3152322,3762381,171468
GH,1963,3243454,3882504,177473
GH,1964,3333645,3997068,182573
GH,1965,3422712,4099698,187366
GH,1966,3521750,4175124,194118
GH,1967,3618597,4239020,199825
GH,1968,3715079,4301238,203881
GH,1969,3814914,4373338,208254
GH,1970,3921941,4461831,213205
GH,1971,4048187,4558404,220682
GH,1972,4180261,4675316,228906
GH,1973,4310401,4803152,236558
GH,1974,4429494,4930837,242988
GH,1975,4529330,5053344,249718
GH,1976,4621822,5145048,257603
GH,1977,4694482,5231489,263918
GH,1978,4759959,5325314,269217
GH,1979,4836473,5439977,275375
GH,1980,4937606,5582487,280853
GH,1981,5071853,5754474,291281
GH,1982,5223645,5961181,303286
GH,1983,5388494,6191415,315221
GH,1984,5551105,6432584,327477
GH,1985,5704504,6672210,339524
GH,1986,5860098,6891380,352497
GH,1987,6004162,7110901,366666
GH,1988,6139471,7334950,378176
GH,1989,6272260,7567417,391394
GH,1990,6410104,7814416,405203
GH,1991,6566154,8052377,422701
GH,1992,6723926,8305116,442486
GH,1993,6879883,8566051,461310
GH,1994,7025918,8833049,480377
GH,1995,7158619,9102894,497801
GH,1996,7302067,9353788,513359
GH,1997,7427997,9611772,527057
GH,1998,7546983,9881156,540867
GH,1999,7668144,10161072,555210
GH,2000,7799195,10457284,568515
GH,2001,7943259,10752437,598108
GH,2002,8099302,11059614,629264
GH,2003,8266327,11379144,659925
GH,2004,8434148,11712357,691904
GH,2005,8600724,12065825,725105
GH,2006,8789537,12409404,752950
GH,2007,8966160,12780158,781723
GH,2008,9140034,13166827,809057
GH,2009,9316902,13561558,834703
GH,2010,9505802,13951084,860848
GH,2011,9722116,14331396,874990
GH,2012,9954717,14700897,888951
GH,2013,10191046,15068096,905289
GH,2014,10422665,15445152,918780
GH,2015,10640520,15840177,929195
GI,1960,,,
GI,1961,,,
GI,1962,,,
GI,1963,,,
GI,1964,,,
GI,1965,,,
GI,1966,,,
GI,1967,,,
GI,1968,,,
GI,1969,,,
GI,1970,,,
GI,1971,,,
GI,1972,,,
GI,1973,,,
GI,1974,,,
GI,1975,,,
GI,1976,,,
GI,1977,,,
GI,1978,,,
GI,1979,,,
GI,1980,,,
GI,1981,,,
GI,1982,,,
GI,1983,,,
GI,1984,,,
GI,1985,,,
GI,1986,,,
GI,1987,,,
GI,1988,,,
GI,1989,,,
GI,1990,,,
GI,1991,,,
GI,1992,,,
GI,1993,,,
GI,1994,,,
GI,1995,,,
GI,1996,,,
GI,1997,,,
GI,1998,,,
GI,1999,,,
GI,2000,,,
GI,2001,,,
GI,2002,,,
GI,2003,,,
GI,2004,,,
GI,2005,,,
GI,2006,,,
GI,2007,,,
GI,2008,,,
GI,2009,,,
GI,2010,,,
GI,2011,,,
GI,2012,,,
GI,2013,,,
GI,2014,,,
GI,2015,,,
GL,1960,,,
GL,1961,,,
GL,1962,,,
GL,1963,,,
GL,1964,,,
GL,1965,,,
GL,1966,,,
GL,1967,,,
GL,1968,,,
GL,1969,,,
GL,1970,,,
GL,1971,,,
GL,1972,,,
GL,1973,,,
GL,1974,,,
GL,1975,,,
GL,1976,,,
GL,1977,,,
GL,1978,,,
GL,1979,,,
GL,1980,,,
GL,1981,,,
GL,1982,,,
GL,1983,,,
GL,1984,,,
GL,1985,,,
GL,1986,,,
GL,1987,,,
GL,1988,,,
GL,1989,,,
GL,1990,,,
GL,1991,,,
GL,1992,,,
GL,1993,,,
GL,1994,,,
GL,1995,,,
GL,1996,,,
GL,1997,,,
GL,1998,,,
GL,1999,,,
GL,2000,,,
GL,2001,,,
GL,2002,,,
GL,2003,,,
GL,2004,,,
GL,2005,,,
GL,2006,,,
GL,2007,,,
GL,2008,,,
GL,2009,,,
GL,2010,,,
GL,2011,,,
GL,2012,,,
GL,2013,,,
GL,2014,,,
GL,2015,,,
GM,1960,143492,216563,7910
GM,1961,150054,218469,8213
GM,1962,154215,220795,8514
GM,1963,156328,223949,8754
GM,1964,157702,227814,9035
GM,1965,159424,232181,9260
GM,1966,162497,235970,9715
GM,1967,166245,239980,10117
GM,1968,170970,244072,10468
GM,1969,176368,248624,10808
GM,1970,182268,253788,11227
GM,1971,192085,256235,11873
GM,1972,200919,260996,12575
GM,1973,208974,267611,13324
GM,1974,216460,275049,14003
GM,1975,223695,282785,14642
GM,1976,232748,288213,15449
GM,1977,242250,293404,16168
GM,1978,252172,298791,16864
GM,1979,262149,305451,17555
GM,1980,272148,313971,18252
GM,1981,286064,320524,18887
GM,1982,298691,330000,19446
GM,1983,311100,342001,20130
GM,1984,324398,355877,20752
GM,1985,339398,371171,21450
GM,1986,355548,388819,22231
GM,1987,372957,408178,23079
GM,1988,390927,428274,23859
GM,1989,407971,448680,24496
GM,1990,422833,468857,25121
GM,1991,441228,482246,26016
GM,1992,457422,495435,26844
GM,1993,471378,509189,27728
GM,1994,484105,523911,28507
GM,1995,496211,540013,29415
GM,1996,510442,555262,30245
GM,1997,523730,572069,30987
GM,1998,536617,590627,31757
GM,1999,549817,610536,32567
GM,2000,563802,631636,33302
GM,2001,582994,650277,33832
GM,2002,602576,670706,34392
GM,2003,622779,692592,34839
GM,2004,643667,715495,35566
GM,2005,664810,739286,36446
GM,2006,688522,761569,37640
GM,2007,712440,785113,38872
GM,2008,736410,810035,40303
GM,2009,760613,836822,41464
GM,2010,785214,865463,42325
GM,2011,812107,893790,43203
GM,2012,839221,924155,43732
GM,2013,866231,956215,44245
GM,2014,893143,990131,45120
GM,2015,919409,1025326,45990
GN,1960,1445275,2008717,123063
GN,1961,1479311,2030555,124275
GN,1962,1515508,2051436,124385
GN,1963,1551717,2074081,123747
GN,1964,1584650,2104226,123128
GN,1965,1612779,2142874,122151
GN,1966,1648771,2174672,124763
GN,1967,1679135,2216056,126689
GN,1968,1703324,2262636,128568
PS,1988,,,
GN,1969,1722395,2308592,129388
GN,1970,1735497,2350109,129836
GN,1971,1755602,2370616,132884
GN,1972,1770519,2387882,134807
GN,1973,1781363,2402507,135632
GN,1974,1788822,2416060,135865
GN,1975,1793595,2430988,135152
GN,1976,1808918,2429544,138306
GN,1977,1821566,2431830,140594
GN,1978,1834879,2438998,142198
GN,1979,1853760,2454317,143350
GN,1980,1883291,2478607,144661
GN,1981,1929534,2505781,148990
GN,1982,1983157,2547699,153668
GN,1983,2044417,2601767,159037
GN,1984,2110172,2663142,163916
GN,1985,2179773,2730303,168612
GN,1986,2257097,2790944,175511
GN,1987,2333313,2859531,182214
GN,1988,2415717,2943357,189751
GN,1989,2515917,3049649,198276
GN,1990,2642928,3182375,208779
GN,1991,2802802,3343369,220302
GN,1992,2982766,3534355,234273
GN,1993,3168484,3738067,249014
GN,1994,3338620,3933995,263774
GN,1995,3474674,4111580,276779
GN,1996,3602536,4237083,285993
GN,1997,3700793,4338975,291598
GN,1998,3774626,4427240,295716
GN,1999,3835094,4513909,298333
GN,2000,3892751,4606363,300052
GN,2001,3965609,4686547,303600
GN,2002,4034895,4773152,306240
GN,2003,4103383,4870041,308148
GN,2004,4175857,4979416,309498
GN,2005,4256304,5102343,311343
GN,2006,4351293,5229272,317735
GN,2007,4450865,5376775,324881
GN,2008,4554669,5540054,332633
GN,2009,4661360,5714720,338618
GN,2010,4770574,5897143,344688
GN,2011,4889795,6073486,353070
GN,2012,5008510,6259765,360492
GN,2013,5128393,6452312,368021
GN,2014,5246560,6653336,375631
GN,2015,5362433,6859073,385823
GQ,1960,93358,146075,12681
GQ,1961,95305,146989,12832
GQ,1962,97192,147825,12923
GQ,1963,99124,148895,12945
GQ,1964,101132,150639,12972
GQ,1965,103244,153196,12959
GQ,1966,106387,155861,13223
GQ,1967,109645,159355,13444
GQ,1968,112362,162741,13598
GQ,1969,113564,164842,13608
GQ,1970,112522,165001,13382
GQ,1971,114051,157302,13562
GQ,1972,113509,147872,13525
GQ,1973,111415,137628,13356
GQ,1974,108845,127639,13103
GQ,1975,106708,118691,12841
GQ,1976,102181,113651,12658
GQ,1977,98057,109757,12538
GQ,1978,95134,107620,12530
GQ,1979,94370,107916,12707
GQ,1980,96515,110920,13170
GQ,1981,95619,123898,13417
GQ,1982,97656,139698,13947
GQ,1983,101548,157089,14589
GQ,1984,105760,174162,15168
GQ,1985,109414,189367,15626
GQ,1986,116676,197422,16149
GQ,1987,123069,203708,16478
GQ,1988,129140,208652,16696
GQ,1989,135619,212948,16884
GQ,1990,142983,217361,17019
GQ,1991,151975,221073,17333
GQ,1992,161188,225316,17618
GQ,1993,170502,230041,17866
GQ,1994,179777,235313,18151
GQ,1995,188748,241203,18382
GQ,1996,197319,247832,18693
GQ,1997,205706,255129,19002
GQ,1998,213720,263353,19258
GQ,1999,221150,272639,19507
GQ,2000,227967,283233,19696
GQ,2001,234975,294048,19984
GQ,2002,241144,306255,20266
GQ,2003,246738,319556,20478
GQ,2004,252180,333350,20671
GQ,2005,257732,347356,20779
GQ,2006,264357,360311,21050
GQ,2007,271046,373446,21306
GQ,2008,277852,386893,21547
GQ,2009,284701,400745,21710
GQ,2010,291630,415219,21861
GQ,2011,299691,428999,22152
GQ,2012,307635,443579,22516
GQ,2013,315565,458641,22876
GQ,2014,323593,473733,23477
