country-from,country-to,year,oda-gross-bl
27,TN,2009,72276
27,TR,2009,23616
27,TT,2009,410899
27,TZ,2009,903964
27,UA,2009,502807
27,UG,2009,1073685
27,UY,2009,78652
27,UZ,2009,287384
27,VE,2009,430153
27,VN,2009,756947
27,XK,2009,58045
27,YE,2009,114517
27,ZA,2009,714706
27,ZM,2009,913937
27,ZW,2009,1164785
28,51,2009,44286
28,52,2009,78652
28,53,2009,69465
28,55,2009,106391881
28,65,2009,59985
28,AF,2009,20178796
28,AL,2009,677467
28,AM,2009,1342948
28,AO,2009,4072543
28,AR,2009,703391
28,AZ,2009,1494820
28,BA,2009,1052491
28,BB,2009,233240
28,BD,2009,13509076
28,BF,2009,8875785
28,BI,2009,12019112
28,BJ,2009,6138419
28,BO,2009,2152372
28,BR,2009,964421
28,BT,2009,1735663
28,BW,2009,1175828
28,BY,2009,887122
28,BZ,2009,420767
28,CD,2009,22262983
28,CF,2009,6285866
28,CG,2009,2526777
28,CI,2009,7978438
28,CK,2009,70776
28,CL,2009,917041
28,CM,2009,3459979
28,CN,2009,8058443
28,CO,2009,1081896
28,CR,2009,1264233
28,CU,2009,1297560
28,CV,2009,753067
28,DJ,2009,1278191
28,DM,2009,76858
28,DO,2009,1484322
28,DZ,2009,610728
28,EC,2009,1154319
28,EG,2009,3128938
28,ER,2009,8854518
28,ET,2009,18194089
28,FJ,2009,3419175
28,GA,2009,785262
28,GD,2009,58894
28,GE,2009,2768187
28,GH,2009,8033379
28,GM,2009,3029480
28,GN,2009,6477022
28,GQ,2009,431474
28,GT,2009,960237
28,GW,2009,4028477
28,GY,2009,857171
28,HN,2009,1854448
28,HR,2009,1342685
28,HT,2009,8922064
28,ID,2009,4504731
28,IN,2009,21557840
28,IQ,2009,4291259
28,IR,2009,1121568
28,JM,2009,867952
28,JO,2009,593173
28,KE,2009,8229160
28,KG,2009,4748322
28,KH,2009,9877719
28,KM,2009,1898263
28,KP,2009,-609
28,KZ,2009,709284
28,LA,2009,6369940
28,LB,2009,915353
28,LC,2009,84262
28,LK,2009,3733846
28,LR,2009,7962603
28,LS,2009,1997459
28,LY,2009,200416
28,MA,2009,1345632
28,MD,2009,1838760
28,ME,2009,1227371
28,MG,2009,7407634
28,MK,2009,857696
28,ML,2009,11622684
28,MM,2009,8980623
28,MN,2009,2572857
28,MR,2009,1965673
28,MS,2009,19946
28,MU,2009,1467396
28,MV,2009,1355553
28,MW,2009,12354537
28,MX,2009,200458
28,MY,2009,515391
28,MZ,2009,8396815
28,NA,2009,1738589
28,NE,2009,9178061
28,NG,2009,15556559
28,NI,2009,2527186
28,NP,2009,14809416
28,NR,2009,964
28,NU,2009,70996
28,PA,2009,605925
28,PE,2009,1914308
28,PG,2009,4892003
28,PH,2009,3598816
28,PK,2009,9954452
28,PS,2009,4787501
28,PY,2009,1753396
28,RS,2009,1490384
28,RW,2009,8378578
28,SB,2009,415010
28,SD,2009,7914761
28,SL,2009,6178553
28,SN,2009,5584163
28,SO,2009,10031227
28,SR,2009,334795
28,ST,2009,1189115
28,SV,2009,1032440
28,SY,2009,1623096
28,SZ,2009,1310123
28,TD,2009,6352867
28,TG,2009,7112353
28,TH,2009,1427598
28,TJ,2009,6666091
28,TK,2009,165295
28,TL,2009,2718468
28,TM,2009,841210
28,TN,2009,858241
28,TR,2009,1230119
28,TT,2009,356986
28,TZ,2009,11082942
28,UA,2009,2348499
28,UG,2009,11721995
28,UY,2009,905516
28,UZ,2009,6886852
28,VC,2009,132135
28,VE,2009,670178
28,VN,2009,6932323
28,WS,2009,624854
28,XK,2009,2089492
28,YE,2009,4426823
28,ZA,2009,1486587
28,ZM,2009,-256354
28,ZW,2009,7795598
29,54,2009,23700
29,56,2009,13337510
31,52,2009,7611846
31,53,2009,9897885
31,55,2009,45969327
31,56,2009,3848395
31,59,2009,1440518
31,60,2009,3339264
31,65,2009,11591401
31,AF,2009,5281835
31,AL,2009,543276
31,AM,2009,495571
31,AO,2009,2213658
31,AR,2009,697350
31,AZ,2009,715828
31,BA,2009,455647
31,BD,2009,6643062
31,BF,2009,3315364
31,BI,2009,2494152
31,BJ,2009,2181998
31,BO,2009,1654483
31,BR,2009,1722732
31,BT,2009,1009169
31,BW,2009,1986385
31,BY,2009,604341
31,CD,2009,8809749
31,CF,2009,2381764
31,CG,2009,2400567
31,CI,2009,5181055
31,CL,2009,265833
31,CM,2009,4670645
31,CN,2009,3744962
31,CO,2009,2013221
31,CR,2009,665250
31,CU,2009,673891
31,CV,2009,1478345
31,DJ,2009,1013049
31,DO,2009,1310763
31,DZ,2009,657007
31,EC,2009,989537
31,EG,2009,2640141
31,ER,2009,1927018
31,ET,2009,6396409
31,FJ,2009,1510
31,GA,2009,1013668
31,GE,2009,708980
31,GH,2009,3170896
31,GM,2009,1022823
31,GN,2009,3362912
31,GQ,2009,1231681
31,GT,2009,1353518
31,GW,2009,2456787
31,HN,2009,2015937
31,HT,2009,2732521
31,ID,2009,5885212
31,IN,2009,12898075
31,IQ,2009,2039312
31,IR,2009,1546510
31,JO,2009,754284
31,KE,2009,5238608
31,KG,2009,721743
31,KH,2009,4204542
31,KM,2009,929772
31,KP,2009,1217241
31,KZ,2009,625347
31,LA,2009,1649670
31,LB,2009,655927
31,LK,2009,2286878
31,LR,2009,2720524
31,LS,2009,1525043
31,MA,2009,2227973
31,MD,2009,468871
31,MG,2009,2972986
31,MK,2009,262981
31,ML,2009,2702811
31,MM,2009,6013425
31,MN,2009,1560604
31,MR,2009,2624432
31,MU,2009,195885
31,MV,2009,452239
31,MW,2009,3744438
31,MX,2009,1332398
31,MY,2009,406253
31,MZ,2009,4374221
31,NA,2009,1422533
31,NE,2009,2824040
31,NG,2009,5785879
31,NI,2009,1630489
31,NP,2009,4572686
31,OM,2009,417401
31,PA,2009,691792
31,PE,2009,2251338
31,PG,2009,1634443
31,PH,2009,4204962
31,PK,2009,8262970
31,PS,2009,2310778
31,PY,2009,1183924
31,RS,2009,125130
31,RW,2009,3136478
31,SC,2009,47390
31,SD,2009,9056842
31,SL,2009,2956260
31,SN,2009,1482676
31,SO,2009,2216227
31,ST,2009,585538
31,SV,2009,1423393
31,SY,2009,1758031
31,SZ,2009,1292149
31,TD,2009,3909272
31,TG,2009,1494830
31,TH,2009,1837407
31,TJ,2009,823372
31,TL,2009,2804629
31,TM,2009,631660
31,TN,2009,654406
31,TR,2009,996480
31,TZ,2009,4536349
31,UA,2009,699720
31,UG,2009,7582273
31,UY,2009,782294
31,UZ,2009,1009840
31,VE,2009,1316353
31,VN,2009,4107905
31,XK,2009,489792
31,YE,2009,2722243
31,ZA,2009,1528168
31,ZM,2009,3437348
31,ZW,2009,4464419
33,52,2009,1239242
33,53,2009,1400836
33,55,2009,362433447
33,58,2009,212161
33,61,2009,5962480
33,64,2009,753329
33,65,2009,2843242
33,67,2009,3538820
33,AF,2009,41468266
33,AL,2009,1000391
33,AM,2009,814951
33,AO,2009,8909543
33,AR,2009,806551
33,AZ,2009,1020914
33,BA,2009,784549
33,BD,2009,23274659
33,BF,2009,18571357
33,BI,2009,10345636
33,BJ,2009,5156222
33,BO,2009,1566938
33,BR,2009,1144010
33,BT,2009,1627972
33,BW,2009,1254679
33,BY,2009,766103
33,BZ,2009,765316
33,CD,2009,58050040
33,CF,2009,4695499
33,CG,2009,1335795
33,CI,2009,8843181
33,CL,2009,821369
33,CM,2009,7115415
33,CN,2009,11049352
33,CO,2009,1324207
33,CR,2009,795697
33,CU,2009,1017737
33,CV,2009,760366
33,DJ,2009,2122023
33,DO,2009,869514
33,DZ,2009,1030049
33,EC,2009,827011
33,EG,2009,3616759
33,ER,2009,2826945
33,ET,2009,37675535
33,GA,2009,759464
33,GE,2009,786500
33,GH,2009,8619516
33,GM,2009,1456469
33,GN,2009,7991694
33,GQ,2009,793285
33,GT,2009,878827
33,GW,2009,2846566
33,GY,2009,1365998
33,HN,2009,684462
33,HR,2009,331062
33,HT,2009,2478757
33,ID,2009,6600684
33,IN,2009,44076412
33,IQ,2009,2074937
33,IR,2009,1804866
33,JM,2009,1144304
33,JO,2009,802534
33,KE,2009,12326138
33,KG,2009,1427053
33,KH,2009,7610776
33,KM,2009,876415
33,KP,2009,5776169
33,KZ,2009,1050697
33,LA,2009,2796701
33,LB,2009,782252
33,LK,2009,3515183
33,LR,2009,6011391
33,LS,2009,1412455
33,MA,2009,1600675
33,MD,2009,886493
33,ME,2009,815423
33,MG,2009,13338873
33,MK,2009,899077
33,ML,2009,15407382
33,MM,2009,17842231
33,MN,2009,814951
33,MR,2009,2149824
33,MV,2009,1014905
33,MW,2009,9745426
33,MX,2009,1051547
33,MY,2009,774607
33,MZ,2009,17098853
33,NA,2009,1176929
33,NE,2009,19041917
33,NG,2009,51211857
33,NI,2009,1345716
33,NP,2009,7719201
33,PA,2009,761289
33,PE,2009,914419
33,PG,2009,1572790
33,PH,2009,3217961
33,PK,2009,20799036
33,PS,2009,5175843
33,PY,2009,862436
33,RS,2009,633275
33,RW,2009,10063254
33,SD,2009,14417697
33,SL,2009,8822805
33,SN,2009,6597527
33,SO,2009,10483529
33,ST,2009,717810
33,SV,2009,1312347
33,SY,2009,829538
33,SZ,2009,987765
33,TD,2009,13995933
33,TG,2009,4670226
33,TH,2009,988604
33,TJ,2009,3589378
33,TL,2009,1169714
33,TM,2009,890792
33,TN,2009,939787
33,TR,2009,1322100
33,TZ,2009,22457767
33,UA,2009,884500
33,UG,2009,23178923
33,UY,2009,786416
33,UZ,2009,3633035
33,VE,2009,1467784
33,VN,2009,3830095
33,XK,2009,1518824
33,YE,2009,9624302
33,ZA,2009,4232186
33,ZM,2009,9389090
33,ZW,2009,6934725
37,55,2009,13053740
37,60,2009,1
37,63,2009,5411
37,65,2009,70167
37,AF,2009,2722705
37,AM,2009,301051
37,AO,2009,35877
37,AZ,2009,277238
37,BD,2009,22956234
37,BF,2009,10044268
37,BI,2009,6305268
37,BJ,2009,2222261
37,BO,2009,1490770
37,BT,2009,677864
37,CD,2009,5005108
37,CF,2009,4254586
37,CI,2009,3429128
37,CM,2009,1313448
37,CO,2009,1128253
37,CU,2009,270063
37,CV,2009,155291
37,DJ,2009,3554101
37,DO,2009,28366
37,DZ,2009,2310935
37,EC,2009,581951
37,EG,2009,2575216
37,ET,2009,17378635
37,GE,2009,27001
37,GH,2009,4912207
37,GM,2009,374782
37,GN,2009,3486810
37,GT,2009,1661066
37,GW,2009,335784
37,HN,2009,670256
37,HT,2009,285989
37,ID,2009,2869761
37,IN,2009,2947956
37,IQ,2009,1097393
37,IR,2009,1634405
37,JO,2009,55901
37,KE,2009,8389851
37,KG,2009,1318122
37,KH,2009,2852833
37,KP,2009,7576792
37,LA,2009,2575071
37,LK,2009,3020492
37,LR,2009,6105437
37,LS,2009,1834304
37,MG,2009,5491554
37,ML,2009,1230838
37,MM,2009,2061373
37,MR,2009,5106909
37,MW,2009,8076265
37,MZ,2009,9895082
37,NA,2009,344696
37,NE,2009,2831738
37,NI,2009,471075
37,NP,2009,10286562
37,PE,2009,425259
37,PH,2009,2200294
37,PK,2009,17472608
37,PS,2009,2058286
37,RW,2009,1947732
37,SD,2009,12549208
37,SL,2009,5011512
37,SN,2009,1087155
37,SO,2009,15351877
37,ST,2009,506800
37,SV,2009,292686
37,SY,2009,2679445
37,SZ,2009,1287623
37,TD,2009,3051799
37,TG,2009,181943
37,TJ,2009,2313998
37,TL,2009,650570
37,TZ,2009,3034488
37,UG,2009,12884358
37,YE,2009,8049890
37,ZM,2009,5421119
37,ZW,2009,4001304
38,52,2009,43598291
38,55,2009,225528221
38,56,2009,21810736
38,62,2009,58455393
38,65,2009,108668397
AE,51,2009,1258433
AE,55,2009,10886500
AE,AF,2009,49120864
AE,AL,2009,840004
AE,AM,2009,28314
AE,AZ,2009,4173805
AE,BA,2009,997308
AE,BD,2009,499178
AE,BF,2009,2100535
AE,BJ,2009,183521
AE,CD,2009,280001
AE,CF,2009,200300
AE,CG,2009,30412
AE,CM,2009,98577
AE,CN,2009,4194
AE,CO,2009,73408
AE,CU,2009,10486
AE,DJ,2009,3008705
AE,DZ,2009,18838753
AE,EG,2009,69788542
AE,ER,2009,1365400
AE,ET,2009,958507
AE,GH,2009,934387
AE,GM,2009,96479
AE,GN,2009,59775
AE,ID,2009,2631175
AE,IN,2009,4194
AE,IQ,2009,2761213
AE,IR,2009,52434
AE,JO,2009,16313496
AE,KE,2009,1726151
AE,KG,2009,10486
AE,KM,2009,369140
AE,KZ,2009,23471887
AE,LB,2009,32058600
AE,LK,2009,1393715
AE,LR,2009,42996
AE,MA,2009,11433919
AE,MK,2009,42996
AE,ML,2009,348166
AE,MN,2009,487643
AE,MR,2009,1052889
AE,MV,2009,104869
AE,MX,2009,132135
AE,MZ,2009,287342
AE,NE,2009,655434
AE,NG,2009,106966
AE,OM,2009,146619069
AE,PH,2009,1428322
AE,PK,2009,166319850
AE,PS,2009,230548212
AE,RW,2009,424721
AE,SD,2009,31784890
AE,SN,2009,447792
AE,SO,2009,3778447
AE,SV,2009,5243
AE,SY,2009,99223307
AE,TD,2009,831614
AE,TG,2009,887195
AE,TH,2009,513860
AE,TJ,2009,63970
AE,TN,2009,228615
AE,TR,2009,7186705
AE,TZ,2009,267417
AE,UG,2009,132135
AE,VN,2009,10486
AE,XK,2009,6292
AE,YE,2009,136371224
AE,ZA,2009,338728
AE,ZW,2009,10486
AT,51,2009,1900112
AT,52,2009,1933288
AT,53,2009,592242
AT,54,2009,3458006
AT,55,2009,120102278
AT,56,2009,20944562
AT,57,2009,26600
AT,58,2009,1357
AT,59,2009,4819573
AT,60,2009,836188
AT,61,2009,529296
AT,62,2009,228276
AT,64,2009,1000694
AT,65,2009,7809436
AT,66,2009,4398093
AT,AF,2009,872182
AT,AG,2009,22557
AT,AL,2009,8081006
AT,AM,2009,1245689
AT,AO,2009,56474
AT,AR,2009,293133
AT,AZ,2009,582047
AT,BA,2009,27963722
AT,BD,2009,563957
AT,BF,2009,6966128
AT,BI,2009,366528
AT,BJ,2009,12942
AT,BO,2009,259832
AT,BR,2009,2447154
AT,BT,2009,4439161
AT,BW,2009,10148
AT,BY,2009,1005542
AT,BZ,2009,46342
AT,CD,2009,2366627
AT,CF,2009,83665
AT,CG,2009,85767
AT,CI,2009,17300220
AT,CL,2009,185560
AT,CM,2009,476612
AT,CN,2009,12598992
AT,CO,2009,951166
AT,CR,2009,177333
AT,CU,2009,57526
AT,CV,2009,2503093
AT,DO,2009,10148
AT,DZ,2009,139723
AT,EC,2009,300623
AT,EG,2009,11182942
AT,ER,2009,1316
AT,ET,2009,12349728
AT,FJ,2009,22557
AT,GA,2009,1228
AT,GE,2009,1072656
AT,GH,2009,2055315
AT,GM,2009,81347
AT,GN,2009,253380
AT,GQ,2009,11134
AT,GT,2009,6489165
AT,GW,2009,17676
AT,GY,2009,1536
AT,HN,2009,43703
AT,HR,2009,5226293
AT,ID,2009,1897192
AT,IN,2009,2290364
AT,IQ,2009,438078
AT,IR,2009,4943477
AT,JM,2009,90758
AT,JO,2009,123607
AT,KE,2009,2493609
AT,KG,2009,735400
AT,KH,2009,11326
AT,KN,2009,14009
AT,KP,2009,10148
AT,KZ,2009,328042
AT,LA,2009,38277
AT,LB,2009,125231
AT,LC,2009,67671
AT,LK,2009,2197283
AT,LY,2009,182665
AT,MA,2009,167088
AT,MD,2009,3448802
AT,ME,2009,3288436
AT,MG,2009,496530
AT,MK,2009,5276082
AT,ML,2009,419846
AT,MM,2009,455124
AT,MN,2009,1115685
AT,MU,2009,10148
AT,MW,2009,377438
AT,MX,2009,500028
AT,MY,2009,109814
AT,MZ,2009,8635066
AT,NA,2009,169151
AT,NE,2009,17920
AT,NG,2009,682059
AT,NI,2009,8180731
AT,NP,2009,2707647
AT,PA,2009,10148
AT,PE,2009,793107
AT,PG,2009,703108
AT,PH,2009,810076
AT,PK,2009,3093313
AT,PS,2009,8794395
AT,PY,2009,43306
AT,RS,2009,12167311
AT,RW,2009,1398661
AT,SD,2009,592112
AT,SL,2009,346769
AT,SN,2009,3179346
AT,SO,2009,89074
AT,SR,2009,16466
AT,ST,2009,11134
AT,SV,2009,702687
AT,SY,2009,372414
AT,TD,2009,19211976
AT,TG,2009,14206661
AT,TH,2009,1000898
AT,TJ,2009,742676
AT,TL,2009,80005
AT,TM,2009,373280
AT,TN,2009,588198
AT,TR,2009,26072124
AT,TT,2009,1228
AT,TZ,2009,12632908
AT,UA,2009,6577981
AT,UG,2009,12341312
AT,UY,2009,2307
AT,UZ,2009,339840
AT,VC,2009,67671
AT,VE,2009,209049
AT,VN,2009,4546069
AT,VU,2009,22557
AT,WS,2009,3520
AT,XK,2009,20856524
AT,YE,2009,24711
AT,ZA,2009,1423075
AT,ZW,2009,665761
AU,51,2009,7620817
AU,53,2009,30711578
AU,55,2009,617034045
AU,56,2009,255158
AU,57,2009,36176033
AU,58,2009,584958
AU,59,2009,488066
AU,60,2009,39298
AU,61,2009,141529805
AU,62,2009,5787424
AU,63,2009,247314
AU,65,2009,9068743
AU,AF,2009,139869157
AU,AL,2009,17767
AU,AM,2009,6
AU,AR,2009,106354
AU,AZ,2009,41
AU,BA,2009,17767
AU,BB,2009,1807
AU,BD,2009,59795778
AU,BI,2009,226731
AU,BJ,2009,235334
AU,BR,2009,111501
AU,BT,2009,4499572
AU,BW,2009,754196
AU,CD,2009,9920640
AU,CK,2009,4297915
AU,CL,2009,199087
AU,CM,2009,209507
AU,CN,2009,42691580
AU,CO,2009,82124
AU,EC,2009,109
AU,EG,2009,4351789
AU,ER,2009,1723
AU,ET,2009,6016556
AU,FJ,2009,29013736
AU,GH,2009,680872
AU,GT,2009,37
AU,HN,2009,107
AU,HR,2009,19557
AU,HT,2009,124
AU,ID,2009,494695904
AU,IN,2009,13844513
AU,IQ,2009,75450663
AU,IR,2009,230427
AU,JO,2009,304015
AU,KE,2009,13600346
AU,KH,2009,70123296
AU,KI,2009,14563490
AU,KM,2009,48776
AU,KP,2009,3685544
AU,LA,2009,42817493
AU,LB,2009,719626
AU,LK,2009,63007882
AU,LR,2009,14545
AU,LS,2009,983591
AU,MG,2009,125812
AU,MH,2009,2352287
AU,MM,2009,25860077
AU,MN,2009,11066714
AU,MU,2009,310562
AU,MV,2009,2478010
AU,MW,2009,6346599
AU,MX,2009,251218
AU,MY,2009,2103853
AU,MZ,2009,6595224
AU,NA,2009,366048
AU,NE,2009,235334
AU,NG,2009,488475
AU,NP,2009,11662926
AU,NR,2009,29527963
AU,NU,2009,1832918
AU,PE,2009,103122
AU,PG,2009,436435961
AU,PH,2009,137021453
AU,PK,2009,61024617
AU,PS,2009,40857146
AU,PW,2009,1454747
AU,RS,2009,26172
AU,RW,2009,424432
AU,SB,2009,244033639
AU,SD,2009,13591429
AU,SL,2009,225920
AU,SN,2009,235403
AU,SO,2009,2259207
AU,SV,2009,1156
AU,SY,2009,1215465
AU,SZ,2009,585949
AU,TD,2009,209577
AU,TH,2009,5970587
AU,TK,2009,1186555
AU,TL,2009,87774869
AU,TO,2009,20844662
AU,TR,2009,74209
AU,TT,2009,171765
AU,TV,2009,6617155
AU,TZ,2009,2084586
AU,UG,2009,2580926
AU,VN,2009,92715797
AU,VU,2009,57890294
AU,WF,2009,23470
AU,WS,2009,25746878
AU,YE,2009,1433517
AU,ZA,2009,4161648
AU,ZM,2009,2161164
AU,ZW,2009,43078570
BE,51,2009,10026695
BE,52,2009,687528
BE,53,2009,3104651
BE,54,2009,50479
BE,55,2009,592676401
BE,56,2009,606610
BE,57,2009,15283
BE,58,2009,409706
BE,59,2009,1000927
BE,60,2009,837349
BE,63,2009,1024606
BE,64,2009,187400
BE,65,2009,43774646
BE,67,2009,99937
BE,AF,2009,18306873
BE,AL,2009,8696
BE,AM,2009,99573
BE,AO,2009,700726
BE,AR,2009,17580
BE,AZ,2009,181
BE,BA,2009,213029
BE,BD,2009,1718409
BE,BF,2009,13743372
BE,BI,2009,51981659
BE,BJ,2009,25335582
BE,BO,2009,24301583
BE,BR,2009,4091440
BE,BW,2009,355520
BE,BY,2009,25949
BE,CD,2009,173110448
BE,CF,2009,1016562
BE,CG,2009,9813371
BE,CI,2009,37256903
BE,CL,2009,1207361
BE,CM,2009,23475437
BE,CN,2009,8127610
BE,CO,2009,4496362
BE,CR,2009,436017
BE,CU,2009,4298244
BE,CV,2009,376380
BE,DO,2009,773806
BE,DZ,2009,11972646
BE,EC,2009,13244333
BE,EG,2009,19772
BE,ET,2009,6173450
BE,GA,2009,228465
BE,GE,2009,14955
BE,GH,2009,5013841
BE,GM,2009,530148
BE,GN,2009,1129753
BE,GT,2009,5096386
BE,GW,2009,728484
BE,GY,2009,124892
BE,HN,2009,2911091
BE,HR,2009,138688
BE,HT,2009,5195428
BE,ID,2009,2597771
BE,IN,2009,11819381
BE,IQ,2009,197826
BE,IR,2009,341080
BE,JM,2009,9269089
BE,JO,2009,196498
BE,KE,2009,28132212
BE,KG,2009,372004
BE,KH,2009,9054676
BE,KM,2009,154898
BE,KP,2009,417448
BE,KZ,2009,47812
BE,LA,2009,3128667
BE,LB,2009,4937218
BE,LK,2009,5415028
BE,LR,2009,12961
BE,MA,2009,23027434
BE,MD,2009,34782
BE,ME,2009,44230
BE,MG,2009,2107415
BE,MK,2009,6697
BE,ML,2009,19209897
BE,MM,2009,62078
BE,MN,2009,70740
BE,MR,2009,1102288
BE,MW,2009,9198480
BE,MX,2009,959242
BE,MZ,2009,22678854
BE,NA,2009,708505
BE,NE,2009,26213715
BE,NG,2009,277266
BE,NI,2009,3581000
BE,NP,2009,1317253
BE,PE,2009,22670967
BE,PG,2009,4706
BE,PH,2009,8473862
BE,PK,2009,2624218
BE,PS,2009,22258208
BE,PY,2009,5069
BE,RS,2009,493016
BE,RW,2009,80687721
BE,SD,2009,3113560
BE,SL,2009,615111
BE,SN,2009,19241988
BE,SO,2009,3410809
BE,SR,2009,1970152
BE,SV,2009,1262452
BE,SY,2009,1610867
BE,TD,2009,1689309
BE,TG,2009,61131758
BE,TH,2009,349221
BE,TJ,2009,313794
BE,TM,2009,109145
BE,TN,2009,2358551
BE,TR,2009,2236
BE,TZ,2009,22247067
BE,UA,2009,885405
BE,UG,2009,21708157
BE,UY,2009,1532
BE,VE,2009,221583
BE,VN,2009,24522046
BE,WS,2009,1364
BE,YE,2009,1364323
BE,ZA,2009,17757731
BE,ZM,2009,2003260
BE,ZW,2009,5535963
CA,51,2009,233971053
CA,52,2009,152864915
CA,53,2009,309226607
CA,54,2009,70486
CA,55,2009,532852237
CA,56,2009,22395958
CA,57,2009,16144110
CA,58,2009,7946534
CA,59,2009,663337
CA,60,2009,3129908
CA,61,2009,26414809
CA,62,2009,2386920
CA,63,2009,25425093
CA,64,2009,3273350
CA,65,2009,173608726
CA,67,2009,2520053
CA,AF,2009,285939625
CA,AG,2009,2374078
CA,AI,2009,1611594
CA,AL,2009,74497
CA,AM,2009,896500
CA,AO,2009,1104551
CA,AR,2009,2607910
CA,AZ,2009,334833
CA,BA,2009,4994647
CA,BB,2009,2424648
CA,BD,2009,64497856
CA,BF,2009,28977713
CA,BI,2009,7193022
CA,BJ,2009,8694914
CA,BO,2009,29901246
CA,BR,2009,13326995
CA,BT,2009,264670
CA,BW,2009,1610829
CA,BY,2009,1024
CA,BZ,2009,2094376
CA,CD,2009,55178552
CA,CF,2009,4675416
CA,CG,2009,9404929
CA,CI,2009,53854444
CA,CK,2009,11192
CA,CL,2009,2480729
CA,CM,2009,8705092
CA,CN,2009,26734957
CA,CO,2009,31120805
CA,CR,2009,2550147
CA,CU,2009,9442506
CA,CV,2009,872574
CA,DJ,2009,483709
CA,DM,2009,2998942
CA,DO,2009,3484204
CA,DZ,2009,5447313
CA,EC,2009,4317799
CA,EG,2009,21211184
CA,ER,2009,689700
CA,ET,2009,106806953
CA,FJ,2009,161987
CA,GA,2009,1203234
CA,GD,2009,2923852
CA,GE,2009,944386
CA,GH,2009,122820238
CA,GM,2009,1547254
CA,GN,2009,6459112
CA,GQ,2009,529707
CA,GT,2009,8814374
CA,GW,2009,1469339
CA,GY,2009,6881910
CA,HN,2009,29697616
CA,HR,2009,139764
CA,HT,2009,146989574
CA,ID,2009,40294695
CA,IN,2009,14138733
CA,IQ,2009,14896796
CA,IR,2009,4068936
CA,JM,2009,7437992
CA,JO,2009,13402915
CA,KE,2009,38981628
CA,KG,2009,174959
CA,KH,2009,13440870
CA,KI,2009,120398
CA,KM,2009,362415
CA,KN,2009,2977646
CA,KP,2009,4430499
CA,KZ,2009,93733
CA,LA,2009,2159870
CA,LB,2009,16864293
CA,LC,2009,3025295
CA,LK,2009,36581133
CA,LR,2009,2739965
CA,LS,2009,1219581
CA,LY,2009,108246
CA,MA,2009,13102414
CA,MD,2009,13909
CA,ME,2009,283205
CA,MG,2009,2612018
CA,MH,2009,12561
CA,ML,2009,102717466
CA,MM,2009,3055163
CA,MN,2009,3274697
CA,MR,2009,1616026
CA,MS,2009,1618808
CA,MU,2009,312599
CA,MV,2009,772910
CA,MW,2009,23957069
CA,MX,2009,5437867
CA,MY,2009,197548
CA,MZ,2009,92458853
CA,NA,2009,840711
CA,NE,2009,12030005
CA,NG,2009,20577316
CA,NI,2009,16686261
CA,NP,2009,6723330
CA,NR,2009,64631
CA,NU,2009,10642
CA,PA,2009,964474
CA,PE,2009,22041016
CA,PG,2009,289330
CA,PH,2009,20984155
CA,PK,2009,51517706
CA,PS,2009,50677458
CA,PW,2009,12561
CA,PY,2009,2723435
CA,RS,2009,5895116
CA,RW,2009,16596420
CA,SB,2009,264843
CA,SC,2009,253715
CA,SD,2009,129359961
CA,SL,2009,10955720
CA,SN,2009,67043227
CA,SO,2009,31655365
CA,SR,2009,1779879
CA,ST,2009,376109
CA,SV,2009,3942725
CA,SY,2009,1076376
CA,SZ,2009,1107409
CA,TD,2009,14858765
CA,TG,2009,3115330
CA,TH,2009,5310966
CA,TJ,2009,3048176
CA,TL,2009,2482659
CA,TN,2009,6185071
CA,TO,2009,69149
CA,TR,2009,247644
CA,TT,2009,2242335
CA,TV,2009,145910
CA,TZ,2009,115621803
CA,UA,2009,22102638
CA,UG,2009,20729221
CA,UY,2009,1607033
CA,UZ,2009,15882
CA,VC,2009,2863243
CA,VE,2009,656845
CA,VN,2009,43458418
CA,VU,2009,518386
CA,WS,2009,439554
CA,YE,2009,3128647
CA,ZA,2009,16361035
CA,ZM,2009,15928381
CA,ZW,2009,34825806
CH,51,2009,12114167
CH,52,2009,3464885
CH,53,2009,4797612
CH,54,2009,14672578
CH,55,2009,837944316
CH,56,2009,27494140
CH,57,2009,5963529
CH,58,2009,4447926
CH,59,2009,11934679
CH,60,2009,1140869
CH,61,2009,81191
CH,63,2009,5724343
CH,64,2009,1089346
CH,65,2009,39845734
CH,AF,2009,23341656
CH,AL,2009,14520589
CH,AM,2009,3269689
CH,AO,2009,777030
CH,AR,2009,522860
CH,AZ,2009,6389576
CH,BA,2009,22760157
CH,BD,2009,26746570
CH,BF,2009,27653919
CH,BI,2009,11161076
CH,BJ,2009,15697144
CH,BO,2009,23040185
CH,BR,2009,4687537
CH,BT,2009,5604881
CH,BY,2009,2710052
CH,CD,2009,12228654
CH,CF,2009,946333
CH,CG,2009,6227955
CH,CI,2009,2954798
CH,CL,2009,1550563
CH,CM,2009,3766066
CH,CN,2009,5369014
CH,CO,2009,24086318
CH,CR,2009,406513
CH,CU,2009,5177746
CH,CV,2009,831069
CH,DJ,2009,537858
CH,DO,2009,15137
CH,DZ,2009,1669137
CH,EC,2009,7483818
CH,EG,2009,10483663
CH,ER,2009,1263583
CH,ET,2009,6292224
CH,GA,2009,4301
CH,GE,2009,9752890
CH,GH,2009,13935953
CH,GN,2009,3116662
CH,GT,2009,3491628
CH,GW,2009,413392
