id-from,id-to,year,financing-type,value,,
DE,country-unspecified,2009,equity,,,
DE,country-unspecified,2009,reinvested,,,
DE,country-unspecified,2009,debt-other,,,
DE,country-unspecified,2010,equity,,,
DE,country-unspecified,2010,reinvested,,,
DE,country-unspecified,2010,debt-other,,,
DE,country-unspecified,2011,equity,,,
DE,country-unspecified,2011,reinvested,,,
DE,country-unspecified,2011,debt-other,,,
DE,country-unspecified,2012,equity,2295480000,,
DE,country-unspecified,2012,reinvested,3620520000,,
DE,country-unspecified,2012,debt-other,3232870000,,
FR,country-unspecified,2000,equity,,,
FR,country-unspecified,2000,reinvested,,,
FR,country-unspecified,2000,debt-other,,,
FR,country-unspecified,2001,equity,,,
FR,country-unspecified,2001,reinvested,,,
FR,country-unspecified,2001,debt-other,,,
FR,country-unspecified,2002,equity,,,
FR,country-unspecified,2002,reinvested,,,
FR,country-unspecified,2002,debt-other,,,
FR,country-unspecified,2003,equity,,,
FR,country-unspecified,2003,reinvested,,,
FR,country-unspecified,2003,debt-other,,,
FR,country-unspecified,2004,equity,,,
FR,country-unspecified,2004,reinvested,,,
FR,country-unspecified,2004,debt-other,,,
FR,country-unspecified,2005,equity,,,
FR,country-unspecified,2005,reinvested,,,
FR,country-unspecified,2005,debt-other,,,
FR,country-unspecified,2006,equity,,,
FR,country-unspecified,2006,reinvested,,,
FR,country-unspecified,2006,debt-other,,,
FR,country-unspecified,2007,equity,,,
FR,country-unspecified,2007,reinvested,,,
FR,country-unspecified,2007,debt-other,,,
FR,country-unspecified,2008,equity,,,
FR,country-unspecified,2008,reinvested,,,
FR,country-unspecified,2008,debt-other,,,
FR,country-unspecified,2009,equity,,,
FR,country-unspecified,2009,reinvested,,,
FR,country-unspecified,2009,debt-other,,,
FR,country-unspecified,2010,equity,,,
FR,country-unspecified,2010,reinvested,,,
FR,country-unspecified,2010,debt-other,,,
FR,country-unspecified,2011,equity,,,
FR,country-unspecified,2011,reinvested,,,
FR,country-unspecified,2011,debt-other,,,
FR,country-unspecified,2012,equity,2510282776,,
FR,country-unspecified,2012,reinvested,5731362468,,
FR,country-unspecified,2012,debt-other,739074550.1,,
DK,country-unspecified,2000,equity,,,
DK,country-unspecified,2000,reinvested,,,
DK,country-unspecified,2000,debt-other,,,
DK,country-unspecified,2001,equity,,,
DK,country-unspecified,2001,reinvested,,,
DK,country-unspecified,2001,debt-other,,,
DK,country-unspecified,2002,equity,,,
DK,country-unspecified,2002,reinvested,,,
DK,country-unspecified,2002,debt-other,,,
DK,country-unspecified,2003,equity,,,
DK,country-unspecified,2003,reinvested,,,
DK,country-unspecified,2003,debt-other,,,
DK,country-unspecified,2004,equity,,,
DK,country-unspecified,2004,reinvested,,,
DK,country-unspecified,2004,debt-other,,,
DK,country-unspecified,2005,equity,,,
DK,country-unspecified,2005,reinvested,,,
DK,country-unspecified,2005,debt-other,,,
DK,country-unspecified,2006,equity,,,
DK,country-unspecified,2006,reinvested,,,
DK,country-unspecified,2006,debt-other,,,
DK,country-unspecified,2007,equity,,,
DK,country-unspecified,2007,reinvested,,,
DK,country-unspecified,2007,debt-other,,,
DK,country-unspecified,2008,equity,,,
DK,country-unspecified,2008,reinvested,,,
DK,country-unspecified,2008,debt-other,,,
DK,country-unspecified,2009,equity,,,
DK,country-unspecified,2009,reinvested,,,
DK,country-unspecified,2009,debt-other,,,
DK,country-unspecified,2010,equity,,,
DK,country-unspecified,2010,reinvested,,,
DK,country-unspecified,2010,debt-other,,,
DK,country-unspecified,2011,equity,,,
DK,country-unspecified,2011,reinvested,,,
DK,country-unspecified,2011,debt-other,,,
DK,country-unspecified,2012,equity,535415119.4,,
DK,country-unspecified,2012,reinvested,155443099.2,,
DK,country-unspecified,2012,debt-other,-259071832,,
AE,AF,2000,,,,
AE,AG,2000,,,,
AE,AI,2000,,,,
AE,AL,2000,,,,
AE,AM,2000,,,,
AE,AO,2000,,,,
AE,AR,2000,,,,
AE,AZ,2000,,,,
AE,BA,2000,,,,
AE,BB,2000,,,,
AE,BD,2000,,,,
AE,BF,2000,,,,
AE,BH,2000,,,,
AE,BI,2000,,,,
AE,BJ,2000,,,,
AE,BO,2000,,,,
AE,BR,2000,,,,
AE,BT,2000,,,,
AE,BW,2000,,,,
AE,BY,2000,,,,
AE,BZ,2000,,,,
AE,CD,2000,,,,
AE,CF,2000,,,,
AE,CG,2000,,,,
AE,CI,2000,,,,
AE,CK,2000,,,,
AE,CL,2000,,,,
AE,CM,2000,,,,
AE,CN,2000,,,,
AE,CO,2000,,,,
AE,CR,2000,,,,
AE,CU,2000,,,,
AE,CV,2000,,,,
AE,DJ,2000,,,,
AE,DM,2000,,,,
AE,DO,2000,,,,
AE,DZ,2000,,,,
AE,EC,2000,,,,
AE,EG,2000,,,,
AE,ER,2000,,,,
AE,ET,2000,,,,
AE,FJ,2000,,,,
AE,FM,2000,,,,
AE,GA,2000,,,,
AE,GD,2000,,,,
AE,GE,2000,,,,
AE,GH,2000,,,,
AE,GM,2000,,,,
AE,GN,2000,,,,
AE,GQ,2000,,,,
AE,GT,2000,,,,
AE,GW,2000,,,,
AE,GY,2000,,,,
AE,HN,2000,,,,
AE,HR,2000,,,,
AE,HT,2000,,,,
AE,IN,2000,,,,
AE,IQ,2000,,,,
AE,IR,2000,,,,
AE,JM,2000,,,,
AE,JO,2000,,,,
AE,KE,2000,,,,
AE,KG,2000,,,,
AE,KH,2000,,,,
AE,KI,2000,,,,
AE,KM,2000,,,,
AE,KN,2000,,,,
AE,KP,2000,,,,
AE,KZ,2000,,,,
AE,LA,2000,,,,
AE,LB,2000,,,,
AE,LC,2000,,,,
AE,LK,2000,,,,
AE,LR,2000,,,,
AE,LS,2000,,,,
AE,LY,2000,,,,
AE,MA,2000,,,,
AE,MD,2000,,,,
AE,ME,2000,,,,
AE,MG,2000,,,,
AE,MH,2000,,,,
AE,MK,2000,,,,
AE,ML,2000,,,,
AE,MM,2000,,,,
AE,MN,2000,,,,
AE,MR,2000,,,,
AE,MS,2000,,,,
AE,MT,2000,,,,
AE,MU,2000,,,,
AE,MV,2000,,,,
AE,MW,2000,,,,
AE,MX,2000,,,,
AE,MY,2000,,,,
AE,MZ,2000,,,,
AE,NA,2000,,,,
AE,NE,2000,,,,
AE,NG,2000,,,,
AE,NI,2000,,,,
AE,NP,2000,,,,
AE,NR,2000,,,,
AE,NU,2000,,,,
AE,OM,2000,,,,
AE,PA,2000,,,,
AE,PE,2000,,,,
AE,PG,2000,,,,
AE,PH,2000,,,,
AE,PK,2000,,,,
AE,PS,2000,,,,
AE,PW,2000,,,,
AE,PY,2000,,,,
AE,RS,2000,,,,
AE,RW,2000,,,,
AE,SA,2000,,,,
AE,SB,2000,,,,
AE,SC,2000,,,,
AE,SD,2000,,,,
AE,SH,2000,,,,
AE,SI,2000,,,,
AE,SL,2000,,,,
AE,SN,2000,,,,
AE,SO,2000,,,,
AE,SR,2000,,,,
AE,SS,2000,,,,
AE,ST,2000,,,,
AE,SV,2000,,,,
AE,SY,2000,,,,
AE,SZ,2000,,,,
AE,TC,2000,,,,
AE,TD,2000,,,,
AE,TG,2000,,,,
AE,TH,2000,,,,
AE,TJ,2000,,,,
AE,TK,2000,,,,
AE,TL,2000,,,,
AE,TM,2000,,,,
AE,TN,2000,,,,
AE,TO,2000,,,,
AE,TR,2000,,,,
AE,TT,2000,,,,
AE,TV,2000,,,,
AE,TZ,2000,,,,
AE,UA,2000,,,,
AE,UG,2000,,,,
AE,UY,2000,,,,
AE,UZ,2000,,,,
AE,VC,2000,,,,
AE,VE,2000,,,,
AE,VN,2000,,,,
AE,VU,2000,,,,
AE,WF,2000,,,,
AE,WS,2000,,,,
AE,XK,2000,,,,
AE,YE,2000,,,,
AE,YT,2000,,,,
AE,ZA,2000,,,,
AE,ZM,2000,,,,
AE,ZW,2000,,,,
AE,AF,2001,,,,
AE,AG,2001,,,,
AE,AI,2001,,,,
AE,AL,2001,,,,
AE,AM,2001,,,,
AE,AO,2001,,,,
AE,AR,2001,,,,
AE,AZ,2001,,,,
AE,BA,2001,,,,
AE,BB,2001,,,,
AE,BD,2001,,,,
AE,BF,2001,,,,
AE,BH,2001,,,,
AE,BI,2001,,,,
AE,BJ,2001,,,,
AE,BO,2001,,,,
AE,BR,2001,,,,
AE,BT,2001,,,,
AE,BW,2001,,,,
AE,BY,2001,,,,
AE,BZ,2001,,,,
AE,CD,2001,,,,
AE,CF,2001,,,,
AE,CG,2001,,,,
AE,CI,2001,,,,
AE,CK,2001,,,,
AE,CL,2001,,,,
AE,CM,2001,,,,
AE,CN,2001,,,,
AE,CO,2001,,,,
AE,CR,2001,,,,
AE,CU,2001,,,,
AE,CV,2001,,,,
AE,DJ,2001,,,,
AE,DM,2001,,,,
AE,DO,2001,,,,
AE,DZ,2001,,,,
AE,EC,2001,,,,
AE,EG,2001,,,,
AE,ER,2001,,,,
AE,ET,2001,,,,
AE,FJ,2001,,,,
AE,FM,2001,,,,
AE,GA,2001,,,,
AE,GD,2001,,,,
AE,GE,2001,,,,
AE,GH,2001,,,,
AE,GM,2001,,,,
AE,GN,2001,,,,
AE,GQ,2001,,,,
AE,GT,2001,,,,
AE,GW,2001,,,,
AE,GY,2001,,,,
AE,HN,2001,,,,
AE,HR,2001,,,,
AE,HT,2001,,,,
AE,IN,2001,,,,
AE,IQ,2001,,,,
AE,IR,2001,,,,
AE,JM,2001,,,,
AE,JO,2001,,,,
AE,KE,2001,,,,
AE,KG,2001,,,,
AE,KH,2001,,,,
AE,KI,2001,,,,
AE,KM,2001,,,,
AE,KN,2001,,,,
AE,KP,2001,,,,
AE,KZ,2001,,,,
AE,LA,2001,,,,
AE,LB,2001,,,,
AE,LC,2001,,,,
AE,LK,2001,,,,
AE,LR,2001,,,,
AE,LS,2001,,,,
AE,LY,2001,,,,
AE,MA,2001,,,,
AE,MD,2001,,,,
AE,ME,2001,,,,
AE,MG,2001,,,,
AE,MH,2001,,,,
AE,MK,2001,,,,
AE,ML,2001,,,,
AE,MM,2001,,,,
AE,MN,2001,,,,
AE,MR,2001,,,,
AE,MS,2001,,,,
AE,MT,2001,,,,
AE,MU,2001,,,,
AE,MV,2001,,,,
AE,MW,2001,,,,
AE,MX,2001,,,,
AE,MY,2001,,,,
AE,MZ,2001,,,,
AE,NA,2001,,,,
AE,NE,2001,,,,
AE,NG,2001,,,,
AE,NI,2001,,,,
AE,NP,2001,,,,
AE,NR,2001,,,,
AE,NU,2001,,,,
AE,OM,2001,,,,
AE,PA,2001,,,,
AE,PE,2001,,,,
AE,PG,2001,,,,
AE,PH,2001,,,,
AE,PK,2001,,,,
AE,PS,2001,,,,
AE,PW,2001,,,,
AE,PY,2001,,,,
AE,RS,2001,,,,
AE,RW,2001,,,,
AE,SA,2001,,,,
AE,SB,2001,,,,
AE,SC,2001,,,,
AE,SD,2001,,,,
AE,SH,2001,,,,
AE,SI,2001,,,,
AE,SL,2001,,,,
AE,SN,2001,,,,
AE,SO,2001,,,,
AE,SR,2001,,,,
AE,SS,2001,,,,
AE,ST,2001,,,,
AE,SV,2001,,,,
AE,SY,2001,,,,
AE,SZ,2001,,,,
AE,TC,2001,,,,
AE,TD,2001,,,,
AE,TG,2001,,,,
AE,TH,2001,,,,
AE,TJ,2001,,,,
AE,TK,2001,,,,
AE,TL,2001,,,,
AE,TM,2001,,,,
AE,TN,2001,,,,
AE,TO,2001,,,,
AE,TR,2001,,,,
AE,TT,2001,,,,
AE,TV,2001,,,,
AE,TZ,2001,,,,
AE,UA,2001,,,,
AE,UG,2001,,,,
AE,UY,2001,,,,
AE,UZ,2001,,,,
AE,VC,2001,,,,
AE,VE,2001,,,,
AE,VN,2001,,,,
AE,VU,2001,,,,
AE,WF,2001,,,,
AE,WS,2001,,,,
AE,XK,2001,,,,
AE,YE,2001,,,,
AE,YT,2001,,,,
AE,ZA,2001,,,,
AE,ZM,2001,,,,
AE,ZW,2001,,,,
AE,AF,2002,,,,
AE,AG,2002,,,,
AE,AI,2002,,,,
AE,AL,2002,,,,
AE,AM,2002,,,,
AE,AO,2002,,,,
AE,AR,2002,,,,
AE,AZ,2002,,,,
AE,BA,2002,,,,
AE,BB,2002,,,,
AE,BD,2002,,,,
AE,BF,2002,,,,
AE,BH,2002,,,,
AE,BI,2002,,,,
AE,BJ,2002,,,,
AE,BO,2002,,,,
AE,BR,2002,,,,
AE,BT,2002,,,,
AE,BW,2002,,,,
AE,BY,2002,,,,
AE,BZ,2002,,,,
AE,CD,2002,,,,
AE,CF,2002,,,,
AE,CG,2002,,,,
AE,CI,2002,,,,
AE,CK,2002,,,,
AE,CL,2002,,,,
AE,CM,2002,,,,
AE,CN,2002,,,,
AE,CO,2002,,,,
AE,CR,2002,,,,
AE,CU,2002,,,,
AE,CV,2002,,,,
AE,DJ,2002,,,,
AE,DM,2002,,,,
AE,DO,2002,,,,
AE,DZ,2002,,,,
AE,EC,2002,,,,
AE,EG,2002,,,,
AE,ER,2002,,,,
AE,ET,2002,,,,
AE,FJ,2002,,,,
AE,FM,2002,,,,
AE,GA,2002,,,,
AE,GD,2002,,,,
AE,GE,2002,,,,
AE,GH,2002,,,,
AE,GM,2002,,,,
AE,GN,2002,,,,
AE,GQ,2002,,,,
AE,GT,2002,,,,
AE,GW,2002,,,,
AE,GY,2002,,,,
AE,HN,2002,,,,
AE,HR,2002,,,,
AE,HT,2002,,,,
AE,IN,2002,,,,
AE,IQ,2002,,,,
AE,IR,2002,,,,
AE,JM,2002,,,,
AE,JO,2002,,,,
AE,KE,2002,,,,
AE,KG,2002,,,,
AE,KH,2002,,,,
AE,KI,2002,,,,
AE,KM,2002,,,,
AE,KN,2002,,,,
AE,KP,2002,,,,
AE,KZ,2002,,,,
AE,LA,2002,,,,
AE,LB,2002,,,,
AE,LC,2002,,,,
AE,LK,2002,,,,
AE,LR,2002,,,,
AE,LS,2002,,,,
AE,LY,2002,,,,
AE,MA,2002,,,,
AE,MD,2002,,,,
AE,ME,2002,,,,
AE,MG,2002,,,,
AE,MH,2002,,,,
AE,MK,2002,,,,
AE,ML,2002,,,,
AE,MM,2002,,,,
AE,MN,2002,,,,
AE,MR,2002,,,,
AE,MS,2002,,,,
AE,MT,2002,,,,
AE,MU,2002,,,,
AE,MV,2002,,,,
AE,MW,2002,,,,
AE,MX,2002,,,,
AE,MY,2002,,,,
AE,MZ,2002,,,,
AE,NA,2002,,,,
AE,NE,2002,,,,
AE,NG,2002,,,,
AE,NI,2002,,,,
AE,NP,2002,,,,
AE,NR,2002,,,,
AE,NU,2002,,,,
AE,OM,2002,,,,
AE,PA,2002,,,,
AE,PE,2002,,,,
AE,PG,2002,,,,
AE,PH,2002,,,,
AE,PK,2002,,,,
AE,PS,2002,,,,
AE,PW,2002,,,,
AE,PY,2002,,,,
AE,RS,2002,,,,
AE,RW,2002,,,,
AE,SA,2002,,,,
AE,SB,2002,,,,
AE,SC,2002,,,,
AE,SD,2002,,,,
AE,SH,2002,,,,
AE,SI,2002,,,,
AE,SL,2002,,,,
AE,SN,2002,,,,
AE,SO,2002,,,,
AE,SR,2002,,,,
AE,SS,2002,,,,
AE,ST,2002,,,,
AE,SV,2002,,,,
AE,SY,2002,,,,
AE,SZ,2002,,,,
AE,TC,2002,,,,
AE,TD,2002,,,,
AE,TG,2002,,,,
AE,TH,2002,,,,
AE,TJ,2002,,,,
AE,TK,2002,,,,
AE,TL,2002,,,,
AE,TM,2002,,,,
AE,TN,2002,,,,
AE,TO,2002,,,,
AE,TR,2002,,,,
AE,TT,2002,,,,
AE,TV,2002,,,,
AE,TZ,2002,,,,
AE,UA,2002,,,,
AE,UG,2002,,,,
AE,UY,2002,,,,
AE,UZ,2002,,,,
AE,VC,2002,,,,
AE,VE,2002,,,,
AE,VN,2002,,,,
AE,VU,2002,,,,
AE,WF,2002,,,,
AE,WS,2002,,,,
AE,XK,2002,,,,
AE,YE,2002,,,,
AE,YT,2002,,,,
AE,ZA,2002,,,,
AE,ZM,2002,,,,
AE,ZW,2002,,,,
AE,AF,2003,,,,
AE,AG,2003,,,,
AE,AI,2003,,,,
AE,AL,2003,,,,
AE,AM,2003,,,,
AE,AO,2003,,,,
AE,AR,2003,,,,
AE,AZ,2003,,,,
AE,BA,2003,,,,
AE,BB,2003,,,,
AE,BD,2003,,,,
AE,BF,2003,,,,
AE,BH,2003,,,,
AE,BI,2003,,,,
AE,BJ,2003,,,,
AE,BO,2003,,,,
AE,BR,2003,,,,
AE,BT,2003,,,,
AE,BW,2003,,,,
AE,BY,2003,,,,
AE,BZ,2003,,,,
AE,CD,2003,,,,
AE,CF,2003,,,,
AE,CG,2003,,,,
AE,CI,2003,,,,
AE,CK,2003,,,,
AE,CL,2003,,,,
AE,CM,2003,,,,
AE,CN,2003,,,,
AE,CO,2003,,,,
AE,CR,2003,,,,
AE,CU,2003,,,,
AE,CV,2003,,,,
AE,DJ,2003,,,,
AE,DM,2003,,,,
AE,DO,2003,,,,
AE,DZ,2003,,,,
AE,EC,2003,,,,
AE,EG,2003,,,,
AE,ER,2003,,,,
AE,ET,2003,,,,
AE,FJ,2003,,,,
AE,FM,2003,,,,
AE,GA,2003,,,,
AE,GD,2003,,,,
AE,GE,2003,,,,
AE,GH,2003,,,,
AE,GM,2003,,,,
AE,GN,2003,,,,
AE,GQ,2003,,,,
AE,GT,2003,,,,
AE,GW,2003,,,,
AE,GY,2003,,,,
AE,HN,2003,,,,
AE,HR,2003,,,,
AE,HT,2003,,,,
AE,IN,2003,,,,
AE,IQ,2003,,,,
AE,IR,2003,,,,
AE,JM,2003,,,,
AE,JO,2003,,,,
AE,KE,2003,,,,
AE,KG,2003,,,,
AE,KH,2003,,,,
AE,KI,2003,,,,
AE,KM,2003,,,,
AE,KN,2003,,,,
AE,KP,2003,,,,
AE,KZ,2003,,,,
AE,LA,2003,,,,
AE,LB,2003,,,,
AE,LC,2003,,,,
AE,LK,2003,,,,
AE,LR,2003,,,,
AE,LS,2003,,,,
AE,LY,2003,,,,
AE,MA,2003,,,,
AE,MD,2003,,,,
AE,ME,2003,,,,
AE,MG,2003,,,,
AE,MH,2003,,,,
AE,MK,2003,,,,
AE,ML,2003,,,,
AE,MM,2003,,,,
AE,MN,2003,,,,
AE,MR,2003,,,,
AE,MS,2003,,,,
AE,MT,2003,,,,
AE,MU,2003,,,,
AE,MV,2003,,,,
AE,MW,2003,,,,
AE,MX,2003,,,,
AE,MY,2003,,,,
AE,MZ,2003,,,,
AE,NA,2003,,,,
AE,NE,2003,,,,
AE,NG,2003,,,,
AE,NI,2003,,,,
AE,NP,2003,,,,
AE,NR,2003,,,,
AE,NU,2003,,,,
AE,OM,2003,,,,
AE,PA,2003,,,,
AE,PE,2003,,,,
AE,PG,2003,,,,
AE,PH,2003,,,,
AE,PK,2003,,,,
AE,PS,2003,,,,
AE,PW,2003,,,,
AE,PY,2003,,,,
AE,RS,2003,,,,
AE,RW,2003,,,,
AE,SA,2003,,,,
AE,SB,2003,,,,
AE,SC,2003,,,,
AE,SD,2003,,,,
AE,SH,2003,,,,
AE,SI,2003,,,,
AE,SL,2003,,,,
AE,SN,2003,,,,
AE,SO,2003,,,,
AE,SR,2003,,,,
AE,SS,2003,,,,
AE,ST,2003,,,,
AE,SV,2003,,,,
AE,SY,2003,,,,
AE,SZ,2003,,,,
AE,TC,2003,,,,
AE,TD,2003,,,,
AE,TG,2003,,,,
AE,TH,2003,,,,
AE,TJ,2003,,,,
AE,TK,2003,,,,
AE,TL,2003,,,,
AE,TM,2003,,,,
AE,TN,2003,,,,
AE,TO,2003,,,,
AE,TR,2003,,,,
AE,TT,2003,,,,
AE,TV,2003,,,,
AE,TZ,2003,,,,
AE,UA,2003,,,,
AE,UG,2003,,,,
AE,UY,2003,,,,
AE,UZ,2003,,,,
AE,VC,2003,,,,
AE,VE,2003,,,,
AE,VN,2003,,,,
AE,VU,2003,,,,
AE,WF,2003,,,,
AE,WS,2003,,,,
AE,XK,2003,,,,
AE,YE,2003,,,,
AE,YT,2003,,,,
AE,ZA,2003,,,,
AE,ZM,2003,,,,
AE,ZW,2003,,,,
AE,AF,2004,,,,
AE,AG,2004,,,,
AE,AI,2004,,,,
AE,AL,2004,,,,
AE,AM,2004,,,,
AE,AO,2004,,,,
AE,AR,2004,,,,
AE,AZ,2004,,,,
AE,BA,2004,,,,
AE,BB,2004,,,,
AE,BD,2004,,,,
AE,BF,2004,,,,
AE,BH,2004,,,,
AE,BI,2004,,,,
AE,BJ,2004,,,,
AE,BO,2004,,,,
AE,BR,2004,,,,
AE,BT,2004,,,,
AE,BW,2004,,,,
AE,BY,2004,,,,
AE,BZ,2004,,,,
AE,CD,2004,,,,
AE,CF,2004,,,,
AE,CG,2004,,,,
AE,CI,2004,,,,
AE,CK,2004,,,,
AE,CL,2004,,,,
AE,CM,2004,,,,
AE,CN,2004,,,,
AE,CO,2004,,,,
AE,CR,2004,,,,
AE,CU,2004,,,,
AE,CV,2004,,,,
AE,DJ,2004,,,,
AE,DM,2004,,,,
AE,DO,2004,,,,
AE,DZ,2004,,,,
AE,EC,2004,,,,
AE,EG,2004,,,,
AE,ER,2004,,,,
AE,ET,2004,,,,
AE,FJ,2004,,,,
AE,FM,2004,,,,
AE,GA,2004,,,,
AE,GD,2004,,,,
AE,GE,2004,,,,
AE,GH,2004,,,,
AE,GM,2004,,,,
AE,GN,2004,,,,
AE,GQ,2004,,,,
AE,GT,2004,,,,
AE,GW,2004,,,,
AE,GY,2004,,,,
AE,HN,2004,,,,
AE,HR,2004,,,,
AE,HT,2004,,,,
AE,IN,2004,,,,
AE,IQ,2004,,,,
AE,IR,2004,,,,
AE,JM,2004,,,,
AE,JO,2004,,,,
AE,KE,2004,,,,
AE,KG,2004,,,,
AE,KH,2004,,,,
AE,KI,2004,,,,
AE,KM,2004,,,,
AE,KN,2004,,,,
AE,KP,2004,,,,
AE,KZ,2004,,,,
AE,LA,2004,,,,
AE,LB,2004,,,,
AE,LC,2004,,,,
AE,LK,2004,,,,
AE,LR,2004,,,,
AE,LS,2004,,,,
AE,LY,2004,,,,
AE,MA,2004,,,,
AE,MD,2004,,,,
AE,ME,2004,,,,
AE,MG,2004,,,,
AE,MH,2004,,,,
AE,MK,2004,,,,
AE,ML,2004,,,,
AE,MM,2004,,,,
AE,MN,2004,,,,
AE,MR,2004,,,,
AE,MS,2004,,,,
AE,MT,2004,,,,
AE,MU,2004,,,,
AE,MV,2004,,,,
AE,MW,2004,,,,
AE,MX,2004,,,,
AE,MY,2004,,,,
AE,MZ,2004,,,,
AE,NA,2004,,,,
AE,NE,2004,,,,
AE,NG,2004,,,,
AE,NI,2004,,,,
AE,NP,2004,,,,
AE,NR,2004,,,,
AE,NU,2004,,,,
AE,OM,2004,,,,
AE,PA,2004,,,,
AE,PE,2004,,,,
AE,PG,2004,,,,
AE,PH,2004,,,,
AE,PK,2004,,,,
AE,PS,2004,,,,
AE,PW,2004,,,,
AE,PY,2004,,,,
AE,RS,2004,,,,
AE,RW,2004,,,,
AE,SA,2004,,,,
AE,SB,2004,,,,
AE,SC,2004,,,,
AE,SD,2004,,,,
AE,SH,2004,,,,
AE,SI,2004,,,,
AE,SL,2004,,,,
AE,SN,2004,,,,
AE,SO,2004,,,,
AE,SR,2004,,,,
AE,SS,2004,,,,
AE,ST,2004,,,,
