id,parent,purpose-code,purpose-name,sector,sector-web-id,year,value
afdb,African Development Bank and Fund,21030,Rail transport,Infrastructure,infrastructure,2013,50978.72
afdb,African Development Bank and Fund,21030,Rail transport,Infrastructure,infrastructure,2012,0.00
afdb,African Development Bank and Fund,21040,Water transport,Infrastructure,infrastructure,2014,256248.22
afdb,African Development Bank and Fund,21040,Water transport,Infrastructure,infrastructure,2013,0.00
afdb,African Development Bank and Fund,21040,Water transport,Infrastructure,infrastructure,2012,158445.00
afdb,African Development Bank and Fund,21040,Water transport,Infrastructure,infrastructure,2011,0.00
afdb,African Development Bank and Fund,21050,Air transport,Infrastructure,infrastructure,2013,0.00
afdb,African Development Bank and Fund,21050,Air transport,Infrastructure,infrastructure,2012,120298.00
afdb,African Development Bank and Fund,21050,Air transport,Infrastructure,infrastructure,2011,0.00
afdb,African Development Bank and Fund,22010,Communications policy & administrative management,Infrastructure,infrastructure,2014,298263.45
afdb,African Development Bank and Fund,22010,Communications policy & administrative management,Infrastructure,infrastructure,2013,252960.84
afdb,African Development Bank and Fund,22020,Telecommunications,Infrastructure,infrastructure,2013,16721.09
afdb,African Development Bank and Fund,22020,Telecommunications,Infrastructure,infrastructure,2012,117065.00
afdb,African Development Bank and Fund,22020,Telecommunications,Infrastructure,infrastructure,2011,385872.94
afdb,African Development Bank and Fund,23110,Energy policy and administrative management,Infrastructure,infrastructure,2013,0.00
afdb,African Development Bank and Fund,23110,Energy policy and administrative management,Infrastructure,infrastructure,2012,0.00
afdb,African Development Bank and Fund,23110,Energy policy and administrative management,Infrastructure,infrastructure,2011,0.00
afdb,African Development Bank and Fund,23181,Energy education/training,Infrastructure,infrastructure,2013,0.00
afdb,African Development Bank and Fund,23220,Hydro-electric power plants,Infrastructure,infrastructure,2014,59620.22
afdb,African Development Bank and Fund,23230,Solar energy,Infrastructure,infrastructure,2013,396517.09
afdb,African Development Bank and Fund,23230,Solar energy,Infrastructure,infrastructure,2012,516313.00
afdb,African Development Bank and Fund,23240,Wind energy,Infrastructure,infrastructure,2014,143112.30
afdb,African Development Bank and Fund,23240,Wind energy,Infrastructure,infrastructure,2012,0.00
afdb,African Development Bank and Fund,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2014,0.00
afdb,African Development Bank and Fund,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2013,44277.14
afdb,African Development Bank and Fund,23630,Electric power transmission and distribution,Infrastructure,infrastructure,2012,131928.00
afdb,African Development Bank and Fund,24010,Financial policy & administrative management,Banking & business,banking-and-business,2011,101631.69
afdb,African Development Bank and Fund,24020,Monetary institutions,Banking & business,banking-and-business,2011,132712.91
afdb,African Development Bank and Fund,24030,Formal sector financial intermediaries,Banking & business,banking-and-business,2014,545849.95
afdb,African Development Bank and Fund,24030,Formal sector financial intermediaries,Banking & business,banking-and-business,2013,1422897.31
afdb,African Development Bank and Fund,24030,Formal sector financial intermediaries,Banking & business,banking-and-business,2012,247228.59
afdb,African Development Bank and Fund,24030,Formal sector financial intermediaries,Banking & business,banking-and-business,2011,464688.02
afdb,African Development Bank and Fund,24040,Informal/semi-formal financial intermediaries,Banking & business,banking-and-business,2011,688573.67
afdb,African Development Bank and Fund,25010,Business support services & institutions,Banking & business,banking-and-business,2011,32358.33
afdb,African Development Bank and Fund,31110,Agricultural policy & administrative management,Agriculture & food security,agriculture-and-food-security,2014,509356.52
afdb,African Development Bank and Fund,31110,Agricultural policy & administrative management,Agriculture & food security,agriculture-and-food-security,2012,241778.00
afdb,African Development Bank and Fund,31110,Agricultural policy & administrative management,Agriculture & food security,agriculture-and-food-security,2011,419196.11
afdb,African Development Bank and Fund,31120,Agricultural development,Agriculture & food security,agriculture-and-food-security,2013,276394.74
afdb,African Development Bank and Fund,31120,Agricultural development,Agriculture & food security,agriculture-and-food-security,2011,983269.67
afdb,African Development Bank and Fund,31140,Agricultural water resources,Agriculture & food security,agriculture-and-food-security,2011,128309.93
afdb,African Development Bank and Fund,31140,Agricultural water resources,Agriculture & food security,agriculture-and-food-security,2014,1437011.27
afdb,African Development Bank and Fund,31140,Agricultural water resources,Agriculture & food security,agriculture-and-food-security,2013,170363.06
afdb,African Development Bank and Fund,31140,Agricultural water resources,Agriculture & food security,agriculture-and-food-security,2012,669987.20
afdb,African Development Bank and Fund,31161,Food crop production,Agriculture & food security,agriculture-and-food-security,2014,277666.03
afdb,African Development Bank and Fund,31161,Food crop production,Agriculture & food security,agriculture-and-food-security,2013,139778.19
afdb,African Development Bank and Fund,31161,Food crop production,Agriculture & food security,agriculture-and-food-security,2012,272871.00
afdb,African Development Bank and Fund,31182,Agricultural research,Agriculture & food security,agriculture-and-food-security,2014,173244.59
afdb,African Development Bank and Fund,31182,Agricultural research,Agriculture & food security,agriculture-and-food-security,2013,0.00
afdb,African Development Bank and Fund,31193,Agricultural financial services,Agriculture & food security,agriculture-and-food-security,2011,154344.68
afdb,African Development Bank and Fund,31320,Fishery development,Agriculture & food security,agriculture-and-food-security,2012,190391.00
afdb,African Development Bank and Fund,32110,Industrial policy & admin. mgmt,Industry & trade,industry-and-trade,2014,55908.93
afdb,African Development Bank and Fund,32110,Industrial policy & admin. mgmt,Industry & trade,industry-and-trade,2013,9431.91
afdb,African Development Bank and Fund,32110,Industrial policy & admin. mgmt,Industry & trade,industry-and-trade,2012,0.00
afdb,African Development Bank and Fund,32130,Small and medium-sized enterprises (SME) development,Industry & trade,industry-and-trade,2014,22894.44
afdb,African Development Bank and Fund,32130,Small and medium-sized enterprises (SME) development,Industry & trade,industry-and-trade,2013,217513.91
afdb,African Development Bank and Fund,32130,Small and medium-sized enterprises (SME) development,Industry & trade,industry-and-trade,2012,124409.70
afdb,African Development Bank and Fund,32210,Mineral/mining policy & admin. mgmt,Industry & trade,industry-and-trade,2011,84715.17
afdb,African Development Bank and Fund,33120,Trade facilitation,Industry & trade,industry-and-trade,2014,267378.91
afdb,African Development Bank and Fund,33120,Trade facilitation,Industry & trade,industry-and-trade,2013,0.00
afdb,African Development Bank and Fund,41010,Environmental policy and admin. mgmt,Environment,environment,2013,66446.29
afdb,African Development Bank and Fund,41010,Environmental policy and admin. mgmt,Environment,environment,2012,58905.10
afdb,African Development Bank and Fund,41010,Environmental policy and admin. mgmt,Environment,environment,2011,46698.16
afdb,African Development Bank and Fund,41030,Bio-diversity,Environment,environment,2014,0.00
afdb,African Development Bank and Fund,43010,Multisector aid,Other,other,2014,1859240.89
afdb,African Development Bank and Fund,43010,Multisector aid,Other,other,2013,784170.85
afdb,African Development Bank and Fund,43010,Multisector aid,Other,other,2012,718958.90
afdb,African Development Bank and Fund,43010,Multisector aid,Other,other,2011,345857.54
afdb,African Development Bank and Fund,43030,Urban development and management,Other,other,2013,0.00
afdb,African Development Bank and Fund,60020,Debt forgiveness,Debt relief,debt-relief,2014,123105264.46
afdb,African Development Bank and Fund,60020,Debt forgiveness,Debt relief,debt-relief,2013,133023429.83
afdb,African Development Bank and Fund,60020,Debt forgiveness,Debt relief,debt-relief,2012,105668846.00
afdb,African Development Bank and Fund,60020,Debt forgiveness,Debt relief,debt-relief,2011,111880264.30
afdb,African Development Bank and Fund,60020,Debt forgiveness,Debt relief,debt-relief,2010,107574224.34
afdb,African Development Bank and Fund,60020,Debt forgiveness,Debt relief,debt-relief,2009,175300728.40
afdb,African Development Bank and Fund,60020,Debt forgiveness,Debt relief,debt-relief,2008,179722917.31
afdb,African Development Bank and Fund,60020,Debt forgiveness,Debt relief,debt-relief,2007,187808153.43
afdb,African Development Bank and Fund,60020,Debt forgiveness,Debt relief,debt-relief,2006,209660567.77
afdb,African Development Bank and Fund,60020,Debt forgiveness,Debt relief,debt-relief,2005,195028030.93
afdb,African Development Bank and Fund,60020,Debt forgiveness,Debt relief,debt-relief,2004,181164673.65
afdb,African Development Bank and Fund,60020,Debt forgiveness,Debt relief,debt-relief,2003,111975392.04
afdb,African Development Bank and Fund,60020,Debt forgiveness,Debt relief,debt-relief,2002,148341529.29
afdb,African Development Bank and Fund,60030,Relief of multilateral debt,Debt relief,debt-relief,2010,24717279.19
afdb,African Development Bank and Fund,60040,Rescheduling and refinancing,Debt relief,debt-relief,2007,0.00
afdb,African Development Bank and Fund,72010,Material relief assistance and services ,Humanitarian,humanitarian,2011,0.00
afdb,African Development Bank and Fund,72050,Relief co-ordination; protection and support services,Humanitarian,humanitarian,2013,0.00
afdb,African Development Bank and Fund,72050,Relief co-ordination; protection and support services,Humanitarian,humanitarian,2012,0.00
afdb,African Development Bank and Fund,73010,Reconstruction relief and rehabilitation,Humanitarian,humanitarian,2011,0.00
afdf,African Development Bank and Fund,11110,Education policy & administrative management,Education,education,2014,7987666.19
afdf,African Development Bank and Fund,11110,Education policy & administrative management,Education,education,2013,24883818.51
afdf,African Development Bank and Fund,11110,Education policy & administrative management,Education,education,2012,45453905.00
afdf,African Development Bank and Fund,11110,Education policy & administrative management,Education,education,2011,92236358.38
afdf,African Development Bank and Fund,11110,Education policy & administrative management,Education,education,2010,124740036.99
afdf,African Development Bank and Fund,11110,Education policy & administrative management,Education,education,2009,80223804.05
afdf,African Development Bank and Fund,11110,Education policy & administrative management,Education,education,2008,54311136.35
afdf,African Development Bank and Fund,11110,Education policy & administrative management,Education,education,2007,51165496.03
afdf,African Development Bank and Fund,11110,Education policy & administrative management,Education,education,2006,58394019.82
afdf,African Development Bank and Fund,11110,Education policy & administrative management,Education,education,2005,56877122.01
afdf,African Development Bank and Fund,11110,Education policy & administrative management,Education,education,2004,73238923.98
afdf,African Development Bank and Fund,11110,Education policy & administrative management,Education,education,2003,46073593.23
afdf,African Development Bank and Fund,11110,Education policy & administrative management,Education,education,2002,73052057.81
afdf,African Development Bank and Fund,11120,Education facilities and training,Education,education,2008,5389423.65
afdf,African Development Bank and Fund,11120,Education facilities and training,Education,education,2007,10285780.50
afdf,African Development Bank and Fund,11120,Education facilities and training,Education,education,2006,5110117.91
afdf,African Development Bank and Fund,11120,Education facilities and training,Education,education,2005,1871368.83
afdf,African Development Bank and Fund,11120,Education facilities and training,Education,education,2004,2603598.36
afdf,African Development Bank and Fund,11120,Education facilities and training,Education,education,2003,510162.17
afdf,African Development Bank and Fund,11120,Education facilities and training,Education,education,2002,1089878.25
afdf,African Development Bank and Fund,11130,Teacher training,Education,education,2014,0.00
afdf,African Development Bank and Fund,11130,Teacher training,Education,education,2013,0.00
afdf,African Development Bank and Fund,11130,Teacher training,Education,education,2002,811222.29
afdf,African Development Bank and Fund,11182,Educational research,Education,education,2013,0.00
afdf,African Development Bank and Fund,11220,Primary education,Education,education,2014,0.00
afdf,African Development Bank and Fund,11220,Primary education,Education,education,2013,0.00
afdf,African Development Bank and Fund,11220,Primary education,Education,education,2012,0.00
afdf,African Development Bank and Fund,11220,Primary education,Education,education,2009,9972843.77
afdf,African Development Bank and Fund,11220,Primary education,Education,education,2008,15042387.17
afdf,African Development Bank and Fund,11220,Primary education,Education,education,2007,13272917.43
afdf,African Development Bank and Fund,11220,Primary education,Education,education,2006,4215637.18
afdf,African Development Bank and Fund,11220,Primary education,Education,education,2005,7445317.67
afdf,African Development Bank and Fund,11220,Primary education,Education,education,2004,8860954.33
afdf,African Development Bank and Fund,11220,Primary education,Education,education,2003,6230951.64
afdf,African Development Bank and Fund,11220,Primary education,Education,education,2002,15088053.71
afdf,African Development Bank and Fund,11230,Basic life skills for youth & adults,Education,education,2013,0.00
afdf,African Development Bank and Fund,11230,Basic life skills for youth & adults,Education,education,2012,0.00
afdf,African Development Bank and Fund,11230,Basic life skills for youth & adults,Education,education,2009,6232251.81
afdf,African Development Bank and Fund,11230,Basic life skills for youth & adults,Education,education,2003,38996.94
afdf,African Development Bank and Fund,11230,Basic life skills for youth & adults,Education,education,2002,323221.19
afdf,African Development Bank and Fund,11320,Secondary education,Education,education,2014,16853143.85
afdf,African Development Bank and Fund,11320,Secondary education,Education,education,2013,24195267.51
afdf,African Development Bank and Fund,11320,Secondary education,Education,education,2012,22354882.60
afdf,African Development Bank and Fund,11320,Secondary education,Education,education,2009,8738843.91
afdf,African Development Bank and Fund,11320,Secondary education,Education,education,2008,33591399.16
afdf,African Development Bank and Fund,11320,Secondary education,Education,education,2007,5123963.67
afdf,African Development Bank and Fund,11320,Secondary education,Education,education,2006,433237.50
afdf,African Development Bank and Fund,11320,Secondary education,Education,education,2005,132584.43
afdf,African Development Bank and Fund,11320,Secondary education,Education,education,2004,112708.45
afdf,African Development Bank and Fund,11330,Vocational training,Education,education,2014,19769371.21
afdf,African Development Bank and Fund,11330,Vocational training,Education,education,2013,28118044.61
afdf,African Development Bank and Fund,11330,Vocational training,Education,education,2012,18463342.00
afdf,African Development Bank and Fund,11330,Vocational training,Education,education,2009,6512523.18
afdf,African Development Bank and Fund,11330,Vocational training,Education,education,2008,11507964.99
afdf,African Development Bank and Fund,11330,Vocational training,Education,education,2007,6401055.06
afdf,African Development Bank and Fund,11330,Vocational training,Education,education,2006,3609226.09
afdf,African Development Bank and Fund,11330,Vocational training,Education,education,2005,1378520.55
afdf,African Development Bank and Fund,11330,Vocational training,Education,education,2004,3594856.66
afdf,African Development Bank and Fund,11330,Vocational training,Education,education,2003,1759335.47
afdf,African Development Bank and Fund,11330,Vocational training,Education,education,2002,2376274.04
afdf,African Development Bank and Fund,11420,Higher education,Education,education,2014,24026459.69
afdf,African Development Bank and Fund,11420,Higher education,Education,education,2012,17173571.40
afdf,African Development Bank and Fund,11420,Higher education,Education,education,2009,2247757.63
afdf,African Development Bank and Fund,11420,Higher education,Education,education,2008,1755944.34
afdf,African Development Bank and Fund,11420,Higher education,Education,education,2007,1415716.98
afdf,African Development Bank and Fund,11420,Higher education,Education,education,2006,1354182.74
afdf,African Development Bank and Fund,11420,Higher education,Education,education,2005,152618.72
afdf,African Development Bank and Fund,11420,Higher education,Education,education,2004,1818754.67
afdf,African Development Bank and Fund,11420,Higher education,Education,education,2003,733018.77
afdf,African Development Bank and Fund,11420,Higher education,Education,education,2013,16992022.87
afdf,African Development Bank and Fund,11430,Advanced technical & managerial training,Education,education,2009,232486.27
afdf,African Development Bank and Fund,11430,Advanced technical & managerial training,Education,education,2003,170145.89
afdf,African Development Bank and Fund,12110,Health policy & administrative management,Health,health,2011,87714334.90
afdf,African Development Bank and Fund,12110,Health policy & administrative management,Health,health,2010,79824302.19
afdf,African Development Bank and Fund,12110,Health policy & administrative management,Health,health,2009,75242453.23
afdf,African Development Bank and Fund,12110,Health policy & administrative management,Health,health,2008,84849653.31
afdf,African Development Bank and Fund,12110,Health policy & administrative management,Health,health,2007,72218121.88
afdf,African Development Bank and Fund,12110,Health policy & administrative management,Health,health,2006,74440767.20
afdf,African Development Bank and Fund,12110,Health policy & administrative management,Health,health,2005,64062575.80
afdf,African Development Bank and Fund,12110,Health policy & administrative management,Health,health,2004,66351509.15
afdf,African Development Bank and Fund,12110,Health policy & administrative management,Health,health,2003,37967250.31
afdf,African Development Bank and Fund,12110,Health policy & administrative management,Health,health,2002,74137491.12
afdf,African Development Bank and Fund,12110,Health policy & administrative management,Health,health,2014,36046777.55
afdf,African Development Bank and Fund,12110,Health policy & administrative management,Health,health,2013,22268557.55
afdf,African Development Bank and Fund,12110,Health policy & administrative management,Health,health,2012,56154691.00
afdf,African Development Bank and Fund,12181,Medical education/training,Health,health,2003,27913.16
afdf,African Development Bank and Fund,12181,Medical education/training,Health,health,2002,211015.53
afdf,African Development Bank and Fund,12182,Medical research,Health,health,2003,513008.08
afdf,African Development Bank and Fund,12182,Medical research,Health,health,2002,611911.34
afdf,African Development Bank and Fund,12191,Medical services,Health,health,2013,0.00
afdf,African Development Bank and Fund,12191,Medical services,Health,health,2012,0.00
afdf,African Development Bank and Fund,12191,Medical services,Health,health,2009,8941049.46
afdf,African Development Bank and Fund,12191,Medical services,Health,health,2004,432035.85
afdf,African Development Bank and Fund,12191,Medical services,Health,health,2003,574807.53
afdf,African Development Bank and Fund,12191,Medical services,Health,health,2002,1026382.66
afdf,African Development Bank and Fund,12220,Basic health care,Health,health,2014,0.00
afdf,African Development Bank and Fund,12220,Basic health care,Health,health,2013,0.00
afdf,African Development Bank and Fund,12220,Basic health care,Health,health,2012,0.00
afdf,African Development Bank and Fund,12220,Basic health care,Health,health,2008,4709731.70
afdf,African Development Bank and Fund,12220,Basic health care,Health,health,2007,1391574.05
afdf,African Development Bank and Fund,12220,Basic health care,Health,health,2006,41290.18
afdf,African Development Bank and Fund,12220,Basic health care,Health,health,2005,51462.53
afdf,African Development Bank and Fund,12220,Basic health care,Health,health,2004,16457214.67
afdf,African Development Bank and Fund,12220,Basic health care,Health,health,2003,1260964.28
afdf,African Development Bank and Fund,12220,Basic health care,Health,health,2002,7533333.06
afdf,African Development Bank and Fund,12230,Basic health infrastructure,Health,health,2014,0.00
afdf,African Development Bank and Fund,12230,Basic health infrastructure,Health,health,2013,1516721.11
afdf,African Development Bank and Fund,12230,Basic health infrastructure,Health,health,2012,348763.00
afdf,African Development Bank and Fund,12240,Basic nutrition,Health,health,2006,0.00
afdf,African Development Bank and Fund,12250,Infectious disease control,Health,health,2014,85247398.66
afdf,African Development Bank and Fund,12250,Infectious disease control,Health,health,2013,5476105.60
afdf,African Development Bank and Fund,12250,Infectious disease control,Health,health,2012,3134334.61
afdf,African Development Bank and Fund,12250,Infectious disease control,Health,health,2009,5839671.81
afdf,African Development Bank and Fund,12250,Infectious disease control,Health,health,2008,7808490.92
afdf,African Development Bank and Fund,12250,Infectious disease control,Health,health,2007,4100783.61
afdf,African Development Bank and Fund,12250,Infectious disease control,Health,health,2006,3690405.32
afdf,African Development Bank and Fund,12250,Infectious disease control,Health,health,2005,880688.40
afdf,African Development Bank and Fund,12250,Infectious disease control,Health,health,2004,903578.10
afdf,African Development Bank and Fund,12250,Infectious disease control,Health,health,2003,926435.51
afdf,African Development Bank and Fund,12250,Infectious disease control,Health,health,2002,3879912.26
afdf,African Development Bank and Fund,12262,Malaria control,Health,health,2003,635134.60
afdf,African Development Bank and Fund,12281,Health personnel development,Health,health,2013,0.00
afdf,African Development Bank and Fund,12281,Health personnel development,Health,health,2012,0.00
afdf,African Development Bank and Fund,13010,Population policy and administrative management,Health,health,2008,1052755.40
afdf,African Development Bank and Fund,13010,Population policy and administrative management,Health,health,2007,948744.41
afdf,African Development Bank and Fund,13010,Population policy and administrative management,Health,health,2006,1759286.70
afdf,African Development Bank and Fund,13010,Population policy and administrative management,Health,health,2002,233615.41
afdf,African Development Bank and Fund,13020,Reproductive health care,Health,health,2014,6349911.17
afdf,African Development Bank and Fund,13020,Reproductive health care,Health,health,2013,11765567.35
afdf,African Development Bank and Fund,13020,Reproductive health care,Health,health,2012,9104260.00
afdf,African Development Bank and Fund,13020,Reproductive health care,Health,health,2009,792982.04
afdf,African Development Bank and Fund,13020,Reproductive health care,Health,health,2008,2657469.29
afdf,African Development Bank and Fund,13020,Reproductive health care,Health,health,2007,740278.19
afdf,African Development Bank and Fund,13020,Reproductive health care,Health,health,2006,0.00
afdf,African Development Bank and Fund,13030,Family planning,Health,health,2009,13386964.22
afdf,African Development Bank and Fund,13040,Std control including hiv/aids,Health,health,2012,2234640.00
afdf,African Development Bank and Fund,13040,Std control including hiv/aids,Health,health,2009,5169114.65
afdf,African Development Bank and Fund,13040,Std control including hiv/aids,Health,health,2008,12361687.21
afdf,African Development Bank and Fund,13040,Std control including hiv/aids,Health,health,2007,5555760.38
afdf,African Development Bank and Fund,13040,Std control including hiv/aids,Health,health,2006,9733843.03
afdf,African Development Bank and Fund,13040,Std control including hiv/aids,Health,health,2005,3735995.02
afdf,African Development Bank and Fund,13040,Std control including hiv/aids,Health,health,2004,1249673.77
afdf,African Development Bank and Fund,13040,Std control including hiv/aids,Health,health,2003,924973.67
afdf,African Development Bank and Fund,13040,Std control including hiv/aids,Health,health,2002,892334.89
afdf,African Development Bank and Fund,14010,Water resources policy/administrative management,Water & sanitation,water-and-sanitation,2014,245055526.27
afdf,African Development Bank and Fund,14010,Water resources policy/administrative management,Water & sanitation,water-and-sanitation,2013,15514414.60
afdf,African Development Bank and Fund,14010,Water resources policy/administrative management,Water & sanitation,water-and-sanitation,2012,50240573.30
afdf,African Development Bank and Fund,14010,Water resources policy/administrative management,Water & sanitation,water-and-sanitation,2011,1171593.03
afdf,African Development Bank and Fund,14010,Water resources policy/administrative management,Water & sanitation,water-and-sanitation,2010,606679.19
afdf,African Development Bank and Fund,14010,Water resources policy/administrative management,Water & sanitation,water-and-sanitation,2009,17753696.00
afdf,African Development Bank and Fund,14010,Water resources policy/administrative management,Water & sanitation,water-and-sanitation,2008,35723177.37
afdf,African Development Bank and Fund,14010,Water resources policy/administrative management,Water & sanitation,water-and-sanitation,2007,35237257.11
