id,aid-type,year,value
all-donors-total,out-debt-relief,1964,0.00
all-donors-total,out-debt-relief,1965,0.00
all-donors-total,out-debt-relief,1966,0.00
all-donors-total,out-debt-relief,1967,0.00
all-donors-total,out-debt-relief,1968,0.00
all-donors-total,out-debt-relief,1969,0.00
all-donors-total,out-debt-relief,1970,0.00
all-donors-total,out-debt-relief,1971,0.00
all-donors-total,out-debt-relief,1972,0.00
all-donors-total,out-debt-relief,1973,0.00
all-donors-total,out-debt-relief,1974,0.00
all-donors-total,out-debt-relief,1975,0.00
all-donors-total,out-debt-relief,1976,0.00
all-donors-total,out-debt-relief,1977,0.00
all-donors-total,out-debt-relief,1978,0.00
all-donors-total,out-debt-relief,1979,0.00
all-donors-total,out-debt-relief,1980,0.00
all-donors-total,out-debt-relief,1981,0.00
all-donors-total,out-debt-relief,1982,0.00
all-donors-total,out-debt-relief,1983,0.00
all-donors-total,out-debt-relief,1984,0.00
all-donors-total,out-debt-relief,1985,0.00
all-donors-total,out-debt-relief,1986,0.00
all-donors-total,out-debt-relief,1987,0.00
all-donors-total,out-debt-relief,1988,0.00
all-donors-total,out-debt-relief,1989,0.00
all-donors-total,out-debt-relief,1990,0.00
all-donors-total,out-debt-relief,1991,0.00
all-donors-total,out-debt-relief,1992,0.00
all-donors-total,out-debt-relief,1993,0.00
all-donors-total,out-debt-relief,1994,0.00
all-donors-total,out-debt-relief,1995,0.00
all-donors-total,out-debt-relief,1996,0.00
all-donors-total,out-debt-relief,1997,0.00
all-donors-total,out-debt-relief,1998,0.00
all-donors-total,out-debt-relief,1999,0.00
all-donors-total,out-debt-relief,2000,0.00
all-donors-total,out-debt-relief,2001,0.00
all-donors-total,out-debt-relief,2002,0.00
all-donors-total,out-debt-relief,2003,0.00
all-donors-total,out-debt-relief,2004,0.00
all-donors-total,out-debt-relief,2005,0.00
all-donors-total,out-debt-relief,2006,0.00
all-donors-total,out-debt-relief,2007,0.00
all-donors-total,out-debt-relief,2008,0.00
all-donors-total,out-debt-relief,2009,0.00
all-donors-total,out-debt-relief,2010,0.00
all-donors-total,out-debt-relief,2011,0.00
all-donors-total,out-debt-relief,2012,0.00
all-donors-total,out-debt-relief,2013,0.00
all-donors-total,out-debt-relief,2014,0.00
all-donors-total,out-debt-relief,2015,0.00
all-donors-total,out-oda-net-excl-debt-relief,1960,0
all-donors-total,out-oda-net-excl-debt-relief,1961,0
all-donors-total,out-oda-net-excl-debt-relief,1962,0
all-donors-total,out-oda-net-excl-debt-relief,1963,0
all-donors-total,out-oda-net-excl-debt-relief,1964,0
all-donors-total,out-oda-net-excl-debt-relief,1965,0
all-donors-total,out-oda-net-excl-debt-relief,1966,0
all-donors-total,out-oda-net-excl-debt-relief,1967,0
all-donors-total,out-oda-net-excl-debt-relief,1968,0
all-donors-total,out-oda-net-excl-debt-relief,1969,0
all-donors-total,out-oda-net-excl-debt-relief,1970,0
all-donors-total,out-oda-net-excl-debt-relief,1971,0
all-donors-total,out-oda-net-excl-debt-relief,1972,0
all-donors-total,out-oda-net-excl-debt-relief,1973,0
all-donors-total,out-oda-net-excl-debt-relief,1974,0
all-donors-total,out-oda-net-excl-debt-relief,1975,0
all-donors-total,out-oda-net-excl-debt-relief,1976,0
all-donors-total,out-oda-net-excl-debt-relief,1977,0
all-donors-total,out-oda-net-excl-debt-relief,1978,0
all-donors-total,out-oda-net-excl-debt-relief,1979,0
all-donors-total,out-oda-net-excl-debt-relief,1980,0
all-donors-total,out-oda-net-excl-debt-relief,1981,0
all-donors-total,out-oda-net-excl-debt-relief,1982,0
all-donors-total,out-oda-net-excl-debt-relief,1983,0
all-donors-total,out-oda-net-excl-debt-relief,1984,0
all-donors-total,out-oda-net-excl-debt-relief,1985,0
all-donors-total,out-oda-net-excl-debt-relief,1986,0
all-donors-total,out-oda-net-excl-debt-relief,1987,0
all-donors-total,out-oda-net-excl-debt-relief,1988,0
all-donors-total,out-oda-net-excl-debt-relief,1989,0
all-donors-total,out-oda-net-excl-debt-relief,1990,0
all-donors-total,out-oda-net-excl-debt-relief,1991,0
all-donors-total,out-oda-net-excl-debt-relief,1992,0
all-donors-total,out-oda-net-excl-debt-relief,1993,0
all-donors-total,out-oda-net-excl-debt-relief,1994,0
all-donors-total,out-oda-net-excl-debt-relief,1995,0
all-donors-total,out-oda-net-excl-debt-relief,1996,0
all-donors-total,out-oda-net-excl-debt-relief,1997,0
all-donors-total,out-oda-net-excl-debt-relief,1998,0
all-donors-total,out-oda-net-excl-debt-relief,1999,0
all-donors-total,out-oda-net-excl-debt-relief,2000,0
all-donors-total,out-oda-net-excl-debt-relief,2001,0
all-donors-total,out-oda-net-excl-debt-relief,2002,0
all-donors-total,out-oda-net-excl-debt-relief,2003,0
all-donors-total,out-oda-net-excl-debt-relief,2004,0
all-donors-total,out-oda-net-excl-debt-relief,2005,0
all-donors-total,out-oda-net-excl-debt-relief,2006,0
all-donors-total,out-oda-net-excl-debt-relief,2007,0
all-donors-total,out-oda-net-excl-debt-relief,2008,0
all-donors-total,out-oda-net-excl-debt-relief,2009,0
all-donors-total,out-oda-net-excl-debt-relief,2010,0
all-donors-total,out-oda-net-excl-debt-relief,2011,0
all-donors-total,out-oda-net-excl-debt-relief,2012,0
all-donors-total,out-oda-net-excl-debt-relief,2013,0
all-donors-total,out-oda-net-excl-debt-relief,2014,0
all-donors-total,out-oda-net-excl-debt-relief,2015,0
AT,out-debt-relief,1969,12358639.36
AT,out-debt-relief,1970,12152137.68
AT,out-debt-relief,1971,14502125.45
AT,out-debt-relief,1972,8075121.78
AT,out-debt-relief,1974,6901735.78
AT,out-debt-relief,1975,12083515.21
AT,out-debt-relief,1976,11475219.69
AT,out-debt-relief,1977,9286118.88
AT,out-debt-relief,1982,297882.19
AT,out-debt-relief,1983,275738.70
AT,out-debt-relief,1984,263406.19
AT,out-debt-relief,1985,264394.47
AT,out-debt-relief,1986,231761.55
AT,out-debt-relief,1987,221239.30
AT,out-debt-relief,1988,212744.42
AT,out-debt-relief,1990,4732515.42
AT,out-debt-relief,1991,5901795.81
AT,out-debt-relief,1992,33381025.02
AT,out-debt-relief,1993,26117366.86
AT,out-debt-relief,1994,31259021.20
AT,out-debt-relief,1995,42247215.12
AT,out-debt-relief,1996,48376250.38
AT,out-debt-relief,1997,46842742.53
AT,out-debt-relief,1998,60642470.06
AT,out-debt-relief,1999,57185063.80
AT,out-debt-relief,2000,86772767.19
AT,out-debt-relief,2001,383298436.79
AT,out-debt-relief,2002,245218734.85
AT,out-debt-relief,2003,47094211.00
AT,out-debt-relief,2004,100986537.80
AT,out-debt-relief,2005,957303254.35
AT,out-debt-relief,2006,779020817.95
AT,out-debt-relief,2007,853576747.04
AT,out-debt-relief,2008,631351413.84
AT,out-debt-relief,2009,51400724.02
AT,out-debt-relief,2010,141214262.33
AT,out-debt-relief,2011,36823596.39
AT,out-debt-relief,2012,95497139.90
AT,out-debt-relief,2013,38643038.59
AT,out-debt-relief,2014,92311443.06
AT,out-debt-relief,2015,620000.00
AT,out-oda-net-excl-debt-relief,1960,1281571
AT,out-oda-net-excl-debt-relief,1961,35409619
AT,out-oda-net-excl-debt-relief,1962,26941059
AT,out-oda-net-excl-debt-relief,1963,47533941
AT,out-oda-net-excl-debt-relief,1964,72379331
AT,out-oda-net-excl-debt-relief,1965,113038752
AT,out-oda-net-excl-debt-relief,1966,126194892
AT,out-oda-net-excl-debt-relief,1967,146555925
AT,out-oda-net-excl-debt-relief,1968,154853297
AT,out-oda-net-excl-debt-relief,1969,118406670
AT,out-oda-net-excl-debt-relief,1970,79290544
AT,out-oda-net-excl-debt-relief,1971,81243090
AT,out-oda-net-excl-debt-relief,1972,111571266
AT,out-oda-net-excl-debt-relief,1973,212479602
AT,out-oda-net-excl-debt-relief,1974,267741337
AT,out-oda-net-excl-debt-relief,1975,306881008
AT,out-oda-net-excl-debt-relief,1976,184271593
AT,out-oda-net-excl-debt-relief,1977,363259213
AT,out-oda-net-excl-debt-relief,1978,440039611
AT,out-oda-net-excl-debt-relief,1979,330984724
AT,out-oda-net-excl-debt-relief,1980,410749383
AT,out-oda-net-excl-debt-relief,1981,585344998
AT,out-oda-net-excl-debt-relief,1982,637522043
AT,out-oda-net-excl-debt-relief,1983,434343597
AT,out-oda-net-excl-debt-relief,1984,529739118
AT,out-oda-net-excl-debt-relief,1985,729669989
AT,out-oda-net-excl-debt-relief,1986,416222679
AT,out-oda-net-excl-debt-relief,1987,341950873
AT,out-oda-net-excl-debt-relief,1988,493010648
AT,out-oda-net-excl-debt-relief,1989,481587952
AT,out-oda-net-excl-debt-relief,1990,234110290
AT,out-oda-net-excl-debt-relief,1991,408463429
AT,out-oda-net-excl-debt-relief,1992,228358015
AT,out-oda-net-excl-debt-relief,1993,245975949
AT,out-oda-net-excl-debt-relief,1994,377891332
AT,out-oda-net-excl-debt-relief,1995,637435277
AT,out-oda-net-excl-debt-relief,1996,551430037
AT,out-oda-net-excl-debt-relief,1997,595813192
AT,out-oda-net-excl-debt-relief,1998,542040489
AT,out-oda-net-excl-debt-relief,1999,614852059
AT,out-oda-net-excl-debt-relief,2000,598095043
AT,out-oda-net-excl-debt-relief,2001,612484761
AT,out-oda-net-excl-debt-relief,2002,522386592
AT,out-oda-net-excl-debt-relief,2003,567174932
AT,out-oda-net-excl-debt-relief,2004,635469635
AT,out-oda-net-excl-debt-relief,2005,709043698
AT,out-oda-net-excl-debt-relief,2006,763792738
AT,out-oda-net-excl-debt-relief,2007,816146783
AT,out-oda-net-excl-debt-relief,2008,843853759
AT,out-oda-net-excl-debt-relief,2009,947209429
AT,out-oda-net-excl-debt-relief,2010,958876886
AT,out-oda-net-excl-debt-relief,2011,908973499
AT,out-oda-net-excl-debt-relief,2012,902857426
AT,out-oda-net-excl-debt-relief,2013,969820612
AT,out-oda-net-excl-debt-relief,2014,954252270
AT,out-oda-net-excl-debt-relief,2015,1322890000
AU,out-debt-relief,1979,562948.01
AU,out-debt-relief,1992,7601938.56
AU,out-debt-relief,1993,9007136.53
AU,out-debt-relief,1994,7651527.29
AU,out-debt-relief,1995,8874559.55
AU,out-debt-relief,1996,10990240.18
AU,out-debt-relief,1997,0.00
AU,out-debt-relief,1998,24669401.30
AU,out-debt-relief,1999,8143105.64
AU,out-debt-relief,2000,16690921.46
AU,out-debt-relief,2001,19256065.99
AU,out-debt-relief,2002,8976869.74
AU,out-debt-relief,2003,11122233.71
AU,out-debt-relief,2004,16793895.12
AU,out-debt-relief,2005,25509601.93
AU,out-debt-relief,2006,340119727.72
AU,out-debt-relief,2007,308626869.05
AU,out-debt-relief,2008,258326739.33
AU,out-debt-relief,2009,3147447.06
AU,out-debt-relief,2010,6498364.85
AU,out-debt-relief,2011,9322022.56
AU,out-debt-relief,2012,6138532.62
AU,out-debt-relief,2015,7810000.00
AU,out-oda-net-excl-debt-relief,1960,576267840
AU,out-oda-net-excl-debt-relief,1961,673510328
AU,out-oda-net-excl-debt-relief,1962,700294717
AU,out-oda-net-excl-debt-relief,1963,883484783
AU,out-oda-net-excl-debt-relief,1964,901522264
AU,out-oda-net-excl-debt-relief,1965,1038524709
AU,out-oda-net-excl-debt-relief,1966,1120259586
AU,out-oda-net-excl-debt-relief,1967,1312426028
AU,out-oda-net-excl-debt-relief,1968,1260092666
AU,out-oda-net-excl-debt-relief,1969,1401432874
AU,out-oda-net-excl-debt-relief,1970,1527323417
AU,out-oda-net-excl-debt-relief,1971,1434670374
AU,out-oda-net-excl-debt-relief,1972,1654282924
AU,out-oda-net-excl-debt-relief,1973,1310476577
AU,out-oda-net-excl-debt-relief,1974,1583826241
AU,out-oda-net-excl-debt-relief,1975,1941611807
AU,out-oda-net-excl-debt-relief,1976,1263391831
AU,out-oda-net-excl-debt-relief,1977,1345495839
AU,out-oda-net-excl-debt-relief,1978,1775832550
AU,out-oda-net-excl-debt-relief,1979,1769007837
AU,out-oda-net-excl-debt-relief,1980,1680663186
AU,out-oda-net-excl-debt-relief,1981,1475677998
AU,out-oda-net-excl-debt-relief,1982,2027858868
AU,out-oda-net-excl-debt-relief,1983,1792514845
AU,out-oda-net-excl-debt-relief,1984,1793899271
AU,out-oda-net-excl-debt-relief,1985,2054451404
AU,out-oda-net-excl-debt-relief,1986,2023833636
AU,out-oda-net-excl-debt-relief,1987,1507590286
AU,out-oda-net-excl-debt-relief,1988,2190671709
AU,out-oda-net-excl-debt-relief,1989,1854813471
AU,out-oda-net-excl-debt-relief,1990,1677932677
AU,out-oda-net-excl-debt-relief,1991,1811156249
AU,out-oda-net-excl-debt-relief,1992,1833790783
AU,out-oda-net-excl-debt-relief,1993,1841842949
AU,out-oda-net-excl-debt-relief,1994,1934341688
AU,out-oda-net-excl-debt-relief,1995,2033368495
AU,out-oda-net-excl-debt-relief,1996,1692861743
AU,out-oda-net-excl-debt-relief,1997,1746196602
AU,out-oda-net-excl-debt-relief,1998,1840822955
AU,out-oda-net-excl-debt-relief,1999,1821540058
AU,out-oda-net-excl-debt-relief,2000,1954155515
AU,out-oda-net-excl-debt-relief,2001,1864859324
AU,out-oda-net-excl-debt-relief,2002,1963420950
AU,out-oda-net-excl-debt-relief,2003,1961738610
AU,out-oda-net-excl-debt-relief,2004,1994795119
AU,out-oda-net-excl-debt-relief,2005,2115360168
AU,out-oda-net-excl-debt-relief,2006,2265787490
AU,out-oda-net-excl-debt-relief,2007,2514839731
AU,out-oda-net-excl-debt-relief,2008,2721428321
AU,out-oda-net-excl-debt-relief,2009,2933346225
AU,out-oda-net-excl-debt-relief,2010,3277965802
AU,out-oda-net-excl-debt-relief,2011,3633877935
AU,out-oda-net-excl-debt-relief,2012,3946739916
AU,out-oda-net-excl-debt-relief,2013,3755739345
AU,out-oda-net-excl-debt-relief,2014,3624209978
AU,out-oda-net-excl-debt-relief,2015,3485800000
BE,out-debt-relief,1968,1691268.22
BE,out-debt-relief,1979,7160148.96
BE,out-debt-relief,1980,7220294.29
BE,out-debt-relief,1981,8121836.06
BE,out-debt-relief,1991,3440548.97
BE,out-debt-relief,1992,42226503.35
BE,out-debt-relief,1993,7307045.51
BE,out-debt-relief,1994,97482744.75
BE,out-debt-relief,1995,62633713.78
BE,out-debt-relief,1996,67158974.58
BE,out-debt-relief,1997,67170876.04
BE,out-debt-relief,1998,154748595.62
BE,out-debt-relief,1999,47037294.68
BE,out-debt-relief,2000,48970195.08
BE,out-debt-relief,2001,77555840.37
BE,out-debt-relief,2002,238084636.59
BE,out-debt-relief,2003,897988106.21
BE,out-debt-relief,2004,219737566.98
BE,out-debt-relief,2005,490952922.51
BE,out-debt-relief,2006,401124960.40
BE,out-debt-relief,2007,167367252.13
BE,out-debt-relief,2008,84835479.46
BE,out-debt-relief,2009,90170249.16
BE,out-debt-relief,2010,493259534.29
BE,out-debt-relief,2011,113401756.95
BE,out-debt-relief,2012,240472084.80
BE,out-debt-relief,2013,10727523.01
BE,out-debt-relief,2014,6429589.37
BE,out-debt-relief,2015,20000.00
BE,out-oda-net-excl-debt-relief,1960,914224397
BE,out-oda-net-excl-debt-relief,1961,823782632
BE,out-oda-net-excl-debt-relief,1962,611228876
BE,out-oda-net-excl-debt-relief,1963,682085050
BE,out-oda-net-excl-debt-relief,1964,580107976
BE,out-oda-net-excl-debt-relief,1965,783179002
BE,out-oda-net-excl-debt-relief,1966,566906236
BE,out-oda-net-excl-debt-relief,1967,638747110
BE,out-oda-net-excl-debt-relief,1968,618651822
BE,out-oda-net-excl-debt-relief,1969,789435030
BE,out-oda-net-excl-debt-relief,1970,768175164
BE,out-oda-net-excl-debt-relief,1971,869585124
BE,out-oda-net-excl-debt-relief,1972,980680738
BE,out-oda-net-excl-debt-relief,1973,985580828
BE,out-oda-net-excl-debt-relief,1974,1010282755
BE,out-oda-net-excl-debt-relief,1975,1184776712
BE,out-oda-net-excl-debt-relief,1976,1040041979
BE,out-oda-net-excl-debt-relief,1977,980502275
BE,out-oda-net-excl-debt-relief,1978,1191527232
BE,out-oda-net-excl-debt-relief,1979,1264161880
BE,out-oda-net-excl-debt-relief,1980,1123040774
BE,out-oda-net-excl-debt-relief,1981,1310162283
BE,out-oda-net-excl-debt-relief,1982,1307638994
BE,out-oda-net-excl-debt-relief,1983,1330539457
BE,out-oda-net-excl-debt-relief,1984,1327056078
BE,out-oda-net-excl-debt-relief,1985,1287520893
BE,out-oda-net-excl-debt-relief,1986,1170645153
BE,out-oda-net-excl-debt-relief,1987,1209212918
BE,out-oda-net-excl-debt-relief,1988,1018441550
BE,out-oda-net-excl-debt-relief,1989,1218949081
BE,out-oda-net-excl-debt-relief,1990,1271272624
BE,out-oda-net-excl-debt-relief,1991,1178032594
BE,out-oda-net-excl-debt-relief,1992,1082951381
BE,out-oda-net-excl-debt-relief,1993,1075044062
BE,out-oda-net-excl-debt-relief,1994,824446500
BE,out-oda-net-excl-debt-relief,1995,1078502886
BE,out-oda-net-excl-debt-relief,1996,987068394
BE,out-oda-net-excl-debt-relief,1997,941131567
BE,out-oda-net-excl-debt-relief,1998,1007980211
BE,out-oda-net-excl-debt-relief,1999,991556014
BE,out-oda-net-excl-debt-relief,2000,1220043719
BE,out-oda-net-excl-debt-relief,2001,1276696857
BE,out-oda-net-excl-debt-relief,2002,1324631986
BE,out-oda-net-excl-debt-relief,2003,1313189345
BE,out-oda-net-excl-debt-relief,2004,1337905116
BE,out-oda-net-excl-debt-relief,2005,1552413685
BE,out-oda-net-excl-debt-relief,2006,1590236546
BE,out-oda-net-excl-debt-relief,2007,1598457285
BE,out-oda-net-excl-debt-relief,2008,1924765486
BE,out-oda-net-excl-debt-relief,2009,2169584694
BE,out-oda-net-excl-debt-relief,2010,2189698281
BE,out-oda-net-excl-debt-relief,2011,2228207735
BE,out-oda-net-excl-debt-relief,2012,1805843433
BE,out-oda-net-excl-debt-relief,2013,1931663678
BE,out-oda-net-excl-debt-relief,2014,2048369805
BE,out-oda-net-excl-debt-relief,2015,1905120000
BG,out-oda-net-excl-debt-relief,2010,38063593
BG,out-oda-net-excl-debt-relief,2011,42828271
BG,out-oda-net-excl-debt-relief,2012,36188229
BG,out-oda-net-excl-debt-relief,2013,44712607
BG,out-oda-net-excl-debt-relief,2014,43671736
BG,out-oda-net-excl-debt-relief,2015,40930000
CA,out-debt-relief,1968,6247624.35
CA,out-debt-relief,1970,14973478.03
CA,out-debt-relief,1976,3304830.78
CA,out-debt-relief,1978,596364486.10
CA,out-debt-relief,1981,7082076.56
CA,out-debt-relief,1983,470575.22
CA,out-debt-relief,1984,1247823.10
CA,out-debt-relief,1985,6881398.82
CA,out-debt-relief,1986,230347.51
CA,out-debt-relief,1988,93828632.98
CA,out-debt-relief,1990,854766579.63
CA,out-debt-relief,1993,284320162.29
CA,out-debt-relief,1994,7859184.73
CA,out-debt-relief,1995,154884886.31
CA,out-debt-relief,1996,185147454.28
CA,out-debt-relief,1997,21239149.83
CA,out-debt-relief,1998,155891047.94
CA,out-debt-relief,1999,93500545.66
CA,out-debt-relief,2000,19327870.15
CA,out-debt-relief,2001,18169386.57
CA,out-debt-relief,2002,428041225.36
CA,out-debt-relief,2003,133647830.54
CA,out-debt-relief,2004,93024781.69
CA,out-debt-relief,2005,516102989.10
CA,out-debt-relief,2006,269260715.27
CA,out-debt-relief,2007,14147000.68
CA,out-debt-relief,2008,130482229.36
CA,out-debt-relief,2009,47790668.72
CA,out-debt-relief,2010,49921222.23
CA,out-debt-relief,2011,3027969.62
CA,out-debt-relief,2012,159236433.13
CA,out-oda-net-excl-debt-relief,1960,433876151
CA,out-oda-net-excl-debt-relief,1961,420335795
CA,out-oda-net-excl-debt-relief,1962,300296609
CA,out-oda-net-excl-debt-relief,1963,459292721
CA,out-oda-net-excl-debt-relief,1964,541775033
CA,out-oda-net-excl-debt-relief,1965,647208856
CA,out-oda-net-excl-debt-relief,1966,1230505959
CA,out-oda-net-excl-debt-relief,1967,1188362663
CA,out-oda-net-excl-debt-relief,1968,1126966333
CA,out-oda-net-excl-debt-relief,1969,1196857139
CA,out-oda-net-excl-debt-relief,1970,1729773486
CA,out-oda-net-excl-debt-relief,1971,1858263558
CA,out-oda-net-excl-debt-relief,1972,2068424448
CA,out-oda-net-excl-debt-relief,1973,2095304480
CA,out-oda-net-excl-debt-relief,1974,2471994944
CA,out-oda-net-excl-debt-relief,1975,2862844352
CA,out-oda-net-excl-debt-relief,1976,2544432323
CA,out-oda-net-excl-debt-relief,1977,2882644328
CA,out-oda-net-excl-debt-relief,1978,2498791142
CA,out-oda-net-excl-debt-relief,1979,2881169382
CA,out-oda-net-excl-debt-relief,1980,2662815545
CA,out-oda-net-excl-debt-relief,1981,2717156708
CA,out-oda-net-excl-debt-relief,1982,2591621157
CA,out-oda-net-excl-debt-relief,1983,2924113469
CA,out-oda-net-excl-debt-relief,1984,3378044293
CA,out-oda-net-excl-debt-relief,1985,3457456889
CA,out-oda-net-excl-debt-relief,1986,3549676013
CA,out-oda-net-excl-debt-relief,1987,3596594596
CA,out-oda-net-excl-debt-relief,1988,3887128061
CA,out-oda-net-excl-debt-relief,1989,3616573996
CA,out-oda-net-excl-debt-relief,1990,2813708771
CA,out-oda-net-excl-debt-relief,1991,3686338852
CA,out-oda-net-excl-debt-relief,1992,3698997011
CA,out-oda-net-excl-debt-relief,1993,3430916356
CA,out-oda-net-excl-debt-relief,1994,3630021588
CA,out-oda-net-excl-debt-relief,1995,3128487234
CA,out-oda-net-excl-debt-relief,1996,2601796708
CA,out-oda-net-excl-debt-relief,1997,3164804734
CA,out-oda-net-excl-debt-relief,1998,2696273382
CA,out-oda-net-excl-debt-relief,1999,2711828205
CA,out-oda-net-excl-debt-relief,2000,2729454707
CA,out-oda-net-excl-debt-relief,2001,2459510975
CA,out-oda-net-excl-debt-relief,2002,2818488831
CA,out-oda-net-excl-debt-relief,2003,2703626447
CA,out-oda-net-excl-debt-relief,2004,3174761417
CA,out-oda-net-excl-debt-relief,2005,3746839382
CA,out-oda-net-excl-debt-relief,2006,3538642433
CA,out-oda-net-excl-debt-relief,2007,3856770317
CA,out-oda-net-excl-debt-relief,2008,4252175914
CA,out-oda-net-excl-debt-relief,2009,3915842345
CA,out-oda-net-excl-debt-relief,2010,4494339310
CA,out-oda-net-excl-debt-relief,2011,4416317977
CA,out-oda-net-excl-debt-relief,2012,4394500021
CA,out-oda-net-excl-debt-relief,2013,4055297308
CA,out-oda-net-excl-debt-relief,2014,3660977144
CA,out-oda-net-excl-debt-relief,2015,4277230000
CH,out-debt-relief,1975,56212085.80
CH,out-debt-relief,1976,30800952.18
CH,out-debt-relief,1977,346919985.05
CH,out-debt-relief,1978,9738158.73
CH,out-debt-relief,1991,230730241.56
CH,out-debt-relief,1992,69948512.18
CH,out-debt-relief,1993,56714309.60
CH,out-debt-relief,1994,47506337.30
CH,out-debt-relief,1995,77876812.65
CH,out-debt-relief,1996,45226483.00
CH,out-debt-relief,1997,0.00
CH,out-debt-relief,1998,16395506.45
CH,out-debt-relief,1999,32153464.65
CH,out-debt-relief,2000,11141038.58
CH,out-debt-relief,2002,833338.83
CH,out-debt-relief,2003,55046409.71
CH,out-debt-relief,2004,11259544.73
CH,out-debt-relief,2005,304876425.28
CH,out-debt-relief,2006,131723240.89
CH,out-debt-relief,2007,80570569.07
CH,out-debt-relief,2008,111522534.14
CH,out-debt-relief,2009,180852638.83
CH,out-debt-relief,2010,32316028.39
CH,out-debt-relief,2011,70377244.32
CH,out-debt-relief,2012,14499071.23
CH,out-oda-net-excl-debt-relief,1960,70873322
CH,out-oda-net-excl-debt-relief,1961,153739433
CH,out-oda-net-excl-debt-relief,1962,90208998
CH,out-oda-net-excl-debt-relief,1963,108796530
CH,out-oda-net-excl-debt-relief,1964,153213602
CH,out-oda-net-excl-debt-relief,1965,189692217
CH,out-oda-net-excl-debt-relief,1966,198799466
CH,out-oda-net-excl-debt-relief,1967,190325407
CH,out-oda-net-excl-debt-relief,1968,343091257
CH,out-oda-net-excl-debt-relief,1969,412688600
CH,out-oda-net-excl-debt-relief,1970,397749475
CH,out-oda-net-excl-debt-relief,1971,327528709
CH,out-oda-net-excl-debt-relief,1972,632116975
CH,out-oda-net-excl-debt-relief,1973,488962712
CH,out-oda-net-excl-debt-relief,1974,446126922
CH,out-oda-net-excl-debt-relief,1975,495518861
CH,out-oda-net-excl-debt-relief,1976,532746111
CH,out-oda-net-excl-debt-relief,1977,226128666
CH,out-oda-net-excl-debt-relief,1978,588951408
CH,out-oda-net-excl-debt-relief,1979,670229113
CH,out-oda-net-excl-debt-relief,1980,780730089
CH,out-oda-net-excl-debt-relief,1981,813567615
CH,out-oda-net-excl-debt-relief,1982,832513785
CH,out-oda-net-excl-debt-relief,1983,1067010394
CH,out-oda-net-excl-debt-relief,1984,1027426923
CH,out-oda-net-excl-debt-relief,1985,1113459030
CH,out-oda-net-excl-debt-relief,1986,1101545626
CH,out-oda-net-excl-debt-relief,1987,1157831940
CH,out-oda-net-excl-debt-relief,1988,1247735625
CH,out-oda-net-excl-debt-relief,1989,1219466069
CH,out-oda-net-excl-debt-relief,1990,1331306075
CH,out-oda-net-excl-debt-relief,1991,1268243232
CH,out-oda-net-excl-debt-relief,1992,1832186811
CH,out-oda-net-excl-debt-relief,1993,1303691680
