"id","year","in-oda-gross","capital-repayment","interest-repayment"
"BZ",2008,28560000,4900000,1150000
"CR",2008,118550000,57050000,7340000
"CU",2008,127040000,1030000,630000
"DM",2008,26880000,5500000,1990000
"DO",2008,236590000,86190000,19060000
"SV",2008,304660000,73440000,25940000
"GD",2008,37970000,5060000,2260000
"GT",2008,568390000,56110000,16150000
"HT",2008,972780000,34150000,21200000
"HN",2008,701050000,132660000,21610000
"JM",2008,164530000,84150000,17920000
"MX",2008,305680000,165530000,19650000
"MS",2008,33560000,190000,80000
"NI",2008,802280000,57820000,15960000
"PA",2008,51520000,22250000,5110000
"KN",2008,48430000,4300000,1170000
"LC",2008,26810000,8110000,2820000
"VC",2008,32650000,4470000,1240000
"TT",2008,9740000,820000,220000
"TC",2008,0,0,0
"west-indies",2008,98330000,1260000,320000
"north-central-america",2008,405430000,12320000,1490000
"AR",2008,165850000,39610000,4100000
"BO",2008,649200000,20810000,10390000
"BR",2008,650300000,185310000,91070000
"CL",2008,132740000,22770000,4980000
"CO",2008,1048950000,57130000,8630000
"EC",2008,324600000,104760000,26390000
"GY",2008,171970000,4940000,5620000
"PY",2008,216350000,77410000,20980000
"PE",2008,712140000,267430000,86660000
"SR",2008,97310000,1980000,370000
"UY",2008,49710000,17570000,1750000
"VE",2008,57340000,10000,0
"south-america",2008,266680000,4e+06,160000
"america",2008,1149760000,6520000,3e+05
"KH",2008,807230000,19880000,15020000
"CN",2008,3375090000,1866050000,607870000
"KP",2008,220790000,4660000,890000
"ID",2008,3939870000,2643460000,733370000
"LA",2008,572430000,47820000,19060000
"MY",2008,321310000,140870000,53060000
"MN",2008,307830000,45530000,17200000
"PH",2008,1084550000,1069510000,307440000
"TH",2008,355560000,1139900000,123210000
"TL",2008,306690000,20000,0
"VN",2008,3111340000,399320000,203330000
"east-asia",2008,221680000,0,0
"AF",2008,5059610000,10460000,13540000
"AM",2008,360570000,41600000,11420000
"AZ",2008,275050000,41250000,10770000
"BD",2008,3648840000,1548570000,208020000
"BT",2008,97280000,5410000,2120000
"GE",2008,958110000,55980000,11990000
"IN",2008,4242350000,2012780000,575580000
"KZ",2008,378730000,30870000,22770000
"KG",2008,410790000,48090000,14240000
"MV",2008,65810000,8230000,1620000
"MM",2008,570440000,9300000,1800000
"NP",2008,960850000,251180000,33480000
"PK",2008,2180380000,602400000,327650000
"LK",2008,1301500000,537920000,165060000
"TJ",2008,336770000,42590000,5660000
"TM",2008,44760000,28060000,1380000
"UZ",2008,230480000,32580000,19740000
"central-asia",2008,292030000,0,0
"south-asia",2008,173490000,16430000,0
"south-central-asia",2008,212330000,0,0
"BH",2008,0,0,0
"IR",2008,119130000,29620000,9480000
"IQ",2008,10506500000,202250000,16710000
"JO",2008,961510000,217250000,48040000
"LB",2008,1122590000,74570000,12620000
"OM",2008,156470000,80500000,0
"SA",2008,0,0,0
"SY",2008,457880000,321690000,37260000
"PS",2008,2459820000,1660000,0
"YE",2008,616530000,190490000,27300000
"middle-east",2008,5085780000,0,0
"asia",2008,1343230000,7230000,0
"CK",2008,7550000,740000,290000
"FJ",2008,55890000,1650000,6e+05
"KI",2008,32480000,140000,150000
"MH",2008,57520000,910000,360000
"FM",2008,100980000,760000,520000
"NR",2008,41540000,0,0
"NU",2008,22030000,0,0
"PW",2008,47440000,0,0
"PG",2008,540390000,135190000,17250000
"WS",2008,52560000,5340000,1560000
"SB",2008,304990000,4870000,1010000
"TK",2008,26690000,0,0
"TO",2008,33790000,1360000,670000
"TV",2008,20320000,250000,80000
"VU",2008,110920000,2430000,830000
"WF",2008,122210000,580000,150000
"oceania",2008,428690000,60000,130000
"bilateral-unspecified",2008,22986130000,148480000,710000
"AL",2009,398620000,46820000,11240000
"BY",2009,105500000,4990000,1800000
"BA",2009,451650000,25680000,1.2e+07
"HR",2009,186190000,23420000,2300000
"MK",2009,207480000,9930000,4570000
"XK",2009,790290000,0,0
"MT",2009,0,0,0
"MD",2009,264190000,16930000,5460000
"ME",2009,81730000,5560000,1300000
"RS",2009,640350000,18360000,13990000
"SI",2009,0,0,0
"ex-yugoslavia",2009,16770000,0,0
"TR",2009,1769990000,431950000,92230000
"UA",2009,689970000,8950000,1710000
"europe",2009,799700000,7310000,0
"DZ",2009,390150000,80980000,18740000
"EG",2009,1791120000,792320000,282330000
"LY",2009,50110000,9350000,0
"MA",2009,1466640000,443460000,101420000
"TN",2009,803730000,318650000,61520000
"north-of-sahara",2009,255620000,0,0
"AO",2009,311890000,59370000,13260000
"BJ",2009,705800000,17470000,7340000
"BW",2009,305180000,14530000,3280000
"BF",2009,1149010000,39550000,14690000
"BI",2009,1655540000,1080510000,12410000
"CV",2009,214690000,20480000,6680000
"CM",2009,803050000,145120000,46720000
"CF",2009,829940000,583750000,6890000
"TD",2009,6.26e+08,54240000,13740000
"KM",2009,59630000,9720000,2760000
"CG",2009,321560000,44560000,18030000
"CI",2009,2556070000,164120000,54760000
"CD",2009,2671260000,218070000,26240000
"DJ",2009,186840000,16060000,2970000
"GQ",2009,35060000,5180000,1170000
"ER",2009,155090000,5360000,4890000
"ET",2009,4019030000,26680000,16760000
"GA",2009,110960000,35200000,6200000
"GM",2009,147890000,14580000,2620000
"GH",2009,1711720000,65850000,26580000
"GN",2009,283910000,70410000,14860000
"GW",2009,164570000,19920000,4e+06
"KE",2009,2095480000,239710000,72040000
"LS",2009,150910000,26570000,5730000
"LR",2009,554400000,23320000,10510000
"MG",2009,468510000,15040000,14320000
"MW",2009,825610000,6630000,4840000
"ML",2009,1071200000,46080000,15530000
"MR",2009,395040000,15960000,4660000
"MU",2009,170810000,20210000,7300000
"YT",2009,526250000,4660000,1770000
"MZ",2009,2117380000,32940000,18450000
"NA",2009,338790000,8360000,3170000
"NE",2009,496210000,16900000,6250000
"NG",2009,1794920000,56370000,22330000
"RW",2009,967900000,6770000,5290000
"SH",2009,37630000,0,0
"ST",2009,30750000,1190000,410000
"SN",2009,1089500000,51050000,15550000
"SC",2009,26530000,3380000,1390000
"SL",2009,470520000,7230000,2790000
"SO",2009,691030000,1420000,90000
"ZA",2009,1153240000,41610000,17670000
"SS",2009,0,0,0
"SD",2009,2570960000,81240000,5230000
"SZ",2009,72340000,14060000,2540000
"TZ",2009,3125780000,26020000,26280000
"TG",2009,571690000,43740000,13090000
"UG",2009,1885060000,21280000,15790000
"ZM",2009,1323840000,7490000,6980000
"ZW",2009,787280000,130000,840000
"south-of-sahara",2009,2628410000,13360000,4710000
"africa",2009,2610140000,123740000,5170000
"AI",2009,2070000,360000,160000
"AG",2009,7060000,790000,510000
"BB",2009,13710000,1530000,350000
"BZ",2009,33230000,4910000,1480000
"CR",2009,150300000,35900000,6650000
"CU",2009,118300000,2460000,2630000
"DM",2009,43380000,6930000,2080000
"DO",2009,208990000,92290000,20600000
"SV",2009,344690000,74010000,24430000
"GD",2009,52520000,3350000,2160000
"GT",2009,437580000,57960000,15450000
"HT",2009,2095950000,930430000,18780000
"HN",2009,481580000,7670000,10850000
"JM",2009,219400000,71320000,16070000
"MX",2009,305440000,116140000,17690000
"MS",2009,47540000,150000,60000
"NI",2009,804580000,11580000,12920000
"PA",2009,91180000,21790000,3910000
"KN",2009,9360000,3780000,1170000
"LC",2009,50070000,7550000,2370000
"VC",2009,36360000,4540000,1190000
"TT",2009,7900000,610000,2e+05
"TC",2009,0,0,0
"west-indies",2009,64200000,870000,270000
"north-central-america",2009,309660000,11230000,2480000
"AR",2009,164020000,38270000,4420000
"BO",2009,757680000,16740000,10960000
"BR",2009,603680000,280960000,71800000
"CL",2009,108010000,25650000,4390000
"CO",2009,1151070000,59610000,8380000
"EC",2009,307700000,103570000,23220000
"GY",2009,182110000,3990000,5860000
"PY",2009,225870000,75440000,21050000
"PE",2009,712390000,276560000,84890000
"SR",2009,153330000,2400000,3e+05
"UY",2009,66270000,17300000,1490000
"VE",2009,66440000,10000,0
"south-america",2009,211070000,3320000,720000
"america",2009,917650000,7720000,270000
"KH",2009,805490000,27040000,16230000
"CN",2009,3088330000,1945250000,579480000
"KP",2009,73850000,2560000,910000
"ID",2009,4034100000,2848580000,706500000
"LA",2009,515430000,57490000,19990000
"MY",2009,328340000,172630000,51300000
"MN",2009,452140000,52240000,16430000
"PH",2009,1346930000,979920000,2.9e+08
"TH",2009,313040000,402520000,106820000
"TL",2009,248640000,150000,0
"VN",2009,4469940000,471750000,220830000
"east-asia",2009,193470000,0,0
"AF",2009,6583240000,4380000,8910000
"AM",2009,597370000,45860000,13080000
"AZ",2009,288030000,50640000,11700000
"BD",2009,2.009e+09,702510000,202390000
"BT",2009,140500000,6830000,2270000
"GE",2009,9.84e+08,51040000,12990000
"IN",2009,4577810000,1923270000,557590000
"KZ",2009,349930000,36480000,21530000
"KG",2009,388600000,59360000,17320000
"MV",2009,55210000,18480000,1590000
"MM",2009,391350000,8200000,2080000
"NP",2009,1034310000,131370000,32320000
"PK",2009,3668990000,736510000,334410000
"LK",2009,1331470000,565040000,158820000
"TJ",2009,457430000,31200000,6740000
"TM",2009,45190000,3790000,1490000
"UZ",2009,234560000,36650000,18760000
"central-asia",2009,364850000,0,0
"south-asia",2009,153250000,1950000,0
"south-central-asia",2009,256360000,0,0
"BH",2009,0,0,0
"IR",2009,118840000,29630000,8640000
"IQ",2009,2950330000,60000,930000
"JO",2009,1008060000,250360000,48380000
"LB",2009,673700000,85150000,17020000
"OM",2009,297270000,145840000,0
"SA",2009,0,0,0
"SY",2009,465360000,263200000,29310000
"PS",2009,2931220000,3e+05,90000
"YE",2009,722400000,146390000,25860000
"middle-east",2009,2557910000,0,0
"asia",2009,1170100000,1270000,0
"CK",2009,10710000,870000,260000
"FJ",2009,87530000,3420000,570000
"KI",2009,34840000,380000,150000
"MH",2009,65050000,2360000,1080000
"FM",2009,129280000,960000,490000
"NR",2009,32950000,0,0
"NU",2009,11670000,0,0
"PW",2009,37840000,0,0
"PG",2009,591390000,38350000,11540000
"WS",2009,97630000,5880000,1730000
"SB",2009,296540000,4900000,1050000
"TK",2009,13480000,0,0
"TO",2009,51520000,1640000,670000
"TV",2009,21400000,270000,90000
"VU",2009,132060000,2800000,740000
"WF",2009,113370000,580000,130000
"oceania",2009,285620000,30000,260000
"bilateral-unspecified",2009,26190300000,124450000,580000
"AL",2010,398500000,54540000,11470000
"BY",2010,146570000,4930000,2250000
"BA",2010,552260000,28380000,12770000
"HR",2010,159760000,8980000,1840000
"MK",2010,205420000,13880000,4680000
"XK",2010,636500000,1250000,90000
"MT",2010,0,0,0
"MD",2010,501880000,19210000,4350000
"ME",2010,85030000,3660000,1300000
"RS",2010,691980000,24140000,14380000
"SI",2010,0,0,0
"ex-yugoslavia",2010,17640000,60000,0
"TR",2010,1501210000,416920000,88780000
"UA",2010,649570000,6900000,2180000
"europe",2010,1026720000,8460000,0
"DZ",2010,288990000,89090000,19730000
"EG",2010,1490850000,892870000,212340000
"LY",2010,44680000,36240000,0
"MA",2010,1488480000,482410000,116060000
"TN",2010,878170000,326660000,62860000
"north-of-sahara",2010,321990000,260000,0
"AO",2010,306820000,57320000,14760000
"BJ",2010,727230000,21970000,7150000
"BW",2010,172870000,12120000,2720000
"BF",2010,1135310000,42580000,14340000
"BI",2010,663950000,15040000,1900000
"CV",2010,348810000,20860000,6300000
"CM",2010,679460000,127540000,48860000
"CF",2010,281180000,13380000,990000
"TD",2010,555720000,56370000,11610000
"KM",2010,74920000,6390000,1510000
"CG",2010,1626990000,304740000,4520000
"CI",2010,982170000,113160000,32810000
"CD",2010,6069380000,2513510000,16890000
"DJ",2010,154260000,18050000,3610000
"GQ",2010,89120000,4670000,880000
"ER",2010,173090000,6980000,4690000
"ET",2010,3683080000,21020000,18430000
"GA",2010,131150000,25270000,3670000
"GM",2010,136430000,12250000,2760000
"GH",2010,1793470000,39900000,26140000
"GN",2010,272710000,51410000,8980000
"GW",2010,298770000,170530000,3430000
"KE",2010,1956150000,273250000,62680000
"LS",2010,289460000,26860000,4650000
"LR",2010,1916900000,454900000,720000
"MG",2010,512150000,27620000,13530000
"MW",2010,1077450000,13720000,4380000
"ML",2010,1167840000,43950000,14310000
"MR",2010,421490000,37240000,7840000
"MU",2010,145450000,20400000,8030000
"YT",2010,610010000,7410000,4130000
"MZ",2010,2077500000,63100000,19520000
"NA",2010,275860000,10580000,9190000
"NE",2010,785780000,20490000,5240000
"NG",2010,2187540000,42230000,27970000
"RW",2010,1082020000,12530000,4040000
"SH",2010,57280000,0,0
"ST",2010,50680000,1580000,150000
"SN",2010,1003540000,51920000,17140000
"SC",2010,84700000,27120000,1560000
"SL",2010,492960000,8650000,1940000
"SO",2010,517400000,1290000,70000
"ZA",2010,1170750000,108540000,34020000
"SS",2010,0,0,0
"SD",2010,2218810000,76400000,8560000
"SZ",2010,102100000,7670000,2450000
"TZ",2010,3100660000,21170000,28900000
"TG",2010,562740000,152600000,11610000
"UG",2010,1810360000,20790000,18900000
"ZM",2010,966140000,16050000,5360000
"ZW",2010,775780000,9310000,6e+05
"south-of-sahara",2010,2520240000,5120000,880000
"africa",2010,1738700000,96410000,7710000
"AI",2010,8620000,390000,0
"AG",2010,20210000,720000,60000
"BB",2010,17720000,1340000,150000
"BZ",2010,30240000,4510000,440000
"CR",2010,173040000,73530000,8150000
"CU",2010,133100000,2470000,250000
"DM",2010,38770000,6060000,6e+05
"DO",2010,251470000,76560000,16030000
"SV",2010,407250000,122890000,21750000
"GD",2010,40240000,5360000,1330000
"GT",2010,460890000,58020000,13090000
"HT",2010,4077480000,896700000,8590000
"HN",2010,663280000,13030000,12290000
"JM",2010,212860000,70310000,12970000
"MX",2010,658580000,181240000,21670000
"MS",2010,30410000,3340000,0
"NI",2010,688990000,8110000,12710000
"PA",2010,158310000,21620000,4270000
"KN",2010,15620000,4070000,510000
"LC",2010,50340000,8360000,1310000
"VC",2010,21350000,4170000,580000
"TT",2010,5090000,540000,110000
"TC",2010,0,0,0
"west-indies",2010,145990000,1340000,170000
"north-central-america",2010,348490000,16580000,2190000
"AR",2010,159570000,35900000,9070000
"BO",2010,893550000,132190000,22080000
"BR",2010,629770000,172410000,60490000
"CL",2010,226670000,23790000,4070000
"CO",2010,999520000,76160000,6160000
"EC",2010,265110000,107860000,21330000
"GY",2010,182790000,7300000,3880000
"PY",2010,200170000,77570000,20290000
"PE",2010,793650000,1090830000,61840000
"SR",2010,106460000,2090000,3e+05
"UY",2010,62360000,14770000,2030000
"VE",2010,55190000,1690000,250000
"south-america",2010,281650000,210000,20000
"america",2010,1405950000,33370000,5630000
"KH",2010,806170000,35600000,16130000
"CN",2010,2742240000,2097680000,574140000
"KP",2010,86050000,3800000,410000
"ID",2010,3733560000,2248700000,589380000
"LA",2010,500730000,63160000,19600000
"MY",2010,222880000,222700000,50040000
"MN",2010,365320000,49630000,18360000
"PH",2010,1546590000,993140000,277090000
"TH",2010,464550000,478810000,105640000
"TL",2010,317010000,60000,0
"VN",2010,3662480000,581630000,244730000
"east-asia",2010,187260000,30000,0
"AF",2010,6876430000,191400000,8770000
"AM",2010,402190000,46060000,14590000
"AZ",2010,220480000,58270000,12360000
"BD",2010,2199430000,7.25e+08,177610000
"BT",2010,145830000,7920000,2770000
"GE",2010,689230000,48970000,15900000
"IN",2010,4921220000,1974490000,561390000
"KZ",2010,269290000,41780000,22770000
"KG",2010,449500000,59100000,12940000
"MV",2010,126570000,10370000,2180000
"MM",2010,421880000,45750000,1120000
"NP",2010,1008930000,147810000,30600000
"PK",2010,3944720000,800220000,225680000
"LK",2010,1135330000,519410000,157720000
"TJ",2010,471530000,18170000,7490000
"TM",2010,49790000,4910000,1260000
"UZ",2010,279790000,41760000,19500000
"central-asia",2010,206440000,40000,0
"south-asia",2010,102800000,40000,0
"south-central-asia",2010,236550000,1e+05,0
"BH",2010,0,0,0
"IR",2010,153190000,30940000,7970000
"IQ",2010,2282230000,2230000,740000
"JO",2010,1222240000,241180000,40070000
"LB",2010,547100000,90530000,20700000
"OM",2010,29790000,52370000,5170000
"SA",2010,0,0,0
"SY",2010,394900000,262640000,36810000
"PS",2010,2609490000,6810000,10000
"YE",2010,832310000,146310000,24290000
"middle-east",2010,2585140000,270000,0
"asia",2010,1171900000,8930000,0
"CK",2010,16300000,9e+05,280000
"FJ",2010,85860000,1580000,480000
"KI",2010,26280000,370000,140000
"MH",2010,97010000,2370000,850000
"FM",2010,132030000,1430000,530000
"NR",2010,31980000,0,0
"NU",2010,17220000,20000,0
"PW",2010,27660000,0,0
"PG",2010,624860000,43460000,11100000
"WS",2010,167910000,7110000,1570000
"SB",2010,392760000,4840000,1e+06
"TK",2010,16690000,0,0
"TO",2010,79600000,1940000,620000
"TV",2010,15230000,240000,90000
"VU",2010,124070000,2890000,8e+05
"WF",2010,127780000,6e+05,110000
"oceania",2010,318320000,2050000,260000
"bilateral-unspecified",2010,29291240000,301980000,7670000
"AL",2011,388050000,56470000,15660000
"BY",2011,126050000,4940000,2060000
"BA",2011,639500000,44920000,22960000
"HR",2011,0,0,0
"MK",2011,226930000,41110000,11560000
"XK",2011,630550000,770000,80000
"MT",2011,0,0,0
"MD",2011,462390000,16230000,5710000
"ME",2011,127200000,7540000,5100000
"RS",2011,1359820000,57040000,35970000
"SI",2011,0,0,0
"ex-yugoslavia",2011,15500000,0,0
"TR",2011,3470940000,480330000,272740000
"UA",2011,782680000,3840000,6250000
"europe",2011,885380000,6880000,0
"DZ",2011,287540000,107630000,40580000
"EG",2011,1193420000,810150000,289610000
"LY",2011,6.38e+08,0,0
"MA",2011,1848860000,462330000,142910000
"TN",2011,1196770000,331950000,84080000
"north-of-sahara",2011,424240000,10000,0
"AO",2011,246550000,54880000,13540000
"BJ",2011,702010000,28760000,11380000
"BW",2011,136140000,16220000,3970000
"BF",2011,1015150000,55990000,16730000
"BI",2011,567020000,11590000,2780000
"CV",2011,264500000,28070000,16720000
"CM",2011,667830000,81150000,12190000
"CF",2011,266960000,7580000,1540000
"TD",2011,507110000,60450000,12250000
"KM",2011,59010000,9480000,2090000
"CG",2011,333230000,86690000,1780000
"CI",2011,1493390000,114040000,25590000
"CD",2011,7309980000,1929470000,94240000
"DJ",2011,155970000,18960000,3540000
"GQ",2011,27600000,4750000,910000
"ER",2011,134010000,8400000,3490000
"ET",2011,3530850000,47280000,2.7e+07
"GA",2011,104630000,35410000,1430000
"GM",2011,140380000,9690000,4560000
"GH",2011,1838630000,66580000,29470000
"GN",2011,359290000,161810000,31130000
"GW",2011,347850000,233370000,5820000
"KE",2011,2708850000,271460000,68430000
"LS",2011,290890000,30590000,9940000
"LR",2011,978900000,234840000,3210000
"MG",2011,462700000,33990000,21100000
"MW",2011,805610000,19990000,6510000
"ML",2011,1301610000,52230000,15470000
"MR",2011,413210000,47220000,10730000
"MU",2011,201250000,26500000,4790000
"YT",2011,0,0,0
"MZ",2011,2094330000,69640000,31620000
"NA",2011,312720000,27320000,9470000
"NE",2011,659480000,32660000,7980000
"NG",2011,1903870000,155140000,35700000
"RW",2011,1255080000,20100000,6390000
"SH",2011,84050000,0,4420000
"ST",2011,70590000,1800000,680000
"SN",2011,1097330000,70830000,21180000
"SC",2011,24080000,2880000,2610000
"SL",2011,427350000,12870000,2570000
"SO",2011,1072460000,1170000,60000
"ZA",2011,1435550000,65920000,29390000
"SS",2011,1094460000,1860000,0
"SD",2011,1142890000,74740000,8750000
"SZ",2011,136250000,13260000,4360000
"TZ",2011,2475420000,77590000,39620000
"TG",2011,1214490000,696610000,9440000
"UG",2011,1589150000,42750000,26190000
"ZM",2011,1063670000,46320000,13080000
"ZW",2011,704920000,3530000,110000
"south-of-sahara",2011,2522390000,3.4e+07,3780000
"africa",2011,1959130000,21280000,5950000
"AI",2011,810000,510000,140000
"AG",2011,16220000,1260000,290000
"BB",2011,0,0,0
"BZ",2011,29210000,7380000,1740000
"CR",2011,74760000,35740000,7120000
"CU",2011,86350000,2490000,2530000
"DM",2011,31970000,8670000,2060000
"DO",2011,303600000,90630000,16900000
"SV",2011,353760000,72700000,21680000
"GD",2011,19130000,7110000,3150000
"GT",2011,431350000,54490000,15670000
"HT",2011,1.693e+09,7e+06,1530000
"HN",2011,655050000,50310000,16660000
"JM",2011,117060000,78190000,15590000
"MX",2011,1080080000,138960000,27520000
"MS",2011,46970000,240000,60000
"NI",2011,695390000,12800000,17660000
"PA",2011,128840000,19230000,13840000
"KN",2011,19860000,4840000,1170000
"LC",2011,44270000,10350000,2810000
"VC",2011,23260000,6240000,1550000
"TT",2011,0,0,0
"TC",2011,0,0,0
"west-indies",2011,163460000,1800000,280000
"north-central-america",2011,426670000,14440000,2780000
"AR",2011,118530000,35200000,12200000
"BO",2011,718210000,22030000,15040000
"BR",2011,957750000,174540000,66400000
"CL",2011,174390000,20160000,10800000
"CO",2011,1041110000,40810000,6600000
"EC",2011,247270000,95220000,20640000
"GY",2011,170750000,15690000,6990000
"PY",2011,159150000,67980000,22010000
"PE",2011,779980000,198120000,53570000
"SR",2011,87740000,2070000,580000
"UY",2011,42790000,24170000,1470000
"VE",2011,46380000,3130000,260000
"south-america",2011,270260000,210000,20000
"america",2011,1328460000,39320000,5750000
"KH",2011,854100000,79490000,17900000
"CN",2011,2569760000,3293160000,558490000
"KP",2011,121300000,3110000,1160000
"ID",2011,2620110000,2208490000,652730000
"LA",2011,454960000,72710000,20720000
"MY",2011,248440000,217240000,47240000
"MN",2011,400950000,56870000,19420000
"PH",2011,944690000,1123670000,268720000
"TH",2011,526200000,676940000,97650000
"TL",2011,274150000,80000,0
"VN",2011,4118850000,609190000,269560000
"east-asia",2011,232560000,740000,0
"AF",2011,6836500000,4930000,10420000
"AM",2011,437430000,47990000,16280000
"AZ",2011,343610000,62170000,13570000
"BD",2011,2235120000,774830000,180020000
"BT",2011,146060000,7030000,3440000
"GE",2011,625940000,58360000,19650000
"IN",2011,5276150000,2123490000,580550000
"KZ",2011,269030000,57390000,23090000
"KG",2011,579250000,63620000,18200000
"MV",2011,54280000,10640000,2740000
"MM",2011,394300000,27270000,1060000
"NP",2011,1018960000,152960000,31650000
"PK",2011,4328050000,845790000,337880000
"LK",2011,1107810000,511140000,160170000
"TJ",2011,362190000,22340000,7890000
"TM",2011,42320000,4110000,1320000
"UZ",2011,246190000,48150000,20590000
"central-asia",2011,172960000,130000,0
"south-asia",2011,100990000,740000,0
"south-central-asia",2011,204840000,430000,0
"BH",2011,0,0,0
"IR",2011,127030000,31390000,7420000
"IQ",2011,1926160000,7340000,6760000
"JO",2011,1222570000,257740000,55140000
"LB",2011,569520000,112420000,29640000
"OM",2011,0,0,0
"SA",2011,0,0,0
"SY",2011,535900000,209510000,27230000
"PS",2011,2.389e+09,3420000,640000
"YE",2011,615320000,152380000,25980000
"middle-east",2011,4545470000,320000,0
"asia",2011,1119400000,2160000,0
"CK",2011,26720000,970000,290000
"FJ",2011,79730000,1640000,460000
"KI",2011,64460000,720000,150000
"MH",2011,85980000,2150000,820000
"FM",2011,136760000,1400000,580000
"NR",2011,37670000,0,0
"NU",2011,21120000,0,0
"PW",2011,28450000,0,0
"PG",2011,655060000,47480000,11100000
"WS",2011,104560000,8540000,2300000
"SB",2011,337040000,4800000,1020000
"TK",2011,20330000,0,0
"TO",2011,95330000,2550000,730000
"TV",2011,39150000,430000,150000
"VU",2011,95890000,3900000,960000
"WF",2011,122720000,610000,90000
"oceania",2011,338580000,950000,890000
"bilateral-unspecified",2011,28549760000,530620000,19080000
"AL",2012,393600000,51980000,18540000
"BY",2012,108070000,4800000,1850000
"BA",2012,636090000,64980000,30680000
"HR",2012,0,0,0
"MK",2012,206320000,57380000,10910000
"XK",2012,568600000,910000,1e+05
"MT",2012,0,0,0
"MD",2012,500330000,27250000,6550000
"ME",2012,117310000,14090000,6060000
"RS",2012,1227720000,137870000,56370000
"SI",2012,0,0,0
"ex-yugoslavia",2012,4300000,550000,0
"TR",2012,3593680000,560560000,325970000
"UA",2012,773390000,4160000,10060000
"europe",2012,798420000,2380000,0
"DZ",2012,252750000,108290000,36740000
"EG",2012,2631800000,825170000,284230000
"LY",2012,147080000,6e+07,0
"MA",2012,2026120000,545750000,150880000
"TN",2012,1385690000,368690000,103830000
"north-of-sahara",2012,219180000,1e+05,0
"AO",2012,293130000,50790000,7490000
"BJ",2012,543720000,32350000,8190000
"BW",2012,89970000,16100000,3820000
"BF",2012,1226340000,67800000,15340000
"BI",2012,539150000,16420000,3020000
"CV",2012,267850000,21710000,11310000
"CM",2012,692150000,95910000,25260000
"CF",2012,236440000,9170000,830000
"TD",2012,534760000,56160000,10920000
"KM",2012,116970000,48320000,2070000
"CG",2012,190430000,51820000,6310000
"CI",2012,4696970000,2061350000,30850000
"CD",2012,2876950000,17580000,9400000
"DJ",2012,166600000,20010000,3630000
"GQ",2012,20090000,5890000,770000
"ER",2012,137340000,3560000,1400000
"ET",2012,3322280000,60960000,33410000
"GA",2012,99680000,26480000,1710000
"GM",2012,152690000,13890000,2770000
"GH",2012,1924800000,116890000,32730000
"GN",2012,1770960000,1431320000,16030000
"GW",2012,82280000,3400000,1160000
"KE",2012,3.175e+09,520960000,91160000
"LS",2012,309650000,26980000,5510000
"LR",2012,573750000,2780000,410000
"MG",2012,418650000,39960000,14890000
"MW",2012,1197150000,22530000,7380000
"ML",2012,1050440000,49140000,15230000
"MR",2012,465960000,57680000,9300000
"MU",2012,200360000,22450000,11420000
"YT",2012,0,0,0
"MZ",2012,2170350000,73420000,33860000
"NA",2012,301140000,36260000,15290000
"NE",2012,933460000,31600000,6080000
"NG",2012,2021720000,105900000,37710000
"RW",2012,916730000,37760000,8130000
"SH",2012,168230000,0,0
"ST",2012,50660000,1850000,1040000
"SN",2012,1159330000,79170000,23620000
"SC",2012,37700000,2120000,1070000
"SL",2012,458780000,15970000,3330000
"SO",2012,1000080000,1460000,0
"ZA",2012,1261360000,194200000,40550000
"SS",2012,1580930000,2930000,0
"SD",2012,1056150000,81050000,10840000
"SZ",2012,99890000,11740000,3660000
"TZ",2012,2873050000,41170000,40970000
"TG",2012,250320000,8860000,550000
"UG",2012,1705080000,49900000,24540000
"ZM",2012,1013420000,55680000,12130000
"ZW",2012,1011040000,9810000,180000
"south-of-sahara",2012,3009130000,21330000,2310000
"africa",2012,1994180000,23870000,4800000
"AI",2012,5420000,380000,130000
"AG",2012,3220000,860000,290000
"BB",2012,0,0,0
"BZ",2012,32290000,7110000,1920000
"CR",2012,64630000,31930000,6220000
"CU",2012,93270000,5420000,820000
"DM",2012,32450000,6790000,2140000
"DO",2012,346450000,85030000,18060000
"SV",2012,304940000,74540000,21400000
"GD",2012,10520000,2870000,2330000
"GT",2012,347490000,48030000,15770000
"HT",2012,1282980000,7760000,1720000
"HN",2012,598890000,27360000,23300000
"JM",2012,93160000,72100000,14780000
"MX",2012,530430000,112500000,15720000
"MS",2012,40450000,190000,60000
"NI",2012,563320000,30930000,20460000
"PA",2012,66150000,15440000,14390000
"KN",2012,26130000,4210000,1200000
"LC",2012,34390000,7560000,2810000
"VC",2012,14150000,5600000,1450000
"TT",2012,0,0,0
"TC",2012,0,0,0
"west-indies",2012,239890000,1420000,230000
"north-central-america",2012,541480000,13290000,5940000
"AR",2012,196610000,17690000,9540000
"BO",2012,688850000,30190000,20600000
"BR",2012,1657070000,368840000,70200000
"CL",2012,142460000,17620000,7900000
"CO",2012,807750000,43170000,5840000
"EC",2012,231840000,82420000,20510000
"GY",2012,133610000,19160000,7730000
"PY",2012,171730000,67330000,20400000
"PE",2012,568760000,175430000,55620000
"SR",2012,41590000,1990000,650000
"UY",2012,29390000,10100000,1080000
"VE",2012,48130000,10000,0
"south-america",2012,396340000,750000,20000
"america",2012,1131250000,32420000,5860000
"KH",2012,860210000,52800000,21040000
"CN",2012,2406790000,2600900000,527280000
"KP",2012,101040000,2900000,730000
