"id","direction.2000","flow-type.2000","flow-name.2000","value.2000","direction.2001","flow-type.2001","flow-name.2001","value.2001","direction.2002","flow-type.2002","flow-name.2002","value.2002","direction.2003","flow-type.2003","flow-name.2003","value.2003","direction.2004","flow-type.2004","flow-name.2004","value.2004","direction.2005","flow-type.2005","flow-name.2005","value.2005","direction.2006","flow-type.2006","flow-name.2006","value.2006","direction.2007","flow-type.2007","flow-name.2007","value.2007","direction.2008","flow-type.2008","flow-name.2008","value.2008","direction.2009","flow-type.2009","flow-name.2009","value.2009","direction.2010","flow-type.2010","flow-name.2010","value.2010","direction.2011","flow-type.2011","flow-name.2011","value.2011","direction.2012","flow-type.2012","flow-name.2012","value.2012","direction.2013","flow-type.2013","flow-name.2013","value.2013"
"NO","out","official","dfis-out",,"out","official","dfis-out",,"out","official","dfis-out",,"out","official","dfis-out",,"out","official","dfis-out",,"out","official","dfis-out",,"out","official","dfis-out",102681090,"out","official","dfis-out",61197892,"out","official","dfis-out",110551667,"out","official","dfis-out",100007453,"out","official","dfis-out",49408212,"out","official","dfis-out",158467552,"out","official","dfis-out",,"in","official","oda-capital-repay",90120000
"SE","out","official","dfis-out",,"out","official","dfis-out",,"out","official","dfis-out",,"out","official","dfis-out",,"out","official","dfis-out",,"out","official","dfis-out",,"out","official","dfis-out",,"out","official","dfis-out",47146143,"out","official","dfis-out",66696297,"out","official","dfis-out",86091467,"out","official","dfis-out",72813576,"out","official","dfis-out",48057600,"out","official","dfis-out",55306000,"in","official","oda-capital-repay",64290000
"US","out","official","dfis-out",1651699556,"out","official","dfis-out",1289505550,"out","official","dfis-out",867247054,"out","official","dfis-out",1463175333,"out","official","dfis-out",1688116274,"out","official","dfis-out",973478285,"out","official","dfis-out",502898012,"out","official","dfis-out",1077896784,"out","official","dfis-out",647844316,"out","official","dfis-out",1857453117,"out","official","dfis-out",296943992,"out","official","dfis-out",,"out","official","dfis-out",242325500,"in","official","oda-capital-repay",663200000
"AU","out","commercial","fdi-out",-45168038.93,"out","commercial","fdi-out",545329658.7,"out","commercial","fdi-out",-469112638.7,"out","commercial","fdi-out",670161655.5,"out","commercial","fdi-out",-114099822.7,"out","commercial","fdi-out",743508886.6,"out","commercial","fdi-out",894714438.7,"out","commercial","fdi-out",2650876985,"out","commercial","fdi-out",3201335162,"out","commercial","fdi-out",-645024303.6,"out","commercial","fdi-out",2109303925,"out","commercial","fdi-out",2821890896,"out","commercial","fdi-out",2570393000,"in","official","oda-capital-repay",79430000
"CA","out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"in","official","oda-capital-repay",43620000
"CL","out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",427795369.2,"out","commercial","fdi-out",3876294592,"out","commercial","fdi-out",8162346181,"out","commercial","fdi-out",6861502154,"out","commercial","fdi-out",6689679438,"out","commercial","fdi-out",5986296931,"out","commercial","fdi-out",7314278000,,,,
"CZ","out","commercial","fdi-out",2712521.857,"out","commercial","fdi-out",4400133.479,"out","commercial","fdi-out",-3148943.9,"out","commercial","fdi-out",44963023.71,"out","commercial","fdi-out",-25657920.39,"out","commercial","fdi-out",28662785.56,"out","commercial","fdi-out",12623792.33,"out","commercial","fdi-out",210615518,"out","commercial","fdi-out",6596079.172,"out","commercial","fdi-out",759553548,"out","commercial","fdi-out",72063746.16,"out","commercial","fdi-out",1241845.962,"out","commercial","fdi-out",-181371000,"in","official","oda-capital-repay",0
"EE","out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",20689844,"out","commercial","fdi-out",22598606.51,"out","commercial","fdi-out",86414219.12,"out","commercial","fdi-out",40256391.1,"out","commercial","fdi-out",99871497.89,"out","commercial","fdi-out",120862669.7,"out","commercial","fdi-out",-87757789.72,"out","commercial","fdi-out",-51300003.23,"out","commercial","fdi-out",20903167.15,"out","commercial","fdi-out",26849000,"in","official","oda-capital-repay",0
"GR","out","commercial","fdi-out",0,"out","commercial","fdi-out",97145710.29,"out","commercial","fdi-out",10484597.91,"out","commercial","fdi-out",10941808.71,"out","commercial","fdi-out",46026887.16,"out","commercial","fdi-out",145213065.6,"out","commercial","fdi-out",3455171587,"out","commercial","fdi-out",2860883786,"out","commercial","fdi-out",180922512.9,"out","commercial","fdi-out",193119191.8,"out","commercial","fdi-out",715438604,"out","commercial","fdi-out",482046168.5,"out","commercial","fdi-out",819371000,"in","official","oda-capital-repay",0
"HU","out","commercial","fdi-out",0,"out","commercial","fdi-out",781208.3096,"out","commercial","fdi-out",9205938.92,"out","commercial","fdi-out",61436517.95,"out","commercial","fdi-out",29963254.05,"out","commercial","fdi-out",75635400.46,"out","commercial","fdi-out",1020842480,"out","commercial","fdi-out",107746281.6,"out","commercial","fdi-out",392553607.1,"out","commercial","fdi-out",375099814.7,"out","commercial","fdi-out",235287353.2,"out","commercial","fdi-out",-121781094.3,"out","commercial","fdi-out",69408000,"in","official","oda-capital-repay",0
"IE","out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",-2639588.022,"out","commercial","fdi-out",50293062.91,"out","commercial","fdi-out",57963386.87,"out","commercial","fdi-out",106076653.6,"out","commercial","fdi-out",70712031.8,"out","commercial","fdi-out",103784222.8,"out","commercial","fdi-out",17914709.4,"out","commercial","fdi-out",-121134537.9,"out","commercial","fdi-out",159416347.6,"out","commercial","fdi-out",75836000,"in","official","oda-capital-repay",0
"IL","out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",216106720.4,"out","commercial","fdi-out",142329545.4,"out","commercial","fdi-out",66003163.11,"out","commercial","fdi-out",-2329522.309,"out","commercial","fdi-out",102741218.6,"out","commercial","fdi-out",29818000,"in","official","oda-capital-repay",0
"IS","out","commercial","fdi-out",716390.6769,"out","commercial","fdi-out",3170974.99,"out","commercial","fdi-out",1001340.655,"out","commercial","fdi-out",-230799.1805,"out","commercial","fdi-out",86808340.3,"out","commercial","fdi-out",57581280.43,"out","commercial","fdi-out",20535047.71,"out","commercial","fdi-out",72593496.58,"out","commercial","fdi-out",-8821830.621,"out","commercial","fdi-out",6193513.578,"out","commercial","fdi-out",-18183699.45,"out","commercial","fdi-out",-17375252.38,"out","commercial","fdi-out",1366000,"in","official","oda-capital-repay",0
"IT","out","commercial","fdi-out",2572028131,"out","commercial","fdi-out",1941917680,"out","commercial","fdi-out",1189382279,"out","commercial","fdi-out",473105650,"out","commercial","fdi-out",594972249.7,"out","commercial","fdi-out",1766147955,"out","commercial","fdi-out",2720264677,"out","commercial","fdi-out",-1985916512,"out","commercial","fdi-out",7573081824,"out","commercial","fdi-out",2956764736,"out","commercial","fdi-out",7741753488,"out","commercial","fdi-out",8332888523,"out","commercial","fdi-out",15103563000,"in","official","oda-capital-repay",76320000
"KR","out","commercial","fdi-out",546307313,"out","commercial","fdi-out",-727740824.2,"out","commercial","fdi-out",0,"out","commercial","fdi-out",1885403249,"out","commercial","fdi-out",3236554640,"out","commercial","fdi-out",0,"out","commercial","fdi-out",4161130318,"out","commercial","fdi-out",6803484866,"out","commercial","fdi-out",7414989409,"out","commercial","fdi-out",8226451557,"out","commercial","fdi-out",11995588309,"out","commercial","fdi-out",9593265955,"out","commercial","fdi-out",11859862000,"in","official","oda-capital-repay",62810000
"LU","out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",-56512207.65,"out","commercial","fdi-out",652464825.1,"out","commercial","fdi-out",4050906597,"out","commercial","fdi-out",1810224131,"out","commercial","fdi-out",969892636.4,"out","commercial","fdi-out",4943797394,"out","commercial","fdi-out",3644227659,"out","commercial","fdi-out",4636467860,"out","commercial","fdi-out",5524998530,"out","commercial","fdi-out",506883263.4,"out","commercial","fdi-out",23931105000,"in","official","oda-capital-repay",3240000
"MX","out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,"out","commercial","fdi-out",0,,,,
"NZ","out","commercial","fdi-out",-30402276.22,"out","commercial","fdi-out",6451946.643,"out","commercial","fdi-out",-1853376.036,"out","commercial","fdi-out",1419873.777,"out","commercial","fdi-out",-23021127.98,"out","commercial","fdi-out",957942.631,"out","commercial","fdi-out",0,"out","commercial","fdi-out",-4468490.888,"out","commercial","fdi-out",-14207141.67,"out","commercial","fdi-out",-67219903.02,"out","commercial","fdi-out",-57512218.82,"out","commercial","fdi-out",-727097.6396,"out","commercial","fdi-out",-21726000,"in","official","oda-capital-repay",0
"PL","out","commercial","fdi-out",7336588.276,"out","commercial","fdi-out",-34391573.9,"out","commercial","fdi-out",27660248.16,"out","commercial","fdi-out",134411765.3,"out","commercial","fdi-out",88558536.28,"out","commercial","fdi-out",206285696.1,"out","commercial","fdi-out",126749782.5,"out","commercial","fdi-out",439208777.2,"out","commercial","fdi-out",-20588919.11,"out","commercial","fdi-out",165555885,"out","commercial","fdi-out",15871978.57,"out","commercial","fdi-out",281007121.2,"out","commercial","fdi-out",141900000,"in","official","oda-capital-repay",18440000
"PT","out","commercial","fdi-out",5947044753,"out","commercial","fdi-out",2057951086,"out","commercial","fdi-out",-4261786657,"out","commercial","fdi-out",5885815.185,"out","commercial","fdi-out",557110801,"out","commercial","fdi-out",-222468836.3,"out","commercial","fdi-out",467611459.2,"out","commercial","fdi-out",-145226039.9,"out","commercial","fdi-out",-578621821.8,"out","commercial","fdi-out",-484761375,"out","commercial","fdi-out",232103667.9,"out","commercial","fdi-out",264193833.5,"out","commercial","fdi-out",-363509000,"in","official","oda-capital-repay",38160000
"SI","out","commercial","fdi-out",,"out","commercial","fdi-out",,"out","commercial","fdi-out",,"out","commercial","fdi-out",,"out","commercial","fdi-out",,"out","commercial","fdi-out",0,"out","commercial","fdi-out",29841086.2,"out","commercial","fdi-out",67608344.31,"out","commercial","fdi-out",95236473.98,"out","commercial","fdi-out",37115254.4,"out","commercial","fdi-out",44163691.76,"out","commercial","fdi-out",34302908.46,"out","commercial","fdi-out",-11359000,"in","official","oda-capital-repay",0
"SK","out","commercial","fdi-out",3697148.212,"out","commercial","fdi-out",-8015606.423,"out","commercial","fdi-out",-318587.1798,"out","commercial","fdi-out",-3555486.793,"out","commercial","fdi-out",19296600.25,"out","commercial","fdi-out",18207971.32,"out","commercial","fdi-out",19610815.08,"out","commercial","fdi-out",-332072.2521,"out","commercial","fdi-out",51648474.06,"out","commercial","fdi-out",3978612.514,"out","commercial","fdi-out",210319273.4,"out","commercial","fdi-out",-7822146.936,"out","commercial","fdi-out",22054000,"in","official","oda-capital-repay",0
"TR","out","commercial","fdi-out",1821116.387,"out","commercial","fdi-out",0,"out","commercial","fdi-out",2091638.964,"out","commercial","fdi-out",408598477.8,"out","commercial","fdi-out",630737748.7,"out","commercial","fdi-out",637243407.3,"out","commercial","fdi-out",252429799.7,"out","commercial","fdi-out",611195517.3,"out","commercial","fdi-out",523744706.5,"out","commercial","fdi-out",536674279,"out","commercial","fdi-out",465802267.2,"out","commercial","fdi-out",545200775.7,"out","commercial","fdi-out",6.21e+08,"in","official","oda-capital-repay",0
"AE","in","official","oda-capital-repay",45580000,"in","official","oda-capital-repay",51380000,"in","official","oda-capital-repay",56200000,"in","official","oda-capital-repay",62170000,"in","official","oda-capital-repay",55650000,"in","official","oda-capital-repay",59340000,"in","official","oda-capital-repay",75840000,"in","official","oda-capital-repay",145650000,"in","official","oda-capital-repay",100180000,"in","official","oda-capital-repay",92840000,"in","official","oda-capital-repay",133550000,"in","official","oda-capital-repay",76340000,"in","official","oda-capital-repay",94700000,"in","official","oda-capital-repay",91070000
"BG","in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0
"CY","in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0
"HR","in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0
"KW","in","official","oda-capital-repay",404730000,"in","official","oda-capital-repay",492850000,"in","official","oda-capital-repay",458460000,"in","official","oda-capital-repay",452390000,"in","official","oda-capital-repay",380860000,"in","official","oda-capital-repay",401200000,"in","official","oda-capital-repay",358590000,"in","official","oda-capital-repay",404540000,"in","official","oda-capital-repay",386690000,"in","official","oda-capital-repay",322440000,"in","official","oda-capital-repay",421840000,"in","official","oda-capital-repay",342530000,"in","official","oda-capital-repay",302500000,"in","official","oda-capital-repay",309720000
"LI","in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0
"LT","in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0
"LV","in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0
"MT","in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0
"RO","in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0
"RU","in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0
"SA","in","official","oda-capital-repay",229820000,"in","official","oda-capital-repay",449110000,"in","official","oda-capital-repay",213700000,"in","official","oda-capital-repay",175140000,"in","official","oda-capital-repay",138300000,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",105300000,"in","official","oda-capital-repay",109110000,"in","official","oda-capital-repay",100440000,"in","official","oda-capital-repay",117530000,"in","official","oda-capital-repay",14490000,"in","official","oda-capital-repay",141030000,"in","official","oda-capital-repay",137320000,"in","official","oda-capital-repay",141720000
"TH","in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",37090000,"in","official","oda-capital-repay",18040000,"in","official","oda-capital-repay",18150000,"in","official","oda-capital-repay",18340000
"TW","in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",26770000,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0,"in","official","oda-capital-repay",0
"afdb","in","official","oofs-capital-repay",1227550000,"in","official","oofs-capital-repay",1088490000,"in","official","oofs-capital-repay",2210050000,"in","official","oofs-capital-repay",2107270000,"in","official","oofs-capital-repay",2090080000,"in","official","oofs-capital-repay",1404070000,"in","official","oofs-capital-repay",1442470000,"in","official","oofs-capital-repay",1378380000,"in","official","oofs-capital-repay",727870000,"in","official","oofs-capital-repay",1207380000,"in","official","oofs-capital-repay",924870000,"in","official","oofs-capital-repay",977170000,"in","official","oofs-capital-repay",849650000,"in","official","oofs-capital-repay",1238310000
"arab-fund-afesd","in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0
"asdb","in","official","oofs-capital-repay",2721300000,"in","official","oofs-capital-repay",1838520000,"in","official","oofs-capital-repay",5042610000,"in","official","oofs-capital-repay",6778590000,"in","official","oofs-capital-repay",4775450000,"in","official","oofs-capital-repay",2104820000,"in","official","oofs-capital-repay",2010090000,"in","official","oofs-capital-repay",1535300000,"in","official","oofs-capital-repay",1930920000,"in","official","oofs-capital-repay",1953090000,"in","official","oofs-capital-repay",2119810000,"in","official","oofs-capital-repay",2411950000,"in","official","oofs-capital-repay",2917610000,"in","official","oofs-capital-repay",4577300000
"badea","in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0,"in","official","oofs-capital-repay",0
"cardb","in","official","oofs-capital-repay",23300000,"in","official","oofs-capital-repay",31020000,"in","official","oofs-capital-repay",76660000,"in","official","oofs-capital-repay",38220000,"in","official","oofs-capital-repay",51690000,"in","official","oofs-capital-repay",19960000,"in","official","oofs-capital-repay",56370000,"in","official","oofs-capital-repay",60370000,"in","official","oofs-capital-repay",73760000,"in","official","oofs-capital-repay",63530000,"in","official","oofs-capital-repay",119380000,"in","official","oofs-capital-repay",45770000,"in","official","oofs-capital-repay",46270000,"in","official","oofs-capital-repay",64280000
"ebrd","in","official","oofs-capital-repay",306070000,"in","official","oofs-capital-repay",515480000,"in","official","oofs-capital-repay",812440000,"in","official","oofs-capital-repay",845780000,"in","official","oofs-capital-repay",1025450000,"in","official","oofs-capital-repay",1792260000,"in","official","oofs-capital-repay",1026250000,"in","official","oofs-capital-repay",876060000,"in","official","oofs-capital-repay",784890000,"in","official","oofs-capital-repay",1370120000,"in","official","oofs-capital-repay",1657740000,"in","official","oofs-capital-repay",1636930000,"in","official","oofs-capital-repay",1523170000,"in","official","oofs-capital-repay",2204730000
"EU","in","official","oofs-capital-repay",313140000,"in","official","oofs-capital-repay",571160000,"in","official","oofs-capital-repay",884020000,"in","official","oofs-capital-repay",524780000,"in","official","oofs-capital-repay",624610000,"in","official","oofs-capital-repay",1171470000,"in","official","oofs-capital-repay",1593660000,"in","official","oofs-capital-repay",1278650000,"in","official","oofs-capital-repay",1624110000,"in","official","oofs-capital-repay",1889380000,"in","official","oofs-capital-repay",2662830000,"in","official","oofs-capital-repay",1663170000,"in","official","oofs-capital-repay",1761480000,"in","official","oofs-capital-repay",1950030000
